bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,team,team_id,timestamp,type,under_pressure,tactics.formation,tactics.lineup,tactics,x,y,end_x,end_y,match_name,home_team,away_team
,,,,,,,,,,,,,,,,,,0.415372,,,,,,,,,,,,,74b2a109-2249-4559-a91b-da0129023d3b,849,,"[110.0, 32.4]",3930184,22,,,,,0.9367736,b9a81a88-2dd3-4b10-aee3-7f7af3763291,Head,,,"[112.5, 35.8]",,Low Pass,,4.2201896,,,,Robin Hranáč,81330.0,True,,,,1,From Free Kick,Tomáš Souček,4870.0,Center Defensive Midfield,45,Czech Republic,912,['c79e13e7-4a5d-4db6-9243-acfd06c8bdae'],56,,,,,,,,,,,,,,,,,Czech Republic,912,00:22:56.940,Pass,,,,,110.0,32.4,112.5,35.8,Czech Republic vs Turkey,Czech Republic,Turkey
,,,,,,,,,,,,,,,,,,1.824125,,,,,,,,,,,,,4885af3a-4837-4035-908e-cf6aa29f5115,857,,"[6.7, 43.5]",3930184,23,,True,,,1.2407358,,Left Foot,,,"[10.4, 54.3]",,Ground Pass,,11.416217,,,,Samet Akaydin,133305.0,,,,Goal Kick,1,From Goal Kick,Fehmi Mert Günok,30310.0,Goalkeeper,46,Turkey,909,['b95d80ee-5019-48e5-bfb4-414cbe08bd4e'],16,,,,,,,,,,,,,,,,,Turkey,909,00:23:16.766,Pass,,,,,6.7,43.5,10.4,54.3,Czech Republic vs Turkey,Czech Republic,Turkey
,,,,,,,,,,,,,,,,,,0.991365,,,,,,,,,,,,,23ecb811-bc7b-434d-9526-6c2480a1832e,859,,"[20.1, 54.6]",3930184,23,,,,,-0.19270076,,Right Foot,,,"[28.3, 53.0]",,Ground Pass,,8.354639,,,,Salih Özcan,9085.0,,,,,1,From Goal Kick,Samet Akaydin,133305.0,Right Center Back,46,Turkey,909,['579c7ca6-e392-43fb-a2bf-68c2ceca83ad'],23,,,,,,,,,,,,,,,,,Turkey,909,00:23:23.076,Pass,,,,,20.1,54.6,28.3,53.0,Czech Republic vs Turkey,Czech Republic,Turkey
,,,,,,,,,,,,,,,,,,2.107023,,,,,,,,,,,,,4f409922-052f-40df-a39e-1df2170f19af,862,,"[27.7, 50.2]",3930184,23,,,,,-1.9098554,,Right Foot,,,"[19.8, 27.8]",,Ground Pass,,23.752262,,,,Merih Demiral,23558.0,,,,,1,From Goal Kick,Salih Özcan,9085.0,Right Defensive Midfield,46,Turkey,909,['6f0af5de-a934-410c-ba4c-c61f43cfc1c3'],24,,,,,,,,,,,,,,,,,Turkey,909,00:23:24.422,Pass,,,,,27.7,50.2,19.8,27.8,Czech Republic vs Turkey,Czech Republic,Turkey
,,,,,,,,,,,,,,,,,,1.796304,,,,,,,,,,,,,9240574e-7c6b-4194-b498-6a4f55d81960,865,,"[20.7, 27.2]",3930184,23,,,,,2.3156264,,Right Foot,,,"[7.7, 41.3]",,Ground Pass,,19.178373,,,,Fehmi Mert Günok,30310.0,,,,,1,From Goal Kick,Merih Demiral,23558.0,Left Center Back,46,Turkey,909,['523356f2-b23c-42bb-9499-a6ea3da4940b'],29,,,,,,,,,,,,,,,,,Turkey,909,00:23:29.189,Pass,,,,,20.7,27.2,7.7,41.3,Czech Republic vs Turkey,Czech Republic,Turkey
,,,,,,,,,,,,,,,,,,2.184905,,,,,,,,,,,,,2baa5b71-507f-4f3b-b4eb-aeb90d36b7c8,868,,"[8.7, 40.9]",3930184,23,,,,,-1.3521274,,Right Foot,,,"[14.5, 14.8]",,Ground Pass,,26.73668,,,,Merih Demiral,23558.0,,,,,1,From Goal Kick,Fehmi Mert Günok,30310.0,Goalkeeper,46,Turkey,909,['5a9ad10f-389e-4d5e-bae8-1684e67fa09e'],34,,,,,,,,,,,,,,,,,Turkey,909,00:23:34.008,Pass,,,,,8.7,40.9,14.5,14.8,Czech Republic vs Turkey,Czech Republic,Turkey
,,,,,,,,,,,,,,,,,,1.050018,,,,,,,,,,,,,a0688312-d722-403f-a71e-2899d68794ca,871,,"[21.8, 7.9]",3930184,23,,,,,0.9707461,,Left Foot,,,"[29.6, 19.3]",,Ground Pass,,13.813037,,,,Hakan Çalhanoğlu,7039.0,,,,,1,From Goal Kick,Merih Demiral,23558.0,Left Center Back,46,Turkey,909,['f4b16dbb-d250-4991-aff5-62282eeca9c2'],37,,,,,,,,,,,,,,,,,Turkey,909,00:23:37.482,Pass,,,,,21.8,7.9,29.6,19.3,Czech Republic vs Turkey,Czech Republic,Turkey
,,,,,,,,,,,,,,,,,,2.19057,,,,,,,,,,,,,665faefa-5392-4af4-95ce-8aa4fcbbc996,873,,"[29.2, 19.3]",3930184,23,,,,,2.5934012,,Right Foot,,,"[6.6, 33.1]",,Ground Pass,,26.48018,,,,Fehmi Mert Günok,30310.0,,,,,1,From Goal Kick,Hakan Çalhanoğlu,7039.0,Center Attacking Midfield,46,Turkey,909,['1f4d7b78-7cd0-4a7e-a4c8-7e9898237308'],38,,,,,,,,,,,,,,,,,Turkey,909,00:23:38.532,Pass,,,,,29.2,19.3,6.6,33.1,Czech Republic vs Turkey,Czech Republic,Turkey
,,,,,,,,,,,,,,,,,,1.170627,,,,,,,,,,,,,998b8d06-42f7-4bfb-a329-12b526a054fd,875,,"[7.1, 31.6]",3930184,23,,,,,-0.14345226,,Right Foot,,,"[16.1, 30.3]",,Ground Pass,,9.093404,,,,İsmail Yüksek,78241.0,,,,,1,From Goal Kick,Fehmi Mert Günok,30310.0,Goalkeeper,46,Turkey,909,['c5ef8314-ce1e-4638-b655-927a9312c9ae'],40,,,,,,,,,,,,,,,,,Turkey,909,00:23:40.722,Pass,,,,,7.1,31.6,16.1,30.3,Czech Republic vs Turkey,Czech Republic,Turkey
,,,,,,,,,,,,,,,,,,1.334684,,,,,,,,,,,,,6451c463-24fd-4c9c-a408-66e89414c7e9,878,,"[31.3, 43.8]",3930184,23,,,,,0.90004474,,Left Foot,,,"[38.6, 53.0]",,Ground Pass,,11.74436,,,,Salih Özcan,9085.0,,,,,1,From Goal Kick,İsmail Yüksek,78241.0,Left Defensive Midfield,46,Turkey,909,['326e8038-6663-4af3-80cc-c3b5b1640794'],46,,,,,,,,,,,,,,,,,Turkey,909,00:23:46.426,Pass,,,,,31.3,43.8,38.6,53.0,Czech Republic vs Turkey,Czech Republic,Turkey
,,,,,,,,,,,,,,,,,,1.919878,,,,,,,,,,,,,d52949fc-ca4a-4073-8964-70878a72deae,881,,"[44.6, 59.2]",3930184,23,,,,,0.93210286,,Left Foot,,,"[57.0, 75.9]",,Ground Pass,,20.80024,,,,Mert Müldür,10826.0,,,,,1,From Goal Kick,Salih Özcan,9085.0,Right Defensive Midfield,46,Turkey,909,['c033ff4a-2e44-4d13-b254-60f28413bfcb'],49,,,,,,,,,,,,,,,,,Turkey,909,00:23:49.966,Pass,,,,,44.6,59.2,57.0,75.9,Czech Republic vs Turkey,Czech Republic,Turkey
,,,,,,,,,,,,,,,,,,1.123402,,,,,,,,,,,,,dbe823e4-6e61-44d2-acda-a2042195d2a5,884,,"[57.8, 76.3]",3930184,23,,,,,-2.1410344,,Right Foot,,,"[51.9, 67.1]",,Ground Pass,,10.929318,,,,Salih Özcan,9085.0,,,,,1,From Goal Kick,Mert Müldür,10826.0,Right Back,46,Turkey,909,['40ca275e-8993-44e6-9901-549e630bbe11'],52,,,,,,,,,,,,,,,,,Turkey,909,00:23:52.058,Pass,,,,,57.8,76.3,51.9,67.1,Czech Republic vs Turkey,Czech Republic,Turkey
,,,,,,,,,,,,,,,,,,1.387743,,,,,,,,,,,,,389f4b37-9725-46f3-b3e6-4bb1102fd04f,887,,"[56.7, 65.6]",3930184,23,,,,,1.012197,,Right Foot,,,"[64.7, 78.4]",,Ground Pass,,15.09437,,,,Mert Müldür,10826.0,,,,,1,From Goal Kick,Salih Özcan,9085.0,Right Defensive Midfield,46,Turkey,909,['f3298ee2-55e5-4c32-a414-0192bc105509'],56,,,,,,,,,,,,,,,,,Turkey,909,00:23:56.523,Pass,,,,,56.7,65.6,64.7,78.4,Czech Republic vs Turkey,Czech Republic,Turkey
,,,,,,,,,,,,,,,,,,0.718578,,,,,,,,,,,,,19de2c8c-738c-4b2d-8edb-5c97ece19774,890,,"[64.7, 77.7]",3930184,23,,,,,-2.1189878,,Right Foot,,,"[57.8, 66.4]",,Ground Pass,,13.24009,,,,Salih Özcan,9085.0,,,,,1,From Goal Kick,Mert Müldür,10826.0,Right Back,46,Turkey,909,['32c0f8fb-3527-4931-b477-5dffc3393f89'],59,,,,,,,,,,,,,,,,,Turkey,909,00:23:59.175,Pass,,,,,64.7,77.7,57.8,66.4,Czech Republic vs Turkey,Czech Republic,Turkey
,,,,,,,,,,,,,,,,,,2.355517,,,,,,,,,,,,,4d462339-eb53-4046-8ddc-4e9e274b70fd,893,,"[54.9, 66.0]",3930184,24,,,,,-2.1066077,,Left Foot,,,"[45.4, 50.0]",,Ground Pass,,18.607794,,,,Samet Akaydin,133305.0,,,,,1,From Goal Kick,Salih Özcan,9085.0,Right Defensive Midfield,46,Turkey,909,['65bdeba6-d069-403c-aeac-f15e9345cb6a'],1,,,,,,,,,,,,,,,,,Turkey,909,00:24:01.297,Pass,,,,,54.9,66.0,45.4,50.0,Czech Republic vs Turkey,Czech Republic,Turkey
,,,,,,,,,,,,,,,,,,2.870059,,,,,,,,,,,,,86422b43-5dbe-411a-ad8b-5b2b41651a13,896,,"[47.7, 49.9]",3930184,24,,,,,0.16411562,,Right Foot,,,"[94.8, 57.7]",,High Pass,,47.741493,,,,Mert Müldür,10826.0,,,,,1,From Goal Kick,Samet Akaydin,133305.0,Right Center Back,46,Turkey,909,['c76a3930-b6f7-41c4-a2cc-4dfef00323c0'],7,,,,,,,,,,,,,,,,,Turkey,909,00:24:07.955,Pass,,,,,47.7,49.9,94.8,57.7,Czech Republic vs Turkey,Czech Republic,Turkey
,,,,,,,,,,,,,,,,,,3.483017,,,,,,,,,,,,,1e5d276c-9769-4ed9-9971-67c25b9699f2,900,,"[21.9, 24.3]",3930184,24,,,,,-0.09202126,,Right Foot,,,"[81.5, 18.8]",,High Pass,,59.853237,,,,Mojmír Chytil,32985.0,,,,Free Kick,1,From Free Kick,Jindřich Staněk,28040.0,Goalkeeper,47,Czech Republic,912,['c31bab60-f02d-412a-977e-c6a4571c6d26'],42,,,,,,,,,,,,,,,,,Czech Republic,912,00:24:42.732,Pass,,,,,21.9,24.3,81.5,18.8,Czech Republic vs Turkey,Czech Republic,Turkey
,,,,,,,,,,,,,,,,,,1.193695,,,,,,,,,,,,,35e17672-0305-4c04-b52c-eaf70e45a2db,904,,"[78.4, 19.2]",3930184,24,,,,,2.2073045,,Other,,,"[75.0, 23.8]",,Low Pass,,5.72014,,,,Adam Hložek,28239.0,,,,,1,From Free Kick,Mojmír Chytil,32985.0,Center Forward,47,Czech Republic,912,"['2bd6feea-d06d-465a-9ffc-6322bc0ac0d2', 'a79f4688-d70d-4571-85bf-3ca5349d3d8a']",46,,,,,,,,,,,,,,,,,Czech Republic,912,00:24:46.255,Pass,True,,,,78.4,19.2,75.0,23.8,Czech Republic vs Turkey,Czech Republic,Turkey
,,,,,,,,,,,,,,,,,,1.028513,,,,,,,,,,,,,45d5ae22-5038-4384-b41c-f7b1c612e41f,907,,"[75.5, 14.4]",3930184,24,,,,,-1.1938871,,Left Foot,,,"[79.3, 4.8]",,Ground Pass,,10.324728,,,,Lukáš Provod,28034.0,,,,,1,From Free Kick,Adam Hložek,28239.0,Right Center Midfield,47,Czech Republic,912,['e1267016-d6dd-4a83-9c82-f90a2bc6b9a8'],48,,,,,,,,,,,,,,,,,Czech Republic,912,00:24:48.471,Pass,,,,,75.5,14.4,79.3,4.8,Czech Republic vs Turkey,Czech Republic,Turkey
,,,,,,,,,,,,,,,,,,1.072264,,,,,,,,,,,,,db4debe9-0f2c-44be-b7af-8e1ec3fe4215,921,,"[44.6, 77.1]",3930184,24,,,,,-3.0928507,,Right Foot,,,"[36.4, 76.7]",,Ground Pass,,8.20975,,,,Mert Müldür,10826.0,,,,,1,Regular Play,Salih Özcan,9085.0,Right Defensive Midfield,48,Turkey,909,"['518574bb-31de-40f8-a26a-c89469929164', '78dda824-fd6d-4794-9507-a8ecd79ba4e7']",56,,,,,,,,,,,,,,,,,Turkey,909,00:24:56.626,Pass,True,,,,44.6,77.1,36.4,76.7,Czech Republic vs Turkey,Czech Republic,Turkey
,,,,,,,,,,,,,,,,,,0.43586,,,,,,,,,,,,,80453988-868c-460b-a4fc-2d4477d62972,924,,"[36.4, 76.7]",3930184,24,,,,,-0.7086263,,Right Foot,,,"[41.3, 72.5]",,Ground Pass,,6.453681,,,,İsmail Yüksek,78241.0,,,,,1,Regular Play,Mert Müldür,10826.0,Right Back,48,Turkey,909,['02e260bc-4dc4-45a8-98b7-d55d44cbc971'],57,,,,,,,,,,,,,,,,,Turkey,909,00:24:57.984,Pass,,,,,36.4,76.7,41.3,72.5,Czech Republic vs Turkey,Czech Republic,Turkey
,,,,,,,,,,,,,,,,,,1.294748,,,,,,,,,,,,,441ef21c-c067-4ecc-a60c-f1ccae3c29fd,926,,"[41.3, 72.5]",3930184,24,,,,,-2.9202783,,Left Foot,,,"[29.3, 69.8]",,Ground Pass,,12.3,,,,Samet Akaydin,133305.0,,,,,1,Regular Play,İsmail Yüksek,78241.0,Left Defensive Midfield,48,Turkey,909,['7641d92c-be0e-4ac1-9831-7f115274ecbe'],58,,,,,,,,,,,,,,,,,Turkey,909,00:24:58.420,Pass,,,,,41.3,72.5,29.3,69.8,Czech Republic vs Turkey,Czech Republic,Turkey
,,,,,,,,,,,,,,,,,,0.993493,,,,,,,,,,,,,1b947e6c-2e4b-44b2-8f04-92351b23378e,929,,"[28.8, 69.8]",3930184,25,,,,,-0.38050637,,Right Foot,,,"[35.8, 67.0]",,Ground Pass,,7.539231,,,,İsmail Yüksek,78241.0,,,,,1,Regular Play,Samet Akaydin,133305.0,Right Center Back,48,Turkey,909,['cb06441d-03a5-4487-a42d-930388a2e366'],0,,,,,,,,,,,,,,,,,Turkey,909,00:25:00.932,Pass,,,,,28.8,69.8,35.8,67.0,Czech Republic vs Turkey,Czech Republic,Turkey
,,,,,,,,,,,,,,,,,,1.256619,,,,,,,,,,,,,9e4f8502-3d9c-47f2-a704-c1ce1ef3456b,931,,"[35.8, 67.0]",3930184,25,,,,,1.0756631,,Right Foot,,,"[41.2, 77.0]",,Ground Pass,,11.364858,,,,Mert Müldür,10826.0,,,,,1,Regular Play,İsmail Yüksek,78241.0,Left Defensive Midfield,48,Turkey,909,['3b2c34fc-674e-43b2-a02b-94d7d0fb46d7'],1,,,,,,,,,,,,,,,,,Turkey,909,00:25:01.925,Pass,,,,,35.8,67.0,41.2,77.0,Czech Republic vs Turkey,Czech Republic,Turkey
,,,,,,,,,,,,,,,,,,0.995602,,,,,,,,,,,,,d540f2ae-1501-4704-a362-9a4ddfa1c976,934,,"[41.2, 77.0]",3930184,25,,,,,-0.3901369,,Right Foot,,,"[51.9, 72.6]",,Ground Pass,,11.569356,,,,Arda Güler,116587.0,,,,,1,Regular Play,Mert Müldür,10826.0,Right Back,48,Turkey,909,['5bb93e74-151c-4761-9b2e-ef495200eb3f'],3,,,,,,,,,,,,,,,,,Turkey,909,00:25:03.370,Pass,,,,,41.2,77.0,51.9,72.6,Czech Republic vs Turkey,Czech Republic,Turkey
,,,,,,,,,,,,,,,,,,0.443902,,,,,,,,,,,,,e34cfc93-0be4-4682-a7c2-72ef1811f743,936,,"[51.9, 72.6]",3930184,25,,,,,-2.406153,,Left Foot,,,"[47.7, 68.8]",,Ground Pass,,5.663921,,,,Salih Özcan,9085.0,,,,,1,Regular Play,Arda Güler,116587.0,Center Forward,48,Turkey,909,['cbbd9e7c-a3cc-4956-8655-8ddb954c5bc8'],4,,,,,,,,,,,,,,,,,Turkey,909,00:25:04.365,Pass,,,,,51.9,72.6,47.7,68.8,Czech Republic vs Turkey,Czech Republic,Turkey
,,,,,,,,,,,,,,,,,,0.817726,,,,,,,,,,,,,c2b5b725-7377-44ed-98c2-c1788597d939,938,,"[47.7, 68.8]",3930184,25,,,,,0.8312376,,Right Foot,,,"[52.9, 74.5]",,Ground Pass,,7.7155685,,,,Arda Güler,116587.0,,,,,1,Regular Play,Salih Özcan,9085.0,Right Defensive Midfield,48,Turkey,909,['d56cd5e7-1a8d-4d36-be9f-3f11ee7630bc'],4,,,,,,,,,,,,,,,,,Turkey,909,00:25:04.809,Pass,,,,,47.7,68.8,52.9,74.5,Czech Republic vs Turkey,Czech Republic,Turkey
,,,,,,,,,,,,,,,,,,1.610376,,,,,,,,,,,,,082a32ed-e267-4066-b4c5-51709f686817,941,,"[48.0, 68.7]",3930184,25,,,,,-1.5102643,,Left Foot,,,"[50.2, 32.4]",,Ground Pass,,36.366604,,,,Ferdi Erenay Kadıoğlu,30438.0,,,,,1,Regular Play,Arda Güler,116587.0,Center Forward,48,Turkey,909,['86764717-145f-4112-9177-4c5b0fed8180'],7,,,,,,,,,,,,,,,,,Turkey,909,00:25:07.253,Pass,,,,,48.0,68.7,50.2,32.4,Czech Republic vs Turkey,Czech Republic,Turkey
,,,,,,,,,,,,,,,,,,3.775254,,,,,,,,,,,,,ab998708-b922-4edb-a4d8-b513591e1c47,944,,"[58.0, 25.9]",3930184,25,,,,,-0.23294365,,Right Foot,,,"[103.1, 15.2]",,Ground Pass,,46.351913,,Incomplete,,Kenan Yildiz,151813.0,,,,,1,Regular Play,Ferdi Erenay Kadıoğlu,30438.0,Left Back,48,Turkey,909,"['7c6d893d-aa1f-4e2a-985f-92f86863f42d', 'dea50041-a613-462b-aa1b-9408dabe587d']",10,,,,,,,,,,,,,,,,,Turkey,909,00:25:10.227,Pass,,,,,58.0,25.9,103.1,15.2,Czech Republic vs Turkey,Czech Republic,Turkey
,,,,,,,,,,,,,,,,,,3.113228,,,,,,,,,,,,,7477504e-9369-4a20-a7c4-d2ade13cea1b,949,,"[12.3, 74.2]",3930184,25,,,,,-0.36831185,,Right Foot,,,"[53.5, 58.3]",,High Pass,,44.161636,,Incomplete,,Mojmír Chytil,32985.0,,,,,1,Regular Play,Tomáš Holeš,16469.0,Right Center Back,48,Turkey,909,"['1d8a8310-6c6b-4a07-a13e-4581d98c7844', '2cc8d47f-931b-4b25-bfa8-4c5cbd64019b', '536de257-cd26-4be0-8558-00a1d2380b44']",15,,,,,,,,,,,,,,,,,Czech Republic,912,00:25:15.170,Pass,True,,,,12.3,74.2,53.5,58.3,Czech Republic vs Turkey,Czech Republic,Turkey
,,,,,,,,,,,,,,,,,,1.537213,,,,,,,,,,,,,1d8a8310-6c6b-4a07-a13e-4581d98c7844,951,,"[66.6, 21.8]",3930184,25,,,,,-0.8482523,,Right Foot,,,"[73.3, 14.2]",,Ground Pass,,10.131634,,,,Ferdi Erenay Kadıoğlu,30438.0,,,,Recovery,1,Regular Play,İsmail Yüksek,78241.0,Left Defensive Midfield,48,Turkey,909,"['7477504e-9369-4a20-a7c4-d2ade13cea1b', 'd0f39702-b431-48df-a34a-7f40897818fa']",18,,,,,,,,,,,,,,,,,Turkey,909,00:25:18.283,Pass,,,,,66.6,21.8,73.3,14.2,Czech Republic vs Turkey,Czech Republic,Turkey
,,,,,,,,,,,,,,,,,,1.427575,,,,,,,,,,,,,e14ac733-fb96-4e83-b236-036a1bfa22fd,954,,"[72.2, 14.3]",3930184,25,,,,,1.82812,,Right Foot,,,"[66.2, 37.1]",,Ground Pass,,23.57626,,,,Salih Özcan,9085.0,,,,,1,Regular Play,Ferdi Erenay Kadıoğlu,30438.0,Left Back,48,Turkey,909,['473272f6-fb80-4bc1-92a0-cf305e454b8b'],20,,,,,,,,,,,,,,,,,Turkey,909,00:25:20.502,Pass,,,,,72.2,14.3,66.2,37.1,Czech Republic vs Turkey,Czech Republic,Turkey
,,,,,,,,,,,,,,,,,,1.583261,,,,,,,,,,,,,95e3900b-9e54-408b-8243-8b542686f1b2,957,,"[75.0, 53.1]",3930184,25,,,,,1.4990963,,Right Foot,,,"[76.3, 71.2]",,Ground Pass,,18.146626,,,,Samet Akaydin,133305.0,,,,,1,Regular Play,Salih Özcan,9085.0,Right Defensive Midfield,48,Turkey,909,['ce1fd521-9c67-44e6-823f-14f544e8bb23'],27,,,,,,,,,,,,,,,,,Turkey,909,00:25:27.813,Pass,,,,,75.0,53.1,76.3,71.2,Czech Republic vs Turkey,Czech Republic,Turkey
,,,,,,,,,,,,,,,,,,0.593771,,,,,,,,,,,,,22fea269-c82c-487f-af5c-4da7b5b98e1e,960,,"[86.6, 72.5]",3930184,25,,,,,-1.9055332,,Right Foot,,,"[83.4, 63.3]",,Ground Pass,,9.740637,,,,Arda Güler,116587.0,,,,,1,Regular Play,Samet Akaydin,133305.0,Right Center Back,48,Turkey,909,['9609d449-0760-4fc3-88c8-c82e1dea935a'],33,,,,,,,,,,,,,,,,,Turkey,909,00:25:33.024,Pass,,,,,86.6,72.5,83.4,63.3,Czech Republic vs Turkey,Czech Republic,Turkey
,,,,,,,,,,,,,,,,,,0.598763,,,,,,,,,,,,,d2d45382-7c57-49d0-a7a0-1d6a39937cec,963,,"[82.1, 60.9]",3930184,25,,,,,-0.46997663,,Left Foot,,,"[88.4, 57.7]",,Ground Pass,,7.0661163,,,,Hakan Çalhanoğlu,7039.0,,,,,1,Regular Play,Arda Güler,116587.0,Center Forward,48,Turkey,909,['5ee9c1d2-4938-42fd-a025-8d53696130da'],35,,,,,,,,,,,,,,,,,Turkey,909,00:25:35.215,Pass,,,,,82.1,60.9,88.4,57.7,Czech Republic vs Turkey,Czech Republic,Turkey
,,,,,,,,,,,,,,,,,,0.456681,,,,,,,,,,,,,bbb265d4-c607-41f3-8937-ba59db9e085c,965,,"[88.4, 57.7]",3930184,25,,,,,-2.8654957,,Right Foot,,,"[82.4, 56.0]",,Ground Pass,,6.2361846,,,,Arda Güler,116587.0,,,,,1,Regular Play,Hakan Çalhanoğlu,7039.0,Center Attacking Midfield,48,Turkey,909,['3c03bedd-180c-410c-a04d-c7dd0c86be68'],35,,,,,,,,,,,,,,,,,Turkey,909,00:25:35.813,Pass,,,,,88.4,57.7,82.4,56.0,Czech Republic vs Turkey,Czech Republic,Turkey
,,,,,,,,,,,,,,,,,,1.39315,,,,,,,,,,,,,db8def69-d8cf-4886-99c1-6a3a0c44c183,968,,"[82.4, 56.0]",3930184,25,,,,,-1.7169852,,Left Foot,,,"[80.0, 39.7]",,Ground Pass,,16.47574,,,,İsmail Yüksek,78241.0,,,,,1,Regular Play,Arda Güler,116587.0,Center Forward,48,Turkey,909,['ba2f1ae8-ca6f-407b-955b-d0f113eebf0c'],36,,,,,,,,,,,,,,,,,Turkey,909,00:25:36.654,Pass,,,,,82.4,56.0,80.0,39.7,Czech Republic vs Turkey,Czech Republic,Turkey
,,,,,,,,,,,,,,,,,,0.760516,,,,,,,,,,,,,3454470c-7239-41d9-82ae-be4b109eab61,971,,"[80.0, 38.8]",3930184,25,,,,,-0.6081728,,Right Foot,,,"[87.9, 33.3]",,Ground Pass,,9.626006,,,,Ferdi Erenay Kadıoğlu,30438.0,,,,,1,Regular Play,İsmail Yüksek,78241.0,Left Defensive Midfield,48,Turkey,909,['107448ae-83cd-448a-bc0c-9862758b4e54'],39,,,,,,,,,,,,,,,,,Turkey,909,00:25:39.040,Pass,,,,,80.0,38.8,87.9,33.3,Czech Republic vs Turkey,Czech Republic,Turkey
,,,,,,,,,,,,,,,,,,1.547186,,,,,,,,,,,,,099e368f-2f91-4003-87db-674c561c57df,974,,"[87.9, 33.3]",3930184,25,,,,,2.5127964,,Right Foot,,,"[82.4, 37.3]",,Ground Pass,,6.8007355,,,,İsmail Yüksek,78241.0,,,,,1,Regular Play,Ferdi Erenay Kadıoğlu,30438.0,Left Back,48,Turkey,909,['eec5443c-be5a-4bfb-ac84-edb5dae0f824'],41,,,,,,,,,,,,,,,,,Turkey,909,00:25:41.729,Pass,,,,,87.9,33.3,82.4,37.3,Czech Republic vs Turkey,Czech Republic,Turkey
,,,,,,,,,,,,,,,,,,1.01249,,,,,,,,,,,,,c562f010-4359-4dde-b278-242bf62f1d79,977,,"[82.4, 37.3]",3930184,25,,,,,-0.8978253,,Right Foot,,,"[87.9, 30.4]",,Ground Pass,,8.823832,,,,Ferdi Erenay Kadıoğlu,30438.0,,,,,1,Regular Play,İsmail Yüksek,78241.0,Left Defensive Midfield,48,Turkey,909,['f071e8f7-1c4d-4b14-8db7-a6909be25b74'],44,,,,,,,,,,,,,,,,,Turkey,909,00:25:44.182,Pass,,,,,82.4,37.3,87.9,30.4,Czech Republic vs Turkey,Czech Republic,Turkey
,,,,,,,,,,,,,,,,,,1.115955,,,,,,,,,,,,,21cdaa49-4653-42fb-ba28-ef47c339c1fd,980,,"[87.9, 30.4]",3930184,25,,,,,2.3625638,,Left Foot,,,"[80.0, 38.2]",,Ground Pass,,11.101802,,,,İsmail Yüksek,78241.0,,,,,1,Regular Play,Ferdi Erenay Kadıoğlu,30438.0,Left Back,48,Turkey,909,['42e49578-9236-4be3-ac70-48581686257f'],45,,,,,,,,,,,,,,,,,Turkey,909,00:25:45.566,Pass,,,,,87.9,30.4,80.0,38.2,Czech Republic vs Turkey,Czech Republic,Turkey
,,,,,,,,,,,,,,,,,,1.223529,,,,,,,,,,,,,3b2d0175-d698-4365-86ad-25bee309e413,984,,"[77.7, 36.5]",3930184,25,,,,,2.2023053,,Right Foot,,,"[64.9, 54.0]",,Ground Pass,,21.681559,,,,Samet Akaydin,133305.0,,,,,1,Regular Play,İsmail Yüksek,78241.0,Left Defensive Midfield,48,Turkey,909,"['bf29c7b1-57a1-4aea-8c88-1525446f7cf4', 'e27a216b-5979-4599-b5d6-c746277769d0']",47,,,,,,,,,,,,,,,,,Turkey,909,00:25:47.737,Pass,True,,,,77.7,36.5,64.9,54.0,Czech Republic vs Turkey,Czech Republic,Turkey
,,,,,,,,,,,,,,,,,,0.984346,,,,,,,,,,,,,d5a92546-758a-457f-928c-458e17b038ac,988,,"[65.4, 55.1]",3930184,25,,,,,-1.4172525,,Right Foot,,,"[68.0, 38.3]",,Ground Pass,,17.0,,,,İsmail Yüksek,78241.0,,,,,1,Regular Play,Samet Akaydin,133305.0,Right Center Back,48,Turkey,909,['8e0df44c-ea34-411d-a130-72f986a36192'],52,,,,,,,,,,,,,,,,,Turkey,909,00:25:52.464,Pass,,,,,65.4,55.1,68.0,38.3,Czech Republic vs Turkey,Czech Republic,Turkey
