50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,team,team_id,timestamp,type,under_pressure,tactics.formation,tactics.lineup,tactics,50_50.outcome.id,50_50.outcome.name,x,y,end_x,end_y,match_name,home_team,away_team
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2356f4c6-c440-42cf-86ac-0346e0ebc97f,1,,,,3930169,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Scotland,942,,0,,,,,,,,,,,,,,,,Scotland,942,00:00:00.000,Starting XI,,3412.0,"[{'player': {'id': 22379, 'name': 'Angus Gunn'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 11116, 'name': 'Jack Hendry'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 13}, {'player': {'id': 9481, 'name': 'Grant Campbell Hanley'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 10540, 'name': 'Kieran Tierney'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 22308, 'name': 'Anthony Ralston'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 3655, 'name': 'Andrew Robertson'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 31067, 'name': 'Billy Gilmour'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 10534, 'name': 'Callum McGregor'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3620, 'name': 'Scott McTominay'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 4}, {'player': {'id': 9466, 'name': 'Che Adams'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 9974, 'name': 'John McGinn'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]",,,,,,,,Scotland vs Switzerland,Scotland,Switzerland
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b2b7781e-c6b8-4fb3-a85d-6283092dc82f,2,,,,3930169,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Scotland,942,,0,,,,,,,,,,,,,,,,Switzerland,773,00:00:00.000,Starting XI,,3412.0,"[{'player': {'id': 5550, 'name': 'Yann Sommer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 5549, 'name': 'Manuel Obafemi Akanji'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 5544, 'name': 'Ricardo Iván Rodríguez Araya'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 7796, 'name': 'Silvan Widmer'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 3}, {'player': {'id': 16016, 'name': 'Michel Aebischer'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 20}, {'player': {'id': 6983, 'name': 'Remo Freuler'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3500, 'name': 'Granit Xhaka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 3533, 'name': 'Xherdan Shaqiri'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 45190, 'name': 'Dan Ndoye'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 19}, {'player': {'id': 30401, 'name': 'Ruben Vargas'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 17}]",,,,,,,,Scotland vs Switzerland,Scotland,Switzerland
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,5c1d92fa-ded8-484a-9115-89c3243f7bfb,3,,,,3930169,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Scotland,942,['852f5cb6-795d-4563-83ce-44313f83dfd4'],0,,,,,,,,,,,,,,,,Scotland,942,00:00:00.000,Half Start,,,,,,,,,,,Scotland vs Switzerland,Scotland,Switzerland
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,852f5cb6-795d-4563-83ce-44313f83dfd4,4,,,,3930169,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Scotland,942,['5c1d92fa-ded8-484a-9115-89c3243f7bfb'],0,,,,,,,,,,,,,,,,Switzerland,773,00:00:00.000,Half Start,,,,,,,,,,,Scotland vs Switzerland,Scotland,Switzerland
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0cb6e5cf-b53c-41d9-a48d-08572797d6d3,1656,,,,3930169,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,90,Switzerland,773,['6ede4412-b935-4b98-8fc3-ea99a9afee08'],0,,,,,,,,,,,,,,,,Switzerland,773,00:00:00.000,Half Start,,,,,,,,,,,Scotland vs Switzerland,Scotland,Switzerland
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6ede4412-b935-4b98-8fc3-ea99a9afee08,1657,,,,3930169,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,90,Switzerland,773,['0cb6e5cf-b53c-41d9-a48d-08572797d6d3'],0,,,,,,,,,,,,,,,,Scotland,942,00:00:00.000,Half Start,,,,,,,,,,,Scotland vs Switzerland,Scotland,Switzerland
,,,,,,,,,,,,,,,,,,1.036001,,,,,,,,,,,,91408c07-f560-4806-a2e7-51662875334c,5,,,"[60.0, 40.0]",3930169,0,,,,,3.1415927,,Right Foot,,,,"[55.3, 40.0]",,Ground Pass,,4.7,,,John McGinn,9974.0,,,,,Kick Off,1,From Kick Off,Billy Gilmour,31067.0,Right Defensive Midfield,2,Scotland,942,['02c5807d-c105-4349-91d9-23ef61160aa2'],0,,,,,,,,,,,,,,,,Scotland,942,00:00:00.568,Pass,,,,,,,60.0,40.0,55.3,40.0,Scotland vs Switzerland,Scotland,Switzerland
,,,,,,,,,,,,,,,,,,4.286167,,,,,,,,,,,,22863643-734c-4c72-b127-833e35c37ba2,8,,,"[55.3, 39.7]",3930169,0,,,,,0.6534826,,Left Foot,,,,"[107.8, 79.9]",,High Pass,,66.12329,,Out,Che Adams,9466.0,,True,,,,1,From Kick Off,John McGinn,9974.0,Left Center Forward,2,Scotland,942,['9862e751-c183-4e1c-8acd-035e38db0b2a'],1,,,,,,,,,,,,,,,,Scotland,942,00:00:01.696,Pass,,,,,,,55.3,39.7,107.8,79.9,Scotland vs Switzerland,Scotland,Switzerland
,,,,,,,,,,,,,,,,,,1.780371,,,,,,,,,,,,71f058cb-2ef2-448b-9a52-27d7671d5559,10,,,"[15.6, 0.1]",3930169,0,,,,,0.31813174,,,,,,"[40.5, 8.3]",,High Pass,,26.215454,,Incomplete,Xherdan Shaqiri,3533.0,,,,,Throw-in,1,From Throw In,Ricardo Iván Rodríguez Araya,5544.0,Left Center Back,3,Switzerland,773,"['a44c551e-9122-4785-a469-b7fc9024056e', 'd026ac94-2e9a-4472-b48f-c86156bfccea']",23,,,,,,,,,,,,,,,,Switzerland,773,00:00:23.502,Pass,,,,,,,15.6,0.1,40.5,8.3,Scotland vs Switzerland,Scotland,Switzerland
,,,,,,,,,,,,,,,,,,2.413508,,,,,,,,,,,,d026ac94-2e9a-4472-b48f-c86156bfccea,13,,,"[79.6, 71.8]",3930169,0,,,,True,1.5831413,,,,,,"[79.5, 79.9]",,High Pass,,8.100617,,Out,Jack Hendry,11116.0,,,,,Recovery,1,From Throw In,Callum McGregor,10534.0,Left Defensive Midfield,3,Switzerland,773,"['3483b808-9510-41ae-8cd0-825f7faa586e', '71f058cb-2ef2-448b-9a52-27d7671d5559', '8ee29f5e-3ea8-4a36-8e60-1d14e7100760']",25,,,,,,,,,,,,,,,,Scotland,942,00:00:25.282,Pass,True,,,,,,79.6,71.8,79.5,79.9,Scotland vs Switzerland,Scotland,Switzerland
,,,,,,,,,,,,,,,,,,3.975831,,,,,,,,,,,,555b00ef-0ee2-46f5-9ea9-dbb2ed90f151,15,,,"[49.1, 0.1]",3930169,0,,,,,0.10127831,,,,,,"[98.3, 5.1]",,Low Pass,,49.45341,,Unknown,Dan Ndoye,45190.0,,,,,Throw-in,1,From Throw In,Ruben Vargas,30401.0,Left Center Forward,4,Switzerland,773,['9cb80a55-8cb3-4b14-b48a-1c649df77c99'],29,,,,,,,,,,,,,,,,Switzerland,773,00:00:29.088,Pass,,,,,,,49.1,0.1,98.3,5.1,Scotland vs Switzerland,Scotland,Switzerland
,,,,,,,,,,,,,,,,,,3.280736,,,,,,,,,,,,25b5a3a0-604e-4313-b290-34f71b866478,20,,,"[22.2, 67.9]",3930169,1,,,,,0.058965553,,Right Foot,,,,"[78.1, 71.2]",,High Pass,,55.997322,,Incomplete,Anthony Ralston,22308.0,,,,,Free Kick,1,From Free Kick,Angus Gunn,22379.0,Goalkeeper,5,Scotland,942,"['2aff8db4-e455-42ad-8821-eefe90414210', '46bef9f2-1f8b-4749-89dd-ac5860914812']",3,,,,,,,,,,,,,,,,Scotland,942,00:01:03.820,Pass,,,,,,,22.2,67.9,78.1,71.2,Scotland vs Switzerland,Scotland,Switzerland
,,,,,,,,,,,,,,,,,,2.729688,,,,,,,,,,,,48ccb5c0-2038-4bb7-af85-164f037c7512,24,,,"[69.3, 80.0]",3930169,1,,,,,-2.7089648,,,,,,"[40.5, 66.7]",,Low Pass,,31.722704,,,Grant Campbell Hanley,9481.0,,,,,Throw-in,1,From Throw In,Jack Hendry,11116.0,Right Center Back,6,Scotland,942,['496e500a-30f7-4069-b1ff-7fee38f3f8f5'],12,,,,,,,,,,,,,,,,Scotland,942,00:01:12.744,Pass,,,,,,,69.3,80.0,40.5,66.7,Scotland vs Switzerland,Scotland,Switzerland
,,,,,,,,,,,,,,,,,,2.530374,,,,,,,,,,,,4699f369-26ff-47e5-9fef-84ea786d5ebf,27,,,"[37.3, 65.4]",3930169,1,,,,,-2.2023184,,Right Foot,,,,"[16.6, 37.1]",,Ground Pass,,35.062515,,,Angus Gunn,22379.0,,,,,,1,From Throw In,Grant Campbell Hanley,9481.0,Center Back,6,Scotland,942,['45411ae7-05d5-4685-be85-b1c628794756'],16,,,,,,,,,,,,,,,,Scotland,942,00:01:16.078,Pass,,,,,,,37.3,65.4,16.6,37.1,Scotland vs Switzerland,Scotland,Switzerland
,,,,,,,,,,,,,,,,,,2.571284,,,,,,,,,,,,c2d6c155-3f03-4d62-b46c-d125219576e2,31,,,"[18.3, 37.7]",3930169,1,,,,,-0.28971025,,Right Foot,,,,"[65.6, 23.6]",,High Pass,,49.356865,,Incomplete,John McGinn,9974.0,,,,,,1,From Throw In,Angus Gunn,22379.0,Goalkeeper,6,Scotland,942,"['6dd26646-2515-4140-b5b0-9a6544cde370', '7262be98-17f6-47e9-b14f-3d6a7e619af2', 'd501dc43-1461-4d46-81b2-524d7ecc3077']",20,,,,,,,,,,,,,,,,Scotland,942,00:01:20.382,Pass,True,,,,,,18.3,37.7,65.6,23.6,Scotland vs Switzerland,Scotland,Switzerland
,,,,,,,,,,,,,,,,,,1.061198,,,,,,,,,,,,d501dc43-1461-4d46-81b2-524d7ecc3077,33,,,"[54.5, 56.5]",3930169,1,,,,,-1.3702757,,Head,,,,"[57.0, 44.2]",,Low Pass,,12.551494,,,Granit Xhaka,3500.0,,,,,Recovery,1,Regular Play,Fabian Lukas Schär,5537.0,Right Center Back,7,Switzerland,773,"['c2d6c155-3f03-4d62-b46c-d125219576e2', 'd6d7dd80-7cc3-427b-9a1c-a23302be441d']",22,,,,,,,,,,,,,,,,Switzerland,773,00:01:22.954,Pass,,,,,,,54.5,56.5,57.0,44.2,Scotland vs Switzerland,Scotland,Switzerland
,,,,,,,,,,,,,,,,,,0.701127,,,,,,,,,,,,6edadbc1-f2e1-4826-9d3e-666110ea4ade,37,,,"[57.0, 44.3]",3930169,1,,,,,3.0868528,,Left Foot,,,,"[42.4, 45.1]",,Ground Pass,,14.6219015,,,Manuel Obafemi Akanji,5549.0,,,,,,1,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,7,Switzerland,773,"['7455ac2d-bcd9-4344-b887-f17011ebda86', 'e93ab74a-203a-4677-b69e-82b90595349a']",24,,,,,,,,,,,,,,,,Switzerland,773,00:01:24.971,Pass,True,,,,,,57.0,44.3,42.4,45.1,Scotland vs Switzerland,Scotland,Switzerland
,,,,,,,,,,,,,,,,,,1.461659,,,,,,,,,,,,e24b32f0-2249-477d-9563-b6644704a7f7,40,,,"[42.4, 45.1]",3930169,1,,,,,0.71254903,,Right Foot,,,,"[69.6, 68.6]",,Low Pass,,35.945652,,,Dan Ndoye,45190.0,,,,,,1,Regular Play,Manuel Obafemi Akanji,5549.0,Center Back,7,Switzerland,773,['d594b83f-f893-4c29-b719-906b248d9f57'],26,,,,,,,,,,,,,,,,Switzerland,773,00:01:26.732,Pass,,,,,,,42.4,45.1,69.6,68.6,Scotland vs Switzerland,Scotland,Switzerland
,,,,,,,,,,,,,,,,,,1.6101,,,,,,,,,,,,e3a5666b-de2e-4c9f-9498-05dcd580e970,44,,,"[63.9, 69.2]",3930169,1,,,,,3.0567966,,Left Foot,,,,"[43.9, 70.9]",,Ground Pass,,20.07212,,,Fabian Lukas Schär,5537.0,,,,,,1,Regular Play,Dan Ndoye,45190.0,Right Center Forward,7,Switzerland,773,"['7dfcdf5e-645a-42db-8b8d-acbf1bead479', 'aa5ab654-93c6-4869-99fd-7b54ada6a18c']",29,,,,,,,,,,,,,,,,Switzerland,773,00:01:29.546,Pass,True,,,,,,63.9,69.2,43.9,70.9,Scotland vs Switzerland,Scotland,Switzerland
,,,,,,,,,,,,,,,,,,2.6264,,,,,,,,,,,,2a496675-e0bd-45d3-8ce1-4c42dd7170a7,49,,,"[76.9, 0.1]",3930169,1,,,,,0.111028,,,,,,"[106.5, 3.4]",,Low Pass,,29.783384,,,John McGinn,9974.0,,,,,Throw-in,1,From Throw In,Andrew Robertson,3655.0,Left Wing Back,8,Scotland,942,['479b60c0-296e-4fc7-bd76-f463bb67ca47'],38,,,,,,,,,,,,,,,,Scotland,942,00:01:38.696,Pass,,,,,,,76.9,0.1,106.5,3.4,Scotland vs Switzerland,Scotland,Switzerland
,,,,,,,,,,,,,,,,,,0.068415,,,,,,,,,,,,c2ddd566-dbfb-4dd7-8f12-53eb850eaf0c,53,,,"[112.6, 0.7]",3930169,1,,,,,1.4758446,,Left Foot,,,,"[112.8, 2.8]",,Low Pass,,2.1095023,,Incomplete,Che Adams,9466.0,,,,,,1,From Throw In,John McGinn,9974.0,Left Center Forward,8,Scotland,942,"['ca11ba6e-4f62-4d08-a64a-4e0ca9deef8a', 'ff76c7f4-102b-4bbf-9144-011ae3bf536d']",42,,,,,,,,,,,,,,,,Scotland,942,00:01:42.621,Pass,,,,,,,112.6,0.7,112.8,2.8,Scotland vs Switzerland,Scotland,Switzerland
,,,,,,,,,,,,,,,,,,0.869387,,,,,,,,,,,,8d864c5e-c51f-42b4-b24b-7b4d66b3a2d4,56,,,"[120.0, 0.1]",3930169,2,,,,,1.7022375,,Right Foot,,,,"[116.1, 29.6]",,Low Pass,True,29.75668,,Incomplete,Billy Gilmour,31067.0,,,Inswinging,,Corner,1,From Corner,Scott McTominay,3620.0,Center Attacking Midfield,9,Scotland,942,"['3b0cb514-0ffa-4995-9fd5-ee1ec7d1f449', 'dd1ad7fc-b8b0-4aab-b8d5-f59a87a72e3c']",11,,,,,,,,,,,,,,,,Scotland,942,00:02:11.967,Pass,,,,,,,120.0,0.1,116.1,29.6,Scotland vs Switzerland,Scotland,Switzerland
,,,,,,,,,,,,,,,,,,2.002711,,,,,,,,,,,,30f8fc9d-883d-4305-9855-64feeeeb9ea8,59,,,"[115.9, 0.1]",3930169,2,,,,,1.6844189,,,True,,,"[112.1, 33.4]",,High Pass,,33.516117,,Incomplete,Che Adams,9466.0,,,,,Throw-in,1,From Throw In,Kieran Tierney,10540.0,Left Center Back,10,Scotland,942,"['a7cab4bb-764c-4dc7-a7fb-43813177e9a9', 'b0593507-48a3-46dc-a576-e6635e8538f4']",50,,,,,,,,,,,,,,,,Scotland,942,00:02:50.872,Pass,,,,,,,115.9,0.1,112.1,33.4,Scotland vs Switzerland,Scotland,Switzerland
,,,,,,,,,,,,,,,,,,1.22524,,,,,,,,,,,,6b2d752f-1dd3-4c08-964d-f65d07512a12,65,,,"[100.5, 23.2]",3930169,2,,,,,-1.234433,,Right Foot,,,,"[105.5, 8.9]",,Ground Pass,,15.148928,,,Kieran Tierney,10540.0,,,,,,1,From Throw In,Callum McGregor,10534.0,Left Defensive Midfield,10,Scotland,942,"['812841e1-553d-4405-ad09-f0e1dd48525d', 'db49a185-5657-4610-ab88-c5681c4ee2b3']",54,,,,,,,,,,,,,,,,Scotland,942,00:02:54.592,Pass,True,,,,,,100.5,23.2,105.5,8.9,Scotland vs Switzerland,Scotland,Switzerland
,,,,,,,,,,,,,,,,,,0.166018,,,,,,,,,,,,9bd91f1c-f50c-477d-b111-480e577b5c8d,68,,,"[105.5, 8.9]",3930169,2,,,,,1.3644724,,Left Foot,,,,"[107.3, 17.5]",,Low Pass,,8.786353,,Incomplete,Che Adams,9466.0,,,,,,1,From Throw In,Kieran Tierney,10540.0,Left Center Back,10,Scotland,942,"['b2a5285d-d5f2-43b9-bb3d-5211c2264cff', 'fbc8ece9-2c14-4e6c-92e2-922a5dd5d9c4']",56,,,,,,,,,,,,,,,,Scotland,942,00:02:56.791,Pass,,,,,,,105.5,8.9,107.3,17.5,Scotland vs Switzerland,Scotland,Switzerland
,,,,,,,,,,,,,,,,,,1.208762,,,,,,,,,,,,3506ea15-4910-41aa-8562-89db3d55cc7e,71,,,"[107.3, 11.5]",3930169,2,,,,,1.2577035,,Head,,,True,"[111.8, 25.4]",,High Pass,,14.6102705,,,Che Adams,9466.0,,,,,Recovery,1,From Throw In,Kieran Tierney,10540.0,Left Center Back,10,Scotland,942,['f24c980a-15fb-4265-ad07-3a9737cd9feb'],58,,,,,,,,,,,,,,,,Scotland,942,00:02:58.860,Pass,,,,,,,107.3,11.5,111.8,25.4,Scotland vs Switzerland,Scotland,Switzerland
,,,,,,,,,,,,,,,,,,1.847373,,,,,,,,,,,,ca53ee95-fd93-484c-b4dc-1981157b54cd,76,,,"[111.3, 21.5]",3930169,3,,,,,-0.12630811,,Right Foot,,,,"[117.6, 20.7]",,Low Pass,,6.3505907,,,Andrew Robertson,3655.0,,,,,,1,From Throw In,Che Adams,9466.0,Right Center Forward,10,Scotland,942,['203515f4-34b3-468c-a1c9-941c96fe852e'],0,,,,,,,,,,,,,,,,Scotland,942,00:03:00.678,Pass,,,,,,,111.3,21.5,117.6,20.7,Scotland vs Switzerland,Scotland,Switzerland
,,,,,,,,,,,,,,,,,,0.008556,,,,,,,,,,,,12fad4ad-7119-4c50-ac50-fc10a939fdc1,81,,,"[118.0, 20.2]",3930169,3,,,,,1.5707964,,Left Foot,,,,"[118.0, 22.8]",,Low Pass,,2.6,,Incomplete,John McGinn,9974.0,,,,,,1,From Throw In,Andrew Robertson,3655.0,Left Wing Back,10,Scotland,942,"['1754fd7f-2e34-42de-b528-0709cd9fe066', '709f5ead-7f33-4221-a2e9-eb738bb3376e']",2,,,,,,,,,,,,,,,,Scotland,942,00:03:02.565,Pass,,,,,,,118.0,20.2,118.0,22.8,Scotland vs Switzerland,Scotland,Switzerland
,,,,,,,,,,,,,,,,,,1.382482,,,,,,,,,,,,e863ee3f-5446-47bd-9ecb-92e0f9a484d3,84,,,"[120.0, 0.1]",3930169,3,,,,,1.6177914,,Right Foot,,,,"[118.1, 40.5]",,High Pass,True,40.444653,,Incomplete,Grant Campbell Hanley,9481.0,,True,Inswinging,,Corner,1,From Corner,Scott McTominay,3620.0,Center Attacking Midfield,11,Scotland,942,"['521d04db-e127-4dc9-9ada-570bc9e34e2a', 'ba1a6352-e595-459c-9f9d-5016635dae1b']",37,,,,,,,,,,,,,,,,Scotland,942,00:03:37.807,Pass,,,,,,,120.0,0.1,118.1,40.5,Scotland vs Switzerland,Scotland,Switzerland
,,,,,,,,,,,,,,,,,,2.252977,,,,,,,,,,,,de3f9f3a-d5ff-4d6f-b674-4aab9761003e,88,,,"[13.4, 35.4]",3930169,3,,,,,-0.62548506,,Keeper Arm,,,,"[35.0, 19.8]",,Ground Pass,,26.644323,,,Granit Xhaka,3500.0,,,,,,1,From Keeper,Yann Sommer,5550.0,Goalkeeper,12,Switzerland,773,['4b917a63-dd28-429d-9248-ebeb0694a009'],41,,,,,,,,,,,,,,,,Switzerland,773,00:03:41.749,Pass,,,,,,,13.4,35.4,35.0,19.8,Scotland vs Switzerland,Scotland,Switzerland
,,,,,,,,,,,,,,,,,,4.79437,,,,,,,,,,,,a64c4e00-d6bc-46f1-989e-59aafeefdccb,92,,,"[64.8, 16.5]",3930169,3,,,,,0.6769814,,Left Foot,,,,"[113.7, 55.8]",,Low Pass,,62.735157,,Incomplete,Ruben Vargas,30401.0,,,Through Ball,True,,1,From Keeper,Granit Xhaka,3500.0,Left Defensive Midfield,12,Switzerland,773,"['27ebd5a6-608a-4974-ba3f-195ef578c85e', '825ec2e0-8e3b-4317-8abd-07786922a28e', '9bd484ad-6556-4dc3-984b-80f969e2dd6c']",47,,,,,,,,,,,,,,,,Switzerland,773,00:03:47.812,Pass,True,,,,,,64.8,16.5,113.7,55.8,Scotland vs Switzerland,Scotland,Switzerland
,,,,,,,,,,,,,,,,,,1.21082,,,,,,,,,,,,44aac62c-a024-406c-a4c8-72f5ad8f29ee,96,,,"[10.4, 44.2]",3930169,4,,,,,0.6004398,,Right Foot,,,,"[19.6, 50.5]",,Ground Pass,,11.150336,,,Billy Gilmour,31067.0,,,,,,1,Regular Play,Angus Gunn,22379.0,Goalkeeper,13,Scotland,942,['6921d810-cdf1-43cf-aed5-76550330b0ab'],8,,,,,,,,,,,,,,,,Scotland,942,00:04:08.717,Pass,,,,,,,10.4,44.2,19.6,50.5,Scotland vs Switzerland,Scotland,Switzerland
,,,,,,,,,,,,,,,,,,1.268772,,,,,,,,,,,,00f50e3c-192a-4f06-a963-a3161ee7cb8a,98,,,"[19.6, 50.6]",3930169,4,,,,,2.4706347,,Right Foot,,,,"[9.9, 58.3]",,Ground Pass,,12.384668,,,Grant Campbell Hanley,9481.0,,,,,,1,Regular Play,Billy Gilmour,31067.0,Right Defensive Midfield,13,Scotland,942,['799bd1fd-272b-4bc9-bebc-3198967e078b'],9,,,,,,,,,,,,,,,,Scotland,942,00:04:09.928,Pass,,,,,,,19.6,50.6,9.9,58.3,Scotland vs Switzerland,Scotland,Switzerland
,,,,,,,,,,,,,,,,,,2.923453,,,,,,,,,,,,1dd6ae72-8b21-456d-b447-fcc78be9c4e5,101,,,"[8.8, 65.0]",3930169,4,,,,,0.09562582,,Right Foot,,,,"[57.8, 69.7]",,High Pass,,49.22489,,,Anthony Ralston,22308.0,,,,,,1,Regular Play,Grant Campbell Hanley,9481.0,Center Back,13,Scotland,942,['8e6761ea-99fb-44c5-b66f-a573ffa7ce45'],12,,,,,,,,,,,,,,,,Scotland,942,00:04:12.288,Pass,,,,,,,8.8,65.0,57.8,69.7,Scotland vs Switzerland,Scotland,Switzerland
,,,,,,,,,,,,,,,,,,1.509732,,,,,,,,,,,,b032f863-f207-4bb3-b41e-1f2299fee3b5,105,,,"[58.0, 69.4]",3930169,4,,,,True,-0.53439546,,,,,,"[72.7, 60.7]",,High Pass,,17.08157,,Incomplete,Che Adams,9466.0,,,,,,1,Regular Play,Anthony Ralston,22308.0,Right Wing Back,13,Scotland,942,"['43f7912d-3d9b-484f-85d5-82186c1bae49', '78db9552-6324-4e59-b32e-fb719aea4e97', '9e00ccd0-4dd9-49b2-aa73-270ca604518d']",15,,,,,,,,,,,,,,,,Scotland,942,00:04:15.212,Pass,True,,,,,,58.0,69.4,72.7,60.7,Scotland vs Switzerland,Scotland,Switzerland
,,,,,,,,,,,,,,,,,,0.999536,,,,,,,,,,,,f574129d-87ef-4899-bc36-a9232d8812ea,109,,,"[40.9, 22.9]",3930169,4,,,,,-1.7773324,,Right Foot,,,,"[38.7, 12.4]",,Ground Pass,,10.728001,,,Michel Aebischer,16016.0,,,,,,1,Regular Play,Manuel Obafemi Akanji,5549.0,Center Back,14,Switzerland,773,['174c0907-3077-4ad5-833b-2c736eaa7381'],18,,,,,,,,,,,,,,,,Switzerland,773,00:04:18.452,Pass,,,,,,,40.9,22.9,38.7,12.4,Scotland vs Switzerland,Scotland,Switzerland
,,,,,,,,,,,,,,,,,,1.65958,,,,,,,,,,,,fc50ed27-0a8d-4fe6-8641-54311b8ee974,112,,,"[38.8, 12.2]",3930169,4,,,,,1.1131366,,Right Foot,,,,"[48.7, 32.3]",,Ground Pass,,22.405804,,,Granit Xhaka,3500.0,,,,,,1,Regular Play,Michel Aebischer,16016.0,Left Wing Back,14,Switzerland,773,['9ffd030d-0c4b-490d-9a36-61794225b6b3'],20,,,,,,,,,,,,,,,,Switzerland,773,00:04:20.636,Pass,,,,,,,38.8,12.2,48.7,32.3,Scotland vs Switzerland,Scotland,Switzerland
,,,,,,,,,,,,,,,,,,2.927676,,,,,,,,,,,,07355d6f-3861-43e3-b04f-69bb4bfd74c4,115,,,"[48.6, 32.2]",3930169,4,,,,,1.929567,,Left Foot,,,,"[36.9, 63.4]",,Ground Pass,,33.321613,,,Fabian Lukas Schär,5537.0,,,,,,1,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,14,Switzerland,773,['fa79ea90-687e-4576-b1ed-4a86636ba9fb'],22,,,,,,,,,,,,,,,,Switzerland,773,00:04:22.446,Pass,,,,,,,48.6,32.2,36.9,63.4,Scotland vs Switzerland,Scotland,Switzerland
