50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,team,team_id,timestamp,type,under_pressure,tactics.formation,tactics.lineup,tactics,50_50.outcome.id,50_50.outcome.name,x,y,end_x,end_y,match_name,home_team,away_team
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,072f1124-0365-4264-a54e-a780d82ed954,2378,,,"[57.0, 71.9]",3930172,55,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Andrea Cambiaso,50729.0,Right Wing,99,Italy,914,['d6d442e1-076f-4e50-9805-11422bd3fbb8'],16,,,,,,,,,,,,,,,,,,Italy,914,00:10:16.754,Ball Receipt*,,,,,,,57.0,71.9,,,Spain vs Italy,Spain,Italy
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e4d098fa-c2a1-4f2f-9f87-767089cb0b7d,2381,,,"[73.0, 57.5]",3930172,55,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Gianluca Scamacca,10992.0,Center Forward,99,Italy,914,['f651a697-facb-495f-8ec5-4b02aa7d4e18'],17,,,,,,,,,,,,,,,,,,Italy,914,00:10:17.954,Ball Receipt*,,,,,,,73.0,57.5,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aa3163fc-a206-42ae-8fde-425c26f7ff83,2383,,,"[52.9, 27.5]",3930172,55,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Rodrigo Hernández Cascante,6765.0,Right Defensive Midfield,100,Spain,772,['c67c6f2d-96b3-437c-84e2-1b8dababadc1'],18,,,,,,,,,,,,,,,,,,Spain,772,00:10:18.676,Ball Receipt*,,,,,,,52.9,27.5,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f346e6b9-e46b-409d-9dfa-bebc0fc96ce6,2386,,,"[40.9, 33.3]",3930172,55,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Robin Aime Robert Le Normand,22128.0,Right Center Back,100,Spain,772,['4da6e417-f34d-4365-8acb-ff52ee758941'],19,,,,,,,,,,,,,,,,,,Spain,772,00:10:19.856,Ball Receipt*,,,,,,,40.9,33.3,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92987e0e-6c26-47fb-9c59-ea6dbcb855e7,2390,,,"[15.8, 44.1]",3930172,55,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Unai Simón Mendibil,11748.0,Goalkeeper,100,Spain,772,['88ad1961-ac11-4ae1-815a-9cfd9f0b8759'],22,,,,,,,,,,,,,,,,,,Spain,772,00:10:22.213,Ball Receipt*,,,,,,,15.8,44.1,,,Spain vs Italy,Spain,Italy
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6e061f3c-637d-4f8c-9187-268e5874af82,2394,,,"[72.8, 61.8]",3930172,55,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Pedro González López,30486.0,Center Attacking Midfield,100,Spain,772,['f4428703-e4a0-4dd6-b186-fd43f6b91c1e'],26,,,,,,,,,,,,,,,,,,Spain,772,00:10:26.383,Ball Receipt*,,,,,,,72.8,61.8,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f4d44883-9d02-4e7a-878d-977347c36248,2397,,,"[43.3, 2.9]",3930172,55,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Federico Dimarco,12255.0,Left Back,101,Italy,914,"['1735d15e-823d-4967-a548-c2f3cf3187d3', '9ff02579-cf65-476d-9374-844e5c989743']",28,,,,,,,,,,,,,,,,,,Italy,914,00:10:28.425,Ball Receipt*,True,,,,,,43.3,2.9,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ef7576a-da2d-4fac-bdb6-ce618751d7d6,2401,,,"[57.6, 3.7]",3930172,55,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Federico Chiesa,7156.0,Left Wing,101,Italy,914,['9264a2dc-d777-4a56-bc33-8d5f66941cc2'],30,,,,,,,,,,,,,,,,,,Italy,914,00:10:30.032,Ball Receipt*,,,,,,,57.6,3.7,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,add5b488-9d53-44ba-a553-600fc888350f,2409,,,"[98.2, 51.3]",3930172,55,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Pedro González López,30486.0,Center Attacking Midfield,101,Italy,914,"['0b39962c-2fad-4c0d-a346-728365ec1cc4', 'aa5c4439-7728-475d-8b3a-1881901adee9']",36,,,,,,,,,,,,,,,,,,Spain,772,00:10:36.773,Ball Receipt*,True,,,,,,98.2,51.3,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59a7bc06-205d-4fc9-b0ca-532822792328,2417,,,"[13.5, 54.8]",3930172,55,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Alessandro Bastoni,7480.0,Right Center Back,102,Italy,914,['f484ad4d-5f2b-4278-bd4e-9df073dca391'],52,,,,,,,,,,,,,,,,,,Italy,914,00:10:52.739,Ball Receipt*,,,,,,,13.5,54.8,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b40a6889-6279-41c7-8eff-480428a8d988,2420,,,"[36.1, 75.8]",3930172,55,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Giovanni Di Lorenzo,11514.0,Right Back,102,Italy,914,['27cece05-2939-457d-bcaf-14ade6731adf'],56,,,,,,,,,,,,,,,,,,Italy,914,00:10:56.368,Ball Receipt*,,,,,,,36.1,75.8,,,Spain vs Italy,Spain,Italy
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bea849df-5673-4a35-bceb-06437395d107,2423,,,"[58.0, 62.6]",3930172,55,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Andrea Cambiaso,50729.0,Right Wing,102,Italy,914,['0cf0f444-136e-4012-9db2-d3c4d6efef94'],59,,,,,,,,,,,,,,,,,,Italy,914,00:10:59.109,Ball Receipt*,,,,,,,58.0,62.6,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f94c0780-2d64-4e6f-9592-af59ea841cfe,2427,,,"[60.7, 11.7]",3930172,56,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Fabián Ruiz Peña,6655.0,Left Defensive Midfield,103,Spain,772,['fc2f8a06-8ee6-41a6-bb19-ee5a894d5982'],2,,,,,,,,,,,,,,,,,,Spain,772,00:11:02.836,Ball Receipt*,,,,,,,60.7,11.7,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d6e5cb29-95d7-4b56-ad51-70f72f22c2c8,2430,,,"[64.1, 26.3]",3930172,56,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Rodrigo Hernández Cascante,6765.0,Right Defensive Midfield,103,Spain,772,['a097b034-552f-49fe-a067-b49da4bf6a2b'],4,,,,,,,,,,,,,,,,,,Spain,772,00:11:04.036,Ball Receipt*,,,,,,,64.1,26.3,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59f864d2-0df6-43ac-8f4b-34b368d20c81,2433,,,"[60.6, 17.4]",3930172,56,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Fabián Ruiz Peña,6655.0,Left Defensive Midfield,103,Spain,772,['528fbb06-badd-4c08-9359-8b758ba467ea'],4,,,,,,,,,,,,,,,,,,Spain,772,00:11:04.955,Ball Receipt*,,,,,,,60.6,17.4,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cd886c2b-239c-4e9a-81fe-d7e7d4b2a3e1,2436,,,"[80.5, 23.8]",3930172,56,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Pedro González López,30486.0,Center Attacking Midfield,103,Spain,772,['770fde32-2c46-4b26-823d-5b2825494b6a'],9,,,,,,,,,,,,,,,,,,Spain,772,00:11:09.989,Ball Receipt*,,,,,,,80.5,23.8,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9dbf8a7f-daf0-422f-9ec8-ed8b4d385418,2439,,,"[95.3, 5.4]",3930172,56,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Nicholas Williams Arthuer,68574.0,Left Wing,103,Spain,772,['d770a136-427b-4bc0-a6a0-6bd38d4bd65c'],12,,,,,,,,,,,,,,,,,,Spain,772,00:11:12.384,Ball Receipt*,,,,,,,95.3,5.4,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4359662c-773e-49db-817d-a12abba54bb3,2442,,,"[84.5, 10.1]",3930172,56,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Fabián Ruiz Peña,6655.0,Left Defensive Midfield,103,Spain,772,['c35c627e-78a6-424f-83bb-20864f229f0b'],18,,,,,,,,,,,,,,,,,,Spain,772,00:11:18.126,Ball Receipt*,,,,,,,84.5,10.1,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f16fb34d-44f4-4190-a2cf-eba9f6831dfd,2447,,,"[83.0, 17.4]",3930172,56,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Rodrigo Hernández Cascante,6765.0,Right Defensive Midfield,103,Spain,772,"['5c2117e0-32d3-4fe8-b1fc-a18c932ec3b4', '8a939bf6-028e-4e1b-8449-f4c853935351']",19,,,,,,,,,,,,,,,,,,Spain,772,00:11:19.584,Ball Receipt*,True,,,,,,83.0,17.4,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d4a2218d-e38c-4c8a-bd20-4d011364ee15,2450,,,"[80.5, 10.7]",3930172,56,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Fabián Ruiz Peña,6655.0,Left Defensive Midfield,103,Spain,772,['ba867f48-54e0-41cb-bec4-c722ce1eb4e3'],20,,,,,,,,,,,,,,,,,,Spain,772,00:11:20.601,Ball Receipt*,,,,,,,80.5,10.7,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f6812603-d439-401d-acc9-1d2a140231a0,2453,,,"[56.9, 22.4]",3930172,56,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Aymeric Laporte,4353.0,Left Center Back,103,Spain,772,['ed1177bb-9556-4e83-9b15-3c6ff92a4e41'],26,,,,,,,,,,,,,,,,,,Spain,772,00:11:26.686,Ball Receipt*,,,,,,,56.9,22.4,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a0e21f09-2055-419e-8a65-82c3d8b2c8c1,2456,,,"[65.8, 12.9]",3930172,56,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Rodrigo Hernández Cascante,6765.0,Right Defensive Midfield,103,Spain,772,['4e2de847-bc7c-43c7-a543-ed8597b50463'],29,,,,,,,,,,,,,,,,,,Spain,772,00:11:29.168,Ball Receipt*,,,,,,,65.8,12.9,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eed885be-529c-47d7-8b89-2dc5782dd37d,2460,,,"[77.1, 19.1]",3930172,56,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Pedro González López,30486.0,Center Attacking Midfield,103,Spain,772,['a8f29fb9-71a5-49b6-8831-e9fc985e9baa'],30,,,,,,,,,,,,,,,,,,Spain,772,00:11:30.656,Ball Receipt*,,,,,,,77.1,19.1,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55f76e6e-e875-4a58-9d75-291f78c6fe28,2466,,,"[37.4, 3.5]",3930172,56,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Aymeric Laporte,4353.0,Left Center Back,104,Spain,772,['370b8375-f36b-4075-9393-1dc6e9dc0f1f'],55,,,,,,,,,,,,,,,,,,Spain,772,00:11:55.391,Ball Receipt*,,,,,,,37.4,3.5,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cc697579-c7f5-4bf8-a26f-e4a0fdc6947b,2469,,,"[21.9, 53.8]",3930172,56,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Robin Aime Robert Le Normand,22128.0,Right Center Back,104,Spain,772,['275883a6-2cd9-49ac-8f5c-24a09707bae0'],59,,,,,,,,,,,,,,,,,,Spain,772,00:11:59.355,Ball Receipt*,,,,,,,21.9,53.8,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49f366ff-8448-4def-8c86-70ce0505438f,2472,,,"[10.3, 31.8]",3930172,57,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Unai Simón Mendibil,11748.0,Goalkeeper,104,Spain,772,['81dc0575-f2ac-4d16-9f47-e9c3e0c4fa77'],2,,,,,,,,,,,,,,,,,,Spain,772,00:12:02.342,Ball Receipt*,,,,,,,10.3,31.8,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0b9c3506-856b-4865-bb40-ee67c3ba110a,2476,,,"[15.2, 16.9]",3930172,57,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Aymeric Laporte,4353.0,Left Center Back,104,Spain,772,['a24115f3-7117-4523-bbf0-84f98f5a5e8d'],4,,,,,,,,,,,,,,,,,,Spain,772,00:12:04.401,Ball Receipt*,,,,,,,15.2,16.9,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236ab606-780e-41c4-9dad-cb4a467cdcc5,2479,,,"[28.8, 2.5]",3930172,57,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Marc Cucurella Saseta,17620.0,Left Back,104,Spain,772,['00fb7bdf-cbfc-4d1e-8a4f-925448cc819b'],6,,,,,,,,,,,,,,,,,,Spain,772,00:12:06.283,Ball Receipt*,,,,,,,28.8,2.5,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f676625f-77de-43bf-9af8-da9d02d65a9e,2482,,,"[40.5, 8.2]",3930172,57,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Fabián Ruiz Peña,6655.0,Left Defensive Midfield,104,Spain,772,['86c08429-5ba4-4798-a561-89424e131d17'],8,,,,,,,,,,,,,,,,,,Spain,772,00:12:08.392,Ball Receipt*,,,,,,,40.5,8.2,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cb3f0c06-483d-4be8-82a8-c355e26c6498,2487,,,"[74.1, 40.5]",3930172,57,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Pedro González López,30486.0,Center Attacking Midfield,104,Spain,772,"['5da2bf85-42b0-48c1-b1fb-dc5b6ec6fef9', 'e05568cf-3404-462b-b3bc-326a11d2078a']",13,,,,,,,,,,,,,,,,,,Spain,772,00:12:13.940,Ball Receipt*,True,,,,,,74.1,40.5,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7e13cbdb-bfe3-4e28-bcc7-daad77109091,2490,,,"[88.6, 35.1]",3930172,57,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Álvaro Borja Morata Martín,3477.0,Center Forward,104,Spain,772,['4a0157d5-5a61-4d52-95a6-6c4fd8dc174e'],15,,,,,,,,,,,,,,,,,,Spain,772,00:12:15.566,Ball Receipt*,,,,,,,88.6,35.1,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221d9845-6235-42aa-aa6d-56fba27dcbdf,2495,,,"[113.0, 44.1]",3930172,57,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Robin Aime Robert Le Normand,22128.0,Right Center Back,105,Spain,772,['cc914a0b-9129-4f96-9282-7c678b549f92'],57,,,,,,,,,,,,,,,,,,Spain,772,00:12:57.072,Ball Receipt*,,,,,,,113.0,44.1,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c3d8a142-51be-4a3c-801a-6a6b0e706a45,2501,,,"[74.7, 45.6]",3930172,58,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Marc Cucurella Saseta,17620.0,Left Back,105,Spain,772,['2406a08b-672f-47f2-9aa8-3b0fe6d627c4'],3,,,,,,,,,,,,,,,,,,Spain,772,00:13:03.788,Ball Receipt*,,,,,,,74.7,45.6,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29171822-aef8-4d08-9d79-e3d610d245df,2505,,,"[37.6, 40.2]",3930172,58,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Unai Simón Mendibil,11748.0,Goalkeeper,105,Spain,772,['66c1db5d-6ddb-4724-bc76-2b1b7b5819cd'],7,,,,,,,,,,,,,,,,,,Spain,772,00:13:07.180,Ball Receipt*,,,,,,,37.6,40.2,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5d72d9cc-e2b0-4fd3-83bb-9ac4b4552124,2509,,,"[48.3, 21.5]",3930172,58,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Fabián Ruiz Peña,6655.0,Left Defensive Midfield,105,Spain,772,['d1934c61-45e3-4dea-8344-3bd926c9771a'],10,,,,,,,,,,,,,,,,,,Spain,772,00:13:10.908,Ball Receipt*,,,,,,,48.3,21.5,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50f74e91-3ba1-4ade-b86a-e56c27127574,2515,,,"[42.5, 10.3]",3930172,58,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Aymeric Laporte,4353.0,Left Center Back,106,Spain,772,['fae61b09-2faf-4f62-9071-e8eb5cd7ad77'],27,,,,,,,,,,,,,,,,,,Spain,772,00:13:27.942,Ball Receipt*,,,,,,,42.5,10.3,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10dc0c0f-e742-4f86-9f70-f8831e88dbe1,2517,,,"[34.0, 27.7]",3930172,58,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Rodrigo Hernández Cascante,6765.0,Right Defensive Midfield,106,Spain,772,['022f7d2e-1b39-4566-9db9-b65c0618f730'],32,,,,,,,,,,,,,,,,,,Spain,772,00:13:32.051,Ball Receipt*,,,,,,,34.0,27.7,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6677ddb2-2e86-47fe-b654-c05aaf71ad6c,2520,,,"[57.5, 48.2]",3930172,58,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Pedro González López,30486.0,Center Attacking Midfield,106,Spain,772,['d1d98864-04e4-4603-9922-acc4f1fa29b4'],35,,,,,,,,,,,,,,,,,,Spain,772,00:13:35.925,Ball Receipt*,,,,,,,57.5,48.2,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,934b4c89-a938-4f85-8e5f-5981271ce163,2523,,,"[40.9, 75.7]",3930172,58,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Robin Aime Robert Le Normand,22128.0,Right Center Back,106,Spain,772,['83c873bd-ade4-4d62-8c6c-f0121c277944'],38,,,,,,,,,,,,,,,,,,Spain,772,00:13:38.020,Ball Receipt*,,,,,,,40.9,75.7,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154f96d6-45c9-40b4-9392-34ccf6e5df27,2526,,,"[34.5, 67.8]",3930172,58,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Rodrigo Hernández Cascante,6765.0,Right Defensive Midfield,106,Spain,772,['58da5595-a42c-4c7f-8ffa-d23c128b85d0'],42,,,,,,,,,,,,,,,,,,Spain,772,00:13:42.886,Ball Receipt*,,,,,,,34.5,67.8,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77037590-163b-4d2c-bafd-00e972d15a6d,2529,,,"[36.8, 31.2]",3930172,58,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Aymeric Laporte,4353.0,Left Center Back,106,Spain,772,['1bd6fd4a-9c6f-42a2-ae63-df148e62f9a4'],46,,,,,,,,,,,,,,,,,,Spain,772,00:13:46.874,Ball Receipt*,,,,,,,36.8,31.2,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,de536034-1617-45b8-92c1-7d6347bc421a,2532,,,"[19.4, 39.6]",3930172,58,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Unai Simón Mendibil,11748.0,Goalkeeper,106,Spain,772,['4966cf6e-0b64-4b14-b057-bb2865e1412a'],49,,,,,,,,,,,,,,,,,,Spain,772,00:13:49.431,Ball Receipt*,,,,,,,19.4,39.6,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e08ff88d-319f-41c2-8a00-fa835eb41c9f,2535,,,"[27.8, 67.1]",3930172,58,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Robin Aime Robert Le Normand,22128.0,Right Center Back,106,Spain,772,['1254fc54-de0e-497c-a6ba-792f6f2deeee'],51,,,,,,,,,,,,,,,,,,Spain,772,00:13:51.580,Ball Receipt*,,,,,,,27.8,67.1,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85e792e8-d550-46bc-9209-7adb7bd61105,2539,,,"[9.7, 45.4]",3930172,58,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Unai Simón Mendibil,11748.0,Goalkeeper,106,Spain,772,['e777bc49-e8f5-4635-a222-895b2835c570'],55,,,,,,,,,,,,,,,,,,Spain,772,00:13:55.941,Ball Receipt*,,,,,,,9.7,45.4,,,Spain vs Italy,Spain,Italy
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a3bc4b60-c3ba-44da-99ff-6bec2fa49ce9,2543,,,"[57.5, 56.9]",3930172,58,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lamine Yamal Nasraoui Ebana,316046.0,Right Wing,106,Spain,772,['494c4eae-8c66-4e91-b2b5-316d73b54b55'],59,,,,,,,,,,,,,,,,,,Spain,772,00:13:59.832,Ball Receipt*,,,,,,,57.5,56.9,,,Spain vs Italy,Spain,Italy
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f313612f-c3ea-47cd-b4d6-58e524c5d674,2546,,,"[80.8, 19.2]",3930172,59,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lorenzo Pellegrini,6963.0,Left Center Midfield,106,Spain,772,['3a29ff50-9c2b-4c5f-a962-b7d5dbe2a097'],1,,,,,,,,,,,,,,,,,,Italy,914,00:14:01.340,Ball Receipt*,,,,,,,80.8,19.2,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9dcdc5c5-7614-475b-b17b-846eafb54374,2550,,,"[59.4, 35.9]",3930172,59,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Pedro González López,30486.0,Center Attacking Midfield,106,Spain,772,['b5e9cbdf-ed02-42bb-9725-891bffe006a3'],4,,,,,,,,,,,,,,,,,,Spain,772,00:14:04.797,Ball Receipt*,,,,,,,59.4,35.9,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d61573e5-31b4-466a-a014-434e2cfec5f1,2556,,,"[49.8, 45.9]",3930172,59,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Fabián Ruiz Peña,6655.0,Left Defensive Midfield,106,Spain,772,"['e16d1830-3684-4320-8b96-58ac2fc807d0', 'fbd2dee3-5bf0-4f12-bb9b-4cf67f593a02']",6,,,,,,,,,,,,,,,,,,Spain,772,00:14:06.733,Ball Receipt*,True,,,,,,49.8,45.9,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfbcda12-a16f-4ef0-8691-1cc37ced14c9,2559,,,"[46.7, 48.0]",3930172,59,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Rodrigo Hernández Cascante,6765.0,Right Defensive Midfield,106,Spain,772,['fd775fd8-8ae8-45a9-ad8f-ee79cae34503'],7,,,,,,,,,,,,,,,,,,Spain,772,00:14:07.435,Ball Receipt*,,,,,,,46.7,48.0,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6c8f9e80-7e7f-4ca0-8f8c-fa22680e4615,2562,,,"[56.5, 48.4]",3930172,59,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Fabián Ruiz Peña,6655.0,Left Defensive Midfield,106,Spain,772,['ae228ae8-6357-461d-81dc-cf3083b379d7'],14,,,,,,,,,,,,,,,,,,Spain,772,00:14:14.180,Ball Receipt*,,,,,,,56.5,48.4,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,023dd2f9-3c13-49c2-92d2-a9620507ff3d,2566,,,"[43.6, 30.2]",3930172,59,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Aymeric Laporte,4353.0,Left Center Back,106,Spain,772,['62cb850a-4378-4df2-ae2e-43f1d41bdfb1'],18,,,,,,,,,,,,,,,,,,Spain,772,00:14:18.199,Ball Receipt*,,,,,,,43.6,30.2,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f1b55e26-1bbd-458e-9bfc-8d835741f49d,2569,,,"[43.1, 56.0]",3930172,59,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Robin Aime Robert Le Normand,22128.0,Right Center Back,106,Spain,772,['92845243-fd62-484c-899e-3db735c60db6'],22,,,,,,,,,,,,,,,,,,Spain,772,00:14:22.414,Ball Receipt*,,,,,,,43.1,56.0,,,Spain vs Italy,Spain,Italy
