50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,team,team_id,timestamp,type,under_pressure,tactics.formation,tactics.lineup,tactics,50_50.outcome.id,50_50.outcome.name,x,y,end_x,end_y,match_name,home_team,away_team
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,a1c9b750-0e8d-4b8f-acca-f246439ca3e7,1,,,,3930172,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Spain,772,,0,,,,,,,,,,,,,,,,,,Spain,772,00:00:00.000,Starting XI,,4231.0,"[{'player': {'id': 11748, 'name': 'Unai Simón Mendibil'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 23}, {'player': {'id': 5721, 'name': 'Daniel Carvajal Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 22128, 'name': 'Robin Aime Robert Le Normand'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 4353, 'name': 'Aymeric Laporte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 17620, 'name': 'Marc Cucurella Saseta'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 6765, 'name': 'Rodrigo Hernández Cascante'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 6655, 'name': 'Fabián Ruiz Peña'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 316046, 'name': 'Lamine Yamal Nasraoui Ebana'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 30486, 'name': 'Pedro González López'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 68574, 'name': 'Nicholas Williams Arthuer'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 3477, 'name': 'Álvaro Borja Morata Martín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]",,,,,,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,216ef682-665a-400a-a432-e92bc06a9280,2,,,,3930172,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Spain,772,,0,,,,,,,,,,,,,,,,,,Italy,914,00:00:00.000,Starting XI,,433.0,"[{'player': {'id': 7036, 'name': 'Gianluigi Donnarumma'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 11514, 'name': 'Giovanni Di Lorenzo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7480, 'name': 'Alessandro Bastoni'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 41768, 'name': 'Riccardo Calafiori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 12255, 'name': 'Federico Dimarco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 7024, 'name': 'Jorge Luiz Frello Filho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 30926, 'name': 'Davide Frattesi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 8181, 'name': 'Nicolò Barella'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 7156, 'name': 'Federico Chiesa'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 6963, 'name': 'Lorenzo Pellegrini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 10992, 'name': 'Gianluca Scamacca'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]",,,,,,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,37ec918b-ab55-4fd9-8a8d-1e7f4fddabec,3,,,,3930172,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Spain,772,['bf7e0372-5a1e-497a-8199-efdefefbc7ea'],0,,,,,,,,,,,,,,,,,,Spain,772,00:00:00.000,Half Start,,,,,,,,,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,bf7e0372-5a1e-497a-8199-efdefefbc7ea,4,,,,3930172,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Spain,772,['37ec918b-ab55-4fd9-8a8d-1e7f4fddabec'],0,,,,,,,,,,,,,,,,,,Italy,914,00:00:00.000,Half Start,,,,,,,,,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6ca98d6e-4fea-49a3-b3db-8b1b0dacfbec,2002,,,,3930172,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,83,Italy,914,['9fa4c1b4-2288-4803-9d37-85f009156e21'],0,,,,,,,,,,,,,,,,,,Spain,772,00:00:00.000,Half Start,,,,,,,,,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,9fa4c1b4-2288-4803-9d37-85f009156e21,2003,,,,3930172,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,83,Italy,914,['6ca98d6e-4fea-49a3-b3db-8b1b0dacfbec'],0,,,,,,,,,,,,,,,,,,Italy,914,00:00:00.000,Half Start,,,,,,,,,,,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,1.079577,,,,,,,,,,,,,,660f5de1-6db9-48d9-9d5a-22daff8ccfde,5,,,"[61.0, 40.1]",3930172,0,,,,,1.1784562,,Right Foot,,,"[62.2, 43.0]",Ground Pass,,3.138471,,,Nicolò Barella,8181.0,,,,,Kick Off,1,From Kick Off,Jorge Luiz Frello Filho,7024.0,Center Defensive Midfield,2,Italy,914,['65be1fc4-1c02-4cbb-9634-5fea0311c2ff'],0,,,,,,,,,,,,,,,,,,Italy,914,00:00:00.977,Pass,,,,,,,61.0,40.1,62.2,43.0,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,2.053739,,,,,,,,,,,,,,5bf9c153-3ba6-4c3b-bc3a-114870490c81,8,,,"[68.9, 45.2]",3930172,0,,,,,1.5929329,,Right Foot,,,"[68.3, 72.3]",Ground Pass,,27.106642,,,Giovanni Di Lorenzo,11514.0,,,,,,1,From Kick Off,Nicolò Barella,8181.0,Left Center Midfield,2,Italy,914,['ec0c47af-929e-4729-86af-4d52ce33b546'],3,,,,,,,,,,,,,,,,,,Italy,914,00:00:03.344,Pass,,,,,,,68.9,45.2,68.3,72.3,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,1.988733,,,,,,,,,,,,,,1352a39e-1854-420d-b17e-77fa758ff11c,11,,,"[70.2, 77.7]",3930172,0,,,,,0.04930212,,Right Foot,,,"[100.6, 79.2]",High Pass,,30.436985,,Incomplete,Federico Chiesa,7156.0,,,,,,1,From Kick Off,Giovanni Di Lorenzo,11514.0,Right Back,2,Italy,914,"['a81948d2-cbb0-4cfd-8054-a27d063f9cf1', 'bbc66051-6752-4b9b-a111-c50946945533']",7,,,,,,,,,,,,,,,,,,Italy,914,00:00:07.290,Pass,,,,,,,70.2,77.7,100.6,79.2,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,2.714752,,,,,,,,,,,,,,5e47d5b9-0d7f-4712-a8a4-9badc30f1ebd,14,,,"[101.2, 80.0]",3930172,0,,,,,-0.904273,,,,,"[120.0, 56.1]",High Pass,,30.408058,,Out,Davide Frattesi,30926.0,,,,,Throw-in,1,From Throw In,Giovanni Di Lorenzo,11514.0,Right Back,3,Italy,914,['ca9a7e9c-41e3-4199-9ba2-9bf6f6827996'],29,,,,,,,,,,,,,,,,,,Italy,914,00:00:29.252,Pass,,,,,,,101.2,80.0,120.0,56.1,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,3.557982,,,,,,,,,,,,,,c73a6de2-9292-4463-9115-87cd645c6812,16,,,"[5.8, 33.8]",3930172,0,,,,,0.21724343,,Left Foot,,,"[80.1, 50.2]",High Pass,,76.08843,,Incomplete,Lamine Yamal Nasraoui Ebana,316046.0,,,,,Goal Kick,1,From Goal Kick,Aymeric Laporte,4353.0,Left Center Back,4,Spain,772,"['8aad2048-b71c-4f81-84cf-4fee2c009893', 'cd62ce8d-991f-44a1-ac57-6ecae0fce7da']",54,,,,,,,,,,,,,,,,,,Spain,772,00:00:54.941,Pass,,,,,,,5.8,33.8,80.1,50.2,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,1.438334,,,,,,,,,,,,,,cd62ce8d-991f-44a1-ac57-6ecae0fce7da,18,,,"[40.0, 29.9]",3930172,0,,,,,0.49394137,,Head,,,"[51.7, 36.2]",High Pass,,13.288341,,,Jorge Luiz Frello Filho,7024.0,,,,,Recovery,1,From Goal Kick,Alessandro Bastoni,7480.0,Right Center Back,4,Spain,772,"['360b6711-58c7-46ee-9a2f-744b99d81a1d', 'c73a6de2-9292-4463-9115-87cd645c6812']",58,,,,,,,,,,,,,,,,,,Italy,914,00:00:58.499,Pass,,,,,,,40.0,29.9,51.7,36.2,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,1.06183,,,,,,,,,,,,,,e2415684-174f-40c2-b12e-59de80da9a8b,21,,,"[52.5, 36.2]",3930172,0,,,,,-0.03634762,,Left Foot,,,"[58.0, 36.0]",High Pass,,5.503635,,Incomplete,,,,,,,,1,From Goal Kick,Jorge Luiz Frello Filho,7024.0,Center Defensive Midfield,4,Spain,772,['fde59fa2-2294-4ebb-a4d5-d193b5419c96'],59,,,,,,,,,,,,,,,,,,Italy,914,00:00:59.959,Pass,,,,,,,52.5,36.2,58.0,36.0,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,1.946348,,,,,,,,,,,,,,fde59fa2-2294-4ebb-a4d5-d193b5419c96,22,,,"[62.1, 44.1]",3930172,1,,,,,-0.39749822,,Head,,,"[75.2, 38.6]",High Pass,,14.207745,,,Nicholas Williams Arthuer,68574.0,,,,,Recovery,1,From Goal Kick,Rodrigo Hernández Cascante,6765.0,Right Defensive Midfield,4,Spain,772,"['0b397c0f-ca85-4cbc-862c-1d74e4e6188c', 'e2415684-174f-40c2-b12e-59de80da9a8b']",1,,,,,,,,,,,,,,,,,,Spain,772,00:01:01.021,Pass,,,,,,,62.1,44.1,75.2,38.6,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,0.616458,,,,,,,,,,,,,,90cb10d4-9247-474a-afe3-ab4e5155ebd1,25,,,"[75.4, 38.3]",3930172,1,,,,,0.5933502,,Other,,,"[79.7, 41.2]",Low Pass,,5.186521,,,Pedro González López,30486.0,,,,,,1,From Goal Kick,Nicholas Williams Arthuer,68574.0,Left Wing,4,Spain,772,['45bde811-2b1c-44eb-a203-2226524da488'],3,,,,,,,,,,,,,,,,,,Spain,772,00:01:03.019,Pass,,,,,,,75.4,38.3,79.7,41.2,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,1.019431,,,,,,,,,,,,,,3f2a6173-8a99-4eca-897a-f25b9a7ee25d,29,,,"[78.7, 41.6]",3930172,1,,,,,2.890265,,Right Foot,,,"[71.3, 43.5]",Ground Pass,,7.640026,,,Rodrigo Hernández Cascante,6765.0,,,,,,1,From Goal Kick,Pedro González López,30486.0,Center Attacking Midfield,4,Spain,772,"['4081eb43-9751-4794-b7b3-2e7197324405', '8931f56f-2782-4578-a485-4967109bc855']",4,,,,,,,,,,,,,,,,,,Spain,772,00:01:04.221,Pass,True,,,,,,78.7,41.6,71.3,43.5,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,1.706215,,,,,,,,,,,,,,365acd0c-4d94-4db8-a638-4b1001e4c51d,33,,,"[70.7, 44.7]",3930172,1,,,,,1.3203533,,Right Foot,,,"[76.2, 66.2]",Ground Pass,,22.19234,,,Lamine Yamal Nasraoui Ebana,316046.0,,,,,,1,From Goal Kick,Rodrigo Hernández Cascante,6765.0,Right Defensive Midfield,4,Spain,772,"['6962b94e-a2de-4eb4-915d-955b0d1b2770', '99c1ebcb-8e84-4ba2-8d80-07bdf3b0cb4e']",6,,,,,,,,,,,,,,,,,,Spain,772,00:01:06.166,Pass,True,,,,,,70.7,44.7,76.2,66.2,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,1.093106,,,,,,,,,,,,,,00004813-223b-4e1f-936f-4943ff66cc29,36,,,"[86.7, 73.6]",3930172,1,,,,,-2.2910693,,Left Foot,,,"[82.4, 68.7]",Ground Pass,,6.519202,,,Rodrigo Hernández Cascante,6765.0,,,,,,1,From Goal Kick,Lamine Yamal Nasraoui Ebana,316046.0,Right Wing,4,Spain,772,['095c0403-7dd8-49c0-ad8b-c29657996d05'],11,,,,,,,,,,,,,,,,,,Spain,772,00:01:11.059,Pass,,,,,,,86.7,73.6,82.4,68.7,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,0.796234,,,,,,,,,,,,,,02823745-3b38-484b-9008-cf4f94d02b22,39,,,"[80.7, 68.3]",3930172,1,,,,,-1.4478245,,Right Foot,,,"[81.8, 59.4]",Ground Pass,,8.96772,,,Fabián Ruiz Peña,6655.0,,,,,,1,From Goal Kick,Rodrigo Hernández Cascante,6765.0,Right Defensive Midfield,4,Spain,772,['0f2af263-6780-48af-b87c-360431bf4dc5'],13,,,,,,,,,,,,,,,,,,Spain,772,00:01:13.129,Pass,,,,,,,80.7,68.3,81.8,59.4,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,1.700559,,,,,,,,,,,,,,50695987-e622-4146-971b-41345917d93a,43,,,"[89.1, 46.1]",3930172,1,,,,,-1.724544,,Left Foot,,,"[83.8, 11.9]",Ground Pass,,34.608234,,,Marc Cucurella Saseta,17620.0,,,,,,1,From Goal Kick,Fabián Ruiz Peña,6655.0,Left Defensive Midfield,4,Spain,772,"['708d0d14-c560-4f44-ab77-8e23851e538c', 'c87298cc-2583-46c5-be20-5d57ce0871ae']",17,,,,,,,,,,,,,,,,,,Spain,772,00:01:17.039,Pass,True,,,,,,89.1,46.1,83.8,11.9,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,1.225484,,,,,,,,,,,,,,b3649f5d-5bc4-4e65-8f2b-4fa90b58a771,46,,,"[84.8, 13.2]",3930172,1,,,,,-0.5144513,,Left Foot,,,"[98.6, 5.4]",Ground Pass,,15.851813,,,Nicholas Williams Arthuer,68574.0,,,,,,1,From Goal Kick,Marc Cucurella Saseta,17620.0,Left Back,4,Spain,772,['9f243dde-cd4f-4142-86b9-8bc2a2110188'],19,,,,,,,,,,,,,,,,,,Spain,772,00:01:19.563,Pass,,,,,,,84.8,13.2,98.6,5.4,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,1.251563,,,,,,,,,,,,,,1ecb1f7a-965e-44fe-aa01-4db632539952,49,,,"[113.9, 10.9]",3930172,1,,,,,1.5989579,16bdb83f-d364-48e8-9b8c-7bc78f813841,Left Foot,True,,"[113.1, 39.3]",High Pass,,28.411264,,,Pedro González López,30486.0,True,,,,,1,From Goal Kick,Nicholas Williams Arthuer,68574.0,Left Wing,4,Spain,772,['b4fcd53f-45e2-47e0-81a0-97ace3e89c64'],24,,,,,,,,,,,,,,,,,,Spain,772,00:01:24.117,Pass,,,,,,,113.9,10.9,113.1,39.3,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,1.109012,,,,,,,,,,,,,,287f1f63-5f31-4053-b90a-07e76ec390c1,53,,,"[120.0, 0.1]",3930172,1,,,,,2.910502,,Right Foot,,,"[109.8, 2.5]",Ground Pass,,10.47855,,,Lamine Yamal Nasraoui Ebana,316046.0,,,,,Corner,1,From Corner,Nicholas Williams Arthuer,68574.0,Left Wing,5,Spain,772,['ebf821c2-415d-4fb4-adc7-d1bc0fd8d4cf'],50,,,,,,,,,,,,,,,,,,Spain,772,00:01:50.232,Pass,,,,,,,120.0,0.1,109.8,2.5,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,0.845838,,,,,,,,,,,,,,63202c97-01c7-47c1-86b3-a96cc1db1a2d,56,,,"[106.5, 8.0]",3930172,1,,,,,-2.7483132,,Left Foot,,,"[97.1, 4.1]",Ground Pass,,10.176934,,,Nicholas Williams Arthuer,68574.0,,,,,,1,From Corner,Lamine Yamal Nasraoui Ebana,316046.0,Right Wing,5,Spain,772,['0d9f1a7b-1085-4651-acc2-760306972c14'],56,,,,,,,,,,,,,,,,,,Spain,772,00:01:56.887,Pass,,,,,,,106.5,8.0,97.1,4.1,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,1.314462,,,,,,,,,,,,,,4efd92a7-4263-44bd-9c4c-a2c6240f3def,60,,,"[96.7, 10.3]",3930172,1,,,,,1.0086659,,Right Foot,True,,"[112.7, 35.7]",High Pass,,30.019327,,Incomplete,Álvaro Borja Morata Martín,3477.0,,,,,,1,From Corner,Nicholas Williams Arthuer,68574.0,Left Wing,5,Spain,772,"['09fabc3a-106f-44c9-92d6-16f677cc2d08', '5304f932-808d-4271-8bf6-e819dd04aab0', 'cf4b0a10-65b3-4cae-bb5f-160fa0248a88']",58,,,,,,,,,,,,,,,,,,Spain,772,00:01:58.709,Pass,True,,,,,,96.7,10.3,112.7,35.7,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,2.268387,,,,,,,,,,,,,,09fabc3a-106f-44c9-92d6-16f677cc2d08,63,,,"[7.4, 44.4]",3930172,2,,,,True,0.8194759,,,,,"[24.4, 62.6]",High Pass,,24.904617,,,Jorge Luiz Frello Filho,7024.0,,,,,Recovery,1,Regular Play,Alessandro Bastoni,7480.0,Right Center Back,6,Italy,914,"['2afa3c9a-7ed2-482c-abc0-9ffe12a16e1e', '4efd92a7-4263-44bd-9c4c-a2c6240f3def', 'f5fbdb4f-5414-4bde-a242-4ef3d7483cfc']",0,,,,,,,,,,,,,,,,,,Italy,914,00:02:00.024,Pass,True,,,,,,7.4,44.4,24.4,62.6,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,0.98271,,,,,,,,,,,,,,f0488b9a-6aee-48a4-a54f-ebd31f17c19d,65,,,"[24.4, 62.6]",3930172,2,,,,,0.3053586,,Head,,,"[33.6, 65.5]",High Pass,,9.646243,,,Federico Chiesa,7156.0,,,,,,1,Regular Play,Jorge Luiz Frello Filho,7024.0,Center Defensive Midfield,6,Italy,914,['9e57f912-d34e-43d0-ab75-271382102134'],2,,,,,,,,,,,,,,,,,,Italy,914,00:02:02.390,Pass,,,,,,,24.4,62.6,33.6,65.5,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,1.057625,,,,,,,,,,,,,,de749ea7-f109-448f-a047-4d24e9952954,69,,,"[34.0, 66.1]",3930172,2,,,,,1.1375961,,Right Foot,,,"[37.7, 74.1]",Low Pass,,8.814193,,Incomplete,Nicolò Barella,8181.0,,,,,,1,Regular Play,Federico Chiesa,7156.0,Right Wing,6,Italy,914,"['07857a28-6a55-43ec-b467-bb627983f9b2', '6da50b98-4ccb-464c-8de3-b08069229805']",3,,,,,,,,,,,,,,,,,,Italy,914,00:02:03.412,Pass,,,,,,,34.0,66.1,37.7,74.1,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,2.208089,,,,,,,,,,,,,,12719b8c-1805-409b-bab3-9f40f77d694c,74,,,"[9.9, 50.4]",3930172,2,,,,,-1.3368771,,Keeper Arm,,,"[16.0, 24.8]",High Pass,,26.316725,,,Riccardo Calafiori,41768.0,,,,,,1,From Keeper,Gianluigi Donnarumma,7036.0,Goalkeeper,7,Italy,914,['8cdc1722-71a6-4934-a15b-c146d7026c50'],10,,,,,,,,,,,,,,,,,,Italy,914,00:02:10.413,Pass,,,,,,,9.9,50.4,16.0,24.8,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,1.271371,,,,,,,,,,,,,,745d5e83-8988-40ce-bf90-22d5e98a1763,78,,,"[30.2, 22.7]",3930172,2,,,,,-0.8345389,,Right Foot,,,"[44.7, 6.7]",Ground Pass,,21.592823,,,Federico Dimarco,12255.0,,,,,,1,From Keeper,Riccardo Calafiori,41768.0,Left Center Back,7,Italy,914,"['612139b4-2434-4132-8463-7ecb802ffc8e', '79ae828d-2022-48da-a048-21357e70f2e2']",15,,,,,,,,,,,,,,,,,,Italy,914,00:02:15.233,Pass,True,,,,,,30.2,22.7,44.7,6.7,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,1.349573,,,,,,,,,,,,,,65efb832-02fd-4732-948a-67df3b8197f7,81,,,"[45.5, 5.1]",3930172,2,,,,,2.7195876,,Left Foot,,,"[25.9, 13.9]",Ground Pass,,21.484879,,,Riccardo Calafiori,41768.0,,,,,,1,From Keeper,Federico Dimarco,12255.0,Left Back,7,Italy,914,['c0395725-dddc-49f0-8a6c-7e2f7bcbd937'],17,,,,,,,,,,,,,,,,,,Italy,914,00:02:17.733,Pass,,,,,,,45.5,5.1,25.9,13.9,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,0.850399,,,,,,,,,,,,,,52da92cb-59e6-4a88-82ff-5baaf1dde448,84,,,"[24.7, 11.2]",3930172,2,,,,,1.0549872,,Right Foot,,,"[30.2, 20.9]",Ground Pass,,11.1507845,,,Jorge Luiz Frello Filho,7024.0,,,,,,1,From Keeper,Riccardo Calafiori,41768.0,Left Center Back,7,Italy,914,['29e40b12-c53a-49b8-8253-0883eec8807c'],20,,,,,,,,,,,,,,,,,,Italy,914,00:02:20.097,Pass,,,,,,,24.7,11.2,30.2,20.9,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,0.947554,,,,,,,,,,,,,,0ce454c3-897b-47cc-a360-791c60686d3a,86,,,"[30.1, 21.5]",3930172,2,,,,,-1.2610934,,Left Foot,,,"[34.9, 6.5]",Ground Pass,,15.749286,,,Federico Dimarco,12255.0,,,,,,1,From Keeper,Jorge Luiz Frello Filho,7024.0,Center Defensive Midfield,7,Italy,914,['57a60de2-fbcf-4d1e-8380-c755dce3e9c9'],20,,,,,,,,,,,,,,,,,,Italy,914,00:02:20.948,Pass,,,,,,,30.1,21.5,34.9,6.5,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,0.657184,,,,,,,,,,,,,,b49cff9d-f77d-462b-9a01-30ad0adf9d87,90,,,"[42.4, 2.2]",3930172,2,,,,,0.1726815,,Left Foot,,,"[51.0, 3.7]",Ground Pass,,8.729834,,,Lorenzo Pellegrini,6963.0,,,,,,1,From Keeper,Federico Dimarco,12255.0,Left Back,7,Italy,914,['cde6c34b-b81e-4b64-9662-3e960d49d566'],25,,,,,,,,,,,,,,,,,,Italy,914,00:02:25.836,Pass,,,,,,,42.4,2.2,51.0,3.7,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,0.587552,,,,,,,,,,,,,,2ae47634-c025-41e7-a668-7f784e6c7230,92,,,"[51.0, 3.7]",3930172,2,,,,,2.5298657,,Right Foot,,,"[44.3, 8.4]",Ground Pass,,8.184131,,,Nicolò Barella,8181.0,,,,,,1,From Keeper,Lorenzo Pellegrini,6963.0,Left Wing,7,Italy,914,['cd7d3b41-d012-4546-b8af-6cd5fbcf57f3'],26,,,,,,,,,,,,,,,,,,Italy,914,00:02:26.493,Pass,,,,,,,51.0,3.7,44.3,8.4,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,0.867939,,,,,,,,,,,,,,5bd4d5d1-5885-4f23-8db1-b3c4a760ab91,94,,,"[44.3, 8.4]",3930172,2,,,,,-0.14850488,,Left Foot,,,"[57.0, 6.5]",High Pass,,12.841339,,Unknown,Lorenzo Pellegrini,6963.0,,,,,,1,From Keeper,Nicolò Barella,8181.0,Left Center Midfield,7,Italy,914,['1bfc30f1-a8ac-44d2-8242-6faa24872249'],27,,,,,,,,,,,,,,,,,,Italy,914,00:02:27.080,Pass,,,,,,,44.3,8.4,57.0,6.5,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,0.732005,,,,,,,,,,,,,,76179905-8e79-4484-ab24-713534a56f8d,98,,,"[64.1, 73.6]",3930172,2,,,,,-2.2807078,,Right Foot,,,"[58.6, 67.2]",Ground Pass,,8.4386015,,,Rodrigo Hernández Cascante,6765.0,,,,,Free Kick,1,From Free Kick,Daniel Carvajal Ramos,5721.0,Right Back,8,Spain,772,['e8e0c2e6-439a-45d5-9e12-c1fdadb78879'],35,,,,,,,,,,,,,,,,,,Spain,772,00:02:35.773,Pass,,,,,,,64.1,73.6,58.6,67.2,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,575fd532-9dd4-4dd0-ae1d-8b2e0ab2a4c3,101,,,"[57.4, 61.3]",3930172,2,,,,,-0.8329813,,Right Foot,,,"[68.4, 49.2]",Ground Pass,,16.352676,,,Fabián Ruiz Peña,6655.0,,,,,,1,From Free Kick,Rodrigo Hernández Cascante,6765.0,Right Defensive Midfield,8,Spain,772,['ea6ad723-3ceb-4e24-9b90-df212b7c703f'],38,,,,,,,,,,,,,,,,,,Spain,772,00:02:38.105,Pass,,,,,,,57.4,61.3,68.4,49.2,Spain vs Italy,Spain,Italy
,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,07e3edd8-0ca4-4c4e-8b48-22050bdbd4fc,104,,,"[67.4, 49.0]",3930172,2,,,,,1.4226952,,Left Foot,,,"[71.1, 73.8]",Ground Pass,,25.07449,,,Daniel Carvajal Ramos,5721.0,,,,,,1,From Free Kick,Fabián Ruiz Peña,6655.0,Left Defensive Midfield,8,Spain,772,['c7284611-51c7-4917-b2f0-2f48ce9b9428'],42,,,,,,,,,,,,,,,,,,Spain,772,00:02:42.505,Pass,,,,,,,67.4,49.0,71.1,73.8,Spain vs Italy,Spain,Italy
