50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,team,team_id,timestamp,type,under_pressure,tactics.formation,tactics.lineup,tactics,50_50.outcome.id,50_50.outcome.name,x,y,end_x,end_y,match_name,home_team,away_team
,,,,,,,,,,,,,,,,,,1.472844,,,,,,,,,,,,,7975e608-4a25-416e-8766-7015196ea11b,1311,,"[20.4, 24.5]",3930176,30,,,,-1.2991967,,Right Foot,,,,"[22.6, 16.6]",,Low Pass,,8.20061,,,Granit Xhaka,3500.0,,,,,Recovery,1,Regular Play,Remo Freuler,6983.0,Right Defensive Midfield,49,Switzerland,773,['4015d0db-4251-4c53-b6b8-a83492c2b1c2'],51,,,,,,,,,,,,,,,Switzerland,773,00:30:51.181,Pass,,,,,,,20.4,24.5,22.6,16.6,Switzerland vs Germany,Switzerland,Germany
,,,,,,,,,,,,,,,,,,1.21762,,,,,,,,,,,,,f70976cd-74c3-4697-b073-8018e3f43ef3,1315,,"[22.6, 16.0]",3930176,30,,,,0.551655,,Right Foot,,,,"[30.4, 20.8]",,Ground Pass,,9.158603,,,Dan Ndoye,45190.0,,,,,,1,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,49,Switzerland,773,"['3611d63f-5824-40cf-8890-7e618ca94abe', 'ed6dad58-3d56-4b21-b200-b819e5e67861']",52,,,,,,,,,,,,,,,Switzerland,773,00:30:52.654,Pass,True,,,,,,22.6,16.0,30.4,20.8,Switzerland vs Germany,Switzerland,Germany
,,,,,,,,,,,,,,,,,,0.585586,,,,,,,,,,,,,11785656-1ea6-47a0-b8b3-0bee89a08800,1317,,"[30.4, 20.8]",3930176,30,,,,-1.8709675,,Right Foot,,,,"[27.8, 12.4]",,Ground Pass,,8.7931795,,,Granit Xhaka,3500.0,,,,,,1,Regular Play,Dan Ndoye,45190.0,Left Attacking Midfield,49,Switzerland,773,['cba0f8d6-474b-49aa-a4d8-7ee48524a743'],53,,,,,,,,,,,,,,,Switzerland,773,00:30:53.872,Pass,,,,,,,30.4,20.8,27.8,12.4,Switzerland vs Germany,Switzerland,Germany
,,,,,,,,,,,,,,,,,,1.727981,,,,,,,,,,,,,f0e28baf-56b7-47b8-902a-baf7146bca26,1320,,"[27.6, 11.6]",3930176,30,,,,-0.94200003,,Right Foot,,,,"[34.0, 2.8]",,Ground Pass,,10.881176,,,Michel Aebischer,16016.0,,,,,,1,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,49,Switzerland,773,['6312f830-d554-48ac-8708-3a2e70c5265d'],54,,,,,,,,,,,,,,,Switzerland,773,00:30:54.700,Pass,,,,,,,27.6,11.6,34.0,2.8,Switzerland vs Germany,Switzerland,Germany
,,,,,,,,,,,,,,,,,,0.872041,,,,,,,,,,,,,aab45315-4501-44f5-9db9-aa58c039b420,1323,,"[51.2, 1.7]",3930176,30,,,,3.1415927,,Right Foot,,,,"[41.2, 1.7]",,Ground Pass,,10.0,,,Granit Xhaka,3500.0,,,,,,1,Regular Play,Michel Aebischer,16016.0,Left Wing Back,49,Switzerland,773,['9879adbc-896a-4b10-a61a-d739a9f1ca4e'],59,,,,,,,,,,,,,,,Switzerland,773,00:30:59.078,Pass,,,,,,,51.2,1.7,41.2,1.7,Switzerland vs Germany,Switzerland,Germany
,,,,,,,,,,,,,,,,,,1.243345,,,,,,,,,,,,,313e1702-26a5-4936-9b57-67bfc4db0d51,1327,,"[27.2, 2.5]",3930176,31,,,,2.4505637,,Left Foot,,,,"[13.9, 13.5]",,Ground Pass,,17.259491,,,Manuel Obafemi Akanji,5549.0,,,,,,1,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,49,Switzerland,773,"['bd0c679a-daa6-42c5-b1ce-2bfddded2c2f', 'd9b1c499-08ed-46e4-a8b0-7fc863bf9651']",3,,,,,,,,,,,,,,,Switzerland,773,00:31:03.668,Pass,True,,,,,,27.2,2.5,13.9,13.5,Switzerland vs Germany,Switzerland,Germany
,,,,,,,,,,,,,,,,,,1.249593,,,,,,,,,,,,,7f4a02e4-b9b4-4f34-a4d2-43223c873bf9,1330,,"[13.9, 13.5]",3930176,31,,,,-0.65909004,,Right Foot,,,,"[28.1, 2.5]",,Ground Pass,,17.962183,,,Remo Freuler,6983.0,,,,,,1,Regular Play,Manuel Obafemi Akanji,5549.0,Center Back,49,Switzerland,773,['b239e232-2b97-4127-8f31-65a635c627bc'],6,,,,,,,,,,,,,,,Switzerland,773,00:31:06.232,Pass,,,,,,,13.9,13.5,28.1,2.5,Switzerland vs Germany,Switzerland,Germany
,,,,,,,,,,,,,,,,,,1.057892,,,,,,,,,,,,,2bf88d2e-41e7-4b75-9b39-8e353ef82d9d,1333,,"[29.5, 2.4]",3930176,31,,,,0.5330341,,Right Foot,,,,"[39.5, 8.3]",,Ground Pass,,11.610771,,,Dan Ndoye,45190.0,,,,,,1,Regular Play,Remo Freuler,6983.0,Right Defensive Midfield,49,Switzerland,773,['f534be6a-42d7-4047-9aa0-2221f5702d7c'],8,,,,,,,,,,,,,,,Switzerland,773,00:31:08.358,Pass,,,,,,,29.5,2.4,39.5,8.3,Switzerland vs Germany,Switzerland,Germany
,,,,,,,,,,,,,,,,,,1.366269,,,,,,,,,,,,,969677f5-5d8b-49ba-a752-4ad1dd80b990,1335,,"[39.5, 8.3]",3930176,31,,,,-0.88847977,,Right Foot,,,,"[44.7, 1.9]",,Ground Pass,,8.246211,,,Michel Aebischer,16016.0,,,,,,1,Regular Play,Dan Ndoye,45190.0,Left Attacking Midfield,49,Switzerland,773,['8f0018fa-b6a4-4ebe-bdae-9882538c4ce1'],9,,,,,,,,,,,,,,,Switzerland,773,00:31:09.416,Pass,,,,,,,39.5,8.3,44.7,1.9,Switzerland vs Germany,Switzerland,Germany
,,,,,,,,,,,,,,,,,,2.759808,,,,,,,,,,,,,d044dfaf-574e-4cf6-a39b-cd23811d4667,1338,,"[55.4, 1.6]",3930176,31,,,,0.07080343,,Right Foot,,,,"[83.6, 3.6]",,Ground Pass,,28.270834,,,Breel-Donald Embolo,5545.0,,,,,,1,Regular Play,Michel Aebischer,16016.0,Left Wing Back,49,Switzerland,773,['19d3dbcc-f7e5-4d82-80d2-9272aeea069d'],11,,,,,,,,,,,,,,,Switzerland,773,00:31:11.967,Pass,,,,,,,55.4,1.6,83.6,3.6,Switzerland vs Germany,Switzerland,Germany
,,,,,,,,,,,,,,,,,,1.60028,,,,,,,,,,,,,30c6c900-5dab-481f-8632-791769da4e62,1345,,"[4.2, 79.0]",3930176,31,,,,-1.2995443,,Right Foot,,,,"[8.9, 62.1]",,Ground Pass,,17.54138,,,Jonathan Tah,8221.0,,,,,,1,Regular Play,Antonio Rüdiger,3167.0,Right Center Back,50,Germany,770,['a6e7de69-faea-44c5-ac32-172fed7d4477'],22,,,,,,,,,,,,,,,Germany,770,00:31:22.429,Pass,,,,,,,4.2,79.0,8.9,62.1,Switzerland vs Germany,Switzerland,Germany
,,,,,,,,,,,,,,,,,,1.658056,,,,,,,,,,,,,ebfb786c-234e-4db3-82d2-121c5b89e93d,1347,,"[8.9, 62.1]",3930176,31,True,,,-0.41822433,,Right Foot,,,,"[23.3, 55.7]",,Ground Pass,,15.758172,,,Toni Kroos,5574.0,,,,,,1,Regular Play,Jonathan Tah,8221.0,Left Center Back,50,Germany,770,['96224d84-4293-4145-97c5-51e9cb983622'],26,,,,,,,,,,,,,,,Germany,770,00:31:26.088,Pass,,,,,,,8.9,62.1,23.3,55.7,Switzerland vs Germany,Switzerland,Germany
,,,,,,,,,,,,,,,,,,1.81943,,,,,,,,,,,,,82dd4548-578e-4064-aee4-73186d8ef225,1349,,"[47.6, 39.6]",3930176,31,,,,-1.0172063,,Right Foot,,,,"[56.5, 25.2]",,Ground Pass,,16.92838,,,Florian Wirtz,40724.0,,,,,,1,Regular Play,Toni Kroos,5574.0,Left Defensive Midfield,50,Germany,770,['4ab91a84-c2e8-4080-ae13-b4c6470e8fa7'],32,,,,,,,,,,,,,,,Germany,770,00:31:32.307,Pass,,,,,,,47.6,39.6,56.5,25.2,Switzerland vs Germany,Switzerland,Germany
,,,,,,,,,,,,,,,,,,1.628627,,,,,,,,,,,,,c2336481-acea-45e2-bd9d-ceec6139f3e9,1352,,"[66.2, 40.9]",3930176,31,,,,1.7502404,,Right Foot,,,,"[62.3, 62.4]",,Ground Pass,,21.850859,,,Antonio Rüdiger,3167.0,,,,,,1,Regular Play,Florian Wirtz,40724.0,Left Wing,50,Germany,770,['07e1b515-ae60-4831-b270-ade9a6467832'],38,,,,,,,,,,,,,,,Germany,770,00:31:38.728,Pass,,,,,,,66.2,40.9,62.3,62.4,Switzerland vs Germany,Switzerland,Germany
,,,,,,,,,,,,,,,,,,1.103481,,,,,,,,,,,,,b226061f-75dd-4808-b713-508e4ecc6b10,1355,,"[63.6, 62.7]",3930176,31,,,,0.47040427,,Right Foot,,,,"[75.4, 68.7]",,Ground Pass,,13.237824,,,İlkay Gündoğan,10287.0,,,,,,1,Regular Play,Antonio Rüdiger,3167.0,Right Center Back,50,Germany,770,['e3a45e36-72d7-4d4b-95ff-a643220da61b'],41,,,,,,,,,,,,,,,Germany,770,00:31:41.607,Pass,,,,,,,63.6,62.7,75.4,68.7,Switzerland vs Germany,Switzerland,Germany
,,,,,,,,,,,,,,,,,,1.297698,,,,,,,,,,,,,733f2265-2792-4436-9c89-22938f38a1a1,1358,,"[77.0, 69.1]",3930176,31,,,,0.79581445,,Right Foot,,,,"[86.5, 78.8]",,Ground Pass,,13.577187,,,Joshua Kimmich,5579.0,,,,,,1,Regular Play,İlkay Gündoğan,10287.0,Center Attacking Midfield,50,Germany,770,['34096a90-6390-49a4-a417-3226906e4923'],43,,,,,,,,,,,,,,,Germany,770,00:31:43.839,Pass,,,,,,,77.0,69.1,86.5,78.8,Switzerland vs Germany,Switzerland,Germany
,,,,,,,,,,,,,,,,,,0.989594,,,,,,,,,,,,,8a59a4b0-869a-4fb4-a298-de3235c471a6,1362,,"[83.9, 74.5]",3930176,31,,,,-3.0291655,,Right Foot,,,,"[71.5, 73.1]",,Ground Pass,,12.478782,,,Antonio Rüdiger,3167.0,,,,,,1,Regular Play,Joshua Kimmich,5579.0,Right Back,50,Germany,770,"['9e62c3b5-e9a8-460e-8048-158533e5c5ed', 'd9ea2138-d154-4f2e-bc9d-97914dad7240']",48,,,,,,,,,,,,,,,Germany,770,00:31:48.893,Pass,True,,,,,,83.9,74.5,71.5,73.1,Switzerland vs Germany,Switzerland,Germany
,,,,,,,,,,,,,,,,,,1.969791,,,,,,,,,,,,,7dd6afef-4e6e-495c-976f-7c2a15cb6fc3,1365,,"[70.8, 73.1]",3930176,31,,,,-2.332247,,Right Foot,,,,"[54.5, 56.0]",,Ground Pass,,23.62414,,,Jonathan Tah,8221.0,,,,,,1,Regular Play,Antonio Rüdiger,3167.0,Right Center Back,50,Germany,770,['01ab1a95-3f7d-4891-af49-243f8f50ddb4'],52,,,,,,,,,,,,,,,Germany,770,00:31:52.172,Pass,,,,,,,70.8,73.1,54.5,56.0,Switzerland vs Germany,Switzerland,Germany
,,,,,,,,,,,,,,,,,,1.437494,,,,,,,,,,,,,2ad39d76-fbe1-44bc-8970-94a781cc88f6,1368,,"[51.4, 54.9]",3930176,31,,,,-1.5428706,,Right Foot,,,,"[51.9, 37.0]",,Ground Pass,,17.906982,,,Toni Kroos,5574.0,,,,,,1,Regular Play,Jonathan Tah,8221.0,Left Center Back,50,Germany,770,['98030800-89c7-4f73-8d4e-cf5ea24cf1ff'],56,,,,,,,,,,,,,,,Germany,770,00:31:56.757,Pass,,,,,,,51.4,54.9,51.9,37.0,Switzerland vs Germany,Switzerland,Germany
,,,,,,,,,,,,,,,,,,0.154679,,,,,,,,,,,,,50ee4656-44f1-4413-b323-53cc6cf40a7a,1372,,"[52.1, 41.4]",3930176,31,,,,0.69044644,,Right Foot,,,,"[54.4, 43.3]",,Ground Pass,,2.9832869,Incomplete,,Antonio Rüdiger,3167.0,,,,,,1,Regular Play,Toni Kroos,5574.0,Left Defensive Midfield,50,Germany,770,"['4a7747ef-ba06-4bda-b7a4-5d69170aec94', '4af282d3-feec-4c3b-9053-60ef920af485', 'a0c5b3b9-9833-4d55-a6e9-461f176a8ca1']",59,,,,,,,,,,,,,,,Germany,770,00:31:59.729,Pass,True,,,,,,52.1,41.4,54.4,43.3,Switzerland vs Germany,Switzerland,Germany
,,,,,,,,,,,,,,,,,,1.692754,,,,,,,,,,,,,36c5170b-dbd5-44a2-b934-9b5ec2f77e7a,1376,,"[54.7, 59.8]",3930176,32,,,,-2.6745894,,Right Foot,,,,"[42.8, 53.8]",,Ground Pass,,13.32704,,,Jonathan Tah,8221.0,,,,,Recovery,1,Regular Play,Antonio Rüdiger,3167.0,Right Center Back,50,Germany,770,"['17d706bc-38bf-4a4c-9036-befb2252b582', '7d24a9a9-f36a-468d-b31a-27a9e0ca7b35']",1,,,,,,,,,,,,,,,Germany,770,00:32:01.572,Pass,True,,,,,,54.7,59.8,42.8,53.8,Switzerland vs Germany,Switzerland,Germany
,,,,,,,,,,,,,,,,,,2.012133,,,,,,,,,,,,,96763b83-63c4-434c-9bfe-ff6e7874e712,1379,,"[42.9, 50.9]",3930176,32,,,,-1.9133772,,Right Foot,,,,"[37.8, 36.6]",,Ground Pass,,15.182226,,,Toni Kroos,5574.0,,,,,,1,Regular Play,Jonathan Tah,8221.0,Left Center Back,50,Germany,770,['4f0adc58-0907-4f9e-b81f-e9bb952d1f74'],5,,,,,,,,,,,,,,,Germany,770,00:32:05.149,Pass,,,,,,,42.9,50.9,37.8,36.6,Switzerland vs Germany,Switzerland,Germany
,,,,,,,,,,,,,,,,,,1.082008,,,,,,,,,,,,,85675bc5-07cf-42fc-85c5-2eabfe67318a,1382,,"[38.9, 37.7]",3930176,32,,,,0.7331809,,Right Foot,,,,"[54.0, 51.3]",,Ground Pass,,20.321663,,,İlkay Gündoğan,10287.0,,,,,,1,Regular Play,Toni Kroos,5574.0,Left Defensive Midfield,50,Germany,770,['dcd86cd5-a280-48a9-b598-7f5c063f6d91'],9,,,,,,,,,,,,,,,Germany,770,00:32:09.617,Pass,,,,,,,38.9,37.7,54.0,51.3,Switzerland vs Germany,Switzerland,Germany
,,,,,,,,,,,,,,,,,,1.349699,,,,,,,,,,,,,247430f3-d7c5-4f16-91fa-515cdd60e301,1386,,"[50.1, 53.4]",3930176,32,,,,2.2746634,,Right Foot,,,,"[38.3, 67.3]",,Ground Pass,,18.233212,,,Antonio Rüdiger,3167.0,,,,,,1,Regular Play,İlkay Gündoğan,10287.0,Center Attacking Midfield,50,Germany,770,"['4cfa742d-3d4c-44cc-a0b0-491136158b8f', 'd769d25c-18b5-4122-8c39-28acb0d4c701']",11,,,,,,,,,,,,,,,Germany,770,00:32:11.994,Pass,True,,,,,,50.1,53.4,38.3,67.3,Switzerland vs Germany,Switzerland,Germany
,,,,,,,,,,,,,,,,,,1.903438,,,,,,,,,,,,,b412c630-2941-4d36-8170-6a878f6f1526,1389,,"[38.3, 67.3]",3930176,32,,,,-1.6187048,,Right Foot,,,,"[36.9, 38.1]",,Ground Pass,,29.233541,,,Toni Kroos,5574.0,,,,,,1,Regular Play,Antonio Rüdiger,3167.0,Right Center Back,50,Germany,770,['5802ce2e-7516-4704-a3e0-845565c88b1b'],14,,,,,,,,,,,,,,,Germany,770,00:32:14.448,Pass,,,,,,,38.3,67.3,36.9,38.1,Switzerland vs Germany,Switzerland,Germany
,,,,,,,,,,,,,,,,,,1.20331,,,,,,,,,,,,,ccae8151-374a-494f-89f9-ff2d3d5c15ab,1392,,"[37.2, 37.9]",3930176,32,,,,0.20846522,,Right Foot,,,,"[52.8, 41.2]",,Ground Pass,,15.945219,,,Florian Wirtz,40724.0,,,,,,1,Regular Play,Toni Kroos,5574.0,Left Defensive Midfield,50,Germany,770,['18ad3954-264e-4991-8338-13f08124667f'],16,,,,,,,,,,,,,,,Germany,770,00:32:16.793,Pass,,,,,,,37.2,37.9,52.8,41.2,Switzerland vs Germany,Switzerland,Germany
,,,,,,,,,,,,,,,,,,0.822259,,,,,,,,,,,,,938444ca-7870-46e5-9442-f0f27d0f627a,1396,,"[47.6, 39.9]",3930176,32,,,,-2.50012,,Left Foot,,,,"[39.7, 34.0]",,Ground Pass,,9.860021,,,Toni Kroos,5574.0,,,,,,1,Regular Play,Florian Wirtz,40724.0,Left Wing,50,Germany,770,"['820ecab8-ca7b-48a4-a95a-45f6bb396001', 'a5fa6ad7-df79-47fc-87f1-0dd97b089fb9']",18,,,,,,,,,,,,,,,Germany,770,00:32:18.761,Pass,True,,,,,,47.6,39.9,39.7,34.0,Switzerland vs Germany,Switzerland,Germany
,,,,,,,,,,,,,,,,,,1.885902,,,,,,,,,,,,,980c4dcd-62d2-4e19-a5b8-9187bc33b144,1399,,"[53.7, 28.8]",3930176,32,,,,-0.4328881,,Right Foot,,,,"[66.9, 22.7]",,Ground Pass,,14.541321,,,Jamal Musiala,39565.0,,,,,,1,Regular Play,Toni Kroos,5574.0,Left Defensive Midfield,50,Germany,770,['71712cab-3f98-4cf0-90b8-5b1337388eb4'],22,,,,,,,,,,,,,,,Germany,770,00:32:22.919,Pass,,,,,,,53.7,28.8,66.9,22.7,Switzerland vs Germany,Switzerland,Germany
,,,,,,,,,,,,,,,,,,1.105473,,,,,,,,,,,,,08c0519a-eaf3-4cb5-8779-b8ea18c10bf9,1402,,"[94.7, 21.0]",3930176,32,,,,2.078911,90feb842-e58a-4eb8-be29-2b743c6d14a1,Right Foot,,,,"[85.4, 37.7]",,Ground Pass,,19.114916,,,Robert Andrich,9195.0,True,,,,,1,Regular Play,Jamal Musiala,39565.0,Right Wing,50,Germany,770,['1007da04-fbb7-43c1-8006-666a6e5ebaaa'],29,,,,,,,,,,,,,,,Germany,770,00:32:29.117,Pass,,,,,,,94.7,21.0,85.4,37.7,Switzerland vs Germany,Switzerland,Germany
,,,,,,,,,,,,,,,,,,1.569177,,,,,,,,,,,,,7bd291b9-25e9-419c-a8cc-66b3dbb43469,1408,,"[120.0, 80.0]",3930176,33,,,,-1.7971992,,Right Foot,,,,"[111.5, 43.1]",,High Pass,,37.866344,Incomplete,True,Robert Andrich,9195.0,,,Outswinging,,Corner,1,From Corner,Toni Kroos,5574.0,Left Defensive Midfield,51,Germany,770,"['5af8724b-dff4-41ce-94c3-3febf208115a', 'f4c97076-0f57-4bd6-aeac-8aeacbbf2c00']",13,,,,,,,,,,,,,,,Germany,770,00:33:13.100,Pass,,,,,,,120.0,80.0,111.5,43.1,Switzerland vs Germany,Switzerland,Germany
,,,,,,,,,,,,,,,,,,0.869953,,,,,,,,,,,,,ec050295-9ef7-4d39-8675-a8d3407a46b8,1421,,"[72.3, 5.7]",3930176,34,True,,,2.5053377,,Left Foot,,,,"[50.1, 22.1]",,Ground Pass,,27.600725,,,Jonathan Tah,8221.0,,,,,Free Kick,1,From Free Kick,Toni Kroos,5574.0,Left Defensive Midfield,52,Germany,770,['aa552b98-d9c6-4794-8538-d92701c5f87d'],1,,,,,,,,,,,,,,,Germany,770,00:34:01.898,Pass,,,,,,,72.3,5.7,50.1,22.1,Switzerland vs Germany,Switzerland,Germany
,,,,,,,,,,,,,,,,,,1.41365,,,,,,,,,,,,,40063647-114d-4a4a-b1ba-b3a2ab55700e,1423,,"[49.8, 21.6]",3930176,34,,,,-0.9928944,,Right Foot,,,,"[55.8, 12.4]",,Ground Pass,,10.983624,,,Toni Kroos,5574.0,,,,,,1,From Free Kick,Jonathan Tah,8221.0,Left Center Back,52,Germany,770,['9550fd57-a710-4873-93f8-c5e429e0b1c5'],3,,,,,,,,,,,,,,,Germany,770,00:34:03.229,Pass,,,,,,,49.8,21.6,55.8,12.4,Switzerland vs Germany,Switzerland,Germany
,,,,,,,,,,,,,,,,,,1.035832,,,,,,,,,,,,,f2dc836a-3d27-4e20-b02e-44867d464493,1426,,"[55.4, 12.6]",3930176,34,,,,0.023251623,,Right Foot,,,,"[68.3, 12.9]",,Ground Pass,,12.903488,,,Florian Wirtz,40724.0,,,,,,1,From Free Kick,Toni Kroos,5574.0,Left Defensive Midfield,52,Germany,770,['fe46cbd9-0403-46d7-bfae-c3406f619327'],5,,,,,,,,,,,,,,,Germany,770,00:34:05.399,Pass,,,,,,,55.4,12.6,68.3,12.9,Switzerland vs Germany,Switzerland,Germany
,,,,,,,,,,,,,,,,,,1.073582,,,,,,,,,,,,,578895ca-40fd-4d39-a730-ae07142eaf14,1429,,"[68.3, 12.9]",3930176,34,,,,-1.927016,,Right Foot,,,,"[65.1, 4.3]",,Ground Pass,,9.176056,,,Maximilian Mittelstädt,12407.0,,,,,,1,From Free Kick,Florian Wirtz,40724.0,Left Wing,52,Germany,770,['32d15ffa-b75d-477d-af1e-4e322936dee4'],6,,,,,,,,,,,,,,,Germany,770,00:34:06.739,Pass,,,,,,,68.3,12.9,65.1,4.3,Switzerland vs Germany,Switzerland,Germany
,,,,,,,,,,,,,,,,,,1.091941,,,,,,,,,,,,,52378e8a-2c8e-4654-b9a8-37600f4b5629,1432,,"[65.0, 4.5]",3930176,34,,,,2.603218,,Left Foot,,,,"[50.6, 13.1]",,Ground Pass,,16.772596,,,Toni Kroos,5574.0,,,,,,1,From Free Kick,Maximilian Mittelstädt,12407.0,Left Back,52,Germany,770,['8c97e757-53ac-4eb8-8905-d1cb01ffca3c'],8,,,,,,,,,,,,,,,Germany,770,00:34:08.035,Pass,,,,,,,65.0,4.5,50.6,13.1,Switzerland vs Germany,Switzerland,Germany
,,,,,,,,,,,,,,,,,,1.057867,,,,,,,,,,,,,d0cc33ab-00b0-472f-99a5-937a9ed763f1,1435,,"[50.6, 13.1]",3930176,34,,,,0.5383745,,Right Foot,,,,"[72.2, 26.0]",,Ground Pass,,25.158895,Incomplete,,İlkay Gündoğan,10287.0,,,,,,1,From Free Kick,Toni Kroos,5574.0,Left Defensive Midfield,52,Germany,770,"['2dbf5879-c7ca-4ee0-95c3-4b98f12e0827', '61fe294d-c407-428f-a216-398cf2e8b08e']",10,,,,,,,,,,,,,,,Germany,770,00:34:10.176,Pass,,,,,,,50.6,13.1,72.2,26.0,Switzerland vs Germany,Switzerland,Germany
,,,,,,,,,,,,,,,,,,0.227775,,,,,,,,,,,,,8b75c264-0c64-4b13-b05c-41a95dc46417,1441,,"[51.5, 62.2]",3930176,34,,,,3.070285,,Right Foot,,,,"[48.7, 62.4]",,Ground Pass,,2.8071337,Incomplete,,Fabian Lukas Schär,5537.0,,,,,,1,Regular Play,Silvan Widmer,7796.0,Right Wing Back,53,Switzerland,773,"['478d45a0-6979-4b83-9005-86be7d60a3c3', '9bd602aa-ac2a-483e-a457-2a86fe71eb99', 'c686f72b-4b8d-4edd-b8d2-9aabd2235c48']",15,,,,,,,,,,,,,,,Switzerland,773,00:34:15.733,Pass,True,,,,,,51.5,62.2,48.7,62.4,Switzerland vs Germany,Switzerland,Germany
,,,,,,,,,,,,,,,,,,0.471703,,,,,,,,,,,,,f3cae651-a8f3-4ad9-a091-7c8bbad41866,1444,,"[49.0, 58.6]",3930176,34,,,,0.81103355,,Left Foot,,,,"[50.9, 60.6]",,Ground Pass,,2.758623,,,Silvan Widmer,7796.0,,,,,Recovery,1,Regular Play,Remo Freuler,6983.0,Right Defensive Midfield,53,Switzerland,773,['3905ec5d-3b55-4b54-9e6f-8211c50ea268'],16,,,,,,,,,,,,,,,Switzerland,773,00:34:16.236,Pass,,,,,,,49.0,58.6,50.9,60.6,Switzerland vs Germany,Switzerland,Germany
,,,,,,,,,,,,,,,,,,0.450304,,,,,,,,,,,,,1b71fe34-2490-407b-9ac2-907a92250418,1447,,"[50.0, 61.3]",3930176,34,,,,3.068993,,Right Foot,,,,"[44.5, 61.7]",,Ground Pass,,5.5145264,,,Fabian Lukas Schär,5537.0,,,,,,1,Regular Play,Silvan Widmer,7796.0,Right Wing Back,53,Switzerland,773,['1b6c1351-386f-4a39-b2b4-516074c71b6d'],17,,,,,,,,,,,,,,,Switzerland,773,00:34:17.153,Pass,,,,,,,50.0,61.3,44.5,61.7,Switzerland vs Germany,Switzerland,Germany
,,,,,,,,,,,,,,,,,,1.139821,,,,,,,,,,,,,05ba3b2b-4c29-4985-85b5-ee6a1bc7d066,1453,,"[43.4, 67.5]",3930176,34,True,,,-2.4805496,,Left Foot,,,,"[27.2, 54.9]",,Ground Pass,,20.523157,,,Granit Xhaka,3500.0,,,,,Free Kick,1,From Free Kick,Remo Freuler,6983.0,Right Defensive Midfield,54,Switzerland,773,['de0aa457-432c-4cb6-bf65-cdd096931183'],34,,,,,,,,,,,,,,,Switzerland,773,00:34:34.034,Pass,,,,,,,43.4,67.5,27.2,54.9,Switzerland vs Germany,Switzerland,Germany
,,,,,,,,,,,,,,,,,,2.031962,,,,,,,,,,,,,73b62507-228e-4f57-980f-072abb005b75,1455,,"[30.9, 51.6]",3930176,34,True,,,-1.3876855,,Right Foot,,,,"[37.9, 13.8]",,Ground Pass,,38.442684,,,Ricardo Iván Rodríguez Araya,5544.0,,,,,,1,From Free Kick,Granit Xhaka,3500.0,Left Defensive Midfield,54,Switzerland,773,['de1331d6-8110-4007-8e81-eae35e78e36a'],35,,,,,,,,,,,,,,,Switzerland,773,00:34:35.796,Pass,,,,,,,30.9,51.6,37.9,13.8,Switzerland vs Germany,Switzerland,Germany
,,,,,,,,,,,,,,,,,,1.408741,,,,,,,,,,,,,9ee7eaa4-14ba-4e7a-808a-a701791e36d2,1458,,"[37.6, 13.0]",3930176,34,,,,-1.2329181,,Left Foot,,,,"[41.5, 1.9]",,Ground Pass,,11.7652025,,,Michel Aebischer,16016.0,,,,,,1,From Free Kick,Ricardo Iván Rodríguez Araya,5544.0,Left Center Back,54,Switzerland,773,"['08cc4a01-3041-4816-bd86-22a5e6dd7439', 'c0031a9c-3e98-4c87-89d4-f4fd4b0e0307']",38,,,,,,,,,,,,,,,Switzerland,773,00:34:38.800,Pass,True,,,,,,37.6,13.0,41.5,1.9,Switzerland vs Germany,Switzerland,Germany
,,,,,,,,,,,,,,,,,,1.254723,,,,,,,,,,,,,70d8dd7e-53d0-441f-b8a4-387404d153a7,1461,,"[41.5, 1.9]",3930176,34,,,,1.7761917,,Right Foot,,,,"[40.0, 9.1]",,Ground Pass,,7.3545904,,,Granit Xhaka,3500.0,,,,,,1,From Free Kick,Michel Aebischer,16016.0,Left Wing Back,54,Switzerland,773,['d7d7b8cd-6cc4-4018-9cb4-3964a050ab40'],40,,,,,,,,,,,,,,,Switzerland,773,00:34:40.728,Pass,,,,,,,41.5,1.9,40.0,9.1,Switzerland vs Germany,Switzerland,Germany
