50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,team,team_id,timestamp,type,under_pressure,tactics.formation,tactics.lineup,tactics,50_50.outcome.id,50_50.outcome.name,x,y,end_x,end_y,match_name,home_team,away_team
,,,,,,,,,,,,,,,,0.656414,,,,,,,,,,,,ccc5717e-ebf6-4eb3-ae22-0ef4502282ef,570,,,"[86.2, 26.9]",3940983,13,,,,,0.32175055,,Left Foot,,,"[101.2, 31.9]",,Ground Pass,,15.811388,,,,Leroy Sané,3053.0,,,,,,1,Regular Play,İlkay Gündoğan,10287.0,Center Attacking Midfield,28,Germany,770,['4dda2cc9-7d09-4268-9c81-58e287c6fcba'],7,,,,,,,,,,,,,,,,Germany,770,00:13:07.666,Pass,,,,,,,86.2,26.9,101.2,31.9,Germany vs Denmark,Germany,Denmark
,,,,,,,,,,,,,,,,1.858215,,,,,,,,,,,,7411d941-42af-40e0-8191-bbda412ff6b0,576,,,"[3.8, 42.9]",3940983,13,,True,,,-1.0265158,,Keeper Arm,,,"[15.3, 23.9]",,Ground Pass,,22.209232,,,,Andreas Christensen,3959.0,,,,,,1,Regular Play,Kasper Schmeichel,3815.0,Goalkeeper,29,Denmark,776,['dcce1ba5-1d0c-4dc5-9b53-7bd93e28476d'],13,,,,,,,,,,,,,,,,Denmark,776,00:13:13.016,Pass,,,,,,,3.8,42.9,15.3,23.9,Germany vs Denmark,Germany,Denmark
,,,,,,,,,,,,,,,,1.201543,,,,,,,,,,,,380135bf-ec0c-4532-bdc7-8b250afc626d,578,,,"[35.5, 13.5]",3940983,13,,,,,2.2406888,,Left Foot,,,"[27.5, 23.6]",,Ground Pass,,12.884487,,,,Jannik Vestergaard,8815.0,,,,,,1,Regular Play,Andreas Christensen,3959.0,Left Center Back,29,Denmark,776,['cbf26be6-c4b5-4d60-a68e-e05abe0e9b6f'],23,,,,,,,,,,,,,,,,Denmark,776,00:13:23.439,Pass,,,,,,,35.5,13.5,27.5,23.6,Germany vs Denmark,Germany,Denmark
,,,,,,,,,,,,,,,,1.225572,,,,,,,,,,,,7c483beb-ef69-44c5-a815-93c33d98829c,581,,,"[33.6, 29.2]",3940983,13,,,,,1.5850811,,Left Foot,,,"[33.3, 50.2]",,Ground Pass,,21.002142,,,,Joachim Andersen,8247.0,,,,,,1,Regular Play,Jannik Vestergaard,8815.0,Center Back,29,Denmark,776,['6b1c81b3-3941-4549-985b-b93e0b104456'],28,,,,,,,,,,,,,,,,Denmark,776,00:13:28.647,Pass,,,,,,,33.6,29.2,33.3,50.2,Germany vs Denmark,Germany,Denmark
,,,,,,,,,,,,,,,,1.180333,,,,,,,,,,,,05416ff8-9985-4aa1-8259-7ce6947ed391,584,,,"[33.3, 50.2]",3940983,13,,,,,-1.5829909,,Right Foot,,,"[33.0, 25.6]",,Ground Pass,,24.60183,,,,Jannik Vestergaard,8815.0,,,,,,1,Regular Play,Joachim Andersen,8247.0,Right Center Back,29,Denmark,776,['d933ee51-600c-4411-92c6-7a447d1c6443'],30,,,,,,,,,,,,,,,,Denmark,776,00:13:30.895,Pass,,,,,,,33.3,50.2,33.0,25.6,Germany vs Denmark,Germany,Denmark
,,,,,,,,,,,,,,,,0.925866,,,,,,,,,,,,4acbeeb2-b5f4-4b99-b01f-6f5bb57f5acd,588,,,"[33.0, 25.9]",3940983,13,,,,,0.094951704,,Left Foot,,,"[43.5, 26.9]",,Ground Pass,,10.547511,,,,Thomas Delaney,5527.0,,,,,,1,Regular Play,Jannik Vestergaard,8815.0,Center Back,29,Denmark,776,['5ff5c64e-73ea-425a-8571-5c4247768d7a'],33,,,,,,,,,,,,,,,,Denmark,776,00:13:33.208,Pass,,,,,,,33.0,25.9,43.5,26.9,Germany vs Denmark,Germany,Denmark
,,,,,,,,,,,,,,,,1.355286,,,,,,,,,,,,8e62911e-1d3a-49d1-9dc8-83998f86587d,591,,,"[39.0, 21.8]",3940983,13,,,,,-1.478166,,Left Foot,,,"[40.7, 3.5]",,Ground Pass,,18.378792,,,,Andreas Christensen,3959.0,,,,,,1,Regular Play,Thomas Delaney,5527.0,Left Defensive Midfield,29,Denmark,776,['5a35d577-117c-4b51-a856-b804a755d053'],35,,,,,,,,,,,,,,,,Denmark,776,00:13:35.458,Pass,,,,,,,39.0,21.8,40.7,3.5,Germany vs Denmark,Germany,Denmark
,,,,,,,,,,,,,,,,2.168831,,,,,,,,,,,,f582b2ec-edbd-456b-afe9-63a2a9a1cf52,594,,,"[41.0, 3.5]",3940983,13,,,,,0.0,,Right Foot,,,"[76.6, 3.5]",,High Pass,,35.6,,,,Christian Dannemann Eriksen,3043.0,,,,,,1,Regular Play,Andreas Christensen,3959.0,Left Center Back,29,Denmark,776,['18332845-1580-4ddb-8bc9-2cb6f5e9f75a'],37,,,,,,,,,,,,,,,,Denmark,776,00:13:37.801,Pass,,,,,,,41.0,3.5,76.6,3.5,Germany vs Denmark,Germany,Denmark
,,,,,,,,,,,,,,,,2.691669,,,,,,,,,,,,98b5fbdf-4aec-4b86-a30f-5a7e54cdf4b5,597,,,"[79.0, 3.5]",3940983,13,,,,,0.19453433,,Left Foot,,,"[105.9, 8.8]",,High Pass,,27.417149,,Incomplete,,Rasmus Winther Højlund,51672.0,,,,,,1,Regular Play,Christian Dannemann Eriksen,3043.0,Left Attacking Midfield,29,Denmark,776,"['31625d8b-9d69-408e-9893-937a66afc3f6', '6bf19d83-289c-4583-8be2-4cff49b2803b']",41,,,,,,,,,,,,,,,,Denmark,776,00:13:41.429,Pass,,,,,,,79.0,3.5,105.9,8.8,Germany vs Denmark,Germany,Denmark
,,,,,,,,,,,,,,,,1.030802,,,,,,,,,,,,2f1d2285-c626-4de8-b96f-58a36560844b,602,,,"[7.1, 69.5]",3940983,13,,,,,-0.13927926,,Left Foot,,,"[17.8, 68.0]",,Ground Pass,,10.804628,,,,Robert Andrich,9195.0,,,,,,1,Regular Play,Nico Schlotterbeck,24118.0,Left Center Back,30,Germany,770,['27c2b68a-bcff-4aeb-8367-b2c83da7f68d'],45,,,,,,,,,,,,,,,,Germany,770,00:13:45.313,Pass,,,,,,,7.1,69.5,17.8,68.0,Germany vs Denmark,Germany,Denmark
,,,,,,,,,,,,,,,,0.683443,,,,,,,,,,,,3a4a1e2a-a6f9-467e-874b-780552f30443,605,,,"[17.8, 68.0]",3940983,13,,,,,1.8653427,,Right Foot,,,"[15.1, 76.9]",,Ground Pass,,9.300538,,,,Antonio Rüdiger,3167.0,,,,,,1,Regular Play,Robert Andrich,9195.0,Right Defensive Midfield,30,Germany,770,['82c31b7a-9257-4def-a1ce-09fb678ab9f0'],46,,,,,,,,,,,,,,,,Germany,770,00:13:46.596,Pass,,,,,,,17.8,68.0,15.1,76.9,Germany vs Denmark,Germany,Denmark
,,,,,,,,,,,,,,,,2.099795,,,,,,,,,,,,d89afd57-837c-4063-8b84-cc5be704651d,608,,,"[15.1, 76.9]",3940983,13,,,,,-0.112307385,,Right Foot,,,"[41.7, 73.9]",,High Pass,,26.768639,,Incomplete,,İlkay Gündoğan,10287.0,,,,,,1,Regular Play,Antonio Rüdiger,3167.0,Right Center Back,30,Germany,770,"['42caf367-7551-4074-b494-3abbe83bd987', 'f4c58787-2beb-44d0-b9fe-c9fec8ee21b7']",48,,,,,,,,,,,,,,,,Germany,770,00:13:48.364,Pass,,,,,,,15.1,76.9,41.7,73.9,Germany vs Denmark,Germany,Denmark
,,,,,,,,,,,,,,,,1.193502,,,,,,,,,,,,aa5403ca-509c-48fc-91ad-ab510ed20c70,615,,,"[85.4, 7.1]",3940983,14,,,,,0.9569243,,Right Foot,True,,"[106.4, 36.9]",,High Pass,,36.456,,Incomplete,,Rasmus Winther Højlund,51672.0,,,,,Free Kick,1,From Free Kick,Christian Dannemann Eriksen,3043.0,Left Attacking Midfield,31,Denmark,776,"['2f35e9d4-aa87-4043-aee9-710941348040', 'f15ce417-b772-48a2-b4ba-6c4a03cc08e2']",29,,,,,,,,,,,,,,,,Denmark,776,00:14:29.624,Pass,,,,,,,85.4,7.1,106.4,36.9,Germany vs Denmark,Germany,Denmark
,,,,,,,,,,,,,,,,4.945754,,,,,,,,,,,,27506dfe-939e-4dfb-bec4-fea46119d8c6,620,,,"[28.7, 55.6]",3940983,14,,,,,-0.68476206,,Right Foot,,,"[79.4, 14.2]",,High Pass,,65.45571,,,,Leroy Sané,3053.0,,True,,,,1,Regular Play,İlkay Gündoğan,10287.0,Center Attacking Midfield,32,Germany,770,['4cc3fb93-5501-45f1-8d30-9663dca8ab09'],34,,,,,,,,,,,,,,,,Germany,770,00:14:34.272,Pass,,,,,,,28.7,55.6,79.4,14.2,Germany vs Denmark,Germany,Denmark
,,,,,,,,,,,,,,,,2.655187,,,,,,,,,,,,c78e8d3d-9267-451f-b2ec-efce2d747c52,629,,,"[100.6, 0.1]",3940983,16,,,,,2.9887164,,,,,"[67.5, 5.2]",,Low Pass,,33.490597,,,,Nico Schlotterbeck,24118.0,,,,,Throw-in,1,From Throw In,David Raum,12034.0,Left Back,34,Germany,770,['2f14eae9-22e6-4233-a515-8c4358f09286'],11,,,,,,,,,,,,,,,,Germany,770,00:16:11.086,Pass,,,,,,,100.6,0.1,67.5,5.2,Germany vs Denmark,Germany,Denmark
,,,,,,,,,,,,,,,,1.012303,,,,,,,,,,,,2d5992b7-a804-4d9d-a8d6-7c004cae85f2,632,,,"[66.6, 7.6]",3940983,16,,,,,-0.4918092,,Right Foot,,,"[72.2, 4.6]",,Ground Pass,,6.352952,,,,Toni Kroos,5574.0,,,,,,1,From Throw In,Nico Schlotterbeck,24118.0,Left Center Back,34,Germany,770,['04839814-2a89-4dff-bdb5-2b90c18162bc'],15,,,,,,,,,,,,,,,,Germany,770,00:16:15.342,Pass,,,,,,,66.6,7.6,72.2,4.6,Germany vs Denmark,Germany,Denmark
,,,,,,,,,,,,,,,,1.625705,,,,,,,,,,,,9ed7d750-dc72-4f57-83df-221bf308994f,635,,,"[71.9, 5.9]",3940983,16,,,,,1.9117752,,Right Foot,,,"[60.9, 36.9]",,Ground Pass,,32.89377,,,,Antonio Rüdiger,3167.0,,,,,,1,From Throw In,Toni Kroos,5574.0,Left Defensive Midfield,34,Germany,770,['9ae18529-e292-4898-8ae0-5a2a155643c1'],16,,,,,,,,,,,,,,,,Germany,770,00:16:16.850,Pass,,,,,,,71.9,5.9,60.9,36.9,Germany vs Denmark,Germany,Denmark
,,,,,,,,,,,,,,,,0.716963,,,,,,,,,,,,45646c68-5413-40e6-85a6-e958670e915d,638,,,"[63.6, 41.0]",3940983,16,,,,,-0.63274884,,Right Foot,,,"[71.1, 35.5]",,Ground Pass,,9.300538,,,,Robert Andrich,9195.0,,,,,,1,From Throw In,Antonio Rüdiger,3167.0,Right Center Back,34,Germany,770,['e53563b1-5890-4ac5-a981-ff089506abf3'],20,,,,,,,,,,,,,,,,Germany,770,00:16:20.875,Pass,,,,,,,63.6,41.0,71.1,35.5,Germany vs Denmark,Germany,Denmark
,,,,,,,,,,,,,,,,0.823102,,,,,,,,,,,,829a7084-6bd4-4a64-b45d-9a67774d2cea,641,,,"[71.1, 28.3]",3940983,16,,,,,-0.5827395,,Left Foot,,,"[79.9, 22.5]",,Ground Pass,,10.53945,,,,Jamal Musiala,39565.0,,,,,,1,From Throw In,Robert Andrich,9195.0,Right Defensive Midfield,34,Germany,770,['923fadc7-03d4-44b7-913f-dcf562db1e5d'],24,,,,,,,,,,,,,,,,Germany,770,00:16:24.755,Pass,,,,,,,71.1,28.3,79.9,22.5,Germany vs Denmark,Germany,Denmark
,,,,,,,,,,,,,,,,0.626372,,,,,,,,,,,,3b2c9d1f-1ffd-46be-8ccc-ee996666c0ea,647,,,"[35.5, 71.9]",3940983,16,,,,,-1.2003039,,Right Foot,,,"[40.2, 59.8]",,Ground Pass,,12.980755,,,,Pierre-Emile Højbjerg,3570.0,,,,,Recovery,1,Regular Play,Alexander Hartmann Bah,24547.0,Right Wing Back,35,Denmark,776,['97ed07f3-27c4-40a2-957a-e6aa99ee71db'],27,,,,,,,,,,,,,,,,Denmark,776,00:16:27.599,Pass,,,,,,,35.5,71.9,40.2,59.8,Germany vs Denmark,Germany,Denmark
,,,,,,,,,,,,,,,,0.832925,,,,,,,,,,,,5e635f0c-7512-4389-a768-d1d5e37af8e9,649,,,"[40.2, 59.8]",3940983,16,,,,,1.3838171,,Left Foot,,,"[41.6, 67.2]",,Ground Pass,,7.531268,,,,Joachim Andersen,8247.0,,,,,,1,Regular Play,Pierre-Emile Højbjerg,3570.0,Right Defensive Midfield,35,Denmark,776,['3f99838d-f4d2-4d6b-be4c-51b152508cf1'],28,,,,,,,,,,,,,,,,Denmark,776,00:16:28.226,Pass,,,,,,,40.2,59.8,41.6,67.2,Germany vs Denmark,Germany,Denmark
,,,,,,,,,,,,,,,,2.037344,,,,,,,,,,,,849e98d9-2e53-4886-835b-23b5d836e730,661,,,"[92.6, 0.1]",3940983,16,,,,,2.8535373,,,,,"[76.4, 4.9]",,Low Pass,,16.896152,,,,Toni Kroos,5574.0,,,,,Throw-in,1,From Throw In,David Raum,12034.0,Left Back,37,Germany,770,['77fdfe98-cb81-4cbf-8068-083cd05bc82b'],41,,,,,,,,,,,,,,,,Germany,770,00:16:41.814,Pass,,,,,,,92.6,0.1,76.4,4.9,Germany vs Denmark,Germany,Denmark
,,,,,,,,,,,,,,,,0.965744,,,,,,,,,,,,b8a4311e-cff4-43c3-ab7f-25937f623106,664,,,"[75.8, 5.2]",3940983,16,,,,,-0.11649146,,Right Foot,,,"[85.2, 4.1]",,Ground Pass,,9.464143,,,,David Raum,12034.0,,,,,,1,From Throw In,Toni Kroos,5574.0,Left Defensive Midfield,37,Germany,770,['a9880b74-2d22-464d-8f8a-cb9ec8c0052d'],44,,,,,,,,,,,,,,,,Germany,770,00:16:44.718,Pass,,,,,,,75.8,5.2,85.2,4.1,Germany vs Denmark,Germany,Denmark
,,,,,,,,,,,,,,,,1.129964,,,,,,,,,,,,cf45a6e8-5c5e-4aa9-b0c4-29d53b6a8fed,667,,,"[85.2, 4.1]",3940983,16,,,,,3.0754244,,Left Foot,,,"[68.6, 5.2]",,Ground Pass,,16.636406,,,,Toni Kroos,5574.0,,,,,,1,From Throw In,David Raum,12034.0,Left Back,37,Germany,770,['334bab46-40fc-4349-a678-6dec653905df'],46,,,,,,,,,,,,,,,,Germany,770,00:16:46.246,Pass,,,,,,,85.2,4.1,68.6,5.2,Germany vs Denmark,Germany,Denmark
,,,,,,,,,,,,,,,,1.304827,,,,,,,,,,,,b71b3f20-b595-43cd-b2db-9ce0802a8dc5,670,,,"[68.6, 5.2]",3940983,16,,,,,1.2149383,,Right Foot,,,"[72.8, 16.5]",,Ground Pass,,12.055289,,,,Robert Andrich,9195.0,,,,,,1,From Throw In,Toni Kroos,5574.0,Left Defensive Midfield,37,Germany,770,['1280bb51-e887-4a7e-be64-5aec62328f1f'],47,,,,,,,,,,,,,,,,Germany,770,00:16:47.592,Pass,,,,,,,68.6,5.2,72.8,16.5,Germany vs Denmark,Germany,Denmark
,,,,,,,,,,,,,,,,0.818666,,,,,,,,,,,,05df288a-c1d7-46c2-887c-d1373f97c275,673,,,"[74.6, 19.5]",3940983,16,,,,,0.9901791,,Right Foot,,,"[84.9, 35.2]",,Ground Pass,,18.777113,,,,Kai Havertz,8966.0,,,,,,1,From Throw In,Robert Andrich,9195.0,Right Defensive Midfield,37,Germany,770,['144df61f-808d-47d4-b8b8-b3e6393718dd'],50,,,,,,,,,,,,,,,,Germany,770,00:16:50.015,Pass,,,,,,,74.6,19.5,84.9,35.2,Germany vs Denmark,Germany,Denmark
,,,,,,,,,,,,,,,,1.446192,,,,,,,,,,,,ed03c2e9-04d3-4d94-9ca2-acd1084e9a2c,676,,,"[84.9, 35.2]",3940983,16,,,,,2.7033799,,Right Foot,,,"[64.2, 44.9]",,High Pass,,22.860008,,,,Antonio Rüdiger,3167.0,,,,,,1,From Throw In,Kai Havertz,8966.0,Center Forward,37,Germany,770,['88e05b10-db30-4b32-b5bc-5eaa8315186b'],50,,,,,,,,,,,,,,,,Germany,770,00:16:50.913,Pass,,,,,,,84.9,35.2,64.2,44.9,Germany vs Denmark,Germany,Denmark
,,,,,,,,,,,,,,,,1.848678,,,,,,,,,,,,7b0ca8a4-bf42-4cf4-ad7d-ec1fd81638cf,680,,,"[68.9, 50.0]",3940983,16,,,,,0.98994374,,Left Foot,,,"[83.8, 72.7]",,Ground Pass,,27.153269,,,,Joshua Kimmich,5579.0,,,,,,1,From Throw In,Antonio Rüdiger,3167.0,Right Center Back,37,Germany,770,"['830a96dc-6324-48aa-bbc3-d5e97612f885', 'b2b76b3f-c970-44d6-9405-10f9a866b73b']",53,,,,,,,,,,,,,,,,Germany,770,00:16:53.879,Pass,True,,,,,,68.9,50.0,83.8,72.7,Germany vs Denmark,Germany,Denmark
,,,,,,,,,,,,,,,,1.005181,,,,,,,,,,,,f8255340-75bb-41b4-8a09-354073c688d9,683,,,"[83.8, 72.7]",3940983,16,,,,,0.5436453,,Right Foot,,,"[92.9, 78.2]",,Ground Pass,,10.632968,,,,Leroy Sané,3053.0,,,,,,1,From Throw In,Joshua Kimmich,5579.0,Right Back,37,Germany,770,['16a05017-e2b0-468f-8211-2dfac6cc4cdc'],58,,,,,,,,,,,,,,,,Germany,770,00:16:58.928,Pass,,,,,,,83.8,72.7,92.9,78.2,Germany vs Denmark,Germany,Denmark
,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,aefccd14-0d79-47b0-94d5-3b5339fa80a9,687,,,"[90.3, 77.2]",3940983,17,,,,,-3.0796032,,Left Foot,,,"[75.8, 76.3]",,Ground Pass,,14.5279045,,,,Joshua Kimmich,5579.0,,,,,,1,From Throw In,Leroy Sané,3053.0,Right Wing,37,Germany,770,['51701eba-8e9f-41a7-a630-0e0ef563fdca'],1,,,,,,,,,,,,,,,,Germany,770,00:17:01.168,Pass,,,,,,,90.3,77.2,75.8,76.3,Germany vs Denmark,Germany,Denmark
,,,,,,,,,,,,,,,,1.700606,,,,,,,,,,,,f066b47d-9c63-4258-bd08-4227021939de,690,,,"[76.9, 76.3]",3940983,17,,,,,-2.3834605,,Right Foot,,,"[65.6, 65.6]",,Ground Pass,,15.562134,,,,Antonio Rüdiger,3167.0,,,,,,1,From Throw In,Joshua Kimmich,5579.0,Right Back,37,Germany,770,['ee2c59c4-b212-40c4-8b57-f493434ba7fb'],4,,,,,,,,,,,,,,,,Germany,770,00:17:04.129,Pass,,,,,,,76.9,76.3,65.6,65.6,Germany vs Denmark,Germany,Denmark
,,,,,,,,,,,,,,,,1.620203,,,,,,,,,,,,3ff43aa1-e1e4-40b2-bc65-c5e26af80c00,693,,,"[65.6, 65.6]",3940983,17,,,,,-1.7105821,,Right Foot,,,"[62.8, 45.7]",,Ground Pass,,20.09602,,,,Nico Schlotterbeck,24118.0,,,,,,1,From Throw In,Antonio Rüdiger,3167.0,Right Center Back,37,Germany,770,['219c0ac3-c0af-4bfb-97ee-6766ba29f374'],6,,,,,,,,,,,,,,,,Germany,770,00:17:06.061,Pass,,,,,,,65.6,65.6,62.8,45.7,Germany vs Denmark,Germany,Denmark
,,,,,,,,,,,,,,,,1.708348,,,,,,,,,,,,5af12ac3-267d-4516-a8e8-ce9f1d9532ee,696,,,"[62.8, 45.7]",3940983,17,,,,,1.5223495,,Left Foot,,,"[63.6, 62.2]",,Ground Pass,,16.519382,,,,Antonio Rüdiger,3167.0,,,,,,1,From Throw In,Nico Schlotterbeck,24118.0,Left Center Back,37,Germany,770,['ad02602d-db69-4a1a-9433-84659623fcbb'],7,,,,,,,,,,,,,,,,Germany,770,00:17:07.976,Pass,,,,,,,62.8,45.7,63.6,62.2,Germany vs Denmark,Germany,Denmark
,,,,,,,,,,,,,,,,0.692395,,,,,,,,,,,,595fbd39-46ad-46e2-9e67-7d112299396d,699,,,"[63.4, 62.2]",3940983,17,,,,,-1.0959967,,Right Foot,,,"[68.9, 51.5]",,Ground Pass,,12.030794,,,,Robert Andrich,9195.0,,,,,,1,From Throw In,Antonio Rüdiger,3167.0,Right Center Back,37,Germany,770,['4ae011f2-801b-4228-bc82-b8d8689994ee'],10,,,,,,,,,,,,,,,,Germany,770,00:17:10.145,Pass,,,,,,,63.4,62.2,68.9,51.5,Germany vs Denmark,Germany,Denmark
,,,,,,,,,,,,,,,,0.832737,,,,,,,,,,,,04fde56b-68aa-4d56-a093-fba82ef700be,702,,,"[64.5, 44.9]",3940983,17,,,,,-2.2455373,,Right Foot,,,"[58.9, 37.9]",,Ground Pass,,8.964374,,,,Nico Schlotterbeck,24118.0,,,,,,1,From Throw In,Robert Andrich,9195.0,Right Defensive Midfield,37,Germany,770,['e71fa59f-31d3-4610-ab10-968eeb9271e7'],12,,,,,,,,,,,,,,,,Germany,770,00:17:12.086,Pass,,,,,,,64.5,44.9,58.9,37.9,Germany vs Denmark,Germany,Denmark
,,,,,,,,,,,,,,,,1.909838,,,,,,,,,,,,cf1ec375-132c-45eb-bc53-9d75a38fc69d,705,,,"[62.8, 36.9]",3940983,17,,,,,1.5328835,,Left Foot,,,"[63.9, 65.9]",,Ground Pass,,29.020855,,,,Antonio Rüdiger,3167.0,,,,,,1,From Throw In,Nico Schlotterbeck,24118.0,Left Center Back,37,Germany,770,['2f02c356-0ac6-4e40-971e-fb75c4e183c4'],15,,,,,,,,,,,,,,,,Germany,770,00:17:15.966,Pass,,,,,,,62.8,36.9,63.9,65.9,Germany vs Denmark,Germany,Denmark
,,,,,,,,,,,,,,,,2.402805,,,,,,,,,,,,ac7712b0-f862-43e9-9134-c642f1ff5549,708,,,"[70.5, 65.9]",3940983,17,,,,,-0.1291786,,Right Foot,,,"[111.3, 60.6]",,High Pass,,41.1428,,,,Kai Havertz,8966.0,,,,,,1,From Throw In,Antonio Rüdiger,3167.0,Right Center Back,37,Germany,770,['78479d2b-8145-42e4-a63e-f6e77f7efc43'],20,,,,,,,,,,,,,,,,Germany,770,00:17:20.089,Pass,,,,,,,70.5,65.9,111.3,60.6,Germany vs Denmark,Germany,Denmark
,,,,,,,,,,,,,,,,1.160207,,,,,,,,,,,,a04c95ee-2a38-42c2-8095-94b6f7fff61e,711,,,"[111.6, 71.0]",3940983,17,,,,,2.9980092,,Left Foot,,,"[103.3, 72.2]",,Ground Pass,,8.386298,,,,Joshua Kimmich,5579.0,,,,,,1,From Throw In,Kai Havertz,8966.0,Center Forward,37,Germany,770,['a4f7f302-656e-496f-aaf2-c4876e9f1b40'],26,,,,,,,,,,,,,,,,Germany,770,00:17:26.848,Pass,,,,,,,111.6,71.0,103.3,72.2,Germany vs Denmark,Germany,Denmark
,,,,,,,,,,,,,,,,1.073849,,,,,,,,,,,,6805bd2b-42fa-43ba-971a-8f081a5e2526,714,,,"[103.3, 72.2]",3940983,17,,,,,-1.2656188,,Right Foot,True,,"[111.9, 44.9]",,High Pass,,28.622543,,Incomplete,,Leroy Sané,3053.0,,,,,,1,From Throw In,Joshua Kimmich,5579.0,Right Back,37,Germany,770,"['9ac93a22-4f46-4d52-98c9-5e6eea49487c', 'aa2b1e3a-2381-4a9c-ba90-cdf8e9e84e25']",28,,,,,,,,,,,,,,,,Germany,770,00:17:28.198,Pass,,,,,,,103.3,72.2,111.9,44.9,Germany vs Denmark,Germany,Denmark
,,,,,,,,,,,,,,,,1.076926,,,,,,,,,,,,34267fb4-89fc-45ad-8fbc-f7abb0c095ee,720,,,"[96.2, 14.2]",3940983,17,,,,,3.039013,,Left Foot,,,"[82.6, 15.6]",,Ground Pass,,13.671869,,,,Toni Kroos,5574.0,,,,,,1,From Throw In,David Raum,12034.0,Left Back,37,Germany,770,['0f4e78ee-c4d0-4b3d-95af-9dd33126abc5'],34,,,,,,,,,,,,,,,,Germany,770,00:17:34.048,Pass,,,,,,,96.2,14.2,82.6,15.6,Germany vs Denmark,Germany,Denmark
,,,,,,,,,,,,,,,,2.326309,,,,,,,,,,,,7feac7c0-901d-41dd-abe8-1817f82971aa,723,,,"[83.2, 17.6]",3940983,17,,,,,1.3078016,,Right Foot,,,"[97.9, 72.2]",,High Pass,,56.54423,,,,Joshua Kimmich,5579.0,,True,,,,1,From Throw In,Toni Kroos,5574.0,Left Defensive Midfield,37,Germany,770,['388d7da5-d3d6-4b1a-bfc4-8492f4afe421'],36,,,,,,,,,,,,,,,,Germany,770,00:17:36.625,Pass,,,,,,,83.2,17.6,97.9,72.2,Germany vs Denmark,Germany,Denmark
,,,,,,,,,,,,,,,,0.722443,,,,,,,,,,,,1ecefed1-925f-4462-9ad0-772c5c6c7d19,726,,,"[99.2, 72.7]",3940983,17,,,,,-0.5293963,,Right Foot,,,"[108.6, 67.2]",,Ground Pass,,10.890821,,,,Kai Havertz,8966.0,,,,,,1,From Throw In,Joshua Kimmich,5579.0,Right Back,37,Germany,770,['c8c162a2-908c-437e-88c8-c43b4392eea5'],40,,,,,,,,,,,,,,,,Germany,770,00:17:40.130,Pass,,,,,,,99.2,72.7,108.6,67.2,Germany vs Denmark,Germany,Denmark
,,,,,,,,,,,,,,,,1.213822,,,,,,,,,,,,d94a4626-d21a-4ece-b682-da73a0fbca3e,729,,,"[116.3, 61.5]",3940983,17,,,,,2.7906725,,Left Foot,,,"[105.1, 65.6]",,Ground Pass,,11.926861,,,,Joshua Kimmich,5579.0,,,,,,1,From Throw In,Kai Havertz,8966.0,Center Forward,37,Germany,770,['6db4d745-ee6b-499a-9921-74e2c482a5b4'],43,,,,,,,,,,,,,,,,Germany,770,00:17:43.186,Pass,,,,,,,116.3,61.5,105.1,65.6,Germany vs Denmark,Germany,Denmark
,,,,,,,,,,,,,,,,1.199998,,,,,,,,,,,,34579d09-31d5-4930-ace3-60edc5250024,732,,,"[99.5, 64.2]",3940983,17,,,,,-2.078533,,Left Foot,,,"[92.1, 50.9]",,Ground Pass,,15.220053,,,,Robert Andrich,9195.0,,,,,,1,From Throw In,Joshua Kimmich,5579.0,Right Back,37,Germany,770,['a0d8da6a-c6d1-424c-9c76-998b7adbf0bc'],46,,,,,,,,,,,,,,,,Germany,770,00:17:46.332,Pass,,,,,,,99.5,64.2,92.1,50.9,Germany vs Denmark,Germany,Denmark
