50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,team,team_id,timestamp,type,under_pressure,tactics.formation,tactics.lineup,tactics,50_50.outcome.id,50_50.outcome.name,x,y,end_x,end_y,match_name,home_team,away_team
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,d0b211ec-def3-4791-934f-421eea7cad77,1,,,,3938638,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Romania,905,,0,,,,,,,,,,,,,,,,Romania,905,00:00:00.000,Starting XI,,4141.0,"[{'player': {'id': 28242, 'name': 'Florin Constantin Niţă'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 24861, 'name': 'Andrei Florin Ratiu'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 39615, 'name': 'Radu Drăgușin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 31908, 'name': 'Andrei Burcă Andonie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 34600, 'name': 'Nicușor Silviu Bancu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 30913, 'name': 'Marius Mihai Marin'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 56905, 'name': 'Dennis Man'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 20}, {'player': {'id': 16344, 'name': 'Răzvan Gabriel Marin'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 10916, 'name': 'Nicolae Claudiu Stanciu'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 34599, 'name': 'Florinel Teodor Coman'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 17}, {'player': {'id': 31193, 'name': 'Denis Mihai Drăguş'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]",,,,,,,,Romania vs Ukraine,Romania,Ukraine
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,4a0cb01c-8a12-49ea-88c0-a8d0f5437064,2,,,,3938638,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Romania,905,,0,,,,,,,,,,,,,,,,Ukraine,911,00:00:00.000,Starting XI,,4231.0,"[{'player': {'id': 21390, 'name': 'Andriy Lunin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 23}, {'player': {'id': 45785, 'name': 'Yukhym Konoplya'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 39136, 'name': 'Illia Zabarnyi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 13}, {'player': {'id': 18617, 'name': 'Mykola Matvienko'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 3575, 'name': 'Oleksandr Zinchenko'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 21294, 'name': 'Mykola Shaparenko'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 11000, 'name': 'Taras Stepanenko'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 16509, 'name': 'Viktor Tsygankov'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 15}, {'player': {'id': 38975, 'name': 'Georgiy Sudakov'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 39483, 'name': 'Mykhailo Mudryk'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 25079, 'name': 'Artem Dovbyk'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]",,,,,,,,Romania vs Ukraine,Romania,Ukraine
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,56dc5318-2e9a-424b-bd85-f5a076b9d620,3,,,,3938638,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Romania,905,['b8c993f8-03d0-4527-8477-83f8987fa827'],0,,,,,,,,,,,,,,,,Romania,905,00:00:00.000,Half Start,,,,,,,,,,,Romania vs Ukraine,Romania,Ukraine
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,b8c993f8-03d0-4527-8477-83f8987fa827,4,,,,3938638,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Romania,905,['56dc5318-2e9a-424b-bd85-f5a076b9d620'],0,,,,,,,,,,,,,,,,Ukraine,911,00:00:00.000,Half Start,,,,,,,,,,,Romania vs Ukraine,Romania,Ukraine
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,33fa9132-5637-4ca0-a6b9-80f1d65e444f,1740,,,,3938638,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,74,Romania,905,['9096165c-a316-4693-b921-ea401cff23eb'],0,,,,,,,,,,,,,,,,Ukraine,911,00:00:00.000,Half Start,,,,,,,,,,,Romania vs Ukraine,Romania,Ukraine
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,9096165c-a316-4693-b921-ea401cff23eb,1741,,,,3938638,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,74,Romania,905,['33fa9132-5637-4ca0-a6b9-80f1d65e444f'],0,,,,,,,,,,,,,,,,Romania,905,00:00:00.000,Half Start,,,,,,,,,,,Romania vs Ukraine,Romania,Ukraine
,,,,,,,,,,,,,,,,,0.98929,,,,,,,,,,,ca616d33-9342-41d9-8167-e4d05d39c22f,5,,,"[60.0, 40.0]",3938638,0,,,,-2.9904366,,Left Foot,,,,"[44.9, 37.7]",,Ground Pass,,15.274161,,,Taras Stepanenko,11000.0,,,,,Kick Off,1,From Kick Off,Artem Dovbyk,25079.0,Center Forward,2,Ukraine,911,['d3fcd97c-74d1-4709-bbd9-c2889cc68580'],0,,,,,,,,,,,,,,,,Ukraine,911,00:00:00.917,Pass,,,,,,,60.0,40.0,44.9,37.7,Romania vs Ukraine,Romania,Ukraine
,,,,,,,,,,,,,,,,,1.893617,,,,,,,,,,,ece9525a-9ece-4b00-93e6-08a187c6811d,8,,,"[45.9, 37.7]",3938638,0,,,,-2.827842,,Left Foot,,,,"[27.1, 31.6]",,Ground Pass,,19.764868,,,Mykola Matvienko,18617.0,,,,,,1,From Kick Off,Taras Stepanenko,11000.0,Left Defensive Midfield,2,Ukraine,911,['1fa3df43-c922-4a10-9642-8330976d7fe2'],2,,,,,,,,,,,,,,,,Ukraine,911,00:00:02.664,Pass,,,,,,,45.9,37.7,27.1,31.6,Romania vs Ukraine,Romania,Ukraine
,,,,,,,,,,,,,,,,,1.387728,,,,,,,,,,,78c074df-d790-4e72-a6a8-8206d05aeaf9,11,,,"[30.1, 31.6]",3938638,0,,,,1.8221934,,Left Foot,,,,"[25.4, 49.9]",,Ground Pass,,18.893915,,,Illia Zabarnyi,39136.0,,,,,,1,From Kick Off,Mykola Matvienko,18617.0,Left Center Back,2,Ukraine,911,['d4c7e48e-318a-4530-ae72-1556ad791b2d'],5,,,,,,,,,,,,,,,,Ukraine,911,00:00:05.261,Pass,,,,,,,30.1,31.6,25.4,49.9,Romania vs Ukraine,Romania,Ukraine
,,,,,,,,,,,,,,,,,1.754054,,,,,,,,,,,31d56eb6-5992-4a7b-9f11-9ec6c2fcf3e3,14,,,"[26.9, 49.9]",3938638,0,,,,-1.4296644,,Right Foot,,,,"[29.5, 31.6]",,Ground Pass,,18.483776,,,Mykola Matvienko,18617.0,,,,,,1,From Kick Off,Illia Zabarnyi,39136.0,Right Center Back,2,Ukraine,911,['e4e04d69-0917-43db-8305-49e5c659dd8b'],9,,,,,,,,,,,,,,,,Ukraine,911,00:00:09.576,Pass,,,,,,,26.9,49.9,29.5,31.6,Romania vs Ukraine,Romania,Ukraine
,,,,,,,,,,,,,,,,,0.896464,,,,,,,,,,,9e0ebbe4-fbdd-4804-9ac7-b43e1f533762,17,,,"[31.4, 32.4]",3938638,0,,,,0.51789296,,Left Foot,,,,"[40.0, 37.3]",,Ground Pass,,9.89798,,,Taras Stepanenko,11000.0,,,,,,1,From Kick Off,Mykola Matvienko,18617.0,Left Center Back,2,Ukraine,911,['b2753910-c887-4fc8-bfea-906b07148172'],12,,,,,,,,,,,,,,,,Ukraine,911,00:00:12.830,Pass,,,,,,,31.4,32.4,40.0,37.3,Romania vs Ukraine,Romania,Ukraine
,,,,,,,,,,,,,,,,,1.003873,,,,,,,,,,,56ee3b3c-78e1-48d2-9ebd-1ae21e130d26,20,,,"[40.0, 37.3]",3938638,0,,,,-2.6651251,,Left Foot,,,,"[27.6, 30.9]",,Ground Pass,,13.954211,,,Mykola Matvienko,18617.0,,,,,,1,From Kick Off,Taras Stepanenko,11000.0,Left Defensive Midfield,2,Ukraine,911,['3590ac89-1e2b-4608-8e2c-7cb22988029e'],14,,,,,,,,,,,,,,,,Ukraine,911,00:00:14.374,Pass,,,,,,,40.0,37.3,27.6,30.9,Romania vs Ukraine,Romania,Ukraine
,,,,,,,,,,,,,,,,,1.758585,,,,,,,,,,,7ee79446-de88-4bbb-9748-7a12f192376c,23,,,"[27.6, 29.3]",3938638,0,,,,2.7890396,,Left Foot,,,,"[6.4, 37.1]",,Ground Pass,,22.589378,,,Andriy Lunin,21390.0,,,,,,1,From Kick Off,Mykola Matvienko,18617.0,Left Center Back,2,Ukraine,911,['5627f81d-9628-43cf-a047-4ae34fa1fb70'],15,,,,,,,,,,,,,,,,Ukraine,911,00:00:15.844,Pass,,,,,,,27.6,29.3,6.4,37.1,Romania vs Ukraine,Romania,Ukraine
,,,,,,,,,,,,,,,,,1.081263,,,,,,,,,,,64f29963-1ee1-46e0-a4f5-3fe482f0b05d,27,,,"[9.6, 37.3]",3938638,0,,,,1.54611,,Left Foot,,,,"[10.0, 53.5]",,Ground Pass,,16.204937,,,Illia Zabarnyi,39136.0,,,,,,1,From Kick Off,Andriy Lunin,21390.0,Goalkeeper,2,Ukraine,911,"['015eb5bc-62c4-4014-b5e1-d0a6cf2b879d', '65194dff-7ea2-44e7-81ed-0ac129a9d3a9']",18,,,,,,,,,,,,,,,,Ukraine,911,00:00:18.218,Pass,True,,,,,,9.6,37.3,10.0,53.5,Romania vs Ukraine,Romania,Ukraine
,,,,,,,,,,,,,,,,,0.970027,,,,,,,,,,,88794d90-d6b4-4178-b096-87df8be20f1f,32,,,"[103.5, 8.8]",3938638,0,,,,2.0303118,,Right Foot,,,,"[98.7, 18.5]",,Ground Pass,,10.822661,Incomplete,,Florinel Teodor Coman,34599.0,,,,,Recovery,1,From Kick Off,Nicolae Claudiu Stanciu,10916.0,Left Center Midfield,2,Ukraine,911,"['37e695de-c80d-431a-97d9-5c5d2a3430a2', '4a1cda8a-bf46-447a-8d41-db9cc8f82a1d', 'b3644785-883b-4ed4-b1da-f175ac8e8486']",21,,,,,,,,,,,,,,,,Romania,905,00:00:21.418,Pass,True,,,,,,103.5,8.8,98.7,18.5,Romania vs Ukraine,Romania,Ukraine
,,,,,,,,,,,,,,,,,1.365075,,,,,,,,,,,8c2ac243-21c7-428e-8d2b-e68ffed0d2bc,40,,,"[37.3, 68.3]",3938638,0,,,,-0.76159316,,Right Foot,,,,"[45.9, 60.1]",,Ground Pass,,11.882761,,,Viktor Tsygankov,16509.0,,,,,,1,From Kick Off,Mykola Shaparenko,21294.0,Right Defensive Midfield,2,Ukraine,911,['ad458232-ca53-4e22-be20-41135684f960'],25,,,,,,,,,,,,,,,,Ukraine,911,00:00:25.682,Pass,,,,,,,37.3,68.3,45.9,60.1,Romania vs Ukraine,Romania,Ukraine
,,,,,,,,,,,,,,,,,1.130145,,,,,,,,,,,5fb71c11-5a0c-4a2f-adf4-3a1618b2fc84,43,,,"[45.3, 60.1]",3938638,0,,,,-0.9687694,,Left Foot,,,,"[56.5, 43.8]",,Ground Pass,,19.777006,,,Georgiy Sudakov,38975.0,,,,,,1,From Kick Off,Viktor Tsygankov,16509.0,Right Wing,2,Ukraine,911,['b7146b17-611a-483c-ade6-defbbb943c73'],27,,,,,,,,,,,,,,,,Ukraine,911,00:00:27.127,Pass,,,,,,,45.3,60.1,56.5,43.8,Romania vs Ukraine,Romania,Ukraine
,,,,,,,,,,,,,,,,,1.423348,,,,,,,,,,,556caf9b-b68e-4002-9f40-68831034d7ef,47,,,"[77.4, 32.8]",3938638,0,,,,-0.78885835,,Right Foot,,,,"[91.8, 18.3]",,Ground Pass,,20.435509,,,Mykhailo Mudryk,39483.0,,,,,,1,From Kick Off,Georgiy Sudakov,38975.0,Center Attacking Midfield,2,Ukraine,911,['ec3e8fbb-e05a-4244-bc64-ae7769346759'],31,,,,,,,,,,,,,,,,Ukraine,911,00:00:31.033,Pass,,,,,,,77.4,32.8,91.8,18.3,Romania vs Ukraine,Romania,Ukraine
,,,,,,,,,,,,,,,,,0.819544,,,,,,,,,,,1bf7acc4-3382-462e-8798-e5ff184cafb0,57,,,"[96.0, 41.9]",3938638,0,,,,0.7638961,,Right Foot,,,,"[105.5, 51.0]",,Ground Pass,,13.155227,Incomplete,,,,,,,,,1,From Kick Off,Mykhailo Mudryk,39483.0,Left Wing,2,Ukraine,911,['6c46fb8f-34a4-4f9c-99ea-e43c3d93b590'],37,,,,,,,,,,,,,,,,Ukraine,911,00:00:37.270,Pass,,,,,,,96.0,41.9,105.5,51.0,Romania vs Ukraine,Romania,Ukraine
,,,,,,,,,,,,,,,,,2.154287,,,,,,,,,,,893d70bc-a991-4e38-9f04-73eaf868bda6,61,,,"[45.5, 15.9]",3938638,0,,,,2.6695216,,Right Foot,,,,"[12.4, 32.8]",,Ground Pass,,37.16477,,,Andriy Lunin,21390.0,,,,,,1,From Kick Off,Illia Zabarnyi,39136.0,Right Center Back,2,Ukraine,911,['14b22d80-5b5a-4b58-a75d-7db4dc79d585'],44,,,,,,,,,,,,,,,,Ukraine,911,00:00:44.008,Pass,,,,,,,45.5,15.9,12.4,32.8,Romania vs Ukraine,Romania,Ukraine
,,,,,,,,,,,,,,,,,1.633474,,,,,,,,,,,049f47e1-59cf-4eb5-900a-87e33b34b8a8,64,,,"[21.0, 28.6]",3938638,0,,,,-0.887087,,Right Foot,,,,"[32.0, 15.1]",,Ground Pass,,17.414074,,,Illia Zabarnyi,39136.0,,,,,,1,From Kick Off,Andriy Lunin,21390.0,Goalkeeper,2,Ukraine,911,['04830509-3384-4d40-a12f-5edb0679c18c'],47,,,,,,,,,,,,,,,,Ukraine,911,00:00:47.691,Pass,,,,,,,21.0,28.6,32.0,15.1,Romania vs Ukraine,Romania,Ukraine
,,,,,,,,,,,,,,,,,5.223312,,,,,,,,,,,6257c2ce-b05c-4a30-8232-64e10b4e0dbf,67,,,"[39.8, 14.0]",3938638,0,,,,0.09817854,,Right Foot,,,,"[112.9, 21.2]",,High Pass,,73.45373,Incomplete,,Mykhailo Mudryk,39483.0,,,,,,1,From Kick Off,Illia Zabarnyi,39136.0,Right Center Back,2,Ukraine,911,"['21783ff5-e427-4919-a10d-d69a5851eebd', '66fed265-406a-4d67-a937-ffb38ae6de82']",51,,,,,,,,,,,,,,,,Ukraine,911,00:00:51.815,Pass,,,,,,,39.8,14.0,112.9,21.2,Romania vs Ukraine,Romania,Ukraine
,,,,,,,,,,,,,,,,,6.482777,,,,,,,,,,,bd371173-fd79-4a98-9818-2d4d002095b5,71,,,"[16.5, 41.6]",3938638,1,,,,-0.15728566,,Drop Kick,,,,"[99.1, 28.5]",,High Pass,,83.63235,Incomplete,,,,,,,,,1,From Kick Off,Florin Constantin Niţă,28242.0,Goalkeeper,2,Ukraine,911,['5f88b0db-6212-49f9-b1ce-e9c56046487a'],16,,,,,,,,,,,,,,,,Romania,905,00:01:16.022,Pass,,,,,,,16.5,41.6,99.1,28.5,Romania vs Ukraine,Romania,Ukraine
,,,,,,,,,,,,,,,,,1.633198,,,,,,,,,,,5f88b0db-6212-49f9-b1ce-e9c56046487a,72,,,"[21.0, 51.6]",3938638,1,,,,-3.1194968,,Head,,,,"[2.9, 51.2]",,Low Pass,,18.10442,,,Andriy Lunin,21390.0,,,,,Recovery,1,From Kick Off,Mykola Matvienko,18617.0,Left Center Back,2,Ukraine,911,"['70b9c5ff-bd32-4d5a-99b1-b302ef47476c', 'bd371173-fd79-4a98-9818-2d4d002095b5']",22,,,,,,,,,,,,,,,,Ukraine,911,00:01:22.505,Pass,,,,,,,21.0,51.6,2.9,51.2,Romania vs Ukraine,Romania,Ukraine
,,,,,,,,,,,,,,,,,2.174825,,,,,,,,,,,a6b3a927-9fa3-479b-8a5c-34aca335eb3c,75,,,"[2.2, 51.0]",3938638,1,,,,-0.984376,,Keeper Arm,,,,"[11.9, 36.4]",,Ground Pass,,17.528547,,,Mykola Matvienko,18617.0,,,,,,1,From Kick Off,Andriy Lunin,21390.0,Goalkeeper,2,Ukraine,911,['08cf7cbf-d756-44ae-acad-c5be5bd2d42c'],26,,,,,,,,,,,,,,,,Ukraine,911,00:01:26.959,Pass,,,,,,,2.2,51.0,11.9,36.4,Romania vs Ukraine,Romania,Ukraine
,,,,,,,,,,,,,,,,,2.552644,,,,,,,,,,,797e2a7e-dbb3-456a-866e-9b43dc75f012,78,,,"[12.4, 37.3]",3938638,1,,,,0.7651111,,Left Foot,,,,"[47.6, 71.1]",,High Pass,,48.80041,,,Yukhym Konoplya,45785.0,,,,,,1,From Kick Off,Mykola Matvienko,18617.0,Left Center Back,2,Ukraine,911,['9a20b1cd-471b-4f84-bcfd-0cb24f07878b'],31,,,,,,,,,,,,,,,,Ukraine,911,00:01:31.099,Pass,,,,,,,12.4,37.3,47.6,71.1,Romania vs Ukraine,Romania,Ukraine
,,,,,,,,,,,,,,,,,1.334817,,,,,,,,,,,05d91fc4-4e8b-434b-a047-0f81132ca87a,81,,,"[47.0, 70.0]",3938638,1,,,,-1.6960629,,Right Foot,,,,"[45.3, 56.5]",,Ground Pass,,13.606616,,,Mykola Shaparenko,21294.0,,,,,,1,From Kick Off,Yukhym Konoplya,45785.0,Right Back,2,Ukraine,911,['e39e9e53-1b19-4e01-86f2-a05fc1032ff1'],36,,,,,,,,,,,,,,,,Ukraine,911,00:01:36.066,Pass,,,,,,,47.0,70.0,45.3,56.5,Romania vs Ukraine,Romania,Ukraine
,,,,,,,,,,,,,,,,,0.716159,,,,,,,,,,,cf59aad6-9629-412a-9dc1-0347b0bc9c65,85,,,"[44.0, 57.1]",3938638,1,,,,1.7170317,,Right Foot,,,,"[42.1, 70.0]",,Ground Pass,,13.039172,,,Yukhym Konoplya,45785.0,,,,,,1,From Kick Off,Mykola Shaparenko,21294.0,Right Defensive Midfield,2,Ukraine,911,"['0f58c911-7624-4417-a5fb-6b304befda69', 'f5eeea90-92d1-4f1f-8b8b-f6fe38aea27c']",37,,,,,,,,,,,,,,,,Ukraine,911,00:01:37.616,Pass,True,,,,,,44.0,57.1,42.1,70.0,Romania vs Ukraine,Romania,Ukraine
,,,,,,,,,,,,,,,,,0.10971,,,,,,,,,,,653fe4cb-6dbf-4b68-a83a-aedf00a0ba98,88,,,"[39.4, 71.4]",3938638,1,,,,-2.9495447,,Right Foot,,,,"[35.8, 70.7]",,Low Pass,,3.6674242,Incomplete,,,,,,,,,1,From Kick Off,Yukhym Konoplya,45785.0,Right Back,2,Ukraine,911,"['0cd93418-1566-4349-add7-7aac94effb0f', 'd4288118-07cc-4217-a77f-bf5ecb735950']",38,,,,,,,,,,,,,,,,Ukraine,911,00:01:38.185,Pass,True,,,,,,39.4,71.4,35.8,70.7,Romania vs Ukraine,Romania,Ukraine
,,,,,,,,,,,,,,,,,1.708814,,,,,,,,,,,27f28d9b-a056-4eef-bf3c-0059282167fa,93,,,"[50.2, 71.7]",3938638,1,,,,-2.4658446,,Left Foot,,,,"[38.1, 62.0]",,Ground Pass,,15.508062,,,Yukhym Konoplya,45785.0,,,,,,1,From Kick Off,Viktor Tsygankov,16509.0,Right Wing,2,Ukraine,911,['be76cced-32fd-44d3-bc75-9c2fd5ffc364'],41,,,,,,,,,,,,,,,,Ukraine,911,00:01:41.673,Pass,,,,,,,50.2,71.7,38.1,62.0,Romania vs Ukraine,Romania,Ukraine
,,,,,,,,,,,,,,,,,1.527344,,,,,,,,,,,8c604ca5-b67b-412c-ac9b-4e32b3ec14e5,97,,,"[36.6, 62.0]",3938638,1,,,,-1.8000282,,Right Foot,,,,"[33.1, 47.0]",,Ground Pass,,15.402922,,,Taras Stepanenko,11000.0,,,,,,1,From Kick Off,Yukhym Konoplya,45785.0,Right Back,2,Ukraine,911,"['d3c9d3dd-1661-40c1-a2fb-63db59545372', 'e5a33a25-c4b3-4af6-b958-30c5414d4469']",43,,,,,,,,,,,,,,,,Ukraine,911,00:01:43.394,Pass,True,,,,,,36.6,62.0,33.1,47.0,Romania vs Ukraine,Romania,Ukraine
,,,,,,,,,,,,,,,,,1.183055,,,,,,,,,,,ad91138b-fb64-48f7-b790-e8a69ba1c94d,101,,,"[34.3, 45.5]",3938638,1,,,,-1.5939136,,Right Foot,,,,"[33.9, 28.2]",,Ground Pass,,17.304625,,,Mykola Matvienko,18617.0,,,,,,1,From Kick Off,Taras Stepanenko,11000.0,Left Defensive Midfield,2,Ukraine,911,['ee626bd6-7e32-4c91-8bbd-2592b1bc7579'],45,,,,,,,,,,,,,,,,Ukraine,911,00:01:45.692,Pass,,,,,,,34.3,45.5,33.9,28.2,Romania vs Ukraine,Romania,Ukraine
,,,,,,,,,,,,,,,,,0.517662,,,,,,,,,,,cf4e51d2-f210-40af-8671-c4d967bbe49a,105,,,"[35.6, 28.0]",3938638,1,,,,-0.31016806,,Left Foot,,,,"[43.4, 25.5]",,Ground Pass,,8.190848,,,Georgiy Sudakov,38975.0,,,,,,1,From Kick Off,Mykola Matvienko,18617.0,Left Center Back,2,Ukraine,911,"['4d3c309a-ed7f-454d-a677-cff7ed0a508e', '5d3b6d8f-53fc-41e9-ad5c-296f50c83a17']",48,,,,,,,,,,,,,,,,Ukraine,911,00:01:48.221,Pass,True,,,,,,35.6,28.0,43.4,25.5,Romania vs Ukraine,Romania,Ukraine
,,,,,,,,,,,,,,,,,1.66986,,,,,,,,,,,61f9914d-35b7-4e60-b9f3-1b0ffd988ff3,108,,,"[43.4, 25.0]",3938638,1,,,,2.0377443,,Right Foot,,,,"[37.3, 37.1]",,Ground Pass,,13.550646,,,Taras Stepanenko,11000.0,,,,,,1,From Kick Off,Georgiy Sudakov,38975.0,Center Attacking Midfield,2,Ukraine,911,['bb096713-f976-4d5f-9348-6f731621a019'],48,,,,,,,,,,,,,,,,Ukraine,911,00:01:48.779,Pass,,,,,,,43.4,25.0,37.3,37.1,Romania vs Ukraine,Romania,Ukraine
,,,,,,,,,,,,,,,,,1.2182,,,,,,,,,,,23402d79-aed7-4ed6-be47-f5670512635d,111,,,"[46.8, 44.9]",3938638,1,,,,1.1937088,,Left Foot,,,,"[50.8, 55.0]",,Ground Pass,,10.863241,,,Mykola Shaparenko,21294.0,,,,,,1,From Kick Off,Taras Stepanenko,11000.0,Left Defensive Midfield,2,Ukraine,911,['8f117a9c-6780-44c8-9bb4-6b7a9cbb2218'],54,,,,,,,,,,,,,,,,Ukraine,911,00:01:54.345,Pass,,,,,,,46.8,44.9,50.8,55.0,Romania vs Ukraine,Romania,Ukraine
,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,7285ba96-4c0a-4a05-8946-c58aac5bccda,114,,,"[55.2, 51.0]",3938638,1,,,,-1.9959234,,Right Foot,,,,"[46.1, 30.9]",,Ground Pass,,22.063997,,,Mykola Matvienko,18617.0,,,,,,1,From Kick Off,Mykola Shaparenko,21294.0,Right Defensive Midfield,2,Ukraine,911,['4ca45f47-4c13-4912-942b-a9f77ee1fdbb'],57,,,,,,,,,,,,,,,,Ukraine,911,00:01:57.768,Pass,,,,,,,55.2,51.0,46.1,30.9,Romania vs Ukraine,Romania,Ukraine
,,,,,,,,,,,,,,,,,1.802882,,,,,,,,,,,03a0e906-0f3a-4add-94f8-42dce5874cf3,117,,,"[56.9, 24.8]",3938638,2,,,,-1.4700745,,Right Foot,,,,"[58.8, 6.0]",,Ground Pass,,18.895767,,,Oleksandr Zinchenko,3575.0,,,,,,1,From Kick Off,Mykola Matvienko,18617.0,Left Center Back,2,Ukraine,911,['e8fafa35-8a63-4949-ad05-093050a378db'],2,,,,,,,,,,,,,,,,Ukraine,911,00:02:02.059,Pass,,,,,,,56.9,24.8,58.8,6.0,Romania vs Ukraine,Romania,Ukraine
,,,,,,,,,,,,,,,,,0.82817,,,,,,,,,,,f7268c4a-85f4-4d34-bdca-a99b574db097,120,,,"[60.5, 6.0]",3938638,2,,,,1.305979,,Left Foot,,,,"[63.7, 17.8]",,Ground Pass,,12.226201,,,Taras Stepanenko,11000.0,,,,,,1,From Kick Off,Oleksandr Zinchenko,3575.0,Left Back,2,Ukraine,911,['23f296cf-bd77-4528-a105-0bd4721cb34c'],6,,,,,,,,,,,,,,,,Ukraine,911,00:02:06.811,Pass,,,,,,,60.5,6.0,63.7,17.8,Romania vs Ukraine,Romania,Ukraine
,,,,,,,,,,,,,,,,,0.910634,,,,,,,,,,,c235ecb5-9e9a-4fc3-b003-d4688236cbe3,123,,,"[63.7, 17.6]",3938638,2,,,,-2.1885521,,Left Foot,,,,"[55.6, 6.2]",,Ground Pass,,13.984634,,,Oleksandr Zinchenko,3575.0,,,,,,1,From Kick Off,Taras Stepanenko,11000.0,Left Defensive Midfield,2,Ukraine,911,['b3a16da0-ad92-4965-baea-3b28595206f1'],7,,,,,,,,,,,,,,,,Ukraine,911,00:02:07.679,Pass,,,,,,,63.7,17.6,55.6,6.2,Romania vs Ukraine,Romania,Ukraine
,,,,,,,,,,,,,,,,,0.664975,,,,,,,,,,,60e5214a-1ad8-44d1-bdb9-6a428bc2e7ec,126,,,"[55.6, 6.2]",3938638,2,,,,-0.02352507,,Left Foot,,,,"[64.1, 6.0]",,Ground Pass,,8.502353,,,Georgiy Sudakov,38975.0,,,,,,1,From Kick Off,Oleksandr Zinchenko,3575.0,Left Back,2,Ukraine,911,['88d6b005-6636-44c5-9f14-f948c440b125'],9,,,,,,,,,,,,,,,,Ukraine,911,00:02:09.115,Pass,,,,,,,55.6,6.2,64.1,6.0,Romania vs Ukraine,Romania,Ukraine
