50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,team,team_id,timestamp,type,under_pressure,tactics.formation,tactics.lineup,tactics,50_50.outcome.id,50_50.outcome.name,x,y,end_x,end_y,match_name,home_team,away_team
,,,,,,,,,,,,,,,,,,,2.519286,,,,,,,,,,,,,,,15069222-ec0a-42fe-89a4-422dbb1f4c24,2240,,,"[35.1, 14.7]",3938644,50,,,,1.5641739,,Right Foot,,,"[35.3, 44.9]",,Ground Pass,,30.200663,,,Giorgi Kochorashvili,41202.0,,,,,,Free Kick,2,From Free Kick,Otar Kiteishvili,11335.0,Center Defensive Midfield,92,Georgia,2138,['1e595b85-ff3e-41b7-8aa0-578783bab2f7'],6,,,,,,,,,,,,,,,,Georgia,2138,00:05:06.041,Pass,,,,,,,35.1,14.7,35.3,44.9,Georgia vs Portugal,Georgia,Portugal
,,,,,,,,,,,,,,,,,,,1.372214,,,,,,,,,,,,,,,a73ce14b-504d-4797-a8f9-cd290889b997,2243,,,"[35.3, 44.9]",3938644,50,,,,1.07392,,Right Foot,,,"[50.7, 73.3]",,Ground Pass,,32.306656,,,Giorgi Gvelesiani,398886.0,,,,,,,2,From Free Kick,Giorgi Kochorashvili,41202.0,Left Center Midfield,92,Georgia,2138,['a6976b13-4761-4339-a819-e51d8ada1d1a'],10,,,,,,,,,,,,,,,,Georgia,2138,00:05:10.611,Pass,,,,,,,35.3,44.9,50.7,73.3,Georgia vs Portugal,Georgia,Portugal
,,,,,,,,,,,,,,,,,,,3.049359,,,,,,,,,,,,,,,af03a97d-5145-40a3-8683-02a3f5e4159b,2246,,,"[62.3, 74.4]",3938644,50,,,,-0.20445189,,Right Foot,,,"[100.4, 66.5]",,Ground Pass,,38.910408,Incomplete,,Otar Kakabadze,25036.0,,,,,,,2,From Free Kick,Giorgi Gvelesiani,398886.0,Right Center Back,92,Georgia,2138,"['4659ae28-512d-48fe-961a-097f1aaa531a', 'e0481321-cefe-4f3a-86a8-cb224364f5b8']",15,,,,,,,,,,,,,,,,Georgia,2138,00:05:15.342,Pass,,,,,,,62.3,74.4,100.4,66.5,Georgia vs Portugal,Georgia,Portugal
,,,,,,,,,,,,,,,,,,,1.929947,,,,,,,,,,,,,,,4659ae28-512d-48fe-961a-097f1aaa531a,2248,,,"[19.7, 13.6]",3938644,50,,,,2.3872404,,Right Foot,,,"[3.1, 29.2]",,Ground Pass,,22.779816,,,Diogo Meireles Costa,32975.0,,,,,,Recovery,2,Regular Play,Gonçalo Bernardo Inácio,42106.0,Left Center Back,93,Portugal,780,"['2685b130-5951-42d6-85d1-9849da947a27', 'af03a97d-5145-40a3-8683-02a3f5e4159b']",18,,,,,,,,,,,,,,,,Portugal,780,00:05:18.391,Pass,,,,,,,19.7,13.6,3.1,29.2,Georgia vs Portugal,Georgia,Portugal
,,,,,,,,,,,,,,,,,,,1.782113,,,,,,,,,,,,,,,8623f03e-d947-428a-8ac7-91d0b4ca5e5a,2251,,,"[7.8, 31.4]",3938644,50,,,,1.0605874,,Right Foot,,,"[20.0, 53.2]",,Ground Pass,,24.981594,,,António João Pereira Albuquerque Tavares Silva,143854.0,,,,,,,2,Regular Play,Diogo Meireles Costa,32975.0,Goalkeeper,93,Portugal,780,['88781b82-d5b8-4ea7-8946-6e192e2051ae'],21,,,,,,,,,,,,,,,,Portugal,780,00:05:21.673,Pass,,,,,,,7.8,31.4,20.0,53.2,Georgia vs Portugal,Georgia,Portugal
,,,,,,,,,,,,,,,,,,,1.419258,,,,,,,,,,,,,,,72d12ca3-a43d-4673-8460-e88241128c4e,2254,,,"[31.3, 55.1]",3938644,50,,,,0.8500561,,Right Foot,,,"[44.3, 69.9]",,Ground Pass,,19.69873,,,José Diogo Dalot Teixeira,16028.0,,,,,,,2,Regular Play,António João Pereira Albuquerque Tavares Silva,143854.0,Right Center Back,93,Portugal,780,['a06909b5-1201-4a4a-b254-6ce11045ece8'],26,,,,,,,,,,,,,,,,Portugal,780,00:05:26.243,Pass,,,,,,,31.3,55.1,44.3,69.9,Georgia vs Portugal,Georgia,Portugal
,,,,,,,,,,,,,,,,,,,1.418097,,,,,,,,,,,,,,,5ef49926-0836-4434-a43b-fb2f3f7b392e,2257,,,"[44.1, 69.9]",3938644,50,,,,-2.4033697,,Right Foot,,,"[31.9, 58.8]",,Ground Pass,,16.493938,,,António João Pereira Albuquerque Tavares Silva,143854.0,,,,,,,2,Regular Play,José Diogo Dalot Teixeira,16028.0,Right Wing Back,93,Portugal,780,['9aa84f43-460d-4419-8130-e1a5cb83ea75'],28,,,,,,,,,,,,,,,,Portugal,780,00:05:28.646,Pass,,,,,,,44.1,69.9,31.9,58.8,Georgia vs Portugal,Georgia,Portugal
,,,,,,,,,,,,,,,,,,,1.697535,,,,,,,,,,,,,,,8d515c7c-0122-4ad5-b87d-78c7b9e72bbd,2260,,,"[37.9, 57.9]",3938644,50,,,,-1.7175176,,Right Foot,,,"[34.9, 37.6]",,Ground Pass,,20.520477,,,Danilo Luís Hélio Pereira,13621.0,,,,,,,2,Regular Play,António João Pereira Albuquerque Tavares Silva,143854.0,Right Center Back,93,Portugal,780,['256185b0-18cc-4560-9ad7-55cedea31c33'],32,,,,,,,,,,,,,,,,Portugal,780,00:05:32.556,Pass,,,,,,,37.9,57.9,34.9,37.6,Georgia vs Portugal,Georgia,Portugal
,,,,,,,,,,,,,,,,,,,1.851445,,,,,,,,,,,,,,,e0ec0e67-388a-45f5-a1bb-3e0ac140fd2e,2263,,,"[34.9, 37.6]",3938644,50,,,,-0.9893357,,Right Foot,,,"[51.2, 12.8]",,Ground Pass,,29.677095,,,Gonçalo Bernardo Inácio,42106.0,,,,,,,2,Regular Play,Danilo Luís Hélio Pereira,13621.0,Center Back,93,Portugal,780,['a9f2ce09-134c-414d-ab12-337c44ccc853'],35,,,,,,,,,,,,,,,,Portugal,780,00:05:35.065,Pass,,,,,,,34.9,37.6,51.2,12.8,Georgia vs Portugal,Georgia,Portugal
,,,,,,,,,,,,,,,,,,,1.902901,,,,,,,,,,,,,,,3bc428ff-2244-463e-b49c-b758d1fd28c5,2266,,,"[56.1, 11.7]",3938644,50,,,,-0.2555491,,Left Foot,,,"[78.3, 5.9]",,Ground Pass,,22.945152,,,Pedro Lomba Neto,23256.0,,,,,,,2,Regular Play,Gonçalo Bernardo Inácio,42106.0,Left Center Back,93,Portugal,780,['a948de60-5c1f-4a4d-bc6c-10c3ff14dc5b'],37,,,,,,,,,,,,,,,,Portugal,780,00:05:37.676,Pass,,,,,,,56.1,11.7,78.3,5.9,Georgia vs Portugal,Georgia,Portugal
,,,,,,,,,,,,,,,,,,,1.301422,,,,,,,,,,,,,,,aad23a65-f3cf-4c48-bbaf-8f720f4f3007,2269,,,"[84.6, 5.7]",3938644,50,,,,2.2902524,,Left Foot,,,"[74.7, 17.0]",,Ground Pass,,15.023315,,,Rúben Diogo Da Silva Neves,9927.0,,,,,,,2,Regular Play,Pedro Lomba Neto,23256.0,Left Wing Back,93,Portugal,780,['a1bff2ac-c774-47a5-aed9-9efb7c2d9a17'],41,,,,,,,,,,,,,,,,Portugal,780,00:05:41.396,Pass,,,,,,,84.6,5.7,74.7,17.0,Georgia vs Portugal,Georgia,Portugal
,,,,,,,,,,,,,,,,,,,1.588666,,,,,,,,,,,,,,,85ca389f-878c-48f7-8b25-fe514855aed9,2272,,,"[76.9, 17.5]",3938644,50,,,,2.4468544,,Left Foot,,,"[64.9, 27.5]",,Ground Pass,,15.6205,,,Danilo Luís Hélio Pereira,13621.0,,,,,,,2,Regular Play,Rúben Diogo Da Silva Neves,9927.0,Left Defensive Midfield,93,Portugal,780,['54cede02-2702-4dd3-98ae-aca23aa27340'],43,,,,,,,,,,,,,,,,Portugal,780,00:05:43.410,Pass,,,,,,,76.9,17.5,64.9,27.5,Georgia vs Portugal,Georgia,Portugal
,,,,,,,,,,,,,,,,,,,1.874217,,,,,,,,,,,,,,,3366f035-8a2c-4179-9b2c-453dc54c48ef,2275,,,"[64.7, 27.5]",3938644,50,,,,1.1891562,,Right Foot,,,"[76.9, 57.9]",,Ground Pass,,32.75668,,,António João Pereira Albuquerque Tavares Silva,143854.0,,,,,,,2,Regular Play,Danilo Luís Hélio Pereira,13621.0,Center Back,93,Portugal,780,['56418754-18d4-467e-8dcd-104742904593'],45,,,,,,,,,,,,,,,,Portugal,780,00:05:45.437,Pass,,,,,,,64.7,27.5,76.9,57.9,Georgia vs Portugal,Georgia,Portugal
,,,,,,,,,,,,,,,,,,,1.792208,,,,,,,,,,,,,,,a7cbfb02-551f-4d34-a7ed-a3be694095a0,2278,,,"[77.5, 59.8]",3938644,50,,,,0.80116975,,Left Foot,,,"[93.1, 75.9]",,Ground Pass,,22.418074,,,Francisco Fernandes Conceição,39624.0,,,,,,,2,Regular Play,António João Pereira Albuquerque Tavares Silva,143854.0,Right Center Back,93,Portugal,780,['e34133d4-7ac6-4252-b242-9759fcbb083b'],48,,,,,,,,,,,,,,,,Portugal,780,00:05:48.291,Pass,,,,,,,77.5,59.8,93.1,75.9,Georgia vs Portugal,Georgia,Portugal
,,,,,,,,,,,,,,,,,,,1.268453,,,,,,,,,,,,,,,86456682-a501-4216-8299-40ddb0b35a31,2281,,,"[105.1, 73.9]",3938644,50,,,,-2.9584818,,Right Foot,,,"[91.6, 71.4]",,Ground Pass,,13.72953,,,José Diogo Dalot Teixeira,16028.0,,,,,,,2,Regular Play,Francisco Fernandes Conceição,39624.0,Right Attacking Midfield,93,Portugal,780,['36c5a23f-566d-4b55-a97f-3d51c1a2191e'],52,,,,,,,,,,,,,,,,Portugal,780,00:05:52.682,Pass,,,,,,,105.1,73.9,91.6,71.4,Georgia vs Portugal,Georgia,Portugal
,,,,,,,,,,,,,,,,,,,1.258747,,,,,,,,,,,,,,,72345b31-748a-487d-b2c9-17f074d0fbf7,2284,,,"[92.0, 71.4]",3938644,50,,,,-3.1019309,,Left Foot,,,"[79.4, 70.9]",,Ground Pass,,12.609917,,,António João Pereira Albuquerque Tavares Silva,143854.0,,,,,,,2,Regular Play,José Diogo Dalot Teixeira,16028.0,Right Wing Back,93,Portugal,780,['ea4fda96-f233-434f-8258-83ef2b95f970'],56,,,,,,,,,,,,,,,,Portugal,780,00:05:56.979,Pass,,,,,,,92.0,71.4,79.4,70.9,Georgia vs Portugal,Georgia,Portugal
,,,,,,,,,,,,,,,,,,,1.15377,,,,,,,,,,,,,,,40da37f1-d217-403f-889a-8a0386093aa6,2287,,,"[90.5, 70.1]",3938644,51,,,,0.82981336,,Left Foot,,,"[94.8, 74.8]",,Ground Pass,,6.3702435,,,Francisco Fernandes Conceição,39624.0,,,,,,,2,Regular Play,António João Pereira Albuquerque Tavares Silva,143854.0,Right Center Back,93,Portugal,780,['6dfade12-cdec-47b8-ab1b-3f0d56536f0f'],1,,,,,,,,,,,,,,,,Portugal,780,00:06:01.486,Pass,,,,,,,90.5,70.1,94.8,74.8,Georgia vs Portugal,Georgia,Portugal
,,,,,,,,,,,,,,,,,,,1.435704,,,,,,,,,,,,,,,4f8016b4-2c82-49c3-b058-b3b00eef44e7,2290,,,"[95.2, 75.0]",3938644,51,,,,-2.478978,,Left Foot,,,"[82.0, 64.7]",,Ground Pass,,16.74306,,,João Neves,143859.0,,,,,,,2,Regular Play,Francisco Fernandes Conceição,39624.0,Right Attacking Midfield,93,Portugal,780,['86f388ae-4f2c-431e-911f-b357a80e1f2f'],3,,,,,,,,,,,,,,,,Portugal,780,00:06:03.893,Pass,,,,,,,95.2,75.0,82.0,64.7,Georgia vs Portugal,Georgia,Portugal
,,,,,,,,,,,,,,,,,,,2.625056,,,,,,,,,,,,,,,bab66ff8-64db-4595-9c52-5984310866cd,2293,,,"[84.1, 64.1]",3938644,51,,,,-1.4401954,,Right Foot,,,"[91.6, 7.0]",,High Pass,,57.59045,,,Pedro Lomba Neto,23256.0,,,True,,,,2,Regular Play,João Neves,143859.0,Right Defensive Midfield,93,Portugal,780,['6b1337bd-2f98-4c66-8fcd-49bb03e53cea'],7,,,,,,,,,,,,,,,,Portugal,780,00:06:07.744,Pass,,,,,,,84.1,64.1,91.6,7.0,Georgia vs Portugal,Georgia,Portugal
,,,,,,,,,,,,,,,,,,,1.212756,,,,,,,,,,,,,,,67f792f5-8c5f-4913-b460-7e7c983b0b00,2296,,,"[92.5, 9.3]",3938644,51,,,,1.9945878,,Right Foot,,,"[86.5, 22.6]",,Ground Pass,,14.590751,,,João Félix Sequeira,12041.0,,,,,,,2,Regular Play,Pedro Lomba Neto,23256.0,Left Wing Back,93,Portugal,780,['19d80db6-30b9-4b06-98d7-cb0e32fd203c'],13,,,,,,,,,,,,,,,,Portugal,780,00:06:13.367,Pass,,,,,,,92.5,9.3,86.5,22.6,Georgia vs Portugal,Georgia,Portugal
,,,,,,,,,,,,,,,,,,,1.517493,,,,,,,,,,,,,,,884a19da-80e2-4d79-b6ad-16f01dc9f73c,2299,,,"[85.0, 22.6]",3938644,51,,,,1.6653411,,Right Foot,,,"[83.9, 34.2]",,Ground Pass,,11.652039,,,Danilo Luís Hélio Pereira,13621.0,,,,,,,2,Regular Play,João Félix Sequeira,12041.0,Left Attacking Midfield,93,Portugal,780,['561fe5c0-f127-44d8-9593-fff161a6a60f'],16,,,,,,,,,,,,,,,,Portugal,780,00:06:16.108,Pass,,,,,,,85.0,22.6,83.9,34.2,Georgia vs Portugal,Georgia,Portugal
,,,,,,,,,,,,,,,,,,,1.151284,,,,,,,,,,,,,,,3d93fff2-4f7f-4ffc-bfff-7c91b7e9eb8e,2302,,,"[84.3, 34.2]",3938644,51,,,,1.4773196,,Right Foot,,,"[86.7, 59.8]",,Ground Pass,,25.712254,,,António João Pereira Albuquerque Tavares Silva,143854.0,,,,,,,2,Regular Play,Danilo Luís Hélio Pereira,13621.0,Center Back,93,Portugal,780,['a2301aa8-0d83-4051-b7fa-b2d787a03fdf'],18,,,,,,,,,,,,,,,,Portugal,780,00:06:18.514,Pass,,,,,,,84.3,34.2,86.7,59.8,Georgia vs Portugal,Georgia,Portugal
,,,,,,,,,,,,,,,,,,,1.221736,,,,,,,,,,,,,,,e580abe4-0f2c-4bfa-9301-e348b51002bc,2305,,,"[85.6, 60.0]",3938644,51,,,,-0.7113649,,Right Foot,,,"[106.6, 41.9]",,High Pass,,27.723816,Incomplete,,Rúben Diogo Da Silva Neves,9927.0,,,,,,,2,Regular Play,António João Pereira Albuquerque Tavares Silva,143854.0,Right Center Back,93,Portugal,780,"['35a95ea9-99c8-4411-a557-38cf8ba28472', 'a0638df8-b391-49f8-a9b5-b2c658682a9b']",21,,,,,,,,,,,,,,,,Portugal,780,00:06:21.416,Pass,,,,,,,85.6,60.0,106.6,41.9,Georgia vs Portugal,Georgia,Portugal
,,,,,,,,,,,,,,,,,,,2.502916,,,,,,,,,,,,,,,94964843-db04-4ebc-b6f5-9ab0fabde7f5,2309,,,"[84.1, 45.5]",3938644,51,,,,-0.9568816,,Head,,,"[98.9, 24.5]",,High Pass,,25.691244,,,João Félix Sequeira,12041.0,,,,,,Recovery,2,Regular Play,Danilo Luís Hélio Pereira,13621.0,Center Back,93,Portugal,780,['ed80df60-d849-48b7-9198-618ab8541aed'],24,,,,,,,,,,,,,,,,Portugal,780,00:06:24.492,Pass,,,,,,,84.1,45.5,98.9,24.5,Georgia vs Portugal,Georgia,Portugal
,,,,,,,,,,,,,,,,,,,0.299551,,,,,,,,,,,,,,,9b78df18-8417-450e-8d35-764093bfb01b,2317,,,"[25.1, 58.1]",3938644,51,,,,-0.62441033,,Right Foot,,,"[31.9, 53.2]",,Ground Pass,,8.381527,Unknown,,,,,,,,,,2,Regular Play,Otar Kakabadze,25036.0,Right Wing Back,94,Georgia,2138,,31,,,,,,,,,,,,,,,,Georgia,2138,00:06:31.094,Pass,,,,,,,25.1,58.1,31.9,53.2,Georgia vs Portugal,Georgia,Portugal
,,,,,,,,,,,,,,,,,,,0.986998,,,,,,,,,,,,,,,68de0751-ed29-4437-bf0c-cbce4eb5cf58,2322,,,"[27.2, 57.1]",3938644,51,,,,0.8799169,,Right Foot,,,"[42.0, 75.0]",,Ground Pass,,23.226063,,,Otar Kakabadze,25036.0,,,,,,,2,Other,Giorgi Gvelesiani,398886.0,Right Center Back,96,Georgia,2138,['082c2b56-1559-4f58-8bcd-319f09faacc3'],52,,,,,,,,,,,,,,,,Georgia,2138,00:06:52.291,Pass,,,,,,,27.2,57.1,42.0,75.0,Georgia vs Portugal,Georgia,Portugal
,,,,,,,,,,,,,,,,,,,1.348818,,,,,,,,,,,,,,,5e6c275b-e3fc-4fea-a3ba-80ca3996fd00,2326,,,"[40.7, 76.5]",3938644,51,,,,-0.8488965,,Left Foot,,,"[56.9, 58.1]",,Low Pass,,24.5153,,,Georges Mikautadze,33234.0,,,,,,,2,Other,Otar Kakabadze,25036.0,Right Wing Back,96,Georgia,2138,['b4cf6d97-f009-4e9a-a761-f2cc5d83a377'],53,,,,,,,,,,,,,,,,Georgia,2138,00:06:53.559,Pass,,,,,,,40.7,76.5,56.9,58.1,Georgia vs Portugal,Georgia,Portugal
,,,,,,,,,,,,,,,,,,,1.320332,,,,,,,,,,,,,,,7801cb86-3e04-45c8-9a40-351753861059,2330,,,"[56.3, 58.1]",3938644,51,,,,-1.1230625,,Right Foot,,,"[63.6, 42.9]",,High Pass,,16.862087,Incomplete,,Khvicha Kvaratskhelia,38229.0,,,,,,,2,Other,Georges Mikautadze,33234.0,Right Center Forward,96,Georgia,2138,"['04d9d627-c7c5-4704-85aa-b7a7f2d1088c', '32f57dfe-1967-43e1-94b7-ae9f7b91907d', '7d2a3e04-c463-4a47-96a0-467fd963869c']",55,,,,,,,,,,,,,,,,Georgia,2138,00:06:55.083,Pass,True,,,,,,56.3,58.1,63.6,42.9,Georgia vs Portugal,Georgia,Portugal
,,,,,,,,,,,,,,,,,,,0.683022,,,,,,,,,,,,,,,7d2a3e04-c463-4a47-96a0-467fd963869c,2332,,,"[56.5, 37.2]",3938644,51,,,,0.24497867,,Right Foot,,,"[71.7, 41.0]",,Low Pass,,15.667801,Incomplete,,Francisco Fernandes Conceição,39624.0,,,,,,Recovery,2,Other,António João Pereira Albuquerque Tavares Silva,143854.0,Right Center Back,96,Georgia,2138,"['7801cb86-3e04-45c8-9a40-351753861059', '894400a4-f281-4159-9f68-40f8cb38973f', 'c032d598-e7d0-47e4-a25e-2108a8a4fc6f']",56,,,,,,,,,,,,,,,,Portugal,780,00:06:56.403,Pass,,,,,,,56.5,37.2,71.7,41.0,Georgia vs Portugal,Georgia,Portugal
,,,,,,,,,,,,,,,,,,,0.875438,,,,,,,,,,,,,,,d4ba310e-2648-4347-8f19-648ec9b52e1c,2336,,,"[48.8, 39.7]",3938644,51,,,,0.9484935,,Right Foot,,,"[55.4, 48.9]",,Low Pass,,11.322544,,,Giorgi Chakvetadze,23646.0,,,,,,,2,Other,Giorgi Kochorashvili,41202.0,Left Center Midfield,96,Georgia,2138,['e3c01f1a-6d3b-449b-b3d1-4d3a010258be'],58,,,,,,,,,,,,,,,,Georgia,2138,00:06:58.384,Pass,,,,,,,48.8,39.7,55.4,48.9,Georgia vs Portugal,Georgia,Portugal
,,,,,,,,,,,,,,,,,,,1.268529,,,,,,,,,,,,,,,e21e6f99-2bd8-4fd7-ae0a-f0b970c12e66,2342,,,"[72.1, 51.3]",3938644,52,,,,0.17612217,,Right Foot,,,"[83.9, 53.4]",,Ground Pass,,11.985408,,,Giorgi Kochorashvili,41202.0,,,,,,Free Kick,2,From Free Kick,Otar Kiteishvili,11335.0,Center Defensive Midfield,97,Georgia,2138,['8cdd7f75-6c66-4044-95b3-824cb86ea4fa'],24,,,,,,,,,,,,,,,,Georgia,2138,00:07:24.847,Pass,,,,,,,72.1,51.3,83.9,53.4,Georgia vs Portugal,Georgia,Portugal
,,,,,,,,,,,,,,,,,,,0.096705,,,,,,,,,,,,,,,eef0954d-0fd4-4c78-a240-50b1a0cf1351,2346,,,"[35.6, 27.1]",3938644,52,,,,1.1309538,,Right Foot,,,"[36.4, 28.8]",,Ground Pass,,1.8788295,Incomplete,,,,,,,,,Recovery,2,From Free Kick,Rúben Diogo Da Silva Neves,9927.0,Left Defensive Midfield,97,Georgia,2138,['782ef026-b5ff-4459-a2d6-a73fed4a7c68'],27,,,,,,,,,,,,,,,,Portugal,780,00:07:27.339,Pass,,,,,,,35.6,27.1,36.4,28.8,Georgia vs Portugal,Georgia,Portugal
,,,,,,,,,,,,,,,,,,,1.290979,,,,,,,,,,,,,,,b2099427-045b-4f2c-8ec2-a9c2a0e8abd1,2349,,,"[116.0, 64.1]",3938644,52,,,,2.2801085,,Left Foot,,,"[105.7, 76.1]",,Ground Pass,,15.814234,,,Otar Kakabadze,25036.0,,,,,,Recovery,2,From Free Kick,Georges Mikautadze,33234.0,Right Center Forward,97,Georgia,2138,"['53dbc8d1-f67a-4c75-8d18-0bf7544cd010', 'ad14b1ee-9f53-40e8-8d81-c06894b8b382']",31,,,,,,,,,,,,,,,,Georgia,2138,00:07:31.354,Pass,True,,,,,,116.0,64.1,105.7,76.1,Georgia vs Portugal,Georgia,Portugal
,,,,,,,,,,,,,,,,,,,1.20452,,,,,,,,,,,,,,,0d476658-7a8f-4bfc-ac03-0fdbb8011f72,2353,,,"[106.6, 78.9]",3938644,52,,,,-1.4191909,,Right Foot,True,,"[112.1, 42.9]",,Low Pass,,36.417717,Incomplete,,Khvicha Kvaratskhelia,38229.0,,,,,,,2,From Free Kick,Otar Kakabadze,25036.0,Right Wing Back,97,Georgia,2138,"['3039df1a-449a-4146-8104-3b5c7fd0bfa0', '5ddfb82b-be09-4621-885d-83b5fc409fba', 'f5462b0b-9faa-417a-bd9d-9cff65e7b365']",32,,,,,,,,,,,,,,,,Georgia,2138,00:07:32.775,Pass,True,,,,,,106.6,78.9,112.1,42.9,Georgia vs Portugal,Georgia,Portugal
,,,,,,,,,,,,,,,,,,,0.901022,,,,,,,,,,,,,,,edbdc516-7256-4ec9-8943-0518cab7e367,2357,,,"[114.7, 20.7]",3938644,52,,,,1.9224524,,Left Foot,True,True,"[109.6, 34.6]",,Ground Pass,,14.80608,Incomplete,,Khvicha Kvaratskhelia,38229.0,,,,,,Recovery,2,From Free Kick,Luka Lochoshvili,48178.0,Left Wing Back,97,Georgia,2138,"['5d3a0c39-f868-4c0f-b700-2ba5578799bd', '88250a1e-e98a-4045-a454-7fb7f4269d8b']",38,,,,,,,,,,,,,,,,Georgia,2138,00:07:38.050,Pass,,,,,,,114.7,20.7,109.6,34.6,Georgia vs Portugal,Georgia,Portugal
,,,,,,,,,,,,,,,,,,,1.523369,,,,,,,,,,,,,,,6f3fa627-37ce-479f-8c15-f556c0ae58a6,2363,,,"[7.8, 65.4]",3938644,52,,,,-1.5521069,,Right Foot,,,"[8.0, 54.7]",,Ground Pass,,10.701869,Incomplete,,António João Pereira Albuquerque Tavares Silva,143854.0,,,,,,,2,From Free Kick,João Neves,143859.0,Right Defensive Midfield,97,Georgia,2138,"['27f7328f-790a-409d-9a79-22368267d17a', 'e2dbea51-5713-4896-bdb0-427803c5365d']",45,,,,,,,,,,,,,,,,Portugal,780,00:07:45.049,Pass,,,,,,,7.8,65.4,8.0,54.7,Georgia vs Portugal,Georgia,Portugal
,,,,,,,,,,,,,,,,,,,1.129477,,,,,,,,,,,,,,,06d89dfc-0571-40cd-8c95-5e0198aa0c14,2371,,,"[60.0, 40.0]",3938644,57,True,,,-3.0537689,,Right Foot,,,"[44.1, 38.6]",,Ground Pass,,15.961516,,,João Neves,143859.0,,,,,,Kick Off,2,From Kick Off,Cristiano Ronaldo dos Santos Aveiro,5207.0,Center Forward,99,Portugal,780,['ed717bd5-9dd1-4e25-98ad-de7cf9edc78c'],32,,,,,,,,,,,,,,,,Portugal,780,00:12:32.692,Pass,,,,,,,60.0,40.0,44.1,38.6,Georgia vs Portugal,Georgia,Portugal
,,,,,,,,,,,,,,,,,,,2.036812,,,,,,,,,,,,,,,c9e4294a-26bf-42e7-977d-8e018376f39f,2373,,,"[55.5, 38.9]",3938644,57,,,,-1.5621386,,Right Foot,,,"[55.7, 15.8]",,Ground Pass,,23.100866,,,Gonçalo Bernardo Inácio,42106.0,,,,,,,2,From Kick Off,João Neves,143859.0,Right Defensive Midfield,99,Portugal,780,['05b06687-febb-49c2-ad7b-153a77527ca5'],34,,,,,,,,,,,,,,,,Portugal,780,00:12:34.215,Pass,,,,,,,55.5,38.9,55.7,15.8,Georgia vs Portugal,Georgia,Portugal
,,,,,,,,,,,,,,,,,,,1.496048,,,,,,,,,,,,,,,5ead37f5-22f1-4abb-b97d-b5ed21176689,2376,,,"[69.8, 9.1]",3938644,57,,,,2.2330117,,Left Foot,,,"[60.6, 20.9]",,Ground Pass,,14.96262,,,Danilo Luís Hélio Pereira,13621.0,,,,,,,2,From Kick Off,Gonçalo Bernardo Inácio,42106.0,Left Center Back,99,Portugal,780,['8992a816-f676-4273-b5a4-710cc59aed4f'],39,,,,,,,,,,,,,,,,Portugal,780,00:12:39.265,Pass,,,,,,,69.8,9.1,60.6,20.9,Georgia vs Portugal,Georgia,Portugal
,,,,,,,,,,,,,,,,,,,1.391023,,,,,,,,,,,,,,,bae0fcb2-4285-4509-a580-2bd5f1afa8af,2379,,,"[64.0, 31.8]",3938644,57,,,,1.5887316,,Right Foot,,,"[63.6, 54.1]",,Ground Pass,,22.303587,,,António João Pereira Albuquerque Tavares Silva,143854.0,,,,,,,2,From Kick Off,Danilo Luís Hélio Pereira,13621.0,Center Back,99,Portugal,780,['f66cef05-9331-4362-8055-28e99effd489'],42,,,,,,,,,,,,,,,,Portugal,780,00:12:42.986,Pass,,,,,,,64.0,31.8,63.6,54.1,Georgia vs Portugal,Georgia,Portugal
,,,,,,,,,,,,,,,,,,,1.434505,,,,,,,,,,,,,,,c58755a0-0344-46c1-a35a-d3f6cd033e57,2382,,,"[64.4, 55.1]",3938644,57,,,,0.844889,,Right Foot,,,"[79.4, 72.0]",,Ground Pass,,22.596682,,,Francisco Fernandes Conceição,39624.0,,,,,,,2,From Kick Off,António João Pereira Albuquerque Tavares Silva,143854.0,Right Center Back,99,Portugal,780,['eaade36f-f250-4f5d-a8da-a838860d1419'],45,,,,,,,,,,,,,,,,Portugal,780,00:12:45.577,Pass,,,,,,,64.4,55.1,79.4,72.0,Georgia vs Portugal,Georgia,Portugal
