50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,team,team_id,timestamp,type,under_pressure,tactics.formation,tactics.lineup,tactics,50_50.outcome.id,50_50.outcome.name,x,y,end_x,end_y,match_name,home_team,away_team
,,,,,,,,,,,,,,,,,2.083114,,,,,,,,,,,,,,33887ae2-123c-426f-8229-706729c1666d,999,,,"[34.1, 73.5]",3942382,22,,,,,-0.07481081,,Right Foot,,,"[84.8, 69.7]",,High Pass,,50.842205,Incomplete,Salih Özcan,9085.0,,,,,,,1,From Throw In,Hakan Çalhanoğlu,7039.0,Left Defensive Midfield,29,Turkey,909,"['1912a1b1-3f10-488f-81a8-0f670f565c76', 'd9016617-eef7-4df4-8d27-c4b043891481']",30,,,,,,,,,,,,,,,,,Turkey,909,00:22:30.261,Pass,,,,,,,34.1,73.5,84.8,69.7,Netherlands vs Turkey,Netherlands,Turkey
,,,,,,,,,,,,,,,,,2.981288,,,,,,,,,,,,,,da440920-c2bc-43f1-83ac-f062e8be09eb,1004,,,"[25.6, 6.5]",3942382,22,,,,,0.09448903,,Right Foot,,,"[56.2, 9.4]",,High Pass,,30.737112,,Xavi Simons,39167.0,,,,,,,1,From Throw In,Tijjani Reijnders,21582.0,Left Defensive Midfield,29,Turkey,909,['9c9d8638-4bf7-4d25-90e0-dc6e79949e37'],34,,,,,,,,,,,,,,,,,Netherlands,941,00:22:34.918,Pass,,,,,,,25.6,6.5,56.2,9.4,Netherlands vs Turkey,Netherlands,Turkey
,,,,,,,,,,,,,,,,,3.500952,,,,,,,,,,,,,,fdf625f7-e009-4836-994d-99c0df517b81,1007,,,"[55.6, 9.7]",3942382,22,,,,True,-0.75778085,,,,,"[64.9, 0.9]",,High Pass,,12.803515,Out,,,,,,,,,1,From Throw In,Xavi Simons,39167.0,Center Attacking Midfield,29,Turkey,909,['be8f70b1-dcba-414c-81bf-4a9b7b80ee85'],37,,,,,,,,,,,,,,,,,Netherlands,941,00:22:37.900,Pass,True,,,,,,55.6,9.7,64.9,0.9,Netherlands vs Turkey,Netherlands,Turkey
,,,,,,,,,,,,,,,,,1.375392,,,,,,,,,,,,,,bf41ad3c-a11d-4506-83d4-bb1ddd6a82e4,1008,,,"[51.7, 80.0]",3942382,22,,,,,-2.7245433,,,,,"[35.9, 73.0]",,Low Pass,,17.281204,,Kaan Ayhan,12293.0,,,,,,Throw-in,1,From Throw In,Mert Müldür,10826.0,Right Wing Back,30,Turkey,909,['68f191f0-b0b7-4eab-a48c-ec7018bfecc4'],53,,,,,,,,,,,,,,,,,Turkey,909,00:22:53.114,Pass,,,,,,,51.7,80.0,35.9,73.0,Netherlands vs Turkey,Netherlands,Turkey
,,,,,,,,,,,,,,,,,1.01039,,,,,,,,,,,,,,6d75d267-d5e7-4ad5-92eb-ea7479b7d75c,1011,,,"[37.2, 71.6]",3942382,22,,,,,-1.9120716,,Right Foot,,,"[26.9, 42.6]",,Ground Pass,,30.774828,,Samet Akaydin,133305.0,,,,,,,1,From Throw In,Kaan Ayhan,12293.0,Right Center Back,30,Turkey,909,['57e52527-4e4a-4c85-b472-02f5a2343e77'],56,,,,,,,,,,,,,,,,,Turkey,909,00:22:56.326,Pass,,,,,,,37.2,71.6,26.9,42.6,Netherlands vs Turkey,Netherlands,Turkey
,,,,,,,,,,,,,,,,,1.023979,,,,,,,,,,,,,,a0c0ddaa-7cc0-4ddc-895b-f31bb896ade4,1014,,,"[27.1, 38.0]",3942382,22,,,,,-1.4011286,,Right Foot,,,"[31.4, 12.9]",,Ground Pass,,25.465664,,Abdülkerim Bardakcı,48383.0,,,,,,,1,From Throw In,Samet Akaydin,133305.0,Center Back,30,Turkey,909,['904266fd-0bfc-462b-b00a-902e30ca73da'],59,,,,,,,,,,,,,,,,,Turkey,909,00:22:59.504,Pass,,,,,,,27.1,38.0,31.4,12.9,Netherlands vs Turkey,Netherlands,Turkey
,,,,,,,,,,,,,,,,,1.18343,,,,,,,,,,,,,,8319124f-407a-4b28-b967-82a116135faa,1017,,,"[35.0, 8.9]",3942382,23,,,,,0.5036263,,Left Foot,,,"[44.8, 14.3]",,Ground Pass,,11.1892805,,Hakan Çalhanoğlu,7039.0,,,,,,,1,From Throw In,Abdülkerim Bardakcı,48383.0,Left Center Back,30,Turkey,909,['a5412f01-ba9d-4b3b-b5da-e20c824a4c5e'],3,,,,,,,,,,,,,,,,,Turkey,909,00:23:03.657,Pass,,,,,,,35.0,8.9,44.8,14.3,Netherlands vs Turkey,Netherlands,Turkey
,,,,,,,,,,,,,,,,,0.872514,,,,,,,,,,,,,,7cf6b440-123d-4f0b-b395-a98135905508,1020,,,"[44.8, 14.3]",3942382,23,,,,,-2.6482928,,Right Foot,,,"[35.5, 9.3]",,Ground Pass,,10.558883,,Abdülkerim Bardakcı,48383.0,,,,,,,1,From Throw In,Hakan Çalhanoğlu,7039.0,Left Defensive Midfield,30,Turkey,909,['57410191-90e6-4a34-8ad2-5fc082782ee0'],4,,,,,,,,,,,,,,,,,Turkey,909,00:23:04.889,Pass,,,,,,,44.8,14.3,35.5,9.3,Netherlands vs Turkey,Netherlands,Turkey
,,,,,,,,,,,,,,,,,0.470419,,,,,,,,,,,,,,d5430539-c196-41af-845b-4b1e91cca2ca,1023,,,"[35.5, 9.3]",3942382,23,,,,,2.2051792,,Left Foot,,,"[27.7, 19.9]",,Ground Pass,,13.160547,,Samet Akaydin,133305.0,,,,,,,1,From Throw In,Abdülkerim Bardakcı,48383.0,Left Center Back,30,Turkey,909,['b136c8d0-1c5e-4184-8a89-8f808ce1b96d'],6,,,,,,,,,,,,,,,,,Turkey,909,00:23:06.926,Pass,,,,,,,35.5,9.3,27.7,19.9,Netherlands vs Turkey,Netherlands,Turkey
,,,,,,,,,,,,,,,,,1.388358,,,,,,,,,,,,,,6b7739e0-6105-475c-a34c-91c3bbec4fac,1026,,,"[26.9, 21.5]",3942382,23,,,,,2.0614643,,Right Foot,,,"[15.2, 43.4]",,Ground Pass,,24.829418,,Fehmi Mert Günok,30310.0,,,,,,,1,From Throw In,Samet Akaydin,133305.0,Center Back,30,Turkey,909,['9857c460-372c-4bf0-9570-8c30e80e92db'],8,,,,,,,,,,,,,,,,,Turkey,909,00:23:08.831,Pass,,,,,,,26.9,21.5,15.2,43.4,Netherlands vs Turkey,Netherlands,Turkey
,,,,,,,,,,,,,,,,,4.102517,,,,,,,,,,,,,,9906839f-647b-4839-9862-2d5b0eec8e17,1030,,,"[15.0, 45.5]",3942382,23,,,,,0.021410005,,Right Foot,,,"[108.4, 47.5]",,High Pass,,93.42141,Incomplete,Barış Alper Yılmaz,134209.0,,,,,,,1,From Throw In,Fehmi Mert Günok,30310.0,Goalkeeper,30,Turkey,909,"['04daae00-f7eb-401b-8b20-745b43ff6528', 'f3f8c121-cbd6-409e-8604-a8caf863e0b6']",12,,,,,,,,,,,,,,,,,Turkey,909,00:23:12.327,Pass,,,,,,,15.0,45.5,108.4,47.5,Netherlands vs Turkey,Netherlands,Turkey
,,,,,,,,,,,,,,,,,2.055818,,,,,,,,,,,,,,d99d1c92-2175-4abd-a646-3808697c27e3,1034,,,"[12.9, 33.6]",3942382,23,,,,,0.998164,,Right Foot,,,"[30.5, 60.9]",,Ground Pass,,32.481533,,Stefan de Vrij,7787.0,,,,,,,1,Regular Play,Bart Verbruggen,37274.0,Goalkeeper,31,Netherlands,941,['880832d4-deb3-4a23-ac54-af19ad138a7a'],18,,,,,,,,,,,,,,,,,Netherlands,941,00:23:18.956,Pass,,,,,,,12.9,33.6,30.5,60.9,Netherlands vs Turkey,Netherlands,Turkey
,,,,,,,,,,,,,,,,,1.650997,,,,,,,,,,,,,,2048316b-24fd-4d03-9ead-c03fcfd835d9,1037,,,"[42.9, 60.9]",3942382,23,,,,,-1.6119715,,Right Foot,,,"[41.8, 34.2]",,Ground Pass,,26.722649,,Virgil van Dijk,3669.0,,,,,,,1,Regular Play,Stefan de Vrij,7787.0,Right Center Back,31,Netherlands,941,['3bc99bb1-97c3-41b9-bc8a-5fdbf0f8f934'],26,,,,,,,,,,,,,,,,,Netherlands,941,00:23:26.205,Pass,,,,,,,42.9,60.9,41.8,34.2,Netherlands vs Turkey,Netherlands,Turkey
,,,,,,,,,,,,,,,,,0.95476,,,,,,,,,,,,,,9eb449a5-c8f5-4202-aa07-8587e4147ed0,1040,,,"[41.0, 36.5]",3942382,23,,,,,-0.32175055,,Right Foot,,,"[50.9, 33.2]",,Ground Pass,,10.435516,,Tijjani Reijnders,21582.0,,,,,,,1,Regular Play,Virgil van Dijk,3669.0,Left Center Back,31,Netherlands,941,['584d4fd4-3941-4a3c-ad01-aaab43a1e7fd'],28,,,,,,,,,,,,,,,,,Netherlands,941,00:23:28.422,Pass,,,,,,,41.0,36.5,50.9,33.2,Netherlands vs Turkey,Netherlands,Turkey
,,,,,,,,,,,,,,,,,1.263991,,,,,,,,,,,,,,a468d391-a2e5-4d6e-94cc-0f82c6ebb0bb,1043,,,"[51.8, 31.0]",3942382,23,,,,,-2.1096158,,Right Foot,,,"[46.3, 21.8]",,Ground Pass,,10.718676,,Nathan Aké,3306.0,,,,,,,1,Regular Play,Tijjani Reijnders,21582.0,Left Defensive Midfield,31,Netherlands,941,['2c36b791-4228-40ce-8862-779a71e01f81'],30,,,,,,,,,,,,,,,,,Netherlands,941,00:23:30.231,Pass,,,,,,,51.8,31.0,46.3,21.8,Netherlands vs Turkey,Netherlands,Turkey
,,,,,,,,,,,,,,,,,1.310948,,,,,,,,,,,,,,1226b585-40e3-4c56-85e8-a3e5dded43f2,1046,,,"[47.1, 17.4]",3942382,23,,,,,-0.7744096,,Left Foot,,,"[56.3, 8.4]",,Ground Pass,,12.87012,,Xavi Simons,39167.0,,,,,,,1,Regular Play,Nathan Aké,3306.0,Left Back,31,Netherlands,941,['d6524727-a8e7-4c95-ad22-bc348e79fe75'],35,,,,,,,,,,,,,,,,,Netherlands,941,00:23:35.474,Pass,,,,,,,47.1,17.4,56.3,8.4,Netherlands vs Turkey,Netherlands,Turkey
,,,,,,,,,,,,,,,,,0.939283,,,,,,,,,,,,,,c09b6c52-6673-4b4b-9a0f-38e848a3d7c8,1049,,,"[56.2, 8.5]",3942382,23,,,,,2.7719083,,Right Foot,,,"[48.2, 11.6]",,Ground Pass,,8.579627,,Nathan Aké,3306.0,,,,,,,1,Regular Play,Xavi Simons,39167.0,Center Attacking Midfield,31,Netherlands,941,['80527463-e669-4675-8345-baa4f0b2f03f'],37,,,,,,,,,,,,,,,,,Netherlands,941,00:23:37.341,Pass,,,,,,,56.2,8.5,48.2,11.6,Netherlands vs Turkey,Netherlands,Turkey
,,,,,,,,,,,,,,,,,1.680885,,,,,,,,,,,,,,17bb99a0-a452-4ade-9f0a-d77553765e66,1052,,,"[45.3, 12.6]",3942382,23,,,,,1.7162409,,Right Foot,,,"[40.1, 48.1]",,Ground Pass,,35.878822,,Virgil van Dijk,3669.0,,,,,,,1,Regular Play,Nathan Aké,3306.0,Left Back,31,Netherlands,941,['a6807639-618f-4440-a0f7-fe99698d011f'],39,,,,,,,,,,,,,,,,,Netherlands,941,00:23:39.339,Pass,,,,,,,45.3,12.6,40.1,48.1,Netherlands vs Turkey,Netherlands,Turkey
,,,,,,,,,,,,,,,,,0.844238,,,,,,,,,,,,,,f246504a-ab6d-4eba-8ea5-ef855d77ff2d,1055,,,"[42.2, 48.5]",3942382,23,,,,,1.3272442,,Left Foot,,,"[46.3, 65.0]",,Ground Pass,,17.001764,,Stefan de Vrij,7787.0,,,,,,,1,Regular Play,Virgil van Dijk,3669.0,Left Center Back,31,Netherlands,941,['e41b94fc-9ac4-4e8c-bf3b-54a13afcf15c'],42,,,,,,,,,,,,,,,,,Netherlands,941,00:23:42.665,Pass,,,,,,,42.2,48.5,46.3,65.0,Netherlands vs Turkey,Netherlands,Turkey
,,,,,,,,,,,,,,,,,1.764168,,,,,,,,,,,,,,bc970aa8-a8b7-4e0c-84ad-66cd5300f851,1058,,,"[45.4, 65.6]",3942382,23,,,,,0.44316632,,Right Foot,,,"[67.1, 75.9]",,Ground Pass,,24.020409,,Steven Bergwijn,8259.0,,,,,,,1,Regular Play,Stefan de Vrij,7787.0,Right Center Back,31,Netherlands,941,['8a3f381e-5cf9-4dea-a92a-a3a4b30fe8da'],44,,,,,,,,,,,,,,,,,Netherlands,941,00:23:44.205,Pass,,,,,,,45.4,65.6,67.1,75.9,Netherlands vs Turkey,Netherlands,Turkey
,,,,,,,,,,,,,,,,,0.703894,,,,,,,,,,,,,,97df763e-0975-4bfd-bc59-571fb834fec3,1061,,,"[92.8, 78.1]",3942382,23,,,,,-1.541819,,Right Foot,,,"[93.0, 71.2]",,Ground Pass,,6.902898,,Jerdy Schouten,15503.0,,,,,,,1,Regular Play,Steven Bergwijn,8259.0,Right Wing,31,Netherlands,941,['de98f8b5-ba04-4a7c-8d71-9997c3bd722e'],50,,,,,,,,,,,,,,,,,Netherlands,941,00:23:50.521,Pass,,,,,,,92.8,78.1,93.0,71.2,Netherlands vs Turkey,Netherlands,Turkey
,,,,,,,,,,,,,,,,,1.949279,,,,,,,,,,,,,,37d5efe6-2142-4986-86d7-f867437a0f25,1063,,,"[93.0, 71.1]",3942382,23,,,,,0.10945095,,Right Foot,,,"[111.2, 73.1]",,Ground Pass,,18.30956,,Steven Bergwijn,8259.0,,,,,,,1,Regular Play,Jerdy Schouten,15503.0,Right Defensive Midfield,31,Netherlands,941,['aea8788a-23fd-42b1-bbf2-cbf69ad8a4d0'],51,,,,,,,,,,,,,,,,,Netherlands,941,00:23:51.225,Pass,,,,,,,93.0,71.1,111.2,73.1,Netherlands vs Turkey,Netherlands,Turkey
,,,,,,,,,,,,,,,,,0.778789,,,,,,,,,,,,,,e8118346-230d-4c61-b794-ef598b8e6df2,1069,,,"[6.0, 33.6]",3942382,24,,,,,1.5488218,,Right Foot,,,"[6.2, 42.7]",,Ground Pass,,9.102198,,Fehmi Mert Günok,30310.0,,,,,,Goal Kick,1,From Goal Kick,Samet Akaydin,133305.0,Center Back,32,Turkey,909,['9d9b1edd-566a-458e-b3d5-e19448571859'],13,,,,,,,,,,,,,,,,,Turkey,909,00:24:13.578,Pass,,,,,,,6.0,33.6,6.2,42.7,Netherlands vs Turkey,Netherlands,Turkey
,,,,,,,,,,,,,,,,,0.633939,,,,,,,,,,,,,,f0074baa-3d4c-4363-a184-431886cb0f2a,1072,,,"[8.6, 45.0]",3942382,24,,,,,1.7506498,,Left Foot,,,"[6.4, 57.1]",,Ground Pass,,12.298374,,Kaan Ayhan,12293.0,,,,,,,1,From Goal Kick,Fehmi Mert Günok,30310.0,Goalkeeper,32,Turkey,909,"['176c0245-c4f3-4682-b682-aa54e17a1a34', 'e56e5470-5a1c-4c2f-883f-a27fe1b08752']",16,,,,,,,,,,,,,,,,,Turkey,909,00:24:16.271,Pass,True,,,,,,8.6,45.0,6.4,57.1,Netherlands vs Turkey,Netherlands,Turkey
,,,,,,,,,,,,,,,,,2.66682,,,,,,,,,,,,,,c1ade4f3-af4a-4ab9-a271-9d00bae7f22a,1076,,,"[6.0, 58.2]",3942382,24,,,,,-0.13462101,,Right Foot,,,"[50.3, 52.2]",,High Pass,,44.704475,Incomplete,Arda Güler,116587.0,,,,,,,1,From Goal Kick,Kaan Ayhan,12293.0,Right Center Back,32,Turkey,909,"['18af8f14-9a82-4748-8459-813783c13ada', '97fe8f4a-a3ac-4ca1-beea-f6ebff171030', 'a7e3ca8e-f90c-4021-a4b8-ada1ef60b74c']",19,,,,,,,,,,,,,,,,,Turkey,909,00:24:19.136,Pass,True,,,,,,6.0,58.2,50.3,52.2,Netherlands vs Turkey,Netherlands,Turkey
,,,,,,,,,,,,,,,,,2.221246,,,,,,,,,,,,,,97fe8f4a-a3ac-4ca1-beea-f6ebff171030,1079,,,"[69.8, 27.9]",3942382,24,,,,True,0.70435774,,,,,"[91.1, 46.0]",,High Pass,,27.951744,Incomplete,Steven Bergwijn,8259.0,,,,,,Recovery,1,From Goal Kick,Virgil van Dijk,3669.0,Left Center Back,32,Turkey,909,"['3fb9915c-267e-49ee-8697-c231ddbf2644', '73a45043-df6b-4d6d-a665-508625568d80', 'a4d62b33-54e9-4c98-a8e7-458b296c1c89', 'c1ade4f3-af4a-4ab9-a271-9d00bae7f22a']",21,,,,,,,,,,,,,,,,,Netherlands,941,00:24:21.803,Pass,True,,,,,,69.8,27.9,91.1,46.0,Netherlands vs Turkey,Netherlands,Turkey
,,,,,,,,,,,,,,,,,1.653647,,,,,,,,,,,,,,3fb9915c-267e-49ee-8697-c231ddbf2644,1081,,,"[29.0, 34.1]",3942382,24,,,,,-0.87317204,,Head,,,"[46.1, 13.7]",,High Pass,,26.618979,Incomplete,Ferdi Erenay Kadıoğlu,30438.0,,,,,,Recovery,1,From Goal Kick,Samet Akaydin,133305.0,Center Back,32,Turkey,909,"['07a46934-0686-436d-9f77-9f5049f63a3a', '97fe8f4a-a3ac-4ca1-beea-f6ebff171030', 'b1be68ab-3188-4c3d-a675-8ffea7c056be']",24,,,,,,,,,,,,,,,,,Turkey,909,00:24:24.024,Pass,,,,,,,29.0,34.1,46.1,13.7,Netherlands vs Turkey,Netherlands,Turkey
,,,,,,,,,,,,,,,,,0.77391,,,,,,,,,,,,,,6d103fcb-0877-4521-aae1-b02dd28d868a,1085,,,"[80.0, 66.4]",3942382,24,,,,,-0.98279375,,Right Foot,,,"[83.8, 60.7]",,Ground Pass,,6.8505473,,Steven Bergwijn,8259.0,,,,,,,1,From Goal Kick,Denzel Dumfries,8125.0,Right Back,32,Turkey,909,['aa1a48da-8a11-430f-8a69-284792991d63'],27,,,,,,,,,,,,,,,,,Netherlands,941,00:24:27.118,Pass,,,,,,,80.0,66.4,83.8,60.7,Netherlands vs Turkey,Netherlands,Turkey
,,,,,,,,,,,,,,,,,0.754501,,,,,,,,,,,,,,9e8aad6a-157d-45da-979d-d17acec840c5,1089,,,"[87.3, 59.7]",3942382,24,,,,,-0.7078839,,Right Foot,,,"[98.4, 50.2]",,Ground Pass,,14.6102705,Incomplete,Memphis Depay,2988.0,,,,,,,1,From Goal Kick,Steven Bergwijn,8259.0,Right Wing,32,Turkey,909,"['4b619dc7-d311-4383-9d73-6a53c352224e', 'f3566d65-f2f6-477c-8952-a7f17686703b', 'f9f03e84-b491-44d6-9603-d5f386aad0af']",29,,,,,,,,,,,,,,,,,Netherlands,941,00:24:29.308,Pass,True,,,,,,87.3,59.7,98.4,50.2,Netherlands vs Turkey,Netherlands,Turkey
,,,,,,,,,,,,,,,,,0.667866,,,,,,,,,,,,,,4b619dc7-d311-4383-9d73-6a53c352224e,1091,,,"[21.7, 29.9]",3942382,24,,,,,-0.2504431,,Right Foot,,,"[26.0, 28.8]",,Ground Pass,,4.438468,,Hakan Çalhanoğlu,7039.0,,,,,,Recovery,1,From Goal Kick,Samet Akaydin,133305.0,Center Back,32,Turkey,909,"['4e0168c5-398b-4e8f-b982-ceb8550b4f65', '9e8aad6a-157d-45da-979d-d17acec840c5']",30,,,,,,,,,,,,,,,,,Turkey,909,00:24:30.063,Pass,,,,,,,21.7,29.9,26.0,28.8,Netherlands vs Turkey,Netherlands,Turkey
,,,,,,,,,,,,,,,,,0.628031,,,,,,,,,,,,,,567b0b9c-1b8e-44c8-8a18-d91e7a83fe3d,1094,,,"[26.1, 28.5]",3942382,24,,,,,-0.9992362,,Right Foot,,,"[40.7, 5.8]",,Ground Pass,,26.989813,,Kenan Yildiz,151813.0,,,,,,,1,From Goal Kick,Hakan Çalhanoğlu,7039.0,Left Defensive Midfield,32,Turkey,909,['40c74cb2-9965-4ff4-b987-3724685421e4'],31,,,,,,,,,,,,,,,,,Turkey,909,00:24:31.735,Pass,,,,,,,26.1,28.5,40.7,5.8,Netherlands vs Turkey,Netherlands,Turkey
,,,,,,,,,,,,,,,,,0.876501,,,,,,,,,,,,,,ec7fade5-2975-4d97-abbc-4503c78c0a30,1097,,,"[51.5, 7.1]",3942382,24,,,,,1.1969388,,Right Foot,,,"[56.6, 20.1]",,Ground Pass,,13.964598,,Hakan Çalhanoğlu,7039.0,,,,,,,1,From Goal Kick,Kenan Yildiz,151813.0,Left Wing,32,Turkey,909,['ffd6aed7-fd55-4516-8c15-b6f04c72e8fb'],36,,,,,,,,,,,,,,,,,Turkey,909,00:24:36.919,Pass,,,,,,,51.5,7.1,56.6,20.1,Netherlands vs Turkey,Netherlands,Turkey
,,,,,,,,,,,,,,,,,1.49939,,,,,,,,,,,,,,b0833fbd-c008-4c31-82d9-32615746d892,1100,,,"[65.8, 27.2]",3942382,24,,,,,1.4047419,,Right Foot,,,"[71.8, 63.0]",,Ground Pass,,36.299313,,Mert Müldür,10826.0,,,,,,,1,From Goal Kick,Hakan Çalhanoğlu,7039.0,Left Defensive Midfield,32,Turkey,909,['d1592f34-0bc6-4d1b-9cc0-0863aec4c6d9'],39,,,,,,,,,,,,,,,,,Turkey,909,00:24:39.721,Pass,,,,,,,65.8,27.2,71.8,63.0,Netherlands vs Turkey,Netherlands,Turkey
,,,,,,,,,,,,,,,,,1.784138,,,,,,,,,,,,,,03f88173-188c-4fd1-be5b-cb729602fde5,1103,,,"[90.2, 67.6]",3942382,24,,,,,-0.57058275,,Right Foot,,,"[110.3, 54.7]",,Ground Pass,,23.883467,,Barış Alper Yılmaz,134209.0,,,,,,,1,From Goal Kick,Mert Müldür,10826.0,Right Wing Back,32,Turkey,909,['3b905535-ba20-4746-8d2e-69d1d4e75d76'],45,,,,,,,,,,,,,,,,,Turkey,909,00:24:45.694,Pass,,,,,,,90.2,67.6,110.3,54.7,Netherlands vs Turkey,Netherlands,Turkey
,,,,,,,,,,,,,,,,,1.504392,,,,,,,,,,,,,,f0c3b06d-bb07-41d5-916c-c3b2ac4a52df,1109,,,"[120.0, 80.0]",3942382,25,,,,,-1.7100998,,Left Foot,,,"[114.7, 42.2]",,High Pass,True,38.169754,Incomplete,Barış Alper Yılmaz,134209.0,,,,Inswinging,,Corner,1,From Corner,Arda Güler,116587.0,Right Wing,33,Turkey,909,"['0fdf98cb-9180-457b-a2ef-248cb2eef9fe', 'cdc5b44e-9257-4fe4-ae00-0a0986485a85']",13,,,,,,,,,,,,,,,,,Turkey,909,00:25:13.388,Pass,,,,,,,120.0,80.0,114.7,42.2,Netherlands vs Turkey,Netherlands,Turkey
,,,,,,,,,,,,,,,,,1.81016,,,,,,,,,,,,,,33896294-749e-4a16-8c38-ddf809d2cef9,1115,,,"[47.1, 51.7]",3942382,25,,,,,2.3977041,,Left Foot,,,"[30.8, 66.7]",,Ground Pass,,22.151524,,Stefan de Vrij,7787.0,,,,,,,1,Regular Play,Xavi Simons,39167.0,Center Attacking Midfield,34,Netherlands,941,['1b950b55-4c1e-40f0-b8af-4da2226a82f3'],22,,,,,,,,,,,,,,,,,Netherlands,941,00:25:22.473,Pass,,,,,,,47.1,51.7,30.8,66.7,Netherlands vs Turkey,Netherlands,Turkey
,,,,,,,,,,,,,,,,,1.370353,,,,,,,,,,,,,,bd14459c-ca15-45f2-a293-b3d98278ff00,1118,,,"[36.6, 68.8]",3942382,25,,,,,-0.86670005,,Right Foot,,,"[42.8, 61.5]",,Ground Pass,,9.577578,,Tijjani Reijnders,21582.0,,,,,,,1,Regular Play,Stefan de Vrij,7787.0,Right Center Back,34,Netherlands,941,['b7990706-c542-48d3-b9ea-b3bfa7888eb4'],27,,,,,,,,,,,,,,,,,Netherlands,941,00:25:27.083,Pass,,,,,,,36.6,68.8,42.8,61.5,Netherlands vs Turkey,Netherlands,Turkey
,,,,,,,,,,,,,,,,,2.042215,,,,,,,,,,,,,,e42b3298-46f1-4704-8fc0-c9d1eddb4173,1121,,,"[54.4, 42.7]",3942382,25,,,,,1.7189564,,Right Foot,,,"[51.4, 62.8]",,Ground Pass,,20.322647,,Stefan de Vrij,7787.0,,,,,,,1,Regular Play,Tijjani Reijnders,21582.0,Left Defensive Midfield,34,Netherlands,941,['f7dfe5ac-03c0-4c50-9bf6-4c36e5ae3429'],36,,,,,,,,,,,,,,,,,Netherlands,941,00:25:36.404,Pass,,,,,,,54.4,42.7,51.4,62.8,Netherlands vs Turkey,Netherlands,Turkey
,,,,,,,,,,,,,,,,,2.083703,,,,,,,,,,,,,,1631f5f3-359b-4c8a-b865-b3b6142ba5a9,1124,,,"[55.0, 59.4]",3942382,25,,,,,-1.5388923,,Right Foot,,,"[56.2, 21.8]",,Ground Pass,,37.619144,,Nathan Aké,3306.0,,,,,,,1,Regular Play,Stefan de Vrij,7787.0,Right Center Back,34,Netherlands,941,['0cc8f388-2e6c-4b8d-87e8-995a6e82565c'],41,,,,,,,,,,,,,,,,,Netherlands,941,00:25:41.279,Pass,,,,,,,55.0,59.4,56.2,21.8,Netherlands vs Turkey,Netherlands,Turkey
,,,,,,,,,,,,,,,,,1.451014,,,,,,,,,,,,,,439e8f10-e25c-45c6-82a7-2cdbd5eb67ff,1127,,,"[64.8, 17.4]",3942382,25,,,,,-0.60145473,,Right Foot,,,"[75.0, 10.4]",,Ground Pass,,12.370934,,Xavi Simons,39167.0,,,,,,,1,Regular Play,Nathan Aké,3306.0,Left Back,34,Netherlands,941,['618b9fae-5b32-43a4-8ec5-edbd01c8a962'],47,,,,,,,,,,,,,,,,,Netherlands,941,00:25:47.555,Pass,,,,,,,64.8,17.4,75.0,10.4,Netherlands vs Turkey,Netherlands,Turkey
,,,,,,,,,,,,,,,,,0.866153,,,,,,,,,,,,,,0ffbde39-267e-4403-8fef-24730f04d24e,1129,,,"[75.0, 10.4]",3942382,25,,,,,2.811532,,Right Foot,,,"[64.2, 14.1]",,Ground Pass,,11.416217,,Nathan Aké,3306.0,,,,,,,1,Regular Play,Xavi Simons,39167.0,Center Attacking Midfield,34,Netherlands,941,['5dd13fa6-3fc5-478d-b75c-a518863805da'],49,,,,,,,,,,,,,,,,,Netherlands,941,00:25:49.006,Pass,,,,,,,75.0,10.4,64.2,14.1,Netherlands vs Turkey,Netherlands,Turkey
,,,,,,,,,,,,,,,,,0.545991,,,,,,,,,,,,,,55aea18a-fe71-46f9-99e1-b85b0e2308cb,1132,,,"[64.2, 14.1]",3942382,25,,,,,0.4209906,,Left Foot,,,"[70.9, 17.1]",,Ground Pass,,7.340981,,Tijjani Reijnders,21582.0,,,,,,,1,Regular Play,Nathan Aké,3306.0,Left Back,34,Netherlands,941,['3262030c-a160-400d-9e33-6b78c437e6d9'],52,,,,,,,,,,,,,,,,,Netherlands,941,00:25:52.187,Pass,,,,,,,64.2,14.1,70.9,17.1,Netherlands vs Turkey,Netherlands,Turkey
