50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,player_off_permanent,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,team,team_id,timestamp,type,under_pressure,tactics.formation,tactics.lineup,tactics,50_50.outcome.id,50_50.outcome.name,x,y,end_x,end_y,match_name,home_team,away_team
,,,,,,,,,,,,,,,,,,1.560379,,,,,,,,,,,,3085c830-afc0-4bad-8440-693c6722b5d6,1607,,"[8.9, 67.7]",3941021,46,,,,-0.33029735,,Left Foot,,,,"[22.9, 62.9]",,High Pass,,14.8,,,,Jerdy Schouten,15503.0,,,,,,2,Regular Play,Stefan de Vrij,7787.0,,Right Center Back,80,Netherlands,941,"['6bc4f55b-1a43-4b1e-bb8d-349215e696eb', 'be850d7a-46cc-4d0b-9cf0-8366142ee774']",19,,,,,,,,,,,,,,,,Netherlands,941,00:01:19.060,Pass,True,,,,,,8.9,67.7,22.9,62.9,Romania vs Netherlands,Romania,Netherlands
,,,,,,,,,,,,,,,,,,1.226891,,,,,,,,,,,,c1156520-32c1-4d70-bd8a-2a80b72cfda9,1609,,"[22.9, 62.6]",3941021,46,,,,0.0344691,,Head,,,,"[31.6, 62.9]",,High Pass,,8.705171,,Incomplete,,,,,,,,,2,Regular Play,Jerdy Schouten,15503.0,,Right Defensive Midfield,80,Netherlands,941,['8f6965c8-7154-4d93-9b09-ddb5a948de58'],20,,,,,,,,,,,,,,,,Netherlands,941,00:01:20.620,Pass,,,,,,,22.9,62.6,31.6,62.9,Romania vs Netherlands,Romania,Netherlands
,,,,,,,,,,,,,,,,,,2.988429,,,,,,,,,,,,8f6965c8-7154-4d93-9b09-ddb5a948de58,1610,,"[88.5, 17.2]",3941021,46,,,,0.2850166,,Right Foot,,,,"[119.9, 26.4]",,Low Pass,,32.720024,,Out,,,,,,,,Recovery,2,Regular Play,Ianis Hagi,28565.0,,Left Midfield,80,Netherlands,941,['c1156520-32c1-4d70-bd8a-2a80b72cfda9'],21,,,,,,,,,,,,,,,,Romania,905,00:01:21.847,Pass,,,,,,,88.5,17.2,119.9,26.4,Romania vs Netherlands,Romania,Netherlands
,,,,,,,,,,,,,,,,,,1.315292,,,,,,,,,,,,ce0607da-e01b-4c87-a139-8d91e9c46f32,1611,,"[6.8, 34.0]",3941021,46,,,,1.7880898,,Left Foot,,,,"[5.1, 41.7]",,Ground Pass,,7.8854294,,,,Bart Verbruggen,37274.0,,,,,Goal Kick,2,From Goal Kick,Virgil van Dijk,3669.0,,Left Center Back,81,Netherlands,941,['369ae4df-76b5-4f5e-9d8a-b4a21588965f'],38,,,,,,,,,,,,,,,,Netherlands,941,00:01:38.077,Pass,,,,,,,6.8,34.0,5.1,41.7,Romania vs Netherlands,Romania,Netherlands
,,,,,,,,,,,,,,,,,,1.491564,,,,,,,,,,,,70fa420f-cfa1-4482-afac-bd9f2017f6af,1614,,"[7.4, 41.5]",3941021,46,,,,-1.3120254,,Right Foot,,,,"[10.1, 31.3]",,Ground Pass,,10.551303,,,,Virgil van Dijk,3669.0,,,,,,2,From Goal Kick,Bart Verbruggen,37274.0,,Goalkeeper,81,Netherlands,941,['39a17592-bd1c-41b4-b45d-9ac74d0a46c0'],41,,,,,,,,,,,,,,,,Netherlands,941,00:01:41.477,Pass,,,,,,,7.4,41.5,10.1,31.3,Romania vs Netherlands,Romania,Netherlands
,,,,,,,,,,,,,,,,,,1.232773,,,,,,,,,,,,f9bd6969-2229-4a1a-a710-fa4eccc68331,1617,,"[12.5, 33.3]",3941021,46,,,,0.7686773,,Right Foot,,,,"[27.7, 48.0]",,Ground Pass,,21.145449,,,,Tijjani Reijnders,21582.0,,,,,,2,From Goal Kick,Virgil van Dijk,3669.0,,Left Center Back,81,Netherlands,941,['d2421bbe-1e5b-4a31-a906-c0e06b6e72f6'],46,,,,,,,,,,,,,,,,Netherlands,941,00:01:46.871,Pass,,,,,,,12.5,33.3,27.7,48.0,Romania vs Netherlands,Romania,Netherlands
,,,,,,,,,,,,,,,,,,1.48288,,,,,,,,,,,,0d07e403-9487-4d4e-b2cf-3b2f2b496a96,1620,,"[26.0, 51.5]",3941021,46,,,,1.1150225,,Right Foot,,,,"[31.0, 61.7]",,Ground Pass,,11.359577,,Incomplete,,Stefan de Vrij,7787.0,,,,,,2,From Goal Kick,Tijjani Reijnders,21582.0,,Left Defensive Midfield,81,Netherlands,941,"['1e312feb-852b-475c-9d36-89ca4e4d090f', '5262dedd-2b93-4f1b-84ff-1e3cc743d1e9']",48,,,,,,,,,,,,,,,,Netherlands,941,00:01:48.992,Pass,,,,,,,26.0,51.5,31.0,61.7,Romania vs Netherlands,Romania,Netherlands
,,,,,,,,,,,,,,,,,,1.443605,,,,,,,,,,,,5946a4e3-d7f8-476b-95d6-bf69438b0c98,1625,,"[89.5, 18.4]",3941021,47,,,,0.78755796,,Right Foot,,,,"[112.6, 41.6]",,High Pass,,32.73912,,Incomplete,,,,,,,,Free Kick,2,From Free Kick,Nicolae Claudiu Stanciu,10916.0,,Left Center Midfield,82,Romania,905,['ed039791-2c62-44bd-9420-e8edce0a1621'],39,,,,,,,,,,,,,,,,Romania,905,00:02:39.008,Pass,,,,,,,89.5,18.4,112.6,41.6,Romania vs Netherlands,Romania,Netherlands
,,,,,,,,,,,,,,,,,,4.113623,,,,,,,,,,,,ae77af6d-a114-4961-825c-93aa4762b552,1627,,"[77.2, 80.0]",3941021,47,True,,,-2.2086794,,,,,,"[56.0, 51.4]",,Low Pass,,35.600563,,,,Marius Mihai Marin,30913.0,,,,,Throw-in,2,From Throw In,Andrei Florin Ratiu,24861.0,,Right Back,83,Romania,905,['a3d36195-cc94-482b-b4b4-4be52197bd8b'],49,,,,,,,,,,,,,,,,Romania,905,00:02:49.523,Pass,,,,,,,77.2,80.0,56.0,51.4,Romania vs Netherlands,Romania,Netherlands
,,,,,,,,,,,,,,,,,,1.524096,,,,,,,,,,,,7d9bfc1a-76e2-408e-a709-8097fde4e5d7,1630,,"[54.9, 50.7]",3941021,47,,,,0.7371597,,Right Foot,,,,"[77.7, 71.4]",,High Pass,,30.794968,,,,Andrei Florin Ratiu,24861.0,,,,,,2,From Throw In,Marius Mihai Marin,30913.0,,Center Defensive Midfield,83,Romania,905,"['83ba3199-02f6-4634-8b8b-90a93703a592', 'b0d795f6-e46a-4df7-91a2-0eb6edc08d3d']",57,,,,,,,,,,,,,,,,Romania,905,00:02:57.553,Pass,True,,,,,,54.9,50.7,77.7,71.4,Romania vs Netherlands,Romania,Netherlands
,,,,,,,,,,,,,,,,,,1.064751,,,,,,,,,,,,73a2a67f-1ed2-41f6-9c47-6591b951e368,1635,,"[22.1, 0.1]",3941021,48,,,,0.17670886,,,,,,"[36.1, 2.6]",,High Pass,,14.221462,,,,Cody Mathès Gakpo,20750.0,,,,,Throw-in,2,From Throw In,Nathan Aké,3306.0,,Left Back,84,Netherlands,941,['ef1fb60a-4a2e-4c5b-a31a-fa5847fa0861'],24,,,,,,,,,,,,,,,,Netherlands,941,00:03:24.460,Pass,,,,,,,22.1,0.1,36.1,2.6,Romania vs Netherlands,Romania,Netherlands
,,,,,,,,,,,,,,,,,,2.85235,,,,,,,,,,,,908e46ab-73bf-4b57-aa70-d660f72c0cc8,1637,,"[36.0, 2.7]",3941021,48,,,,1.2638342,,Head,,,,"[44.4, 29.2]",,High Pass,,27.799461,,,,Tijjani Reijnders,21582.0,,,,,,2,From Throw In,Cody Mathès Gakpo,20750.0,,Left Wing,84,Netherlands,941,['9f8dfc6b-0d71-4ed3-9c38-f668b2c90833'],25,,,,,,,,,,,,,,,,Netherlands,941,00:03:25.524,Pass,,,,,,,36.0,2.7,44.4,29.2,Romania vs Netherlands,Romania,Netherlands
,,,,,,,,,,,,,,,,,,0.612675,,,,,,,,,,,,40f73a3b-f02f-4efe-9612-4dbcf8809afd,1644,,"[49.2, 12.9]",3941021,48,,,,1.2694511,,Left Foot,,,,"[51.5, 20.3]",,Ground Pass,,7.7491937,,,,Tijjani Reijnders,21582.0,,,,,Free Kick,2,From Free Kick,Nathan Aké,3306.0,,Left Back,85,Netherlands,941,['7aa04562-d026-4384-b614-506c525df795'],43,,,,,,,,,,,,,,,,Netherlands,941,00:03:43.030,Pass,,,,,,,49.2,12.9,51.5,20.3,Romania vs Netherlands,Romania,Netherlands
,,,,,,,,,,,,,,,,,,0.552025,,,,,,,,,,,,6ceaf454-e4be-4c9c-85d3-bdd843d6ef01,1647,,"[51.5, 20.3]",3941021,48,,,,-1.7619808,,Right Foot,,,,"[49.7, 11.0]",,Ground Pass,,9.472592,,,,Nathan Aké,3306.0,,,,,,2,From Free Kick,Tijjani Reijnders,21582.0,,Left Defensive Midfield,85,Netherlands,941,['4adc8a8b-c8be-4c8d-bf19-c6b2c4c78f55'],43,,,,,,,,,,,,,,,,Netherlands,941,00:03:43.706,Pass,,,,,,,51.5,20.3,49.7,11.0,Romania vs Netherlands,Romania,Netherlands
,,,,,,,,,,,,,,,,,,3.015871,,,,,,,,,,,,772ab185-0b3a-42e0-b850-4971558c054a,1650,,"[49.8, 12.0]",3941021,48,,,,2.93373,,Left Foot,,,,"[22.3, 17.8]",,Ground Pass,,28.104982,,,,Virgil van Dijk,3669.0,,,,,,2,From Free Kick,Nathan Aké,3306.0,,Left Back,85,Netherlands,941,['8cdb7927-95e9-4d1d-8788-ce1dfdde7a95'],44,,,,,,,,,,,,,,,,Netherlands,941,00:03:44.307,Pass,,,,,,,49.8,12.0,22.3,17.8,Romania vs Netherlands,Romania,Netherlands
,,,,,,,,,,,,,,,,,,1.851604,,,,,,,,,,,,7706467a-9dea-446d-9e9d-1217c6b73131,1653,,"[20.9, 20.9]",3941021,48,,,,1.8076451,,Right Foot,,,,"[16.0, 41.2]",,Ground Pass,,20.883007,,,,Bart Verbruggen,37274.0,,,,,,2,From Free Kick,Virgil van Dijk,3669.0,,Left Center Back,85,Netherlands,941,['cf51affa-e132-4cf4-9b3b-01800490350c'],48,,,,,,,,,,,,,,,,Netherlands,941,00:03:48.823,Pass,,,,,,,20.9,20.9,16.0,41.2,Romania vs Netherlands,Romania,Netherlands
,,,,,,,,,,,,,,,,,,1.419303,,,,,,,,,,,,91ad031e-6641-4e8d-b5c2-c4635d8195f0,1656,,"[16.0, 41.2]",3941021,48,,,,1.2252407,,Left Foot,,,,"[22.3, 58.7]",,Ground Pass,,18.599463,,,,Stefan de Vrij,7787.0,,,,,,2,From Free Kick,Bart Verbruggen,37274.0,,Goalkeeper,85,Netherlands,941,['2850a34a-82ad-40a6-83d6-0758aae900a5'],51,,,,,,,,,,,,,,,,Netherlands,941,00:03:51.822,Pass,,,,,,,16.0,41.2,22.3,58.7,Romania vs Netherlands,Romania,Netherlands
,,,,,,,,,,,,,,,,,,1.812095,,,,,,,,,,,,e32b7fb5-00e8-4717-a417-6298028eba0f,1659,,"[27.2, 57.8]",3941021,48,,,,-1.7169173,,Right Foot,,,,"[23.3, 31.3]",,Ground Pass,,26.785444,,,,Virgil van Dijk,3669.0,,,,,,2,From Free Kick,Stefan de Vrij,7787.0,,Right Center Back,85,Netherlands,941,['27aaf1ee-7495-4a29-a7ce-2b194a4a5922'],58,,,,,,,,,,,,,,,,Netherlands,941,00:03:58.404,Pass,,,,,,,27.2,57.8,23.3,31.3,Romania vs Netherlands,Romania,Netherlands
,,,,,,,,,,,,,,,,,,1.491395,,,,,,,,,,,,66e77a15-bf3a-4e15-8a75-8c9b13eceb2a,1662,,"[22.7, 32.1]",3941021,49,,,,1.3987843,,Right Foot,,,,"[26.8, 55.7]",,Ground Pass,,23.953497,,,,Stefan de Vrij,7787.0,,,,,,2,From Free Kick,Virgil van Dijk,3669.0,,Left Center Back,85,Netherlands,941,['e62587ac-a349-419a-9bef-11f7a6e65e8c'],0,,,,,,,,,,,,,,,,Netherlands,941,00:04:00.907,Pass,,,,,,,22.7,32.1,26.8,55.7,Romania vs Netherlands,Romania,Netherlands
,,,,,,,,,,,,,,,,,,0.948857,,,,,,,,,,,,15bc1bb7-1291-4ab5-9fbb-4dceb87c12c7,1665,,"[28.3, 59.3]",3941021,49,,,,-0.71883,,Right Foot,,,,"[37.9, 50.9]",,Ground Pass,,12.756175,,,,Tijjani Reijnders,21582.0,,,,,,2,From Free Kick,Stefan de Vrij,7787.0,,Right Center Back,85,Netherlands,941,['b3a139a2-ea04-4536-8792-71facb8f2fd6'],6,,,,,,,,,,,,,,,,Netherlands,941,00:04:06.279,Pass,,,,,,,28.3,59.3,37.9,50.9,Romania vs Netherlands,Romania,Netherlands
,,,,,,,,,,,,,,,,,,1.16967,,,,,,,,,,,,16352f6a-f019-4d0a-99ed-7db68c09acc0,1668,,"[36.0, 58.7]",3941021,49,,,,1.493232,,Right Foot,,,,"[37.5, 78.0]",,Ground Pass,,19.358202,,,,Jerdy Schouten,15503.0,,,,,,2,From Free Kick,Tijjani Reijnders,21582.0,,Left Defensive Midfield,85,Netherlands,941,['79cba465-a0bf-4236-8d74-7563fd0f7434'],8,,,,,,,,,,,,,,,,Netherlands,941,00:04:08.238,Pass,,,,,,,36.0,58.7,37.5,78.0,Romania vs Netherlands,Romania,Netherlands
,,,,,,,,,,,,,,,,,,1.833444,,,,,,,,,,,,f5384336-4600-41cd-b339-fc4f95e5b07e,1671,,"[26.8, 78.4]",3941021,49,,,,-1.6426723,,Left Foot,,,,"[24.1, 40.9]",,Ground Pass,,37.597073,,,,Virgil van Dijk,3669.0,,,,,,2,From Free Kick,Jerdy Schouten,15503.0,,Right Defensive Midfield,85,Netherlands,941,['b61c1d86-9645-44b9-b992-b1cdc6f89e38'],11,,,,,,,,,,,,,,,,Netherlands,941,00:04:11.846,Pass,,,,,,,26.8,78.4,24.1,40.9,Romania vs Netherlands,Romania,Netherlands
,,,,,,,,,,,,,,,,,,1.416205,,,,,,,,,,,,952b658a-a64b-4856-84fd-bbe5ba381af7,1674,,"[28.0, 49.8]",3941021,49,,,,-0.2474029,dcb3235d-1d2b-42a7-91a3-98c10ac9a204,Right Foot,,,,"[47.4, 44.9]",,Ground Pass,,20.009249,,,,Tijjani Reijnders,21582.0,True,,,,,2,From Free Kick,Virgil van Dijk,3669.0,,Left Center Back,85,Netherlands,941,['12b51f29-48d7-4cbe-805c-af0af9393cf7'],16,,,,,,,,,,,,,,,,Netherlands,941,00:04:16.644,Pass,,,,,,,28.0,49.8,47.4,44.9,Romania vs Netherlands,Romania,Netherlands
,,,,,,,,,,,,,,,,,,2.024512,,,,,,,,,,,,8d966d3a-4a96-4e05-9126-4401284e9edc,1683,,"[74.5, 54.0]",3941021,49,,,,3.018327,,Head,,,,"[63.2, 55.4]",,High Pass,,11.386395,,,,Stefan de Vrij,7787.0,,,,,Recovery,2,From Free Kick,Jerdy Schouten,15503.0,,Right Defensive Midfield,85,Netherlands,941,['c6a9338c-6f0c-4206-bc69-f623c2c6f9df'],29,,,,,,,,,,,,,,,,Netherlands,941,00:04:29.112,Pass,,,,,,,74.5,54.0,63.2,55.4,Romania vs Netherlands,Romania,Netherlands
,,,,,,,,,,,,,,,,,,1.127453,,,,,,,,,,,,485a7401-4531-4915-aff9-2b032204defa,1685,,"[60.2, 56.3]",3941021,49,True,,,-1.3819895,,Right Foot,,,,"[63.2, 40.6]",,Ground Pass,,15.984055,,,,Virgil van Dijk,3669.0,,,,,,2,From Free Kick,Stefan de Vrij,7787.0,,Right Center Back,85,Netherlands,941,['18d212db-e406-4641-8369-cf8df92ec35c'],33,,,,,,,,,,,,,,,,Netherlands,941,00:04:33.037,Pass,,,,,,,60.2,56.3,63.2,40.6,Romania vs Netherlands,Romania,Netherlands
,,,,,,,,,,,,,,,,,,0.937739,,,,,,,,,,,,c1f47486-1440-4e7a-b488-d725221fd9c8,1687,,"[63.5, 40.9]",3941021,49,,,,-0.6889244,,Right Foot,,,,"[80.5, 26.9]",,Ground Pass,,22.022715,,,,Xavi Simons,39167.0,,,,,,2,From Free Kick,Virgil van Dijk,3669.0,,Left Center Back,85,Netherlands,941,['28584fe1-2958-4f0f-bd72-69528c7cd610'],35,,,,,,,,,,,,,,,,Netherlands,941,00:04:35.663,Pass,,,,,,,63.5,40.9,80.5,26.9,Romania vs Netherlands,Romania,Netherlands
,,,,,,,,,,,,,,,,,,1.735791,,,,,,,,,,,,5006af66-251d-4723-98f9-69f63ec24658,1690,,"[105.7, 31.3]",3941021,49,,,,-1.0040671,,Right Foot,,,,"[112.0, 21.4]",,Ground Pass,,11.734565,,,,Cody Mathès Gakpo,20750.0,,,,,,2,From Free Kick,Xavi Simons,39167.0,,Center Attacking Midfield,85,Netherlands,941,['eb0fef60-461d-4478-8cd9-1e07dbfd8bb9'],40,,,,,,,,,,,,,,,,Netherlands,941,00:04:40.115,Pass,,,,,,,105.7,31.3,112.0,21.4,Romania vs Netherlands,Romania,Netherlands
,,,,,,,,,,,,,,,,,,1.810359,,,,,,,,,,,,2d16b395-6055-4e6f-baab-e2a645832be7,1692,,"[112.3, 21.2]",3941021,49,,,,1.5374753,a01c1435-d915-453c-88ba-cfbc6a144a2a,Right Foot,True,,,"[113.0, 42.2]",,High Pass,,21.011663,,,,Donyell Malen,15582.0,True,,,,,2,From Free Kick,Cody Mathès Gakpo,20750.0,,Left Wing,85,Netherlands,941,['b49b10e5-061d-4c30-936c-40ff9460e85e'],41,,,,,,,,,,,,,,,,Netherlands,941,00:04:41.851,Pass,,,,,,,112.3,21.2,113.0,42.2,Romania vs Netherlands,Romania,Netherlands
,,,,,,,,,,,,,,,,,,3.056827,,,,,,,,,,,,92417812-00ac-4a38-8881-108c2171aeff,1697,,"[5.9, 35.5]",3941021,50,,,,-0.5039316,,Right Foot,,,,"[62.3, 4.4]",,High Pass,,64.40629,,,,Andrei Burcă Andonie,31908.0,,,,,Goal Kick,2,From Goal Kick,Florin Constantin Niţă,28242.0,,Goalkeeper,86,Romania,905,['4dde2ffa-bd26-4e9d-b44b-a2db3f5d19d4'],24,,,,,,,,,,,,,,,,Romania,905,00:05:24.330,Pass,,,,,,,5.9,35.5,62.3,4.4,Romania vs Netherlands,Romania,Netherlands
,,,,,,,,,,,,,,,,,,1.010394,,,,,,,,,,,,0cd28002-f2b9-489c-8087-64f3b678dc3b,1699,,"[62.3, 4.4]",3941021,50,,,,-0.026542438,,Head,,,,"[73.6, 4.1]",,High Pass,,11.303982,,Incomplete,,Denis Mihai Drăguş,31193.0,,,,,,2,From Goal Kick,Andrei Burcă Andonie,31908.0,,Left Back,86,Romania,905,"['aa346c66-dde7-499b-b6fb-6f6c7a95bb10', 'b77c2d00-58b2-42ba-a6df-ba1a1a2a1aab']",27,,,,,,,,,,,,,,,,Romania,905,00:05:27.387,Pass,,,,,,,62.3,4.4,73.6,4.1,Romania vs Netherlands,Romania,Netherlands
,,,,,,,,,,,,,,,,,,1.168301,,,,,,,,,,,,b77c2d00-58b2-42ba-a6df-ba1a1a2a1aab,1702,,"[46.5, 76.0]",3941021,50,,,True,-0.17021193,,,,,,"[59.3, 73.8]",,High Pass,,12.987686,,Incomplete,,,,,,,,Recovery,2,From Goal Kick,Stefan de Vrij,7787.0,,Right Center Back,86,Romania,905,"['0cd28002-f2b9-489c-8087-64f3b678dc3b', 'a2825fd6-223f-42ab-9c70-23cd2ce1a109', 'd561e1da-c655-415e-af5c-256203ca5d11']",28,,,,,,,,,,,,,,,,Netherlands,941,00:05:28.397,Pass,True,,,,,,46.5,76.0,59.3,73.8,Romania vs Netherlands,Romania,Netherlands
,,,,,,,,,,,,,,,,,,1.140459,,,,,,,,,,,,a2825fd6-223f-42ab-9c70-23cd2ce1a109,1703,,"[60.8, 6.3]",3941021,50,,,,-0.4164386,,Head,,,,"[71.2, 1.7]",,Low Pass,,11.371895,,,,Ianis Hagi,28565.0,,,,,Recovery,2,From Goal Kick,Andrei Burcă Andonie,31908.0,,Left Back,86,Romania,905,"['32298c82-b7c8-414a-af28-c3f23596888f', 'b77c2d00-58b2-42ba-a6df-ba1a1a2a1aab']",29,,,,,,,,,,,,,,,,Romania,905,00:05:29.566,Pass,,,,,,,60.8,6.3,71.2,1.7,Romania vs Netherlands,Romania,Netherlands
,,,,,,,,,,,,,,,,,,1.280147,,,,,,,,,,,,1cbb6469-a5b3-42bb-99d2-4e206482e089,1705,,"[71.2, 1.7]",3941021,50,,,,1.1341692,,Left Foot,,,,"[77.5, 15.2]",,High Pass,,14.897651,,,,Denis Mihai Drăguş,31193.0,,,,,,2,From Goal Kick,Ianis Hagi,28565.0,,Left Midfield,86,Romania,905,['d67ce08e-a2a2-40ba-87fe-5345546d0867'],30,,,,,,,,,,,,,,,,Romania,905,00:05:30.706,Pass,,,,,,,71.2,1.7,77.5,15.2,Romania vs Netherlands,Romania,Netherlands
,,,,,,,,,,,,,,,,,,2.463862,,,,,,,,,,,,df9ff024-381b-4fad-a930-9d0e27b00acb,1711,,"[77.1, 18.4]",3941021,51,,,,0.88867897,,Right Foot,,,,"[107.8, 56.2]",,High Pass,,48.696304,,Incomplete,,,,,,,,Free Kick,2,From Free Kick,Nicolae Claudiu Stanciu,10916.0,,Left Center Midfield,87,Romania,905,['d117c57c-eaa5-4f00-bdee-5bd0db7fe4aa'],16,,,,,,,,,,,,,,,,Romania,905,00:06:16.911,Pass,,,,,,,77.1,18.4,107.8,56.2,Romania vs Netherlands,Romania,Netherlands
,,,,,,,,,,,,,,,,,,0.989847,,,,,,,,,,,,4874943c-0d80-4122-80bb-caad8c4d19e7,1717,,"[84.0, 71.4]",3941021,51,,,,1.4141945,,Right Foot,,,,"[84.9, 77.1]",,Ground Pass,,5.770615,,,,Dennis Man,56905.0,,,,,,2,From Free Kick,Răzvan Gabriel Marin,16344.0,,Right Center Midfield,87,Romania,905,['d806cdbe-cff2-4b74-80ff-a0044deff2b3'],25,,,,,,,,,,,,,,,,Romania,905,00:06:25.862,Pass,,,,,,,84.0,71.4,84.9,77.1,Romania vs Netherlands,Romania,Netherlands
,,,,,,,,,,,,,,,,,,1.195747,,,,,,,,,,,,ce6ecc1d-fd71-4777-846e-aca2ca69a007,1720,,"[79.0, 76.0]",3941021,51,,,,-3.0643275,,Left Foot,,,,"[63.5, 74.8]",,Ground Pass,,15.546382,,,,Andrei Florin Ratiu,24861.0,,,,,,2,From Free Kick,Dennis Man,56905.0,,Right Midfield,87,Romania,905,['181fb011-fdf4-4110-ae03-09460e52b746'],28,,,,,,,,,,,,,,,,Romania,905,00:06:28.236,Pass,,,,,,,79.0,76.0,63.5,74.8,Romania vs Netherlands,Romania,Netherlands
,,,,,,,,,,,,,,,,,,1.41363,,,,,,,,,,,,b7cdf60f-0b14-4658-976d-315b975d5c07,1723,,"[64.0, 69.4]",3941021,51,,,,-2.0786052,,Right Foot,,,,"[50.7, 45.5]",,Ground Pass,,27.351418,,,,Marius Mihai Marin,30913.0,,,,,,2,From Free Kick,Andrei Florin Ratiu,24861.0,,Right Back,87,Romania,905,['275c917f-1122-4494-b93f-b4688580a541'],30,,,,,,,,,,,,,,,,Romania,905,00:06:30.429,Pass,,,,,,,64.0,69.4,50.7,45.5,Romania vs Netherlands,Romania,Netherlands
,,,,,,,,,,,,,,,,,,1.472007,,,,,,,,,,,,30edfd6a-3c31-475d-8625-a109590f51eb,1726,,"[52.4, 47.0]",3941021,51,,,,1.3623312,,Right Foot,,,,"[57.9, 73.0]",,Ground Pass,,26.575365,,,,Radu Drăgușin,39615.0,,,,,,2,From Free Kick,Marius Mihai Marin,30913.0,,Center Defensive Midfield,87,Romania,905,['d7f60bcd-b9cf-44e6-8c82-e31cc0055910'],34,,,,,,,,,,,,,,,,Romania,905,00:06:34.354,Pass,,,,,,,52.4,47.0,57.9,73.0,Romania vs Netherlands,Romania,Netherlands
,,,,,,,,,,,,,,,,,,0.842456,,,,,,,,,,,,3a8a5a31-2fb9-4756-ab3e-e998eaea6579,1729,,"[61.8, 72.9]",3941021,51,,,,-0.35493338,,Right Foot,,,,"[76.1, 67.6]",,Ground Pass,,15.250574,,Incomplete,,Andrei Florin Ratiu,24861.0,,,,,,2,From Free Kick,Radu Drăgușin,39615.0,,Right Center Back,87,Romania,905,"['4948734c-eed7-4e5e-882d-49e9417263d8', 'c5bb76ef-17fd-46aa-a081-9328f64a2889']",37,,,,,,,,,,,,,,,,Romania,905,00:06:37.068,Pass,,,,,,,61.8,72.9,76.1,67.6,Romania vs Netherlands,Romania,Netherlands
,,,,,,,,,,,,,,,,,,0.78682,,,,,,,,,,,,ff5bda25-781b-47a0-a6f6-16697c9f047e,1733,,"[42.3, 9.5]",3941021,51,,,,-0.28805545,,Right Foot,,,,"[45.0, 8.7]",,Ground Pass,,2.8160255,,,,Cody Mathès Gakpo,20750.0,,,,,,2,Regular Play,Jerdy Schouten,15503.0,,Right Defensive Midfield,88,Netherlands,941,['3c00398b-3da1-4965-987e-1fffe58873a4'],38,,,,,,,,,,,,,,,,Netherlands,941,00:06:38.483,Pass,,,,,,,42.3,9.5,45.0,8.7,Romania vs Netherlands,Romania,Netherlands
,,,,,,,,,,,,,,,,,,0.753205,,,,,,,,,,,,f1d9c766-7bd4-4d08-ba36-6d9b4072fd9a,1737,,"[45.9, 8.4]",3941021,51,,,,2.786887,,Right Foot,,,,"[40.5, 10.4]",,Ground Pass,,5.758472,,,,Jerdy Schouten,15503.0,,,,,,2,Regular Play,Cody Mathès Gakpo,20750.0,,Left Wing,88,Netherlands,941,"['15ae34e7-0011-4348-b865-5ca4111c0cff', 'd699c15e-5812-4519-9e70-05a8224cab96']",39,,,,,,,,,,,,,,,,Netherlands,941,00:06:39.410,Pass,True,,,,,,45.9,8.4,40.5,10.4,Romania vs Netherlands,Romania,Netherlands
,,,,,,,,,,,,,,,,,,0.648052,,,,,,,,,,,,795cede4-8942-42fb-8117-b69c5e07fcb7,1741,,"[42.4, 6.6]",3941021,51,,,,-0.37032342,,Left Foot,,,,"[50.9, 3.3]",,Ground Pass,,9.1181135,,,,Memphis Depay,2988.0,,,,,,2,Regular Play,Jerdy Schouten,15503.0,,Right Defensive Midfield,88,Netherlands,941,"['1e309b8b-aa6d-4030-b274-e4d55a50a0e0', 'e78c237d-e926-4f18-ba1a-2e9824bcc786']",41,,,,,,,,,,,,,,,,Netherlands,941,00:06:41.251,Pass,True,,,,,,42.4,6.6,50.9,3.3,Romania vs Netherlands,Romania,Netherlands
