50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,team,team_id,timestamp,type,under_pressure,tactics.formation,tactics.lineup,tactics,50_50.outcome.id,50_50.outcome.name,x,y,end_x,end_y,match_name,home_team,away_team
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,15dff6e2-0c63-4b01-923e-56b157ff98ca,1,,,,3930179,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Albania,906,,0,,,,,,,,,,,,,,,,Albania,906,00:00:00.000,Starting XI,,4231.0,"[{'player': {'id': 7789, 'name': 'Thomas Strakosha'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 23}, {'player': {'id': 3378, 'name': 'Iván Balliu Campeny'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 8291, 'name': 'Arlind Afrim Ajeti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 7108, 'name': 'Berat Djimsiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 49097, 'name': 'Mario Mitaj'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 24438, 'name': 'Ylber Ramadani'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 57303, 'name': 'Kristjan Asllani'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 41186, 'name': 'Jasir Asani'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 7531, 'name': 'Qazim Laçi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 32030, 'name': 'Nedim Bajrami'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 23987, 'name': 'Rey Manaj'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]",,,,,,,,Albania vs Spain,Albania,Spain
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5221db61-fc65-42f4-b4e6-6bbf3e650103,2,,,,3930179,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Albania,906,,0,,,,,,,,,,,,,,,,Spain,772,00:00:00.000,Starting XI,,4231.0,"[{'player': {'id': 4127, 'name': 'David Raya Martin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6821, 'name': 'Jesús Navas González'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 41542, 'name': 'Daniel Vivian Moreno'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 4353, 'name': 'Aymeric Laporte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 10336, 'name': 'Alejandro Grimaldo García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 24921, 'name': 'Martín Zubimendi Ibáñez'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 3042, 'name': 'Mikel Merino Zazón'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6748, 'name': 'Ferrán Torres García'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 16532, 'name': 'Daniel Olmo Carvajal'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 6685, 'name': 'Mikel Oyarzabal Ugarte'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 21}, {'player': {'id': 3265, 'name': 'José Luis Sanmartín Mato'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]",,,,,,,,Albania vs Spain,Albania,Spain
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,28cec252-8891-4a29-a54f-bd9fc860a471,3,,,,3930179,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Albania,906,['7121f798-796f-4fda-a0ec-f07e9709d66c'],0,,,,,,,,,,,,,,,,Spain,772,00:00:00.000,Half Start,,,,,,,,,,,Albania vs Spain,Albania,Spain
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7121f798-796f-4fda-a0ec-f07e9709d66c,4,,,,3930179,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Albania,906,['28cec252-8891-4a29-a54f-bd9fc860a471'],0,,,,,,,,,,,,,,,,Albania,906,00:00:00.000,Half Start,,,,,,,,,,,Albania vs Spain,Albania,Spain
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,639f1d11-2757-4747-8af5-f38adb0ac6dc,1785,,,,3930179,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,74,Albania,906,['f2273b78-155b-46fa-8b28-680ee6dd04cb'],0,,,,,,,,,,,,,,,,Spain,772,00:00:00.000,Half Start,,,,,,,,,,,Albania vs Spain,Albania,Spain
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f2273b78-155b-46fa-8b28-680ee6dd04cb,1786,,,,3930179,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,74,Albania,906,['639f1d11-2757-4747-8af5-f38adb0ac6dc'],0,,,,,,,,,,,,,,,,Albania,906,00:00:00.000,Half Start,,,,,,,,,,,Albania vs Spain,Albania,Spain
,,,,,,,,,,,,,,,,,,1.513716,,,,,,,,,,,,,6cd93b8d-12d6-4cd5-9368-d81e92e586ba,5,,,"[60.0, 40.0]",3930179,0,,,,,-3.039622,,Right Foot,,,"[38.5, 37.8]",,Ground Pass,,21.612265,,,Ylber Ramadani,24438.0,,,,,Kick Off,1,From Kick Off,Qazim Laçi,7531.0,Center Attacking Midfield,2,Albania,906,['d5238ccd-c793-420b-998b-9fe41bde0057'],0,,,,,,,,,,,,,,,,Albania,906,00:00:00.646,Pass,,,,,,,60.0,40.0,38.5,37.8,Albania vs Spain,Albania,Spain
,,,,,,,,,,,,,,,,,,2.410254,,,,,,,,,,,,,5473446d-65d8-4052-b798-6f0d21001049,8,,,"[40.2, 40.2]",3930179,0,,,,,-0.62290907,,Right Foot,,,"[89.9, 4.5]",,High Pass,,61.192974,,,Rey Manaj,23987.0,,,,,,1,From Kick Off,Ylber Ramadani,24438.0,Right Defensive Midfield,2,Albania,906,['a9e85347-b75a-4af3-8813-9ef537b52356'],3,,,,,,,,,,,,,,,,Albania,906,00:00:03.203,Pass,,,,,,,40.2,40.2,89.9,4.5,Albania vs Spain,Albania,Spain
,,,,,,,,,,,,,,,,,,1.262509,,,,,,,,,,,,,86a1456b-09eb-4eb1-9274-7a3b429a7af2,11,,,"[91.3, 2.3]",3930179,0,,,,True,2.155674,,,,,"[86.4, 9.7]",,High Pass,,8.875246,Incomplete,,Nedim Bajrami,32030.0,,,,,,1,From Kick Off,Rey Manaj,23987.0,Center Forward,2,Albania,906,"['01660ad3-b7c2-4b72-9de5-f62f3905884d', '0c507c4c-0535-4c5e-a706-69b8c3989236', '14c29d95-c7d4-49d5-8ad9-fc1b8c09d5fc']",5,,,,,,,,,,,,,,,,Albania,906,00:00:05.791,Pass,True,,,,,,91.3,2.3,86.4,9.7,Albania vs Spain,Albania,Spain
,,,,,,,,,,,,,,,,,,1.300495,,,,,,,,,,,,,01660ad3-b7c2-4b72-9de5-f62f3905884d,13,,,"[33.7, 70.4]",3930179,0,,,,,1.036202,,Left Foot,,,"[38.2, 78.0]",,Low Pass,,8.832327,,,Ferrán Torres García,6748.0,,,,,Recovery,1,Regular Play,Martín Zubimendi Ibáñez,24921.0,Right Defensive Midfield,3,Spain,772,"['86a1456b-09eb-4eb1-9274-7a3b429a7af2', 'ef815453-aa49-421c-8185-8be6d63d034e']",7,,,,,,,,,,,,,,,,Spain,772,00:00:07.053,Pass,,,,,,,33.7,70.4,38.2,78.0,Albania vs Spain,Albania,Spain
,,,,,,,,,,,,,,,,,,0.787139,,,,,,,,,,,,,1e88a56a-8236-4c5a-9466-0633d7e7b679,17,,,"[37.6, 79.2]",3930179,0,,,,,-2.9441972,,Right Foot,,,"[31.6, 78.0]",,Ground Pass,,6.1188235,,,Jesús Navas González,6821.0,,,,,,1,Regular Play,Ferrán Torres García,6748.0,Right Wing,3,Spain,772,['a3b5b3fa-148e-4be3-b8e1-9e44f369af3c'],8,,,,,,,,,,,,,,,,Spain,772,00:00:08.941,Pass,,,,,,,37.6,79.2,31.6,78.0,Albania vs Spain,Albania,Spain
,,,,,,,,,,,,,,,,,,1.599998,,,,,,,,,,,,,5bf545eb-867a-4a50-9e00-a0b55bf05d9d,23,,,"[29.2, 80.0]",3930179,0,,True,,,-2.7032561,,,,,"[16.4, 74.0]",,Low Pass,,14.136477,,,Daniel Vivian Moreno,41542.0,,,,,Throw-in,1,From Throw In,Jesús Navas González,6821.0,Right Back,4,Spain,772,['38bd16ba-f59c-421b-a111-bacb926bb9f1'],25,,,,,,,,,,,,,,,,Spain,772,00:00:25.254,Pass,,,,,,,29.2,80.0,16.4,74.0,Albania vs Spain,Albania,Spain
,,,,,,,,,,,,,,,,,,1.860851,,,,,,,,,,,,,a1ea83a1-1929-4097-b014-e3e97228ec4d,25,,,"[17.8, 74.0]",3930179,0,,,,,0.097726904,,Right Foot,,,"[28.0, 75.0]",,Ground Pass,,10.248902,,,Jesús Navas González,6821.0,,,,,,1,From Throw In,Daniel Vivian Moreno,41542.0,Right Center Back,4,Spain,772,['f6eda6b6-5039-4850-940c-051547b528d1'],27,,,,,,,,,,,,,,,,Spain,772,00:00:27.257,Pass,,,,,,,17.8,74.0,28.0,75.0,Albania vs Spain,Albania,Spain
,,,,,,,,,,,,,,,,,,5.199686,,,,,,,,,,,,,73674dc1-0245-4b1d-a03f-ac130d718202,29,,,"[40.5, 77.0]",3930179,0,,,,,-1.9330232,,Right Foot,,,"[15.3, 10.5]",,High Pass,,71.114624,,,Alejandro Grimaldo García,10336.0,,True,,,,1,From Throw In,Jesús Navas González,6821.0,Right Back,4,Spain,772,['6acc0f3e-fee5-417d-ad96-7ec99d0c9aae'],31,,,,,,,,,,,,,,,,Spain,772,00:00:31.290,Pass,,,,,,,40.5,77.0,15.3,10.5,Albania vs Spain,Albania,Spain
,,,,,,,,,,,,,,,,,,1.402978,,,,,,,,,,,,,2ab1d289-90b0-4b9d-a552-19578b97b9d8,32,,,"[13.8, 11.1]",3930179,0,,,,,1.786154,,Left Foot,,,"[11.0, 23.9]",,Ground Pass,,13.102672,,,Aymeric Laporte,4353.0,,,,,,1,From Throw In,Alejandro Grimaldo García,10336.0,Left Back,4,Spain,772,['0ac27e80-8aa3-4242-9405-107f4324024d'],37,,,,,,,,,,,,,,,,Spain,772,00:00:37.993,Pass,,,,,,,13.8,11.1,11.0,23.9,Albania vs Spain,Albania,Spain
,,,,,,,,,,,,,,,,,,1.323054,,,,,,,,,,,,,5d37cdec-6256-4376-8ecb-a197676bb500,35,,,"[10.2, 27.2]",3930179,0,,,,,1.9124118,,Left Foot,,,"[5.4, 40.7]",,Ground Pass,,14.327945,,,David Raya Martin,4127.0,,,,,,1,From Throw In,Aymeric Laporte,4353.0,Left Center Back,4,Spain,772,['8ceb1471-54b9-4a5b-8478-4a55e998174d'],40,,,,,,,,,,,,,,,,Spain,772,00:00:40.489,Pass,,,,,,,10.2,27.2,5.4,40.7,Albania vs Spain,Albania,Spain
,,,,,,,,,,,,,,,,,,1.08179,,,,,,,,,,,,,3dd65237-968e-42fa-a2c1-a0fcc925c216,39,,,"[7.2, 40.5]",3930179,0,,,,,-0.20749623,,Right Foot,,,"[16.7, 38.5]",,Ground Pass,,9.708244,,,Martín Zubimendi Ibáñez,24921.0,,,,,,1,From Throw In,David Raya Martin,4127.0,Goalkeeper,4,Spain,772,"['4deb259b-79d5-43ed-b840-74ce703bba18', 'e60d3c03-9846-4907-a85d-acd8365ec97c']",42,,,,,,,,,,,,,,,,Spain,772,00:00:42.752,Pass,True,,,,,,7.2,40.5,16.7,38.5,Albania vs Spain,Albania,Spain
,,,,,,,,,,,,,,,,,,1.312875,,,,,,,,,,,,,07178796-d601-4b42-b413-5e3d8d84f1a5,42,,,"[15.9, 37.7]",3930179,0,,,,,-1.9983151,,Left Foot,,,"[8.2, 20.8]",,Ground Pass,,18.571484,,,Aymeric Laporte,4353.0,,,,,,1,From Throw In,Martín Zubimendi Ibáñez,24921.0,Right Defensive Midfield,4,Spain,772,"['54ae9e24-9012-4014-9563-f041580b1b76', '57a4a447-ecf9-48c2-94ba-862cea6aa878']",43,,,,,,,,,,,,,,,,Spain,772,00:00:43.834,Pass,True,,,,,,15.9,37.7,8.2,20.8,Albania vs Spain,Albania,Spain
,,,,,,,,,,,,,,,,,,1.682054,,,,,,,,,,,,,02bc32e8-8d6b-404a-8015-3c43fa99a342,45,,,"[8.8, 21.4]",3930179,0,,,,,1.7006733,,Left Foot,,,"[5.6, 45.9]",,Ground Pass,,24.708096,,,Daniel Vivian Moreno,41542.0,,,,,,1,From Throw In,Aymeric Laporte,4353.0,Left Center Back,4,Spain,772,['89f7edb4-8cec-460b-8a71-26bdeb2e9afc'],48,,,,,,,,,,,,,,,,Spain,772,00:00:48.201,Pass,,,,,,,8.8,21.4,5.6,45.9,Albania vs Spain,Albania,Spain
,,,,,,,,,,,,,,,,,,1.28873,,,,,,,,,,,,,7b3050a8-7166-46d6-a68b-118f3d24306a,48,,,"[9.6, 58.5]",3930179,0,,,,,1.0053821,,Right Foot,,,"[22.1, 78.2]",,Ground Pass,,23.331095,,,Jesús Navas González,6821.0,,,,,,1,From Throw In,Daniel Vivian Moreno,41542.0,Right Center Back,4,Spain,772,['4c417106-9b4a-43c5-b19b-3a2c442a8b88'],52,,,,,,,,,,,,,,,,Spain,772,00:00:52.056,Pass,,,,,,,9.6,58.5,22.1,78.2,Albania vs Spain,Albania,Spain
,,,,,,,,,,,,,,,,,,0.788347,,,,,,,,,,,,,cdb2a084-2df9-4114-a3c8-34bddde9872f,51,,,"[24.9, 79.0]",3930179,0,,,,,-0.0329551,,Right Foot,,,"[43.1, 78.4]",,Ground Pass,,18.209887,Incomplete,,Ferrán Torres García,6748.0,,,,,,1,From Throw In,Jesús Navas González,6821.0,Right Back,4,Spain,772,"['0ea958c9-d612-43cc-8903-b2859bc94c12', '6cb373b6-a9f4-4762-9dd7-07c9117126af']",55,,,,,,,,,,,,,,,,Spain,772,00:00:55.709,Pass,,,,,,,24.9,79.0,43.1,78.4,Albania vs Spain,Albania,Spain
,,,,,,,,,,,,,,,,,,0.823582,,,,,,,,,,,,,ad536663-e071-47d7-9f5b-0282d1b1a67d,57,,,"[77.1, 2.3]",3930179,0,,,,,-3.09225,,Right Foot,,,"[69.0, 1.9]",,Ground Pass,,8.109871,,,Mario Mitaj,49097.0,,,,,,1,Regular Play,Nedim Bajrami,32030.0,Left Wing,5,Albania,906,['cd1a73cb-febd-44a6-b25e-a451f161fc73'],58,,,,,,,,,,,,,,,,Albania,906,00:00:58.682,Pass,,,,,,,77.1,2.3,69.0,1.9,Albania vs Spain,Albania,Spain
,,,,,,,,,,,,,,,,,,1.797149,,,,,,,,,,,,,887c9dc9-13ce-499d-8b94-36b8c45c19ee,61,,,"[67.9, 2.6]",3930179,1,,,,,2.6887305,,Left Foot,,,"[41.8, 15.3]",,Low Pass,,29.02585,,,Berat Djimsiti,7108.0,,,,,,1,Regular Play,Mario Mitaj,49097.0,Left Back,5,Albania,906,['e13c2210-5f7f-4257-beb1-956ba22a333e'],0,,,,,,,,,,,,,,,,Albania,906,00:01:00.640,Pass,,,,,,,67.9,2.6,41.8,15.3,Albania vs Spain,Albania,Spain
,,,,,,,,,,,,,,,,,,2.235384,,,,,,,,,,,,,fa744104-3427-4259-83c3-45fa8c9e10fa,64,,,"[41.0, 17.0]",3930179,1,,,,,2.364815,,Left Foot,,,"[17.6, 40.0]",,Ground Pass,,32.810974,,,Thomas Strakosha,7789.0,,,,,,1,Regular Play,Berat Djimsiti,7108.0,Left Center Back,5,Albania,906,['5fcaadea-eead-4216-b60c-2cdf4dd70540'],3,,,,,,,,,,,,,,,,Albania,906,00:01:03.655,Pass,,,,,,,41.0,17.0,17.6,40.0,Albania vs Spain,Albania,Spain
,,,,,,,,,,,,,,,,,,3.090427,,,,,,,,,,,,,39d96af2-5d90-4c81-b4d2-5875ff8bc3b6,68,,,"[20.4, 48.7]",3930179,1,,,,,-0.4524749,,Right Foot,,,"[78.0, 20.7]",,High Pass,,64.04498,Incomplete,,Rey Manaj,23987.0,,,,,,1,Regular Play,Thomas Strakosha,7789.0,Goalkeeper,5,Albania,906,"['72a7ec05-92a0-4472-b86b-4cc8090470ce', '8a8a718e-28d7-4473-bff0-1e402572ad06', 'b1d0ed8f-683e-4319-84e3-c2adfc8b62bc']",7,,,,,,,,,,,,,,,,Albania,906,00:01:07.960,Pass,True,,,,,,20.4,48.7,78.0,20.7,Albania vs Spain,Albania,Spain
,,,,,,,,,,,,,,,,,,3.375705,,,,,,,,,,,,,0eb74ce4-8380-44f0-822b-a52a46e9f7b4,74,,,"[83.5, 35.4]",3930179,1,,,,,-1.0081582,,Right Foot,,,"[104.5, 2.1]",,Ground Pass,,39.36864,,,Nedim Bajrami,32030.0,,,,,,1,Regular Play,Qazim Laçi,7531.0,Center Attacking Midfield,5,Albania,906,"['cba74c53-1b5a-4b6e-883d-48f6485c809d', 'f23e697f-5fea-4a22-b632-6e0af2d889f6']",14,,,,,,,,,,,,,,,,Albania,906,00:01:14.161,Pass,True,,,,,,83.5,35.4,104.5,2.1,Albania vs Spain,Albania,Spain
,,,,,,,,,,,,,,,,,,1.534731,,,,,,,,,,,,,35137492-5c49-4fc1-b0a4-4b3e1240c958,77,,,"[110.7, 11.4]",3930179,1,,,,,1.45488,,Right Foot,True,,"[114.1, 40.6]",,High Pass,,29.397278,Incomplete,,Jasir Asani,41186.0,,,,,,1,Regular Play,Nedim Bajrami,32030.0,Left Wing,5,Albania,906,"['25fae812-a253-4dbe-8088-60cb036e5ac7', '38409c15-d2fb-437c-b7e3-5d1fdbeba37c']",23,,,,,,,,,,,,,,,,Albania,906,00:01:23.226,Pass,,,,,,,110.7,11.4,114.1,40.6,Albania vs Spain,Albania,Spain
,,,,,,,,,,,,,,,,,,0.19802,,,,,,,,,,,,,1c2ce068-e647-48a9-9403-ca75918622ca,84,,,"[108.5, 30.2]",3930179,1,,,,,2.9147937,,Right Foot,,,"[107.2, 30.5]",,Low Pass,,1.3341664,Incomplete,,,,,,,,,1,Regular Play,Rey Manaj,23987.0,Center Forward,5,Albania,906,"['6d3e3e3a-3fb1-4b5d-ba5c-851da725a7f4', 'ac8475ae-1449-4d94-8ede-dd679a4d12b6']",28,,,,,,,,,,,,,,,,Albania,906,00:01:28.955,Pass,True,,,,,,108.5,30.2,107.2,30.5,Albania vs Spain,Albania,Spain
,,,,,,,,,,,,,,,,,,1.224909,,,,,,,,,,,,,89acbccc-f476-4b6c-af39-641ad1ecc909,86,,,"[8.4, 51.4]",3930179,1,,,,,0.15214832,,Right Foot,,,"[38.4, 56.0]",,High Pass,,30.350618,Incomplete,,José Luis Sanmartín Mato,3265.0,,,,,Recovery,1,Regular Play,Mikel Merino Zazón,3042.0,Left Defensive Midfield,5,Albania,906,"['10dad17c-ff0f-49c7-a96e-e7a9f0d690b3', '2017c55e-b2a7-4ddd-975d-e98f22df7f57']",29,,,,,,,,,,,,,,,,Spain,772,00:01:29.869,Pass,,,,,,,8.4,51.4,38.4,56.0,Albania vs Spain,Albania,Spain
,,,,,,,,,,,,,,,,,,1.61547,,,,,,,,,,,,,287d315e-dbdc-4791-a199-954e0f235261,94,,,"[50.1, 78.4]",3930179,1,,,,,-3.100237,,Right Foot,,,"[21.1, 77.2]",,Low Pass,,29.024817,,,Jesús Navas González,6821.0,,,,,,1,Regular Play,José Luis Sanmartín Mato,3265.0,Center Forward,6,Spain,772,['89c56497-274b-4425-ba3d-368fb5562d20'],37,,,,,,,,,,,,,,,,Spain,772,00:01:37.884,Pass,,,,,,,50.1,78.4,21.1,77.2,Albania vs Spain,Albania,Spain
,,,,,,,,,,,,,,,,,,1.998143,,,,,,,,,,,,,dee6e70a-87ac-4256-868e-4fba981fea83,97,,,"[10.8, 71.3]",3930179,1,,,,,-1.7667775,,Right Foot,,,"[5.4, 44.1]",,Ground Pass,,27.730848,,,David Raya Martin,4127.0,,,,,,1,Regular Play,Jesús Navas González,6821.0,Right Back,6,Spain,772,['bfabb32e-4599-4769-b47e-dffd1949c6d5'],44,,,,,,,,,,,,,,,,Spain,772,00:01:44.740,Pass,,,,,,,10.8,71.3,5.4,44.1,Albania vs Spain,Albania,Spain
,,,,,,,,,,,,,,,,,,1.727617,,,,,,,,,,,,,6b90b751-db3f-4565-b2ac-b604704b83a0,100,,,"[11.8, 41.9]",3930179,1,,,,,-1.0887781,,Right Foot,,,"[19.7, 26.8]",,Ground Pass,,17.041714,,,Aymeric Laporte,4353.0,,,,,,1,Regular Play,David Raya Martin,4127.0,Goalkeeper,6,Spain,772,['d8768a50-2a19-4bcd-b3cb-61bbf0c49e73'],48,,,,,,,,,,,,,,,,Spain,772,00:01:48.667,Pass,,,,,,,11.8,41.9,19.7,26.8,Albania vs Spain,Albania,Spain
,,,,,,,,,,,,,,,,,,1.668418,,,,,,,,,,,,,3008977b-02f8-4f42-acfd-e3dfab818f92,103,,,"[46.6, 25.2]",3930179,1,,,,,1.7556833,,Left Foot,,,"[41.7, 51.4]",,Ground Pass,,26.654268,,,Daniel Vivian Moreno,41542.0,,,,,,1,Regular Play,Aymeric Laporte,4353.0,Left Center Back,6,Spain,772,['69b0700e-c18f-485c-9c80-88cc51be7f1f'],57,,,,,,,,,,,,,,,,Spain,772,00:01:57.383,Pass,,,,,,,46.6,25.2,41.7,51.4,Albania vs Spain,Albania,Spain
,,,,,,,,,,,,,,,,,,1.232424,,,,,,,,,,,,,84bbba6f-4b8f-4105-ab1f-f47fbda019d4,106,,,"[56.7, 48.5]",3930179,2,,,,,-1.5462915,,Right Foot,,,"[57.2, 28.1]",,Ground Pass,,20.406126,,,Aymeric Laporte,4353.0,,,,,,1,Regular Play,Daniel Vivian Moreno,41542.0,Right Center Back,6,Spain,772,['c01b76b5-6a69-49fc-90d1-dd98a9b76cd2'],5,,,,,,,,,,,,,,,,Spain,772,00:02:05.255,Pass,,,,,,,56.7,48.5,57.2,28.1,Albania vs Spain,Albania,Spain
,,,,,,,,,,,,,,,,,,1.564835,,,,,,,,,,,,,9eeb2141-1b46-4415-9ff2-a5708aaa9806,109,,,"[62.1, 27.3]",3930179,2,,,,,-0.86325467,,Left Foot,,,"[81.6, 4.5]",,Ground Pass,,30.0015,,,Mikel Oyarzabal Ugarte,6685.0,,,,,,1,Regular Play,Aymeric Laporte,4353.0,Left Center Back,6,Spain,772,['142ee238-575d-4132-82a1-7101b2d15342'],9,,,,,,,,,,,,,,,,Spain,772,00:02:09.022,Pass,,,,,,,62.1,27.3,81.6,4.5,Albania vs Spain,Albania,Spain
,,,,,,,,,,,,,,,,,,1.323502,,,,,,,,,,,,,c1fdc55c-98a8-4ad6-bde0-95e0d3bb21cb,112,,,"[79.3, 3.3]",3930179,2,,,,,3.0162036,,Left Foot,,,"[67.4, 4.8]",,Ground Pass,,11.994165,,,Alejandro Grimaldo García,10336.0,,,,,,1,Regular Play,Mikel Oyarzabal Ugarte,6685.0,Left Wing,6,Spain,772,['407c996c-9ec5-431e-9293-1fac6d512dab'],11,,,,,,,,,,,,,,,,Spain,772,00:02:11.506,Pass,,,,,,,79.3,3.3,67.4,4.8,Albania vs Spain,Albania,Spain
,,,,,,,,,,,,,,,,,,1.642316,,,,,,,,,,,,,3ad9cdc5-1c0b-451d-9f98-d5e1e4166df1,115,,,"[67.4, 4.8]",3930179,2,,,,,2.0647378,,Left Foot,,,"[57.6, 23.0]",,Ground Pass,,20.670752,,,Aymeric Laporte,4353.0,,,,,,1,Regular Play,Alejandro Grimaldo García,10336.0,Left Back,6,Spain,772,['f1eb4232-e561-41cd-94ee-86b8e902ee75'],14,,,,,,,,,,,,,,,,Spain,772,00:02:14.043,Pass,,,,,,,67.4,4.8,57.6,23.0,Albania vs Spain,Albania,Spain
,,,,,,,,,,,,,,,,,,1.603024,,,,,,,,,,,,,c1e8c007-bf6c-447d-8dce-cd55588d6a07,118,,,"[65.0, 27.0]",3930179,2,,,,,1.7119826,,Left Foot,,,"[62.2, 46.7]",,Ground Pass,,19.89799,,,Daniel Vivian Moreno,41542.0,,,,,,1,Regular Play,Aymeric Laporte,4353.0,Left Center Back,6,Spain,772,['e40e59f1-572b-45df-b1a0-db313d2da268'],18,,,,,,,,,,,,,,,,Spain,772,00:02:18.360,Pass,,,,,,,65.0,27.0,62.2,46.7,Albania vs Spain,Albania,Spain
,,,,,,,,,,,,,,,,,,1.499783,,,,,,,,,,,,,80dc7f69-7b7c-483a-8dc1-7f13f7ac6fd6,121,,,"[70.9, 56.2]",3930179,2,,,,,1.3559809,,Right Foot,,,"[75.7, 78.2]",,Ground Pass,,22.51755,,,Jesús Navas González,6821.0,,,,,,1,Regular Play,Daniel Vivian Moreno,41542.0,Right Center Back,6,Spain,772,['46cef8d2-5e36-4240-a979-6173341da457'],23,,,,,,,,,,,,,,,,Spain,772,00:02:23.947,Pass,,,,,,,70.9,56.2,75.7,78.2,Albania vs Spain,Albania,Spain
,,,,,,,,,,,,,,,,,,1.323243,,,,,,,,,,,,,13a3e303-e399-469a-bc95-825ca1ca8e6e,124,,,"[70.7, 77.0]",3930179,2,,,,,-2.1144066,,Right Foot,,,"[56.8, 54.0]",,Ground Pass,,26.873964,,,Daniel Vivian Moreno,41542.0,,,,,,1,Regular Play,Jesús Navas González,6821.0,Right Back,6,Spain,772,['4ba25a7a-b3ba-46e4-a1c2-585ee7eaa5e6'],27,,,,,,,,,,,,,,,,Spain,772,00:02:27.203,Pass,,,,,,,70.7,77.0,56.8,54.0,Albania vs Spain,Albania,Spain
