50_50,bad_behaviour_card,ball_receipt_outcome,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,team,team_id,timestamp,type,under_pressure,tactics.formation,tactics.lineup,tactics,50_50.outcome.id,50_50.outcome.name,x,y,end_x,end_y,match_name,home_team,away_team
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9e3dcaaf-97f1-482c-a31d-3dd68c90489e,1,,,,3930161,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Italy,914,,0,,,,,,,,,,,,,,,,,Italy,914,00:00:00.000,Starting XI,,433.0,"[{'player': {'id': 7036, 'name': 'Gianluigi Donnarumma'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 11514, 'name': 'Giovanni Di Lorenzo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7480, 'name': 'Alessandro Bastoni'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 41768, 'name': 'Riccardo Calafiori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 12255, 'name': 'Federico Dimarco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 7024, 'name': 'Jorge Luiz Frello Filho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 30926, 'name': 'Davide Frattesi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 8181, 'name': 'Nicolò Barella'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 7156, 'name': 'Federico Chiesa'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 6963, 'name': 'Lorenzo Pellegrini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 10992, 'name': 'Gianluca Scamacca'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]",,,,,,,,Italy vs Albania,Italy,Albania
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9d48eb47-d8d4-4d1b-bbbf-22ac480c22cc,2,,,,3930161,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Italy,914,,0,,,,,,,,,,,,,,,,,Albania,906,00:00:00.000,Starting XI,,4231.0,"[{'player': {'id': 7789, 'name': 'Thomas Strakosha'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 23}, {'player': {'id': 7031, 'name': 'Elseid Hysaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 8291, 'name': 'Arlind Afrim Ajeti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 7108, 'name': 'Berat Djimsiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 49097, 'name': 'Mario Mitaj'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 24438, 'name': 'Ylber Ramadani'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 57303, 'name': 'Kristjan Asllani'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 41186, 'name': 'Jasir Asani'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 32030, 'name': 'Nedim Bajrami'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 29531, 'name': 'Taulant Sulejmanov'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 15}, {'player': {'id': 36885, 'name': 'Armando Broja'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]",,,,,,,,Italy vs Albania,Italy,Albania
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,84726dc1-617e-4a80-9d88-d967224cb9c9,3,,,,3930161,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Italy,914,['6fd413db-8651-4cc0-be90-29ab6cad3133'],0,,,,,,,,,,,,,,,,,Albania,906,00:00:00.000,Half Start,,,,,,,,,,,Italy vs Albania,Italy,Albania
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6fd413db-8651-4cc0-be90-29ab6cad3133,4,,,,3930161,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Italy,914,['84726dc1-617e-4a80-9d88-d967224cb9c9'],0,,,,,,,,,,,,,,,,,Italy,914,00:00:00.000,Half Start,,,,,,,,,,,Italy vs Albania,Italy,Albania
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,66678c64-db23-405c-8217-0b3d29f783c2,1941,,,,3930161,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,64,Italy,914,['bc0f5fe3-d28e-4057-81d2-a13fecabd8e2'],0,,,,,,,,,,,,,,,,,Albania,906,00:00:00.000,Half Start,,,,,,,,,,,Italy vs Albania,Italy,Albania
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,bc0f5fe3-d28e-4057-81d2-a13fecabd8e2,1942,,,,3930161,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,64,Italy,914,['66678c64-db23-405c-8217-0b3d29f783c2'],0,,,,,,,,,,,,,,,,,Italy,914,00:00:00.000,Half Start,,,,,,,,,,,Italy vs Albania,Italy,Albania
,,,,,,,,,,,,,,,,1.001511,,,,,,,,,,,,,52a5b6be-88fd-4c31-bec2-50aa37cacc0c,5,,,"[60.0, 40.0]",3930161,0,,,,,-3.0725203,,Right Foot,,,,"[44.1, 38.9]",,Ground Pass,,15.9380045,,,Ylber Ramadani,24438.0,,,,,Kick Off,1,From Kick Off,Nedim Bajrami,32030.0,Center Attacking Midfield,2,Albania,906,['c1892f52-8164-4042-bb01-6cf75eee5fdb'],0,,,,,,,,,,,,,,,,,Albania,906,00:00:00.863,Pass,,,,,,,60.0,40.0,44.1,38.9,Italy vs Albania,Italy,Albania
,,,,,,,,,,,,,,,,1.276142,,,,,,,,,,,,,6b31c6c0-c103-4d18-ad91-4b01035cb218,8,,,"[45.1, 37.7]",3930161,0,,,,,-1.213804,,Right Foot,,,,"[52.0, 19.2]",,Ground Pass,,19.744873,,,Kristjan Asllani,57303.0,,,,,,1,From Kick Off,Ylber Ramadani,24438.0,Right Defensive Midfield,2,Albania,906,['bb6a9d76-75f9-4400-85dd-35c1ddaa00ce'],2,,,,,,,,,,,,,,,,,Albania,906,00:00:02.579,Pass,,,,,,,45.1,37.7,52.0,19.2,Italy vs Albania,Italy,Albania
,,,,,,,,,,,,,,,,4.917284,,,,,,,,,,,,,e5e61931-7c87-418a-968f-ea41065b1367,11,,,"[54.2, 22.3]",3930161,0,,,,,0.80952215,,Left Foot,,,,"[108.8, 79.6]",,High Pass,,79.14828,Out,,Jasir Asani,41186.0,,True,,,,1,From Kick Off,Kristjan Asllani,57303.0,Left Defensive Midfield,2,Albania,906,['57549ad1-dcd6-4f55-834c-d982891b44a2'],4,,,,,,,,,,,,,,,,,Albania,906,00:00:04.984,Pass,,,,,,,54.2,22.3,108.8,79.6,Italy vs Albania,Italy,Albania
,,,,,,,,,,,,,,,,2.078985,,,,,,,,,,,,,86c1b6e3-81ec-445e-952d-0522994ce37d,13,,,"[16.3, 0.1]",3930161,0,,,,,1.7876134,,,,,,"[10.0, 28.7]",,Low Pass,,29.285662,Incomplete,,,,,,,,Throw-in,1,From Throw In,Federico Dimarco,12255.0,Left Back,3,Italy,914,['9198a07d-eebb-4048-9514-36b9b5508869'],20,,,,,,,,,,,,,,,,,Italy,914,00:00:20.848,Pass,,,,,,,16.3,0.1,10.0,28.7,Italy vs Albania,Italy,Albania
,,,,,,,,,,,,,,,,1.345996,,,,,,,,,,,,,98ead3ca-02ea-4787-8ffd-e27aa8c6438a,19,,,"[61.0, 40.1]",3930161,1,,,,,3.0086908,,Right Foot,,,,"[42.3, 42.6]",,Ground Pass,,18.866373,,,Riccardo Calafiori,41768.0,,,,,Kick Off,1,From Kick Off,Gianluca Scamacca,10992.0,Center Forward,4,Italy,914,['ffb3188a-9579-4c95-ae06-846a17a729c7'],31,,,,,,,,,,,,,,,,,Italy,914,00:01:31.630,Pass,,,,,,,61.0,40.1,42.3,42.6,Italy vs Albania,Italy,Albania
,,,,,,,,,,,,,,,,1.742519,,,,,,,,,,,,,7f10a307-da0e-48c2-97a0-c7c47157e358,22,,,"[43.6, 42.0]",3930161,1,,,,,1.6814536,,Left Foot,,,,"[43.3, 44.7]",,Ground Pass,,2.7166154,,,Alessandro Bastoni,7480.0,,,,,,1,From Kick Off,Riccardo Calafiori,41768.0,Left Center Back,4,Italy,914,['be949037-9db3-4460-8b1f-ed16414b8d5c'],33,,,,,,,,,,,,,,,,,Italy,914,00:01:33.334,Pass,,,,,,,43.6,42.0,43.3,44.7,Italy vs Albania,Italy,Albania
,,,,,,,,,,,,,,,,0.862454,,,,,,,,,,,,,9fe0b835-1652-4da6-92b8-f825002b70a7,25,,,"[48.8, 42.6]",3930161,1,,,,,-1.0153025,,Right Foot,,,,"[56.0, 31.0]",,Ground Pass,,13.652839,,,Nicolò Barella,8181.0,,,,,,1,From Kick Off,Alessandro Bastoni,7480.0,Right Center Back,4,Italy,914,['8300aafd-1fab-46fc-8bda-e9500bb20d4c'],36,,,,,,,,,,,,,,,,,Italy,914,00:01:36.722,Pass,,,,,,,48.8,42.6,56.0,31.0,Italy vs Albania,Italy,Albania
,,,,,,,,,,,,,,,,1.585469,,,,,,,,,,,,,8274640b-34ed-4aae-b29b-9172aae679a4,28,,,"[64.9, 27.3]",3930161,1,,,,,-1.1118656,,Right Foot,,,,"[73.3, 10.3]",,Ground Pass,,18.962067,,,Riccardo Calafiori,41768.0,,,,,,1,From Kick Off,Nicolò Barella,8181.0,Left Center Midfield,4,Italy,914,['ed2eb701-8e2b-4bf9-b12b-ab0611decbcc'],40,,,,,,,,,,,,,,,,,Italy,914,00:01:40.615,Pass,,,,,,,64.9,27.3,73.3,10.3,Italy vs Albania,Italy,Albania
,,,,,,,,,,,,,,,,1.029118,,,,,,,,,,,,,bac67292-9e36-4d18-a055-c060c7fb4bc3,32,,,"[78.4, 17.0]",3930161,1,,,,,1.810028,,Left Foot,,,,"[72.4, 41.6]",,Ground Pass,,25.321136,,,Jorge Luiz Frello Filho,7024.0,,,,,,1,From Kick Off,Riccardo Calafiori,41768.0,Left Center Back,4,Italy,914,"['1f7f3438-056f-41ad-89c3-fa2c1547e119', 'a3480914-14d6-43f2-80e0-f557ec7d2dca']",44,,,,,,,,,,,,,,,,,Italy,914,00:01:44.239,Pass,True,,,,,,78.4,17.0,72.4,41.6,Italy vs Albania,Italy,Albania
,,,,,,,,,,,,,,,,2.114631,,,,,,,,,,,,,a901ed64-951c-4ee4-a60a-21d35122e143,35,,,"[72.8, 41.7]",3930161,1,,,,,0.59642345,,Right Foot,,,,"[105.5, 63.9]",,High Pass,,39.52379,Incomplete,,Federico Chiesa,7156.0,,,,,,1,From Kick Off,Jorge Luiz Frello Filho,7024.0,Center Defensive Midfield,4,Italy,914,"['8537119c-0952-4941-a1e4-7c3e08c57466', 'e0682797-99ec-4d00-a6b7-500f4f3f8dd2']",46,,,,,,,,,,,,,,,,,Italy,914,00:01:46.904,Pass,,,,,,,72.8,41.7,105.5,63.9,Italy vs Albania,Italy,Albania
,,,,,,,,,,,,,,,,1.363101,,,,,,,,,,,,,e0682797-99ec-4d00-a6b7-500f4f3f8dd2,37,,,"[14.6, 16.2]",3930161,1,,,,,-0.9055069,,Head,,,,"[19.7, 9.7]",,Low Pass,,8.261961,,,Taulant Sulejmanov,29531.0,,,,,Interception,1,From Kick Off,Mario Mitaj,49097.0,Left Back,4,Italy,914,"['2c02b788-9528-44ce-a85f-01643595c85f', 'a901ed64-951c-4ee4-a60a-21d35122e143']",49,,,,,,,,,,,,,,,,,Albania,906,00:01:49.019,Pass,,,,,,,14.6,16.2,19.7,9.7,Italy vs Albania,Italy,Albania
,,,,,,,,,,,,,,,,0.645848,,,,,,,,,,,,,c6290dd7-498e-45ba-8b7b-6826c3c908fb,39,,,"[19.7, 8.6]",3930161,1,,,,,2.6546934,,Right Foot,,,,"[14.6, 11.3]",,Low Pass,,5.770615,Incomplete,,Mario Mitaj,49097.0,,,,,,1,From Kick Off,Taulant Sulejmanov,29531.0,Left Wing,4,Italy,914,"['97cac519-5358-4752-bcb0-9931374a234c', 'ee1e61e8-4fd4-4d27-b70e-0267363ca24a']",50,,,,,,,,,,,,,,,,,Albania,906,00:01:50.382,Pass,,,,,,,19.7,8.6,14.6,11.3,Italy vs Albania,Italy,Albania
,,,,,,,,,,,,,,,,0.75104,,,,,,,,,,,,,0d2e5e22-0b83-43f7-8efe-a2387de9ec7a,44,,,"[112.3, 64.7]",3930161,1,,,,,-1.9500527,,Right Foot,,,,"[106.8, 50.9]",,Ground Pass,,14.8556385,,,Gianluca Scamacca,10992.0,,,,,,1,From Kick Off,Federico Chiesa,7156.0,Right Wing,4,Italy,914,['3463eb64-3f8f-4a42-8899-e9c04bb0015f'],53,,,,,,,,,,,,,,,,,Italy,914,00:01:53.744,Pass,,,,,,,112.3,64.7,106.8,50.9,Italy vs Albania,Italy,Albania
,,,,,,,,,,,,,,,,0.712208,,,,,,,,,,,,,ac51dd81-eed8-4c89-a4a0-4c0cc7c341ae,47,,,"[106.8, 50.9]",3930161,1,,,,,-1.6788081,c4b8690c-6496-42ca-a000-263b6b81d935,Right Foot,,,,"[105.9, 42.6]",,Ground Pass,,8.348653,,,Lorenzo Pellegrini,6963.0,True,,,,,1,From Kick Off,Gianluca Scamacca,10992.0,Center Forward,4,Italy,914,['fd2cc230-b980-4be6-90af-8ed0ea12fd76'],54,,,,,,,,,,,,,,,,,Italy,914,00:01:54.535,Pass,,,,,,,106.8,50.9,105.9,42.6,Italy vs Albania,Italy,Albania
,,,,,,,,,,,,,,,,2.585883,,,,,,,,,,,,,e361514f-24c3-466c-bc54-b78ef8f78185,51,,,"[5.0, 39.4]",3930161,2,,,,,-0.42243385,,Right Foot,,,,"[64.4, 12.7]",,High Pass,,65.12488,,,Taulant Sulejmanov,29531.0,,,,,Goal Kick,1,From Goal Kick,Thomas Strakosha,7789.0,Goalkeeper,5,Albania,906,['7be250ef-ed58-4d8c-a73b-2564ee5a8b0e'],45,,,,,,,,,,,,,,,,,Albania,906,00:02:45.610,Pass,,,,,,,5.0,39.4,64.4,12.7,Italy vs Albania,Italy,Albania
,,,,,,,,,,,,,,,,2.459244,,,,,,,,,,,,,09ffd608-e800-4f43-9046-2954535a0893,53,,,"[64.4, 12.7]",3930161,2,,,,,-0.20401798,,Head,,,,"[84.7, 8.5]",,High Pass,,20.72993,Unknown,,Armando Broja,36885.0,,,,,,1,From Goal Kick,Taulant Sulejmanov,29531.0,Left Wing,5,Albania,906,['088a42c2-d0a5-4d9a-b4c7-1d4cd5859068'],48,,,,,,,,,,,,,,,,,Albania,906,00:02:48.196,Pass,,,,,,,64.4,12.7,84.7,8.5,Italy vs Albania,Italy,Albania
,,,,,,,,,,,,,,,,1.631229,,,,,,,,,,,,,454cd20f-055c-4900-b49b-498cf8769051,57,,,"[35.4, 71.9]",3930161,3,,,,,-2.4668517,,Right Foot,,,,"[23.4, 62.3]",,Ground Pass,,15.367498,,,Alessandro Bastoni,7480.0,,,,,Free Kick,1,From Free Kick,Giovanni Di Lorenzo,11514.0,Right Back,6,Italy,914,['05b48cab-fb4a-498f-8f23-bc3ecab3b395'],2,,,,,,,,,,,,,,,,,Italy,914,00:03:02.576,Pass,,,,,,,35.4,71.9,23.4,62.3,Italy vs Albania,Italy,Albania
,,,,,,,,,,,,,,,,2.534124,,,,,,,,,,,,,63e24e49-daa5-4ce1-bedd-0d5087bc377a,60,,,"[27.4, 53.7]",3930161,3,,,,,-1.1855475,,Right Foot,,,,"[37.7, 28.3]",,Ground Pass,,27.40894,,,Riccardo Calafiori,41768.0,,,,,,1,From Free Kick,Alessandro Bastoni,7480.0,Right Center Back,6,Italy,914,['696cfda2-c6e1-4b8e-bd83-3bf2936c0948'],5,,,,,,,,,,,,,,,,,Italy,914,00:03:05.534,Pass,,,,,,,27.4,53.7,37.7,28.3,Italy vs Albania,Italy,Albania
,,,,,,,,,,,,,,,,0.941619,,,,,,,,,,,,,d402a076-3707-40a6-ad3a-7215ab1077ed,63,,,"[50.9, 20.8]",3930161,3,,,,,-0.8734055,,Left Foot,,,,"[57.1, 13.4]",,Ground Pass,,9.654015,,,Federico Dimarco,12255.0,,,,,,1,From Free Kick,Riccardo Calafiori,41768.0,Left Center Back,6,Italy,914,['fb29b596-bd92-4dc4-8c59-f6f1f262dad2'],9,,,,,,,,,,,,,,,,,Italy,914,00:03:09.966,Pass,,,,,,,50.9,20.8,57.1,13.4,Italy vs Albania,Italy,Albania
,,,,,,,,,,,,,,,,1.471512,,,,,,,,,,,,,4a6d0007-416f-4b94-82ac-32c32f097360,67,,,"[56.6, 14.8]",3930161,3,,,,,-3.0343137,,Left Foot,,,,"[43.6, 13.4]",,Ground Pass,,13.075168,,,Riccardo Calafiori,41768.0,,,,,,1,From Free Kick,Federico Dimarco,12255.0,Left Back,6,Italy,914,"['050b545f-abf6-41c5-ae5b-9b5128b54636', '6a1fc9a8-5aa0-46ed-b62a-f26c05aaa269']",11,,,,,,,,,,,,,,,,,Italy,914,00:03:11.587,Pass,True,,,,,,56.6,14.8,43.6,13.4,Italy vs Albania,Italy,Albania
,,,,,,,,,,,,,,,,1.357953,,,,,,,,,,,,,ee674358-9801-4f91-ac2c-2787f280762e,70,,,"[39.1, 18.6]",3930161,3,,,,,1.8145297,,Right Foot,,,,"[34.4, 37.5]",,Ground Pass,,19.475626,,,Alessandro Bastoni,7480.0,,,,,,1,From Free Kick,Riccardo Calafiori,41768.0,Left Center Back,6,Italy,914,['9ceb5be4-f3c7-4b5e-9dfd-177eeb54f48a'],14,,,,,,,,,,,,,,,,,Italy,914,00:03:14.146,Pass,,,,,,,39.1,18.6,34.4,37.5,Italy vs Albania,Italy,Albania
,,,,,,,,,,,,,,,,1.735389,,,,,,,,,,,,,af1aa17e-119a-4dd5-a6dd-fedb6ee36953,73,,,"[47.8, 32.3]",3930161,3,,,,,-1.1747149,,Right Foot,,,,"[54.7, 15.8]",,Ground Pass,,17.88463,,,Riccardo Calafiori,41768.0,,,,,,1,From Free Kick,Alessandro Bastoni,7480.0,Right Center Back,6,Italy,914,['56f39076-3f8d-4b3b-92af-ae910061e56b'],23,,,,,,,,,,,,,,,,,Italy,914,00:03:23.121,Pass,,,,,,,47.8,32.3,54.7,15.8,Italy vs Albania,Italy,Albania
,,,,,,,,,,,,,,,,1.227193,,,,,,,,,,,,,b94a23db-f283-4e8f-802e-a2f9a3c1ace1,76,,,"[64.5, 14.8]",3930161,3,,,,,-0.71654165,,Left Foot,,,,"[76.9, 4.0]",,Ground Pass,,16.443844,,,Nicolò Barella,8181.0,,,,,,1,From Free Kick,Riccardo Calafiori,41768.0,Left Center Back,6,Italy,914,['9c320dce-11ba-4874-9cda-0d591ed51c3d'],27,,,,,,,,,,,,,,,,,Italy,914,00:03:27.090,Pass,,,,,,,64.5,14.8,76.9,4.0,Italy vs Albania,Italy,Albania
,,,,,,,,,,,,,,,,1.78873,,,,,,,,,,,,,df3523cc-b3e9-4cca-a0c3-986ed6080f36,80,,,"[74.9, 18.0]",3930161,3,,,,,2.005698,,Right Foot,,,,"[63.1, 43.4]",,Ground Pass,,28.007141,,,Alessandro Bastoni,7480.0,,,,,,1,From Free Kick,Nicolò Barella,8181.0,Left Center Midfield,6,Italy,914,['777983bb-7446-42a1-b57c-93df34589913'],33,,,,,,,,,,,,,,,,,Italy,914,00:03:33.233,Pass,,,,,,,74.9,18.0,63.1,43.4,Italy vs Albania,Italy,Albania
,,,,,,,,,,,,,,,,1.621705,,,,,,,,,,,,,fc542f6d-f548-412a-a54c-4f60d3d7b9e0,83,,,"[70.4, 43.3]",3930161,3,,,,,1.5456444,,Left Foot,,,,"[70.8, 59.2]",,Ground Pass,,15.90503,,,Giovanni Di Lorenzo,11514.0,,,,,,1,From Free Kick,Alessandro Bastoni,7480.0,Right Center Back,6,Italy,914,['b7915988-5540-4f72-b192-13f70a4f27b3'],36,,,,,,,,,,,,,,,,,Italy,914,00:03:36.227,Pass,,,,,,,70.4,43.3,70.8,59.2,Italy vs Albania,Italy,Albania
,,,,,,,,,,,,,,,,0.735121,,,,,,,,,,,,,cc2ef064-96a9-4388-8913-67bd2f0bb246,86,,,"[78.1, 60.2]",3930161,3,,,,,0.21791251,,Right Foot,,,,"[92.1, 63.3]",,Ground Pass,,14.3391075,,,Davide Frattesi,30926.0,,,,,,1,From Free Kick,Giovanni Di Lorenzo,11514.0,Right Back,6,Italy,914,['f043dce8-3592-4079-91ae-f0849c762929'],40,,,,,,,,,,,,,,,,,Italy,914,00:03:40.312,Pass,,,,,,,78.1,60.2,92.1,63.3,Italy vs Albania,Italy,Albania
,,,,,,,,,,,,,,,,0.872932,,,,,,,,,,,,,50c104de-c796-456c-9b2f-cabbf57007f8,89,,,"[92.3, 63.3]",3930161,3,,,,,-3.0309355,,Left Foot,,,,"[79.7, 61.9]",,Ground Pass,,12.677539,,,Giovanni Di Lorenzo,11514.0,,,,,,1,From Free Kick,Davide Frattesi,30926.0,Right Center Midfield,6,Italy,914,['784996ee-266a-4d51-a738-a0765568d5d0'],41,,,,,,,,,,,,,,,,,Italy,914,00:03:41.087,Pass,,,,,,,92.3,63.3,79.7,61.9,Italy vs Albania,Italy,Albania
,,,,,,,,,,,,,,,,0.627242,,,,,,,,,,,,,d8028aed-7d73-4bc8-aeef-4670f75071b4,93,,,"[86.5, 63.2]",3930161,3,,,,,-0.06532747,,Right Foot,,,,"[97.2, 62.5]",,Ground Pass,,10.722873,,,Davide Frattesi,30926.0,,,,,,1,From Free Kick,Giovanni Di Lorenzo,11514.0,Right Back,6,Italy,914,"['3368c89b-3cd1-4384-8ea5-72b97e486e9d', '57678ee1-89ed-4702-ab40-50405715937e']",42,,,,,,,,,,,,,,,,,Italy,914,00:03:42.926,Pass,True,,,,,,86.5,63.2,97.2,62.5,Italy vs Albania,Italy,Albania
,,,,,,,,,,,,,,,,1.694602,,,,,,,,,,,,,c4cb35ad-1a60-4a11-b3ce-b44b1484efc8,96,,,"[97.2, 62.5]",3930161,3,,,,,2.8478246,,Left Foot,,,,"[85.3, 66.1]",,Ground Pass,,12.432618,,,Giovanni Di Lorenzo,11514.0,,,,,,1,From Free Kick,Davide Frattesi,30926.0,Right Center Midfield,6,Italy,914,"['17ae938e-44aa-41dd-a9c0-b8db0f1d0b29', '57678ee1-89ed-4702-ab40-50405715937e']",43,,,,,,,,,,,,,,,,,Italy,914,00:03:43.593,Pass,True,,,,,,97.2,62.5,85.3,66.1,Italy vs Albania,Italy,Albania
,,,,,,,,,,,,,,,,0.704741,,,,,,,,,,,,,64170dd8-1b25-4225-bf62-4e14f2dfbc3a,99,,,"[85.2, 66.4]",3930161,3,,,,,-0.12576942,,Right Foot,,,,"[93.9, 65.3]",,Ground Pass,,8.769264,,,Davide Frattesi,30926.0,,,,,,1,From Free Kick,Giovanni Di Lorenzo,11514.0,Right Back,6,Italy,914,['9ea40dda-fc8e-413a-8d28-866d1c98a62a'],46,,,,,,,,,,,,,,,,,Italy,914,00:03:46.815,Pass,,,,,,,85.2,66.4,93.9,65.3,Italy vs Albania,Italy,Albania
,,,,,,,,,,,,,,,,1.053481,,,,,,,,,,,,,81003905-f820-424b-a12e-48b847f23a87,102,,,"[93.9, 65.3]",3930161,3,,,,,1.3130252,,Right Foot,,,,"[96.8, 76.3]",,Ground Pass,,11.375852,,,Federico Chiesa,7156.0,,,,,,1,From Free Kick,Davide Frattesi,30926.0,Right Center Midfield,6,Italy,914,['336f9569-2ef3-4905-a8ad-905b543019aa'],47,,,,,,,,,,,,,,,,,Italy,914,00:03:47.560,Pass,,,,,,,93.9,65.3,96.8,76.3,Italy vs Albania,Italy,Albania
,,,,,,,,,,,,,,,,1.344727,,,,,,,,,,,,,ae6e2792-05a7-40e9-92a8-eb08f51d335b,105,,,"[96.8, 76.3]",3930161,3,,,,,-2.9716072,,Right Foot,,,,"[83.4, 74.0]",,Ground Pass,,13.595955,,,Giovanni Di Lorenzo,11514.0,,,,,,1,From Free Kick,Federico Chiesa,7156.0,Right Wing,6,Italy,914,['17f4dad4-deda-4ad0-83f2-d72f305dc916'],49,,,,,,,,,,,,,,,,,Italy,914,00:03:49.947,Pass,,,,,,,96.8,76.3,83.4,74.0,Italy vs Albania,Italy,Albania
,,,,,,,,,,,,,,,,1.452219,,,,,,,,,,,,,1b0eed70-fca1-4651-8087-b5029cf0f4d7,108,,,"[80.3, 71.9]",3930161,3,,,,,-2.2955403,,Right Foot,,,,"[68.7, 58.8]",,Ground Pass,,17.497715,,,Alessandro Bastoni,7480.0,,,,,,1,From Free Kick,Giovanni Di Lorenzo,11514.0,Right Back,6,Italy,914,['6e801f30-ad79-4e53-b72c-57731ae85636'],51,,,,,,,,,,,,,,,,,Italy,914,00:03:51.973,Pass,,,,,,,80.3,71.9,68.7,58.8,Italy vs Albania,Italy,Albania
,,,,,,,,,,,,,,,,1.79204,,,,,,,,,,,,,fcee09a6-e647-4715-a751-afcd3ae3e0c9,111,,,"[67.7, 52.7]",3930161,3,,,,,-1.273357,,Left Foot,,,,"[73.8, 32.8]",,Ground Pass,,20.813938,,,Riccardo Calafiori,41768.0,,,,,,1,From Free Kick,Alessandro Bastoni,7480.0,Right Center Back,6,Italy,914,['e3559305-9de0-46ef-aa79-e95c44516c7a'],54,,,,,,,,,,,,,,,,,Italy,914,00:03:54.351,Pass,,,,,,,67.7,52.7,73.8,32.8,Italy vs Albania,Italy,Albania
