50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,team,team_id,timestamp,type,under_pressure,tactics.formation,tactics.lineup,tactics,50_50.outcome.id,50_50.outcome.name,x,y,end_x,end_y,match_name,home_team,away_team
,,,,,,,,,,,,,,,,1.54504,,,,,,,,,,,,4f8ad5f2-5757-48da-8c9c-e022499360ba,40,,,"[7.0, 33.9]",3938640,0,,,,2.039031,,Left Foot,,,"[2.6, 42.6]",,Ground Pass,,9.749359,,,,Anatolii Trubin,37330.0,,,,,Goal Kick,1,From Goal Kick,Mykola Matvienko,18617.0,Left Center Back,3,Ukraine,911,['948da8a9-12fe-409c-b710-30895beffb9a'],51,,,,,,,,,,,,,,,,,Ukraine,911,00:00:51.608,Pass,,,,,,,7.0,33.9,2.6,42.6,Slovakia vs Ukraine,Slovakia,Ukraine
,,,,,,,,,,,,,,,,1.469399,,,,,,,,,,,,8575c1ed-40e6-4f23-831c-2289c27a73c2,43,,,"[17.7, 43.2]",3938640,1,,,,-1.7378981,,Right Foot,,,"[14.9, 26.6]",,Ground Pass,,16.834488,,,,Mykola Matvienko,18617.0,,,,,,1,From Goal Kick,Anatolii Trubin,37330.0,Goalkeeper,3,Ukraine,911,['1a20be61-6784-4ba1-b767-2799b2cdf4a7'],2,,,,,,,,,,,,,,,,,Ukraine,911,00:01:02.851,Pass,,,,,,,17.7,43.2,14.9,26.6,Slovakia vs Ukraine,Slovakia,Ukraine
,,,,,,,,,,,,,,,,1.164697,,,,,,,,,,,,d52ff31e-00e5-41e3-ab4d-6b62a4a9b33e,46,,,"[17.6, 26.6]",3938640,1,,,,1.6869379,,Left Foot,,,"[14.1, 56.6]",,Ground Pass,,30.203476,,,,Illia Zabarnyi,39136.0,,,,,,1,From Goal Kick,Mykola Matvienko,18617.0,Left Center Back,3,Ukraine,911,['2790b10d-dd9f-436e-ba36-b589b9a5dcae'],6,,,,,,,,,,,,,,,,,Ukraine,911,00:01:06.314,Pass,,,,,,,17.6,26.6,14.1,56.6,Slovakia vs Ukraine,Slovakia,Ukraine
,,,,,,,,,,,,,,,,3.571496,,,,,,,,,,,,1ac53ae5-a5aa-4f3f-8cb5-be61ff92e819,50,,,"[26.8, 60.6]",3938640,1,,,,0.20183434,,Right Foot,,,"[87.4, 73.0]",,High Pass,,61.855637,,Incomplete,,,,,,,,,1,From Goal Kick,Illia Zabarnyi,39136.0,Right Center Back,3,Ukraine,911,"['89ba0a3b-fc8f-4a94-9e69-72a5115ca845', 'ee07342a-9c74-4c01-b4c0-11a037754429']",10,,,,,,,,,,,,,,,,,Ukraine,911,00:01:10.507,Pass,True,,,,,,26.8,60.6,87.4,73.0,Slovakia vs Ukraine,Slovakia,Ukraine
,,,,,,,,,,,,,,,,0.769099,,,,,,,,,,,,c5afdac9-2d44-4f6c-836e-5891e198c321,53,,,"[28.3, 2.0]",3938640,1,,,,0.14601226,,Left Foot,,,"[35.1, 3.0]",,Ground Pass,,6.873136,,,,Dávid Hancko,16879.0,,,,,,1,Regular Play,Milan Škriniar,6990.0,Left Center Back,4,Slovakia,908,['8f9c1ce1-b7d8-4d14-9f05-e2c037e210de'],15,,,,,,,,,,,,,,,,,Slovakia,908,00:01:15.404,Pass,,,,,,,28.3,2.0,35.1,3.0,Slovakia vs Ukraine,Slovakia,Ukraine
,,,,,,,,,,,,,,,,0.096372,,,,,,,,,,,,9b4fc832-b089-43e0-8739-3c900ce92491,56,,,"[33.8, 2.8]",3938640,1,,,,0.0,,Left Foot,,,"[36.0, 2.8]",,Low Pass,,2.2,,Incomplete,,Lukáš Haraslín,7975.0,,,,,,1,Regular Play,Dávid Hancko,16879.0,Left Back,4,Slovakia,908,"['82ae3af2-b038-4fb7-ace0-ccb472406ddc', 'b82bd1b8-4960-40d8-9094-c06336a188cb']",16,,,,,,,,,,,,,,,,,Slovakia,908,00:01:16.673,Pass,,,,,,,33.8,2.8,36.0,2.8,Slovakia vs Ukraine,Slovakia,Ukraine
,,,,,,,,,,,,,,,,1.6629,,,,,,,,,,,,e3cfb960-2221-4b28-bbaf-cba40ee7cdd7,59,,,"[37.8, 0.1]",3938640,1,,,,3.0165007,,,,,"[21.1, 2.2]",,Low Pass,,16.831518,,,,Milan Škriniar,6990.0,,,,,Throw-in,1,From Throw In,Dávid Hancko,16879.0,Left Back,5,Slovakia,908,['0d2c5a59-85af-4830-a281-08ba2e0102d9'],26,,,,,,,,,,,,,,,,,Slovakia,908,00:01:26.712,Pass,,,,,,,37.8,0.1,21.1,2.2,Slovakia vs Ukraine,Slovakia,Ukraine
,,,,,,,,,,,,,,,,1.040253,,,,,,,,,,,,74da3863-a4e4-4d8c-9102-f10181aa9f22,62,,,"[19.1, 11.6]",3938640,1,,,,0.24497867,,Right Foot,,,"[29.5, 14.2]",,Ground Pass,,10.720075,,,,Ondrej Duda,8967.0,,,,,,1,From Throw In,Milan Škriniar,6990.0,Left Center Back,5,Slovakia,908,['6f6f4bec-97bc-4b29-931c-2668b2013af4'],33,,,,,,,,,,,,,,,,,Slovakia,908,00:01:33.636,Pass,,,,,,,19.1,11.6,29.5,14.2,Slovakia vs Ukraine,Slovakia,Ukraine
,,,,,,,,,,,,,,,,0.925546,,,,,,,,,,,,57fd7e06-f5e8-4b1e-a9ec-c4f1900b444b,65,,,"[28.3, 13.6]",3938640,1,,,,-2.5036316,,Left Foot,,,"[16.7, 5.0]",,Ground Pass,,14.440222,,,,Milan Škriniar,6990.0,,,,,,1,From Throw In,Ondrej Duda,8967.0,Left Center Midfield,5,Slovakia,908,"['cbf971ee-9c23-498c-9bf9-d1cad52fed72', 'ce9ca8ac-150b-421a-9984-106005467698']",34,,,,,,,,,,,,,,,,,Slovakia,908,00:01:34.676,Pass,True,,,,,,28.3,13.6,16.7,5.0,Slovakia vs Ukraine,Slovakia,Ukraine
,,,,,,,,,,,,,,,,2.467475,,,,,,,,,,,,e682c3f3-60ee-4bd2-841b-5ccdf8684bec,68,,,"[20.4, 3.4]",3938640,1,,,,0.37601477,,Left Foot,,,"[62.7, 20.1]",,High Pass,,45.477245,,,,Róbert Boženík,34904.0,,,,,,1,From Throw In,Milan Škriniar,6990.0,Left Center Back,5,Slovakia,908,['7a269110-0871-4a05-ad22-126cc3392de1'],36,,,,,,,,,,,,,,,,,Slovakia,908,00:01:36.941,Pass,,,,,,,20.4,3.4,62.7,20.1,Slovakia vs Ukraine,Slovakia,Ukraine
