50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,team,team_id,timestamp,type,under_pressure,tactics.formation,tactics.lineup,tactics,50_50.outcome.id,50_50.outcome.name,x,y,end_x,end_y,match_name,home_team,away_team
,,,,,,,,,,,,,,,,,0.851909,,,,,,,,,,,,78c95112-6c5d-4259-9fee-751f431ad27e,1289,,,"[118.5, 12.8]",3942349,29,,,,,1.5539203,,Left Foot,True,,,"[118.9, 36.5]",Low Pass,,23.703375,,Incomplete,,,,,,,,,,1,From Goal Kick,Rafael Alexandre Conceição Leão,18360.0,Left Midfield,39,Portugal,780,['1e95f2db-c79f-4ddb-88ba-fab83c76103b'],11,,,,,,,,,,,,,,,,Portugal,780,00:29:11.395,Pass,,,,,,,118.5,12.8,118.9,36.5,Portugal vs France,Portugal,France
,,,,,,,,,,,,,,,,,0.908293,,,,,,,,,,,,0d585f1d-63de-46d5-9a63-bd6ba55a387d,1291,,,"[17.2, 36.2]",3942349,29,,True,,,-0.9886144,,Keeper Arm,,,,"[30.3, 16.3]",Ground Pass,,23.824778,,,,Theo Bernard François Hernández,6704.0,,,,,,,1,Regular Play,Mike Maignan,3761.0,Goalkeeper,40,France,771,['ac17957b-4417-4102-a7e5-bd50fed24d67'],16,,,,,,,,,,,,,,,,France,771,00:29:16.660,Pass,,,,,,,17.2,36.2,30.3,16.3,Portugal vs France,Portugal,France
,,,,,,,,,,,,,,,,,1.295206,,,,,,,,,,,,a5c1004a-961f-427f-905b-b7ce62002926,1293,,,"[46.0, 3.5]",3942349,29,,,,,1.9043807,,Left Foot,,,,"[42.5, 13.6]",Ground Pass,,10.689247,,,,Aurélien Djani Tchouaméni,10481.0,,,,,,,1,Regular Play,Theo Bernard François Hernández,6704.0,Left Back,40,France,771,['89f0f936-7e5d-4a30-920b-8c71f4d43fe0'],24,,,,,,,,,,,,,,,,France,771,00:29:24.974,Pass,,,,,,,46.0,3.5,42.5,13.6,Portugal vs France,Portugal,France
,,,,,,,,,,,,,,,,,0.939586,,,,,,,,,,,,e4676e08-62f8-4d3f-888a-942d655673a1,1296,,,"[44.0, 15.5]",3942349,29,,,,,0.18502505,,Right Foot,,,,"[62.7, 19.0]",Ground Pass,,19.024721,,,,Eduardo Camavinga,24778.0,,,,,,,1,Regular Play,Aurélien Djani Tchouaméni,10481.0,Center Defensive Midfield,40,France,771,['555e995b-2a36-4732-a688-356b8d2ec774'],27,,,,,,,,,,,,,,,,France,771,00:29:27.367,Pass,,,,,,,44.0,15.5,62.7,19.0,Portugal vs France,Portugal,France
,,,,,,,,,,,,,,,,,0.980311,,,,,,,,,,,,c9f96776-fc94-43f1-8ff3-1a9ad0abe006,1299,,,"[63.2, 18.5]",3942349,29,,,,,-0.82511234,,Left Foot,,,,"[77.7, 2.8]",Ground Pass,,21.371477,,,,Kylian Mbappé Lottin,3009.0,,,,,,,1,Regular Play,Eduardo Camavinga,24778.0,Right Center Midfield,40,France,771,['797e94e5-b5fa-44f2-8be4-8c2f4c2d616c'],29,,,,,,,,,,,,,,,,France,771,00:29:29.136,Pass,,,,,,,63.2,18.5,77.7,2.8,Portugal vs France,Portugal,France
,,,,,,,,,,,,,,,,,0.099497,,,,,,,,,,,,cd95e632-02a8-4f3e-9a74-e462524d577c,1302,,,"[97.1, 11.5]",3942349,29,,,,,1.6909051,,Left Foot,,,,"[96.4, 17.3]",Ground Pass,,5.8420887,,Incomplete,,Eduardo Camavinga,24778.0,,,,,,,1,Regular Play,Kylian Mbappé Lottin,3009.0,Left Center Forward,40,France,771,"['367bc449-1506-4ca3-948c-fc5403424207', 'e0897920-14ec-4fc9-8675-2e4252624e4b']",34,,,,,,,,,,,,,,,,France,771,00:29:34.078,Pass,,,,,,,97.1,11.5,96.4,17.3,Portugal vs France,Portugal,France
,,,,,,,,,,,,,,,,,2.311655,,,,,,,,,,,,059c860b-ad71-4732-8ded-2e8d3543431e,1311,,,"[85.3, 0.1]",3942349,29,,True,,,2.4668517,,,,,,"[68.8, 13.3]",Low Pass,,21.13031,,,,Aurélien Djani Tchouaméni,10481.0,,,,,,Throw-in,1,From Throw In,Theo Bernard François Hernández,6704.0,Left Back,41,France,771,['cd2a590e-704d-4466-a992-321349149e3b'],54,,,,,,,,,,,,,,,,France,771,00:29:54.111,Pass,,,,,,,85.3,0.1,68.8,13.3,Portugal vs France,Portugal,France
,,,,,,,,,,,,,,,,,1.372749,,,,,,,,,,,,798ecb9b-c394-4ec6-b9ad-cb56e710d27b,1313,,,"[64.6, 33.1]",3942349,29,,,,,1.180546,,Right Foot,,,,"[70.4, 47.2]",Ground Pass,,15.246311,,,,N'Golo Kanté,3961.0,,,,,,,1,From Throw In,Aurélien Djani Tchouaméni,10481.0,Center Defensive Midfield,41,France,771,['b41c580a-5a0f-4139-8913-b58f573f1561'],59,,,,,,,,,,,,,,,,France,771,00:29:59.538,Pass,,,,,,,64.6,33.1,70.4,47.2,Portugal vs France,Portugal,France
,,,,,,,,,,,,,,,,,1.365869,,,,,,,,,,,,c30e52ac-026a-4da5-85c2-6531de6f5457,1315,,,"[71.0, 47.7]",3942349,30,,,,,-2.1634936,,Left Foot,,,,"[64.4, 37.9]",Ground Pass,,11.815245,,,,Aurélien Djani Tchouaméni,10481.0,,,,,,,1,From Throw In,N'Golo Kanté,3961.0,Left Center Midfield,41,France,771,['dccbdd46-cc51-40d5-8bdd-402bd3ffaeae'],0,,,,,,,,,,,,,,,,France,771,00:30:00.911,Pass,,,,,,,71.0,47.7,64.4,37.9,Portugal vs France,Portugal,France
,,,,,,,,,,,,,,,,,1.613483,,,,,,,,,,,,4a6f51e9-c4c9-4210-8192-bc7feff90431,1318,,,"[64.4, 37.0]",3942349,30,,,,,-1.2691773,,Right Foot,,,,"[70.0, 19.0]",Ground Pass,,18.850994,,,,Eduardo Camavinga,24778.0,,,,,,,1,From Throw In,Aurélien Djani Tchouaméni,10481.0,Center Defensive Midfield,41,France,771,['60c60cb0-91da-4686-b1b8-5e08b5c12eed'],2,,,,,,,,,,,,,,,,France,771,00:30:02.896,Pass,,,,,,,64.4,37.0,70.0,19.0,Portugal vs France,Portugal,France
,,,,,,,,,,,,,,,,,0.925266,,,,,,,,,,,,f7452457-356e-4b8e-b5d4-49032770a5c6,1321,,,"[74.2, 18.1]",3942349,30,,,,,0.3511031,,Left Foot,,,,"[91.4, 24.4]",Ground Pass,,18.317478,,,,Kylian Mbappé Lottin,3009.0,,,,,,,1,From Throw In,Eduardo Camavinga,24778.0,Right Center Midfield,41,France,771,['e97ffaaa-eb71-43ae-b8ea-fb50fc4bb9c9'],5,,,,,,,,,,,,,,,,France,771,00:30:05.874,Pass,,,,,,,74.2,18.1,91.4,24.4,Portugal vs France,Portugal,France
,,,,,,,,,,,,,,,,,0.880099,,,,,,,,,,,,7cbdd7e4-a373-45d8-a324-6f823cd7362e,1324,,,"[92.0, 24.4]",3942349,30,,,,,1.4665247,,Right Foot,,,,"[93.8, 41.6]",Ground Pass,,17.29393,,,,Randal Kolo Muani,22097.0,,,,,,,1,From Throw In,Kylian Mbappé Lottin,3009.0,Left Center Forward,41,France,771,"['5a445f40-90d6-4c4c-8e40-6417871eb312', 'aca2b287-3184-4bbc-a96b-d22d35cdc65c']",6,,,,,,,,,,,,,,,,France,771,00:30:06.799,Pass,True,,,,,,92.0,24.4,93.8,41.6,Portugal vs France,Portugal,France
,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,51cf512b-a4b6-46b4-80ce-0ec746115a10,1330,,,"[16.9, 38.7]",3942349,30,,,,,-0.88312507,,Right Foot,,,,"[21.5, 33.1]",Ground Pass,,7.2470684,,,,Vitor Machado Ferreira,34639.0,,,,,,,1,From Throw In,Kléper Laveran Lima Ferreira,20016.0,Left Center Back,41,France,771,['c6dd9296-bfdf-4580-9108-9db46f63abbc'],11,,,,,,,,,,,,,,,,Portugal,780,00:30:11.950,Pass,,,,,,,16.9,38.7,21.5,33.1,Portugal vs France,Portugal,France
,,,,,,,,,,,,,,,,,0.232478,,,,,,,,,,,,ba5f4398-324a-4ea7-b984-9ca3c261d17c,1335,,,"[2.0, 2.7]",3942349,30,,,,,-0.4636476,,Left Foot,,,,"[7.0, 0.2]",Low Pass,,5.59017,,Out,,,,,,,,,,1,From Throw In,Vitor Machado Ferreira,34639.0,Left Defensive Midfield,41,France,771,,23,,,,,,,,,,,,,,,,Portugal,780,00:30:23.269,Pass,,,,,,,2.0,2.7,7.0,0.2,Portugal vs France,Portugal,France
,,,,,,,,,,,,,,,,,1.851757,,,,,,,,,,,,7ad597a3-78e7-46fe-bd58-bed954abef06,1336,,,"[110.6, 80.0]",3942349,30,,,,,-2.9812171,,,,,,"[76.6, 74.5]",Low Pass,,34.44198,,,,Dayotchanculle Upamecano,8519.0,,,,,,Throw-in,1,From Throw In,Jules Koundé,4445.0,Right Back,42,France,771,['43c2aba2-0b27-45b5-bc69-93651529794f'],31,,,,,,,,,,,,,,,,France,771,00:30:31.678,Pass,,,,,,,110.6,80.0,76.6,74.5,Portugal vs France,Portugal,France
,,,,,,,,,,,,,,,,,1.668195,,,,,,,,,,,,4ba9edd8-9bf8-4f3b-90e7-c754250b6cb8,1339,,,"[76.8, 74.3]",3942349,30,,,,,-1.7865626,,Right Foot,,,,"[70.4, 45.1]",Ground Pass,,29.893143,,,,Eduardo Camavinga,24778.0,,,,,,,1,From Throw In,Dayotchanculle Upamecano,8519.0,Right Center Back,42,France,771,['807f0e9c-eff2-43d7-856f-f324283eab3e'],34,,,,,,,,,,,,,,,,France,771,00:30:34.806,Pass,,,,,,,76.8,74.3,70.4,45.1,Portugal vs France,Portugal,France
,,,,,,,,,,,,,,,,,2.1191,,,,,,,,,,,,fef3e81a-4a7e-4797-acd0-3201e1fd880a,1342,,,"[72.1, 39.4]",3942349,30,,,,,-0.18077241,,Left Foot,,,,"[110.4, 32.4]",High Pass,,38.934433,,Incomplete,,Kylian Mbappé Lottin,3009.0,,,,Through Ball,True,,1,From Throw In,Eduardo Camavinga,24778.0,Right Center Midfield,42,France,771,"['24986cfd-5ad7-4836-b763-9d1e71fbebf0', '7dba0acb-2ff8-4ead-bc87-e430b3d004b3']",37,,,,,,,,,,,,,,,,France,771,00:30:37.836,Pass,,,,,,,72.1,39.4,110.4,32.4,Portugal vs France,Portugal,France
,,,,,,,,,,,,,,,,,1.423377,,,,,,,,,,,,65d093cf-c255-4e9b-9d20-dbc70abfb5b4,1346,,,"[15.2, 52.2]",3942349,30,,,,,0.2634411,,Keeper Arm,,,,"[39.3, 58.7]",Low Pass,,24.96117,,,,Bruno Miguel Borges Fernandes,5204.0,,,,,,,1,From Keeper,Diogo Meireles Costa,32975.0,Goalkeeper,43,Portugal,780,['ab7ec3b6-39ac-41d8-b3ff-596502b83e91'],41,,,,,,,,,,,,,,,,Portugal,780,00:30:41.144,Pass,,,,,,,15.2,52.2,39.3,58.7,Portugal vs France,Portugal,France
,,,,,,,,,,,,,,,,,1.451468,,,,,,,,,,,,e03a511b-871a-4a6e-bc8a-071f7688e3ca,1349,,,"[42.4, 63.4]",3942349,30,,,,,1.0731062,,Right Foot,,,,"[49.3, 76.1]",Ground Pass,,14.453373,,,,Bernardo Mota Veiga de Carvalho e Silva,3193.0,,,,,,,1,From Keeper,Bruno Miguel Borges Fernandes,5204.0,Center Attacking Midfield,43,Portugal,780,['88b4d702-429e-4cfd-85da-8cf62aff9f5e'],44,,,,,,,,,,,,,,,,Portugal,780,00:30:44.413,Pass,,,,,,,42.4,63.4,49.3,76.1,Portugal vs France,Portugal,France
,,,,,,,,,,,,,,,,,1.572787,,,,,,,,,,,,1e317e2c-6211-451a-b4d1-6d8a9cf1f050,1355,,,"[57.1, 77.5]",3942349,30,,,,,-1.8468933,,Right Foot,,,,"[53.7, 65.5]",Ground Pass,,12.472369,,,,João Maria Lobo Alves Palhinha Gonçalves,12169.0,,,,,,Free Kick,1,From Free Kick,Bruno Miguel Borges Fernandes,5204.0,Center Attacking Midfield,44,Portugal,780,['622ca822-5d58-4be8-b3b1-87ec5e4ffe28'],52,,,,,,,,,,,,,,,,Portugal,780,00:30:52.448,Pass,,,,,,,57.1,77.5,53.7,65.5,Portugal vs France,Portugal,France
,,,,,,,,,,,,,,,,,2.225009,,,,,,,,,,,,88a67b75-07b2-4ba3-ad0f-f320050be9e7,1358,,,"[53.9, 63.4]",3942349,30,,,,,-2.13229,,Right Foot,,,,"[42.2, 44.8]",Ground Pass,,21.973848,,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,,1,From Free Kick,João Maria Lobo Alves Palhinha Gonçalves,12169.0,Right Defensive Midfield,44,Portugal,780,['ab32d2d3-b59c-4eb5-bb96-ee6593a37452'],55,,,,,,,,,,,,,,,,Portugal,780,00:30:55.000,Pass,,,,,,,53.9,63.4,42.2,44.8,Portugal vs France,Portugal,France
,,,,,,,,,,,,,,,,,0.891304,,,,,,,,,,,,41650708-63a2-4864-8c9c-933a8d67b532,1361,,,"[52.6, 36.7]",3942349,30,,,,,0.30739748,,Right Foot,,,,"[58.9, 38.7]",Ground Pass,,6.6098413,,,,Vitor Machado Ferreira,34639.0,,,,,,,1,From Free Kick,Kléper Laveran Lima Ferreira,20016.0,Left Center Back,44,Portugal,780,['070e541e-5d61-4cc5-8723-547ac9fc5c30'],59,,,,,,,,,,,,,,,,Portugal,780,00:30:59.946,Pass,,,,,,,52.6,36.7,58.9,38.7,Portugal vs France,Portugal,France
,,,,,,,,,,,,,,,,,1.047241,,,,,,,,,,,,c71ba869-c35d-4edc-8df6-3fd2002809f3,1364,,,"[56.9, 42.0]",3942349,31,,,,,2.456387,,Right Foot,,,,"[46.5, 50.5]",Ground Pass,,13.431679,,,,Rúben Santos Gato Alves Dias,5206.0,,,,,,,1,From Free Kick,Vitor Machado Ferreira,34639.0,Left Defensive Midfield,44,Portugal,780,['3782faa3-a0c7-445a-9ad9-705f62474fa3'],2,,,,,,,,,,,,,,,,Portugal,780,00:31:02.314,Pass,,,,,,,56.9,42.0,46.5,50.5,Portugal vs France,Portugal,France
,,,,,,,,,,,,,,,,,1.879886,,,,,,,,,,,,f2635892-2f2b-4d96-a0fc-5fac436c8475,1367,,,"[46.1, 50.5]",3942349,31,,,,,0.9034902,,Right Foot,,,,"[66.9, 76.9]",Ground Pass,,33.609524,,,,Bruno Miguel Borges Fernandes,5204.0,,,,,,,1,From Free Kick,Rúben Santos Gato Alves Dias,5206.0,Right Center Back,44,Portugal,780,['485ab535-5e60-4981-9976-4d477076a874'],4,,,,,,,,,,,,,,,,Portugal,780,00:31:04.514,Pass,,,,,,,46.1,50.5,66.9,76.9,Portugal vs France,Portugal,France
,,,,,,,,,,,,,,,,,1.008084,,,,,,,,,,,,fd78d647-8c41-4742-8eb1-37cfa7cd2489,1370,,,"[79.3, 73.8]",3942349,31,,,,,-2.1040366,,Right Foot,,,,"[70.8, 59.4]",Ground Pass,,16.721542,,,,João Maria Lobo Alves Palhinha Gonçalves,12169.0,,,,,,,1,From Free Kick,Bruno Miguel Borges Fernandes,5204.0,Center Attacking Midfield,44,Portugal,780,['2ba1c003-3599-40b8-874d-7ab042a2cae7'],10,,,,,,,,,,,,,,,,Portugal,780,00:31:10.947,Pass,,,,,,,79.3,73.8,70.8,59.4,Portugal vs France,Portugal,France
,,,,,,,,,,,,,,,,,1.011302,,,,,,,,,,,,f8a614f8-5d59-4d1c-ac7b-34c2f9910d6e,1374,,,"[71.1, 58.5]",3942349,31,,,,,1.5874615,,Right Foot,,,,"[70.9, 70.5]",Ground Pass,,12.001667,,,,Bruno Miguel Borges Fernandes,5204.0,,,,,,,1,From Free Kick,João Maria Lobo Alves Palhinha Gonçalves,12169.0,Right Defensive Midfield,44,Portugal,780,"['3dec63b0-e440-4682-b26c-5d3180b02ef0', '48a35fa0-fae6-41d2-90ae-04d254089bca']",12,,,,,,,,,,,,,,,,Portugal,780,00:31:12.431,Pass,True,,,,,,71.1,58.5,70.9,70.5,Portugal vs France,Portugal,France
,,,,,,,,,,,,,,,,,1.287299,,,,,,,,,,,,1d488e07-750d-49ab-a477-28dc00f61d41,1377,,,"[67.7, 70.1]",3942349,31,,,,,-2.796253,,Right Foot,,,,"[51.3, 64.2]",Ground Pass,,17.428999,,,,Rúben Santos Gato Alves Dias,5206.0,,,,,,,1,From Free Kick,Bruno Miguel Borges Fernandes,5204.0,Center Attacking Midfield,44,Portugal,780,['7f632fff-f108-4fb7-afd7-927e9268f9ea'],14,,,,,,,,,,,,,,,,Portugal,780,00:31:14.275,Pass,,,,,,,67.7,70.1,51.3,64.2,Portugal vs France,Portugal,France
,,,,,,,,,,,,,,,,,1.615411,,,,,,,,,,,,886c12c8-1b7b-4a9c-a153-ad193538288e,1380,,,"[51.1, 64.2]",3942349,31,,,,,0.69473827,,Right Foot,,,,"[67.3, 77.7]",Ground Pass,,21.087673,,,,João Pedro Cavaco Cancelo,7005.0,,,,,,,1,From Free Kick,Rúben Santos Gato Alves Dias,5206.0,Right Center Back,44,Portugal,780,['310d1095-dceb-4ed2-8319-5ed20cccf3a6'],18,,,,,,,,,,,,,,,,Portugal,780,00:31:18.271,Pass,,,,,,,51.1,64.2,67.3,77.7,Portugal vs France,Portugal,France
,,,,,,,,,,,,,,,,,1.011957,,,,,,,,,,,,fd73b9cc-7050-4719-82e2-99b3439be931,1383,,,"[64.4, 77.3]",3942349,31,,,,,3.1415927,,Left Foot,,,,"[57.1, 77.3]",Ground Pass,,7.3,,,,Bruno Miguel Borges Fernandes,5204.0,,,,,,,1,From Free Kick,João Pedro Cavaco Cancelo,7005.0,Right Back,44,Portugal,780,['24820941-8cbe-48e5-b400-c49a6e6324cc'],20,,,,,,,,,,,,,,,,Portugal,780,00:31:20.879,Pass,,,,,,,64.4,77.3,57.1,77.3,Portugal vs France,Portugal,France
,,,,,,,,,,,,,,,,,1.587707,,,,,,,,,,,,0e8d2f26-0227-432d-88f3-35c70b236da6,1386,,,"[60.5, 75.2]",3942349,31,,,,,-2.4343483,,Right Foot,,,,"[42.6, 59.9]",Ground Pass,,23.547823,,,,Rúben Santos Gato Alves Dias,5206.0,,,,,,,1,From Free Kick,Bruno Miguel Borges Fernandes,5204.0,Center Attacking Midfield,44,Portugal,780,['b3966017-2016-46bd-85da-b71d18244b80'],24,,,,,,,,,,,,,,,,Portugal,780,00:31:24.600,Pass,,,,,,,60.5,75.2,42.6,59.9,Portugal vs France,Portugal,France
,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,98a9634a-f453-4f86-9a67-6d92959cf37e,1389,,,"[42.8, 58.3]",3942349,31,,,,,-1.5012882,,Right Foot,,,,"[43.9, 42.5]",Ground Pass,,15.838244,,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,,1,From Free Kick,Rúben Santos Gato Alves Dias,5206.0,Right Center Back,44,Portugal,780,['09805a8f-135e-408c-966b-adbdfff4b6a0'],26,,,,,,,,,,,,,,,,Portugal,780,00:31:26.542,Pass,,,,,,,42.8,58.3,43.9,42.5,Portugal vs France,Portugal,France
,,,,,,,,,,,,,,,,,1.609745,,,,,,,,,,,,e1e5fe8d-f32b-4fe3-b215-8b73706d764e,1392,,,"[48.2, 34.4]",3942349,31,,,,,-1.3079207,,Right Foot,,,,"[56.3, 4.3]",Ground Pass,,31.17082,,,,Nuno Mendes,41092.0,,,,,,,1,From Free Kick,Kléper Laveran Lima Ferreira,20016.0,Left Center Back,44,Portugal,780,['bbb78c27-45fe-4511-83b7-c2fb1fb93c2f'],29,,,,,,,,,,,,,,,,Portugal,780,00:31:29.040,Pass,,,,,,,48.2,34.4,56.3,4.3,Portugal vs France,Portugal,France
,,,,,,,,,,,,,,,,,0.996674,,,,,,,,,,,,913faf29-b1b3-450a-a6e5-c5bb78be9661,1395,,,"[58.4, 7.6]",3942349,31,,,,,-0.24111767,,Left Foot,,,,"[70.6, 4.6]",Ground Pass,,12.563439,,,,Rafael Alexandre Conceição Leão,18360.0,,,,,,,1,From Free Kick,Nuno Mendes,41092.0,Left Back,44,Portugal,780,['be18aa68-06be-4c90-a257-f9abf3244f77'],32,,,,,,,,,,,,,,,,Portugal,780,00:31:32.333,Pass,,,,,,,58.4,7.6,70.6,4.6,Portugal vs France,Portugal,France
,,,,,,,,,,,,,,,,,1.421207,,,,,,,,,,,,af93f0ea-ee05-4fc1-b1fd-f4b40b41fdbd,1398,,,"[70.6, 4.3]",3942349,31,,,,,0.19539155,,Right Foot,,,,"[80.2, 6.2]",Ground Pass,,9.786215,,,,Nuno Mendes,41092.0,,,,,,,1,From Free Kick,Rafael Alexandre Conceição Leão,18360.0,Left Midfield,44,Portugal,780,['27c74bfb-f6e2-4121-81cb-9968df3e0e0f'],34,,,,,,,,,,,,,,,,Portugal,780,00:31:34.189,Pass,,,,,,,70.6,4.3,80.2,6.2,Portugal vs France,Portugal,France
,,,,,,,,,,,,,,,,,0.939158,,,,,,,,,,,,415ee4d0-b095-47d4-886e-3693a8100a04,1405,,,"[39.7, 77.0]",3942349,31,,,,,-1.2654977,,Right Foot,,,,"[44.9, 60.5]",Ground Pass,,17.3,,,,N'Golo Kanté,3961.0,,,,,,,1,Regular Play,Randal Kolo Muani,22097.0,Right Center Forward,45,France,771,['c130033b-dcf7-4b67-bc22-952b433890fc'],38,,,,,,,,,,,,,,,,France,771,00:31:38.897,Pass,,,,,,,39.7,77.0,44.9,60.5,Portugal vs France,Portugal,France
,,,,,,,,,,,,,,,,,1.549057,,,,,,,,,,,,a9648a0d-35c5-4f94-86fc-1b939bde85e8,1408,,,"[44.5, 61.4]",3942349,31,,,,,-3.1265562,,Left Foot,,,,"[31.2, 61.2]",Ground Pass,,13.301504,,,,Dayotchanculle Upamecano,8519.0,,,,,,,1,Regular Play,N'Golo Kanté,3961.0,Left Center Midfield,45,France,771,"['160d91b7-37a7-4597-9bdc-3bca05a55731', 'e14adb5f-8f88-4652-b5b1-cf3e71adb8a1']",39,,,,,,,,,,,,,,,,France,771,00:31:39.797,Pass,True,,,,,,44.5,61.4,31.2,61.2,Portugal vs France,Portugal,France
,,,,,,,,,,,,,,,,,2.284823,,,,,,,,,,,,cd7bea3a-f1be-4aad-aca8-c24012f53e48,1411,,,"[33.5, 61.0]",3942349,31,,,,,-2.7798634,,Right Foot,,,,"[3.9, 49.8]",Ground Pass,,31.648066,,,,Mike Maignan,3761.0,,,,,,,1,Regular Play,Dayotchanculle Upamecano,8519.0,Right Center Back,45,France,771,['ed203dd8-abf9-4fda-9ea5-571508b04ddd'],46,,,,,,,,,,,,,,,,France,771,00:31:46.807,Pass,,,,,,,33.5,61.0,3.9,49.8,Portugal vs France,Portugal,France
,,,,,,,,,,,,,,,,,2.444887,,,,,,,,,,,,3bbca4da-8a6c-4fa0-80a8-951e95a7e8a1,1415,,,"[4.7, 52.3]",3942349,31,,,,,0.2200617,,Right Foot,,,,"[50.3, 62.5]",High Pass,,46.726868,,Incomplete,,Jules Koundé,4445.0,,,,,,,1,Regular Play,Mike Maignan,3761.0,Goalkeeper,45,France,771,"['b3a2e9f5-bce2-4dd9-ac4d-c0a079e3b81f', 'd9da4d35-071e-4a4f-a79c-91945d7ad57d', 'f8495a3c-b03f-44d7-ba0f-5b325f9add4e']",50,,,,,,,,,,,,,,,,France,771,00:31:50.042,Pass,True,,,,,,4.7,52.3,50.3,62.5,Portugal vs France,Portugal,France
,,,,,,,,,,,,,,,,,0.957644,,,,,,,,,,,,b3a2e9f5-bce2-4dd9-ac4d-c0a079e3b81f,1417,,,"[69.8, 17.6]",3942349,31,,,,,2.7430701,,Head,,,,"[56.5, 23.2]",High Pass,,14.43087,,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,Recovery,1,Regular Play,Nuno Mendes,41092.0,Left Back,46,Portugal,780,"['3bbca4da-8a6c-4fa0-80a8-951e95a7e8a1', 'c63ec22f-44a8-425f-97bc-e6bdc5fb2237']",52,,,,,,,,,,,,,,,,Portugal,780,00:31:52.486,Pass,,,,,,,69.8,17.6,56.5,23.2,Portugal vs France,Portugal,France
,,,,,,,,,,,,,,,,,1.725771,,,,,,,,,,,,77ee32c6-a586-44f3-841d-07a620cfda67,1420,,,"[56.5, 23.2]",3942349,31,,,,,0.04694535,,Left Foot,,,,"[86.3, 24.6]",High Pass,,29.832869,,Incomplete,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,,1,Regular Play,Kléper Laveran Lima Ferreira,20016.0,Left Center Back,46,Portugal,780,"['1046705c-8d70-4164-a523-7b04ffc727af', '15cdb894-1a6b-4c1b-a0b9-a85d2cb0d86e']",53,,,,,,,,,,,,,,,,Portugal,780,00:31:53.573,Pass,,,,,,,56.5,23.2,86.3,24.6,Portugal vs France,Portugal,France
,,,,,,,,,,,,,,,,,1.591153,,,,,,,,,,,,8076f4ef-9889-4c97-b67c-0d793955c4ae,1423,,,"[82.4, 18.9]",3942349,31,,,,,-1.4368514,,Right Foot,,,,"[84.3, 4.8]",Low Pass,,14.227438,,,,Rafael Alexandre Conceição Leão,18360.0,,,,,,Recovery,1,Regular Play,Bruno Miguel Borges Fernandes,5204.0,Center Attacking Midfield,46,Portugal,780,['a3b7e3f1-8f10-458f-8005-829aec581e14'],56,,,,,,,,,,,,,,,,Portugal,780,00:31:56.445,Pass,,,,,,,82.4,18.9,84.3,4.8,Portugal vs France,Portugal,France
,,,,,,,,,,,,,,,,,0.847615,,,,,,,,,,,,817cd148-865f-4539-b7be-335fe6f38544,1426,,,"[79.1, 3.1]",3942349,32,,,,,2.809533,,Right Foot,,,,"[64.6, 8.1]",Ground Pass,,15.337862,,,,Nuno Mendes,41092.0,,,,,,,1,Regular Play,Rafael Alexandre Conceição Leão,18360.0,Left Midfield,46,Portugal,780,['4d2e1616-6247-4df4-9384-b91d7297087c'],0,,,,,,,,,,,,,,,,Portugal,780,00:32:00.301,Pass,,,,,,,79.1,3.1,64.6,8.1,Portugal vs France,Portugal,France
,,,,,,,,,,,,,,,,,1.142901,,,,,,,,,,,,477e05b1-6156-42e3-ab39-86f1bb580170,1429,,,"[65.2, 7.9]",3942349,32,,,,,2.423577,,Left Foot,,,,"[56.5, 15.5]",Ground Pass,,11.552056,,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,,1,Regular Play,Nuno Mendes,41092.0,Left Back,46,Portugal,780,['1c2445d5-956d-406d-a27f-1de23b530d4a'],4,,,,,,,,,,,,,,,,Portugal,780,00:32:04.632,Pass,,,,,,,65.2,7.9,56.5,15.5,Portugal vs France,Portugal,France
