50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,team,team_id,timestamp,type,under_pressure,tactics.formation,tactics.lineup,tactics,50_50.outcome.id,50_50.outcome.name,x,y,end_x,end_y,match_name,home_team,away_team
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d6422116-ef88-44b6-84d3-b466bdfa05d2,1,,,,3930180,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Netherlands,941,,0,,,,,,,,,,,,,,,,,,Netherlands,941,00:00:00.000,Starting XI,,433.0,"[{'player': {'id': 37274, 'name': 'Bart Verbruggen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 22352, 'name': 'Lutsharel Geertruida'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7787, 'name': 'Stefan de Vrij'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 3306, 'name': 'Nathan Aké'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 5}, {'player': {'id': 15503, 'name': 'Jerdy Schouten'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 21582, 'name': 'Tijjani Reijnders'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 21633, 'name': 'Joey Veerman'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 15582, 'name': 'Donyell Malen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 18}, {'player': {'id': 20750, 'name': 'Cody Mathès Gakpo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 2988, 'name': 'Memphis Depay'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]",,,,,,,,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,abcd22f7-e442-4196-8706-4d482a37fd7c,2,,,,3930180,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Netherlands,941,,0,,,,,,,,,,,,,,,,,,Austria,915,00:00:00.000,Starting XI,,4231.0,"[{'player': {'id': 9731, 'name': 'Patrick Pentz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 11821, 'name': 'Stefan Posch'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 8931, 'name': 'Philipp Lienhart'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 8068, 'name': 'Maximilian Wöber'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 39545, 'name': 'Alexander Prass'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 8}, {'player': {'id': 39460, 'name': 'Nicolas Seiwald'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 11396, 'name': 'Florian Grillitsch'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 8784, 'name': 'Romano Schmid'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 18}, {'player': {'id': 8518, 'name': 'Marcel Sabitzer'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 9}, {'player': {'id': 33297, 'name': 'Patrick Wimmer'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 3325, 'name': 'Marko Arnautović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]",,,,,,,,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,11f88a8e-9dcc-4709-a1e6-7a2e9ef0cd0c,3,,,,3930180,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Netherlands,941,['da1e6ec2-b3f9-4870-a412-7fd13208c323'],0,,,,,,,,,,,,,,,,,,Netherlands,941,00:00:00.000,Half Start,,,,,,,,,,,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,da1e6ec2-b3f9-4870-a412-7fd13208c323,4,,,,3930180,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Netherlands,941,['11f88a8e-9dcc-4709-a1e6-7a2e9ef0cd0c'],0,,,,,,,,,,,,,,,,,,Austria,915,00:00:00.000,Half Start,,,,,,,,,,,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a4b954d0-4f9b-4e95-bab4-4ba251297235,1755,,,,3930180,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,76,Austria,915,['f174e37f-6934-4538-8d65-f8a22b73fa30'],0,,,,,,,,,,,,,,,,,,Netherlands,941,00:00:00.000,Half Start,,,,,,,,,,,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f174e37f-6934-4538-8d65-f8a22b73fa30,1756,,,,3930180,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,76,Austria,915,['a4b954d0-4f9b-4e95-bab4-4ba251297235'],0,,,,,,,,,,,,,,,,,,Austria,915,00:00:00.000,Half Start,,,,,,,,,,,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,1.073577,,,,,,,,,,,,,55e7df33-7a8f-4d98-9fda-c5249b7a4f93,5,,,"[61.0, 40.1]",3930180,0,,,,3.0502446,,Right Foot,,,,"[47.9, 41.3]",,Ground Pass,,13.154847,,,,Nicolas Seiwald,39460.0,,,,,Kick Off,1,From Kick Off,Marcel Sabitzer,8518.0,Center Attacking Midfield,2,Austria,915,['0dc940f7-7d3d-4dcf-bede-6e61b26b766c'],1,,,,,,,,,,,,,,,,,,Austria,915,00:00:01.688,Pass,,,,,,,61.0,40.1,47.9,41.3,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,1.626164,,,,,,,,,,,,,3b433a1b-412e-4398-9ef3-a1efdb9934e9,8,,,"[47.6, 42.0]",3930180,0,,,,-0.2939155,,Right Foot,,,,"[73.7, 34.1]",,Ground Pass,,27.269396,,Incomplete,,,,,,,,,1,From Kick Off,Nicolas Seiwald,39460.0,Right Defensive Midfield,2,Austria,915,['eb67b48e-ddf4-4197-a7b0-33b49c21645b'],3,,,,,,,,,,,,,,,,,,Austria,915,00:00:03.708,Pass,,,,,,,47.6,42.0,73.7,34.1,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,2.788011,,,,,,,,,,,,,aeb433ba-bf2f-4754-8a80-e75833fc3fd5,11,,,"[51.1, 47.4]",3930180,0,,,,0.53608304,,Right Foot,,,,"[68.1, 57.5]",,Ground Pass,,19.773973,,,,Donyell Malen,15582.0,,,,,,1,From Kick Off,Jerdy Schouten,15503.0,Center Defensive Midfield,2,Austria,915,['d0e94b79-4574-49a8-a6f1-da20c9dd4327'],6,,,,,,,,,,,,,,,,,,Netherlands,941,00:00:06.073,Pass,,,,,,,51.1,47.4,68.1,57.5,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,0.7773,,,,,,,,,,,,,54d1bc2f-b3aa-48cb-8e38-f5cac7d8fc90,15,,,"[67.6, 28.5]",3930180,0,,,,3.099065,,Right Foot,,,,"[62.9, 28.7]",,Ground Pass,,4.704253,,,,Marcel Sabitzer,8518.0,,,,,Recovery,1,From Kick Off,Patrick Wimmer,33297.0,Left Wing,2,Austria,915,['bc40a2e9-9b11-4988-b0dd-0b7ab3d995a2'],8,,,,,,,,,,,,,,,,,,Austria,915,00:00:08.861,Pass,,,,,,,67.6,28.5,62.9,28.7,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,1.229687,,,,,,,,,,,,,1931183e-6e86-404a-8b95-51337605628a,18,,,"[66.3, 16.7]",3930180,0,,,,-1.3439975,,Right Foot,,,,"[69.6, 2.4]",,Ground Pass,,14.675831,,,,Alexander Prass,39545.0,,,,,,1,From Kick Off,Marcel Sabitzer,8518.0,Center Attacking Midfield,2,Austria,915,['d3e3e06c-cb86-46d1-8fba-b395a56065e6'],10,,,,,,,,,,,,,,,,,,Austria,915,00:00:10.859,Pass,,,,,,,66.3,16.7,69.6,2.4,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,0.830457,,,,,,,,,,,,,cf83434f-2e28-4e64-8f72-775e87422584,21,,,"[67.9, 4.3]",3930180,0,,,,2.0583916,,Left Foot,,,,"[64.4, 10.9]",,Ground Pass,,7.470609,,,,Florian Grillitsch,11396.0,,,,,,1,From Kick Off,Alexander Prass,39545.0,Left Back,2,Austria,915,['0e48ac69-5257-40c7-8af5-427b215a4be4'],12,,,,,,,,,,,,,,,,,,Austria,915,00:00:12.974,Pass,,,,,,,67.9,4.3,64.4,10.9,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,2.446353,,,,,,,,,,,,,63c1d8ee-76eb-416e-8d00-c54335944a3f,24,,,"[62.5, 22.7]",3930180,0,,,,1.802967,,Right Foot,,,,"[56.4, 48.5]",,Ground Pass,,26.511318,,,,Philipp Lienhart,8931.0,,,,,,1,From Kick Off,Florian Grillitsch,11396.0,Left Defensive Midfield,2,Austria,915,['6e25b156-8cba-47e2-a5b2-e4d8a13ba6eb'],15,,,,,,,,,,,,,,,,,,Austria,915,00:00:15.351,Pass,,,,,,,62.5,22.7,56.4,48.5,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,1.629506,,,,,,,,,,,,,03ff00f2-2d6c-41bc-9fef-edc0716adb70,27,,,"[57.5, 57.9]",3930180,0,,,,0.7754975,,Right Foot,,,,"[77.9, 77.9]",,Ground Pass,,28.568514,,,,Stefan Posch,11821.0,,,,,,1,From Kick Off,Philipp Lienhart,8931.0,Right Center Back,2,Austria,915,['b06ccaa4-bc91-4dff-a672-686265c379c3'],19,,,,,,,,,,,,,,,,,,Austria,915,00:00:19.023,Pass,,,,,,,57.5,57.9,77.9,77.9,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,0.680379,,,,,,,,,,,,,6092c009-f170-4366-921d-a5eb5f915981,30,,,"[77.9, 76.5]",3930180,0,,,,-1.735945,,Left Foot,,,,"[76.7, 69.3]",,Ground Pass,,7.299315,,,,Nicolas Seiwald,39460.0,,,,,,1,From Kick Off,Stefan Posch,11821.0,Right Back,2,Austria,915,['94872985-097e-433b-9e75-b9be4d764129'],23,,,,,,,,,,,,,,,,,,Austria,915,00:00:23.157,Pass,,,,,,,77.9,76.5,76.7,69.3,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,1.625517,,,,,,,,,,,,,ce2b8c25-efcb-4013-90f5-ff1800f80d8f,33,,,"[76.7, 69.3]",3930180,0,,,,-3.1161745,,Left Foot,,,,"[53.1, 68.7]",,Ground Pass,,23.607626,,,,Philipp Lienhart,8931.0,,,,,,1,From Kick Off,Nicolas Seiwald,39460.0,Right Defensive Midfield,2,Austria,915,['dbb74a07-57cd-46ee-a00f-529275605bc1'],24,,,,,,,,,,,,,,,,,,Austria,915,00:00:24.750,Pass,,,,,,,76.7,69.3,53.1,68.7,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,2.007014,,,,,,,,,,,,,b9f1d4d2-cbf3-4471-94d8-b5df8536e9dd,36,,,"[53.1, 68.7]",3930180,0,,,,-1.7782925,,Right Foot,,,,"[44.7, 28.8]",,Ground Pass,,40.774624,,,,Maximilian Wöber,8068.0,,,,,,1,From Kick Off,Philipp Lienhart,8931.0,Right Center Back,2,Austria,915,['8fdcbaa8-c8ed-4bef-a504-cbe2df55f36c'],27,,,,,,,,,,,,,,,,,,Austria,915,00:00:27.801,Pass,,,,,,,53.1,68.7,44.7,28.8,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,1.228316,,,,,,,,,,,,,3b7b9381-c996-418c-b440-6d3284b23bd4,39,,,"[52.6, 25.2]",3930180,0,,,,-0.25792757,,Left Foot,,,,"[68.9, 20.9]",,Ground Pass,,16.85764,,,,Marcel Sabitzer,8518.0,,,,,,1,From Kick Off,Maximilian Wöber,8068.0,Left Center Back,2,Austria,915,['e601df45-4ab0-4eba-acaf-64a00d920fd2'],33,,,,,,,,,,,,,,,,,,Austria,915,00:00:33.332,Pass,,,,,,,52.6,25.2,68.9,20.9,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,1.396658,,,,,,,,,,,,,7be11c66-42df-4a3f-9d00-eaa2182b1e0d,42,,,"[68.9, 20.9]",3930180,0,,,,-2.8109927,,Right Foot,,,,"[52.0, 15.1]",,Ground Pass,,17.867569,,,,Maximilian Wöber,8068.0,,,,,,1,From Kick Off,Marcel Sabitzer,8518.0,Center Attacking Midfield,2,Austria,915,['e8b1d016-09d8-4da7-9361-0134ce6682db'],35,,,,,,,,,,,,,,,,,,Austria,915,00:00:35.255,Pass,,,,,,,68.9,20.9,52.0,15.1,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,3.29958,,,,,,,,,,,,,5c1cd313-cec6-494b-92ec-53aca047cd15,45,,,"[51.9, 15.1]",3930180,0,,,,2.7138112,,Left Foot,,,,"[25.8, 27.0]",,Ground Pass,,28.68484,,,,Patrick Pentz,9731.0,,,,,,1,From Kick Off,Maximilian Wöber,8068.0,Left Center Back,2,Austria,915,['9c230d7d-10c8-43ca-8636-c0e1ecb47d03'],36,,,,,,,,,,,,,,,,,,Austria,915,00:00:36.732,Pass,,,,,,,51.9,15.1,25.8,27.0,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,1.580314,,,,,,,,,,,,,6d42a0f5-4145-4dc7-b54a-496f4f30c790,48,,,"[25.8, 27.0]",3930180,0,,,,-1.0610648,,Left Foot,,,,"[34.8, 10.9]",,Ground Pass,,18.444782,,,,Maximilian Wöber,8068.0,,,,,,1,From Kick Off,Patrick Pentz,9731.0,Goalkeeper,2,Austria,915,['dbbef114-0efb-4723-9531-0a2cb0526637'],41,,,,,,,,,,,,,,,,,,Austria,915,00:00:41.197,Pass,,,,,,,25.8,27.0,34.8,10.9,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,2.333472,,,,,,,,,,,,,88c33975-46a3-42b8-a44e-2e1d11b7d600,51,,,"[32.3, 11.2]",3930180,0,,,,2.05152,,Left Foot,,,,"[21.4, 32.1]",,Ground Pass,,23.571592,,,,Patrick Pentz,9731.0,,,,,,1,From Kick Off,Maximilian Wöber,8068.0,Left Center Back,2,Austria,915,['a51c0ce9-ceba-46f8-ba5f-48052ea85dae'],43,,,,,,,,,,,,,,,,,,Austria,915,00:00:43.782,Pass,,,,,,,32.3,11.2,21.4,32.1,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,1.4516,,,,,,,,,,,,,f3894c83-2b84-4ca5-a7da-7099e536fe81,54,,,"[21.4, 32.1]",3930180,0,,,,-0.6825594,,Left Foot,,,,"[36.9, 19.5]",,Ground Pass,,19.975235,,,,Maximilian Wöber,8068.0,,,,,,1,From Kick Off,Patrick Pentz,9731.0,Goalkeeper,2,Austria,915,['0094ce8a-0b00-49b0-851e-88d3d4d8bc01'],50,,,,,,,,,,,,,,,,,,Austria,915,00:00:50.414,Pass,,,,,,,21.4,32.1,36.9,19.5,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,1.107765,,,,,,,,,,,,,d6449df6-604c-47e8-92d3-2be934723e15,57,,,"[42.8, 16.2]",3930180,0,,,,0.51771855,,Left Foot,,,,"[57.9, 24.8]",,Ground Pass,,17.377283,,,,Patrick Wimmer,33297.0,,,,,,1,From Kick Off,Maximilian Wöber,8068.0,Left Center Back,2,Austria,915,['61d00082-d533-449f-9238-a768a8bc645e'],52,,,,,,,,,,,,,,,,,,Austria,915,00:00:52.707,Pass,,,,,,,42.8,16.2,57.9,24.8,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,0.729481,,,,,,,,,,,,,84cfa800-ff39-4357-93d4-af93ee9fd811,64,,,"[66.4, 55.8]",3930180,0,,,,0.47835243,,Right Foot,,,,"[71.8, 58.6]",,Ground Pass,,6.0827627,,Incomplete,,,,,,,,Recovery,1,From Kick Off,Tijjani Reijnders,21582.0,Right Center Midfield,2,Austria,915,['a33e60ff-2e39-4fae-8171-5471efb31fd1'],55,,,,,,,,,,,,,,,,,,Netherlands,941,00:00:55.678,Pass,,,,,,,66.4,55.8,71.8,58.6,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,1.446822,,,,,,,,,,,,,698b109b-c9ee-4b66-b483-2722366042c2,67,,,"[44.8, 25.4]",3930180,0,,,,1.0233121,,Right Foot,,,,"[58.7, 48.2]",,Ground Pass,,26.702995,,,,Romano Schmid,8784.0,,,,,,1,From Kick Off,Maximilian Wöber,8068.0,Left Center Back,2,Austria,915,['0bdf9c68-2391-40ef-ba89-e23fa8da4314'],57,,,,,,,,,,,,,,,,,,Austria,915,00:00:57.372,Pass,,,,,,,44.8,25.4,58.7,48.2,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,2.527704,,,,,,,,,,,,,da21f4f8-8c69-4987-9433-093d0dc3f142,70,,,"[61.7, 46.8]",3930180,0,,,,-0.4591933,,Right Foot,,,,"[79.7, 37.9]",,High Pass,,20.08009,,Incomplete,,,,,,,,,1,From Kick Off,Romano Schmid,8784.0,Right Wing,2,Austria,915,['2022425d-2345-440e-a2e9-a5b0981dd078'],59,,,,,,,,,,,,,,,,,,Austria,915,00:00:59.837,Pass,,,,,,,61.7,46.8,79.7,37.9,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,2.256006,,,,,,,,,,,,,2022425d-2345-440e-a2e9-a5b0981dd078,71,,,"[40.4, 42.2]",3930180,1,,,,0.032668114,,Head,,,,"[55.7, 42.7]",,High Pass,,15.308167,,Incomplete,,,,,,,,Recovery,1,From Kick Off,Stefan de Vrij,7787.0,Right Center Back,2,Austria,915,"['da21f4f8-8c69-4987-9433-093d0dc3f142', 'eea1b27a-287f-4cf9-9f70-33d95fdb2ec5']",2,,,,,,,,,,,,,,,,,,Netherlands,941,00:01:02.365,Pass,,,,,,,40.4,42.2,55.7,42.7,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,0.608392,,,,,,,,,,,,,eea1b27a-287f-4cf9-9f70-33d95fdb2ec5,72,,,"[64.4, 37.4]",3930180,1,,,,-0.92092586,,Head,,,,"[70.1, 29.9]",,Low Pass,,9.420191,,Incomplete,,,,,,,,Recovery,1,From Kick Off,Nicolas Seiwald,39460.0,Right Defensive Midfield,2,Austria,915,"['2022425d-2345-440e-a2e9-a5b0981dd078', '4fa61524-835c-484d-8978-cdefdbd296e5']",4,,,,,,,,,,,,,,,,,,Austria,915,00:01:04.621,Pass,,,,,,,64.4,37.4,70.1,29.9,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,0.129235,,,,,,,,,,,,,c003e8b7-09a3-4bc0-99ed-4d5486c07a64,75,,,"[41.8, 59.7]",3930180,1,,,,2.6271412,,Right Foot,,,,"[39.5, 61.0]",,Ground Pass,,2.641969,,Incomplete,,,,,,,,Recovery,1,From Kick Off,Lutsharel Geertruida,22352.0,Right Back,2,Austria,915,['89eb1d58-765a-4145-bc2a-1069ace9a3ab'],7,,,,,,,,,,,,,,,,,,Netherlands,941,00:01:07.255,Pass,,,,,,,41.8,59.7,39.5,61.0,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,1.225875,,,,,,,,,,,,,fb371c4e-891a-452f-a6f8-fe15cf856175,79,,,"[80.8, 11.5]",3930180,1,,,,2.551286,,Left Foot,,,,"[70.8, 18.2]",,Ground Pass,,12.037026,,,,Florian Grillitsch,11396.0,,,,,,1,From Kick Off,Marko Arnautović,3325.0,Center Forward,2,Austria,915,['b631569b-8460-40ef-b420-507c5d360eb4'],12,,,,,,,,,,,,,,,,,,Austria,915,00:01:12.798,Pass,,,,,,,80.8,11.5,70.8,18.2,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,2.147326,,,,,,,,,,,,,04f61ccb-6f6a-46a3-8ade-8422c57aef44,82,,,"[69.7, 23.5]",3930180,1,,,,1.9606715,,Right Foot,,,,"[58.4, 51.0]",,Ground Pass,,29.731129,,,,Philipp Lienhart,8931.0,,,,,,1,From Kick Off,Florian Grillitsch,11396.0,Left Defensive Midfield,2,Austria,915,['150fe285-4af5-4187-92ef-8140104a8bf9'],20,,,,,,,,,,,,,,,,,,Austria,915,00:01:20.951,Pass,,,,,,,69.7,23.5,58.4,51.0,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,1.491603,,,,,,,,,,,,,1e3f1a3c-f465-47ef-a92a-54038508e9c9,85,,,"[62.9, 61.5]",3930180,1,,,,1.0158006,,Right Foot,,,,"[72.2, 76.5]",,Ground Pass,,17.649078,,,,Stefan Posch,11821.0,,,,,,1,From Kick Off,Philipp Lienhart,8931.0,Right Center Back,2,Austria,915,['70667375-163c-45ab-828c-654b6c3c50f2'],24,,,,,,,,,,,,,,,,,,Austria,915,00:01:24.809,Pass,,,,,,,62.9,61.5,72.2,76.5,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,2.390034,,,,,,,,,,,,,268d0fdb-0a98-4196-abb1-6430222280ae,89,,,"[67.8, 75.9]",3930180,1,,,,-3.033581,,Right Foot,,,,"[42.9, 73.2]",,Ground Pass,,25.045958,,,,Philipp Lienhart,8931.0,,,,,,1,From Kick Off,Stefan Posch,11821.0,Right Back,2,Austria,915,"['0b6ce895-0128-4405-9254-36ddbbcdda44', 'f4d5b492-bade-4618-a165-541bec666b90']",27,,,,,,,,,,,,,,,,,,Austria,915,00:01:27.562,Pass,True,,,,,,67.8,75.9,42.9,73.2,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,2.554488,,,,,,,,,,,,,125bf195-6eff-4664-8e9a-cc8740f954ad,92,,,"[42.9, 73.2]",3930180,1,,,,-1.6249439,,Right Foot,,,,"[40.9, 36.3]",,Ground Pass,,36.954163,,,,Maximilian Wöber,8068.0,,,,,,1,From Kick Off,Philipp Lienhart,8931.0,Right Center Back,2,Austria,915,['c09ebb47-a876-4f5f-95f6-a550d8f49583'],31,,,,,,,,,,,,,,,,,,Austria,915,00:01:31.848,Pass,,,,,,,42.9,73.2,40.9,36.3,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,2.515038,,,,,,,,,,,,,b354a0c7-0fee-4322-8dbf-816f79f92a23,95,,,"[65.9, 21.0]",3930180,1,,,,-0.33473682,,Right Foot,,,,"[100.4, 9.0]",,Ground Pass,,36.527386,,,,Alexander Prass,39545.0,,,,,,1,From Kick Off,Maximilian Wöber,8068.0,Left Center Back,2,Austria,915,['eab99f08-49d0-4b7e-bfd3-7346bbb256b3'],41,,,,,,,,,,,,,,,,,,Austria,915,00:01:41.622,Pass,,,,,,,65.9,21.0,100.4,9.0,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,2.658254,,,,,,,,,,,,,4ff21ec4-433f-42c7-a726-42c5195f3ca6,98,,,"[100.4, 9.0]",3930180,1,,,,1.3918177,,Left Foot,True,,,"[109.5, 59.3]",,Low Pass,,51.116535,,,,Romano Schmid,8784.0,,True,,,,1,From Kick Off,Alexander Prass,39545.0,Left Back,2,Austria,915,['b5f7bf36-ac54-4947-ac28-35c1d5b5f56d'],44,,,,,,,,,,,,,,,,,,Austria,915,00:01:44.217,Pass,,,,,,,100.4,9.0,109.5,59.3,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,0.497918,,,,,,,,,,,,,a5189ae4-6afd-49b6-84f3-fb9470e8dd27,101,,,"[110.8, 59.3]",3930180,1,,,,-1.584309,,Right Foot,True,,,"[110.6, 44.5]",,Low Pass,,14.801352,,,,Marko Arnautović,3325.0,,,,,,1,From Kick Off,Romano Schmid,8784.0,Right Wing,2,Austria,915,['32f4f4ce-9b27-467c-9b57-fc72ea56cbb3'],47,,,,,,,,,,,,,,,,,,Austria,915,00:01:47.774,Pass,,,,,,,110.8,59.3,110.6,44.5,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,0.460755,,,,,,,,,,,,,f9c2c3cd-3353-42de-95b2-57f3f9a63ef5,106,,,"[28.4, 3.0]",3930180,1,,,,-0.47783107,,Right Foot,,,,"[34.0, 0.1]",,Low Pass,,6.306346,,Out,,,,,,,,Recovery,1,From Kick Off,Cody Mathès Gakpo,20750.0,Left Wing,2,Austria,915,,52,,,,,,,,,,,,,,,,,,Netherlands,941,00:01:52.758,Pass,,,,,,,28.4,3.0,34.0,0.1,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,1.363925,,,,,,,,,,,,,0f043949-167a-4659-ad03-3ef271994638,107,,,"[86.4, 80.0]",3930180,2,True,,,-3.0637019,,,,,,"[65.9, 78.4]",,Low Pass,,20.562344,,,,Philipp Lienhart,8931.0,,,,,Throw-in,1,From Throw In,Stefan Posch,11821.0,Right Back,3,Austria,915,['38f97df3-b26d-4122-bfe7-df9338184703'],1,,,,,,,,,,,,,,,,,,Austria,915,00:02:01.153,Pass,,,,,,,86.4,80.0,65.9,78.4,Netherlands vs Austria,Netherlands,Austria
,,,,,,,,,,,,,,,,,0.65523,,,,,,,,,,,,,8f55efd1-f154-43b6-9f8e-92948ba1305e,109,,,"[65.9, 76.5]",3930180,2,,,,-1.8212395,,Right Foot,,,,"[63.7, 67.9]",,Ground Pass,,8.876936,,,,Florian Grillitsch,11396.0,,,,,,1,From Throw In,Philipp Lienhart,8931.0,Right Center Back,3,Austria,915,['499c0eb2-9e41-4b4b-8001-fbacf15b5d8c'],4,,,,,,,,,,,,,,,,,,Austria,915,00:02:04.910,Pass,,,,,,,65.9,76.5,63.7,67.9,Netherlands vs Austria,Netherlands,Austria
