50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,team,team_id,timestamp,type,under_pressure,tactics.formation,tactics.lineup,tactics,50_50.outcome.id,50_50.outcome.name,x,y,pass_end_x,pass_end_y,carry_end_x,carry_end_y,shot_end_x,shot_end_y,shot_end_z,end_x,end_y,match_name,home_team,away_team
,,,,,,,,,,,,,,,,1.918983,,,,,,,,,,,,,,f324c3a3-9935-4142-a1c9-972f5733b7be,2954,,"[23.4, 29.9]",3930158,81,,,,,0.5340011,,Right Foot,,,,"[34.9, 36.7]",,High Pass,,13.360015,,,İlkay Gündoğan,10287.0,,,,,,2,Regular Play,Thomas Müller,5562.0,Left Wing,125,Germany,770,"['059623cd-d1e2-439a-93cf-213f8e211335', 'c399335f-83b2-49c5-a2c3-f3aef14bc5c0']",56,,,,,,,,,,,,,,,,Germany,770,00:36:56.178,Pass,True,,,,,,23.4,29.9,34.9,36.7,,,,,,34.9,36.7,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,1.180696,,,,,,,,,,,,,,38c75a1a-7947-42de-af37-000f050447f9,2957,,"[35.8, 37.2]",3930158,81,,,,,0.94863844,,Right Foot,,,,"[42.9, 47.1]",,Ground Pass,,12.182775,,,Emre Can,3493.0,,,,,,2,Regular Play,İlkay Gündoğan,10287.0,Center Attacking Midfield,125,Germany,770,['5154c686-81f7-4bd6-86ff-84301984d9bf'],58,,,,,,,,,,,,,,,,Germany,770,00:36:58.850,Pass,,,,,,,35.8,37.2,42.9,47.1,,,,,,42.9,47.1,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,1.730985,,,,,,,,,,,,,,30c78257-b7a1-419a-875f-378cdc37b2d7,2961,,"[48.3, 47.8]",3930158,82,,,,,0.9272952,,Left Foot,,,,"[63.3, 67.8]",,Ground Pass,,25.0,,,Leroy Sané,3053.0,,,,,,2,Regular Play,Emre Can,3493.0,Left Defensive Midfield,125,Germany,770,"['7a1d1f62-7695-4270-99f8-94f9364e1a27', 'ffde30d6-2388-44cf-9916-3176a0f5e908']",0,,,,,,,,,,,,,,,,Germany,770,00:37:00.812,Pass,True,,,,,,48.3,47.8,63.3,67.8,,,,,,63.3,67.8,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,0.590839,,,,,,,,,,,,,,975cdb57-f30b-4763-8ae3-e307e0c40f9c,2968,,"[6.1, 23.3]",3930158,82,,,,,-1.5422326,,Left Foot,,,,"[6.3, 16.3]",,Ground Pass,,7.0028567,,,Andrew Robertson,3655.0,,,,,Recovery,2,Regular Play,Scott McKenna,10002.0,Left Center Back,125,Germany,770,['83aa94bb-b264-4ec5-bc60-2f8fd06ec2b2'],12,,,,,,,,,,,,,,,,Scotland,942,00:37:12.649,Pass,,,,,,,6.1,23.3,6.3,16.3,,,,,,6.3,16.3,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,3.992797,,,,,,,,,,,,,,e0a63ead-6199-4158-bb46-a1d9d4d849e3,2972,,"[8.4, 15.5]",3930158,82,,,,,0.017791716,,Left Foot,,,,"[64.6, 16.5]",,High Pass,,56.208897,Incomplete,,,,,,,,,2,Regular Play,Andrew Robertson,3655.0,Left Wing Back,125,Germany,770,"['443f22a0-3071-4ee8-99db-7c5832fcce34', 'cac9841c-3495-4632-9af8-c61839dd6706']",14,,,,,,,,,,,,,,,,Scotland,942,00:37:14.645,Pass,True,,,,,,8.4,15.5,64.6,16.5,,,,,,64.6,16.5,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,2.336207,,,,,,,,,,,,,,b3f60ee2-0e73-413a-a15b-63da58f3d4d2,2975,,"[42.1, 61.3]",3930158,82,,,,,-1.5891767,,Right Foot,,,,"[41.6, 34.1]",,Ground Pass,,27.204596,,,Manuel Neuer,5570.0,,,,,,2,Regular Play,Antonio Rüdiger,3167.0,Right Center Back,125,Germany,770,['aeba535c-4f6c-4607-8e12-60f7b3be9285'],20,,,,,,,,,,,,,,,,Germany,770,00:37:20.669,Pass,,,,,,,42.1,61.3,41.6,34.1,,,,,,41.6,34.1,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,1.723836,,,,,,,,,,,,,,685cdde0-6500-4dc8-8a7c-b261e8272ae3,2978,,"[42.1, 33.2]",3930158,82,,,,,-0.75954187,,Right Foot,,,,"[54.0, 21.9]",,Ground Pass,,16.410362,,,Maximilian Mittelstädt,12407.0,,,,,,2,Regular Play,Manuel Neuer,5570.0,Goalkeeper,125,Germany,770,['f72929a7-edda-4f3b-92e8-d27a44c5b5ff'],23,,,,,,,,,,,,,,,,Germany,770,00:37:23.921,Pass,,,,,,,42.1,33.2,54.0,21.9,,,,,,54.0,21.9,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,0.880528,,,,,,,,,,,,,,d0248f70-7df8-4346-8b56-6213e4abb8dc,2981,,"[54.5, 21.4]",3930158,82,,,,,1.1583859,,Left Foot,,,,"[56.6, 26.2]",,Ground Pass,,5.239275,,,Pascal Groß,3097.0,,,,,,2,Regular Play,Maximilian Mittelstädt,12407.0,Left Back,125,Germany,770,['801194d3-4ac2-4bf2-9ea2-8e0f11f51511'],26,,,,,,,,,,,,,,,,Germany,770,00:37:26.694,Pass,,,,,,,54.5,21.4,56.6,26.2,,,,,,56.6,26.2,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,1.678202,,,,,,,,,,,,,,3bebe3f0-cafa-4d2e-aaaf-4d26dcd3b47b,2984,,"[61.8, 22.6]",3930158,82,,,,,-1.1676807,,Right Foot,,,,"[70.5, 2.2]",,Ground Pass,,22.177692,,,Thomas Müller,5562.0,,,,,,2,Regular Play,Pascal Groß,3097.0,Right Defensive Midfield,125,Germany,770,['7aae0403-2fcf-49a1-a3bb-7863800c7e82'],29,,,,,,,,,,,,,,,,Germany,770,00:37:29.612,Pass,,,,,,,61.8,22.6,70.5,2.2,,,,,,70.5,2.2,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,1.479251,,,,,,,,,,,,,,f244fc21-fdd1-4231-89f9-59a641302317,2988,,"[71.3, 3.2]",3930158,82,,,,,2.1279676,,Right Foot,,,,"[55.6, 28.4]",,Ground Pass,,29.69057,,,Jonathan Tah,8221.0,,,,,,2,Regular Play,Thomas Müller,5562.0,Left Wing,125,Germany,770,"['1855ea32-f1f5-45ef-954b-3f3fd37f0786', 'f58bd487-7fac-49af-a07b-8dcd36be62ea']",34,,,,,,,,,,,,,,,,Germany,770,00:37:34.455,Pass,True,,,,,,71.3,3.2,55.6,28.4,,,,,,55.6,28.4,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,1.56945,,,,,,,,,,,,,,8d62a953-75b6-4178-9523-6ee74e474c2f,2991,,"[57.3, 31.2]",3930158,82,,,,,1.5968322,,Left Foot,,,,"[56.8, 50.4]",,Ground Pass,,19.206509,,,Antonio Rüdiger,3167.0,,,,,,2,Regular Play,Jonathan Tah,8221.0,Left Center Back,125,Germany,770,['e84de890-30d5-4b4b-843e-c6c0d7138fd2'],37,,,,,,,,,,,,,,,,Germany,770,00:37:37.583,Pass,,,,,,,57.3,31.2,56.8,50.4,,,,,,56.8,50.4,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,2.869191,,,,,,,,,,,,,,71129310-5520-401c-959a-38657d19b149,2994,,"[61.1, 51.4]",3930158,82,,,,,0.6755222,,Right Foot,,,,"[92.3, 76.4]",,Ground Pass,,39.980495,,,Joshua Kimmich,5579.0,,,,,,2,Regular Play,Antonio Rüdiger,3167.0,Right Center Back,125,Germany,770,['61bfec00-2324-48c0-af0e-f53ece8c1719'],39,,,,,,,,,,,,,,,,Germany,770,00:37:39.953,Pass,,,,,,,61.1,51.4,92.3,76.4,,,,,,92.3,76.4,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,0.824503,,,,,,,,,,,,,,ab9cbc26-e4b9-4ab3-80d8-4370c7a7dcb9,2997,,"[97.0, 65.3]",3930158,82,,,,,2.8590376,,Right Foot,,,,"[90.8, 67.1]",,Ground Pass,,6.456005,,,Leroy Sané,3053.0,,,,,,2,Regular Play,Joshua Kimmich,5579.0,Right Back,125,Germany,770,['8f1528d4-0794-4411-b5bd-245d3724cc9c'],47,,,,,,,,,,,,,,,,Germany,770,00:37:47.553,Pass,,,,,,,97.0,65.3,90.8,67.1,,,,,,90.8,67.1,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,0.804633,,,,,,,,,,,,,,2f85fe96-18a0-4358-a9d5-fd1d4fb2f984,3000,,"[91.0, 67.1]",3930158,82,,,,,0.22964244,,Left Foot,,,,"[98.7, 68.9]",,Ground Pass,,7.9075913,,,Joshua Kimmich,5579.0,,,,,,2,Regular Play,Leroy Sané,3053.0,Right Wing,125,Germany,770,['c4d5f63a-5524-437e-9129-bf03d48cb926'],49,,,,,,,,,,,,,,,,Germany,770,00:37:49.288,Pass,,,,,,,91.0,67.1,98.7,68.9,,,,,,98.7,68.9,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,0.815563,,,,,,,,,,,,,,22efb312-a95c-4f71-8feb-8a4899b1e97f,3003,,"[99.5, 68.1]",3930158,82,,,,,-1.6386532,defe8eb9-a518-4385-aca4-b33556d27463,Right Foot,,,,"[98.8, 57.8]",,Ground Pass,,10.323759,,,Leroy Sané,3053.0,True,,,,,2,Regular Play,Joshua Kimmich,5579.0,Right Back,125,Germany,770,['67a1f9df-5efd-4775-a22a-308418183b8e'],51,,,,,,,,,,,,,,,,Germany,770,00:37:51.974,Pass,,,,,,,99.5,68.1,98.8,57.8,,,,,,98.8,57.8,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,4.269788,,,,,,,,,,,,,,98e51ea0-ad8c-4f44-b768-fc2e7cd368e7,3009,,"[17.8, 30.3]",3930158,83,,,,,0.091109194,,Drop Kick,,,,"[78.0, 35.8]",,High Pass,,60.450726,,,Lawrence Shankland,38169.0,,,,,,2,From Keeper,Angus Gunn,22379.0,Goalkeeper,127,Scotland,942,['2e237701-a3e3-4bc8-b5ed-a56e951358ed'],21,,,,,,,,,,,,,,,,Scotland,942,00:38:21.335,Pass,,,,,,,17.8,30.3,78.0,35.8,,,,,,78.0,35.8,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,1.553926,,,,,,,,,,,,,,8a8ada96-1136-4f24-bae0-36e56ec34364,3013,,"[72.6, 47.7]",3930158,83,,,,,2.6751518,,Right Foot,,,,"[58.3, 54.9]",,Ground Pass,,16.01031,,,Jack Hendry,11116.0,,,,,,2,From Keeper,Lawrence Shankland,38169.0,Center Forward,127,Scotland,942,['9bdaf32a-2abb-49a3-abf8-f1e9ec3411df'],28,,,,,,,,,,,,,,,,Scotland,942,00:38:28.290,Pass,,,,,,,72.6,47.7,58.3,54.9,,,,,,58.3,54.9,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,0.740378,,,,,,,,,,,,,,195a479c-eb26-467b-b339-1d2d6a0e4e64,3016,,"[58.3, 55.2]",3930158,83,,,,,-0.95184386,,Right Foot,,,,"[63.5, 47.9]",,Ground Pass,,8.962701,,,Scott McTominay,3620.0,,,,,,2,From Keeper,Jack Hendry,11116.0,Right Center Back,127,Scotland,942,['d1e5990e-a429-4a19-91d5-8da8662b089a'],30,,,,,,,,,,,,,,,,Scotland,942,00:38:30.415,Pass,,,,,,,58.3,55.2,63.5,47.9,,,,,,63.5,47.9,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,1.479865,,,,,,,,,,,,,,c3c18c14-38bf-4d67-af47-c8e6727beb47,3019,,"[63.5, 47.9]",3930158,83,,,,,-1.8925469,,Right Foot,,,,"[55.6, 24.2]",,Ground Pass,,24.981993,,,Scott McKenna,10002.0,,,,,,2,From Keeper,Scott McTominay,3620.0,Right Center Midfield,127,Scotland,942,['4cdf4d37-c345-4d31-b476-2ccb2994644f'],31,,,,,,,,,,,,,,,,Scotland,942,00:38:31.689,Pass,,,,,,,63.5,47.9,55.6,24.2,,,,,,55.6,24.2,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,1.345711,,,,,,,,,,,,,,0475af5e-b54e-461a-8f18-00b1f661cfdf,3022,,"[55.8, 23.2]",3930158,83,,,,,-1.1095468,,Left Foot,,,,"[64.1, 6.5]",,Ground Pass,,18.64886,,,Andrew Robertson,3655.0,,,,,,2,From Keeper,Scott McKenna,10002.0,Left Center Back,127,Scotland,942,['ba8c756f-5f1d-4b4f-a16e-6adf8b74b768'],34,,,,,,,,,,,,,,,,Scotland,942,00:38:34.045,Pass,,,,,,,55.8,23.2,64.1,6.5,,,,,,64.1,6.5,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,1.210915,,,,,,,,,,,,,,7cc623ba-8dad-44b2-96d0-c8a985b882b1,3025,,"[64.0, 6.7]",3930158,83,,,,,2.003204,,Left Foot,,,,"[58.0, 19.7]",,Ground Pass,,14.3178215,,,Billy Gilmour,31067.0,,,,,,2,From Keeper,Andrew Robertson,3655.0,Left Wing Back,127,Scotland,942,['975b759f-a31a-4788-b84a-96347a7b563f'],36,,,,,,,,,,,,,,,,Scotland,942,00:38:36.631,Pass,,,,,,,64.0,6.7,58.0,19.7,,,,,,58.0,19.7,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,0.76893,,,,,,,,,,,,,,f94ee673-38fc-4c71-83d7-5f885c81d776,3028,,"[59.1, 19.2]",3930158,83,,,,,-0.5585993,,Right Foot,,,,"[66.3, 14.7]",,Ground Pass,,8.490583,,,Kenneth McLean,9478.0,,,,,,2,From Keeper,Billy Gilmour,31067.0,Center Defensive Midfield,127,Scotland,942,['f6a086f7-7e21-4502-9f15-8844f079f559'],38,,,,,,,,,,,,,,,,Scotland,942,00:38:38.193,Pass,,,,,,,59.1,19.2,66.3,14.7,,,,,,66.3,14.7,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,0.874088,,,,,,,,,,,,,,1235b008-264e-409d-87e8-3c16bc03398b,3030,,"[66.3, 14.7]",3930158,83,,,,,-1.8200485,,Left Foot,,,,"[63.5, 3.7]",,Ground Pass,,11.350771,,,Andrew Robertson,3655.0,,,,,,2,From Keeper,Kenneth McLean,9478.0,Left Center Midfield,127,Scotland,942,['869c0a72-bfb1-4158-8393-91cd5051e162'],38,,,,,,,,,,,,,,,,Scotland,942,00:38:38.962,Pass,,,,,,,66.3,14.7,63.5,3.7,,,,,,63.5,3.7,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,1.267387,,,,,,,,,,,,,,a4655fb4-28ad-41f2-9766-9e46722b02ad,3034,,"[57.4, 5.0]",3930158,83,,,,,2.957429,,Left Foot,,,,"[37.0, 8.8]",,Ground Pass,,20.750904,,,Scott McKenna,10002.0,,,,,,2,From Keeper,Andrew Robertson,3655.0,Left Wing Back,127,Scotland,942,"['2d9981c0-4fe6-430e-8bbe-6d29411ef7b0', 'dbff0c37-9ec1-4bcf-99b7-09bdf1398e7a']",40,,,,,,,,,,,,,,,,Scotland,942,00:38:40.929,Pass,True,,,,,,57.4,5.0,37.0,8.8,,,,,,37.0,8.8,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,1.373321,,,,,,,,,,,,,,3e68982e-1088-4b98-882e-de0d119432ce,3037,,"[37.3, 15.7]",3930158,83,,,,,1.6730031,,Left Foot,,,,"[34.1, 46.9]",,Ground Pass,,31.363674,,,Grant Campbell Hanley,9481.0,,,,,,2,From Keeper,Scott McKenna,10002.0,Left Center Back,127,Scotland,942,['e5201535-20a3-481c-9093-e88762970d0a'],43,,,,,,,,,,,,,,,,Scotland,942,00:38:43.880,Pass,,,,,,,37.3,15.7,34.1,46.9,,,,,,34.1,46.9,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,1.134437,,,,,,,,,,,,,,39bd9e83-2731-46c5-99ac-efecc6967ebc,3041,,"[33.5, 48.1]",3930158,83,,,,,1.5777407,,Right Foot,,,,"[33.4, 62.5]",,Ground Pass,,14.400347,,,Jack Hendry,11116.0,,,,,,2,From Keeper,Grant Campbell Hanley,9481.0,Center Back,127,Scotland,942,"['cf355686-cb97-4b91-996e-70a4f483079f', 'f488ce8a-c8a3-4230-ae77-b00bb08f1884']",46,,,,,,,,,,,,,,,,Scotland,942,00:38:46.432,Pass,True,,,,,,33.5,48.1,33.4,62.5,,,,,,33.4,62.5,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,1.409887,,,,,,,,,,,,,,82a84903-c580-49b5-9817-27848661d50e,3045,,"[32.6, 64.5]",3930158,83,,,,,0.9453113,,Right Foot,,,,"[43.0, 78.9]",,Ground Pass,,17.762882,,,Anthony Ralston,22308.0,,,,,,2,From Keeper,Jack Hendry,11116.0,Right Center Back,127,Scotland,942,"['7899c1f9-9805-4fb8-b498-cf35acc93ebd', 'bce4cfae-08d2-4015-9002-93c192162d10']",48,,,,,,,,,,,,,,,,Scotland,942,00:38:48.769,Pass,True,,,,,,32.6,64.5,43.0,78.9,,,,,,43.0,78.9,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,0.131515,,,,,,,,,,,,,,c451e465-59fb-41fc-9c22-cf1319f70988,3048,,"[43.0, 78.4]",3930158,83,,,,,-0.68052125,,Left Foot,,,,"[45.1, 76.7]",,Low Pass,,2.7018511,Incomplete,,,,,,,,,2,From Keeper,Anthony Ralston,22308.0,Right Wing Back,127,Scotland,942,"['679dd4c8-4e1c-49bb-91bd-889ab0eb4aaa', 'd3988028-8c22-484d-8825-9bd28ad4601f']",50,,,,,,,,,,,,,,,,Scotland,942,00:38:50.179,Pass,True,,,,,,43.0,78.4,45.1,76.7,,,,,,45.1,76.7,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,0.567504,,,,,,,,,,,,,,844b1b62-91cd-4aa2-812f-a87ee873e412,3050,,"[83.8, 5.7]",3930158,83,,,,,-1.5707964,,Right Foot,,,,"[83.8, 1.9]",,Ground Pass,,3.8,,,Maximilian Mittelstädt,12407.0,,,,,Recovery,2,From Keeper,Thomas Müller,5562.0,Left Wing,127,Scotland,942,['b87dcff2-2386-47d6-94c8-658b910f777d'],51,,,,,,,,,,,,,,,,Germany,770,00:38:51.544,Pass,,,,,,,83.8,5.7,83.8,1.9,,,,,,83.8,1.9,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,0.56768,,,,,,,,,,,,,,301ec3b5-b85e-4a1a-bbd9-5b38c2222403,3053,,"[107.8, 12.8]",3930158,83,,,,,1.584309,,Left Foot,,,,"[107.6, 27.6]",,Ground Pass,,14.801352,Incomplete,,Niclas Füllkrug,8546.0,,,,,,2,From Keeper,Maximilian Mittelstädt,12407.0,Left Back,127,Scotland,942,"['7c282efe-22eb-47dc-b36f-90edc6be3e4b', 'e4f0e207-6387-48c9-83a7-62d1220740cd']",55,,,,,,,,,,,,,,,,Germany,770,00:38:55.615,Pass,,,,,,,107.8,12.8,107.6,27.6,,,,,,107.6,27.6,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,2.660995,,,,,,,,,,,,,,41636792-7429-47e1-aae5-700daa03aa0b,3056,,"[10.3, 60.7]",3930158,83,,,,,0.5194826,,Right Foot,,,,"[42.3, 79.0]",,High Pass,,36.863125,,,Lawrence Shankland,38169.0,,,,,Recovery,2,From Keeper,Anthony Ralston,22308.0,Right Wing Back,127,Scotland,942,['a9329c11-6775-4b7f-b5c0-ba344e008464'],57,,,,,,,,,,,,,,,,Scotland,942,00:38:57.482,Pass,,,,,,,10.3,60.7,42.3,79.0,,,,,,42.3,79.0,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,2.672689,,,,,,,,,,,,,,c5d593c1-dec7-4b76-9522-f7cc4330a83d,3060,,"[65.1, 0.1]",3930158,84,,True,,,2.2142975,,,,,,"[56.1, 12.1]",,Low Pass,,15.0,,,Antonio Rüdiger,3167.0,,,,,Throw-in,2,From Throw In,Jonathan Tah,8221.0,Left Center Back,128,Germany,770,['109d1d2c-a33f-440c-bedb-614b58dca26b'],10,,,,,,,,,,,,,,,,Germany,770,00:39:10.629,Pass,,,,,,,65.1,0.1,56.1,12.1,,,,,,56.1,12.1,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,2.171202,,,,,,,,,,,,,,afcc4336-e9a1-4f71-9c2b-2f8931e477f1,3062,,"[50.5, 19.9]",3930158,84,,,,,0.9647016,,Right Foot,,,,"[63.6, 38.8]",,Ground Pass,,22.996086,,,Pascal Groß,3097.0,,,,,,2,From Throw In,Antonio Rüdiger,3167.0,Right Center Back,128,Germany,770,['e09467cf-8336-4df1-8511-baccecb76edf'],14,,,,,,,,,,,,,,,,Germany,770,00:39:14.460,Pass,,,,,,,50.5,19.9,63.6,38.8,,,,,,63.6,38.8,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,1.608125,,,,,,,,,,,,,,a0108821-aa91-4a3c-83e2-83cdff15b865,3065,,"[67.7, 41.2]",3930158,84,,,,,1.1821954,,Right Foot,,,,"[79.0, 68.8]",,Ground Pass,,29.823648,,,Joshua Kimmich,5579.0,,,,,,2,From Throw In,Pascal Groß,3097.0,Right Defensive Midfield,128,Germany,770,['8e365429-cfd4-495c-8ff4-66914b9927a4'],18,,,,,,,,,,,,,,,,Germany,770,00:39:18.006,Pass,,,,,,,67.7,41.2,79.0,68.8,,,,,,79.0,68.8,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,1.088729,,,,,,,,,,,,,,e8b65974-6854-44f9-afae-240d8d052600,3068,,"[82.6, 67.9]",3930158,84,,,,,0.73997486,,Right Foot,,,,"[91.8, 76.3]",,Ground Pass,,12.45793,,,Leroy Sané,3053.0,,,,,,2,From Throw In,Joshua Kimmich,5579.0,Right Back,128,Germany,770,['294ad133-30a2-431d-85a7-c6789e380853'],21,,,,,,,,,,,,,,,,Germany,770,00:39:21.319,Pass,,,,,,,82.6,67.9,91.8,76.3,,,,,,91.8,76.3,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,3.296157,,,,,,,,,,,,,,5ae405b6-289d-4f8f-9aa7-cad8f369f2b4,3075,,"[7.0, 35.9]",3930158,85,,,,,-0.34762514,,Right Foot,,,,"[77.1, 10.5]",,High Pass,,74.559845,Incomplete,,,,,,,,Goal Kick,2,From Goal Kick,Angus Gunn,22379.0,Goalkeeper,129,Scotland,942,['ef79fc79-fa4f-4afc-afe9-c18dcbf390cd'],1,,,,,,,,,,,,,,,,Scotland,942,00:40:01.505,Pass,,,,,,,7.0,35.9,77.1,10.5,,,,,,77.1,10.5,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,2.059176,,,,,,,,,,,,,,ef79fc79-fa4f-4afc-afe9-c18dcbf390cd,3076,,"[43.0, 69.6]",3930158,85,,,,,-0.25277746,,Head,,,,"[70.1, 62.6]",,High Pass,,27.989462,,,Niclas Füllkrug,8546.0,,,,,Recovery,2,From Counter,Emre Can,3493.0,Right Defensive Midfield,130,Germany,770,"['5ae405b6-289d-4f8f-9aa7-cad8f369f2b4', 'a03b14b2-ac06-459d-aded-57ad019c12a9']",4,,,,,,,,,,,,,,,,Germany,770,00:40:04.801,Pass,,,,,,,43.0,69.6,70.1,62.6,,,,,,70.1,62.6,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,0.459827,,,,,,,,,,,,,,bba0274e-be3b-4702-bd5e-9ed35e9fd578,3079,,"[70.1, 62.6]",3930158,85,,,,True,2.6894388,39107e2c-b6b5-490b-a5e1-b55296af1202,,,,,"[66.6, 64.3]",,Low Pass,,3.8910153,,,Leroy Sané,3053.0,True,,,,,2,From Counter,Niclas Füllkrug,8546.0,Center Forward,130,Germany,770,"['85533100-5dc9-4e1e-be67-27e41f9c8a47', 'db5f845f-8e2e-471b-9559-6feb218c6eaa']",6,,,,,,,,,,,,,,,,Germany,770,00:40:06.860,Pass,True,,,,,,70.1,62.6,66.6,64.3,,,,,,66.6,64.3,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,3.44613,,,,,,,,,,,,,,b15cbbd7-4f75-4d8e-8d14-ed94055e790d,3085,,"[6.5, 39.0]",3930158,85,,,,,-0.42928615,,Right Foot,,,,"[71.6, 9.2]",,High Pass,,71.596436,,,Kenneth McLean,9478.0,,,,,Goal Kick,2,From Goal Kick,Angus Gunn,22379.0,Goalkeeper,131,Scotland,942,['b1a830e4-8454-4d11-874d-89d06275ab91'],48,,,,,,,,,,,,,,,,Scotland,942,00:40:48.977,Pass,,,,,,,6.5,39.0,71.6,9.2,,,,,,71.6,9.2,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,1.72793,,,,,,,,,,,,,,97d17d05-e813-41e7-8ee9-9c3e1eb9f2f0,3091,,"[70.8, 5.8]",3930158,86,,,,,0.76207423,,Left Foot,,,,"[103.7, 37.2]",,High Pass,,45.479336,Incomplete,,Scott McTominay,3620.0,,,,,Free Kick,2,From Free Kick,Andrew Robertson,3655.0,Left Wing Back,132,Scotland,942,"['309f7890-edda-4062-b35e-278c9a6d0396', 'd6d8d107-e295-422e-9e80-91b850dd9aee']",28,,,,,,,,,,,,,,,,Scotland,942,00:41:28.355,Pass,,,,,,,70.8,5.8,103.7,37.2,,,,,,103.7,37.2,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,1.476679,,,,,,,,,,,,,,13b94937-238a-49d4-8451-6a71c2d846bf,3102,,"[60.0, 40.0]",3930158,87,,True,,,-2.692596,,Right Foot,,,,"[49.0, 34.7]",,Ground Pass,,12.210241,,,İlkay Gündoğan,10287.0,,,,,Kick Off,2,From Kick Off,Niclas Füllkrug,8546.0,Center Forward,133,Germany,770,['22f6b3ae-94b8-4840-90e1-aa748c533ca8'],55,,,,,,,,,,,,,,,,Germany,770,00:42:55.991,Pass,,,,,,,60.0,40.0,49.0,34.7,,,,,,49.0,34.7,Germany vs Scotland,Germany,Scotland
