50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,team,team_id,timestamp,type,under_pressure,tactics.formation,tactics.lineup,tactics,50_50.outcome.id,50_50.outcome.name,x,y,pass_end_x,pass_end_y,carry_end_x,carry_end_y,shot_end_x,shot_end_y,shot_end_z,end_x,end_y,match_name,home_team,away_team
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0d21edb7-4404-4031-89b9-0e90b029c593,961,,"[58.4, 24.8]",3930158,21,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,İlkay Gündoğan,10287.0,Center Attacking Midfield,32,Germany,770,['3afa06de-afdd-4426-8083-baa2bb19a5b1'],38,,,,,,,,,,,,,,,,Germany,770,00:21:38.987,Ball Receipt*,,,,,,,58.4,24.8,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78f392eb-3607-4fe6-a812-37754c3c70f8,963,,"[48.3, 26.5]",3930158,21,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Toni Kroos,5574.0,Left Defensive Midfield,32,Germany,770,['81c63349-bf2b-4dc5-a9fb-2f551444d957'],39,,,,,,,,,,,,,,,,Germany,770,00:21:39.791,Ball Receipt*,,,,,,,48.3,26.5,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891c7778-dec9-4e1c-8419-d775f8747ac2,967,,"[52.7, 28.3]",3930158,21,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Robert Andrich,9195.0,Right Defensive Midfield,32,Germany,770,['9e507dc2-9954-44f6-8618-e2dcbe60a37d'],41,,,,,,,,,,,,,,,,Germany,770,00:21:41.590,Ball Receipt*,,,,,,,52.7,28.3,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c418b188-49d7-44e8-b7aa-534cb9eda223,969,,"[57.8, 11.6]",3930158,21,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Maximilian Mittelstädt,12407.0,Left Back,32,Germany,770,['e2d2198c-01d5-49fb-888e-bc0995bcfd66'],43,,,,,,,,,,,,,,,,Germany,770,00:21:43.047,Ball Receipt*,,,,,,,57.8,11.6,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48d06ad7-026f-45c3-814d-44960cddf6ac,976,,"[49.8, 72.7]",3930158,21,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ryan Porteous,18797.0,Right Center Back,33,Scotland,942,['53326649-ec54-4de6-a0ca-5a8b0816b35c'],55,,,,,,,,,,,,,,,,Scotland,942,00:21:55.914,Ball Receipt*,,,,,,,49.8,72.7,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d4b0be03-eecc-4377-91ad-149d9724b21b,978,,"[17.8, 55.0]",3930158,22,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jack Hendry,11116.0,Center Back,33,Scotland,942,['d3417747-8d1b-45d4-8e18-e5b1ee6032f0'],1,,,,,,,,,,,,,,,,Scotland,942,00:22:01.515,Ball Receipt*,,,,,,,17.8,55.0,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d6907e3e-c799-471e-b496-94cc161b6642,980,,"[22.0, 20.6]",3930158,22,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Kieran Tierney,10540.0,Left Center Back,33,Scotland,942,['d883ae75-a344-4e32-88ed-2d8652cc214c'],3,,,,,,,,,,,,,,,,Scotland,942,00:22:03.443,Ball Receipt*,,,,,,,22.0,20.6,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e883e26-547b-44ec-ae6f-fdc14b83f5ca,984,,"[47.4, 14.3]",3930158,22,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ryan Christie,12510.0,Left Wing,33,Scotland,942,"['62e961a4-6c08-4ca6-baae-938c26c66620', '9345634d-c862-477b-abeb-ebc7a96372cb']",6,,,,,,,,,,,,,,,,Scotland,942,00:22:06.310,Ball Receipt*,True,,,,,,47.4,14.3,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27334da0-fa27-461e-aecf-299e9fdd90e8,989,,"[26.5, 45.6]",3930158,22,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jack Hendry,11116.0,Center Back,34,Scotland,942,['dbcd06b4-875b-475f-951f-bc29b71606f3'],18,,,,,,,,,,,,,,,,Scotland,942,00:22:18.471,Ball Receipt*,,,,,,,26.5,45.6,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6789a11c-d0ea-444b-8e10-08f75231ec53,991,,"[34.8, 59.6]",3930158,22,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ryan Porteous,18797.0,Right Center Back,34,Scotland,942,['3d42b405-cde2-437c-af4d-ee3baa11014a'],22,,,,,,,,,,,,,,,,Scotland,942,00:22:22.224,Ball Receipt*,,,,,,,34.8,59.6,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f8b8cbdd-c44b-47bb-94d1-77a9fd01641a,993,,"[41.1, 48.8]",3930158,22,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Scott McTominay,3620.0,Right Defensive Midfield,34,Scotland,942,['5eb29fbb-c289-41e1-8ad8-bf69d3f93542'],23,,,,,,,,,,,,,,,,Scotland,942,00:22:23.686,Ball Receipt*,,,,,,,41.1,48.8,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a9eb4389-2bb1-4e68-9d9c-c860f9fbcabe,997,,"[27.9, 56.4]",3930158,22,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ryan Porteous,18797.0,Right Center Back,34,Scotland,942,['e9322873-e252-4949-8e3f-9e98c477d3e2'],25,,,,,,,,,,,,,,,,Scotland,942,00:22:25.492,Ball Receipt*,,,,,,,27.9,56.4,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2bc94721-c8ea-4be8-81e6-8af19f300041,1002,,"[34.1, 72.0]",3930158,22,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Anthony Ralston,22308.0,Right Wing Back,34,Scotland,942,"['b201ea7a-7cb3-4111-87bd-9f77004c618f', 'c74adcbe-98cf-4159-8108-450ea66aecdb']",27,,,,,,,,,,,,,,,,Scotland,942,00:22:27.349,Ball Receipt*,True,,,,,,34.1,72.0,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2bc7f3c4-91dd-4ddf-a502-1935bbffaa14,1007,,"[22.9, 53.3]",3930158,22,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jack Hendry,11116.0,Center Back,35,Scotland,942,['138367eb-c0a6-46af-ad12-2aaf9023d72b'],43,,,,,,,,,,,,,,,,Scotland,942,00:22:43.907,Ball Receipt*,,,,,,,22.9,53.3,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2dc2bbc5-63c7-4898-868f-e369fbf7a7ec,1009,,"[27.1, 18.8]",3930158,22,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Kieran Tierney,10540.0,Left Center Back,35,Scotland,942,['f1aeaeaa-abfa-4de1-94c7-ce48b3680f75'],47,,,,,,,,,,,,,,,,Scotland,942,00:22:47.828,Ball Receipt*,,,,,,,27.1,18.8,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e8b358c-d98e-4a58-ae45-fdd4cf2db34a,1011,,"[42.0, 4.5]",3930158,22,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Andrew Robertson,3655.0,Left Wing Back,35,Scotland,942,['f81933c3-ade1-4712-a524-fce0373f0e24'],50,,,,,,,,,,,,,,,,Scotland,942,00:22:50.549,Ball Receipt*,,,,,,,42.0,4.5,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495854e8-cde9-4493-86f2-f77b8531f118,1014,,"[27.8, 17.4]",3930158,22,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Kieran Tierney,10540.0,Left Center Back,35,Scotland,942,['a1aaa54e-ef41-4fbe-b36c-9c5c5c806afc'],53,,,,,,,,,,,,,,,,Scotland,942,00:22:53.630,Ball Receipt*,,,,,,,27.8,17.4,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614ca256-f42d-491d-8370-749dd5d185a9,1018,,"[19.2, 37.3]",3930158,22,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jack Hendry,11116.0,Center Back,35,Scotland,942,['dc8753a9-bb4d-4f64-9f07-476c895745bb'],57,,,,,,,,,,,,,,,,Scotland,942,00:22:57.956,Ball Receipt*,,,,,,,19.2,37.3,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b68eaeea-4cf0-4731-9a24-ebfe43fef5db,1021,,"[19.8, 56.7]",3930158,23,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ryan Porteous,18797.0,Right Center Back,35,Scotland,942,['ff1d94cb-a738-4b84-a132-7ac3b812261d'],0,,,,,,,,,,,,,,,,Scotland,942,00:23:00.352,Ball Receipt*,,,,,,,19.8,56.7,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,af729628-210d-4d83-91cd-3239bd996fd2,1024,,"[34.0, 73.5]",3930158,23,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Anthony Ralston,22308.0,Right Wing Back,35,Scotland,942,['66cd0c45-a28f-45a8-8f73-67de97ab5bb3'],2,,,,,,,,,,,,,,,,Scotland,942,00:23:02.840,Ball Receipt*,,,,,,,34.0,73.5,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296db48b-12e2-4df8-8c22-727f28f78e55,1028,,"[14.6, 66.9]",3930158,23,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ryan Porteous,18797.0,Right Center Back,35,Scotland,942,['1d142141-fa6e-4916-8279-7f641eb71ec2'],5,,,,,,,,,,,,,,,,Scotland,942,00:23:05.223,Ball Receipt*,,,,,,,14.6,66.9,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60977a0c-a010-494e-89c4-0c0b12ab776b,1031,,"[43.1, 63.8]",3930158,23,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,John McGinn,9974.0,Right Wing,35,Scotland,942,['3c628d00-69b5-4baa-a01e-d48177fdd883'],7,,,,,,,,,,,,,,,,Scotland,942,00:23:07.166,Ball Receipt*,,,,,,,43.1,63.8,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a1e772fc-7359-4306-8210-9d0c7a8947d4,1034,,"[34.9, 22.0]",3930158,23,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Kieran Tierney,10540.0,Left Center Back,35,Scotland,942,['d59aea3b-fb81-48f3-a326-ac16bd38200f'],10,,,,,,,,,,,,,,,,Scotland,942,00:23:10.673,Ball Receipt*,,,,,,,34.9,22.0,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a06342c-1ff8-4aa2-af89-5d733c31e898,1044,,"[42.7, 57.9]",3930158,23,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Antonio Rüdiger,3167.0,Right Center Back,36,Germany,770,['8586b2b0-1941-4908-9bae-beef3f34f556'],43,,,,,,,,,,,,,,,,Germany,770,00:23:43.356,Ball Receipt*,,,,,,,42.7,57.9,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4f478de8-102e-4a2c-8b21-6c2d1e228b7d,1046,,"[43.9, 44.0]",3930158,23,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jonathan Tah,8221.0,Left Center Back,36,Germany,770,['92f8311d-e918-47e7-a4f0-fe5dc08474d0'],46,,,,,,,,,,,,,,,,Germany,770,00:23:46.748,Ball Receipt*,,,,,,,43.9,44.0,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35a32f99-09d3-4c55-8316-6abc3d4c16d6,1049,,"[48.5, 29.9]",3930158,23,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Toni Kroos,5574.0,Left Defensive Midfield,36,Germany,770,['6b6a447f-0b82-498b-8052-f78b08ae6bc1'],48,,,,,,,,,,,,,,,,Germany,770,00:23:48.320,Ball Receipt*,,,,,,,48.5,29.9,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7b5c3045-4a20-4956-8b43-21c91bc3ba86,1052,,"[72.3, 31.3]",3930158,23,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,İlkay Gündoğan,10287.0,Center Attacking Midfield,36,Germany,770,['6ed6822d-089b-475c-9387-d3cfa880fb20'],53,,,,,,,,,,,,,,,,Germany,770,00:23:53.718,Ball Receipt*,,,,,,,72.3,31.3,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380db911-e4ad-407a-8d21-a6056a6266c2,1057,,"[92.0, 7.6]",3930158,23,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Maximilian Mittelstädt,12407.0,Left Back,36,Germany,770,"['95fd62bf-2256-44d3-adf6-2847a0afc71b', 'b9eed1c9-69da-41a8-b58a-64e5303d951e']",57,,,,,,,,,,,,,,,,Germany,770,00:23:57.158,Ball Receipt*,True,,,,,,92.0,7.6,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,addb0c76-9b9a-4fc1-bc1a-c1df6c8d39bd,1064,,"[100.9, 39.6]",3930158,24,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jamal Musiala,39565.0,Right Wing,36,Germany,770,['d6dea01f-a5ad-4caf-bde4-cdc99bc8e295'],1,,,,,,,,,,,,,,,,Germany,770,00:24:01.694,Ball Receipt*,,,,,,,100.9,39.6,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c6e1604e-2cca-479e-a0dc-f994c27e252a,1071,,"[101.2, 42.3]",3930158,27,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Toni Kroos,5574.0,Left Defensive Midfield,37,Germany,770,['e7cbad06-509f-4f6b-9b23-d67ffb9369eb'],17,,,,,,,,,,,,,,,,Germany,770,00:27:17.240,Ball Receipt*,,,,,,,101.2,42.3,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52b73fdb-70bd-45be-9b1b-cbc679dffac3,1073,,"[101.2, 41.6]",3930158,27,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Kai Havertz,8966.0,Center Forward,37,Germany,770,['f7357be1-b200-4359-887e-2eb2be713518'],18,,,,,,,,,,,,,,,,Germany,770,00:27:18.043,Ball Receipt*,,,,,,,101.2,41.6,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5400d65c-ebd3-4f9e-b7dd-83faba7c30fa,1080,,"[88.2, 6.5]",3930158,27,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Callum McGregor,10534.0,Left Defensive Midfield,40,Scotland,942,['687014fb-56bb-4070-bd41-daee0720a0e8'],47,,,,,,,,,,,,,,,,Scotland,942,00:27:47.085,Ball Receipt*,,,,,,,88.2,6.5,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e62d2358-d54c-4e28-a378-5bd042b6059f,1083,,"[91.5, 2.7]",3930158,27,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Andrew Robertson,3655.0,Left Wing Back,40,Scotland,942,"['619a36af-706e-47fe-a41f-5d1154486854', 'ae895739-7ae8-424d-9811-ea610e0273d3']",47,,,,,,,,,,,,,,,,Scotland,942,00:27:47.974,Ball Receipt*,True,,,,,,91.5,2.7,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a00f31e-f207-4ece-a7c8-0bd37ca671e5,1087,,"[103.4, 10.4]",3930158,27,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Callum McGregor,10534.0,Left Defensive Midfield,40,Scotland,942,"['afdc10ed-067b-42b9-a8d2-ade7a2ecb7cb', 'ef030d4b-7759-4366-8f8d-482b17e05c2d']",50,,,,,,,,,,,,,,,,Scotland,942,00:27:50.197,Ball Receipt*,True,,,,,,103.4,10.4,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569a442a-2440-4678-a61b-03f7f451b27b,1097,,"[34.5, 19.9]",3930158,28,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jack Hendry,11116.0,Center Back,40,Scotland,942,['6f4bc26e-45c0-476e-8ad7-d041e61c2b82'],1,,,,,,,,,,,,,,,,Scotland,942,00:28:01.320,Ball Receipt*,,,,,,,34.5,19.9,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a6f127d8-497b-4022-a7c0-5339e0639122,1100,,"[42.5, 5.3]",3930158,28,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Kieran Tierney,10540.0,Left Center Back,40,Scotland,942,['18add151-24bf-444c-8218-2fe07670ea17'],4,,,,,,,,,,,,,,,,Scotland,942,00:28:04.442,Ball Receipt*,,,,,,,42.5,5.3,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90507463-96ad-48d0-8b96-8b0faddcbf7a,1105,,"[78.3, 7.6]",3930158,28,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Scott McTominay,3620.0,Right Defensive Midfield,41,Scotland,942,['85236de9-008b-4a02-85a7-f093bf55ca3c'],27,,,,,,,,,,,,,,,,Scotland,942,00:28:27.980,Ball Receipt*,,,,,,,78.3,7.6,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99975a7e-bfa4-40d3-a6fb-90a2e2fa6841,1108,,"[76.1, 2.6]",3930158,28,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Andrew Robertson,3655.0,Left Wing Back,41,Scotland,942,['12bc8122-9354-4c78-a2eb-61711905b37e'],29,,,,,,,,,,,,,,,,Scotland,942,00:28:29.844,Ball Receipt*,,,,,,,76.1,2.6,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45aed30a-e5a8-47ad-b229-336ce03f607d,1111,,"[81.8, 5.5]",3930158,28,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Scott McTominay,3620.0,Right Defensive Midfield,41,Scotland,942,['4b13324e-a522-436a-8b47-34f5fbf1ff6f'],30,,,,,,,,,,,,,,,,Scotland,942,00:28:30.737,Ball Receipt*,,,,,,,81.8,5.5,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b5d1e0bf-fd37-449c-9846-71ed0fa2fbd1,1114,,"[69.8, 3.6]",3930158,28,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Andrew Robertson,3655.0,Left Wing Back,41,Scotland,942,['67996744-ddc1-4381-9355-8d5f26f88bf8'],33,,,,,,,,,,,,,,,,Scotland,942,00:28:33.350,Ball Receipt*,,,,,,,69.8,3.6,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79c4635e-04f3-45d2-8a6c-3197651968bf,1120,,"[43.8, 78.8]",3930158,28,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Jamal Musiala,39565.0,Right Wing,42,Germany,770,['3adc8e5c-d6b0-4427-b933-19c423542e6a'],35,,,,,,,,,,,,,,,,Germany,770,00:28:35.907,Ball Receipt*,,,,,,,43.8,78.8,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1bc6cfa8-d6c9-4963-b98a-8d43cc621078,1131,,"[66.5, 51.0]",3930158,29,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Toni Kroos,5574.0,Left Defensive Midfield,43,Germany,770,['c42cbe30-e406-41ac-8570-ab6cc177161a'],2,,,,,,,,,,,,,,,,Germany,770,00:29:02.133,Ball Receipt*,,,,,,,66.5,51.0,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad888dc0-02db-4504-bd29-4791a9a64172,1133,,"[83.8, 75.3]",3930158,29,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Joshua Kimmich,5579.0,Right Back,43,Germany,770,['f9e33fc1-ef9a-4ee1-8d22-327687475daa'],7,,,,,,,,,,,,,,,,Germany,770,00:29:07.240,Ball Receipt*,,,,,,,83.8,75.3,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d0b6f8b3-de29-4a27-96d7-dbae6102438c,1136,,"[112.7, 58.9]",3930158,29,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,İlkay Gündoğan,10287.0,Center Attacking Midfield,43,Germany,770,['8abcd2d7-7a42-4528-8606-f6bf6c62b540'],11,,,,,,,,,,,,,,,,Germany,770,00:29:11.080,Ball Receipt*,,,,,,,112.7,58.9,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3061230a-30bc-41e1-b607-894c2dac71db,1139,,"[93.2, 65.8]",3930158,29,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Joshua Kimmich,5579.0,Right Back,43,Germany,770,['44f620f3-90ee-456f-bd85-391f91f0bc7c'],15,,,,,,,,,,,,,,,,Germany,770,00:29:15.251,Ball Receipt*,,,,,,,93.2,65.8,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1c5af38f-4d2b-42c8-a2f1-033800bdac3a,1142,,"[79.0, 65.9]",3930158,29,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Antonio Rüdiger,3167.0,Right Center Back,43,Germany,770,['fcf18123-8526-4469-b11f-9b42ea2ed042'],17,,,,,,,,,,,,,,,,Germany,770,00:29:17.451,Ball Receipt*,,,,,,,79.0,65.9,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8e94635a-bd72-4985-9618-3e3fef124d0b,1145,,"[85.3, 77.0]",3930158,29,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Joshua Kimmich,5579.0,Right Back,43,Germany,770,['78a3f600-e1ca-4a90-9bac-c440c4f18125'],20,,,,,,,,,,,,,,,,Germany,770,00:29:20.343,Ball Receipt*,,,,,,,85.3,77.0,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b998cffa-ce13-445a-ad5c-6a98c1cee7f2,1147,,"[77.6, 71.1]",3930158,29,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Antonio Rüdiger,3167.0,Right Center Back,43,Germany,770,['d00ad55a-dbea-421d-95fb-14f0cc5194ac'],21,,,,,,,,,,,,,,,,Germany,770,00:29:21.454,Ball Receipt*,,,,,,,77.6,71.1,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6c09d73d-3834-4242-9008-6b89f2418086,1150,,"[86.0, 76.0]",3930158,29,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Joshua Kimmich,5579.0,Right Back,43,Germany,770,['89fd6332-a809-491d-9d3e-291d2d4fe639'],23,,,,,,,,,,,,,,,,Germany,770,00:29:23.367,Ball Receipt*,,,,,,,86.0,76.0,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0b893fa2-f2c6-4e70-8e67-f07541c8e57f,1153,,"[80.7, 67.9]",3930158,29,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,İlkay Gündoğan,10287.0,Center Attacking Midfield,43,Germany,770,['bcba9742-77eb-490f-9695-f235074f6a5f'],26,,,,,,,,,,,,,,,,Germany,770,00:29:26.685,Ball Receipt*,,,,,,,80.7,67.9,,,,,,,,,,Germany vs Scotland,Germany,Scotland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19fbdf73-0884-4e4f-adcd-e6b8b8997441,1156,,"[73.3, 32.1]",3930158,29,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Toni Kroos,5574.0,Left Defensive Midfield,43,Germany,770,['8e4a2791-46ff-4c79-8868-765ff89a8238'],28,,,,,,,,,,,,,,,,Germany,770,00:29:28.895,Ball Receipt*,,,,,,,73.3,32.1,,,,,,,,,,Germany vs Scotland,Germany,Scotland
