50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,team,team_id,timestamp,type,under_pressure,tactics.formation,tactics.lineup,tactics,50_50.outcome.id,50_50.outcome.name,x,y,pass_end_x,pass_end_y,carry_end_x,carry_end_y,shot_end_x,shot_end_y,shot_end_z,end_x,end_y,match_name,home_team,away_team
,,,,,,,,,,,,,,,,5.636734,,,,,,,,,,,,,77c58002-f802-476e-99ef-ca405c266bed,2643,,,"[61.9, 63.3]",3930166,64,,,,-0.053489514,,Right Foot,,,"[119.8, 60.2]",,High Pass,,57.98293,,,Out,,Bernardo Mota Veiga de Carvalho e Silva,3193.0,,,,,,,2,From Free Kick,Rúben Santos Gato Alves Dias,5206.0,Right Center Back,102,Portugal,780,['1817266d-c337-476a-8df2-32e4dcf2bc63'],45,,,,,,,,,,,,,,,Portugal,780,00:19:45.659,Pass,,,,,,,61.9,63.3,119.8,60.2,,,,,,119.8,60.2,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,3.613017,,,,,,,,,,,,,48b2ca13-4315-4421-8171-54d87e5285fc,2645,,,"[7.0, 42.4]",3930166,65,,,,0.3645815,,Right Foot,,,"[69.1, 66.1]",,High Pass,,66.46879,,,Incomplete,,Vladimír Coufal,16570.0,,,,,,Goal Kick,2,From Goal Kick,Jindřich Staněk,28040.0,Goalkeeper,103,Czech Republic,912,"['4b541af0-39c2-438f-b099-38b34ad91e9c', 'bcc3215c-1071-418e-9737-73ee6d23d5f1']",17,,,,,,,,,,,,,,,Czech Republic,912,00:20:17.283,Pass,,,,,,,7.0,42.4,69.1,66.1,,,,,,69.1,66.1,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,0.927864,,,,,,,,,,,,,4b541af0-39c2-438f-b099-38b34ad91e9c,2647,,,"[51.0, 14.0]",3930166,65,,,,0.14301687,,Head,,,"[63.5, 15.8]",,Low Pass,,12.628935,,,,,Diogo José Teixeira da Silva,9929.0,,,,,,Recovery,2,From Goal Kick,Nuno Mendes,41092.0,Left Wing Back,103,Czech Republic,912,"['48b2ca13-4315-4421-8171-54d87e5285fc', 'c1d4cfe7-fb9c-4261-b987-d012eb167f7e']",20,,,,,,,,,,,,,,,Portugal,780,00:20:20.896,Pass,,,,,,,51.0,14.0,63.5,15.8,,,,,,63.5,15.8,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,2.283882,,,,,,,,,,,,,be466cec-9a4f-4cb9-a7d0-7537d3a9b564,2652,,,"[69.1, 78.8]",3930166,66,,,,-0.5033994,,Right Foot,,,"[96.7, 63.6]",,High Pass,,31.508728,,,Incomplete,,Mojmír Chytil,32985.0,,,,,,Free Kick,2,From Free Kick,Vladimír Coufal,16570.0,Right Wing Back,104,Czech Republic,912,"['a9faab62-6358-4ce7-82d9-b1aa506ead3b', 'f5375553-5ba2-40f3-b796-db6424b05ae0']",4,,,,,,,,,,,,,,,Czech Republic,912,00:21:04.818,Pass,,,,,,,69.1,78.8,96.7,63.6,,,,,,96.7,63.6,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,1.434865,,,,,,,,,,,,,f5375553-5ba2-40f3-b796-db6424b05ae0,2654,,,"[23.4, 16.5]",3930166,66,,,,-0.45044705,,Head,,,"[35.6, 10.6]",,High Pass,,13.551753,,,Incomplete,,Bruno Miguel Borges Fernandes,5204.0,,,,,,Recovery,2,From Free Kick,Gonçalo Bernardo Inácio,42106.0,Left Center Back,104,Czech Republic,912,"['4151f624-08a8-463e-a7f8-d41348cdc6a4', '7943642c-ef27-43f5-a413-7e581a69750a', 'be466cec-9a4f-4cb9-a7d0-7537d3a9b564']",7,,,,,,,,,,,,,,,Portugal,780,00:21:07.102,Pass,,,,,,,23.4,16.5,35.6,10.6,,,,,,35.6,10.6,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,1.08,,,,,,,,,,,,,7943642c-ef27-43f5-a413-7e581a69750a,2657,,,"[84.5, 69.5]",3930166,66,,,True,-0.38050637,,,,,"[95.5, 65.1]",,High Pass,,11.8473625,,,,,Ondřej Lingr,27826.0,,,,,,Recovery,2,From Free Kick,Lukáš Provod,28034.0,Right Defensive Midfield,104,Czech Republic,912,"['26ecbe7a-fa91-4bcf-bfd6-f8352e13d1aa', '2a8557a8-0b0f-4820-9ac7-64209fb49cd4', 'f5375553-5ba2-40f3-b796-db6424b05ae0']",8,,,,,,,,,,,,,,,Czech Republic,912,00:21:08.537,Pass,True,,,,,,84.5,69.5,95.5,65.1,,,,,,95.5,65.1,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,0.251609,,,,,,,,,,,,,a59f40a1-1d08-4fdb-80d1-381dfd4d4d98,2660,,,"[95.7, 67.5]",3930166,66,,,,0.5404195,,Right Foot,,,"[98.7, 69.3]",,Ground Pass,,3.4985712,,,Incomplete,,,,,,,,,,2,From Free Kick,Ondřej Lingr,27826.0,Left Attacking Midfield,104,Czech Republic,912,['e8408e78-4686-4d9c-b484-60d1984894f9'],11,,,,,,,,,,,,,,,Czech Republic,912,00:21:11.758,Pass,,,,,,,95.7,67.5,98.7,69.3,,,,,,98.7,69.3,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,0.187675,,,,,,,,,,,,,c9a939b0-d049-464c-8064-0b74a2a92510,2665,,,"[24.9, 5.7]",3930166,66,,,,0.38687572,,Left Foot,,,"[27.6, 6.8]",,Ground Pass,,2.9154758,,,Incomplete,,Diogo José Teixeira da Silva,9929.0,,,,,,,2,From Free Kick,Gonçalo Bernardo Inácio,42106.0,Left Center Back,104,Czech Republic,912,"['4fa4c446-fb40-4e0b-8ce7-ed71f0d07eab', '5e2abc29-8c03-4037-99bb-bfd0fb9ffc41', '9f9182d1-7122-470c-8db6-ab3091ae5c79']",14,,,,,,,,,,,,,,,Portugal,780,00:21:14.424,Pass,True,,,,,,24.9,5.7,27.6,6.8,,,,,,27.6,6.8,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,0.109699,,,,,,,,,,,,,a9d290b4-a3d6-4c02-b018-0ee096f59671,2671,,,"[87.8, 76.0]",3930166,66,,,,-0.24497867,,Right Foot,,,"[89.8, 75.5]",,Ground Pass,,2.0615528,,,Incomplete,,Ondřej Lingr,27826.0,,,,,,,2,From Free Kick,Vladimír Coufal,16570.0,Right Wing Back,104,Czech Republic,912,"['0d35af01-52b0-4816-92d8-44505f28ac57', '41d9417a-27e9-42bc-a531-3908aa8f4098', 'a93cd513-6c5c-4d95-8080-a3c88d096bca']",16,,,,,,,,,,,,,,,Czech Republic,912,00:21:16.672,Pass,True,,,,,,87.8,76.0,89.8,75.5,,,,,,89.8,75.5,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,1.899389,,,,,,,,,,,,,359be2f8-0c89-49d8-8287-accbd0bea9ad,2674,,,"[92.1, 80.0]",3930166,66,,,,-0.9664185,,,,,"[107.5, 57.7]",,High Pass,,27.100739,,,Incomplete,,Mojmír Chytil,32985.0,,,,,,Throw-in,2,From Throw In,Vladimír Coufal,16570.0,Right Wing Back,105,Czech Republic,912,"['026475d2-76f7-41c8-9658-87e38050bb74', 'b9689ff0-2a10-473a-bf1b-662b63b55913']",22,,,,,,,,,,,,,,,Czech Republic,912,00:21:22.987,Pass,,,,,,,92.1,80.0,107.5,57.7,,,,,,107.5,57.7,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,1.31732,,,,,,,,,,,,,dbe9a80f-03f6-43ad-98b4-626217c289c4,2677,,,"[103.0, 80.0]",3930166,66,,,,-0.84461737,,,,,"[114.9, 66.6]",,Low Pass,,17.921217,,,,,Pavel Šulc,28227.0,,,,,,Throw-in,2,From Throw In,Vladimír Coufal,16570.0,Right Wing Back,106,Czech Republic,912,['25aba970-d946-4a55-9af7-72482d53abd6'],41,,,,,,,,,,,,,,,Czech Republic,912,00:21:41.599,Pass,,,,,,,103.0,80.0,114.9,66.6,,,,,,114.9,66.6,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,0.897731,,,,,,,,,,,,,981e81b6-bc0f-4b0d-8315-9063e371f836,2681,,,"[113.3, 71.9]",3930166,66,,,,2.016902,,Right Foot,,,"[111.1, 76.5]",,Ground Pass,,5.0990195,,,,,Vladimír Coufal,16570.0,,,,,,,2,From Throw In,Pavel Šulc,28227.0,Right Attacking Midfield,106,Czech Republic,912,"['3a81b5b7-3e1f-41e9-b43e-791747610661', '5622e67c-6ae0-4974-8ce1-fe06ceccec9f']",44,,,,,,,,,,,,,,,Czech Republic,912,00:21:44.599,Pass,True,,,,,,113.3,71.9,111.1,76.5,,,,,,111.1,76.5,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,0.042369,,,,,,,,,,,,,043e7b90-75bd-4d57-aa52-6f35613add05,2686,,,"[116.1, 74.9]",3930166,66,,,,-1.815775,,Right Foot,,,"[115.5, 72.5]",,Ground Pass,,2.4738634,,,Incomplete,,Ondřej Lingr,27826.0,,,,,,,2,From Throw In,Vladimír Coufal,16570.0,Right Wing Back,106,Czech Republic,912,"['5ccdc487-2a66-4efb-82d4-7337cb4f1f21', '71b43a1d-8f3e-4ce9-ab8d-5d076dec2906', 'e2307ddf-ec6b-4bcf-ab46-07bd829d949a']",46,,,,,,,,,,,,,,,Czech Republic,912,00:21:46.307,Pass,True,,,,,,116.1,74.9,115.5,72.5,,,,,,115.5,72.5,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,2.268821,,,,,,,,,,,,,fb8b96dd-e6f0-4f2b-98c9-bf48d60db663,2691,,,"[12.0, 21.5]",3930166,66,,,,-0.17199267,,Right Foot,,,"[54.6, 14.1]",,High Pass,,43.237946,,,Incomplete,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,,2,Regular Play,Diogo José Teixeira da Silva,9929.0,Left Center Forward,107,Portugal,780,"['1a3a6ab1-bd20-4e31-ba23-afa8912f73d2', '442fdbfb-fb56-4e69-b681-a81fd9c4f903']",49,,,,,,,,,,,,,,,Portugal,780,00:21:49.403,Pass,,,,,,,12.0,21.5,54.6,14.1,,,,,,54.6,14.1,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,2.390341,,,,,,,,,,,,,3d5e19cb-cba5-4985-8bf7-e8618e14499f,2695,,,"[48.2, 0.1]",3930166,66,,,,2.6747243,,,,,"[23.4, 12.6]",,Low Pass,,27.772108,,,,,Gonçalo Bernardo Inácio,42106.0,,,,,,Throw-in,2,From Throw In,Cristiano Ronaldo dos Santos Aveiro,5207.0,Right Center Forward,108,Portugal,780,['b1f97fe9-d468-4dfc-b954-7383f43c1f55'],56,,,,,,,,,,,,,,,Portugal,780,00:21:56.815,Pass,,,,,,,48.2,0.1,23.4,12.6,,,,,,23.4,12.6,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,0.933967,,,,,,,,,,,,,ef3fbcf6-24ff-4ff9-8eb1-9f61bcb6820a,2698,,,"[33.8, 18.1]",3930166,67,,,,0.15865526,,Left Foot,,,"[36.3, 18.5]",,Ground Pass,,2.531798,,,,,Bruno Miguel Borges Fernandes,5204.0,,,,,,,2,From Throw In,Gonçalo Bernardo Inácio,42106.0,Left Center Back,108,Portugal,780,['265cea5c-52c9-4174-a4f4-be486fd62a7b'],1,,,,,,,,,,,,,,,Portugal,780,00:22:01.460,Pass,,,,,,,33.8,18.1,36.3,18.5,,,,,,36.3,18.5,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,1.259091,,,,,,,,,,,,,9ce8dc71-5705-4660-8d6b-5585ca83abae,2701,,,"[52.0, 18.9]",3930166,67,,,,-1.0934509,,Right Foot,,,"[56.5, 10.2]",,Ground Pass,,9.794897,,,,,Gonçalo Bernardo Inácio,42106.0,,,,,,,2,From Throw In,Bruno Miguel Borges Fernandes,5204.0,Left Defensive Midfield,108,Portugal,780,['1f797815-e943-4405-95b5-dd11eca141e9'],6,,,,,,,,,,,,,,,Portugal,780,00:22:06.919,Pass,,,,,,,52.0,18.9,56.5,10.2,,,,,,56.5,10.2,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,0.914127,,,,,,,,,,,,,7e7520db-213a-4142-a0de-0db4065dfb70,2704,,,"[56.5, 10.2]",3930166,67,,,,1.9205116,,Left Foot,,,"[53.4, 18.7]",,Ground Pass,,9.047651,,,,,Bruno Miguel Borges Fernandes,5204.0,,,,,,,2,From Throw In,Gonçalo Bernardo Inácio,42106.0,Left Center Back,108,Portugal,780,['4f4a436e-52c5-404e-9a9b-8f95e904cb3e'],9,,,,,,,,,,,,,,,Portugal,780,00:22:09.088,Pass,,,,,,,56.5,10.2,53.4,18.7,,,,,,53.4,18.7,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,1.130645,,,,,,,,,,,,,d64f328c-74b7-4856-b87d-22dfbc6ef192,2707,,,"[62.3, 23.4]",3930166,67,,,,2.250817,,Right Foot,,,"[53.0, 34.9]",,Ground Pass,,14.789862,,,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,,2,From Throw In,Bruno Miguel Borges Fernandes,5204.0,Left Defensive Midfield,108,Portugal,780,['cb904796-1487-49ce-ba01-822a456bd7b5'],16,,,,,,,,,,,,,,,Portugal,780,00:22:16.048,Pass,,,,,,,62.3,23.4,53.0,34.9,,,,,,53.0,34.9,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,1.628668,,,,,,,,,,,,,eaf2cc8b-11c6-4922-a5af-8741a3b58115,2710,,,"[50.2, 33.9]",3930166,67,,,,1.6536105,,Right Foot,,,"[48.1, 59.2]",,Ground Pass,,25.387005,,,,,Rúben Santos Gato Alves Dias,5206.0,,,,,,,2,From Throw In,Kléper Laveran Lima Ferreira,20016.0,Center Back,108,Portugal,780,['94456653-279c-4351-873f-616e5370c5a0'],19,,,,,,,,,,,,,,,Portugal,780,00:22:19.221,Pass,,,,,,,50.2,33.9,48.1,59.2,,,,,,48.1,59.2,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,0.854807,,,,,,,,,,,,,e296f1bc-cc84-430b-9e3b-41f685fcd023,2713,,,"[48.5, 63.1]",3930166,67,,,,-1.665748,,Right Foot,,,"[47.3, 50.5]",,Ground Pass,,12.657014,,,,,Bernardo Mota Veiga de Carvalho e Silva,3193.0,,,,,,,2,From Throw In,Rúben Santos Gato Alves Dias,5206.0,Right Center Back,108,Portugal,780,['4607a55a-a1bd-41fa-8ff8-b6c84d33f74d'],24,,,,,,,,,,,,,,,Portugal,780,00:22:24.689,Pass,,,,,,,48.5,63.1,47.3,50.5,,,,,,47.3,50.5,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,1.579689,,,,,,,,,,,,,f38740dc-9eb3-4ef3-ad5b-19dac9fc3a49,2716,,,"[60.5, 46.1]",3930166,67,,,,-1.8332558,,Left Foot,,,"[56.9, 32.7]",,Ground Pass,,13.875157,,,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,,2,From Throw In,Bernardo Mota Veiga de Carvalho e Silva,3193.0,Center Attacking Midfield,108,Portugal,780,['78e29963-8c76-45bf-832c-61c8c88d9a50'],28,,,,,,,,,,,,,,,Portugal,780,00:22:28.095,Pass,,,,,,,60.5,46.1,56.9,32.7,,,,,,56.9,32.7,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,0.988948,,,,,,,,,,,,,67f1d0f4-ff91-405e-b33d-52510484b2ae,2719,,,"[60.3, 33.7]",3930166,67,,,,-0.66792905,,Right Foot,,,"[78.3, 19.5]",,Ground Pass,,22.92684,,,,,Diogo José Teixeira da Silva,9929.0,,,,,,,2,From Throw In,Kléper Laveran Lima Ferreira,20016.0,Center Back,108,Portugal,780,['ce205bca-ece9-4100-b8de-177b39c46ab1'],30,,,,,,,,,,,,,,,Portugal,780,00:22:30.721,Pass,,,,,,,60.3,33.7,78.3,19.5,,,,,,78.3,19.5,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,0.854081,,,,,,,,,,,,,982f865d-b493-4511-a182-80f1838174f2,2722,,,"[83.8, 21.5]",3930166,67,,,,0.79716235,,Left Foot,,,"[100.6, 38.7]",,Ground Pass,,24.043295,,,Incomplete,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,,2,From Throw In,Diogo José Teixeira da Silva,9929.0,Left Center Forward,108,Portugal,780,"['54d5329f-1f5a-495f-9580-f28f715dd8a0', 'c194d2cb-d950-44f7-8245-37cdf7e0c173']",33,,,,,,,,,,,,,,,Portugal,780,00:22:33.276,Pass,,,,,,,83.8,21.5,100.6,38.7,,,,,,100.6,38.7,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,2.325702,,,,,,,,,,,,,d71becc9-b614-45c0-81ef-5fe32562a85e,2726,,,"[85.7, 18.1]",3930166,67,,,True,-1.120135,,,,,"[91.7, 5.7]",,High Pass,,13.77534,,,,,Nuno Mendes,41092.0,,,,,,Recovery,2,From Throw In,Diogo José Teixeira da Silva,9929.0,Left Center Forward,108,Portugal,780,"['16ad651c-0af6-4eb4-95bb-f7c773b42e6c', '42251a65-12f2-4375-9b9f-79a92974bcff']",36,,,,,,,,,,,,,,,Portugal,780,00:22:36.614,Pass,True,,,,,,85.7,18.1,91.7,5.7,,,,,,91.7,5.7,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,1.407937,,,,,,,,,,,,,594a34e8-90c4-45f9-93fc-c6690826bf18,2733,,,"[91.5, 0.1]",3930166,67,,,,2.8995209,,,,,"[75.3, 4.1]",,Low Pass,,16.686522,,,,,Gonçalo Bernardo Inácio,42106.0,,,,,,Throw-in,2,From Throw In,Nuno Mendes,41092.0,Left Wing Back,109,Portugal,780,['366324c7-be80-468d-a2d7-faf9c8691148'],46,,,,,,,,,,,,,,,Portugal,780,00:22:46.393,Pass,,,,,,,91.5,0.1,75.3,4.1,,,,,,75.3,4.1,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,0.935634,,,,,,,,,,,,,a74254bd-e7f9-47fe-9d88-a8339c2c08da,2736,,,"[77.9, 4.6]",3930166,67,,,,1.1577966,,Left Foot,,,"[81.8, 13.5]",,Ground Pass,,9.716995,,,,,Bruno Miguel Borges Fernandes,5204.0,,,,,,,2,From Throw In,Gonçalo Bernardo Inácio,42106.0,Left Center Back,109,Portugal,780,['929de0d4-c95e-43c3-9c44-51cff3515bc5'],49,,,,,,,,,,,,,,,Portugal,780,00:22:49.454,Pass,,,,,,,77.9,4.6,81.8,13.5,,,,,,81.8,13.5,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,1.089125,,,,,,,,,,,,,605cac22-a98a-4624-9eed-d1109c639c0f,2739,,,"[81.8, 13.5]",3930166,67,,,,-1.458906,,Right Foot,,,"[82.8, 4.6]",,Ground Pass,,8.956003,,,,,Gonçalo Bernardo Inácio,42106.0,,,,,,,2,From Throw In,Bruno Miguel Borges Fernandes,5204.0,Left Defensive Midfield,109,Portugal,780,['bd487eb9-6cbc-4576-a1d8-7cc427bf51a7'],50,,,,,,,,,,,,,,,Portugal,780,00:22:50.429,Pass,,,,,,,81.8,13.5,82.8,4.6,,,,,,82.8,4.6,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,1.227754,,,,,,,,,,,,,982958cd-5e78-4d23-af32-f360a8c3be88,2742,,,"[82.8, 4.6]",3930166,67,,,,1.9406028,,Left Foot,,,"[75.9, 22.4]",,Ground Pass,,19.090574,,,,,Vitor Machado Ferreira,34639.0,,,,,,,2,From Throw In,Gonçalo Bernardo Inácio,42106.0,Left Center Back,109,Portugal,780,['a90151ed-0186-478f-8f14-50fc0ca05636'],52,,,,,,,,,,,,,,,Portugal,780,00:22:52.773,Pass,,,,,,,82.8,4.6,75.9,22.4,,,,,,75.9,22.4,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,1.405776,,,,,,,,,,,,,8e095de1-f8b2-43af-9746-7842532d4526,2746,,,"[77.7, 32.7]",3930166,67,,,,1.7493039,,Right Foot,,,"[71.8, 65.4]",,Ground Pass,,33.228,,,,,Rúben Santos Gato Alves Dias,5206.0,,,,,,,2,From Throw In,Vitor Machado Ferreira,34639.0,Right Defensive Midfield,109,Portugal,780,"['41de7d7b-49d2-4146-87de-295fb88ba6ff', 'b285f12a-2c26-448e-9c18-aa41e941c243']",58,,,,,,,,,,,,,,,Portugal,780,00:22:58.164,Pass,True,,,,,,77.7,32.7,71.8,65.4,,,,,,71.8,65.4,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,1.263082,,,,,,,,,,,,,d72fdc91-7c73-4489-9abe-efd26cedb8d4,2749,,,"[69.0, 67.9]",3930166,68,,,,0.71492684,,Right Foot,,,"[78.1, 75.8]",,Ground Pass,,12.050726,,,,,João Pedro Cavaco Cancelo,7005.0,,,,,,,2,From Throw In,Rúben Santos Gato Alves Dias,5206.0,Right Center Back,109,Portugal,780,['05e2cd16-c20f-4b33-8a60-85564d6678c5'],0,,,,,,,,,,,,,,,Portugal,780,00:23:00.797,Pass,,,,,,,69.0,67.9,78.1,75.8,,,,,,78.1,75.8,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,0.818238,,,,,,,,,,,,,64a6e4c6-4e66-482c-ad0e-a0e570c7f4f3,2752,,,"[78.3, 74.7]",3930166,68,,,,-0.8695364,,Right Foot,,,"[82.1, 70.2]",,Ground Pass,,5.8898215,,,,,Vitor Machado Ferreira,34639.0,,,,,,,2,From Throw In,João Pedro Cavaco Cancelo,7005.0,Right Wing Back,109,Portugal,780,"['34d17e26-b8bf-40d2-8fe6-9a1a63be33eb', 'd5cc0e3a-234d-4616-8066-0c989a7b9e82']",2,,,,,,,,,,,,,,,Portugal,780,00:23:02.060,Pass,True,,,,,,78.3,74.7,82.1,70.2,,,,,,82.1,70.2,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,0.593324,,,,,,,,,,,,,7bf59706-8bd2-4c54-9a00-74351facd319,2756,,,"[90.5, 66.9]",3930166,68,,,,-2.336063,,Right Foot,,,"[83.2, 59.3]",,Ground Pass,,10.538027,,,,,João Pedro Cavaco Cancelo,7005.0,,,,,,,2,From Throw In,Vitor Machado Ferreira,34639.0,Right Defensive Midfield,109,Portugal,780,"['423f4e6e-1486-46f3-8c14-33503d3c55c9', '50313d0d-56b5-4c5b-a127-577a20f0df6e']",6,,,,,,,,,,,,,,,Portugal,780,00:23:06.398,Pass,True,,,,,,90.5,66.9,83.2,59.3,,,,,,83.2,59.3,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,1.240429,,,,,,,,,,,,,1b8f1c06-9041-4026-85ce-2bf8428aa0b3,2759,,,"[86.8, 65.9]",3930166,68,,,,0.74837804,,Right Foot,,,"[96.6, 75.0]",,Ground Pass,,13.373481,,,,,Bernardo Mota Veiga de Carvalho e Silva,3193.0,,,,,,,2,From Throw In,João Pedro Cavaco Cancelo,7005.0,Right Wing Back,109,Portugal,780,['94e125df-167d-4be3-93b3-6c1bd9d26869'],7,,,,,,,,,,,,,,,Portugal,780,00:23:07.950,Pass,,,,,,,86.8,65.9,96.6,75.0,,,,,,96.6,75.0,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,0.910731,,,,,,,,,,,,,6e46204f-2392-4179-9f61-293931cec0a4,2762,,,"[98.4, 55.4]",3930166,68,,,,-0.8416159,,Left Foot,,,"[109.3, 43.2]",,High Pass,,16.360012,,,Incomplete,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,,2,From Throw In,Bernardo Mota Veiga de Carvalho e Silva,3193.0,Center Attacking Midfield,109,Portugal,780,"['19d89244-f6f8-4e98-acc9-fa4f9f6b0e86', '4cc266ff-1858-4ecc-b3df-fa7dce864c9b']",14,,,,,,,,,,,,,,,Portugal,780,00:23:14.014,Pass,,,,,,,98.4,55.4,109.3,43.2,,,,,,109.3,43.2,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,1.521286,,,,,,,,,,,,,bff7ab18-e702-4419-b19a-f2a872756fd7,2765,,,"[68.0, 66.5]",3930166,68,,,,-1.6138731,,Left Foot,,,"[67.0, 43.3]",,Ground Pass,,23.221542,,,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,Recovery,2,From Throw In,Rúben Santos Gato Alves Dias,5206.0,Right Center Back,109,Portugal,780,['84e7d63d-7f42-4af7-a37c-eb5f342e8ea4'],19,,,,,,,,,,,,,,,Portugal,780,00:23:19.716,Pass,,,,,,,68.0,66.5,67.0,43.3,,,,,,67.0,43.3,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,1.265513,,,,,,,,,,,,,c316fff6-f684-48b5-8f8d-05a67b055f36,2768,,,"[64.8, 42.6]",3930166,68,,,,0.77877575,,Left Foot,,,"[72.4, 50.1]",,Ground Pass,,10.6775465,,,,,Vitor Machado Ferreira,34639.0,,,,,,,2,From Throw In,Kléper Laveran Lima Ferreira,20016.0,Center Back,109,Portugal,780,['af9b9af7-d3b8-4de2-8e32-fbb2390b582c'],23,,,,,,,,,,,,,,,Portugal,780,00:23:23.017,Pass,,,,,,,64.8,42.6,72.4,50.1,,,,,,72.4,50.1,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,1.467214,,,,,,,,,,,,,6364ecf7-4222-40a8-8ae3-1964c2047d1c,2771,,,"[74.7, 54.2]",3930166,68,,,,0.9323824,,Right Foot,,,"[91.1, 76.3]",,Ground Pass,,27.520355,,,,,João Pedro Cavaco Cancelo,7005.0,,,,,,,2,From Throw In,Vitor Machado Ferreira,34639.0,Right Defensive Midfield,109,Portugal,780,['b9584679-5499-4b8f-9ca5-38b7eb4d4969'],28,,,,,,,,,,,,,,,Portugal,780,00:23:28.191,Pass,,,,,,,74.7,54.2,91.1,76.3,,,,,,91.1,76.3,Portugal vs Czech Republic,Portugal,Czech Republic
