50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,team,team_id,timestamp,type,under_pressure,tactics.formation,tactics.lineup,tactics,50_50.outcome.id,50_50.outcome.name,x,y,pass_end_x,pass_end_y,carry_end_x,carry_end_y,shot_end_x,shot_end_y,shot_end_z,end_x,end_y,match_name,home_team,away_team
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,410b04fb-0501-4770-b4ea-b2760552bdb7,1,,,,3930166,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Portugal,780,,0,,,,,,,,,,,,,,,Portugal,780,00:00:00.000,Starting XI,,3412.0,"[{'player': {'id': 32975, 'name': 'Diogo Meireles Costa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 5206, 'name': 'Rúben Santos Gato Alves Dias'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 20016, 'name': 'Kléper Laveran Lima Ferreira'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 3}, {'player': {'id': 41092, 'name': 'Nuno Mendes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 16028, 'name': 'José Diogo Dalot Teixeira'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 5}, {'player': {'id': 7005, 'name': 'João Pedro Cavaco Cancelo'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 20}, {'player': {'id': 34639, 'name': 'Vitor Machado Ferreira'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 5204, 'name': 'Bruno Miguel Borges Fernandes'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 18360, 'name': 'Rafael Alexandre Conceição Leão'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 17}]",,,,,,,,,,,,,,,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,07d9963c-3d0b-4941-b302-13ef3efcc4e8,2,,,,3930166,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Portugal,780,,0,,,,,,,,,,,,,,,Czech Republic,912,00:00:00.000,Starting XI,,352.0,"[{'player': {'id': 28040, 'name': 'Jindřich Staněk'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 16469, 'name': 'Tomáš Holeš'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 81330, 'name': 'Robin Hranáč'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 28272, 'name': 'Ladislav Krejčí'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 16570, 'name': 'Vladimír Coufal'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 5}, {'player': {'id': 35441, 'name': 'David Doudera'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 12}, {'player': {'id': 4870, 'name': 'Tomáš Souček'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 28034, 'name': 'Lukáš Provod'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 28227, 'name': 'Pavel Šulc'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 7044, 'name': 'Patrik Schick'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 29484, 'name': 'Jan Kuchta'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]",,,,,,,,,,,,,,,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6a9094b0-5155-4c93-966f-94359e3522bf,3,,,,3930166,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Portugal,780,['20339616-d7b6-4f01-a264-ea42836292e9'],0,,,,,,,,,,,,,,,Portugal,780,00:00:00.000,Half Start,,,,,,,,,,,,,,,,,,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,20339616-d7b6-4f01-a264-ea42836292e9,4,,,,3930166,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Portugal,780,['6a9094b0-5155-4c93-966f-94359e3522bf'],0,,,,,,,,,,,,,,,Czech Republic,912,00:00:00.000,Half Start,,,,,,,,,,,,,,,,,,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5d585b33-2364-475c-a62b-d09d49b8b23d,1981,,,,3930166,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,72,Czech Republic,912,['efc91b35-4f20-4b73-b6b5-e2ab29b4f6f9'],0,,,,,,,,,,,,,,,Portugal,780,00:00:00.000,Half Start,,,,,,,,,,,,,,,,,,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,efc91b35-4f20-4b73-b6b5-e2ab29b4f6f9,1982,,,,3930166,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,72,Czech Republic,912,['5d585b33-2364-475c-a62b-d09d49b8b23d'],0,,,,,,,,,,,,,,,Czech Republic,912,00:00:00.000,Half Start,,,,,,,,,,,,,,,,,,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,1.536085,,,,,,,,,,,,,2eb56142-75a8-4216-9350-d7ca08365e24,5,,,"[61.0, 40.1]",3930166,0,,,,-2.7509856,,Right Foot,,,"[38.9, 31.0]",,Ground Pass,,23.90021,,,,,Nuno Mendes,41092.0,,,,,,Kick Off,1,From Kick Off,Bruno Miguel Borges Fernandes,5204.0,Left Defensive Midfield,2,Portugal,780,['d7079215-fde6-4429-91ba-335dfc64b9c0'],0,,,,,,,,,,,,,,,Portugal,780,00:00:00.900,Pass,,,,,,,61.0,40.1,38.9,31.0,,,,,,38.9,31.0,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,2.382721,,,,,,,,,,,,,afa24b1f-fd38-49ad-92fb-1fcd9bc773e0,8,,,"[39.5, 27.1]",3930166,0,,,,0.5988472,,Left Foot,,,"[90.2, 61.7]",,High Pass,,61.381187,,,Incomplete,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,,1,From Kick Off,Nuno Mendes,41092.0,Left Center Back,2,Portugal,780,"['6b480eb2-31a8-4a37-ba06-f6d2801b71e0', 'f6c6e665-2682-49b1-9759-f6b41570a687']",3,,,,,,,,,,,,,,,Portugal,780,00:00:03.483,Pass,,,,,,,39.5,27.1,90.2,61.7,,,,,,90.2,61.7,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,1.567823,,,,,,,,,,,,,6b480eb2-31a8-4a37-ba06-f6d2801b71e0,10,,,"[29.9, 18.4]",3930166,0,,,,0.7225878,,Head,,,"[46.8, 33.3]",,High Pass,,22.530424,,,Incomplete,,Jan Kuchta,29484.0,,,,,,Recovery,1,From Kick Off,Robin Hranáč,81330.0,Center Back,2,Portugal,780,"['a19130cc-2001-478b-816c-c428fef2ebe4', 'afa24b1f-fd38-49ad-92fb-1fcd9bc773e0', 'd9c885b3-da97-4a30-b85c-d098b3e777ab']",5,,,,,,,,,,,,,,,Czech Republic,912,00:00:05.865,Pass,,,,,,,29.9,18.4,46.8,33.3,,,,,,46.8,33.3,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,2.860891,,,,,,,,,,,,,03948f74-c79e-4c3e-baeb-fad43178bc13,16,,,"[62.1, 47.2]",3930166,0,,,,1.4651837,,Right Foot,,,"[65.1, 75.5]",,Ground Pass,,28.458567,,,,,Vladimír Coufal,16570.0,,,,,,,1,Regular Play,Pavel Šulc,28227.0,Left Center Midfield,3,Czech Republic,912,"['2a244adc-bdcb-4cc0-9451-a44d51eae86a', '63e20759-8bd3-4c13-9abf-0c8e1227f09d']",10,,,,,,,,,,,,,,,Czech Republic,912,00:00:10.469,Pass,True,,,,,,62.1,47.2,65.1,75.5,,,,,,65.1,75.5,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,1.472242,,,,,,,,,,,,,1df1c5d7-1f2b-4e9d-aaa2-98b23282c0ac,19,,,"[65.1, 75.8]",3930166,0,,,,-0.2100343,,Right Foot,,,"[90.9, 70.3]",,Ground Pass,,26.379726,,,Incomplete,,Pavel Šulc,28227.0,,,,,,,1,Regular Play,Vladimír Coufal,16570.0,Right Wing Back,3,Czech Republic,912,"['299f5773-9311-455a-b2fe-f8a4202de930', 'f1278cef-c261-4588-83a6-a411b432f986']",13,,,,,,,,,,,,,,,Czech Republic,912,00:00:13.391,Pass,,,,,,,65.1,75.8,90.9,70.3,,,,,,90.9,70.3,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,1.228526,,,,,,,,,,,,,c1398c18-a9d5-453e-a113-e6c6413bdf74,23,,,"[30.2, 4.2]",3930166,0,,,,1.1237218,,Right Foot,,,"[33.7, 11.5]",,Ground Pass,,8.095678,,,Incomplete,,Bruno Miguel Borges Fernandes,5204.0,,,,,,Recovery,1,Regular Play,João Pedro Cavaco Cancelo,7005.0,Left Wing Back,3,Czech Republic,912,"['a219ac13-a8ad-49aa-b951-d93dc092f71c', 'ba05c16c-1283-4a67-9b85-969cccb55efb', 'c14fbd6a-75b2-455d-ab66-647cbdf501d6']",16,,,,,,,,,,,,,,,Portugal,780,00:00:16.334,Pass,True,,,,,,30.2,4.2,33.7,11.5,,,,,,33.7,11.5,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,1.05564,,,,,,,,,,,,,a219ac13-a8ad-49aa-b951-d93dc092f71c,26,,,"[86.4, 68.6]",3930166,0,,,,1.4016951,,Right Foot,,,"[87.1, 72.7]",,Ground Pass,,4.159327,,,,,Vladimír Coufal,16570.0,,,,,,Recovery,1,Regular Play,Pavel Šulc,28227.0,Left Center Midfield,3,Czech Republic,912,"['49c6d015-ba73-41a9-8b5c-faed3911219b', '5851f245-fe61-42c8-a584-9f34a3b85ccb', 'c1398c18-a9d5-453e-a113-e6c6413bdf74']",17,,,,,,,,,,,,,,,Czech Republic,912,00:00:17.562,Pass,True,,,,,,86.4,68.6,87.1,72.7,,,,,,87.1,72.7,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,1.97658,,,,,,,,,,,,,b1978621-4d89-45a8-94fe-96a770798e47,41,,,"[2.7, 2.8]",3930166,0,,,,0.4520707,,Right Foot,,,"[30.5, 16.3]",,High Pass,,30.90453,,,Incomplete,,Bernardo Mota Veiga de Carvalho e Silva,3193.0,,,,,,,1,Regular Play,Bruno Miguel Borges Fernandes,5204.0,Left Defensive Midfield,3,Czech Republic,912,"['2c36b404-12bf-4c2d-9dfa-ddd55391794b', '4ea870f2-0060-419a-bb51-02029c8e62a0']",27,,,,,,,,,,,,,,,Portugal,780,00:00:27.156,Pass,,,,,,,2.7,2.8,30.5,16.3,,,,,,30.5,16.3,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,1.03918,,,,,,,,,,,,,4ea870f2-0060-419a-bb51-02029c8e62a0,43,,,"[89.6, 63.8]",3930166,0,,,,0.24497867,,Head,,,"[99.2, 66.2]",,High Pass,,9.895453,,,,,Lukáš Provod,28034.0,,,,,,Recovery,1,Regular Play,Tomáš Souček,4870.0,Center Defensive Midfield,3,Czech Republic,912,"['b1978621-4d89-45a8-94fe-96a770798e47', 'e7d2f1e8-d64c-4654-be40-814a616db072']",29,,,,,,,,,,,,,,,Czech Republic,912,00:00:29.133,Pass,,,,,,,89.6,63.8,99.2,66.2,,,,,,99.2,66.2,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,0.684461,,,,,,,,,,,,,efae16de-2a65-4bf2-b6a1-5be8b2a83042,48,,,"[97.5, 75.3]",3930166,0,,,,-0.5880026,,Right Foot,,,"[101.1, 72.9]",,Ground Pass,,4.3266616,,,,,Vladimír Coufal,16570.0,,,,,,,1,Regular Play,Lukáš Provod,28034.0,Right Center Midfield,3,Czech Republic,912,"['18dca4c6-9e7e-496c-a39e-122f48f8d59b', '358c9c77-5fb6-4c26-bd06-3dfeaedb2ebd', '4daea03d-2abe-4a4d-b365-e2bdb9b162d6']",31,,,,,,,,,,,,,,,Czech Republic,912,00:00:31.118,Pass,True,,,,,,97.5,75.3,101.1,72.9,,,,,,101.1,72.9,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,1.736552,,,,,,,,,,,,,cd5afaf2-a946-4652-a3e6-ebdc1e04d6cb,53,,,"[104.5, 67.9]",3930166,0,,,,0.52728707,,Left Foot,,,"[112.4, 72.5]",,Ground Pass,,9.141663,,,,,Lukáš Provod,28034.0,,,,,,,1,Regular Play,Vladimír Coufal,16570.0,Right Wing Back,3,Czech Republic,912,"['3905a8d8-7363-4d4c-ae9e-9e0f7513b6e8', '7e125128-982d-45c5-8a47-1340ef9c4f95']",36,,,,,,,,,,,,,,,Czech Republic,912,00:00:36.759,Pass,True,,,,,,104.5,67.9,112.4,72.5,,,,,,112.4,72.5,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,0.81668,,,,,,,,,,,,,ad7c4531-9eeb-49cb-a480-5c002ae99011,56,,,"[114.5, 73.9]",3930166,0,,,,3.1156244,,Right Foot,,,"[106.8, 74.1]",,Ground Pass,,7.702597,,,,,Vladimír Coufal,16570.0,,,,,,,1,Regular Play,Lukáš Provod,28034.0,Right Center Midfield,3,Czech Republic,912,['f25cdd2c-f6e4-4af6-911b-cc0b5bf66d73'],39,,,,,,,,,,,,,,,Czech Republic,912,00:00:39.291,Pass,,,,,,,114.5,73.9,106.8,74.1,,,,,,106.8,74.1,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,0.758472,,,,,,,,,,,,,1cc975c0-f082-424c-9843-5ddcc187dbeb,59,,,"[106.9, 74.1]",3930166,0,,,,-1.9391452,,Right Foot,,,"[102.5, 62.7]",,Ground Pass,,12.219656,,,,,Tomáš Souček,4870.0,,,,,,,1,Regular Play,Vladimír Coufal,16570.0,Right Wing Back,3,Czech Republic,912,['a7b0bf52-887f-4fce-becb-04baaa7f24ce'],40,,,,,,,,,,,,,,,Czech Republic,912,00:00:40.687,Pass,,,,,,,106.9,74.1,102.5,62.7,,,,,,102.5,62.7,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,2.19519,,,,,,,,,,,,,6fc4b662-59ee-46b8-9fa5-341ca53c9532,62,,,"[102.5, 65.1]",3930166,0,,,,0.2570424,,Right Foot,,,"[120.0, 69.7]",,Ground Pass,,18.094475,,,Out,,Vladimír Coufal,16570.0,,,,,,,1,Regular Play,Tomáš Souček,4870.0,Center Defensive Midfield,3,Czech Republic,912,['90f643a7-98bb-4d56-86ad-ba9eadd615cc'],42,,,,,,,,,,,,,,,Czech Republic,912,00:00:42.273,Pass,,,,,,,102.5,65.1,120.0,69.7,,,,,,120.0,69.7,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,2.470713,,,,,,,,,,,,,d933fe49-9879-4674-a741-a74c3ce38aed,64,,,"[5.8, 37.6]",3930166,1,True,,,-1.2273715,,Right Foot,,,"[17.1, 6.0]",,Ground Pass,,33.559647,,,,,Nuno Mendes,41092.0,,,,,,Goal Kick,1,From Goal Kick,Diogo Meireles Costa,32975.0,Goalkeeper,4,Portugal,780,['8fb41e6c-2afe-4be6-9d88-19788abd5acb'],1,,,,,,,,,,,,,,,Portugal,780,00:01:01.141,Pass,,,,,,,5.8,37.6,17.1,6.0,,,,,,17.1,6.0,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,1.294892,,,,,,,,,,,,,f35f3f65-415a-45f3-be81-37fb7412e6af,66,,,"[20.2, 4.3]",3930166,1,,,,0.39234015,,Left Foot,,,"[37.6, 11.5]",,Ground Pass,,18.830826,,,,,João Pedro Cavaco Cancelo,7005.0,,,,,,,1,From Goal Kick,Nuno Mendes,41092.0,Left Center Back,4,Portugal,780,['508fc885-4a9b-4421-9395-6f7774d32409'],4,,,,,,,,,,,,,,,Portugal,780,00:01:04.343,Pass,,,,,,,20.2,4.3,37.6,11.5,,,,,,37.6,11.5,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,2.951978,,,,,,,,,,,,,b0bad9ff-f4df-48d8-876b-4e0c200c234b,69,,,"[34.2, 8.8]",3930166,1,,,,1.7806246,,Right Foot,,,"[20.4, 73.6]",,High Pass,,66.25315,,,,,Rúben Santos Gato Alves Dias,5206.0,,,True,,,,1,From Goal Kick,João Pedro Cavaco Cancelo,7005.0,Left Wing Back,4,Portugal,780,['b290ee12-ec49-4157-a8ea-b40ce97fdaf3'],8,,,,,,,,,,,,,,,Portugal,780,00:01:08.110,Pass,,,,,,,34.2,8.8,20.4,73.6,,,,,,20.4,73.6,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,1.441034,,,,,,,,,,,,,183a9c90-b262-49c0-8341-4fc1e15d8ebf,72,,,"[30.9, 75.0]",3930166,1,,,,-1.9583201,,Right Foot,,,"[20.9, 50.5]",,Ground Pass,,26.462236,,,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,,1,From Goal Kick,Rúben Santos Gato Alves Dias,5206.0,Right Center Back,4,Portugal,780,['7b545f74-7dd5-42ed-b75d-276976f9938d'],16,,,,,,,,,,,,,,,Portugal,780,00:01:16.197,Pass,,,,,,,30.9,75.0,20.9,50.5,,,,,,20.9,50.5,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,1.947504,,,,,,,,,,,,,870f51af-1b09-4bc1-abe5-15e3ea2a2f24,75,,,"[25.0, 51.5]",3930166,1,,,,-1.2598877,,Right Foot,,,"[36.6, 15.4]",,Ground Pass,,37.91794,,,,,Nuno Mendes,41092.0,,,,,,,1,From Goal Kick,Kléper Laveran Lima Ferreira,20016.0,Center Back,4,Portugal,780,['ea134398-4db6-48a6-b053-0eddf3c14249'],19,,,,,,,,,,,,,,,Portugal,780,00:01:19.788,Pass,,,,,,,25.0,51.5,36.6,15.4,,,,,,36.6,15.4,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,1.057971,,,,,,,,,,,,,c56c90d0-e908-4b26-b22b-7df1917ce7a2,78,,,"[50.5, 12.2]",3930166,1,,,,2.3515863,,Left Foot,,,"[39.7, 23.1]",,Ground Pass,,15.34438,,,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,,1,From Goal Kick,Nuno Mendes,41092.0,Left Center Back,4,Portugal,780,['d91f1799-39af-47bc-92ae-eb1c8607b5b2'],26,,,,,,,,,,,,,,,Portugal,780,00:01:26.036,Pass,,,,,,,50.5,12.2,39.7,23.1,,,,,,39.7,23.1,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,1.478689,,,,,,,,,,,,,e3ffbed2-5db0-48e5-b424-abc700d1b9e1,81,,,"[42.5, 26.5]",3930166,1,,,,1.321765,,Right Foot,,,"[54.3, 72.9]",,Ground Pass,,47.876926,,,,,Rúben Santos Gato Alves Dias,5206.0,,,True,,,,1,From Goal Kick,Kléper Laveran Lima Ferreira,20016.0,Center Back,4,Portugal,780,['60f131f3-538d-4f2a-8342-8a0752401989'],28,,,,,,,,,,,,,,,Portugal,780,00:01:28.749,Pass,,,,,,,42.5,26.5,54.3,72.9,,,,,,54.3,72.9,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,1.6338,,,,,,,,,,,,,9b3c5fdd-b638-4188-9bf1-87e20bd3e793,84,,,"[54.6, 72.9]",3930166,1,,,,0.23309468,,Right Foot,,,"[68.5, 76.2]",,Ground Pass,,14.286357,,,,,Bernardo Mota Veiga de Carvalho e Silva,3193.0,,,,,,,1,From Goal Kick,Rúben Santos Gato Alves Dias,5206.0,Right Center Back,4,Portugal,780,['8ddc7825-d796-4589-ac39-136f2b6a2c30'],31,,,,,,,,,,,,,,,Portugal,780,00:01:31.582,Pass,,,,,,,54.6,72.9,68.5,76.2,,,,,,68.5,76.2,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,0.981109,,,,,,,,,,,,,1b99eb08-d173-4b51-bbb0-f3d4a15d89f2,88,,,"[66.6, 75.0]",3930166,1,,,,-3.0564332,,Left Foot,,,"[58.4, 74.3]",,Ground Pass,,8.229824,,,,,Rúben Santos Gato Alves Dias,5206.0,,,,,,,1,From Goal Kick,Bernardo Mota Veiga de Carvalho e Silva,3193.0,Center Attacking Midfield,4,Portugal,780,"['2adaace7-0d02-4a63-8ac2-fa3da2c28e1a', '52b2c905-d18e-4eae-a1d8-21fa464feb66']",36,,,,,,,,,,,,,,,Portugal,780,00:01:36.406,Pass,True,,,,,,66.6,75.0,58.4,74.3,,,,,,58.4,74.3,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,0.888481,,,,,,,,,,,,,23d12919-a457-4e3e-83e8-316bf5ca85e0,91,,,"[58.4, 74.3]",3930166,1,,,,0.41490576,,Right Foot,,,"[66.8, 78.0]",,Ground Pass,,9.17878,,,,,José Diogo Dalot Teixeira,16028.0,,,,,,,1,From Goal Kick,Rúben Santos Gato Alves Dias,5206.0,Right Center Back,4,Portugal,780,['3ff3f373-4905-44db-853d-d15b56a4dba0'],42,,,,,,,,,,,,,,,Portugal,780,00:01:42.856,Pass,,,,,,,58.4,74.3,66.8,78.0,,,,,,66.8,78.0,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,1.289542,,,,,,,,,,,,,25930408-344c-4555-ac36-2374bf506907,94,,,"[66.8, 78.0]",3930166,1,,,,3.1415927,,Right Foot,,,"[49.1, 78.0]",,Ground Pass,,17.7,,,,,Rúben Santos Gato Alves Dias,5206.0,,,,,,,1,From Goal Kick,José Diogo Dalot Teixeira,16028.0,Right Wing Back,4,Portugal,780,['d652dee8-50c2-441f-b393-695535d8448c'],44,,,,,,,,,,,,,,,Portugal,780,00:01:44.370,Pass,,,,,,,66.8,78.0,49.1,78.0,,,,,,49.1,78.0,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,2.506309,,,,,,,,,,,,,90a7c51e-88f1-4ba5-9d6e-91bcdd936d0f,97,,,"[39.3, 77.4]",3930166,1,,,,-2.1595087,,Left Foot,,,"[17.6, 44.9]",,Ground Pass,,39.07864,,,,,Diogo Meireles Costa,32975.0,,,,,,,1,From Goal Kick,Rúben Santos Gato Alves Dias,5206.0,Right Center Back,4,Portugal,780,['23889cf9-806a-4e10-8eb9-8816659a5a07'],47,,,,,,,,,,,,,,,Portugal,780,00:01:47.623,Pass,,,,,,,39.3,77.4,17.6,44.9,,,,,,17.6,44.9,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,2.366018,,,,,,,,,,,,,d6305a4f-6749-4c0d-9aa1-5accd69e9ca4,100,,,"[17.7, 45.0]",3930166,1,,,,-1.0084825,,Right Foot,,,"[39.0, 11.2]",,Ground Pass,,39.951595,,,,,Nuno Mendes,41092.0,,,,,,,1,From Goal Kick,Diogo Meireles Costa,32975.0,Goalkeeper,4,Portugal,780,['e9a08e4f-f169-496b-8b73-67824cd0edc3'],50,,,,,,,,,,,,,,,Portugal,780,00:01:50.169,Pass,,,,,,,17.7,45.0,39.0,11.2,,,,,,39.0,11.2,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,1.016422,,,,,,,,,,,,,a13c6826-14e7-47c6-812d-56145eeb4643,103,,,"[53.2, 8.8]",3930166,1,,,,1.823872,,Left Foot,,,"[48.7, 26.2]",,Ground Pass,,17.972479,,,,,João Pedro Cavaco Cancelo,7005.0,,,,,,,1,From Goal Kick,Nuno Mendes,41092.0,Left Center Back,4,Portugal,780,['012b108f-ffcd-4609-8a87-89a8fe1782a6'],55,,,,,,,,,,,,,,,Portugal,780,00:01:55.415,Pass,,,,,,,53.2,8.8,48.7,26.2,,,,,,48.7,26.2,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,0.835302,,,,,,,,,,,,,591155a3-1021-4df3-a2a0-752c24b6208d,106,,,"[48.3, 20.6]",3930166,1,,,,-1.7126933,,Right Foot,,,"[46.7, 9.4]",,Ground Pass,,11.313708,,,,,Nuno Mendes,41092.0,,,,,,,1,From Goal Kick,João Pedro Cavaco Cancelo,7005.0,Left Wing Back,4,Portugal,780,['1748ea1c-2bb2-4023-88b2-e7d4ca10e41c'],59,,,,,,,,,,,,,,,Portugal,780,00:01:59.481,Pass,,,,,,,48.3,20.6,46.7,9.4,,,,,,46.7,9.4,Portugal vs Czech Republic,Portugal,Czech Republic
,,,,,,,,,,,,,,,,0.693626,,,,,,,,,,,,,44f0675a-d487-4423-a777-37e3f4712548,109,,,"[45.7, 14.0]",3930166,2,,,,2.0891445,,Left Foot,,,"[38.0, 27.5]",,Ground Pass,,15.541557,,,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,,1,From Goal Kick,Nuno Mendes,41092.0,Left Center Back,4,Portugal,780,['b3fb7651-f647-4164-bbd8-f932a13892ab'],2,,,,,,,,,,,,,,,Portugal,780,00:02:02.097,Pass,,,,,,,45.7,14.0,38.0,27.5,,,,,,38.0,27.5,Portugal vs Czech Republic,Portugal,Czech Republic
