50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,team,team_id,timestamp,type,under_pressure,tactics.formation,tactics.lineup,tactics,50_50.outcome.id,50_50.outcome.name,x,y,pass_end_x,pass_end_y,carry_end_x,carry_end_y,shot_end_x,shot_end_y,shot_end_z,end_x,end_y,match_name,home_team,away_team
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219b1f63-058a-4cdc-baa7-1b7ac4b9db7e,3154,,"[46.3, 70.5]",3930175,93,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Darius Dumitru Olaru,101821.0,Right Center Midfield,176,Romania,905,"['6d3690e1-9b5c-44bb-881f-688d24ef1bbc', '94b9e935-6c08-409f-8586-ba7a6df14011']",8,,,,,,,,,,,,,,,,Romania,905,00:48:08.493,Ball Receipt*,True,,,,,,46.3,70.5,,,,,,,,,,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1b7d361-1bcd-4259-9547-05967f5fb312,3156,,"[40.3, 75.0]",3930175,93,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Deian Cristian Sorescu,130984.0,Right Back,176,Romania,905,['aaf4632c-76e8-41f0-a4a2-1391363cb097'],9,,,,,,,,,,,,,,,,Romania,905,00:48:09.782,Ball Receipt*,,,,,,,40.3,75.0,,,,,,,,,,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d3bc432d-a36f-4b99-98c4-069f0099ceb3,3159,,"[36.2, 65.2]",3930175,93,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Răzvan Gabriel Marin,16344.0,Center Defensive Midfield,176,Romania,905,['99f26758-2765-43c4-bd14-6479a21cdc55'],11,,,,,,,,,,,,,,,,Romania,905,00:48:11.548,Ball Receipt*,,,,,,,36.2,65.2,,,,,,,,,,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2848d716-b421-46ae-9ca2-dec32f71e066,3161,,"[22.5, 71.2]",3930175,93,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Radu Drăgușin,39615.0,Right Center Back,176,Romania,905,['4e631856-db72-48e8-9c03-1d6819a99186'],12,,,,,,,,,,,,,,,,Romania,905,00:48:12.608,Ball Receipt*,,,,,,,22.5,71.2,,,,,,,,,,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bfb8e56f-9e39-4589-94c0-5f0af967c34d,3164,,"[7.5, 42.9]",3930175,93,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Florin Constantin Niţă,28242.0,Goalkeeper,176,Romania,905,['773eb1ce-343e-46f1-a804-672dcea6ef5b'],18,,,,,,,,,,,,,,,,Romania,905,00:48:18.146,Ball Receipt*,,,,,,,7.5,42.9,,,,,,,,,,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7a5dcded-a047-4000-bdc5-734b22aa6de0,3166,,"[15.7, 6.6]",3930175,93,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Nicușor Silviu Bancu,34600.0,Left Back,176,Romania,905,['4c9cc54f-9a21-468d-9dc9-9c7b7ee9bb1a'],20,,,,,,,,,,,,,,,,Romania,905,00:48:20.268,Ball Receipt*,,,,,,,15.7,6.6,,,,,,,,,,Belgium vs Romania,Belgium,Romania
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,20413411-193e-4807-8f42-1732ebf8ff12,3170,,"[41.6, 1.4]",3930175,93,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ianis Hagi,28565.0,Left Midfield,176,Romania,905,['ba0b3483-8165-4d9f-bdb4-01b28bd2663c'],23,,,,,,,,,,,,,,,,Romania,905,00:48:23.458,Ball Receipt*,,,,,,,41.6,1.4,,,,,,,,,,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e9f05aac-8714-4adc-ab16-888746f4110d,3172,,"[81.1, 68.8]",3930175,93,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Leandro Trossard,16559.0,Right Wing,177,Belgium,782,['397a2aba-7d56-46af-bc22-c7277973799a'],34,,,,,,,,,,,,,,,,Belgium,782,00:48:34.479,Ball Receipt*,,,,,,,81.1,68.8,,,,,,,,,,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bf1d5f9f-e3bd-4dff-8909-e31950be8329,3174,,"[73.4, 73.5]",3930175,93,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Zeno Debast,114832.0,Right Back,177,Belgium,782,['ee6fa242-3384-4935-bde0-14cbf45f27ba'],35,,,,,,,,,,,,,,,,Belgium,782,00:48:35.685,Ball Receipt*,,,,,,,73.4,73.5,,,,,,,,,,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53faf314-5dc4-4720-a1c8-40d09e3a53c8,3177,,"[88.0, 63.7]",3930175,93,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Romelu Lukaku Menama,3289.0,Center Forward,177,Belgium,782,"['1e42c8bc-2c63-446a-b036-1eff8cb49914', '7c41808c-bddb-4f90-94b9-85880588f63b']",37,,,,,,,,,,,,,,,,Belgium,782,00:48:37.754,Ball Receipt*,True,,,,,,88.0,63.7,,,,,,,,,,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a31f1727-d795-4582-bfe0-3f13328d74cc,3180,,"[93.9, 72.3]",3930175,93,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Kevin De Bruyne,3089.0,Center Attacking Midfield,177,Belgium,782,['79eb6047-2e50-45e7-bca1-ae48ce1566ab'],40,,,,,,,,,,,,,,,,Belgium,782,00:48:40.741,Ball Receipt*,,,,,,,93.9,72.3,,,,,,,,,,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b8d80785-bd2e-4cee-91a0-ae4c067a4aa7,3183,,"[90.9, 67.5]",3930175,93,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Leandro Trossard,16559.0,Right Wing,177,Belgium,782,['a94f074e-9c0f-4218-a0b8-290e26eb6900'],42,,,,,,,,,,,,,,,,Belgium,782,00:48:42.146,Ball Receipt*,,,,,,,90.9,67.5,,,,,,,,,,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a944c0d8-f868-4225-8a18-4a3d3a89ef18,3186,,"[91.4, 77.4]",3930175,93,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Kevin De Bruyne,3089.0,Center Attacking Midfield,177,Belgium,782,['0012b0bb-f05e-410b-9017-675504df483e'],43,,,,,,,,,,,,,,,,Belgium,782,00:48:43.576,Ball Receipt*,,,,,,,91.4,77.4,,,,,,,,,,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9f50b818-4c3d-4a53-881f-6a80239230b9,3189,,"[76.0, 66.9]",3930175,93,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Amadou Onana,48347.0,Left Defensive Midfield,177,Belgium,782,['566497b2-372c-4740-b23e-4106b080861b'],46,,,,,,,,,,,,,,,,Belgium,782,00:48:46.459,Ball Receipt*,,,,,,,76.0,66.9,,,,,,,,,,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,df8d40f2-67e7-45bf-a6f8-68e91649bd5a,3192,,"[60.6, 80.0]",3930175,93,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Zeno Debast,114832.0,Right Back,177,Belgium,782,['71233996-0439-44db-bad4-0586f55c1fe2'],48,,,,,,,,,,,,,,,,Belgium,782,00:48:48.973,Ball Receipt*,,,,,,,60.6,80.0,,,,,,,,,,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24517e2f-b8ce-4813-a8a9-bdd2b8364560,3195,,"[27.6, 61.8]",3930175,93,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Koen Casteels,8240.0,Goalkeeper,177,Belgium,782,['ef03a1d3-497a-47f4-9969-19b5040d3ab5'],51,,,,,,,,,,,,,,,,Belgium,782,00:48:51.706,Ball Receipt*,,,,,,,27.6,61.8,,,,,,,,,,Belgium vs Romania,Belgium,Romania
,,,,,"[61.1, 39.0]",,,,,,,,,,,0.569812,,,,,,,,,,,,,aba4306c-b064-42da-a802-56efc66c6e98,7,,"[61.2, 38.2]",3930175,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Kevin De Bruyne,3089.0,Center Attacking Midfield,2,Belgium,782,"['2f31d642-3b88-4c14-821a-f1c16d3dad1d', 'b65dece3-2151-4710-afaf-e180caed6bb9']",1,,,,,,,,,,,,,,,,Belgium,782,00:00:01.477,Carry,,,,,,,61.2,38.2,,,61.1,39.0,,,,61.1,39.0,Belgium vs Romania,Belgium,Romania
,,,,,"[51.1, 63.2]",,,,,,,,,,,1.640678,,,,,,,,,,,,,1c107628-6bc6-4688-aac9-f516d6b7cb94,10,,"[51.4, 62.6]",3930175,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Wout Faes,8854.0,Right Center Back,2,Belgium,782,"['7e72193c-74cb-49ea-8dc7-ace9246eaa3a', '933b9f14-ee88-443b-a521-9f7dfa5cc56c', 'd4b9404b-37c7-451a-89c7-1511955506ca']",3,,,,,,,,,,,,,,,,Belgium,782,00:00:03.980,Carry,True,,,,,,51.4,62.6,,,51.1,63.2,,,,51.1,63.2,Belgium vs Romania,Belgium,Romania
,,,,,"[71.6, 73.9]",,,,,,,,,,,1.572503,,,,,,,,,,,,,8a5f5064-88aa-4b55-a140-6831d91c55b2,16,,"[68.9, 77.8]",3930175,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Dodi Lukebakio,12306.0,Right Wing,2,Belgium,782,"['345620cd-ddb1-458c-9daa-9e98970fb92b', '38c1988f-f964-464c-9ffa-afd3635c13f2', '9d02d42d-bd9a-49c3-a378-ecb0e3249d85']",7,,,,,,,,,,,,,,,,Belgium,782,00:00:07.499,Carry,True,,,,,,68.9,77.8,,,71.6,73.9,,,,71.6,73.9,Belgium vs Romania,Belgium,Romania
,,,,,"[67.5, 72.3]",,,,,,,,,,,1.384198,,,,,,,,,,,,,26d3c613-ee15-41c9-ba40-be095188af7a,20,,"[71.6, 73.9]",3930175,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Dodi Lukebakio,12306.0,Right Wing,2,Belgium,782,"['8c2cfa0e-0d73-4283-8d3b-07e67cb2267f', '93fcc2eb-3efd-47db-96ba-67db545e1db3', '9633abf6-c66c-4e58-b9a0-cc36fa685955', '9d02d42d-bd9a-49c3-a378-ecb0e3249d85']",9,,,,,,,,,,,,,,,,Belgium,782,00:00:09.071,Carry,True,,,,,,71.6,73.9,,,67.5,72.3,,,,67.5,72.3,Belgium vs Romania,Belgium,Romania
,,,,,"[50.2, 71.5]",,,,,,,,,,,1.837753,,,,,,,,,,,,,ea21ed96-7963-426b-9df4-6209e2306509,26,,"[50.0, 71.2]",3930175,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Wout Faes,8854.0,Right Center Back,3,Belgium,782,"['085aab21-642b-4c6f-8daf-d6a83f4f5884', '66c2cab2-2489-482c-bd65-56f077605d87']",23,,,,,,,,,,,,,,,,Belgium,782,00:00:23.912,Carry,,,,,,,50.0,71.2,,,50.2,71.5,,,,50.2,71.5,Belgium vs Romania,Belgium,Romania
,,,,,"[57.4, 62.9]",,,,,,,,,,,0.040000003,,,,,,,,,,,,,37bafd95-94ef-4cf6-b851-b64ac9d9d8e5,30,,"[57.2, 62.9]",3930175,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Youri Tielemans,2954.0,Right Defensive Midfield,3,Belgium,782,"['4b55b5db-07af-4155-865f-aa70f2db519e', '654b7cda-b427-459f-a46b-6dd2e539c815']",26,,,,,,,,,,,,,,,,Belgium,782,00:00:26.619,Carry,,,,,,,57.2,62.9,,,57.4,62.9,,,,57.4,62.9,Belgium vs Romania,Belgium,Romania
,,,,,"[27.9, 33.7]",,,,,,,,,,,3.034325,,,,,,,,,,,,,94e0449c-5815-401e-8d70-c5e277c3da46,33,,"[27.2, 44.5]",3930175,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Koen Casteels,8240.0,Goalkeeper,3,Belgium,782,"['22f63da1-5763-4371-bcfe-14cb849b514b', '880b599a-9a77-4f0a-a265-5c2af80a4b32', '9d03d8d7-28ba-4b22-8711-e135aea94256']",28,,,,,,,,,,,,,,,,Belgium,782,00:00:28.643,Carry,True,,,,,,27.2,44.5,,,27.9,33.7,,,,27.9,33.7,Belgium vs Romania,Belgium,Romania
,,,,,"[91.1, 24.4]",,,,,,,,,,,2.541715,,,,,,,,,,,,,f05423f1-abda-4d6b-b377-6165906a63e7,43,,"[72.4, 18.7]",3930175,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Kevin De Bruyne,3089.0,Center Attacking Midfield,3,Belgium,782,"['53c6393f-8c37-4aa5-97fd-f2d63e0dafb9', 'a2bd4895-5410-4711-8e4c-19eb693e7cb5', 'e4e506bf-ef0e-4832-bd8b-95ac06963399']",38,,,,,,,,,,,,,,,,Belgium,782,00:00:38.283,Carry,True,,,,,,72.4,18.7,,,91.1,24.4,,,,91.1,24.4,Belgium vs Romania,Belgium,Romania
,,,,,"[25.6, 35.9]",,,,,,,,,,,1.247442,,,,,,,,,,,,,8cda4c67-e70b-4a34-a1bb-d12a2123d3b7,51,,"[19.3, 33.9]",3930175,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nicușor Silviu Bancu,34600.0,Left Back,4,Romania,905,"['7985e605-81ee-4d12-b59a-baa25471cf23', 'e719e66e-7868-4626-bdc2-7f7377fd842c']",42,,,,,,,,,,,,,,,,Romania,905,00:00:42.588,Carry,,,,,,,19.3,33.9,,,25.6,35.9,,,,25.6,35.9,Belgium vs Romania,Belgium,Romania
,,,,,"[41.9, 66.1]",,,,,,,,,,,0.489531,,,,,,,,,,,,,68796511-3aeb-4ab5-9281-5d58edea5b95,54,,"[41.9, 66.1]",3930175,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Dennis Man,56905.0,Right Midfield,4,Romania,905,"['c1f6bca9-56f7-43e0-9625-79188e8e806e', 'dd5a1b40-173c-4571-9d94-be9ba7a6c408']",45,,,,,,,,,,,,,,,,Romania,905,00:00:45.408,Carry,,,,,,,41.9,66.1,,,41.9,66.1,,,,41.9,66.1,Belgium vs Romania,Belgium,Romania
,,,,,"[34.5, 58.5]",,,,,,,,,,,1.870257,,,,,,,,,,,,,8412e152-5aea-47c3-ab95-d5accd6f0d61,58,,"[27.8, 61.8]",3930175,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andrei Florin Ratiu,24861.0,Right Back,4,Romania,905,"['3c7848e0-52e8-4066-8775-3de9cb95c7f6', '6fe9a1ef-2c56-40f0-bdeb-86669d77eba4', '99f2bf57-91aa-45f1-aa54-1b4a60157cde', 'ac1eb771-36fe-46ff-b9ff-ecd0dbe4c01d']",47,,,,,,,,,,,,,,,,Romania,905,00:00:47.000,Carry,True,,,,,,27.8,61.8,,,34.5,58.5,,,,34.5,58.5,Belgium vs Romania,Belgium,Romania
,,,,,"[42.6, 59.1]",,,,,,,,,,,0.942434,,,,,,,,,,,,,13b08e52-3cd7-4603-8fe0-5226bafea36d,63,,"[41.1, 59.5]",3930175,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andrei Florin Ratiu,24861.0,Right Back,4,Romania,905,"['9c48ebab-432c-4429-84d6-95077c9cee68', 'ed03a06d-14bd-4ffa-9ec3-b43690f18f30']",51,,,,,,,,,,,,,,,,Romania,905,00:00:51.500,Carry,,,,,,,41.1,59.5,,,42.6,59.1,,,,42.6,59.1,Belgium vs Romania,Belgium,Romania
,,,,,"[41.4, 46.6]",,,,,,,,,,,0.797514,,,,,,,,,,,,,b6a7eae6-a1ba-4411-bcf7-771516da36b1,66,,"[41.4, 49.0]",3930175,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nicolae Claudiu Stanciu,10916.0,Left Center Midfield,4,Romania,905,"['a1c841d8-81f5-4469-8891-d6f188135e10', 'd45b1428-dcf6-44dc-aa67-d6a67aa4fe53']",53,,,,,,,,,,,,,,,,Romania,905,00:00:53.925,Carry,,,,,,,41.4,49.0,,,41.4,46.6,,,,41.4,46.6,Belgium vs Romania,Belgium,Romania
,,,,,"[33.7, 25.3]",,,,,,,,,,,0.017071,,,,,,,,,,,,,13147041-961d-4e72-bfbb-265ec90fd0ef,69,,"[33.7, 25.3]",3930175,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andrei Burcă Andonie,31908.0,Left Center Back,4,Romania,905,"['7ab9d824-8673-4852-9eb4-b9a1235ecd30', 'ab7900be-7a64-4ed5-a424-040dc8e153a8']",56,,,,,,,,,,,,,,,,Romania,905,00:00:56.552,Carry,,,,,,,33.7,25.3,,,33.7,25.3,,,,33.7,25.3,Belgium vs Romania,Belgium,Romania
,,,,,"[49.2, 16.8]",,,,,,,,,,,1.798336,,,,,,,,,,,,,b414221c-2fe1-49d0-84f8-696e0a853cba,72,,"[48.9, 23.2]",3930175,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nicușor Silviu Bancu,34600.0,Left Back,4,Romania,905,"['436b9630-25bc-433e-b9a3-202315fdb039', '86510943-26b8-482e-b54c-c83c739a99d5', 'eea91ccd-bbbc-4eff-a2ab-07a66aa72885']",57,,,,,,,,,,,,,,,,Romania,905,00:00:57.553,Carry,True,,,,,,48.9,23.2,,,49.2,16.8,,,,49.2,16.8,Belgium vs Romania,Belgium,Romania
,,,,,"[93.3, 43.6]",,,,,,,,,,,2.057232,,,,,,,,,,,,,f562b373-1898-4f5a-9611-ed29e694ab8e,81,,"[90.2, 46.3]",3930175,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Romelu Lukaku Menama,3289.0,Center Forward,5,Belgium,782,"['1592482a-a56e-4600-98c5-f7dcc71892d0', '204a6740-5eb5-4bc3-9c44-cdb3e39236fe', 'fedae4de-1210-4f78-b9ff-0e334c52c5c4']",3,,,,,,,,,,,,,,,,Belgium,782,00:01:03.417,Carry,True,,,,,,90.2,46.3,,,93.3,43.6,,,,93.3,43.6,Belgium vs Romania,Belgium,Romania
,,,,,"[104.0, 26.5]",,,,,,,,,,,5.098311,,,,,,,,,,,,,16d1fb17-d4b8-4efe-ad6f-0ea34c38d3b2,85,,"[94.2, 23.5]",3930175,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jeremy Doku,23650.0,Left Wing,5,Belgium,782,"['27e3c750-d4de-48c6-bab3-42b246e60ff7', 'c1ac6cd1-374b-490d-ae56-c4b9cb7914db']",6,,,,,,,,,,,,,,,,Belgium,782,00:01:06.704,Carry,,,,,,,94.2,23.5,,,104.0,26.5,,,,104.0,26.5,Belgium vs Romania,Belgium,Romania
,,,,,"[107.3, 43.9]",,,,,,,,,,,1.087387,,,,,,,,,,,,,384d1d16-986a-4c3c-b2ef-db681848b282,89,,"[107.5, 43.3]",3930175,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Romelu Lukaku Menama,3289.0,Center Forward,5,Belgium,782,"['0a603498-faa3-48da-b8a8-e0e92351b00f', '87220da3-7766-41ac-9a6d-87e1b0fc004b', 'f8e22ab1-6160-4e49-a512-03dfc97c8b9a']",12,,,,,,,,,,,,,,,,Belgium,782,00:01:12.740,Carry,True,,,,,,107.5,43.3,,,107.3,43.9,,,,107.3,43.9,Belgium vs Romania,Belgium,Romania
,,,,,"[29.1, 66.3]",,,,,,,,,,,1.026329,,,,,,,,,,,,,1fcad256-5eb2-4e2b-9ae2-d7ed19a13b25,101,,"[28.7, 65.8]",3930175,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Dodi Lukebakio,12306.0,Right Wing,7,Belgium,782,"['59c1e7d4-0f6a-4e64-9d4b-dd3f8478aeb6', '8a9a1984-fa1f-4008-bf23-a7e43523c182', 'cf4f9507-e170-4e32-8720-d95521b7db2f']",21,,,,,,,,,,,,,,,,Belgium,782,00:02:21.995,Carry,True,,,,,,28.7,65.8,,,29.1,66.3,,,,29.1,66.3,Belgium vs Romania,Belgium,Romania
,,,,,"[30.7, 63.7]",,,,,,,,,,,0.79361,,,,,,,,,,,,,bbfe87d2-a13b-49c1-a2e9-7f8cb55ed9f2,105,,"[29.1, 66.3]",3930175,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Dodi Lukebakio,12306.0,Right Wing,7,Belgium,782,"['2ab3c570-6504-43aa-94a7-72640b3b82d9', '8a9a1984-fa1f-4008-bf23-a7e43523c182', 'ad0627e1-9e7d-43cb-8053-768fa4bcf6ee', 'cf4f9507-e170-4e32-8720-d95521b7db2f', 'cf7cfbf5-2cf0-4c41-94b5-1999648891ce']",23,,,,,,,,,,,,,,,,Belgium,782,00:02:23.021,Carry,True,,,,,,29.1,66.3,,,30.7,63.7,,,,30.7,63.7,Belgium vs Romania,Belgium,Romania
,,,,,"[76.4, 10.3]",,,,,,,,,,,0.338846,,,,,,,,,,,,,171371ab-656e-4330-ab64-a8e3df7ff5dc,110,,"[76.4, 10.3]",3930175,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nicușor Silviu Bancu,34600.0,Left Back,8,Romania,905,"['6ac19d75-8831-4393-a94e-34ceb0caa89e', '9b5871a9-6afd-48c2-b0e0-84a044fbefb3']",26,,,,,,,,,,,,,,,,Romania,905,00:02:26.261,Carry,,,,,,,76.4,10.3,,,76.4,10.3,,,,76.4,10.3,Belgium vs Romania,Belgium,Romania
,,,,,"[76.4, 20.9]",,,,,,,,,,,0.426208,,,,,,,,,,,,,5d3cae12-8700-442f-beea-7f3acd335194,116,,"[77.1, 20.7]",3930175,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marius Mihai Marin,30913.0,Center Defensive Midfield,8,Romania,905,"['024d6f37-739f-4661-9d8b-48907ff7ee2b', '480ef4d6-a09b-4e92-a479-dc61e55f43fa', 'c7a1b650-d1fe-44a2-8eca-51f013c0ae6b']",28,,,,,,,,,,,,,,,,Romania,905,00:02:28.126,Carry,True,,,,,,77.1,20.7,,,76.4,20.9,,,,76.4,20.9,Belgium vs Romania,Belgium,Romania
,,,,,"[77.3, 41.0]",,,,,,,,,,,1.345504,,,,,,,,,,,,,05467a74-43aa-4d19-a4e5-f97a6eba65f6,121,,"[78.1, 36.5]",3930175,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Răzvan Gabriel Marin,16344.0,Right Center Midfield,8,Romania,905,"['14d91887-31e8-4b4d-8842-8ec949c261ae', '95e1c206-6c5d-4249-b63a-48d2a3d675b9']",29,,,,,,,,,,,,,,,,Romania,905,00:02:29.917,Carry,,,,,,,78.1,36.5,,,77.3,41.0,,,,77.3,41.0,Belgium vs Romania,Belgium,Romania
,,,,,"[91.0, 72.4]",,,,,,,,,,,3.051588,,,,,,,,,,,,,18d979e7-b3fa-4db9-9c31-7fb7e23e1172,124,,"[91.0, 72.4]",3930175,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Dennis Man,56905.0,Right Midfield,8,Romania,905,"['02b3c4e1-516b-45c7-b2de-777f362af1b5', '8d6ebcc8-f2c8-4511-b2c9-28de67bce3ff']",33,,,,,,,,,,,,,,,,Romania,905,00:02:33.231,Carry,,,,,,,91.0,72.4,,,91.0,72.4,,,,91.0,72.4,Belgium vs Romania,Belgium,Romania
,,,,,"[93.6, 55.2]",,,,,,,,,,,1.186076,,,,,,,,,,,,,4ff3d141-c63f-4b93-861a-05d741373036,127,,"[91.6, 59.7]",3930175,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Răzvan Gabriel Marin,16344.0,Right Center Midfield,8,Romania,905,"['383f86b9-9728-4957-ac5c-0f4eec99935f', '72e0aa5f-b704-4cc4-9ee2-c072dad41f1c']",36,,,,,,,,,,,,,,,,Romania,905,00:02:36.989,Carry,,,,,,,91.6,59.7,,,93.6,55.2,,,,93.6,55.2,Belgium vs Romania,Belgium,Romania
,,,,,"[9.2, 27.0]",,,,,,,,,,,1.985159,,,,,,,,,,,,,3a898afa-570f-4704-aced-1e7c8d916c5d,132,,"[5.9, 28.7]",3930175,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jan Vertonghen,3077.0,Left Center Back,9,Belgium,782,"['90ef9c38-5dfe-4975-84ee-8bbc945697d3', 'a043c891-015b-4352-b109-dc9828c0ab17', 'aa2c2d90-c4cf-4748-9e23-74a5012fc01f']",50,,,,,,,,,,,,,,,,Belgium,782,00:02:50.528,Carry,True,,,,,,5.9,28.7,,,9.2,27.0,,,,9.2,27.0,Belgium vs Romania,Belgium,Romania
,,,,,"[114.4, 59.9]",,,,,,,,,,,6.857372,,,,,,,,,,,,,85458801-5071-47a4-95ad-7168210078b8,136,,"[110.9, 53.1]",3930175,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Denis Mihai Drăguş,31193.0,Center Forward,10,Romania,905,"['5a982b18-9633-4413-992b-9b6918a876da', '6312cd8e-0597-489c-ade8-9a6400d7e86e']",52,,,,,,,,,,,,,,,,Romania,905,00:02:52.513,Carry,,,,,,,110.9,53.1,,,114.4,59.9,,,,114.4,59.9,Belgium vs Romania,Belgium,Romania
,,,,,"[113.0, 78.4]",,,,,,,,,,,0.266946,,,,,,,,,,,,,de086fcc-3b5c-4225-bbf8-ea1b18314d36,143,,"[113.0, 78.4]",3930175,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Nicolae Claudiu Stanciu,10916.0,Left Center Midfield,11,Romania,905,"['33e7b760-d30d-47d1-bce5-df508a04a4b6', 'bd2402c8-d6c9-4261-a2b0-e1f1d54ff3dc']",49,,,,,,,,,,,,,,,,Romania,905,00:03:49.745,Carry,,,,,,,113.0,78.4,,,113.0,78.4,,,,113.0,78.4,Belgium vs Romania,Belgium,Romania
