50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,team,team_id,timestamp,type,under_pressure,tactics.formation,tactics.lineup,tactics,50_50.outcome.id,50_50.outcome.name,x,y,pass_end_x,pass_end_y,carry_end_x,carry_end_y,shot_end_x,shot_end_y,shot_end_z,end_x,end_y,match_name,home_team,away_team
,,,,,,,,,,,,,,,,1.032657,,,,,,,,,,,,,76233b08-b044-41ca-86b1-da917d201f99,401,,"[61.5, 52.0]",3930175,10,,,,1.901679,,Right Foot,,,"[57.0, 65.1]",,Ground Pass,,13.851354,,,,Wout Faes,8854.0,,,,,,1,From Throw In,Amadou Onana,48347.0,Left Defensive Midfield,24,Belgium,782,['f1819e98-c327-4108-b357-6a0ebcfc52f9'],10,,,,,,,,,,,,,,,,Belgium,782,00:10:10.643,Pass,,,,,,,61.5,52.0,57.0,65.1,,,,,,57.0,65.1,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,1.999999,,,,,,,,,,,,,df8c22da-6980-4144-b6b4-705ad58342b1,404,,"[57.4, 65.1]",3930175,10,,,,-2.0507026,,Right Foot,,,"[44.7, 40.7]",,Ground Pass,,27.50727,,,,Jan Vertonghen,3077.0,,,,,,1,From Throw In,Wout Faes,8854.0,Right Center Back,24,Belgium,782,['e084fff2-5936-4135-8343-2d4710ba8b90'],13,,,,,,,,,,,,,,,,Belgium,782,00:10:13.998,Pass,,,,,,,57.4,65.1,44.7,40.7,,,,,,44.7,40.7,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,1.227361,,,,,,,,,,,,,c09ca7ed-935d-4501-af66-0e2162c5cfe1,407,,"[44.9, 41.4]",3930175,10,,,,1.1427069,,Left Foot,,,"[54.3, 62.0]",,Ground Pass,,22.643322,,,,Wout Faes,8854.0,,,,,,1,From Throw In,Jan Vertonghen,3077.0,Left Center Back,24,Belgium,782,['b54dfe49-5291-46ba-bcba-8b21bae59778'],16,,,,,,,,,,,,,,,,Belgium,782,00:10:16.867,Pass,,,,,,,44.9,41.4,54.3,62.0,,,,,,54.3,62.0,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,1.636532,,,,,,,,,,,,,910146f5-2119-4671-a94a-cf2dbf0139c1,410,,"[71.2, 69.0]",3930175,10,,,,-1.5858328,,Right Foot,,,"[71.0, 55.7]",,Ground Pass,,13.301504,,,,Amadou Onana,48347.0,,,,,,1,From Throw In,Wout Faes,8854.0,Right Center Back,24,Belgium,782,['d0b97309-d093-4d3e-8634-c304a95a0472'],21,,,,,,,,,,,,,,,,Belgium,782,00:10:21.850,Pass,,,,,,,71.2,69.0,71.0,55.7,,,,,,71.0,55.7,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,1.620642,,,,,,,,,,,,,8dae70dd-50f3-4757-9fea-5f5bf35afb84,413,,"[77.0, 21.0]",3930175,10,,,,-2.239703,,Right Foot,,,"[68.7, 10.5]",,Ground Pass,,13.384319,,,,Arthur Theate,43913.0,,,,,,1,From Throw In,Amadou Onana,48347.0,Left Defensive Midfield,24,Belgium,782,['a290ffaa-30ae-407b-9a2b-8964dd659469'],27,,,,,,,,,,,,,,,,Belgium,782,00:10:27.389,Pass,,,,,,,77.0,21.0,68.7,10.5,,,,,,68.7,10.5,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,1.059799,,,,,,,,,,,,,b1cf1c96-4e08-4064-a40d-5707e66974f0,416,,"[68.7, 10.5]",3930175,10,,,,-0.6257918,,Left Foot,,,"[80.6, 1.9]",,Ground Pass,,14.682302,,,,Jeremy Doku,23650.0,,,,,,1,From Throw In,Arthur Theate,43913.0,Left Back,24,Belgium,782,['6d8a259b-338b-4a8a-98ed-c2dc21d9e1ac'],29,,,,,,,,,,,,,,,,Belgium,782,00:10:29.965,Pass,,,,,,,68.7,10.5,80.6,1.9,,,,,,80.6,1.9,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,1.320386,,,,,,,,,,,,,5060d817-ea60-496a-8f82-c94ace7bb173,420,,"[99.3, 4.4]",3930175,10,,,,1.5034825,,Right Foot,,,"[100.5, 22.2]",,Ground Pass,,17.840405,,Incomplete,,Kevin De Bruyne,3089.0,,,,,,1,From Throw In,Jeremy Doku,23650.0,Left Wing,24,Belgium,782,"['0d12e7eb-993d-447f-a86e-b290ed378452', '179e84be-0eff-4a06-81be-d17aab9cfded', '565831fd-fdf1-4726-802a-6d09ff49f30d']",34,,,,,,,,,,,,,,,,Belgium,782,00:10:34.180,Pass,True,,,,,,99.3,4.4,100.5,22.2,,,,,,100.5,22.2,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,0.853788,,,,,,,,,,,,,565831fd-fdf1-4726-802a-6d09ff49f30d,423,,"[19.6, 57.9]",3930175,10,,,,0.3109983,,Right Foot,,,"[28.0, 60.6]",,Ground Pass,,8.823265,,,,Răzvan Gabriel Marin,16344.0,,,,,Recovery,1,Regular Play,Marius Mihai Marin,30913.0,Center Defensive Midfield,25,Romania,905,"['5060d817-ea60-496a-8f82-c94ace7bb173', 'a77c5bbb-01ac-43e3-b6d4-506454bb090d', 'b4012bbd-b80a-4d5e-b3ee-aea54ce66004']",35,,,,,,,,,,,,,,,,Romania,905,00:10:35.500,Pass,True,,,,,,19.6,57.9,28.0,60.6,,,,,,28.0,60.6,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,0.830316,,,,,,,,,,,,,be52e6a2-229f-4389-b25c-75c677e58907,426,,"[29.1, 67.1]",3930175,10,,,,1.9573027,,Right Foot,,,"[25.6, 75.7]",,Ground Pass,,9.284934,,,,Andrei Florin Ratiu,24861.0,,,,,,1,Regular Play,Răzvan Gabriel Marin,16344.0,Right Center Midfield,25,Romania,905,['23b92ade-ca5e-4b9d-8a54-2a715b3f6c74'],37,,,,,,,,,,,,,,,,Romania,905,00:10:37.851,Pass,,,,,,,29.1,67.1,25.6,75.7,,,,,,25.6,75.7,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,0.663373,,,,,,,,,,,,,fd35e8c9-fbb6-4aa3-a441-d8156871f7af,430,,"[27.6, 77.8]",3930175,10,,,,0.034768593,,Right Foot,,,"[39.1, 78.2]",,Ground Pass,,11.506954,,,,Dennis Man,56905.0,,,,,,1,Regular Play,Andrei Florin Ratiu,24861.0,Right Back,25,Romania,905,['bdfa9880-5b0b-4b04-b2f1-ba3cae71a12f'],40,,,,,,,,,,,,,,,,Romania,905,00:10:40.118,Pass,,,,,,,27.6,77.8,39.1,78.2,,,,,,39.1,78.2,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,1.059861,,,,,,,,,,,,,d5d0db79-8448-4068-84a5-27aa61de5d30,440,,"[85.5, 1.7]",3930175,10,,,,2.2157638,,Right Foot,,,"[77.3, 12.6]",,Ground Pass,,13.640015,,,,Youri Tielemans,2954.0,,,,,Recovery,1,Regular Play,Arthur Theate,43913.0,Left Back,26,Belgium,782,['ccb573b1-df72-4e64-a932-1871390785b6'],43,,,,,,,,,,,,,,,,Belgium,782,00:10:43.988,Pass,,,,,,,85.5,1.7,77.3,12.6,,,,,,77.3,12.6,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,1.185561,,,,,,,,,,,,,14dfcf16-11ae-479b-a7b3-0628aa72e492,444,,"[78.7, 14.6]",3930175,10,,,,-0.6629371,,Left Foot,,,"[93.3, 3.2]",,Ground Pass,,18.523499,,,,Jeremy Doku,23650.0,,,,,,1,Regular Play,Youri Tielemans,2954.0,Right Defensive Midfield,26,Belgium,782,['9e2236d8-1c21-43db-835c-8f45c86ec73d'],47,,,,,,,,,,,,,,,,Belgium,782,00:10:47.998,Pass,,,,,,,78.7,14.6,93.3,3.2,,,,,,93.3,3.2,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,1.137514,,,,,,,,,,,,,8524b4ac-a35e-44ba-a043-8b0bc291814c,448,,"[106.1, 26.7]",3930175,10,,,,2.2987864,d0ea9ba8-59fb-42a5-9771-522291bfbdfe,Right Foot,,,"[97.9, 35.9]",,Ground Pass,,12.32396,,,,Youri Tielemans,2954.0,True,,,,,1,Regular Play,Jeremy Doku,23650.0,Left Wing,26,Belgium,782,['54dc6101-b317-4300-bedc-becf456aa20d'],56,,,,,,,,,,,,,,,,Belgium,782,00:10:56.457,Pass,,,,,,,106.1,26.7,97.9,35.9,,,,,,97.9,35.9,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,2.163488,,,,,,,,,,,,,5012cdb8-d98d-4b26-857a-edb69379d3b3,457,,"[66.1, 80.0]",3930175,11,,,,-2.6452973,,,,,"[40.8, 66.3]",,Low Pass,,28.771166,,,,Wout Faes,8854.0,,,,,Throw-in,1,From Throw In,Timothy Castagne,6989.0,Right Back,27,Belgium,782,['1f72a843-a509-4617-a28a-2aee002aaee3'],13,,,,,,,,,,,,,,,,Belgium,782,00:11:13.345,Pass,,,,,,,66.1,80.0,40.8,66.3,,,,,,40.8,66.3,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,1.381129,,,,,,,,,,,,,9006bd36-65c8-4926-b68e-d860317b84d7,460,,"[41.8, 66.3]",3930175,11,,,,-1.1122248,,Right Foot,,,"[49.6, 50.5]",,Ground Pass,,17.620443,,,,Amadou Onana,48347.0,,,,,,1,From Throw In,Wout Faes,8854.0,Right Center Back,27,Belgium,782,['57ad7c6d-95f0-42da-a8a8-54d3fbfced69'],17,,,,,,,,,,,,,,,,Belgium,782,00:11:17.327,Pass,,,,,,,41.8,66.3,49.6,50.5,,,,,,49.6,50.5,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,2.059829,,,,,,,,,,,,,1aff8130-d946-4fdb-b8b6-69da9893b411,463,,"[47.6, 51.2]",3930175,11,,,,-1.9793816,,Right Foot,,,"[36.3, 25.1]",,Ground Pass,,28.441168,,,,Jan Vertonghen,3077.0,,,,,,1,From Throw In,Amadou Onana,48347.0,Left Defensive Midfield,27,Belgium,782,['79e9ef18-e36b-4bd5-a98e-51b6505ca838'],20,,,,,,,,,,,,,,,,Belgium,782,00:11:20.219,Pass,,,,,,,47.6,51.2,36.3,25.1,,,,,,36.3,25.1,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,1.196539,,,,,,,,,,,,,3b0c38ab-72b7-4cac-aaa7-e6ccf6372dcf,466,,"[36.3, 25.1]",3930175,11,,,,-0.13584875,,Right Foot,,,"[50.2, 23.2]",,Ground Pass,,14.029255,,,,Kevin De Bruyne,3089.0,,,,,,1,From Throw In,Jan Vertonghen,3077.0,Left Center Back,27,Belgium,782,['c41daf29-039e-4692-ad36-e40536594469'],22,,,,,,,,,,,,,,,,Belgium,782,00:11:22.857,Pass,,,,,,,36.3,25.1,50.2,23.2,,,,,,50.2,23.2,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,1.733878,,,,,,,,,,,,,6803ed0d-bb80-426b-a183-43d9b8fc49d0,469,,"[47.3, 23.9]",3930175,11,,,,1.6823316,,Right Foot,,,"[43.1, 61.4]",,Ground Pass,,37.734467,,,,Wout Faes,8854.0,,,,,,1,From Throw In,Kevin De Bruyne,3089.0,Center Attacking Midfield,27,Belgium,782,['a1209eb0-99b9-4471-930a-0e49396c7dbd'],26,,,,,,,,,,,,,,,,Belgium,782,00:11:26.693,Pass,,,,,,,47.3,23.9,43.1,61.4,,,,,,43.1,61.4,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,1.358964,,,,,,,,,,,,,7f8c9807-a84d-4039-8cbc-7902331895b9,472,,"[49.7, 61.0]",3930175,11,,,,0.551655,,Right Foot,,,"[74.4, 76.2]",,Ground Pass,,29.002241,,,,Timothy Castagne,6989.0,,,,,,1,From Throw In,Wout Faes,8854.0,Right Center Back,27,Belgium,782,['145cda7b-392a-4605-88d3-e74471125611'],29,,,,,,,,,,,,,,,,Belgium,782,00:11:29.596,Pass,,,,,,,49.7,61.0,74.4,76.2,,,,,,74.4,76.2,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,1.255034,,,,,,,,,,,,,02e86d8c-f5c2-4d82-9c46-e34dc1a27381,476,,"[78.1, 74.7]",3930175,11,,,,-0.94989026,,Right Foot,,,"[88.4, 60.3]",,Ground Pass,,17.70452,,,,Youri Tielemans,2954.0,,,,,,1,From Throw In,Timothy Castagne,6989.0,Right Back,27,Belgium,782,"['72265683-b4e2-4f92-8713-c53a9072951e', 'e499b462-dc10-4df3-9b3c-b0e73c56fc7d']",31,,,,,,,,,,,,,,,,Belgium,782,00:11:31.938,Pass,True,,,,,,78.1,74.7,88.4,60.3,,,,,,88.4,60.3,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,1.923934,,,,,,,,,,,,,a45866fd-7de6-4dfd-84ad-d370f3da55d7,480,,"[91.3, 60.3]",3930175,11,,,,-0.29684466,,Left Foot,,,"[108.3, 55.1]",,Ground Pass,,17.777514,,Incomplete,,Romelu Lukaku Menama,3289.0,,,,,,1,From Throw In,Youri Tielemans,2954.0,Right Defensive Midfield,27,Belgium,782,"['34edd9f2-1020-4fcd-9121-7d2a100b0796', '4f1098c9-d23c-40bf-a6df-356fcdad7d4d', 'b3d4735a-0671-4ce9-9f7d-9bf73511ac1a']",33,,,,,,,,,,,,,,,,Belgium,782,00:11:33.693,Pass,True,,,,,,91.3,60.3,108.3,55.1,,,,,,108.3,55.1,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,0.792773,,,,,,,,,,,,,01d5d763-64ca-4179-9cd2-674ca68e39fb,485,,"[2.1, 15.4]",3930175,11,,,,-0.85871285,,Left Foot,,,"[10.3, 5.9]",,Ground Pass,,12.549502,,,,Valentin Mihai Mihăilă,72512.0,,,,,,1,From Throw In,Radu Drăgușin,39615.0,Right Center Back,27,Belgium,782,"['1344d04b-e86c-4009-be68-d8cc4bbc9c42', 'dbfea104-02c8-45c8-8950-d1eaebeac920']",38,,,,,,,,,,,,,,,,Romania,905,00:11:38.070,Pass,True,,,,,,2.1,15.4,10.3,5.9,,,,,,10.3,5.9,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,1.242431,,,,,,,,,,,,,07ee8661-c4ed-4d19-981f-82e96b014353,490,,"[94.5, 80.0]",3930175,11,,,,-2.1469476,,,,,"[84.3, 64.3]",,High Pass,,18.722446,,,,Amadou Onana,48347.0,,,,,Throw-in,1,From Throw In,Timothy Castagne,6989.0,Right Back,28,Belgium,782,['a20f211e-a219-4e45-b7f5-4b36d448385a'],45,,,,,,,,,,,,,,,,Belgium,782,00:11:45.072,Pass,,,,,,,94.5,80.0,84.3,64.3,,,,,,84.3,64.3,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,1.319324,,,,,,,,,,,,,c36261ba-2290-4221-9e06-cc6e6d5f8b32,492,,"[84.3, 64.3]",3930175,11,,,,1.501343,,Head,,,"[85.1, 75.8]",,Low Pass,,11.527793,,,,Timothy Castagne,6989.0,,,,,,1,From Throw In,Amadou Onana,48347.0,Left Defensive Midfield,28,Belgium,782,['eaa9128b-fa8f-47e4-912f-118c359ca4c0'],46,,,,,,,,,,,,,,,,Belgium,782,00:11:46.355,Pass,,,,,,,84.3,64.3,85.1,75.8,,,,,,85.1,75.8,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,2.114247,,,,,,,,,,,,,d5821b46-06c3-4194-9675-2f4e41681d78,495,,"[84.1, 76.0]",3930175,11,,,,-2.2587597,,Right Foot,,,"[60.1, 46.8]",,Ground Pass,,37.797356,,,,Jan Vertonghen,3077.0,,,,,,1,From Throw In,Timothy Castagne,6989.0,Right Back,28,Belgium,782,['38111282-3200-42df-9916-4541becfeb02'],48,,,,,,,,,,,,,,,,Belgium,782,00:11:48.812,Pass,,,,,,,84.1,76.0,60.1,46.8,,,,,,60.1,46.8,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,1.7044,,,,,,,,,,,,,6a374c31-aabf-4393-ab34-6c973f732001,498,,"[60.3, 44.2]",3930175,11,,,,-1.4199893,,Right Foot,,,"[63.4, 23.8]",,Ground Pass,,20.634195,,,,Arthur Theate,43913.0,,,,,,1,From Throw In,Jan Vertonghen,3077.0,Left Center Back,28,Belgium,782,['3ba6747c-2573-4296-ae96-796b1e36e926'],52,,,,,,,,,,,,,,,,Belgium,782,00:11:52.015,Pass,,,,,,,60.3,44.2,63.4,23.8,,,,,,63.4,23.8,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,2.37873,,,,,,,,,,,,,b1c3be8f-e0c2-44e2-a675-33cf8fb24180,501,,"[70.4, 23.5]",3930175,11,,,,1.0549701,,Left Foot,,,"[96.2, 69.0]",,High Pass,,52.305737,,Incomplete,,Dodi Lukebakio,12306.0,,True,,,,1,From Throw In,Arthur Theate,43913.0,Left Back,28,Belgium,782,"['ace5fbb4-3713-4c9d-b87b-a8208acfc19c', 'c037bbdc-fa2e-4465-84cc-9df80a60c9b5']",55,,,,,,,,,,,,,,,,Belgium,782,00:11:55.926,Pass,,,,,,,70.4,23.5,96.2,69.0,,,,,,96.2,69.0,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,2.706939,,,,,,,,,,,,,ace5fbb4-3713-4c9d-b87b-a8208acfc19c,503,,"[23.9, 11.1]",3930175,11,,,,-0.16685516,,Head,,,"[33.4, 9.5]",,High Pass,,9.633795,,Incomplete,,Nicolae Claudiu Stanciu,10916.0,,,,,Recovery,1,From Throw In,Valentin Mihai Mihăilă,72512.0,Left Midfield,28,Belgium,782,"['8bd8c9da-db81-491c-ad00-aa1f139f7d44', 'b1c3be8f-e0c2-44e2-a675-33cf8fb24180', 'ccd4341b-23ee-4422-9771-541f1157ae45']",58,,,,,,,,,,,,,,,,Romania,905,00:11:58.304,Pass,,,,,,,23.9,11.1,33.4,9.5,,,,,,33.4,9.5,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,0.86607,,,,,,,,,,,,,30bf21e5-348c-4f28-a8f2-f6c28af2f8a6,508,,"[88.2, 70.0]",3930175,12,,,,0.26396373,,Right Foot,,,"[99.3, 73.0]",,Ground Pass,,11.4982605,,,,Timothy Castagne,6989.0,,,,,,1,From Throw In,Youri Tielemans,2954.0,Right Defensive Midfield,28,Belgium,782,['f625679e-6f6f-4ddd-93a8-7cc69095d055'],1,,,,,,,,,,,,,,,,Belgium,782,00:12:01.684,Pass,,,,,,,88.2,70.0,99.3,73.0,,,,,,99.3,73.0,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,1.928351,,,,,,,,,,,,,fa9a5e14-e497-4e75-bba0-a06fe5d6ad54,515,,"[117.1, 67.6]",3930175,12,,,,-1.6117828,,Right Foot,True,,"[115.8, 35.9]",,High Pass,,31.726645,,Incomplete,,,,,,,,,1,From Throw In,Timothy Castagne,6989.0,Right Back,28,Belgium,782,['7c160e3e-957a-4a55-8dd9-0ebadc3956fa'],5,,,,,,,,,,,,,,,,Belgium,782,00:12:05.820,Pass,,,,,,,117.1,67.6,115.8,35.9,,,,,,115.8,35.9,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,0.928888,,,,,,,,,,,,,93d419ab-4fc9-43a4-80d7-f7f24ff0c4ba,520,,"[106.0, 14.7]",3930175,12,,,,-2.287338,,Right Foot,,,"[97.9, 5.4]",,Ground Pass,,12.332883,,,,Arthur Theate,43913.0,,,,,,1,From Throw In,Jeremy Doku,23650.0,Left Wing,28,Belgium,782,"['2f5a5b8a-dd1b-4008-9892-5374f632c4ea', '33f22d37-6bad-4934-8a1e-8334dc907e54']",16,,,,,,,,,,,,,,,,Belgium,782,00:12:16.527,Pass,True,,,,,,106.0,14.7,97.9,5.4,,,,,,97.9,5.4,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,1.130561,,,,,,,,,,,,,b2554b99-abff-4bbd-8d09-52bfedcb0199,523,,"[97.9, 5.4]",3930175,12,,,,2.3202388,,Left Foot,,,"[84.5, 19.8]",,Ground Pass,,19.670282,,,,Amadou Onana,48347.0,,,,,,1,From Throw In,Arthur Theate,43913.0,Left Back,28,Belgium,782,['0664e39a-7d39-4f09-8ba1-2dd3155079d6'],18,,,,,,,,,,,,,,,,Belgium,782,00:12:18.221,Pass,,,,,,,97.9,5.4,84.5,19.8,,,,,,84.5,19.8,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,0.831722,,,,,,,,,,,,,de17f359-33c9-489b-b5e1-c1070c0e7454,526,,"[87.8, 24.7]",3930175,12,,,,1.6340603,,Right Foot,,,"[86.4, 46.8]",,Ground Pass,,22.144299,,,,Youri Tielemans,2954.0,,,,,,1,From Throw In,Amadou Onana,48347.0,Left Defensive Midfield,28,Belgium,782,['4858a9dc-5271-4278-a719-3fee116ba55c'],21,,,,,,,,,,,,,,,,Belgium,782,00:12:21.755,Pass,,,,,,,87.8,24.7,86.4,46.8,,,,,,86.4,46.8,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,1.254582,,,,,,,,,,,,,7c714ac0-c8ed-422e-8ea8-a5d8380dcfc9,529,,"[86.4, 50.6]",3930175,12,,,,0.8992588,,Right Foot,,,"[104.6, 73.5]",,Ground Pass,,29.251495,,,,Dodi Lukebakio,12306.0,,,,,,1,From Throw In,Youri Tielemans,2954.0,Right Defensive Midfield,28,Belgium,782,['59a465a1-fb8d-48db-9243-c542a58b7198'],23,,,,,,,,,,,,,,,,Belgium,782,00:12:23.850,Pass,,,,,,,86.4,50.6,104.6,73.5,,,,,,104.6,73.5,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,0.940054,,,,,,,,,,,,,2f8b3793-982a-4652-a0ee-7b527a922577,533,,"[112.6, 65.4]",3930175,12,,,,-2.0836465,,Left Foot,,,"[106.8, 55.1]",,Ground Pass,,11.8207445,,,,Timothy Castagne,6989.0,,,,,,1,From Throw In,Dodi Lukebakio,12306.0,Right Wing,28,Belgium,782,"['4d7b7743-d70c-4415-b1d5-c649cee9b621', '8004c252-9f50-4acb-8806-e0f0d4e4968b']",30,,,,,,,,,,,,,,,,Belgium,782,00:12:30.915,Pass,True,,,,,,112.6,65.4,106.8,55.1,,,,,,106.8,55.1,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,0.866588,,,,,,,,,,,,,7367d630-04a8-4b56-b9f7-974820e93b2d,537,,"[105.9, 50.6]",3930175,12,,,,-1.0598468,,Right Foot,,,"[109.6, 44.0]",,Ground Pass,,7.566373,,Incomplete,,,,,,,,,1,From Throw In,Timothy Castagne,6989.0,Right Back,28,Belgium,782,['cd796611-36f0-433f-8b7e-f2f3b230319c'],32,,,,,,,,,,,,,,,,Belgium,782,00:12:32.655,Pass,,,,,,,105.9,50.6,109.6,44.0,,,,,,109.6,44.0,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,2.916247,,,,,,,,,,,,,ea0eaa82-5582-4ae3-ad63-e280e5458cf6,539,,"[51.1, 80.0]",3930175,12,,,,-2.1671944,,,,,"[34.4, 55.4]",,Low Pass,,29.732979,,,,Jan Vertonghen,3077.0,,,,,Throw-in,1,From Throw In,Wout Faes,8854.0,Right Center Back,29,Belgium,782,['429c1dc5-b182-43cc-b066-745b641753db'],42,,,,,,,,,,,,,,,,Belgium,782,00:12:42.243,Pass,,,,,,,51.1,80.0,34.4,55.4,,,,,,34.4,55.4,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,1.891622,,,,,,,,,,,,,da2e4688-d91d-4521-b74f-e71530f22113,542,,"[36.1, 52.0]",3930175,12,,,,-1.4099559,,Left Foot,,,"[41.6, 18.1]",,Ground Pass,,34.343266,,,,Arthur Theate,43913.0,,,,,,1,From Throw In,Jan Vertonghen,3077.0,Left Center Back,29,Belgium,782,['9fb93e45-6168-4a41-b7c0-6faada13bfe8'],46,,,,,,,,,,,,,,,,Belgium,782,00:12:46.513,Pass,,,,,,,36.1,52.0,41.6,18.1,,,,,,41.6,18.1,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,0.981637,,,,,,,,,,,,,e651bf4d-6097-4090-9241-5785e23dcea9,545,,"[43.0, 16.9]",3930175,12,,,,0.31561565,,Left Foot,,,"[62.6, 23.3]",,Ground Pass,,20.618439,,,,Kevin De Bruyne,3089.0,,,,,,1,From Throw In,Arthur Theate,43913.0,Left Back,29,Belgium,782,['f069bd72-0768-483d-98ce-de737ecec985'],49,,,,,,,,,,,,,,,,Belgium,782,00:12:49.478,Pass,,,,,,,43.0,16.9,62.6,23.3,,,,,,62.6,23.3,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,2.127026,,,,,,,,,,,,,c9dd0c05-5b4a-4f58-8619-46554bfdbe0b,548,,"[64.4, 21.2]",3930175,12,,,,-0.71495533,,Right Foot,,,"[86.4, 2.1]",,Ground Pass,,29.134344,,,,Jeremy Doku,23650.0,,,,,,1,From Throw In,Kevin De Bruyne,3089.0,Center Attacking Midfield,29,Belgium,782,['9127d45e-30ab-4f9b-bcbb-b5a705b63915'],51,,,,,,,,,,,,,,,,Belgium,782,00:12:51.475,Pass,,,,,,,64.4,21.2,86.4,2.1,,,,,,86.4,2.1,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,0.970313,,,,,,,,,,,,,d9fe1f72-dcd8-4ec2-9a00-a3eb209a3856,551,,"[101.7, 15.9]",3930175,12,,,,1.2084178,02fe4aff-e62f-4ce8-95e5-30bb9d395865,Right Foot,True,,"[108.6, 34.1]",,Ground Pass,,19.46407,,,,Romelu Lukaku Menama,3289.0,True,,,,,1,From Throw In,Jeremy Doku,23650.0,Left Wing,29,Belgium,782,['b4e30434-4dc8-44c9-9ffc-02274e4425ee'],56,,,,,,,,,,,,,,,,Belgium,782,00:12:56.953,Pass,,,,,,,101.7,15.9,108.6,34.1,,,,,,108.6,34.1,Belgium vs Romania,Belgium,Romania
,,,,,,,,,,,,,,,,3.580564,,,,,,,,,,,,,e4d90a4e-2043-492d-a1a4-984e10220b79,559,,"[120.0, 0.1]",3930175,13,,,,1.5707964,,Right Foot,,,"[120.0, 65.8]",,High Pass,True,65.7,,Out,,Jan Vertonghen,3077.0,,True,Inswinging,,Corner,1,From Corner,Kevin De Bruyne,3089.0,Center Attacking Midfield,30,Belgium,782,['ba8de015-9821-4134-b523-200699fa459e'],33,,,,,,,,,,,,,,,,Belgium,782,00:13:33.289,Pass,,,,,,,120.0,0.1,120.0,65.8,,,,,,120.0,65.8,Belgium vs Romania,Belgium,Romania
