50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,team,team_id,timestamp,type,under_pressure,tactics.formation,tactics.lineup,tactics,50_50.outcome.id,50_50.outcome.name,x,y,pass_end_x,pass_end_y,carry_end_x,carry_end_y,shot_end_x,shot_end_y,shot_end_z,end_x,end_y,match_name,home_team,away_team
,,,,,,,,,,,,,,,,,,0.791623,,,,,,,,,,,,,,db7a208c-9bb8-4c45-a2e3-f3f46b487839,1982,,,"[52.4, 76.7]",3930170,45,,,,-2.8453143,,Left Foot,,,"[42.9, 73.8]",,Ground Pass,,9.932774,,,,Milos Veljkovic,6321.0,,,,,,,2,From Kick Off,Andrija Živković,6318.0,Right Wing Back,82,Serbia,786,['551c795b-e4d0-4527-a6cf-9f771e4c2c58'],31,,,,,,,,,,,,,,,,,Serbia,786,00:00:31.399,Pass,,,,,,,52.4,76.7,42.9,73.8,,,,,,42.9,73.8,Slovenia vs Serbia,Slovenia,Serbia
,,,,,,,,,,,,,,,,,,1.94983,,,,,,,,,,,,,,5f7bd4fd-49f0-42ad-8538-4a47e635644f,1985,,,"[36.7, 66.6]",3930170,45,,,,-1.9687712,,Right Foot,,,"[26.4, 42.1]",,Ground Pass,,26.577057,,,,Nikola Milenković,5603.0,,,,,,,2,From Kick Off,Milos Veljkovic,6321.0,Right Center Back,82,Serbia,786,['94fcebe0-3312-4208-b803-a0907d522854'],33,,,,,,,,,,,,,,,,,Serbia,786,00:00:33.359,Pass,,,,,,,36.7,66.6,26.4,42.1,,,,,,26.4,42.1,Slovenia vs Serbia,Slovenia,Serbia
,,,,,,,,,,,,,,,,,,1.69332,,,,,,,,,,,,,,2a82061a-0758-4fd4-84de-a3fae689a2fa,1988,,,"[30.9, 42.1]",3930170,45,,,,1.2274663,,Left Foot,,,"[38.3, 62.8]",,Ground Pass,,21.982948,,,,Milos Veljkovic,6321.0,,,,,,,2,From Kick Off,Nikola Milenković,5603.0,Center Back,82,Serbia,786,['33fe140b-a16d-4d3b-a158-f43d6add5f97'],38,,,,,,,,,,,,,,,,,Serbia,786,00:00:38.204,Pass,,,,,,,30.9,42.1,38.3,62.8,,,,,,38.3,62.8,Slovenia vs Serbia,Slovenia,Serbia
,,,,,,,,,,,,,,,,,,1.632575,,,,,,,,,,,,,,86d05015-1ef5-47c1-998a-f013491c2fd1,1991,,,"[42.5, 62.2]",3930170,45,,,,0.77069336,,Left Foot,,,"[56.3, 75.6]",,Ground Pass,,19.235384,,,,Andrija Živković,6318.0,,,,,,,2,From Kick Off,Milos Veljkovic,6321.0,Right Center Back,82,Serbia,786,['b30bd9cf-ecd7-40ba-9d8f-71c6e537dca0'],41,,,,,,,,,,,,,,,,,Serbia,786,00:00:41.233,Pass,,,,,,,42.5,62.2,56.3,75.6,,,,,,56.3,75.6,Slovenia vs Serbia,Slovenia,Serbia
,,,,,,,,,,,,,,,,,,1.695082,,,,,,,,,,,,,,36f6f802-20ca-4465-b263-55332a0b03e8,1994,,,"[49.8, 71.4]",3930170,45,,,,-1.9715898,,Left Foot,,,"[37.3, 41.9]",,Ground Pass,,32.03904,,,,Nikola Milenković,5603.0,,,,,,,2,From Kick Off,Andrija Živković,6318.0,Right Wing Back,82,Serbia,786,['b802478b-ee7b-433b-b51b-5d5c60c21215'],45,,,,,,,,,,,,,,,,,Serbia,786,00:00:45.335,Pass,,,,,,,49.8,71.4,37.3,41.9,,,,,,37.3,41.9,Slovenia vs Serbia,Slovenia,Serbia
,,,,,,,,,,,,,,,,,,1.699589,,,,,,,,,,,,,,a5b0a3d5-9d80-4e81-a193-80cb48f3b883,1997,,,"[40.5, 41.9]",3930170,45,,,,1.3844588,,Right Foot,,,"[45.1, 66.3]",,Ground Pass,,24.82982,,,,Milos Veljkovic,6321.0,,,,,,,2,From Kick Off,Nikola Milenković,5603.0,Center Back,82,Serbia,786,['707a8b1f-a7e1-484c-a51d-d903f5c2d175'],49,,,,,,,,,,,,,,,,,Serbia,786,00:00:49.062,Pass,,,,,,,40.5,41.9,45.1,66.3,,,,,,45.1,66.3,Slovenia vs Serbia,Slovenia,Serbia
,,,,,,,,,,,,,,,,,,1.041926,,,,,,,,,,,,,,9efd4c6e-45ce-4cee-9665-7229816be739,2000,,,"[55.5, 67.0]",3930170,45,,,,0.55729556,,Left Foot,,,"[69.3, 75.6]",,Ground Pass,,16.260382,,,,Ivan Ilić,30179.0,,,,,,,2,From Kick Off,Milos Veljkovic,6321.0,Right Center Back,82,Serbia,786,['aed109b8-a5a9-4864-a181-c254e94fe9c0'],53,,,,,,,,,,,,,,,,,Serbia,786,00:00:53.635,Pass,,,,,,,55.5,67.0,69.3,75.6,,,,,,69.3,75.6,Slovenia vs Serbia,Slovenia,Serbia
,,,,,,,,,,,,,,,,,,0.934664,,,,,,,,,,,,,,0b130053-e071-4cd5-9ff6-979d2e573514,2003,,,"[69.3, 75.6]",3930170,45,,,,-0.50400573,,Left Foot,,,"[85.8, 66.5]",,Ground Pass,,18.843037,,,,Dušan Tadić,3831.0,,,,,,,2,From Kick Off,Ivan Ilić,30179.0,Right Defensive Midfield,82,Serbia,786,['41c7ebdc-e170-44c9-8073-d8e716ccf04b'],55,,,,,,,,,,,,,,,,,Serbia,786,00:00:55.703,Pass,,,,,,,69.3,75.6,85.8,66.5,,,,,,85.8,66.5,Slovenia vs Serbia,Slovenia,Serbia
,,,,,,,,,,,,,,,,,,1.024814,,,,,,,,,,,,,,344ac25e-25ec-44a7-9a3b-5ba64e4c734b,2009,,,"[40.9, 16.4]",3930170,45,,,,-0.15559483,,Left Foot,,,"[56.2, 14.0]",,Ground Pass,,15.487091,,,,Benjamin Šeško,38759.0,,,,,,,2,From Kick Off,Timi Elšnik,15896.0,Left Defensive Midfield,82,Serbia,786,['fde5dd31-be4a-490d-9f21-12b2d4e1be0a'],59,,,,,,,,,,,,,,,,,Slovenia,944,00:00:59.750,Pass,,,,,,,40.9,16.4,56.2,14.0,,,,,,56.2,14.0,Slovenia vs Serbia,Slovenia,Serbia
,,,,,,,,,,,,,,,,,,0.16371,,,,,,,,,,,,,,c4970851-e173-4390-b13e-59cf60cac775,2013,,,"[56.2, 14.0]",3930170,46,,,,-1.7928783,,Right Foot,,,"[55.5, 10.9]",,Ground Pass,,3.1780498,,Incomplete,,Jan Mlakar,31089.0,,,,,,,2,From Kick Off,Benjamin Šeško,38759.0,Left Center Forward,82,Serbia,786,"['2f4ae38f-3780-4bc7-9623-7ee198693091', '7e4183ef-f114-48a1-9dd3-28418fc6aab0', '89c858fa-256c-4749-98dc-e4b14510193f']",0,,,,,,,,,,,,,,,,,Slovenia,944,00:01:00.895,Pass,True,,,,,,56.2,14.0,55.5,10.9,,,,,,55.5,10.9,Slovenia vs Serbia,Slovenia,Serbia
,,,,,,,,,,,,,,,,,,1.352148,,,,,,,,,,,,,,47301ba8-7e08-4457-b9c5-1a732b83da22,2018,,,"[26.6, 53.5]",3930170,46,,,,0.6397698,,Left Foot,,,"[35.2, 59.9]",,Ground Pass,,10.720075,,,,Ivan Ilić,30179.0,,,,,,,2,From Kick Off,Predrag Rajković,15731.0,Goalkeeper,82,Serbia,786,['b5b5375e-1b3f-4481-9d9e-35b687ee9e28'],7,,,,,,,,,,,,,,,,,Serbia,786,00:01:07.026,Pass,,,,,,,26.6,53.5,35.2,59.9,,,,,,35.2,59.9,Slovenia vs Serbia,Slovenia,Serbia
,,,,,,,,,,,,,,,,,,0.610437,,,,,,,,,,,,,,86b6cc5e-2931-4e59-9143-3f80b908f862,2021,,,"[38.9, 60.3]",3930170,46,,,,-0.92873824,,Left Foot,,,"[47.2, 49.2]",,Ground Pass,,13.860014,,,,Saša Lukić,6687.0,,,,,,,2,From Kick Off,Ivan Ilić,30179.0,Right Defensive Midfield,82,Serbia,786,['b4ed98cb-1d7b-4121-9c0a-d8b3f7eefd79'],10,,,,,,,,,,,,,,,,,Serbia,786,00:01:10.008,Pass,,,,,,,38.9,60.3,47.2,49.2,,,,,,47.2,49.2,Slovenia vs Serbia,Slovenia,Serbia
,,,,,,,,,,,,,,,,,,0.822753,,,,,,,,,,,,,,4928c495-e4a0-4261-ab27-3a93ce2dc11d,2025,,,"[47.6, 48.8]",3930170,46,,,,2.3398025,,Right Foot,,,"[41.6, 55.0]",,Ground Pass,,8.627862,,,,Ivan Ilić,30179.0,,,,,,,2,From Kick Off,Saša Lukić,6687.0,Left Defensive Midfield,82,Serbia,786,"['fd60d5ce-f266-4cb9-9eb7-84d227cb1018', 'fea9c9a9-3d03-47db-8646-2886498f6d92']",10,,,,,,,,,,,,,,,,,Serbia,786,00:01:10.659,Pass,True,,,,,,47.6,48.8,41.6,55.0,,,,,,41.6,55.0,Slovenia vs Serbia,Slovenia,Serbia
,,,,,,,,,,,,,,,,,,2.332009,,,,,,,,,,,,,,4bcb4d6c-aaea-4bc6-a4f0-56ee7c632063,2028,,,"[41.6, 55.0]",3930170,46,,,,-1.4538823,,Left Foot,,,"[45.1, 25.2]",,Ground Pass,,30.004833,,,,Strahinja Pavlović,27719.0,,,,,,,2,From Kick Off,Ivan Ilić,30179.0,Right Defensive Midfield,82,Serbia,786,['aedbb073-7722-4d1b-9f7f-ffe421b0d98b'],12,,,,,,,,,,,,,,,,,Serbia,786,00:01:12.659,Pass,,,,,,,41.6,55.0,45.1,25.2,,,,,,45.1,25.2,Slovenia vs Serbia,Slovenia,Serbia
,,,,,,,,,,,,,,,,,,1.056714,,,,,,,,,,,,,,7b59d168-ee97-4057-8b57-df61a3446108,2031,,,"[51.1, 25.7]",3930170,46,,,,2.0516837,,Left Foot,,,"[45.1, 37.2]",,Ground Pass,,12.971122,,,,Nikola Milenković,5603.0,,,,,,,2,From Kick Off,Strahinja Pavlović,27719.0,Left Center Back,82,Serbia,786,['7a81f4c2-eb47-4f4c-b946-5b0538db4138'],17,,,,,,,,,,,,,,,,,Serbia,786,00:01:17.930,Pass,,,,,,,51.1,25.7,45.1,37.2,,,,,,45.1,37.2,Slovenia vs Serbia,Slovenia,Serbia
,,,,,,,,,,,,,,,,,,3.093487,,,,,,,,,,,,,,f0f1e77f-c1ce-4cba-86c2-ac02114e0516,2034,,,"[47.0, 37.8]",3930170,46,,,,0.45887437,,Right Foot,,,"[97.4, 62.7]",,High Pass,,56.21539,,Incomplete,,Dušan Tadić,3831.0,,,,,,,2,From Kick Off,Nikola Milenković,5603.0,Center Back,82,Serbia,786,"['0f7832bd-6270-4cf2-9591-fd4bc80afbd4', '8c0d5e91-3260-499e-af84-16088cabbb69']",21,,,,,,,,,,,,,,,,,Serbia,786,00:01:21.489,Pass,,,,,,,47.0,37.8,97.4,62.7,,,,,,97.4,62.7,Slovenia vs Serbia,Slovenia,Serbia
,,,,,,,,,,,,,,,,,,1.35474,,,,,,,,,,,,,,b797a65d-bd0c-4157-a704-1f4efc624a1b,2038,,,"[85.0, 74.8]",3930170,46,,,,-1.1102068,,Left Foot,,,"[91.5, 61.7]",,Ground Pass,,14.623953,,,,Aleksandar Mitrović,4269.0,,,,,,Recovery,2,From Kick Off,Andrija Živković,6318.0,Right Wing Back,82,Serbia,786,['c36460b1-2503-4de6-b138-577bb15d5e07'],27,,,,,,,,,,,,,,,,,Serbia,786,00:01:27.017,Pass,,,,,,,85.0,74.8,91.5,61.7,,,,,,91.5,61.7,Slovenia vs Serbia,Slovenia,Serbia
,,,,,,,,,,,,,,,,,,0.83063,,,,,,,,,,,,,,e9895029-5ad5-4f62-b499-57c8771c10ea,2041,,,"[91.5, 61.7]",3930170,46,,,,-0.0102037275,,Right Foot,,,"[101.3, 61.6]",,Ground Pass,,9.80051,,,,Dušan Tadić,3831.0,,,,,,,2,From Kick Off,Aleksandar Mitrović,4269.0,Center Forward,82,Serbia,786,['770dee38-496c-4121-a136-f7b479901fa2'],28,,,,,,,,,,,,,,,,,Serbia,786,00:01:28.412,Pass,,,,,,,91.5,61.7,101.3,61.6,,,,,,101.3,61.6,Slovenia vs Serbia,Slovenia,Serbia
,,,,,,,,,,,,,,,,,,1.532892,,,,,,,,,,,,,,55656115-b477-4022-807d-2080242b3f4e,2045,,,"[98.2, 61.8]",3930170,46,,,,-0.64675844,a9c55cf6-cec2-463f-ac9e-204822e3464d,Left Foot,,,"[112.9, 50.7]",,Ground Pass,,18.420097,,,,Aleksandar Mitrović,4269.0,True,,,Through Ball,True,,2,From Kick Off,Dušan Tadić,3831.0,Right Attacking Midfield,82,Serbia,786,['5051c4c5-ba96-478a-89d5-57c832b31a05'],29,,,,,,,,,,,,,,,,,Serbia,786,00:01:29.868,Pass,,,,,,,98.2,61.8,112.9,50.7,,,,,,112.9,50.7,Slovenia vs Serbia,Slovenia,Serbia
,,,,,,,,,,,,,,,,,,0.948529,,,,,,,,,,,,,,d63eb6a8-0e4d-4275-ad35-a74eddaa17a8,2049,,,"[8.1, 26.6]",3930170,46,True,,,0.30092025,,Right Foot,,,"[54.5, 41.0]",,Ground Pass,,48.583126,,,,Vanja Drkušić,205932.0,,,,,,,2,From Keeper,Jan Oblak,6378.0,Goalkeeper,84,Slovenia,944,['7790ef8f-8a31-42ea-8ace-1c7674ca0f44'],58,,,,,,,,,,,,,,,,,Slovenia,944,00:01:58.945,Pass,,,,,,,8.1,26.6,54.5,41.0,,,,,,54.5,41.0,Slovenia vs Serbia,Slovenia,Serbia
,,,,,,,,,,,,,,,,,,3.022226,,,,,,,,,,,,,,859bc433-4c21-40b0-ab7d-3230bf46bbc5,2051,,,"[43.5, 50.1]",3930170,47,,,,-0.70600605,,Right Foot,,,"[87.6, 12.5]",,High Pass,,57.95317,,,,Benjamin Šeško,38759.0,,,,,,,2,From Keeper,Vanja Drkušić,205932.0,Right Center Back,84,Slovenia,944,['f31e119b-e659-4ccb-ab9c-3573c69db3d4'],2,,,,,,,,,,,,,,,,,Slovenia,944,00:02:02.255,Pass,,,,,,,43.5,50.1,87.6,12.5,,,,,,87.6,12.5,Slovenia vs Serbia,Slovenia,Serbia
,,,,,,,,,,,,,,,,,,1.883095,,,,,,,,,,,,,,49797ee4-9c5b-470a-b801-a23d393e2417,2054,,,"[87.6, 12.5]",3930170,47,,,True,1.945637,,,,,"[82.8, 24.7]",,Low Pass,,13.110301,,,,Jan Mlakar,31089.0,,,,,,,2,From Keeper,Benjamin Šeško,38759.0,Left Center Forward,84,Slovenia,944,"['17163b5e-bcdb-40c2-a550-f6278fdf9c9f', '1d27e6b8-1a16-4612-83bd-492feed87456']",5,,,,,,,,,,,,,,,,,Slovenia,944,00:02:05.398,Pass,True,,,,,,87.6,12.5,82.8,24.7,,,,,,82.8,24.7,Slovenia vs Serbia,Slovenia,Serbia
,,,,,,,,,,,,,,,,,,0.906389,,,,,,,,,,,,,,49f6ece9-6eaa-44ed-ae0c-8dcf02228b5c,2058,,,"[82.8, 25.5]",3930170,47,,,,0.79314995,,Right Foot,,,"[95.6, 38.5]",,Ground Pass,,18.243902,,Incomplete,,Andraž Šporar,31866.0,,,,,,,2,From Keeper,Jan Mlakar,31089.0,Left Midfield,84,Slovenia,944,"['39e1eb88-59d0-43ab-b4ff-dd863b0639f5', 'bf81eff8-51e7-48bd-9bbd-4ddf770414e2']",7,,,,,,,,,,,,,,,,,Slovenia,944,00:02:07.444,Pass,,,,,,,82.8,25.5,95.6,38.5,,,,,,95.6,38.5,Slovenia vs Serbia,Slovenia,Serbia
,,,,,,,,,,,,True,,,,,,0.938671,,,,,,,,,,,,,,bf81eff8-51e7-48bd-9bbd-4ddf770414e2,2060,,,"[24.5, 41.6]",3930170,47,,,,1.1950443,,Left Foot,,,"[28.8, 52.5]",,Ground Pass,,11.717508,,,,Andrija Živković,6318.0,,,,,,Interception,2,Regular Play,Strahinja Pavlović,27719.0,Left Center Back,85,Serbia,786,"['49f6ece9-6eaa-44ed-ae0c-8dcf02228b5c', 'ae69f582-1155-4b71-9aa9-1b917f36e470']",8,,,,,,,,,,,,,,,,,Serbia,786,00:02:08.350,Pass,,,,,,,24.5,41.6,28.8,52.5,,,,,,28.8,52.5,Slovenia vs Serbia,Slovenia,Serbia
,,,,,,,,,,,,,,,,,,0.709536,,,,,,,,,,,,,,609028b2-16b9-4592-8484-e3b3df65b08f,2064,,,"[28.8, 54.4]",3930170,47,,,,0.36895955,,Left Foot,,,"[36.3, 57.3]",,Ground Pass,,8.041144,,,,Ivan Ilić,30179.0,,,,,,,2,Regular Play,Andrija Živković,6318.0,Right Wing Back,85,Serbia,786,"['7fd05919-f5ac-46f7-8361-d321bea84d78', '89fd2616-e7d5-4996-b277-fb04f89a6fba']",10,,,,,,,,,,,,,,,,,Serbia,786,00:02:10.305,Pass,True,,,,,,28.8,54.4,36.3,57.3,,,,,,36.3,57.3,Slovenia vs Serbia,Slovenia,Serbia
,,,,,,,,,,,,,,,,,,1.84527,,,,,,,,,,,,,,878405d3-d854-4871-9a68-13e3feffb35d,2068,,,"[36.3, 57.3]",3930170,47,,,,1.9379702,,Left Foot,,,"[30.3, 72.9]",,Ground Pass,,16.714066,,,,Milos Veljkovic,6321.0,,,,,,,2,Regular Play,Ivan Ilić,30179.0,Right Defensive Midfield,85,Serbia,786,['6d827367-d315-432f-b8ef-8e6ac5515500'],11,,,,,,,,,,,,,,,,,Serbia,786,00:02:11.055,Pass,,,,,,,36.3,57.3,30.3,72.9,,,,,,30.3,72.9,Slovenia vs Serbia,Slovenia,Serbia
,,,,,,,,,,,,,,,,,,2.22976,,,,,,,,,,,,,,31b1a0f3-5203-41db-bc34-70eebc10018e,2072,,,"[41.4, 75.6]",3930170,47,,,,-0.98069876,,Right Foot,,,"[63.5, 42.6]",,High Pass,,39.71662,,Incomplete,,Aleksandar Mitrović,4269.0,,,,,,,2,Regular Play,Milos Veljkovic,6321.0,Right Center Back,85,Serbia,786,"['06c2a865-a0bf-442f-9fd9-b30b2d09d5a2', '131083e6-762b-4c90-bb1a-b43ce487abcf', '19f1a6df-5710-460d-abcd-bdf1e22e3aba']",15,,,,,,,,,,,,,,,,,Serbia,786,00:02:15.678,Pass,True,,,,,,41.4,75.6,63.5,42.6,,,,,,63.5,42.6,Slovenia vs Serbia,Slovenia,Serbia
,,,,,,,,,,,,,,,,,,3.022707,,,,,,,,,,,,,,131083e6-762b-4c90-bb1a-b43ce487abcf,2074,,,"[56.6, 37.5]",3930170,47,,,,-0.337735,,Head,,,"[90.2, 25.7]",,Low Pass,,35.611797,,Incomplete,,Benjamin Šeško,38759.0,,,,,,Interception,2,Regular Play,Vanja Drkušić,205932.0,Right Center Back,85,Serbia,786,"['31b1a0f3-5203-41db-bc34-70eebc10018e', '9c71d975-a1be-4fac-997e-3a6c66c00c4a', 'ec7baa66-c7ea-479e-849a-bec4217b27fa']",17,,,,,,,,,,,,,,,,,Slovenia,944,00:02:17.907,Pass,,,,,,,56.6,37.5,90.2,25.7,,,,,,90.2,25.7,Slovenia vs Serbia,Slovenia,Serbia
,,,,,,,,,,,,,,,,,,1.233596,,,,,,,,,,,,,,9c71d975-a1be-4fac-997e-3a6c66c00c4a,2076,,,"[29.9, 54.4]",3930170,47,,,,0.5974586,,Head,,,"[39.6, 61.0]",,High Pass,,11.732433,,,,Ivan Ilić,30179.0,,,,,,Recovery,2,Regular Play,Nikola Milenković,5603.0,Center Back,85,Serbia,786,"['131083e6-762b-4c90-bb1a-b43ce487abcf', '5e33208d-112f-45da-adf8-89b92ea43a80']",20,,,,,,,,,,,,,,,,,Serbia,786,00:02:20.930,Pass,,,,,,,29.9,54.4,39.6,61.0,,,,,,39.6,61.0,Slovenia vs Serbia,Slovenia,Serbia
,,,,,,,,,,,,,,,,,,1.230827,,,,,,,,,,,,,,ab752c17-a6ce-42c1-b178-b5e9a0c0e014,2079,,,"[34.8, 72.9]",3930170,47,,,,-2.6331034,,Left Foot,,,"[22.6, 66.1]",,Ground Pass,,13.967104,,,,Milos Veljkovic,6321.0,,,,,,,2,Regular Play,Ivan Ilić,30179.0,Right Defensive Midfield,85,Serbia,786,['726d62f0-3f3b-4c73-b3ec-df245313511e'],24,,,,,,,,,,,,,,,,,Serbia,786,00:02:24.732,Pass,,,,,,,34.8,72.9,22.6,66.1,,,,,,22.6,66.1,Slovenia vs Serbia,Slovenia,Serbia
,,,,,,,,,,,,,,,,,,2.463007,,,,,,,,,,,,,,211dda0a-0df5-4a5c-acef-4e69e9f5924f,2083,,,"[18.9, 68.2]",3930170,47,,,,-2.1618695,,Right Foot,,,"[3.8, 45.7]",,Ground Pass,,27.097233,,,,Predrag Rajković,15731.0,,,,,,,2,Regular Play,Milos Veljkovic,6321.0,Right Center Back,85,Serbia,786,"['7a44ec4d-dc07-47c6-a7fe-f0e6791d08a7', 'd1dc8e42-cac3-453d-989e-9d6ff6920e51']",27,,,,,,,,,,,,,,,,,Serbia,786,00:02:27.298,Pass,True,,,,,,18.9,68.2,3.8,45.7,,,,,,3.8,45.7,Slovenia vs Serbia,Slovenia,Serbia
,,,,,,,,,,,,,,,,,,1.26389,,,,,,,,,,,,,,a657524a-0f08-415a-8132-bd96c911046f,2086,,,"[8.0, 44.7]",3930170,47,,,,-1.1978086,,Right Foot,,,"[15.2, 26.3]",,Ground Pass,,19.758543,,,,Strahinja Pavlović,27719.0,,,,,,,2,Regular Play,Predrag Rajković,15731.0,Goalkeeper,85,Serbia,786,['7f150a68-825a-4c21-8e51-27e13f7104f9'],31,,,,,,,,,,,,,,,,,Serbia,786,00:02:31.182,Pass,,,,,,,8.0,44.7,15.2,26.3,,,,,,15.2,26.3,Slovenia vs Serbia,Slovenia,Serbia
,,,,,,,,,,,,,,,,,,1.327203,,,,,,,,,,,,,,744b2cf8-5402-40ef-9633-1bb45adc3d78,2089,,,"[28.8, 27.5]",3930170,47,,,,1.5707964,,Left Foot,,,"[28.8, 42.2]",,Ground Pass,,14.7,,,,Nikola Milenković,5603.0,,,,,,,2,Regular Play,Strahinja Pavlović,27719.0,Left Center Back,85,Serbia,786,['62705ba5-4bba-45c3-9650-3436f19a97eb'],36,,,,,,,,,,,,,,,,,Serbia,786,00:02:36.627,Pass,,,,,,,28.8,27.5,28.8,42.2,,,,,,28.8,42.2,Slovenia vs Serbia,Slovenia,Serbia
,,,,,,,,,,,,,,,,,,1.863978,,,,,,,,,,,,,,b8c70595-65ef-4a0d-bf40-6fed9af5a1e4,2092,,,"[27.6, 46.5]",3930170,47,,,,1.0593263,,Right Foot,,,"[36.3, 62.0]",,Ground Pass,,17.774702,,,,Milos Veljkovic,6321.0,,,,,,,2,Regular Play,Nikola Milenković,5603.0,Center Back,85,Serbia,786,['ab4e418a-0b8d-475e-b6b2-544c2cb88829'],39,,,,,,,,,,,,,,,,,Serbia,786,00:02:39.334,Pass,,,,,,,27.6,46.5,36.3,62.0,,,,,,36.3,62.0,Slovenia vs Serbia,Slovenia,Serbia
,,,,,,,,,,,,,,,,,,0.935009,,,,,,,,,,,,,,f50ec44f-0968-4ac9-8027-32006937ad03,2095,,,"[36.1, 66.1]",3930170,47,,,,-0.3366748,,Right Foot,,,"[50.1, 61.2]",,Ground Pass,,14.832734,,,,Ivan Ilić,30179.0,,,,,,,2,Regular Play,Milos Veljkovic,6321.0,Right Center Back,85,Serbia,786,['50b7193e-bf5a-4e4e-95ad-1423803063b0'],42,,,,,,,,,,,,,,,,,Serbia,786,00:02:42.413,Pass,,,,,,,36.1,66.1,50.1,61.2,,,,,,50.1,61.2,Slovenia vs Serbia,Slovenia,Serbia
,,,,,,,,,,,,,,,,,,1.901292,,,,,,,,,,,,,,7022b483-dba6-408c-8e10-8a08888952c3,2098,,,"[50.1, 61.2]",3930170,47,,,,2.219331,,Left Foot,,,"[42.9, 70.7]",,Ground Pass,,11.920151,,,,Milos Veljkovic,6321.0,,,,,,,2,Regular Play,Ivan Ilić,30179.0,Right Defensive Midfield,85,Serbia,786,['4d28bee5-dfb6-4f7c-be3a-42f6499d18e1'],44,,,,,,,,,,,,,,,,,Serbia,786,00:02:44.485,Pass,,,,,,,50.1,61.2,42.9,70.7,,,,,,42.9,70.7,Slovenia vs Serbia,Slovenia,Serbia
,,,,,,,,,,,,,,,,,,1.07833,,,,,,,,,,,,,,50568a7c-424b-4a1c-83fb-6207e597696a,2101,,,"[41.6, 75.2]",3930170,47,,,,0.13584875,,Right Foot,,,"[55.5, 77.1]",,Ground Pass,,14.029255,,,,Dušan Tadić,3831.0,,,,,,,2,Regular Play,Milos Veljkovic,6321.0,Right Center Back,85,Serbia,786,['3d9f8e98-94e6-46dc-a912-607db75209b3'],47,,,,,,,,,,,,,,,,,Serbia,786,00:02:47.135,Pass,,,,,,,41.6,75.2,55.5,77.1,,,,,,55.5,77.1,Slovenia vs Serbia,Slovenia,Serbia
,,,,,,,,,,,,,,,,,,0.515057,,,,,,,,,,,,,,645fc998-fca7-4689-a063-3bed5c5e2c78,2104,,,"[55.5, 77.1]",3930170,47,,,,-1.3352513,,Left Foot,,,"[57.3, 69.6]",,Ground Pass,,7.712976,,,,Ivan Ilić,30179.0,,,,,,,2,Regular Play,Dušan Tadić,3831.0,Right Attacking Midfield,85,Serbia,786,['90c4fb7a-1fab-4642-a11f-bba233eb3e21'],48,,,,,,,,,,,,,,,,,Serbia,786,00:02:48.637,Pass,,,,,,,55.5,77.1,57.3,69.6,,,,,,57.3,69.6,Slovenia vs Serbia,Slovenia,Serbia
,,,,,,,,,,,,,,,,,,1.347158,,,,,,,,,,,,,,3df76bbd-060a-43d8-8318-75d5e5008737,2108,,,"[64.1, 58.3]",3930170,47,,,,-2.1477292,,Left Foot,,,"[55.9, 45.7]",,Ground Pass,,15.033297,,,,Saša Lukić,6687.0,,,,,,,2,Regular Play,Ivan Ilić,30179.0,Right Defensive Midfield,85,Serbia,786,['9f20d171-6891-4732-ad88-510bdf1288ff'],52,,,,,,,,,,,,,,,,,Serbia,786,00:02:52.173,Pass,,,,,,,64.1,58.3,55.9,45.7,,,,,,55.9,45.7,Slovenia vs Serbia,Slovenia,Serbia
,,,,,,,,,,,,,,,,,,1.592945,,,,,,,,,,,,,,65a17155-76b9-4cbe-9fb0-7fa114cdbb22,2111,,,"[54.8, 41.1]",3930170,47,,,,-1.4246595,,Left Foot,,,"[58.2, 18.0]",,Ground Pass,,23.348875,,,,Strahinja Pavlović,27719.0,,,,,,,2,Regular Play,Saša Lukić,6687.0,Left Defensive Midfield,85,Serbia,786,['e9f71d9f-8bb1-4dc2-ad02-9adc2f71cb7a'],54,,,,,,,,,,,,,,,,,Serbia,786,00:02:54.152,Pass,,,,,,,54.8,41.1,58.2,18.0,,,,,,58.2,18.0,Slovenia vs Serbia,Slovenia,Serbia
