50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_penalty_saved_to_post,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,team,team_id,timestamp,type,under_pressure,tactics.formation,tactics.lineup,tactics,50_50.outcome.id,50_50.outcome.name,x,y,pass_end_x,pass_end_y,carry_end_x,carry_end_y,shot_end_x,shot_end_y,shot_end_z,end_x,end_y,match_name,home_team,away_team
,,,,,,,,,,,,,,,,,,,,1.604254,,,,,,,,,,,,,,,,,7736fe5d-d0f6-4a76-a98b-9addb5dbb74f,4097,,"[64.0, 45.4]",3941020,117,,,,1.2676195,,Left Foot,,,,"[70.1, 64.9]",Ground Pass,,20.431837,,,,Rúben Diogo Da Silva Neves,9927.0,,,,,,4,Regular Play,Rúben Santos Gato Alves Dias,5206.0,Left Center Back,208,Portugal,780,['1aa503fb-792b-4746-9671-6e00b33b5c91'],41,,,,,,,,,,,,,,,,,,,Portugal,780,00:12:41.318,Pass,,,,,,,64.0,45.4,70.1,64.9,,,,,,70.1,64.9,Portugal vs Slovenia,Portugal,Slovenia
,,,,,,,,,,,,,,,,,,,,1.909505,,,,,,,,,,,,,,,,,92724f37-97ec-465a-abd1-b741f4f3ea5d,4100,,"[71.1, 67.0]",3941020,117,,,,0.48995733,,Right Foot,,,,"[90.6, 77.4]",Ground Pass,,22.1,,,,Nélson Cabral Semedo,6374.0,,,,,,4,Regular Play,Rúben Diogo Da Silva Neves,9927.0,Right Defensive Midfield,208,Portugal,780,['cb9ffe09-13b4-4b80-8988-f03e36b9cfc9'],43,,,,,,,,,,,,,,,,,,,Portugal,780,00:12:43.744,Pass,,,,,,,71.1,67.0,90.6,77.4,,,,,,90.6,77.4,Portugal vs Slovenia,Portugal,Slovenia
,,,,,,,,,,,,,,,,,,,,1.349708,,,,,,,,,,,,,,,,,454f059a-fd2b-47ea-b41c-8b55df6bec50,4104,,"[82.2, 73.9]",3941020,117,,,,-1.6162196,,Right Foot,,,,"[81.8, 65.1]",Ground Pass,,8.809086,,,,Bruno Miguel Borges Fernandes,5204.0,,,,,,4,Regular Play,Nélson Cabral Semedo,6374.0,Right Back,208,Portugal,780,"['46093c25-9f37-47bc-add6-6095f917d629', '9ce0e109-0887-49c8-94e9-eaa1274c4a5c']",48,,,,,,,,,,,,,,,,,,,Portugal,780,00:12:48.450,Pass,True,,,,,,82.2,73.9,81.8,65.1,,,,,,81.8,65.1,Portugal vs Slovenia,Portugal,Slovenia
,,,,,,,,,,,,,,,,,,,,1.060629,,,,,,,,,,,,,,,,,9d9c33dd-e2c2-42ad-ac23-125cbd8a3f7f,4106,,"[81.8, 65.1]",3941020,117,,,,0.6585659,,Right Foot,,,,"[90.2, 71.6]",Ground Pass,,10.621205,,Incomplete,,Francisco Fernandes Conceição,39624.0,,,,,,4,Regular Play,Bruno Miguel Borges Fernandes,5204.0,Left Defensive Midfield,208,Portugal,780,"['15ae4ee5-cad6-4929-9417-1b4b440917a9', '55aceba1-eb2f-464e-a11b-3816a995287d']",49,,,,,,,,,,,,,,,,,,,Portugal,780,00:12:49.799,Pass,,,,,,,81.8,65.1,90.2,71.6,,,,,,90.2,71.6,Portugal vs Slovenia,Portugal,Slovenia
,,,,,,,,,,,,,,,,,,,,1.566944,,,,,,,,,,,,,,,,,ecf0fda8-9706-4525-9a2b-86b2e9355a8d,4109,,"[78.2, 80.0]",3941020,118,,,,-2.917569,,,,,,"[62.4, 76.4]",Low Pass,,16.204937,,,,Rúben Diogo Da Silva Neves,9927.0,,,,,Throw-in,4,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,209,Portugal,780,['cd0d784c-b6a9-4331-b0a2-23c2e1ced5d6'],1,,,,,,,,,,,,,,,,,,,Portugal,780,00:13:01.820,Pass,,,,,,,78.2,80.0,62.4,76.4,,,,,,62.4,76.4,Portugal vs Slovenia,Portugal,Slovenia
,,,,,,,,,,,,,,,,,,,,1.768983,,,,,,,,,,,,,,,,,03b9b104-d0f6-480e-9f11-85a5319a27b1,4112,,"[62.6, 67.6]",3941020,118,,,,-2.241591,,Right Foot,,,,"[50.3, 52.1]",Ground Pass,,19.787369,,,,Rúben Santos Gato Alves Dias,5206.0,,,,,,4,From Throw In,Rúben Diogo Da Silva Neves,9927.0,Right Defensive Midfield,209,Portugal,780,['d3ab604a-bdc7-4478-b0a7-c3c2abca4496'],5,,,,,,,,,,,,,,,,,,,Portugal,780,00:13:05.787,Pass,,,,,,,62.6,67.6,50.3,52.1,,,,,,50.3,52.1,Portugal vs Slovenia,Portugal,Slovenia
,,,,,,,,,,,,,,,,,,,,0.961246,,,,,,,,,,,,,,,,,a1ba597c-1d90-4f32-a8d8-e5653dbb404e,4115,,"[86.2, 10.9]",3941020,118,,,,-1.4831097,,Right Foot,,,,"[87.0, 1.8]",Ground Pass,,9.1350975,,,,Nuno Mendes,41092.0,,,,,,4,From Throw In,Rúben Santos Gato Alves Dias,5206.0,Left Center Back,209,Portugal,780,['b8df356b-ff61-4b06-9847-c6c4de278e4b'],15,,,,,,,,,,,,,,,,,,,Portugal,780,00:13:15.090,Pass,,,,,,,86.2,10.9,87.0,1.8,,,,,,87.0,1.8,Portugal vs Slovenia,Portugal,Slovenia
,,,,,,,,,,,,,,,,,,,,1.312053,,,,,,,,,,,,,,,,,b2709e7d-1767-45a5-854a-3d86424175d8,4117,,"[87.0, 1.8]",3941020,118,,,,2.8236444,,Left Foot,,,,"[71.2, 7.0]",Ground Pass,,16.633701,,,,Bruno Miguel Borges Fernandes,5204.0,,,,,,4,From Throw In,Nuno Mendes,41092.0,Left Back,209,Portugal,780,['7c635c30-6d4b-4648-91d2-aff4b74f5d27'],16,,,,,,,,,,,,,,,,,,,Portugal,780,00:13:16.051,Pass,,,,,,,87.0,1.8,71.2,7.0,,,,,,71.2,7.0,Portugal vs Slovenia,Portugal,Slovenia
,,,,,,,,,,,,,,,,,,,,3.094154,,,,,,,,,,,,,,,,,e8250849-8b85-4352-ab0c-55f5a42fce6c,4121,,"[71.6, 13.9]",3941020,118,,,,1.2065963,,Right Foot,,,,"[93.1, 70.3]",High Pass,,60.35901,,,,Francisco Fernandes Conceição,39624.0,,True,,,,4,From Throw In,Bruno Miguel Borges Fernandes,5204.0,Left Defensive Midfield,209,Portugal,780,"['c79dcc66-66a4-401b-a160-8db9d0dd6a40', 'cd3836dc-cd6f-4665-8b44-1514d07599d8']",19,,,,,,,,,,,,,,,,,,,Portugal,780,00:13:19.235,Pass,True,,,,,,71.6,13.9,93.1,70.3,,,,,,93.1,70.3,Portugal vs Slovenia,Portugal,Slovenia
,,,,,,,,,,,,,,,,,,,,0.932502,,,,,,,,,,,,,,,,,473798ba-87a5-4ce5-920a-c21829a43fc1,4125,,"[78.2, 50.0]",3941020,118,,,,-2.383215,,Left Foot,,,,"[66.8, 39.2]",Ground Pass,,15.703503,,,,João Maria Lobo Alves Palhinha Gonçalves,12169.0,,,,,,4,From Throw In,Francisco Fernandes Conceição,39624.0,Right Wing,209,Portugal,780,['5c5673fb-53d2-4571-b60c-e466d29a1ee3'],26,,,,,,,,,,,,,,,,,,,Portugal,780,00:13:26.544,Pass,,,,,,,78.2,50.0,66.8,39.2,,,,,,66.8,39.2,Portugal vs Slovenia,Portugal,Slovenia
,,,,,,,,,,,,,,,,,,,,0.57522,,,,,,,,,,,,,,,,,2bcd5f4b-3808-4010-b22d-cca960e2f7be,4128,,"[66.8, 39.2]",3941020,118,,,,-0.68405163,,Right Foot,,,,"[73.3, 33.9]",Ground Pass,,8.386894,,,,Bruno Miguel Borges Fernandes,5204.0,,,,,,4,From Throw In,João Maria Lobo Alves Palhinha Gonçalves,12169.0,Right Center Back,209,Portugal,780,['c8bd1786-1d4a-4129-afb6-c151845b9a89'],28,,,,,,,,,,,,,,,,,,,Portugal,780,00:13:28.416,Pass,,,,,,,66.8,39.2,73.3,33.9,,,,,,73.3,33.9,Portugal vs Slovenia,Portugal,Slovenia
,,,,,,,,,,,,,,,,,,,,2.148254,,,,,,,,,,,,,,,,,5f89f28d-d61a-48d4-bf90-8d6d813ca321,4131,,"[73.3, 33.9]",3941020,118,,,,-0.11693398,,Right Foot,,,,"[106.5, 30.0]",High Pass,,33.42828,,Incomplete,,Nuno Mendes,41092.0,,,,,,4,From Throw In,Bruno Miguel Borges Fernandes,5204.0,Left Defensive Midfield,209,Portugal,780,"['3d22fdc6-3d86-4a61-b8cf-68cebc2fb6ba', '5068685a-cb63-444c-a4c1-909434b77944']",30,,,,,,,,,,,,,,,,,,,Portugal,780,00:13:30.370,Pass,,,,,,,73.3,33.9,106.5,30.0,,,,,,106.5,30.0,Portugal vs Slovenia,Portugal,Slovenia
,,,,,,,,,,,,,,,,,,,,1.04045,,,,,,,,,,,,,,,,,021dcf8e-14ba-44c1-aeea-cc1bb532d5ff,4134,,"[15.7, 50.3]",3941020,118,True,,,0.11082925,,Right Foot,,,,"[79.5, 57.4]",High Pass,,64.19385,,Incomplete,,Žan Celar,24109.0,,,,,,4,From Keeper,Jan Oblak,6378.0,Goalkeeper,210,Slovenia,944,"['05edb94e-a5fb-44c3-9f0f-f3657681c3a0', 'e6a9ecd7-43fd-492d-95cc-37290296b9da']",53,,,,,,,,,,,,,,,,,,,Slovenia,944,00:13:53.150,Pass,,,,,,,15.7,50.3,79.5,57.4,,,,,,79.5,57.4,Portugal vs Slovenia,Portugal,Slovenia
,,,,,,,,,,,,,,,,,,,,1.603691,,,,,,,,,,,,,,,,,e6a9ecd7-43fd-492d-95cc-37290296b9da,4137,,"[40.6, 22.7]",3941020,118,True,,True,1.8073541,,,,,,"[37.9, 33.9]",High Pass,,11.520851,,,,Rúben Diogo Da Silva Neves,9927.0,,,,,Recovery,4,Regular Play,Rúben Santos Gato Alves Dias,5206.0,Left Center Back,211,Portugal,780,"['021dcf8e-14ba-44c1-aeea-cc1bb532d5ff', '02f33128-2aa3-4b9c-bd94-1a7229f2b936', 'df290674-9830-4d84-a7bf-d1f017ca555d']",54,,,,,,,,,,,,,,,,,,,Portugal,780,00:13:54.191,Pass,True,,,,,,40.6,22.7,37.9,33.9,,,,,,37.9,33.9,Portugal vs Slovenia,Portugal,Slovenia
,,,,,,,,,,,,,,,,,,,,5.434435,,,,,,,,,,,,,,,,,49d024a1-4319-4186-a89c-19beb4621814,4139,,"[43.5, 38.9]",3941020,118,,,,0.50392956,,Right Foot,,,,"[110.6, 75.9]",High Pass,,76.62513,,,,Francisco Fernandes Conceição,39624.0,,,,,,4,Regular Play,Rúben Diogo Da Silva Neves,9927.0,Right Defensive Midfield,211,Portugal,780,['0512a211-9779-4281-a352-0852d5059d9e'],57,,,,,,,,,,,,,,,,,,,Portugal,780,00:13:57.746,Pass,,,,,,,43.5,38.9,110.6,75.9,,,,,,110.6,75.9,Portugal vs Slovenia,Portugal,Slovenia
,,,,,,,,,,,,,,,,,,,,1.947802,,,,,,,,,,,,,,,,,4927c7db-208f-407c-9f6d-e53acbb2b9b5,4142,,"[110.9, 71.5]",3941020,119,,,,-2.4454508,,Left Foot,,,,"[96.9, 59.8]",Ground Pass,,18.245274,,,,Bruno Miguel Borges Fernandes,5204.0,,,,,,4,Regular Play,Francisco Fernandes Conceição,39624.0,Right Wing,211,Portugal,780,['51b6ae4d-d8d2-4d2c-aa05-daccc82b5303'],11,,,,,,,,,,,,,,,,,,,Portugal,780,00:14:11.170,Pass,,,,,,,110.9,71.5,96.9,59.8,,,,,,96.9,59.8,Portugal vs Slovenia,Portugal,Slovenia
,,,,,,,,,,,,,,,,,,,,0.781234,,,,,,,,,,,,,,,,,5ab68dd7-a88e-4ff5-8d80-3c9956e35960,4144,,"[96.9, 59.8]",3941020,119,,,,-0.81986725,,Right Foot,,,,"[108.1, 47.8]",High Pass,,16.414627,,,,Bernardo Mota Veiga de Carvalho e Silva,3193.0,,,,,,4,Regular Play,Bruno Miguel Borges Fernandes,5204.0,Left Defensive Midfield,211,Portugal,780,['d7874b1a-afcf-4156-a0bd-758ba88c97d2'],13,,,,,,,,,,,,,,,,,,,Portugal,780,00:14:13.117,Pass,,,,,,,96.9,59.8,108.1,47.8,,,,,,108.1,47.8,Portugal vs Slovenia,Portugal,Slovenia
,,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,bf11d1c2-6efd-4533-b1dd-ca682dd0afdc,4147,,"[108.1, 47.8]",3941020,119,,,True,-2.1251037,,,,,,"[99.0, 33.1]",High Pass,,17.288725,,,,Nuno Mendes,41092.0,,,,,,4,Regular Play,Bernardo Mota Veiga de Carvalho e Silva,3193.0,Left Wing,211,Portugal,780,"['394619ff-6c49-4013-95a9-0537ee6b5522', 'e4cb47b1-c9db-447f-abb5-e09fd78d4695']",13,,,,,,,,,,,,,,,,,,,Portugal,780,00:14:13.934,Pass,True,,,,,,108.1,47.8,99.0,33.1,,,,,,99.0,33.1,Portugal vs Slovenia,Portugal,Slovenia
,,,,,,,,,,,,,,,,,,,,1.44119,,,,,,,,,,,,,,,,,87d267e6-cc6d-4666-a836-cebc17f36616,4153,,"[120.0, 80.0]",3941020,119,True,,,-2.5383627,,Left Foot,,,,"[106.5, 70.7]",Ground Pass,,16.393291,,,,Francisco Fernandes Conceição,39624.0,,,,,Corner,4,From Corner,Bernardo Mota Veiga de Carvalho e Silva,3193.0,Left Wing,212,Portugal,780,['bbfe08fa-f38b-4f11-9997-18522c4de939'],29,,,,,,,,,,,,,,,,,,,Portugal,780,00:14:29.822,Pass,,,,,,,120.0,80.0,106.5,70.7,,,,,,106.5,70.7,Portugal vs Slovenia,Portugal,Slovenia
,,,,,,,,,,,,,,,,,,,,1.717901,,,,,,,,,,,,,,,,,120402c4-3a24-4967-ab74-3ddbf4663f93,4159,,"[8.9, 14.0]",3941020,119,,,,0.10427161,,Left Foot,,,,"[34.7, 16.7]",High Pass,,25.940895,,Incomplete,,,,,,,,,4,From Corner,Benjamin Verbič,16510.0,Left Midfield,212,Portugal,780,['66793479-ae73-468f-b22a-a7f994efd1d1'],36,,,,,,,,,,,,,,,,,,,Slovenia,944,00:14:36.488,Pass,,,,,,,8.9,14.0,34.7,16.7,,,,,,34.7,16.7,Portugal vs Slovenia,Portugal,Slovenia
,,,,,,,,,,,,,,,,,,,,1.352613,,,,,,,,,,,,,,,,,559ed437-6d21-48ac-878c-655c1cc80234,4162,,"[90.8, 60.9]",3941020,119,,,,-1.0084745,8bfa4546-2c87-4c03-aea4-8b3937003603,Right Foot,,,,"[107.5, 34.4]",High Pass,,31.323154,,,,Cristiano Ronaldo dos Santos Aveiro,5207.0,True,,,,,4,From Corner,Bruno Miguel Borges Fernandes,5204.0,Left Defensive Midfield,212,Portugal,780,['5dd76065-4b0e-4fcd-816f-f393c204a9c2'],39,,,,,,,,,,,,,,,,,,,Portugal,780,00:14:39.576,Pass,,,,,,,90.8,60.9,107.5,34.4,,,,,,107.5,34.4,Portugal vs Slovenia,Portugal,Slovenia
,,,,,,,,,,,,,,,,,,,,3.86543,,,,,,,,,,,,,,,,,1aed52fb-d97c-4c83-8224-b45ec08cb52b,4171,,"[7.0, 45.7]",3941020,120,True,,,0.06667896,,Right Foot,,,,"[66.9, 49.7]",High Pass,,60.03341,,Incomplete,,,,,,,,Goal Kick,4,From Goal Kick,Jan Oblak,6378.0,Goalkeeper,213,Slovenia,944,['c9a84732-232b-436e-af66-2a6126d6bd78'],9,,,,,,,,,,,,,,,,,,,Slovenia,944,00:15:09.631,Pass,,,,,,,7.0,45.7,66.9,49.7,,,,,,66.9,49.7,Portugal vs Slovenia,Portugal,Slovenia
,,,,,,,,,,,,,,,,,,,,2.141771,,,,,,,,,,,,,,,,,c9a84732-232b-436e-af66-2a6126d6bd78,4172,,"[53.2, 30.4]",3941020,120,,,,-0.5380442,,Head,,,,"[78.0, 15.6]",High Pass,,28.880444,,Incomplete,,,,,,,,Recovery,4,From Goal Kick,Bruno Miguel Borges Fernandes,5204.0,Left Defensive Midfield,213,Slovenia,944,"['1aed52fb-d97c-4c83-8224-b45ec08cb52b', 'bc227bef-2195-4232-9d4d-3c0b46d59b16']",13,,,,,,,,,,,,,,,,,,,Portugal,780,00:15:13.496,Pass,,,,,,,53.2,30.4,78.0,15.6,,,,,,78.0,15.6,Portugal vs Slovenia,Portugal,Slovenia
,,,,,,,,,,,,,,,,,,,,0.728838,,,,,,,,,,,,,,,,,f5ebb7ac-b9a0-4aba-b8f1-edb5a9cb055c,4175,,"[85.4, 0.1]",3941020,120,,,,1.5707964,,,,,,"[85.4, 6.4]",Low Pass,,6.3,,,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,Throw-in,4,From Throw In,Bernardo Mota Veiga de Carvalho e Silva,3193.0,Left Wing,214,Portugal,780,['f476db7b-fe34-4ee5-90b7-cb636ed4ffa2'],20,,,,,,,,,,,,,,,,,,,Portugal,780,00:15:20.367,Pass,,,,,,,85.4,0.1,85.4,6.4,,,,,,85.4,6.4,Portugal vs Slovenia,Portugal,Slovenia
,,,,,,,,,,,,,,,,,,,,0.392546,,,,,,,,,,,,,,,,,f2e96abc-3706-4f54-b9d6-da26a868038d,4179,,"[86.6, 5.3]",3941020,120,,,,-1.6680496,,Right Foot,,,,"[86.2, 1.2]",Ground Pass,,4.119466,,,,Bernardo Mota Veiga de Carvalho e Silva,3193.0,,,,,,4,From Throw In,Cristiano Ronaldo dos Santos Aveiro,5207.0,Center Forward,214,Portugal,780,"['2c9d2ce3-6e72-4980-a357-5fb441eeb18f', 'ee57c19d-da1d-49dc-888c-edd9b1e3c7ec']",21,,,,,,,,,,,,,,,,,,,Portugal,780,00:15:21.889,Pass,True,,,,,,86.6,5.3,86.2,1.2,,,,,,86.2,1.2,Portugal vs Slovenia,Portugal,Slovenia
,,,,,,,,,,,,,,,,,,,,2.222647,,,,,,,,,,,,,,,,,5f7e6212-ce94-426a-9ccd-fe4ca4787c3f,4182,,"[86.0, 1.0]",3941020,120,,,,3.0584514,,Left Foot,,,,"[71.6, 2.2]",Ground Pass,,14.449913,,,,Nuno Mendes,41092.0,,,,,,4,From Throw In,Bernardo Mota Veiga de Carvalho e Silva,3193.0,Left Wing,214,Portugal,780,"['2a56a39b-5564-4b72-b59c-b7c527a833cb', '72a26ba9-9834-4520-84ae-62413661d069']",22,,,,,,,,,,,,,,,,,,,Portugal,780,00:15:22.281,Pass,True,,,,,,86.0,1.0,71.6,2.2,,,,,,71.6,2.2,Portugal vs Slovenia,Portugal,Slovenia
,,,,,,,,,,,,,,,,,,,,0.991088,,,,,,,,,,,,,,,,,4f0e4249-4926-4f0d-b0ef-8ed601a33d8c,4185,,"[71.6, 2.2]",3941020,120,,,,2.4515564,,Left Foot,,,,"[65.3, 7.4]",Ground Pass,,8.168843,,,,Rúben Santos Gato Alves Dias,5206.0,,,,,,4,From Throw In,Nuno Mendes,41092.0,Left Back,214,Portugal,780,['ecf419d5-5225-40f6-92e3-4825bea4f458'],26,,,,,,,,,,,,,,,,,,,Portugal,780,00:15:26.070,Pass,,,,,,,71.6,2.2,65.3,7.4,,,,,,65.3,7.4,Portugal vs Slovenia,Portugal,Slovenia
,,,,,,,,,,,,,,,,,,,,0.708055,,,,,,,,,,,,,,,,,68c459c7-7135-4e87-b5b3-d464759ac81b,4188,,"[67.0, 12.1]",3941020,120,,,,1.823872,,Left Foot,,,,"[64.0, 23.7]",Ground Pass,,11.981652,,,,Bruno Miguel Borges Fernandes,5204.0,,,,,,4,From Throw In,Rúben Santos Gato Alves Dias,5206.0,Left Center Back,214,Portugal,780,['ffc40430-7e7e-4012-8299-38f5a7207818'],28,,,,,,,,,,,,,,,,,,,Portugal,780,00:15:28.855,Pass,,,,,,,67.0,12.1,64.0,23.7,,,,,,64.0,23.7,Portugal vs Slovenia,Portugal,Slovenia
,,,,,,,,,,,,,,,,,,,,2.54095,,,,,,,,,,,,,,,,,8c0cd16d-6504-49ef-a6ea-5eb24106e180,4191,,"[66.8, 28.6]",3941020,120,,,,0.9185998,,Right Foot,,,,"[101.7, 74.3]",High Pass,,57.502174,,,,Nélson Cabral Semedo,6374.0,,True,,,,4,From Throw In,Bruno Miguel Borges Fernandes,5204.0,Left Defensive Midfield,214,Portugal,780,['cb48bc4f-5fa3-4c99-b923-b9edecde98a9'],31,,,,,,,,,,,,,,,,,,,Portugal,780,00:15:31.292,Pass,,,,,,,66.8,28.6,101.7,74.3,,,,,,101.7,74.3,Portugal vs Slovenia,Portugal,Slovenia
,,,,,,,,,,,,,,,,,,,,0.876881,,,,,,,,,,,,,,,,,c2bc0f97-a798-41e9-a67d-f8d2ce03bafe,4194,,"[108.3, 72.0]",3941020,120,,,,-2.9699645,,Right Foot,,,,"[100.8, 70.7]",Ground Pass,,7.611833,,,,Francisco Fernandes Conceição,39624.0,,,,,,4,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,214,Portugal,780,['9877d803-8607-47de-816c-f3a99e2a5ec8'],37,,,,,,,,,,,,,,,,,,,Portugal,780,00:15:37.329,Pass,,,,,,,108.3,72.0,100.8,70.7,,,,,,100.8,70.7,Portugal vs Slovenia,Portugal,Slovenia
,,,,,,,,,,,,,,,,,,,,0.162407,,,,,,,,,,,,,,,,,2fad2306-5447-42e7-9055-dafa6ad4b629,4197,,"[100.8, 68.4]",3941020,120,,,,-1.2742505,,Left Foot,,,,"[101.9, 64.8]",Low Pass,,3.764306,,Incomplete,,,,,,,,,4,From Throw In,Francisco Fernandes Conceição,39624.0,Right Wing,214,Portugal,780,['07418531-a976-4a54-bc7e-987ef53f5cf9'],40,,,,,,,,,,,,,,,,,,,Portugal,780,00:15:40.804,Pass,,,,,,,100.8,68.4,101.9,64.8,,,,,,101.9,64.8,Portugal vs Slovenia,Portugal,Slovenia
,,,,,,,,,,,,,,,,,,,,4.0591,,,,,,,,,,,,,,,,,55c12edd-4c60-463e-82e0-ea908bbf12a4,4201,,"[78.0, 55.5]",3941020,120,,,,0.28049952,,Right Foot,,,,"[120.0, 67.6]",High Pass,,43.708237,,Out,,Francisco Fernandes Conceição,39624.0,,,,,,4,From Throw In,João Maria Lobo Alves Palhinha Gonçalves,12169.0,Right Center Back,214,Portugal,780,,44,,,,,,,,,,,,,,,,,,,Portugal,780,00:15:44.888,Pass,,,,,,,78.0,55.5,120.0,67.6,,,,,,120.0,67.6,Portugal vs Slovenia,Portugal,Slovenia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925d7e30-a459-4c4d-a9af-292a05a94976,6,,"[40.5, 39.5]",3941020,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Nuno Mendes,41092.0,Left Back,2,Portugal,780,['5e0c3859-bc0d-4df3-a647-6a02c137a4e3'],1,,,,,,,,,,,,,,,,,,,Portugal,780,00:00:01.885,Ball Receipt*,,,,,,,40.5,39.5,,,,,,,,,,Portugal vs Slovenia,Portugal,Slovenia
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23c64079-01e8-4cc9-8c1f-71f28c434a7e,14,,"[98.5, 76.2]",3941020,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,João Pedro Cavaco Cancelo,7005.0,Right Back,2,Portugal,780,['a986e65a-ce39-40d4-96d7-1ce643121e02'],10,,,,,,,,,,,,,,,,,,,Portugal,780,00:00:10.214,Ball Receipt*,,,,,,,98.5,76.2,,,,,,,,,,Portugal vs Slovenia,Portugal,Slovenia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f0e5cf6f-f058-45d5-ac0a-459225155b17,17,,"[118.1, 74.8]",3941020,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Bernardo Mota Veiga de Carvalho e Silva,3193.0,Right Wing,3,Portugal,780,['4caa9606-f90e-4d33-828d-4984dfcecd43'],16,,,,,,,,,,,,,,,,,,,Portugal,780,00:00:16.298,Ball Receipt*,,,,,,,118.1,74.8,,,,,,,,,,Portugal vs Slovenia,Portugal,Slovenia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f1c8f4ab-0fa5-4c21-a212-183a2ff5da4d,19,,"[110.2, 77.5]",3941020,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,João Pedro Cavaco Cancelo,7005.0,Right Back,3,Portugal,780,['3cd91112-04f3-411a-a77c-6e75acb3dca4'],17,,,,,,,,,,,,,,,,,,,Portugal,780,00:00:17.076,Ball Receipt*,,,,,,,110.2,77.5,,,,,,,,,,Portugal vs Slovenia,Portugal,Slovenia
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e99f720-5e41-443a-aedf-8c224fd6b794,23,,"[114.2, 78.6]",3941020,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Bernardo Mota Veiga de Carvalho e Silva,3193.0,Right Wing,3,Portugal,780,['9e6a927f-0650-4fdc-8c48-d8124282efeb'],18,,,,,,,,,,,,,,,,,,,Portugal,780,00:00:18.723,Ball Receipt*,,,,,,,114.2,78.6,,,,,,,,,,Portugal vs Slovenia,Portugal,Slovenia
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d68f15d4-dcb0-4147-b2f9-358a054eae9f,25,,"[65.2, 19.2]",3941020,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Benjamin Šeško,38759.0,Left Center Forward,4,Slovenia,944,['437d9433-bd3e-47aa-9c74-553d236cc0b7'],42,,,,,,,,,,,,,,,,,,,Slovenia,944,00:00:42.847,Ball Receipt*,,,,,,,65.2,19.2,,,,,,,,,,Portugal vs Slovenia,Portugal,Slovenia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719cd16f-916a-4e7c-8fc3-a8ac5e8ee140,29,,"[50.7, 5.1]",3941020,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jaka Bijol,16047.0,Left Center Back,5,Slovenia,944,['f1bbeb44-5cd9-4aab-a526-a7affd8b6afe'],2,,,,,,,,,,,,,,,,,,,Slovenia,944,00:01:02.031,Ball Receipt*,,,,,,,50.7,5.1,,,,,,,,,,Portugal vs Slovenia,Portugal,Slovenia
