50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,team,team_id,timestamp,type,under_pressure,tactics.formation,tactics.lineup,tactics,50_50.outcome.id,50_50.outcome.name,x,y,pass_end_x,pass_end_y,carry_end_x,carry_end_y,shot_end_x,shot_end_y,shot_end_z,end_x,end_y,match_name,home_team,away_team
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,ec0e1e6c-9345-4655-a29a-db0e661cba5d,1,,,3930168,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Germany,770,,0,,,,,,,,,,,,,,,,Germany,770,00:00:00.000,Starting XI,,4231.0,"[{'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5579, 'name': 'Joshua Kimmich'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 6}, {'player': {'id': 3167, 'name': 'Antonio Rüdiger'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 8221, 'name': 'Jonathan Tah'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 12407, 'name': 'Maximilian Mittelstädt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 9195, 'name': 'Robert Andrich'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 5574, 'name': 'Toni Kroos'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 39565, 'name': 'Jamal Musiala'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 10287, 'name': 'İlkay Gündoğan'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 21}, {'player': {'id': 40724, 'name': 'Florian Wirtz'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 8966, 'name': 'Kai Havertz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]",,,,,,,,,,,,,,,Germany vs Hungary,Germany,Hungary
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,d2cb49c8-42ec-4d37-b431-0305a9ad6370,2,,,3930168,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Germany,770,,0,,,,,,,,,,,,,,,,Hungary,916,00:00:00.000,Starting XI,,3421.0,"[{'player': {'id': 8524, 'name': 'Péter Gulácsi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 11268, 'name': 'Attila Fiola'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8509, 'name': 'Willi Orban'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 6}, {'player': {'id': 40920, 'name': 'Márton Dárdai'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 46789, 'name': 'Bendegúz Bolla'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 14}, {'player': {'id': 89635, 'name': 'Milos Kerkez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 11}, {'player': {'id': 7162, 'name': 'Ádám Nagy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 42822, 'name': 'András Schäfer'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 21209, 'name': 'Dominik Szoboszlai'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 19316, 'name': 'Roland Sallai'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 12921, 'name': 'Barnabás Varga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]",,,,,,,,,,,,,,,Germany vs Hungary,Germany,Hungary
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0770b3e7-6679-46ab-ab5f-41959b055f0c,3,,,3930168,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Germany,770,['da630563-eb26-4b03-a637-a6fe704e37d1'],0,,,,,,,,,,,,,,,,Hungary,916,00:00:00.000,Half Start,,,,,,,,,,,,,,,,,,Germany vs Hungary,Germany,Hungary
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,da630563-eb26-4b03-a637-a6fe704e37d1,4,,,3930168,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Germany,770,['0770b3e7-6679-46ab-ab5f-41959b055f0c'],0,,,,,,,,,,,,,,,,Germany,770,00:00:00.000,Half Start,,,,,,,,,,,,,,,,,,Germany vs Hungary,Germany,Hungary
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,61fd7c92-e004-454a-9de0-b36e6f316e56,1973,,,3930168,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,70,Germany,770,['fad972fc-0d3a-4455-b6a1-18d0f7ef2c13'],0,,,,,,,,,,,,,,,,Germany,770,00:00:00.000,Half Start,,,,,,,,,,,,,,,,,,Germany vs Hungary,Germany,Hungary
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,fad972fc-0d3a-4455-b6a1-18d0f7ef2c13,1974,,,3930168,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,70,Germany,770,['61fd7c92-e004-454a-9de0-b36e6f316e56'],0,,,,,,,,,,,,,,,,Hungary,916,00:00:00.000,Half Start,,,,,,,,,,,,,,,,,,Germany vs Hungary,Germany,Hungary
,,,,,,,,,,,,,,,,,,0.329057,,,,,,,,,,,c673e238-213a-4613-b299-812a1896fcbe,5,,"[60.0, 40.0]",3930168,0,,,,,-1.4247841,,Left Foot,,,,"[60.5, 36.6]",,Ground Pass,,3.436568,,,İlkay Gündoğan,10287.0,,,,,,Kick Off,1,From Kick Off,Kai Havertz,8966.0,Center Forward,2,Germany,770,['1e0d327d-d16e-4ac3-bccf-9b808b77c337'],0,,,,,,,,,,,,,,,,Germany,770,00:00:00.500,Pass,,,,,,,60.0,40.0,60.5,36.6,,,,,,60.5,36.6,Germany vs Hungary,Germany,Hungary
,,,,,,,,,,,,,,,,,,0.416753,,,,,,,,,,,d542551c-49a4-4f5a-a6de-2e6d43fb8ebb,9,,"[68.8, 33.4]",3930168,0,,,,,-1.4056476,,Right Foot,,,,"[70.0, 26.2]",,Ground Pass,,7.299315,Incomplete,,Maximilian Mittelstädt,12407.0,,,,,,,1,From Kick Off,İlkay Gündoğan,10287.0,Center Attacking Midfield,2,Germany,770,"['3c1588f0-a8a7-4ba8-a6c2-1849b247c511', '89b5047e-09fd-4f0f-88d8-bba51b3fc7fe', 'f0000c60-b0ec-4db7-83c4-21fad395536c']",3,,,,,,,,,,,,,,,,Germany,770,00:00:03.645,Pass,True,,,,,,68.8,33.4,70.0,26.2,,,,,,70.0,26.2,Germany vs Hungary,Germany,Hungary
,,,,,,,,,,,,,,,,,,1.543278,,,,,,,,,,,41fd2213-5ea0-48b1-a630-df22cd352253,14,,"[50.4, 61.6]",3930168,0,,,,,1.2325864,,Right Foot,,,,"[55.5, 76.1]",,Ground Pass,,15.370751,,,Bendegúz Bolla,46789.0,,,,,,,1,Regular Play,Dominik Szoboszlai,21209.0,Right Attacking Midfield,3,Hungary,916,"['434067d6-26e5-40ba-8d46-aabcc0887141', '94fff719-3723-456f-a11c-ff666265564d']",6,,,,,,,,,,,,,,,,Hungary,916,00:00:06.469,Pass,True,,,,,,50.4,61.6,55.5,76.1,,,,,,55.5,76.1,Germany vs Hungary,Germany,Hungary
,,,,,,,,,,,,,,,,,,2.849858,,,,,,,,,,,7708e599-a560-4804-99e2-5f2d893dda28,18,,"[65.3, 77.8]",3930168,0,,,,,-0.50817263,,Right Foot,,,,"[96.9, 60.2]",,High Pass,,36.170708,Incomplete,,Barnabás Varga,12921.0,,,,,,,1,Regular Play,Bendegúz Bolla,46789.0,Right Wing Back,3,Hungary,916,"['0f1f010b-8e63-4844-b8db-4bc1804437a9', '1bef734a-98d6-4c84-9ce2-48f6156a3416', 'a83e3923-8648-463c-90b8-f11e880288c7']",9,,,,,,,,,,,,,,,,Hungary,916,00:00:09.323,Pass,True,,,,,,65.3,77.8,96.9,60.2,,,,,,96.9,60.2,Germany vs Hungary,Germany,Hungary
,,,,,,,,,,,,,,,,,,0.945523,,,,,,,,,,,d0f22b45-d07c-4124-adc6-1b5dd6c8b4a8,28,,"[102.8, 33.5]",3930168,0,,,,,-1.00748,,Left Foot,,,,"[105.2, 29.7]",,Ground Pass,,4.494441,Incomplete,,Milos Kerkez,89635.0,,,,,,,1,Regular Play,András Schäfer,42822.0,Left Defensive Midfield,3,Hungary,916,"['23d5eea5-b13b-43f7-b7b7-58988a10ff92', 'c6ee3163-1aaa-4fd2-8221-59b1bb74e904']",17,,,,,,,,,,,,,,,,Hungary,916,00:00:17.670,Pass,,,,,,,102.8,33.5,105.2,29.7,,,,,,105.2,29.7,Germany vs Hungary,Germany,Hungary
,,,,,,,,,,,,,,,,,,0.610544,,,,,,,,,,,69df248f-3568-4797-a6c4-423172273c61,34,,"[37.1, 49.9]",3930168,0,,,,,1.5967646,,Right Foot,,,,"[36.7, 65.3]",,Ground Pass,,15.405194,,,Joshua Kimmich,5579.0,,,,,,,1,Regular Play,Jamal Musiala,39565.0,Right Wing,4,Germany,770,['8af6418a-dd6b-4963-a710-4bb1ddf6cb4b'],22,,,,,,,,,,,,,,,,Germany,770,00:00:22.206,Pass,,,,,,,37.1,49.9,36.7,65.3,,,,,,36.7,65.3,Germany vs Hungary,Germany,Hungary
,,,,,,,,,,,,,,,,,,0.651294,,,,,,,,,,,d5cc2568-82b6-4a52-8392-9aa132018170,37,,"[36.7, 65.3]",3930168,0,,,,,-1.6960629,,Right Foot,,,,"[35.0, 51.8]",,Ground Pass,,13.606616,,,Robert Andrich,9195.0,,,,,,,1,Regular Play,Joshua Kimmich,5579.0,Right Back,4,Germany,770,['7ead3c6d-ed3c-44fe-89ac-85b83ff38105'],23,,,,,,,,,,,,,,,,Germany,770,00:00:23.197,Pass,,,,,,,36.7,65.3,35.0,51.8,,,,,,35.0,51.8,Germany vs Hungary,Germany,Hungary
,,,,,,,,,,,,,,,,,,0.585662,,,,,,,,,,,41d07718-59b4-4cbb-8173-ca99d824c322,40,,"[35.0, 51.8]",3930168,0,,,,,0.035196725,,Right Foot,,,,"[49.2, 52.3]",,Ground Pass,,14.2088,,,Kai Havertz,8966.0,,,,,,,1,Regular Play,Robert Andrich,9195.0,Right Defensive Midfield,4,Germany,770,['a71aca0f-ff7c-4693-862a-133750a7131a'],24,,,,,,,,,,,,,,,,Germany,770,00:00:24.001,Pass,,,,,,,35.0,51.8,49.2,52.3,,,,,,49.2,52.3,Germany vs Hungary,Germany,Hungary
,,,,,,,,,,,,,,,,,,1.140519,,,,,,,,,,,699d7c6c-ef50-4c46-a86c-0e39d9458d6a,43,,"[42.8, 48.2]",3930168,0,,,,,-1.5480729,,Left Foot,,,,"[43.3, 26.2]",,Ground Pass,,22.005682,,,Maximilian Mittelstädt,12407.0,,,,,,,1,Regular Play,Kai Havertz,8966.0,Center Forward,4,Germany,770,['1ff2921b-a2db-4e18-9702-1ce85e42e722'],26,,,,,,,,,,,,,,,,Germany,770,00:00:26.758,Pass,,,,,,,42.8,48.2,43.3,26.2,,,,,,43.3,26.2,Germany vs Hungary,Germany,Hungary
,,,,,,,,,,,,,,,,,,0.980168,,,,,,,,,,,e9fc687d-3ae3-4507-aac8-92b1f6cc3e73,46,,"[49.2, 21.8]",3930168,0,,,,,2.0437028,,Left Foot,,,,"[42.6, 34.7]",,Ground Pass,,14.490341,,,Jonathan Tah,8221.0,,,,,,,1,Regular Play,Maximilian Mittelstädt,12407.0,Left Back,4,Germany,770,['6fd9e942-0b1a-44b5-8981-51b7cd6f5f4d'],31,,,,,,,,,,,,,,,,Germany,770,00:00:31.222,Pass,,,,,,,49.2,21.8,42.6,34.7,,,,,,42.6,34.7,Germany vs Hungary,Germany,Hungary
,,,,,,,,,,,,,,,,,,0.659182,,,,,,,,,,,0752d449-0423-4ab8-830f-e42da90cfff0,49,,"[46.1, 35.7]",3930168,0,,,,,-1.2654377,,Right Foot,,,,"[49.0, 26.5]",,Ground Pass,,9.646243,,,Toni Kroos,5574.0,,,,,,,1,Regular Play,Jonathan Tah,8221.0,Left Center Back,4,Germany,770,['2fd8da01-883f-469c-a200-a6977ff937c1'],33,,,,,,,,,,,,,,,,Germany,770,00:00:33.919,Pass,,,,,,,46.1,35.7,49.0,26.5,,,,,,49.0,26.5,Germany vs Hungary,Germany,Hungary
,,,,,,,,,,,,,,,,,,0.844958,,,,,,,,,,,dc888e2e-fac7-4b33-97de-b58f281c295e,52,,"[49.0, 26.5]",3930168,0,,,,,-1.1920067,,Right Foot,,,,"[57.0, 6.4]",,Ground Pass,,21.63354,,,Maximilian Mittelstädt,12407.0,,,,,,,1,Regular Play,Toni Kroos,5574.0,Left Defensive Midfield,4,Germany,770,['4dcfdb0a-f387-46e0-bf68-6f2a1a99828f'],36,,,,,,,,,,,,,,,,Germany,770,00:00:36.460,Pass,,,,,,,49.0,26.5,57.0,6.4,,,,,,57.0,6.4,Germany vs Hungary,Germany,Hungary
,,,,,,,,,,,,,,,,,,1.096896,,,,,,,,,,,a4b9bb10-7a1c-47fc-a8a4-2f7805a99970,56,,"[51.8, 5.7]",3930168,0,,,,,2.158799,,Right Foot,,,,"[41.4, 21.3]",,Ground Pass,,18.748867,,,Jonathan Tah,8221.0,,,,,,,1,Regular Play,Maximilian Mittelstädt,12407.0,Left Back,4,Germany,770,"['22826702-b779-40e3-9c0c-41977fd69023', '2c2fb45c-0336-4c69-950f-f896b30ce528']",39,,,,,,,,,,,,,,,,Germany,770,00:00:39.899,Pass,True,,,,,,51.8,5.7,41.4,21.3,,,,,,41.4,21.3,Germany vs Hungary,Germany,Hungary
,,,,,,,,,,,,,,,,,,1.308307,,,,,,,,,,,da361217-dd9f-4ab5-99f7-d2f725c5fbe5,59,,"[54.4, 44.2]",3930168,0,,,,,1.6050966,,Left Foot,,,,"[53.7, 64.6]",,Ground Pass,,20.412006,,,Antonio Rüdiger,3167.0,,,,,,,1,Regular Play,Jonathan Tah,8221.0,Left Center Back,4,Germany,770,['7b878a5b-a3ac-4acb-b8ff-e52067f4ff2a'],45,,,,,,,,,,,,,,,,Germany,770,00:00:45.463,Pass,,,,,,,54.4,44.2,53.7,64.6,,,,,,53.7,64.6,Germany vs Hungary,Germany,Hungary
,,,,,,,,,,,,,,,,,,1.455614,,,,,,,,,,,4d7e715f-68e5-44d2-b17f-a1e8dfa14022,62,,"[56.3, 65.7]",3930168,0,,,,,-0.38938344,,Right Foot,,,,"[89.2, 52.2]",,High Pass,,35.562057,,,Kai Havertz,8966.0,,,,,,,1,Regular Play,Antonio Rüdiger,3167.0,Right Center Back,4,Germany,770,['a874337b-2ed7-413d-842c-92cf8a20da65'],48,,,,,,,,,,,,,,,,Germany,770,00:00:48.856,Pass,,,,,,,56.3,65.7,89.2,52.2,,,,,,89.2,52.2,Germany vs Hungary,Germany,Hungary
,,,,,,,,,,,,,,,,,,0.945605,,,,,,,,,,,1beafe29-2990-4868-b228-b8bcc218ad90,66,,"[84.6, 61.7]",3930168,0,,,,,-2.4384458,,Left Foot,,,,"[69.5, 48.9]",,Ground Pass,,19.795202,,,Jonathan Tah,8221.0,,,,,,,1,Regular Play,Kai Havertz,8966.0,Center Forward,4,Germany,770,['dea019ec-32d3-49a7-856f-6b0b727fd5d8'],59,,,,,,,,,,,,,,,,Germany,770,00:00:59.725,Pass,,,,,,,84.6,61.7,69.5,48.9,,,,,,69.5,48.9,Germany vs Hungary,Germany,Hungary
,,,,,,,,,,,,,,,,,,1.389723,,,,,,,,,,,67a9e4d9-4dc6-49c6-8d15-7ac60b983408,69,,"[72.8, 37.6]",3930168,1,,,,,-1.4613069,,Right Foot,,,,"[75.9, 9.4]",,Ground Pass,,28.369879,,,Maximilian Mittelstädt,12407.0,,,,,,,1,Regular Play,Jonathan Tah,8221.0,Left Center Back,4,Germany,770,['335a5958-ab63-473b-a729-e330507df2dd'],3,,,,,,,,,,,,,,,,Germany,770,00:01:03.557,Pass,,,,,,,72.8,37.6,75.9,9.4,,,,,,75.9,9.4,Germany vs Hungary,Germany,Hungary
,,,,,,,,,,,,,,,,,,0.533352,,,,,,,,,,,1b957d04-a7ac-4c05-aa14-d085bfc1c86c,72,,"[75.9, 8.8]",3930168,1,,,,,0.8938815,,Left Foot,,,,"[80.4, 14.4]",,Ground Pass,,7.18401,,,Florian Wirtz,40724.0,,,,,,,1,Regular Play,Maximilian Mittelstädt,12407.0,Left Back,4,Germany,770,['5aa0c3d5-dce4-4ad5-83c5-5b98c98e9ace'],6,,,,,,,,,,,,,,,,Germany,770,00:01:06.198,Pass,,,,,,,75.9,8.8,80.4,14.4,,,,,,80.4,14.4,Germany vs Hungary,Germany,Hungary
,,,,,,,,,,,,,,,,,,0.508805,,,,,,,,,,,d5b6a540-2ece-477b-93b7-c1a7ce827c79,75,,"[80.4, 14.4]",3930168,1,,,,,-2.5608363,,Right Foot,,,,"[74.0, 10.2]",,Ground Pass,,7.6550636,,,Maximilian Mittelstädt,12407.0,,,,,,,1,Regular Play,Florian Wirtz,40724.0,Left Wing,4,Germany,770,['93a63034-cf7d-4a7c-90a8-c33ef02d2750'],6,,,,,,,,,,,,,,,,Germany,770,00:01:06.811,Pass,,,,,,,80.4,14.4,74.0,10.2,,,,,,74.0,10.2,Germany vs Hungary,Germany,Hungary
,,,,,,,,,,,,,,,,,,1.092062,,,,,,,,,,,dc52348b-8243-4c67-b723-2775239c8cff,77,,"[74.0, 10.2]",3930168,1,,,,,2.7996428,,Left Foot,,,,"[62.2, 14.4]",,Ground Pass,,12.525175,,,Toni Kroos,5574.0,,,,,,,1,Regular Play,Maximilian Mittelstädt,12407.0,Left Back,4,Germany,770,['631f1587-54ba-4802-bc87-54a3ec08bfcc'],7,,,,,,,,,,,,,,,,Germany,770,00:01:07.320,Pass,,,,,,,74.0,10.2,62.2,14.4,,,,,,62.2,14.4,Germany vs Hungary,Germany,Hungary
,,,,,,,,,,,,,,,,,,1.341707,,,,,,,,,,,86dde018-55cb-4833-b14d-74ff65166c3b,80,,"[62.0, 26.3]",3930168,1,,,,,1.490583,,Right Foot,,,,"[64.5, 57.4]",,Ground Pass,,31.200321,,,Antonio Rüdiger,3167.0,,,,,,,1,Regular Play,Toni Kroos,5574.0,Left Defensive Midfield,4,Germany,770,['b2ce18a5-3bfa-4c17-8d34-cdc4cd5c540d'],11,,,,,,,,,,,,,,,,Germany,770,00:01:11.909,Pass,,,,,,,62.0,26.3,64.5,57.4,,,,,,64.5,57.4,Germany vs Hungary,Germany,Hungary
,,,,,,,,,,,,,,,,,,0.849891,,,,,,,,,,,aaa9cafc-ac06-4bd2-ae30-9c27906bd8be,83,,"[64.5, 57.4]",3930168,1,,,,,-2.177784,,Right Foot,,,,"[57.0, 46.6]",,Ground Pass,,13.148765,,,Jonathan Tah,8221.0,,,,,,,1,Regular Play,Antonio Rüdiger,3167.0,Right Center Back,4,Germany,770,['50995916-21f5-4061-b2ee-1612a5907a85'],15,,,,,,,,,,,,,,,,Germany,770,00:01:15.426,Pass,,,,,,,64.5,57.4,57.0,46.6,,,,,,57.0,46.6,Germany vs Hungary,Germany,Hungary
,,,,,,,,,,,,,,,,,,0.774085,,,,,,,,,,,6700d736-a198-42a3-9ede-128afbfa3cd1,86,,"[65.8, 37.9]",3930168,1,,,,,-2.1807132,,Right Foot,,,,"[60.0, 29.6]",,Ground Pass,,10.12571,,,Toni Kroos,5574.0,,,,,,,1,Regular Play,Jonathan Tah,8221.0,Left Center Back,4,Germany,770,['1f81c8f9-204f-40a0-bd0c-9b4b80aa3388'],19,,,,,,,,,,,,,,,,Germany,770,00:01:19.715,Pass,,,,,,,65.8,37.9,60.0,29.6,,,,,,60.0,29.6,Germany vs Hungary,Germany,Hungary
,,,,,,,,,,,,,,,,,,1.091304,,,,,,,,,,,08576707-7a1e-43d0-ad8a-1c2f18f0e996,89,,"[58.9, 27.0]",3930168,1,,,,,-0.7168782,,Right Foot,,,,"[69.8, 17.5]",,Ground Pass,,14.458907,,,Florian Wirtz,40724.0,,,,,,,1,Regular Play,Toni Kroos,5574.0,Left Defensive Midfield,4,Germany,770,['c2bbebe4-639e-44f8-9bf4-7dca2754442e'],21,,,,,,,,,,,,,,,,Germany,770,00:01:21.726,Pass,,,,,,,58.9,27.0,69.8,17.5,,,,,,69.8,17.5,Germany vs Hungary,Germany,Hungary
,,,,,,,,,,,,,,,,,,1.04798,,,,,,,,,,,4c03f1fc-3781-4198-a2be-a34b338a1d8d,93,,"[68.4, 1.4]",3930168,1,,,,,2.347998,,Right Foot,,,,"[56.3, 13.7]",,Ground Pass,,17.253984,,,Toni Kroos,5574.0,,,,,,,1,Regular Play,Florian Wirtz,40724.0,Left Wing,4,Germany,770,['b78dcb7e-e77f-4e14-ad07-fda1f00fa114'],25,,,,,,,,,,,,,,,,Germany,770,00:01:25.167,Pass,,,,,,,68.4,1.4,56.3,13.7,,,,,,56.3,13.7,Germany vs Hungary,Germany,Hungary
,,,,,,,,,,,,,,,,,,1.578576,,,,,,,,,,,47a9378d-aaa4-41dd-a448-8bb4ccbc7ed5,97,,"[62.7, 34.7]",3930168,1,,,,,1.351412,,Right Foot,,,,"[69.3, 64.3]",,Ground Pass,,30.326885,,,Antonio Rüdiger,3167.0,,,,,,,1,Regular Play,Toni Kroos,5574.0,Left Defensive Midfield,4,Germany,770,['221366b5-e562-44b0-a58e-f4d5b447a508'],30,,,,,,,,,,,,,,,,Germany,770,00:01:30.171,Pass,,,,,,,62.7,34.7,69.3,64.3,,,,,,69.3,64.3,Germany vs Hungary,Germany,Hungary
,,,,,,,,,,,,,,,,,,0.777238,,,,,,,,,,,8a79f613-9468-4cb9-86af-90fc1c54a93c,100,,"[69.3, 64.5]",3930168,1,,,,,-1.9587764,,Right Foot,,,,"[64.6, 53.0]",,Ground Pass,,12.423365,,,Jonathan Tah,8221.0,,,,,,,1,Regular Play,Antonio Rüdiger,3167.0,Right Center Back,4,Germany,770,['39950f2e-9e43-4b36-8766-9e5ba835a092'],33,,,,,,,,,,,,,,,,Germany,770,00:01:33.759,Pass,,,,,,,69.3,64.5,64.6,53.0,,,,,,64.6,53.0,Germany vs Hungary,Germany,Hungary
,,,,,,,,,,,,,,,,,,0.837349,,,,,,,,,,,4fe33ab0-7bf3-4cce-8440-801ebf0f2073,103,,"[70.7, 56.5]",3930168,1,,,,,0.43722203,,Right Foot,,,,"[79.9, 60.8]",,Ground Pass,,10.155294,,,İlkay Gündoğan,10287.0,,,,,,,1,Regular Play,Jonathan Tah,8221.0,Left Center Back,4,Germany,770,['2bf502d5-fcd7-47f0-8172-c9a5c1f0c39a'],38,,,,,,,,,,,,,,,,Germany,770,00:01:38.273,Pass,,,,,,,70.7,56.5,79.9,60.8,,,,,,79.9,60.8,Germany vs Hungary,Germany,Hungary
,,,,,,,,,,,,,,,,,,1.22193,,,,,,,,,,,e3b9124b-6d96-412d-a4cd-93ef3ea79077,106,,"[79.9, 61.3]",3930168,1,,,,,2.3741567,,Left Foot,,,,"[71.4, 69.5]",,Ground Pass,,11.810589,,,Antonio Rüdiger,3167.0,,,,,,,1,Regular Play,İlkay Gündoğan,10287.0,Center Attacking Midfield,4,Germany,770,['9694450e-5d4b-40a2-83ae-fbd211994232'],39,,,,,,,,,,,,,,,,Germany,770,00:01:39.265,Pass,,,,,,,79.9,61.3,71.4,69.5,,,,,,71.4,69.5,Germany vs Hungary,Germany,Hungary
,,,,,,,,,,,,,,,,,,0.911954,,,,,,,,,,,39b940ff-d78f-4030-8042-04befb60c5f6,109,,"[71.4, 69.5]",3930168,1,,,,,-0.16324028,,Left Foot,,,,"[79.9, 68.1]",,Ground Pass,,8.614523,,,İlkay Gündoğan,10287.0,,,,,,,1,Regular Play,Antonio Rüdiger,3167.0,Right Center Back,4,Germany,770,['65f45f65-1d16-4aa2-9949-18a2b81f0b85'],42,,,,,,,,,,,,,,,,Germany,770,00:01:42.184,Pass,,,,,,,71.4,69.5,79.9,68.1,,,,,,79.9,68.1,Germany vs Hungary,Germany,Hungary
,,,,,,,,,,,,,,,,,,0.826423,,,,,,,,,,,ba2bb158-6971-4564-84b3-2920b10d37fc,112,,"[78.8, 67.4]",3930168,1,,,,,-2.2296023,,Left Foot,,,,"[74.0, 61.2]",,Ground Pass,,7.8409185,,,Jamal Musiala,39565.0,,,,,,,1,Regular Play,İlkay Gündoğan,10287.0,Center Attacking Midfield,4,Germany,770,['44e8cc5b-cb10-4128-9f72-a35e17c2ec5a'],45,,,,,,,,,,,,,,,,Germany,770,00:01:45.379,Pass,,,,,,,78.8,67.4,74.0,61.2,,,,,,74.0,61.2,Germany vs Hungary,Germany,Hungary
,,,,,,,,,,,,,,,,,,1.369691,,,,,,,,,,,b88d600a-94f1-40fb-9f97-83764948c399,115,,"[74.0, 61.2]",3930168,1,,,,,-2.485897,,Right Foot,,,,"[63.6, 53.2]",,Ground Pass,,13.1209755,,,Jonathan Tah,8221.0,,,,,,,1,Regular Play,Jamal Musiala,39565.0,Right Wing,4,Germany,770,['926b3d4d-cc19-4843-be19-6073c377e8ca'],47,,,,,,,,,,,,,,,,Germany,770,00:01:47.306,Pass,,,,,,,74.0,61.2,63.6,53.2,,,,,,63.6,53.2,Germany vs Hungary,Germany,Hungary
,,,,,,,,,,,,,,,,,,1.118027,,,,,,,,,,,12444081-7520-4a61-a8ca-e6f32bfb71c1,118,,"[65.5, 37.6]",3930168,1,,,,,-1.7371284,,Right Foot,,,,"[63.2, 23.9]",,Ground Pass,,13.891725,,,Toni Kroos,5574.0,,,,,,,1,Regular Play,Jonathan Tah,8221.0,Left Center Back,4,Germany,770,['e72e63e1-e336-4a62-8e5f-b776a14cc3e9'],50,,,,,,,,,,,,,,,,Germany,770,00:01:50.910,Pass,,,,,,,65.5,37.6,63.2,23.9,,,,,,63.2,23.9,Germany vs Hungary,Germany,Hungary
