50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,team,team_id,timestamp,type,under_pressure,tactics.formation,tactics.lineup,tactics,50_50.outcome.id,50_50.outcome.name,x,y,pass_end_x,pass_end_y,carry_end_x,carry_end_y,shot_end_x,shot_end_y,shot_end_z,end_x,end_y,match_name,home_team,away_team
,,,,,,,,,,,,,,,,,,1.576249,,,,,,,,,,,,763eb585-3954-4294-a666-3b16857a6d3b,54,,,"[20.0, 3.6]",3930174,1,,,,,1.9362596,,Right Foot,,,,"[12.5, 23.2]",,Ground Pass,,20.985949,,,,,Abdülkerim Bardakcı,48383.0,,,,,,,1,From Keeper,Ferdi Erenay Kadıoğlu,30438.0,Left Back,5,Turkey,909,"['140b7138-88ca-4df5-bfb2-b53670a7fc23', '82932b66-98a9-4df0-b7bb-799e9853ba63']",44,,,,,,,,,,,,,,,,Turkey,909,00:01:44.106,Pass,True,,,,,,20.0,3.6,12.5,23.2,,,,,,12.5,23.2,Turkey vs Portugal,Turkey,Portugal
,,,,,,,,,,,,,,,,,,1.534865,,,,,,,,,,,,0312fc5b-06d3-4470-aabb-50b6eeb1b59c,58,,,"[13.6, 25.2]",3930174,1,,,,,2.2603354,,Left Foot,,,,"[4.2, 36.6]",,Ground Pass,,14.775656,,,,,Altay Bayındır,30442.0,,,,,,,1,From Keeper,Abdülkerim Bardakcı,48383.0,Left Center Back,5,Turkey,909,"['3dff8310-c597-4274-9dd7-5d7ad779f25d', '75d2590a-7f55-4962-aa4d-71c957880019']",46,,,,,,,,,,,,,,,,Turkey,909,00:01:46.567,Pass,True,,,,,,13.6,25.2,4.2,36.6,,,,,,4.2,36.6,Turkey vs Portugal,Turkey,Portugal
,,,,,,,,,,,,,,,,,,3.73846,,,,,,,,,,,,5e0aca23-806f-43d5-8596-4bd4fe9f84f5,61,,,"[14.3, 39.1]",3930174,1,,,,,0.1656284,,Right Foot,,,,"[81.9, 50.4]",,High Pass,,68.53795,,,Incomplete,,Muhammed Kerem Aktürkoğlu,49689.0,,,,,,,1,From Keeper,Altay Bayındır,30442.0,Goalkeeper,5,Turkey,909,"['85ea5103-7ecb-4317-bc27-e27e1c1cf4a6', 'acbeb0bf-2338-4563-a8b1-233bd2fb80cb']",54,,,,,,,,,,,,,,,,Turkey,909,00:01:54.374,Pass,,,,,,,14.3,39.1,81.9,50.4,,,,,,81.9,50.4,Turkey vs Portugal,Turkey,Portugal
,,,,,,,,,,,,,,,,,,2.035022,,,,,,,,,,,,acbeb0bf-2338-4563-a8b1-233bd2fb80cb,63,,,"[38.2, 29.7]",3930174,1,,,,,2.7242084,,Head,,,,"[16.1, 39.5]",,Low Pass,,24.1754,,,,,Diogo Meireles Costa,32975.0,,,,,,Recovery,1,Regular Play,Kléper Laveran Lima Ferreira,20016.0,Left Center Back,6,Portugal,780,"['1becf62b-20f9-482a-8528-c303b488e5e8', '5e0aca23-806f-43d5-8596-4bd4fe9f84f5']",58,,,,,,,,,,,,,,,,Portugal,780,00:01:58.113,Pass,,,,,,,38.2,29.7,16.1,39.5,,,,,,16.1,39.5,Turkey vs Portugal,Turkey,Portugal
,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2fdef9a4-e3bd-40d9-97c8-4a14af06882e,66,,,"[16.2, 41.0]",3930174,2,,,,,0.9368331,,Keeper Arm,,,,"[39.8, 73.1]",,Low Pass,,39.841812,,,,,João Pedro Cavaco Cancelo,7005.0,,,,,,,1,Regular Play,Diogo Meireles Costa,32975.0,Goalkeeper,6,Portugal,780,['72742850-d8cc-4f4a-b860-62b5327176c3'],1,,,,,,,,,,,,,,,,Portugal,780,00:02:01.073,Pass,,,,,,,16.2,41.0,39.8,73.1,,,,,,39.8,73.1,Turkey vs Portugal,Turkey,Portugal
,,,,,,,,,,,,,,,,,,1.127276,,,,,,,,,,,,e2d623a1-3328-4241-be75-fc3527f32a3b,69,,,"[41.2, 70.6]",3930174,2,,,,,-1.7903402,,Right Foot,,,,"[38.5, 58.5]",,Ground Pass,,12.39758,,,,,João Maria Lobo Alves Palhinha Gonçalves,12169.0,,,,,,,1,Regular Play,João Pedro Cavaco Cancelo,7005.0,Right Back,6,Portugal,780,['268ec580-92ce-46eb-ada9-1fb2ba7b0c11'],5,,,,,,,,,,,,,,,,Portugal,780,00:02:05.362,Pass,,,,,,,41.2,70.6,38.5,58.5,,,,,,38.5,58.5,Turkey vs Portugal,Turkey,Portugal
,,,,,,,,,,,,,,,,,,1.599999,,,,,,,,,,,,3ccdabe5-9497-44cb-861c-ca831481672c,72,,,"[34.1, 53.8]",3930174,2,,,,,-1.7749304,,Right Foot,,,,"[28.2, 25.3]",,Ground Pass,,29.104296,,,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,,1,Regular Play,João Maria Lobo Alves Palhinha Gonçalves,12169.0,Left Defensive Midfield,6,Portugal,780,['6cb9b284-1902-4b96-bf03-4462106f51de'],8,,,,,,,,,,,,,,,,Portugal,780,00:02:08.889,Pass,,,,,,,34.1,53.8,28.2,25.3,,,,,,28.2,25.3,Turkey vs Portugal,Turkey,Portugal
,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,9d7cf68c-0504-4199-954b-ab5a7c884367,75,,,"[35.7, 23.9]",3930174,2,,,,,1.5567127,,Left Foot,,,,"[35.9, 38.1]",,Ground Pass,,14.201408,,,,,João Maria Lobo Alves Palhinha Gonçalves,12169.0,,,,,,,1,Regular Play,Kléper Laveran Lima Ferreira,20016.0,Left Center Back,6,Portugal,780,['8ee5ef88-c668-42ec-a72d-b825d7eb8cf9'],14,,,,,,,,,,,,,,,,Portugal,780,00:02:14.489,Pass,,,,,,,35.7,23.9,35.9,38.1,,,,,,35.9,38.1,Turkey vs Portugal,Turkey,Portugal
,,,,,,,,,,,,,,,,,,1.150852,,,,,,,,,,,,a059a1f5-456a-4390-b0d0-1ee74acf906c,78,,,"[44.8, 48.3]",3930174,2,,,,,2.2142975,,Left Foot,,,,"[37.3, 58.3]",,Ground Pass,,12.5,,,,,Rúben Santos Gato Alves Dias,5206.0,,,,,,,1,Regular Play,João Maria Lobo Alves Palhinha Gonçalves,12169.0,Left Defensive Midfield,6,Portugal,780,['41330b6b-f019-4839-869e-de4b10c9af42'],18,,,,,,,,,,,,,,,,Portugal,780,00:02:18.659,Pass,,,,,,,44.8,48.3,37.3,58.3,,,,,,37.3,58.3,Turkey vs Portugal,Turkey,Portugal
,,,,,,,,,,,,,,,,,,1.653497,,,,,,,,,,,,69160953-ff4f-4b05-a875-020a57025835,81,,,"[36.9, 56.9]",3930174,2,,,,,-1.4408144,,Right Foot,,,,"[40.9, 26.3]",,Ground Pass,,30.86033,,,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,,1,Regular Play,Rúben Santos Gato Alves Dias,5206.0,Right Center Back,6,Portugal,780,['066210b2-9f6b-4809-9703-a563f5f6c372'],23,,,,,,,,,,,,,,,,Portugal,780,00:02:23.735,Pass,,,,,,,36.9,56.9,40.9,26.3,,,,,,40.9,26.3,Turkey vs Portugal,Turkey,Portugal
