50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,team,team_id,timestamp,type,under_pressure,tactics.formation,tactics.lineup,tactics,50_50.outcome.id,50_50.outcome.name,x,y,pass_end_x,pass_end_y,carry_end_x,carry_end_y,shot_end_x,shot_end_y,shot_end_z,end_x,end_y,match_name,home_team,away_team
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,c4d02671-638d-4dd6-aef5-4fa8e2454358,1,,,,3938642,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Georgia,2138,,0,,,,,,,,,,,,,,,,,Georgia,2138,00:00:00.000,Starting XI,,343.0,"[{'player': {'id': 102371, 'name': 'Giorgi Mamardashvili'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 16005, 'name': 'Solomon Kverkvelia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 7839, 'name': 'Guram Kashia'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 7655, 'name': 'Lasha Dvali'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 25036, 'name': 'Otar Kakabadze'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 22242, 'name': 'Heorhii Tsitaishvili'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 21}, {'player': {'id': 264017, 'name': 'Anzor Mekvabishvili'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 41202, 'name': 'Giorgi Kochorashvili'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 44183, 'name': 'Zuriko Davitashvili'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 38229, 'name': 'Khvicha Kvaratskhelia'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 33234, 'name': 'Georges Mikautadze'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]",,,,,,,,,,,,,,,Georgia vs Czech Republic,Georgia,Czech Republic
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,7241f167-3d72-4078-9dd9-3fa80e6356d4,2,,,,3938642,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Georgia,2138,,0,,,,,,,,,,,,,,,,,Czech Republic,912,00:00:00.000,Starting XI,,3421.0,"[{'player': {'id': 28040, 'name': 'Jindřich Staněk'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 16469, 'name': 'Tomáš Holeš'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 81330, 'name': 'Robin Hranáč'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 28272, 'name': 'Ladislav Krejčí'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 16570, 'name': 'Vladimír Coufal'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 5}, {'player': {'id': 134272, 'name': 'David Jurásek'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 15}, {'player': {'id': 4870, 'name': 'Tomáš Souček'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 28034, 'name': 'Lukáš Provod'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 8116, 'name': 'Václav Černý'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 28239, 'name': 'Adam Hložek'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 9}, {'player': {'id': 7044, 'name': 'Patrik Schick'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]",,,,,,,,,,,,,,,Georgia vs Czech Republic,Georgia,Czech Republic
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2f066a0f-c32f-4cf0-bc98-9c0994c70797,3,,,,3938642,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Georgia,2138,['f7cd34c4-f643-4f4b-8eb9-44a3ebc64ae6'],0,,,,,,,,,,,,,,,,,Georgia,2138,00:00:00.000,Half Start,,,,,,,,,,,,,,,,,,Georgia vs Czech Republic,Georgia,Czech Republic
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,f7cd34c4-f643-4f4b-8eb9-44a3ebc64ae6,4,,,,3938642,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Georgia,2138,['2f066a0f-c32f-4cf0-bc98-9c0994c70797'],0,,,,,,,,,,,,,,,,,Czech Republic,912,00:00:00.000,Half Start,,,,,,,,,,,,,,,,,,Georgia vs Czech Republic,Georgia,Czech Republic
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,5959954b-94b6-42ce-b310-d5028c8da0a7,1612,,,,3938642,45,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,81,Czech Republic,912,['03137ef3-a381-4837-95b0-ce65b910a63d'],0,,,,,,,,,,,,,,,,,Georgia,2138,00:00:00.000,Half Start,,,,,,,,,,,,,,,,,,Georgia vs Czech Republic,Georgia,Czech Republic
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,03137ef3-a381-4837-95b0-ce65b910a63d,1613,,,,3938642,45,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,81,Czech Republic,912,['5959954b-94b6-42ce-b310-d5028c8da0a7'],0,,,,,,,,,,,,,,,,,Czech Republic,912,00:00:00.000,Half Start,,,,,,,,,,,,,,,,,,Georgia vs Czech Republic,Georgia,Czech Republic
,,,,,,,,,,,,,,,,,,1.373719,,,,,,,,,,,,,,,54e43071-059d-4b84-bd9e-553b09890a27,5,,,"[61.0, 40.1]",3938642,0,,,,-2.9352686,,Right Foot,,,"[52.4, 38.3]",Ground Pass,,8.786353,,,Giorgi Kochorashvili,41202.0,,,,,Kick Off,1,From Kick Off,Georges Mikautadze,33234.0,Center Forward,2,Georgia,2138,['702d66cd-43e5-4d68-918b-1005f4bf39c2'],0,,,,,,,,,,,,,,,,,Georgia,2138,00:00:00.820,Pass,,,,,,,61.0,40.1,52.4,38.3,,,,,,52.4,38.3,Georgia vs Czech Republic,Georgia,Czech Republic
,,,,,,,,,,,,,,,,,,0.97579,,,,,,,,,,,,,,,ef2e227f-7a7b-488d-83f3-80b9c5b0e1d4,8,,,"[51.1, 44.9]",3938642,0,,,,0.65226185,,Right Foot,,,"[63.8, 54.6]",Ground Pass,,15.980614,,,Zuriko Davitashvili,44183.0,,,,,,1,From Kick Off,Giorgi Kochorashvili,41202.0,Left Defensive Midfield,2,Georgia,2138,['bbaffb03-454c-4b45-868a-697b12496bbf'],2,,,,,,,,,,,,,,,,,Georgia,2138,00:00:02.919,Pass,,,,,,,51.1,44.9,63.8,54.6,,,,,,63.8,54.6,Georgia vs Czech Republic,Georgia,Czech Republic
,,,,,,,,,,,,,,,,,,1.286659,,,,,,,,,,,,,,,7e8bcf8a-8859-43da-8a66-e9513a30baab,12,,,"[99.2, 29.8]",3938642,0,,,,-1.0345005,,Right Foot,,,"[107.7, 15.5]",Ground Pass,,16.635504,,,Heorhii Tsitaishvili,22242.0,,,,,,1,From Kick Off,Zuriko Davitashvili,44183.0,Right Wing,2,Georgia,2138,['ad6ea55b-2a4d-41fd-8c50-834edefeb73e'],9,,,,,,,,,,,,,,,,,Georgia,2138,00:00:09.155,Pass,,,,,,,99.2,29.8,107.7,15.5,,,,,,107.7,15.5,Georgia vs Czech Republic,Georgia,Czech Republic
,,,,,,,,,,,,,,,,,,0.196162,,,,,,,,,,,,,,,ba520c34-652d-4a73-8c4c-a96087ad4365,15,,,"[107.7, 15.5]",3938642,0,,,,1.3909428,,Left Foot,,,"[109.3, 24.3]",Ground Pass,,8.944272,Incomplete,,,,,,,,,1,From Kick Off,Heorhii Tsitaishvili,22242.0,Left Wing Back,2,Georgia,2138,['6a79d11b-9cb2-44dc-8acc-73071c479bb5'],10,,,,,,,,,,,,,,,,,Georgia,2138,00:00:10.601,Pass,,,,,,,107.7,15.5,109.3,24.3,,,,,,109.3,24.3,Georgia vs Czech Republic,Georgia,Czech Republic
,,,,,,,,,,,,,,,,,,0.492392,,,,,,,,,,,,,,,79d685f6-8929-4da4-9a38-b0d02a69d391,19,,,"[98.4, 25.9]",3938642,0,,,,-0.059630714,,Right Foot,,,"[105.1, 25.5]",Ground Pass,,6.71193,Incomplete,,Georges Mikautadze,33234.0,,,,,,1,From Kick Off,Anzor Mekvabishvili,264017.0,Right Defensive Midfield,2,Georgia,2138,"['57485554-5e1c-4b93-b977-92cbbd203faf', 'f4baab0a-6477-4926-9abb-1cc38effc1b2']",13,,,,,,,,,,,,,,,,,Georgia,2138,00:00:13.690,Pass,,,,,,,98.4,25.9,105.1,25.5,,,,,,105.1,25.5,Georgia vs Czech Republic,Georgia,Czech Republic
,,,,,,,,,,,,,,,,,,1.839382,,,,,,,,,,,,,,,51fb84fd-3148-4ad7-b5a6-438dfc29fbec,24,,,"[72.8, 18.1]",3938642,0,,,,0.45747486,,Left Foot,,,"[98.8, 30.9]",High Pass,,28.979994,,,Georges Mikautadze,33234.0,,,,,,1,From Kick Off,Lasha Dvali,7655.0,Left Center Back,2,Georgia,2138,['7a864552-9efc-4cdb-876b-0c5796a457f3'],19,,,,,,,,,,,,,,,,,Georgia,2138,00:00:19.369,Pass,,,,,,,72.8,18.1,98.8,30.9,,,,,,98.8,30.9,Georgia vs Czech Republic,Georgia,Czech Republic
,,,,,,,,,,,,,,,,,,1.707884,,,,,,,,,,,,,,,e64ee8c3-e415-4d83-b749-497afd73a7fa,29,,,"[18.6, 55.1]",3938642,0,,,,0.7270031,,Right Foot,,,"[35.8, 70.4]",Low Pass,,23.020208,,,Václav Černý,8116.0,,,,,Recovery,1,From Kick Off,Tomáš Holeš,16469.0,Right Center Back,2,Georgia,2138,['ad31a0ed-9c79-4a51-85a9-518ac3c54a21'],23,,,,,,,,,,,,,,,,,Czech Republic,912,00:00:23.241,Pass,,,,,,,18.6,55.1,35.8,70.4,,,,,,35.8,70.4,Georgia vs Czech Republic,Georgia,Czech Republic
,,,,,,,,,,,,,,,,,,1.310187,,,,,,,,,,,,,,,ceed5b3b-f8cf-4fa6-bb5f-45440f3e01c0,32,,,"[36.4, 69.4]",3938642,0,,,,-0.44310257,,Left Foot,,,"[48.2, 63.8]",Ground Pass,,13.061394,Incomplete,,Patrik Schick,7044.0,,,,,,1,From Kick Off,Václav Černý,8116.0,Right Attacking Midfield,2,Georgia,2138,"['02db1453-c618-4ec1-92ac-1e82ee81177e', 'fa3f9ab5-c7be-40f2-abb7-9a163873d1d9']",25,,,,,,,,,,,,,,,,,Czech Republic,912,00:00:25.414,Pass,,,,,,,36.4,69.4,48.2,63.8,,,,,,48.2,63.8,Georgia vs Czech Republic,Georgia,Czech Republic
,,,,,,,,,,,,,,,,,,0.919568,,,,,,,,,,,,,,,5ce24e03-b42c-4845-adaa-71540d626041,35,,,"[79.2, 16.8]",3938642,0,,,,2.8899026,,Other,,,"[72.2, 18.6]",Low Pass,,7.2277246,,,Anzor Mekvabishvili,264017.0,,,,,Recovery,1,From Kick Off,Zuriko Davitashvili,44183.0,Right Wing,2,Georgia,2138,['278f4712-5658-4138-87bd-bdbc80cfb489'],27,,,,,,,,,,,,,,,,,Georgia,2138,00:00:27.562,Pass,,,,,,,79.2,16.8,72.2,18.6,,,,,,72.2,18.6,Georgia vs Czech Republic,Georgia,Czech Republic
,,,,,,,,,,,,,,,,,,1.700288,,,,,,,,,,,,,,,cea0a720-c253-4239-9383-283e29b35bea,38,,,"[71.6, 18.1]",3938642,0,,,,2.6173334,,Right Foot,,,"[56.9, 26.6]",Ground Pass,,16.980577,,,Giorgi Kochorashvili,41202.0,,,,,,1,From Kick Off,Anzor Mekvabishvili,264017.0,Right Defensive Midfield,2,Georgia,2138,['21794698-f46e-480c-9ad3-b9a7da3171ef'],29,,,,,,,,,,,,,,,,,Georgia,2138,00:00:29.335,Pass,,,,,,,71.6,18.1,56.9,26.6,,,,,,56.9,26.6,Georgia vs Czech Republic,Georgia,Czech Republic
,,,,,,,,,,,,,,,,,,1.224788,,,,,,,,,,,,,,,ef98c123-ab28-4c35-bd3a-0dbdd6e357db,41,,,"[58.3, 34.6]",3938642,0,,,,0.44588298,,Right Foot,,,"[74.2, 42.2]",Ground Pass,,17.622997,,,Zuriko Davitashvili,44183.0,,,,,,1,From Kick Off,Giorgi Kochorashvili,41202.0,Left Defensive Midfield,2,Georgia,2138,['4ac81f96-f041-4c47-99e8-db80aa8196fb'],32,,,,,,,,,,,,,,,,,Georgia,2138,00:00:32.926,Pass,,,,,,,58.3,34.6,74.2,42.2,,,,,,74.2,42.2,Georgia vs Czech Republic,Georgia,Czech Republic
,,,,,,,,,,,,,,,,,,1.001121,,,,,,,,,,,,,,,1682dadf-fd4d-43fa-99ee-5bcff42b86df,47,,,"[73.9, 42.6]",3938642,0,True,,,-1.2694511,,Right Foot,,,"[85.4, 5.6]",Ground Pass,,38.745968,,,Lasha Dvali,7655.0,,,,,Free Kick,1,From Free Kick,Giorgi Kochorashvili,41202.0,Left Defensive Midfield,3,Georgia,2138,['fa269a11-9940-425b-8ad7-ad46da24664e'],48,,,,,,,,,,,,,,,,,Georgia,2138,00:00:48.106,Pass,,,,,,,73.9,42.6,85.4,5.6,,,,,,85.4,5.6,Georgia vs Czech Republic,Georgia,Czech Republic
,,,,,,,,,,,,,,,,,,0.784419,,,,,,,,,,,,,,,c0521834-f55e-44e0-9a93-a6510155835e,49,,,"[85.8, 6.6]",3938642,0,,,,0.91622555,,Left Foot,,,"[92.4, 15.2]",Ground Pass,,10.840664,,,Khvicha Kvaratskhelia,38229.0,,,,,,1,From Free Kick,Lasha Dvali,7655.0,Left Center Back,3,Georgia,2138,['1ff69c55-516f-44c1-9b62-3398ebb57152'],49,,,,,,,,,,,,,,,,,Georgia,2138,00:00:49.354,Pass,,,,,,,85.8,6.6,92.4,15.2,,,,,,92.4,15.2,Georgia vs Czech Republic,Georgia,Czech Republic
,,,,,,,,,,,,,,,,,,0.912771,,,,,,,,,,,,,,,52386a7f-538d-4c96-9ab7-a656e0259f86,53,,,"[92.2, 15.5]",3938642,0,,,,-0.964737,,Right Foot,,,"[99.2, 5.4]",Ground Pass,,12.288612,,,Heorhii Tsitaishvili,22242.0,,,,,,1,From Free Kick,Khvicha Kvaratskhelia,38229.0,Left Wing,3,Georgia,2138,"['7c10c393-d3be-459c-a572-2fd84b0b669b', 'd0969662-7d0b-4861-898b-8b4b589f1668']",50,,,,,,,,,,,,,,,,,Georgia,2138,00:00:50.169,Pass,True,,,,,,92.2,15.5,99.2,5.4,,,,,,99.2,5.4,Georgia vs Czech Republic,Georgia,Czech Republic
,,,,,,,,,,,,,,,,,,2.711529,,,,,,,,,,,,,,,7d9033c6-84a6-4538-bd50-b5a5e9b5296e,60,,,"[2.7, 63.7]",3938642,0,,,,0.19407055,,Right Foot,,,"[49.0, 72.8]",High Pass,,47.185802,Incomplete,,Václav Černý,8116.0,,,,,,1,Regular Play,Robin Hranáč,81330.0,Center Back,4,Czech Republic,912,"['2628e23f-b4b4-422b-ac81-8ee666f321a7', 'f1226180-b3e5-41b9-9443-350fbacb62f9']",57,,,,,,,,,,,,,,,,,Czech Republic,912,00:00:57.751,Pass,,,,,,,2.7,63.7,49.0,72.8,,,,,,49.0,72.8,Georgia vs Czech Republic,Georgia,Czech Republic
,,,,,,,,,,,,,,,,,,1.338356,,,,,,,,,,,,,,,f1226180-b3e5-41b9-9443-350fbacb62f9,62,,,"[71.1, 7.3]",3938642,1,,,,0.10827059,,Left Foot,,,"[84.9, 8.8]",High Pass,,13.881283,Incomplete,,Khvicha Kvaratskhelia,38229.0,,,,,Recovery,1,Regular Play,Lasha Dvali,7655.0,Left Center Back,4,Czech Republic,912,"['3d6f381f-8436-4264-ae5b-8c23dd462c18', '642cd064-bb31-4829-a3df-73e61ef95e90', '7d9033c6-84a6-4538-bd50-b5a5e9b5296e']",0,,,,,,,,,,,,,,,,,Georgia,2138,00:01:00.462,Pass,,,,,,,71.1,7.3,84.9,8.8,,,,,,84.9,8.8,Georgia vs Czech Republic,Georgia,Czech Republic
,,,,,,,,,,,,,,,,,,1.154785,,,,,,,,,,,,,,,3d6f381f-8436-4264-ae5b-8c23dd462c18,64,,,"[35.2, 71.3]",3938642,1,,,,-0.34052768,,Head,,,"[47.9, 66.8]",High Pass,,13.473678,,,Patrik Schick,7044.0,,,,,Recovery,1,Regular Play,Tomáš Souček,4870.0,Right Defensive Midfield,4,Czech Republic,912,"['d0b0dd39-f193-47a5-b018-58299ed294cb', 'f1226180-b3e5-41b9-9443-350fbacb62f9']",1,,,,,,,,,,,,,,,,,Czech Republic,912,00:01:01.801,Pass,,,,,,,35.2,71.3,47.9,66.8,,,,,,47.9,66.8,Georgia vs Czech Republic,Georgia,Czech Republic
,,,,,,,,,,,,,,,,,,0.698272,,,,,,,,,,,,,,,88f71b0b-fd15-4784-bd0e-ea98f855fede,67,,,"[47.6, 64.9]",3938642,1,,,,-2.070143,,Other,,,"[44.6, 59.4]",Low Pass,,6.264982,Incomplete,,Lukáš Provod,28034.0,,,,,,1,Regular Play,Patrik Schick,7044.0,Center Forward,4,Czech Republic,912,"['986379a5-17af-4349-b7d3-66dfaadaaf68', 'ac7ac242-711f-465e-8430-63a624c7ad10']",3,,,,,,,,,,,,,,,,,Czech Republic,912,00:01:03.112,Pass,,,,,,,47.6,64.9,44.6,59.4,,,,,,44.6,59.4,Georgia vs Czech Republic,Georgia,Czech Republic
,,,,,,,,,,,,,,,,,,1.470922,,,,,,,,,,,,,,,29c52ffc-be33-4a5d-a5f1-bc1d5f868dfe,72,,,"[42.7, 55.2]",3938642,1,,,,-2.620537,,Right Foot,,,"[25.8, 45.5]",Ground Pass,,19.485893,,,Robin Hranáč,81330.0,,,,,,1,Regular Play,Lukáš Provod,28034.0,Left Defensive Midfield,4,Czech Republic,912,['913f7cf4-c475-4689-b31d-2f3f7d05b874'],10,,,,,,,,,,,,,,,,,Czech Republic,912,00:01:10.076,Pass,,,,,,,42.7,55.2,25.8,45.5,,,,,,25.8,45.5,Georgia vs Czech Republic,Georgia,Czech Republic
,,,,,,,,,,,,,,,,,,1.262228,,,,,,,,,,,,,,,375ab236-45ba-4761-b472-a62b547b3647,75,,,"[26.4, 43.5]",3938642,1,,,,-1.5930148,,Right Foot,,,"[26.0, 25.5]",Ground Pass,,18.004444,,,Ladislav Krejčí,28272.0,,,,,,1,Regular Play,Robin Hranáč,81330.0,Center Back,4,Czech Republic,912,['433c6cdd-3f31-41ff-8aa7-387f724f0c32'],13,,,,,,,,,,,,,,,,,Czech Republic,912,00:01:13.162,Pass,,,,,,,26.4,43.5,26.0,25.5,,,,,,26.0,25.5,Georgia vs Czech Republic,Georgia,Czech Republic
,,,,,,,,,,,,,,,,,,1.552991,,,,,,,,,,,,,,,47a2bbce-10ae-4692-ba7d-e82b0d6f3c6a,78,,,"[40.6, 28.6]",3938642,1,,,,1.5358106,,Left Foot,,,"[41.3, 48.6]",Ground Pass,,20.012247,,,Tomáš Holeš,16469.0,,,,,,1,Regular Play,Ladislav Krejčí,28272.0,Left Center Back,4,Czech Republic,912,['c1f3629f-90e5-4da6-b33d-9b76c47555ce'],18,,,,,,,,,,,,,,,,,Czech Republic,912,00:01:18.216,Pass,,,,,,,40.6,28.6,41.3,48.6,,,,,,41.3,48.6,Georgia vs Czech Republic,Georgia,Czech Republic
,,,,,,,,,,,,,,,,,,1.676766,,,,,,,,,,,,,,,99e40488-34a7-47d1-bc0d-421fd264f753,81,,,"[42.0, 50.6]",3938642,1,,,,1.2338699,,Left Foot,,,"[48.2, 68.3]",Ground Pass,,18.754467,,,Vladimír Coufal,16570.0,,,,,,1,Regular Play,Tomáš Holeš,16469.0,Right Center Back,4,Czech Republic,912,['ede2c3c4-8d00-4aeb-9f5e-0582cad2192e'],20,,,,,,,,,,,,,,,,,Czech Republic,912,00:01:20.547,Pass,,,,,,,42.0,50.6,48.2,68.3,,,,,,48.2,68.3,Georgia vs Czech Republic,Georgia,Czech Republic
,,,,,,,,,,,,,,,,,,1.382546,,,,,,,,,,,,,,,41236b12-bc65-492f-99f3-51afb855be64,84,,,"[54.3, 70.8]",3938642,1,,,,-2.398423,,Right Foot,,,"[43.2, 60.6]",Ground Pass,,15.074814,,,Tomáš Holeš,16469.0,,,,,,1,Regular Play,Vladimír Coufal,16570.0,Right Wing Back,4,Czech Republic,912,['9f4ab6cc-f15f-4c2e-8e8b-3e213f1f311a'],25,,,,,,,,,,,,,,,,,Czech Republic,912,00:01:25.869,Pass,,,,,,,54.3,70.8,43.2,60.6,,,,,,43.2,60.6,Georgia vs Czech Republic,Georgia,Czech Republic
,,,,,,,,,,,,,,,,,,3.174156,,,,,,,,,,,,,,,270a1817-3e09-43b5-801b-557b8685b00b,87,,,"[43.9, 48.1]",3938642,1,,,,-1.4085975,,Right Foot,,,"[51.1, 4.1]",Ground Pass,,44.585197,,,David Jurásek,134272.0,,True,,,,1,Regular Play,Tomáš Holeš,16469.0,Right Center Back,4,Czech Republic,912,['ca68fb01-c7ec-481b-bf52-72b1bb992542'],29,,,,,,,,,,,,,,,,,Czech Republic,912,00:01:29.218,Pass,,,,,,,43.9,48.1,51.1,4.1,,,,,,51.1,4.1,Georgia vs Czech Republic,Georgia,Czech Republic
,,,,,,,,,,,,,,,,,,1.250318,,,,,,,,,,,,,,,3d8d9538-0a27-4b19-b586-c4559bcd2358,90,,,"[50.4, 4.7]",3938642,1,,,,2.4511461,,Left Foot,,,"[45.8, 8.5]",Ground Pass,,5.9665737,,,Ladislav Krejčí,28272.0,,,,,,1,Regular Play,David Jurásek,134272.0,Left Wing Back,4,Czech Republic,912,['5b77bb3f-2818-472d-9147-bfe24e685558'],32,,,,,,,,,,,,,,,,,Czech Republic,912,00:01:32.582,Pass,,,,,,,50.4,4.7,45.8,8.5,,,,,,45.8,8.5,Georgia vs Czech Republic,Georgia,Czech Republic
,,,,,,,,,,,,,,,,,,1.365414,,,,,,,,,,,,,,,d77d4917-d27f-4790-94cf-fab099d522dc,93,,,"[46.9, 12.1]",3938642,1,,,,1.2384951,,Left Foot,,,"[55.7, 37.6]",Ground Pass,,26.975729,,,Tomáš Souček,4870.0,,,,,,1,Regular Play,Ladislav Krejčí,28272.0,Left Center Back,4,Czech Republic,912,['ec3386c2-4091-462e-a7cc-ffdb6b705781'],34,,,,,,,,,,,,,,,,,Czech Republic,912,00:01:34.910,Pass,,,,,,,46.9,12.1,55.7,37.6,,,,,,55.7,37.6,Georgia vs Czech Republic,Georgia,Czech Republic
,,,,,,,,,,,,,,,,,,1.830075,,,,,,,,,,,,,,,df6946c1-0a09-4ae3-8f1a-fe739fe326b0,96,,,"[55.4, 39.3]",3938642,1,,,,1.3112674,,Right Foot,,,"[63.1, 68.3]",Ground Pass,,30.004833,,,Vladimír Coufal,16570.0,,,,,,1,Regular Play,Tomáš Souček,4870.0,Right Defensive Midfield,4,Czech Republic,912,['0a444b5e-159a-47f3-b013-b7418076f381'],37,,,,,,,,,,,,,,,,,Czech Republic,912,00:01:37.700,Pass,,,,,,,55.4,39.3,63.1,68.3,,,,,,63.1,68.3,Georgia vs Czech Republic,Georgia,Czech Republic
,,,,,,,,,,,,,,,,,,0.657092,,,,,,,,,,,,,,,811f0d3d-85ef-49b6-aba3-81780badea05,99,,,"[62.9, 68.2]",3938642,1,,,,-0.8288491,,Right Foot,,,"[70.6, 59.8]",Ground Pass,,11.395174,,,Lukáš Provod,28034.0,,,,,,1,Regular Play,Vladimír Coufal,16570.0,Right Wing Back,4,Czech Republic,912,['e8baa6c5-a9d7-40a7-981a-01bc403a066c'],40,,,,,,,,,,,,,,,,,Czech Republic,912,00:01:40.468,Pass,,,,,,,62.9,68.2,70.6,59.8,,,,,,70.6,59.8,Georgia vs Czech Republic,Georgia,Czech Republic
,,,,,,,,,,,,,,,,,,1.014083,,,,,,,,,,,,,,,0712bb14-2559-4370-9b61-7bab7af751c1,101,,,"[71.0, 58.9]",3938642,1,,,,2.2159448,,Left Foot,,,"[63.7, 68.6]",Ground Pass,,12.140017,,,Vladimír Coufal,16570.0,,,,,,1,Regular Play,Lukáš Provod,28034.0,Left Defensive Midfield,4,Czech Republic,912,['e446a278-9322-45b5-a76c-e14e600d3083'],41,,,,,,,,,,,,,,,,,Czech Republic,912,00:01:41.125,Pass,,,,,,,71.0,58.9,63.7,68.6,,,,,,63.7,68.6,Georgia vs Czech Republic,Georgia,Czech Republic
,,,,,,,,,,,,,,,,,,2.36105,,,,,,,,,,,,,,,aad3b17c-5aa5-45c5-a2aa-3a03063e9843,104,,,"[68.2, 75.9]",3938642,1,,,,-0.15084536,,Right Foot,,,"[105.7, 70.2]",High Pass,,37.930725,Incomplete,,Adam Hložek,28239.0,,,,,,1,Regular Play,Vladimír Coufal,16570.0,Right Wing Back,4,Czech Republic,912,"['1c3c279e-183c-478d-9a84-53bd77722a10', '7ba7bd8d-18c0-4c43-b3d7-06b5f5736317']",44,,,,,,,,,,,,,,,,,Czech Republic,912,00:01:44.901,Pass,,,,,,,68.2,75.9,105.7,70.2,,,,,,105.7,70.2,Georgia vs Czech Republic,Georgia,Czech Republic
,,,,,,,,,,,,,,,,,,3.336633,,,,,,,,,,,,,,,1fdd78c8-3fdc-4a72-9820-800cc14738ce,112,,,"[97.0, 80.0]",3938642,2,,,,-1.3896708,846cc3ec-63e1-4d31-be93-9cb9fd011a1c,,,,"[104.6, 38.5]",High Pass,,42.190166,,,Adam Hložek,28239.0,True,True,,,Throw-in,1,From Throw In,Vladimír Coufal,16570.0,Right Wing Back,5,Czech Republic,912,['dadff8f3-8c86-484a-92c0-c90f29a5acc8'],8,,,,,,,,,,,,,,,,,Czech Republic,912,00:02:08.008,Pass,,,,,,,97.0,80.0,104.6,38.5,,,,,,104.6,38.5,Georgia vs Czech Republic,Georgia,Czech Republic
