50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,team,team_id,timestamp,type,under_pressure,tactics.formation,tactics.lineup,tactics,50_50.outcome.id,50_50.outcome.name,x,y,pass_end_x,pass_end_y,carry_end_x,carry_end_y,shot_end_x,shot_end_y,shot_end_z,end_x,end_y,match_name,home_team,away_team
,,,,,,,,,,,,,,,,,,1.37317,,,,,,,,,,,,,a07e5d19-57b4-4bc2-a5c0-9f65304d8ba9,1132,,,"[85.2, 17.7]",3930177,28,,,,,2.939271,,Right Foot,,,,"[69.6, 20.9]",,Ground Pass,,15.924824,,,,Callum McGregor,10534.0,,,,,,,1,Regular Play,Che Adams,9466.0,Center Forward,47,Scotland,942,['621e45b8-ad1e-4f1f-8c7d-c49fc00c3cdd'],4,,,,,,,,,,,,,,,,,Scotland,942,00:28:04.817,Pass,,,,,,,85.2,17.7,69.6,20.9,,,,,,69.6,20.9,Scotland vs Hungary,Scotland,Hungary
,,,,,,,,,,,,,,,,,,0.988849,,,,,,,,,,,,,6c8875cc-aac7-4fe7-9d94-9bc249deaa3c,1135,,,"[70.1, 21.4]",3930177,28,,,,,-1.9862884,,Left Foot,,,,"[67.1, 14.6]",,Ground Pass,,7.4323616,,,,Anthony Ralston,22308.0,,,,,,,1,Regular Play,Callum McGregor,10534.0,Left Defensive Midfield,47,Scotland,942,"['1865ad15-8919-4496-b4e5-afda851f3af1', '4de2afbe-b7da-470a-aaa1-8bf86f05e144']",6,,,,,,,,,,,,,,,,,Scotland,942,00:28:06.190,Pass,True,,,,,,70.1,21.4,67.1,14.6,,,,,,67.1,14.6,Scotland vs Hungary,Scotland,Hungary
,,,,,,,,,,,,,,,,,,1.773402,,,,,,,,,,,,,5e6a337d-63d8-4554-bfb9-5a51e12c8898,1143,,,"[55.1, 18.4]",3930177,29,,,,,2.1053421,,Left Foot,,,,"[43.2, 38.5]",,Ground Pass,,23.358511,,,,Grant Campbell Hanley,9481.0,,,,,,,1,Other,Scott McKenna,10002.0,Left Center Back,49,Scotland,942,['768af78d-b947-4a51-8a7a-f4c65b37bdad'],1,,,,,,,,,,,,,,,,,Scotland,942,00:29:01.253,Pass,,,,,,,55.1,18.4,43.2,38.5,,,,,,43.2,38.5,Scotland vs Hungary,Scotland,Hungary
,,,,,,,,,,,,,,,,,,3.235893,,,,,,,,,,,,,bdcac6a2-79e3-4fcf-9a06-b287e8ec8615,1146,,,"[43.0, 43.9]",3930177,29,,,,,0.4737775,,Right Foot,,,,"[98.0, 72.1]",,High Pass,,61.80809,,Incomplete,,Anthony Ralston,22308.0,,,,,,,1,Other,Grant Campbell Hanley,9481.0,Center Back,49,Scotland,942,"['99796072-866b-426b-9128-e1bbf7a70e96', 'ebaa1654-9e54-4aa2-9df0-1d4e19141575']",8,,,,,,,,,,,,,,,,,Scotland,942,00:29:08.823,Pass,,,,,,,43.0,43.9,98.0,72.1,,,,,,98.0,72.1,Scotland vs Hungary,Scotland,Hungary
,,,,,,,,,,,,,,,,,,0.824257,,,,,,,,,,,,,ebaa1654-9e54-4aa2-9df0-1d4e19141575,1148,,,"[22.1, 8.0]",3930177,29,,,,,0.9351076,,Head,,,,"[29.7, 18.3]",,Low Pass,,12.80039,,,,Márton Dárdai,40920.0,,,,,,Recovery,1,Regular Play,Milos Kerkez,89635.0,Left Wing Back,50,Hungary,916,"['30d4e32f-983a-4ddb-a68f-d358721409b1', 'bdcac6a2-79e3-4fcf-9a06-b287e8ec8615']",12,,,,,,,,,,,,,,,,,Hungary,916,00:29:12.059,Pass,,,,,,,22.1,8.0,29.7,18.3,,,,,,29.7,18.3,Scotland vs Hungary,Scotland,Hungary
,,,,,,,,,,,,,,,,,,1.755798,,,,,,,,,,,,,7d49c0eb-2279-47fe-bb17-e5bd3080d7ff,1151,,,"[29.1, 18.5]",3930177,29,,,,,-0.4444192,,Left Foot,,,,"[52.2, 7.5]",,High Pass,,25.585348,,,,Roland Sallai,19316.0,,,,,,,1,Regular Play,Márton Dárdai,40920.0,Left Center Back,50,Hungary,916,['05f650ec-e487-4416-88f4-4f16afabdb38'],12,,,,,,,,,,,,,,,,,Hungary,916,00:29:12.963,Pass,,,,,,,29.1,18.5,52.2,7.5,,,,,,52.2,7.5,Scotland vs Hungary,Scotland,Hungary
,,,,,,,,,,,,,,,,,,2.746627,,,,,,,,,,,,,10702229-5178-4061-bb5d-6f625218ef38,1157,,,"[65.1, 7.2]",3930177,29,,,,,0.8550527,,Right Foot,,,,"[99.1, 46.3]",,High Pass,,51.81515,,Incomplete,,Willi Orban,8509.0,,,,,,Free Kick,1,From Free Kick,Dominik Szoboszlai,21209.0,Right Attacking Midfield,51,Hungary,916,"['9d1f6599-1ca7-4bf4-a10f-33b6c88f9729', 'ffa7f85c-2c50-414f-9cfa-332e432600c6']",58,,,,,,,,,,,,,,,,,Hungary,916,00:29:58.753,Pass,,,,,,,65.1,7.2,99.1,46.3,,,,,,99.1,46.3,Scotland vs Hungary,Scotland,Hungary
,,,,,,,,,,,,,,,,,,2.237028,,,,,,,,,,,,,8b11af59-5fc7-4bff-ba52-0fdf5aa8493e,1164,,,"[84.9, 42.8]",3930177,30,,,,,1.537586,,Right Foot,,,,"[85.9, 72.9]",,Ground Pass,,30.116608,,,,Bendegúz Bolla,46789.0,,,,,,,1,From Free Kick,Roland Sallai,19316.0,Left Attacking Midfield,51,Hungary,916,['3057366b-3975-416f-8091-47f1bdc5a9f1'],7,,,,,,,,,,,,,,,,,Hungary,916,00:30:07.024,Pass,,,,,,,84.9,42.8,85.9,72.9,,,,,,85.9,72.9,Scotland vs Hungary,Scotland,Hungary
,,,,,,,,,,,,,,,,,,1.204415,,,,,,,,,,,,,efd04995-cdce-497b-8687-0e8e2ea0a4ed,1167,,,"[90.9, 75.9]",3930177,30,,,,,-1.0696017,,Right Foot,True,,,"[107.5, 45.6]",,High Pass,,34.54924,,Incomplete,,,,,,,,,,1,From Free Kick,Bendegúz Bolla,46789.0,Right Wing Back,51,Hungary,916,['9e35e68f-5475-4f62-b960-9daa01b28ef7'],10,,,,,,,,,,,,,,,,,Hungary,916,00:30:10.553,Pass,,,,,,,90.9,75.9,107.5,45.6,,,,,,107.5,45.6,Scotland vs Hungary,Scotland,Hungary
,,,,,,,,,,,,,,,,,,1.449948,,,,,,,,,,,,,9e35e68f-5475-4f62-b960-9daa01b28ef7,1168,,,"[12.6, 34.5]",3930177,30,,,,,-0.36778846,,Left Foot,,,,"[34.4, 26.1]",,Low Pass,,23.362364,,,,Che Adams,9466.0,,,,,,Recovery,1,From Free Kick,Scott McKenna,10002.0,Left Center Back,51,Hungary,916,"['e76ba692-4180-4bc2-a87c-2aae2fa8a2f3', 'efd04995-cdce-497b-8687-0e8e2ea0a4ed']",11,,,,,,,,,,,,,,,,,Scotland,942,00:30:11.758,Pass,,,,,,,12.6,34.5,34.4,26.1,,,,,,34.4,26.1,Scotland vs Hungary,Scotland,Hungary
,,,,,,,,,,,,,,,,,,0.732706,,,,,,,,,,,,,d5d3fb4b-d627-4115-8377-d5583cf2b88d,1175,,,"[25.8, 29.9]",3930177,30,,,,,0.0,,Right Foot,,,,"[32.8, 29.9]",,Ground Pass,,7.0,,Incomplete,,Che Adams,9466.0,,,,,,Recovery,1,From Free Kick,Scott McTominay,3620.0,Left Attacking Midfield,51,Hungary,916,"['776d9df6-62a7-4beb-b771-0b3528c736f4', 'af96a7ba-9463-4007-b2f8-b56c2f102f40', 'e73ff89d-da96-4264-8c9f-e7a19cb7ac30']",14,,,,,,,,,,,,,,,,,Scotland,942,00:30:14.852,Pass,True,,,,,,25.8,29.9,32.8,29.9,,,,,,32.8,29.9,Scotland vs Hungary,Scotland,Hungary
,,,,,,,,,,,,,,,,,,0.305993,,,,,,,,,,,,,e73ff89d-da96-4264-8c9f-e7a19cb7ac30,1177,,,"[87.3, 50.2]",3930177,30,,,,,0.039978687,,Left Foot,,,,"[92.3, 50.4]",,Low Pass,,5.0039983,,Incomplete,,,,,,,,,Recovery,1,From Free Kick,Callum Styles,4286.0,Left Defensive Midfield,51,Hungary,916,"['5f9742b2-64c4-47ee-92ba-55774fd89ed0', 'd5d3fb4b-d627-4115-8377-d5583cf2b88d']",15,,,,,,,,,,,,,,,,,Hungary,916,00:30:15.584,Pass,,,,,,,87.3,50.2,92.3,50.4,,,,,,92.3,50.4,Scotland vs Hungary,Scotland,Hungary
,,,,,,,,,,,,,,,,,,1.32712,,,,,,,,,,,,,c9320b76-dc04-48b8-87be-f5a5bf0f3e58,1187,,,"[120.0, 0.1]",3930177,31,,,,,1.6458975,,Right Foot,,,,"[116.9, 41.3]",,High Pass,True,41.316463,,Incomplete,,,,,,True,Inswinging,,Corner,1,From Corner,Dominik Szoboszlai,21209.0,Right Attacking Midfield,53,Hungary,916,['6b3e5336-6f04-4c25-81f5-404682449719'],55,,,,,,,,,,,,,,,,,Hungary,916,00:31:55.847,Pass,,,,,,,120.0,0.1,116.9,41.3,,,,,,116.9,41.3,Scotland vs Hungary,Scotland,Hungary
,,,,,,,,,,,,,,,,,,1.08193,,,,,,,,,,,,,d1c67b80-793d-4e23-98de-77058621fdb6,1189,,,"[99.3, 44.1]",3930177,32,,,,,0.3660565,,Head,,,,"[105.3, 46.4]",,High Pass,,6.4257298,,,,Barnabás Varga,12921.0,,,,,,Recovery,1,From Corner,Márton Dárdai,40920.0,Left Center Back,53,Hungary,916,['46f616e7-fe19-47a7-9d6e-b890027b48a2'],1,,,,,,,,,,,,,,,,,Hungary,916,00:32:01.235,Pass,,,,,,,99.3,44.1,105.3,46.4,,,,,,105.3,46.4,Scotland vs Hungary,Scotland,Hungary
,,,,,,,,,,,,,,,,,,1.15141,,,,,,,,,,,,,14fde196-d905-4f9b-9740-3fc7fc401072,1191,,,"[104.7, 45.2]",3930177,32,,,,,-1.2055949,,Head,,,,"[107.3, 38.4]",,High Pass,,7.28011,,Incomplete,,,,,,,,,,1,From Corner,Barnabás Varga,12921.0,Center Forward,53,Hungary,916,['ff1bee27-687b-4be6-a418-9850c0be2ac7'],2,,,,,,,,,,,,,,,,,Hungary,916,00:32:02.397,Pass,,,,,,,104.7,45.2,107.3,38.4,,,,,,107.3,38.4,Scotland vs Hungary,Scotland,Hungary
,,,,,,,,,,,,,,,,,,0.937567,,,,,,,,,,,,,1b8e463a-b5e5-48da-8872-00de701003d6,1193,,,"[99.3, 35.7]",3930177,32,,,,True,1.3419975,,,,,,"[101.0, 43.0]",,Low Pass,,7.495332,,Incomplete,,,,,,,,,Recovery,1,From Corner,Roland Sallai,19316.0,Left Attacking Midfield,53,Hungary,916,"['ad59c3dd-e3c7-4087-bac6-caba2bc2c3dd', 'd5a9fbab-8769-472c-9116-7a30c1373123']",4,,,,,,,,,,,,,,,,,Hungary,916,00:32:04.867,Pass,True,,,,,,99.3,35.7,101.0,43.0,,,,,,101.0,43.0,Scotland vs Hungary,Scotland,Hungary
,,,,,,,,,,,,,,,,,,1.791769,,,,,,,,,,,,,8276df63-d767-4de6-a44f-d8f75b009540,1196,,,"[57.2, 80.0]",3930177,32,,,,,-0.22923194,,,,,,"[78.2, 75.1]",,High Pass,,21.56409,,Incomplete,,Barnabás Varga,12921.0,,,,,,Throw-in,1,From Throw In,Endre Botka,31887.0,Right Center Back,54,Hungary,916,"['6096e4bb-90b4-4632-9e95-ac1a0883ba97', 'fa326975-99ac-489d-bc38-e9dec84a389f']",36,,,,,,,,,,,,,,,,,Hungary,916,00:32:36.255,Pass,,,,,,,57.2,80.0,78.2,75.1,,,,,,78.2,75.1,Scotland vs Hungary,Scotland,Hungary
,,,,,,,,,,,,,,,,,,2.663121,,,,,,,,,,,,,d5a1db64-202b-47bd-a5dc-d1c0f1f10f92,1200,,,"[33.2, 12.7]",3930177,32,,,,,0.06865981,,Left Foot,,,,"[68.1, 15.1]",,High Pass,,34.982426,,,,Che Adams,9466.0,,,,,,Recovery,1,From Throw In,Grant Campbell Hanley,9481.0,Center Back,54,Hungary,916,['a0254920-38fd-477d-a220-b8a28fcb3237'],39,,,,,,,,,,,,,,,,,Scotland,942,00:32:39.540,Pass,,,,,,,33.2,12.7,68.1,15.1,,,,,,68.1,15.1,Scotland vs Hungary,Scotland,Hungary
,,,,,,,,,,,,,,,,,,1.321663,,,,,,,,,,,,,129a7ad0-6875-4619-a273-84e377b5bbe4,1205,,,"[52.8, 55.4]",3930177,32,,,,,-2.8029583,,Left Foot,,,,"[36.9, 49.8]",,Ground Pass,,16.857342,,,,Márton Dárdai,40920.0,,,,,,Recovery,1,From Throw In,Callum Styles,4286.0,Left Defensive Midfield,54,Hungary,916,['e72b474f-e69e-4499-8867-459dafd4bd54'],43,,,,,,,,,,,,,,,,,Hungary,916,00:32:43.420,Pass,,,,,,,52.8,55.4,36.9,49.8,,,,,,36.9,49.8,Scotland vs Hungary,Scotland,Hungary
,,,,,,,,,,,,,,,,,,1.427097,,,,,,,,,,,,,fd308971-38a1-4f2f-86a4-3e1da4e3929e,1208,,,"[38.8, 44.6]",3930177,32,,,,,-1.2004354,,Left Foot,,,,"[49.4, 17.3]",,Ground Pass,,29.285662,,,,Milos Kerkez,89635.0,,,,,,,1,From Throw In,Márton Dárdai,40920.0,Left Center Back,54,Hungary,916,['4c7d16d1-42ef-45c9-88b3-30876822d519'],45,,,,,,,,,,,,,,,,,Hungary,916,00:32:45.843,Pass,,,,,,,38.8,44.6,49.4,17.3,,,,,,49.4,17.3,Scotland vs Hungary,Scotland,Hungary
,,,,,,,,,,,,,,,,,,1.091783,,,,,,,,,,,,,5a8ed434-8d7d-48a5-b6b6-ba77e0433837,1211,,,"[57.2, 11.1]",3930177,32,,,,,-0.5123895,,Left Foot,,,,"[70.0, 3.9]",,Ground Pass,,14.686048,,,,Roland Sallai,19316.0,,,,,,,1,From Throw In,Milos Kerkez,89635.0,Left Wing Back,54,Hungary,916,['335b9cb4-2438-4c20-b74d-2cb17d5f604c'],48,,,,,,,,,,,,,,,,,Hungary,916,00:32:48.971,Pass,,,,,,,57.2,11.1,70.0,3.9,,,,,,70.0,3.9,Scotland vs Hungary,Scotland,Hungary
,,,,,,,,,,,,,,,,,,0.581713,,,,,,,,,,,,,5fae9e44-0db0-4ec0-bf78-7253d591caa5,1218,,,"[85.1, 7.7]",3930177,32,,,,,1.81226,,Right Foot,,,,"[81.8, 21.1]",,Ground Pass,,13.800363,,,,Dominik Szoboszlai,21209.0,,,,,,,1,From Throw In,Roland Sallai,19316.0,Left Attacking Midfield,54,Hungary,916,['d827d555-e1b2-4a74-b01d-83e8ca90d033'],53,,,,,,,,,,,,,,,,,Hungary,916,00:32:53.746,Pass,,,,,,,85.1,7.7,81.8,21.1,,,,,,81.8,21.1,Scotland vs Hungary,Scotland,Hungary
,,,,,,,,,,,,,,,,,,2.538583,,,,,,,,,,,,,c6c99492-799a-4e4d-97e5-b9f342a39819,1222,,,"[84.5, 24.9]",3930177,32,,,,,0.029307567,,Right Foot,,,,"[115.2, 25.8]",,Ground Pass,,30.71319,,,,Barnabás Varga,12921.0,,,,,,,1,From Throw In,Dominik Szoboszlai,21209.0,Right Attacking Midfield,54,Hungary,916,['274beb96-7b4c-486d-b363-53e4fd8b0d20'],55,,,,,,,,,,,,,,,,,Hungary,916,00:32:55.794,Pass,,,,,,,84.5,24.9,115.2,25.8,,,,,,115.2,25.8,Scotland vs Hungary,Scotland,Hungary
,,,,,,,,,,,,,,,,,,1.234088,,,,,,,,,,,,,487855ac-ce9b-41c8-a8e9-71a5178f1f1b,1226,,,"[116.3, 18.3]",3930177,33,,,,,-2.5102437,,Right Foot,,,,"[107.0, 11.5]",,Ground Pass,,11.520851,,,,Milos Kerkez,89635.0,,,,,,,1,From Throw In,Barnabás Varga,12921.0,Center Forward,54,Hungary,916,"['8bec00b5-b2bc-4b15-99fd-d222b5d200e4', 'ba9f3d66-3d88-419a-844c-cdf494aef6fb']",0,,,,,,,,,,,,,,,,,Hungary,916,00:33:00.190,Pass,True,,,,,,116.3,18.3,107.0,11.5,,,,,,107.0,11.5,Scotland vs Hungary,Scotland,Hungary
,,,,,,,,,,,,,,,,,,0.555356,,,,,,,,,,,,,b3ac0aa5-39c7-4630-8576-5b3ebcb04904,1228,,,"[106.9, 11.5]",3930177,33,,,,,1.5075008,,Left Foot,,,,"[107.8, 25.7]",,Low Pass,,14.228493,,Incomplete,,Roland Sallai,19316.0,,,,,,,1,From Throw In,Milos Kerkez,89635.0,Left Wing Back,54,Hungary,916,"['008316bb-f144-4705-839e-776fed43e49b', '381027f2-acb8-48af-9a3f-d9d4b52b8ec1']",1,,,,,,,,,,,,,,,,,Hungary,916,00:33:01.424,Pass,,,,,,,106.9,11.5,107.8,25.7,,,,,,107.8,25.7,Scotland vs Hungary,Scotland,Hungary
,,,,,,,,,,,,,,,,,,2.504302,,,,,,,,,,,,,c2b53004-637d-4515-89ef-96299e16bb4d,1231,,,"[95.7, 25.0]",3930177,33,,,,,-0.9349579,,Right Foot,,,,"[108.1, 8.2]",,Ground Pass,,20.880613,,,,Milos Kerkez,89635.0,,,,,,Recovery,1,From Throw In,Dominik Szoboszlai,21209.0,Right Attacking Midfield,54,Hungary,916,['082b057c-a8db-4b32-bef5-fbccdae637e5'],3,,,,,,,,,,,,,,,,,Hungary,916,00:33:03.344,Pass,,,,,,,95.7,25.0,108.1,8.2,,,,,,108.1,8.2,Scotland vs Hungary,Scotland,Hungary
,,,,,,,,,,,,,,,,,,1.144466,,,,,,,,,,,,,3967089a-05cb-4238-bf64-2eb13a41b930,1234,,,"[108.1, 8.8]",3930177,33,,,,,1.5474088,,Left Foot,True,,,"[108.9, 43.0]",,High Pass,,34.209354,,Incomplete,,,,,,,,,,1,From Throw In,Milos Kerkez,89635.0,Left Wing Back,54,Hungary,916,['681f3ac2-b3ad-44c1-861f-5ee428a7d43b'],5,,,,,,,,,,,,,,,,,Hungary,916,00:33:05.853,Pass,,,,,,,108.1,8.8,108.9,43.0,,,,,,108.9,43.0,Scotland vs Hungary,Scotland,Hungary
,,,,,,,,,,,,,,,,,,1.044431,,,,,,,,,,,,,0943db32-0813-45e5-93ee-8eeb6c84305a,1236,,,"[82.0, 80.0]",3930177,33,,True,,,-2.7153983,,,,,,"[64.6, 72.1]",,Low Pass,,19.109423,,,,Willi Orban,8509.0,,,,,,Throw-in,1,From Throw In,Bendegúz Bolla,46789.0,Right Wing Back,55,Hungary,916,['ecbfcd6d-5a55-4d12-a59c-7e27b21ba6c4'],20,,,,,,,,,,,,,,,,,Hungary,916,00:33:20.686,Pass,,,,,,,82.0,80.0,64.6,72.1,,,,,,64.6,72.1,Scotland vs Hungary,Scotland,Hungary
,,,,,,,,,,,,,,,,,,1.827225,,,,,,,,,,,,,0f990fdd-289a-448b-aed4-def3528ec47b,1238,,,"[64.0, 71.8]",3930177,33,,,,,-1.8383015,,Right Foot,,,,"[56.6, 44.8]",,Ground Pass,,27.995714,,,,Márton Dárdai,40920.0,,,,,,,1,From Throw In,Willi Orban,8509.0,Center Back,55,Hungary,916,['b8945ce9-49fe-437f-a8a7-4baed2a01a57'],22,,,,,,,,,,,,,,,,,Hungary,916,00:33:22.111,Pass,,,,,,,64.0,71.8,56.6,44.8,,,,,,56.6,44.8,Scotland vs Hungary,Scotland,Hungary
,,,,,,,,,,,,,,,,,,1.723878,,,,,,,,,,,,,30b69df4-26e7-4731-9aa7-ec77850a77b4,1241,,,"[62.6, 39.0]",3930177,33,,,,,1.815775,,Left Foot,,,,"[57.4, 59.8]",,Ground Pass,,21.44015,,,,Willi Orban,8509.0,,,,,,,1,From Throw In,Márton Dárdai,40920.0,Left Center Back,55,Hungary,916,['0781383a-62bb-4961-8b9a-675319bc7e12'],26,,,,,,,,,,,,,,,,,Hungary,916,00:33:26.718,Pass,,,,,,,62.6,39.0,57.4,59.8,,,,,,57.4,59.8,Scotland vs Hungary,Scotland,Hungary
,,,,,,,,,,,,,,,,,,0.994975,,,,,,,,,,,,,75787638-538f-48ac-8761-5108ba580fee,1244,,,"[57.1, 59.5]",3930177,33,,,,,0.82413846,,Right Foot,,,,"[69.5, 72.9]",,Ground Pass,,18.257053,,,,Endre Botka,31887.0,,,,,,,1,From Throw In,Willi Orban,8509.0,Center Back,55,Hungary,916,['8ff0950f-dd2f-436b-b6a0-6da2fbdb387b'],29,,,,,,,,,,,,,,,,,Hungary,916,00:33:29.541,Pass,,,,,,,57.1,59.5,69.5,72.9,,,,,,69.5,72.9,Scotland vs Hungary,Scotland,Hungary
,,,,,,,,,,,,,,,,,,0.700694,,,,,,,,,,,,,c4cfe137-0bc8-40e0-a5bd-5a9436fb7889,1247,,,"[74.6, 75.7]",3930177,33,,,,,-1.9974238,,Right Foot,,,,"[71.1, 68.0]",,Ground Pass,,8.458132,,,,Callum Styles,4286.0,,,,,,,1,From Throw In,Endre Botka,31887.0,Right Center Back,55,Hungary,916,['67ac528e-6932-4a02-b21d-640c5a76e74b'],33,,,,,,,,,,,,,,,,,Hungary,916,00:33:33.621,Pass,,,,,,,74.6,75.7,71.1,68.0,,,,,,71.1,68.0,Scotland vs Hungary,Scotland,Hungary
,,,,,,,,,,,,,,,,,,1.785556,,,,,,,,,,,,,03b8d48b-0797-4724-a56f-a69f0fca092d,1250,,,"[70.6, 67.5]",3930177,33,,,,,-3.0440016,,Left Foot,,,,"[56.3, 66.1]",,Ground Pass,,14.368368,,,,Willi Orban,8509.0,,,,,,,1,From Throw In,Callum Styles,4286.0,Left Defensive Midfield,55,Hungary,916,['d62c156c-1e7a-459e-87ad-27653e8e2210'],34,,,,,,,,,,,,,,,,,Hungary,916,00:33:34.465,Pass,,,,,,,70.6,67.5,56.3,66.1,,,,,,56.3,66.1,Scotland vs Hungary,Scotland,Hungary
,,,,,,,,,,,,,,,,,,1.084838,,,,,,,,,,,,,37de3173-07a8-4ce4-a9a2-f71add2938a4,1253,,,"[56.3, 66.0]",3930177,33,,,,,0.8604017,,Left Foot,,,,"[64.3, 75.3]",,Ground Pass,,12.267437,,,,Endre Botka,31887.0,,,,,,,1,From Throw In,Willi Orban,8509.0,Center Back,55,Hungary,916,['e033b3b7-1a0c-428e-b73a-9138ff671233'],37,,,,,,,,,,,,,,,,,Hungary,916,00:33:37.706,Pass,,,,,,,56.3,66.0,64.3,75.3,,,,,,64.3,75.3,Scotland vs Hungary,Scotland,Hungary
,,,,,,,,,,,,,,,,,,1.013,,,,,,,,,,,,,92c9ebbc-f04b-4db0-b1df-98195ffc191a,1256,,,"[63.6, 75.1]",3930177,33,,,,,0.21264492,,Left Foot,,,,"[72.4, 77.0]",,Ground Pass,,9.002777,,,,András Schäfer,42822.0,,,,,,,1,From Throw In,Endre Botka,31887.0,Right Center Back,55,Hungary,916,['132bbdc3-41ad-40d8-abb8-5ce578a98288'],39,,,,,,,,,,,,,,,,,Hungary,916,00:33:39.308,Pass,,,,,,,63.6,75.1,72.4,77.0,,,,,,72.4,77.0,Scotland vs Hungary,Scotland,Hungary
,,,,,,,,,,,,,,,,,,0.691998,,,,,,,,,,,,,e8bff11b-a527-46e1-a7b6-4ebb71f1a1d1,1259,,,"[72.8, 77.0]",3930177,33,,,,,-0.75207716,,Right Foot,,,,"[79.0, 71.2]",,Ground Pass,,8.489994,,,,Bendegúz Bolla,46789.0,,,,,,,1,From Throw In,András Schäfer,42822.0,Right Defensive Midfield,55,Hungary,916,['d3518d99-e8c6-4c1f-b3db-adf0dd597f3f'],40,,,,,,,,,,,,,,,,,Hungary,916,00:33:40.886,Pass,,,,,,,72.8,77.0,79.0,71.2,,,,,,79.0,71.2,Scotland vs Hungary,Scotland,Hungary
,,,,,,,,,,,,,,,,,,0.831764,,,,,,,,,,,,,60a15883-b977-417c-b135-26c1196229c0,1261,,,"[79.0, 71.5]",3930177,33,,,,,2.8572078,,Right Foot,,,,"[72.5, 73.4]",,Ground Pass,,6.7720013,,,,András Schäfer,42822.0,,,,,,,1,From Throw In,Bendegúz Bolla,46789.0,Right Wing Back,55,Hungary,916,['5e63e13a-d240-4352-84a1-bbff6866896c'],41,,,,,,,,,,,,,,,,,Hungary,916,00:33:41.578,Pass,,,,,,,79.0,71.5,72.5,73.4,,,,,,72.5,73.4,Scotland vs Hungary,Scotland,Hungary
,,,,,,,,,,,,,,,,,,0.914,,,,,,,,,,,,,9a2416b1-857f-44b3-8749-fc243f724fd7,1264,,,"[72.5, 73.7]",3930177,33,,,,,-1.9243383,,Right Foot,,,,"[69.4, 65.3]",,Ground Pass,,8.95377,,,,Callum Styles,4286.0,,,,,,,1,From Throw In,András Schäfer,42822.0,Right Defensive Midfield,55,Hungary,916,['a77cb9ea-820e-4f98-9672-f18b849fbaa5'],42,,,,,,,,,,,,,,,,,Hungary,916,00:33:42.843,Pass,,,,,,,72.5,73.7,69.4,65.3,,,,,,69.4,65.3,Scotland vs Hungary,Scotland,Hungary
,,,,,,,,,,,,,,,,,,1.948245,,,,,,,,,,,,,2aa71a48-e587-421c-84ea-37de3f0ad00e,1268,,,"[71.4, 63.1]",3930177,33,,,,,1.0400229,,Left Foot,,,,"[76.8, 72.3]",,Ground Pass,,10.667708,,,,András Schäfer,42822.0,,,,,,,1,From Throw In,Callum Styles,4286.0,Left Defensive Midfield,55,Hungary,916,['42308acb-f1f1-4d49-9dde-6fc116590f93'],44,,,,,,,,,,,,,,,,,Hungary,916,00:33:44.984,Pass,,,,,,,71.4,63.1,76.8,72.3,,,,,,76.8,72.3,Scotland vs Hungary,Scotland,Hungary
,,,,,,,,,,,,,,,,,,0.568654,,,,,,,,,,,,,99c90651-254c-4d46-b752-94fc56959dc8,1272,,,"[101.8, 71.0]",3930177,33,,,,,1.456542,,Left Foot,,,,"[102.5, 77.1]",,Ground Pass,,6.140033,,,,Bendegúz Bolla,46789.0,,,,,,,1,From Throw In,András Schäfer,42822.0,Right Defensive Midfield,55,Hungary,916,['3566d7f8-c9e6-44be-8fdd-322687b98c4e'],51,,,,,,,,,,,,,,,,,Hungary,916,00:33:51.141,Pass,,,,,,,101.8,71.0,102.5,77.1,,,,,,102.5,77.1,Scotland vs Hungary,Scotland,Hungary
