50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,team,team_id,timestamp,type,under_pressure,tactics.formation,tactics.lineup,tactics,50_50.outcome.id,50_50.outcome.name,x,y,pass_end_x,pass_end_y,carry_end_x,carry_end_y,shot_end_x,shot_end_y,shot_end_z,end_x,end_y,match_name,home_team,away_team
,,,,,,,,,,,,,,,,,,1.377033,,,,,,,,,,,,,691c6082-3d4c-4ee4-bf72-dfc96f0714f7,2767,,"[29.7, 20.7]",3930159,78,,,,,1.4601392,,Left Foot,,,,"[33.2, 52.2]",,Ground Pass,,31.693848,,,,Dan Ndoye,45190.0,,,,,,2,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,128,Switzerland,773,['ce093c3e-8dc3-4608-afa9-0ac0ea8e510b'],9,,,,,,,,,,,,,,,,,Switzerland,773,00:33:09.360,Pass,,,,,,,29.7,20.7,33.2,52.2,,,,,,33.2,52.2,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,2.860077,,,,,,,,,,,,,a7146445-5ad0-4e5f-8cff-6c57ddc3a4db,2771,,"[40.3, 51.6]",3930159,78,,,,,-0.5471792,,Right Foot,,,,"[72.8, 31.8]",,Ground Pass,,38.056404,,Incomplete,,Breel-Donald Embolo,5545.0,,,,,,2,Regular Play,Dan Ndoye,45190.0,Right Attacking Midfield,128,Switzerland,773,"['41277c15-dd9d-4024-bf8c-5380fdc9e3e7', 'd2c15a5b-5844-4985-8f21-a3bb5cb729e2']",11,,,,,,,,,,,,,,,,,Switzerland,773,00:33:11.589,Pass,,,,,,,40.3,51.6,72.8,31.8,,,,,,72.8,31.8,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,1.628945,,,,,,,,,,,,,bcc3b45c-fe5b-4841-b865-58a85cb1ce1b,2775,,"[46.6, 52.2]",3930159,78,,,,,1.8891339,,Left Foot,,,,"[43.7, 61.0]",,Ground Pass,,9.265528,,,,Attila Fiola,11268.0,,,,,,2,Regular Play,Attila Szalai,46376.0,Left Center Back,129,Hungary,916,['b4a6d5a8-f571-41a6-b16d-e1bce6325d46'],17,,,,,,,,,,,,,,,,,Hungary,916,00:33:17.246,Pass,,,,,,,46.6,52.2,43.7,61.0,,,,,,43.7,61.0,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,1.252496,,,,,,,,,,,,,d14d9b95-a8f7-411f-8aec-cf94ed852c5d,2777,,"[43.7, 61.0]",3930159,78,,,,,-0.57767594,,Right Foot,,,,"[57.2, 52.2]",,Ground Pass,,16.1149,,,,András Schäfer,42822.0,,,,,,2,Regular Play,Attila Fiola,11268.0,Right Center Back,129,Hungary,916,['996ea62f-30e4-47be-9e82-9996f8489a67'],18,,,,,,,,,,,,,,,,,Hungary,916,00:33:18.875,Pass,,,,,,,43.7,61.0,57.2,52.2,,,,,,57.2,52.2,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,2.063382,,,,,,,,,,,,,3a87b5b9-e43d-4a23-8b51-3e2c0f9a12d2,2780,,"[57.2, 52.2]",3930159,78,,,,,2.3683395,,Right Foot,,,,"[44.7, 64.4]",,Ground Pass,,17.466825,,,,Attila Fiola,11268.0,,,,,,2,Regular Play,András Schäfer,42822.0,Left Defensive Midfield,129,Hungary,916,['e0b24396-e249-46b3-b161-586935209f1c'],20,,,,,,,,,,,,,,,,,Hungary,916,00:33:20.710,Pass,,,,,,,57.2,52.2,44.7,64.4,,,,,,44.7,64.4,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,1.373231,,,,,,,,,,,,,0b5f0c76-defc-4277-a6ab-9398db791510,2784,,"[44.5, 65.2]",3930159,78,,,,,0.8016569,,Right Foot,,,,"[56.6, 77.7]",,Ground Pass,,17.397127,,,,Bendegúz Bolla,46789.0,,,,,,2,Regular Play,Attila Fiola,11268.0,Right Center Back,129,Hungary,916,"['a4431bbd-505b-48b0-a384-df57160882f3', 'f6d57640-1fb2-441f-b294-be4d9ca6954b']",22,,,,,,,,,,,,,,,,,Hungary,916,00:33:22.773,Pass,True,,,,,,44.5,65.2,56.6,77.7,,,,,,56.6,77.7,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,0.873895,,,,,,,,,,,,,e88a52e8-1a4e-4d14-9918-cf3fc1ca26a3,2788,,"[50.8, 78.6]",3930159,78,,,,,-1.3988277,,Left Foot,,,,"[54.1, 59.6]",,Ground Pass,,19.28445,,,,András Schäfer,42822.0,,,,,,2,Regular Play,Bendegúz Bolla,46789.0,Right Wing Back,129,Hungary,916,"['0879ff6c-7f1c-4298-abe7-a8e07ff68d54', 'e69ba358-25b2-4e43-88db-75a4084d78bc']",25,,,,,,,,,,,,,,,,,Hungary,916,00:33:25.308,Pass,True,,,,,,50.8,78.6,54.1,59.6,,,,,,54.1,59.6,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,1.9137,,,,,,,,,,,,,f0555218-7aa1-42f9-9e6e-8d1ea4bb4ffa,2797,,"[70.4, 80.0]",3930159,79,,,,,-3.0100045,,,,,,"[50.0, 77.3]",,Low Pass,,20.5779,,,,Attila Fiola,11268.0,,,,,Throw-in,2,From Throw In,Bendegúz Bolla,46789.0,Right Wing Back,130,Hungary,916,['220fe8a6-b41b-4f4f-9a4a-347bec39eec8'],12,,,,,,,,,,,,,,,,,Hungary,916,00:34:12.025,Pass,,,,,,,70.4,80.0,50.0,77.3,,,,,,50.0,77.3,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,2.169332,,,,,,,,,,,,,06f63a64-54cb-48b9-acbd-5122267feb98,2801,,"[50.0, 77.3]",3930159,79,,,,,-2.5709383,,Right Foot,,,,"[35.2, 67.8]",,Ground Pass,,17.586643,,,,Willi Orban,8509.0,,,,,,2,From Throw In,Attila Fiola,11268.0,Right Center Back,130,Hungary,916,['e89e608a-2ff1-4ac1-b053-c4aca35444d5'],14,,,,,,,,,,,,,,,,,Hungary,916,00:34:14.458,Pass,,,,,,,50.0,77.3,35.2,67.8,,,,,,35.2,67.8,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,1.800444,,,,,,,,,,,,,4972f6dd-1b7d-4559-bb2c-3d8541776f3e,2804,,"[26.2, 56.7]",3930159,79,,,,,-2.155447,,Right Foot,,,,"[12.5, 36.0]",,Ground Pass,,24.822973,,,,Péter Gulácsi,8524.0,,,,,,2,From Throw In,Willi Orban,8509.0,Center Back,130,Hungary,916,['3284cf74-6601-4da6-985f-61ec5d4b88f3'],17,,,,,,,,,,,,,,,,,Hungary,916,00:34:17.773,Pass,,,,,,,26.2,56.7,12.5,36.0,,,,,,12.5,36.0,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,1.226542,,,,,,,,,,,,,7963c67e-8086-4b59-a115-daaa5a24c648,2807,,"[12.5, 36.0]",3930159,79,,,,,0.24925214,,Right Foot,,,,"[34.5, 41.6]",,Ground Pass,,22.701542,,,,András Schäfer,42822.0,,,,,,2,From Throw In,Péter Gulácsi,8524.0,Goalkeeper,130,Hungary,916,['e8eff32a-153a-4730-a1c4-fdc87015aa6b'],20,,,,,,,,,,,,,,,,,Hungary,916,00:34:20.493,Pass,,,,,,,12.5,36.0,34.5,41.6,,,,,,34.5,41.6,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,2.304531,,,,,,,,,,,,,5d3f65ba-ac26-4562-aba6-b5f9334e026a,2809,,"[34.5, 41.6]",3930159,79,,,,,1.9560174,,Right Foot,,,,"[19.7, 78.1]",,Ground Pass,,39.386417,,,,Willi Orban,8509.0,,,,,,2,From Throw In,András Schäfer,42822.0,Left Defensive Midfield,130,Hungary,916,['09a4e836-f9ad-405a-89df-a6765921dcb7'],21,,,,,,,,,,,,,,,,,Hungary,916,00:34:21.719,Pass,,,,,,,34.5,41.6,19.7,78.1,,,,,,19.7,78.1,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,2.324789,,,,,,,,,,,,,dbb09f56-661e-45f1-962a-53397006f999,2812,,"[22.6, 78.6]",3930159,79,,,,,-2.0198464,,Right Foot,,,,"[9.3, 51.0]",,Ground Pass,,30.637396,,,,Péter Gulácsi,8524.0,,,,,,2,From Throw In,Willi Orban,8509.0,Center Back,130,Hungary,916,['8036e107-65d7-44ad-9239-ade95f1a9a0f'],26,,,,,,,,,,,,,,,,,Hungary,916,00:34:26.030,Pass,,,,,,,22.6,78.6,9.3,51.0,,,,,,9.3,51.0,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,1.811028,,,,,,,,,,,,,6aa2fed5-245b-4e7d-bdd8-493f83dd53c5,2815,,"[9.3, 51.0]",3930159,79,,,,,-1.5906613,,Right Foot,,,,"[8.7, 20.8]",,Ground Pass,,30.20596,,,,Márton Dárdai,40920.0,,,,,,2,From Throw In,Péter Gulácsi,8524.0,Goalkeeper,130,Hungary,916,['58623aa9-f932-4ac6-bf35-dad5634249fb'],30,,,,,,,,,,,,,,,,,Hungary,916,00:34:30.807,Pass,,,,,,,9.3,51.0,8.7,20.8,,,,,,8.7,20.8,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,1.662232,,,,,,,,,,,,,9f76a125-54a7-4c73-b279-8741c00df6a5,2818,,"[9.8, 11.8]",3930159,79,,,,,1.8965955,,Left Foot,,,,"[2.3, 34.0]",,Ground Pass,,23.432669,,,,Péter Gulácsi,8524.0,,,,,,2,From Throw In,Márton Dárdai,40920.0,Left Center Back,130,Hungary,916,['c4e6c618-a1b3-4a45-8bbc-cca801ad8445'],34,,,,,,,,,,,,,,,,,Hungary,916,00:34:34.997,Pass,,,,,,,9.8,11.8,2.3,34.0,,,,,,2.3,34.0,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,2.030485,,,,,,,,,,,,,5f1efb80-7006-4187-84a0-32705750960f,2822,,"[2.3, 32.7]",3930159,79,,,,,-0.32175055,,Left Foot,,,,"[42.2, 19.4]",,High Pass,,42.058292,,Incomplete,,Martin Ádám,264277.0,,,,,,2,From Throw In,Péter Gulácsi,8524.0,Goalkeeper,130,Hungary,916,"['023d4102-382b-4273-855c-90cdbf9b7f1f', '1145d8be-c3d4-492a-839d-67b0ded57592', 'fe03085a-123b-4b4b-be94-b8a2d2e68527']",37,,,,,,,,,,,,,,,,,Hungary,916,00:34:37.928,Pass,True,,,,,,2.3,32.7,42.2,19.4,,,,,,42.2,19.4,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,2.283717,,,,,,,,,,,,,fe03085a-123b-4b4b-be94-b8a2d2e68527,2825,,"[77.9, 60.7]",3930159,79,,,,,0.6857295,,Right Foot,,,,"[101.0, 79.6]",,High Pass,,29.846607,,Out,,,,,,,,Recovery,2,From Throw In,Fabian Lukas Schär,5537.0,Right Center Back,130,Hungary,916,"['5f1efb80-7006-4187-84a0-32705750960f', 'e25b63db-927e-466d-850d-7bd0a741f6ae']",39,,,,,,,,,,,,,,,,,Switzerland,773,00:34:39.959,Pass,True,,,,,,77.9,60.7,101.0,79.6,,,,,,101.0,79.6,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,1.088774,,,,,,,,,,,,,fd44de41-c1ce-4755-9a3f-ff0152db7c66,2828,,"[27.0, 0.1]",3930159,80,,,,,0.26714253,,,,,,"[46.0, 5.3]",,Low Pass,,19.69873,,,,András Schäfer,42822.0,,,,,Throw-in,2,From Throw In,Márton Dárdai,40920.0,Left Center Back,131,Hungary,916,['499afb49-0056-4cf9-b9d2-f890d6c93de2'],39,,,,,,,,,,,,,,,,,Hungary,916,00:35:39.487,Pass,,,,,,,27.0,0.1,46.0,5.3,,,,,,46.0,5.3,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,1.62146,,,,,,,,,,,,,7f534da1-9c8d-4c7c-8b97-4a7ecb3fcac6,2832,,"[46.2, 4.5]",3930159,80,,,,,0.21672532,,Left Foot,,,,"[68.0, 9.3]",,Low Pass,,22.322186,,,,Martin Ádám,264277.0,,,,,,2,From Throw In,András Schäfer,42822.0,Left Defensive Midfield,131,Hungary,916,"['9498e0a6-4b97-48c7-b5b4-9de6417c2cc2', 'd71164ca-d5d2-4d5e-acd4-2becd9adeecc']",41,,,,,,,,,,,,,,,,,Hungary,916,00:35:41.386,Pass,True,,,,,,46.2,4.5,68.0,9.3,,,,,,68.0,9.3,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,1.663552,,,,,,,,,,,,,1234df8f-668d-4ac7-871e-8ea75cacdd62,2847,,"[74.5, 9.3]",3930159,80,,,,,-0.08157954,,Left Foot,,,,"[90.4, 8.0]",,Ground Pass,,15.953056,,,,Martin Ádám,264277.0,,,,,,2,From Throw In,Roland Sallai,19316.0,Left Wing Back,131,Hungary,916,['6eebba12-0389-4559-ac39-1232f9eace75'],48,,,,,,,,,,,,,,,,,Hungary,916,00:35:48.292,Pass,,,,,,,74.5,9.3,90.4,8.0,,,,,,90.4,8.0,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,1.22749,,,,,,,,,,,,,cde63e1c-e7cd-42f7-84f3-0057d26d7b5f,2851,,"[109.3, 9.8]",3930159,80,,,,,1.4205292,,Left Foot,True,,,"[113.6, 38.2]",,High Pass,,28.723684,,Incomplete,,,,,,,,,2,From Throw In,Martin Ádám,264277.0,Right Attacking Midfield,131,Hungary,916,['b3ffe6b3-c670-4302-ba13-ac026da4c37b'],52,,,,,,,,,,,,,,,,,Hungary,916,00:35:52.125,Pass,,,,,,,109.3,9.8,113.6,38.2,,,,,,113.6,38.2,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,0.838073,,,,,,,,,,,,,eed90cf0-848b-4a9e-b216-3976c2ea05fe,2856,,"[107.9, 10.4]",3930159,80,,,,True,-3.0584514,,,,,,"[98.3, 9.6]",,High Pass,,9.633276,,,,András Schäfer,42822.0,,,,,Recovery,2,From Throw In,Martin Ádám,264277.0,Right Attacking Midfield,131,Hungary,916,"['1852fb9f-d911-4544-9865-7bd1e2a876f2', 'f4e2bf3a-07a6-462c-a178-242a75493681']",56,,,,,,,,,,,,,,,,,Hungary,916,00:35:56.824,Pass,True,,,,,,107.9,10.4,98.3,9.6,,,,,,98.3,9.6,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,0.269571,,,,,,,,,,,,,780f6abf-b8ba-49b7-a6ec-148e2f654c44,2865,,"[18.1, 68.8]",3930159,80,,,,,-0.2837941,,Right Foot,,,,"[20.5, 68.1]",,Ground Pass,,2.5,,Incomplete,,Remo Freuler,6983.0,,,,,,2,From Throw In,Leonidas Stergiou,29227.0,Right Wing Back,131,Hungary,916,"['3159ac24-4154-46ec-b181-c27232fa2b3a', '655a5d60-3e0d-40c7-b998-9a43cbf37ad5']",59,,,,,,,,,,,,,,,,,Switzerland,773,00:35:59.641,Pass,,,,,,,18.1,68.8,20.5,68.1,,,,,,20.5,68.1,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,1.401757,,,,,,,,,,,,,c047f1ff-fc70-4feb-801c-1c2d427ce068,2879,,"[110.6, 15.3]",3930159,81,,,,,1.4729282,,Left Foot,True,,,"[113.3, 42.8]",,High Pass,,27.632227,,Incomplete,,,,,,,,,2,From Throw In,Roland Sallai,19316.0,Left Wing Back,131,Hungary,916,['e65eb886-5224-40d1-ab7a-c89584acb51a'],6,,,,,,,,,,,,,,,,,Hungary,916,00:36:06.234,Pass,,,,,,,110.6,15.3,113.3,42.8,,,,,,113.3,42.8,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,2.177651,,,,,,,,,,,,,4c974e62-9b92-4512-8526-8a50d20dadfe,2892,,"[47.6, 43.8]",3930159,81,,,,,-1.3218336,,Right Foot,,,,"[52.1, 26.1]",,Ground Pass,,18.263077,,,,Márton Dárdai,40920.0,,,,,,2,From Keeper,Péter Gulácsi,8524.0,Goalkeeper,132,Hungary,916,['535c2961-9fe3-4fef-a186-5b5a2c5d6a71'],20,,,,,,,,,,,,,,,,,Hungary,916,00:36:20.977,Pass,,,,,,,47.6,43.8,52.1,26.1,,,,,,52.1,26.1,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,1.727512,,,,,,,,,,,,,4465f8ee-c6ef-4660-bfca-b1c6cdc63ab4,2895,,"[55.1, 18.6]",3930159,81,,,,,-0.59529287,,Left Foot,,,,"[74.0, 5.8]",,Ground Pass,,22.826519,,,,Roland Sallai,19316.0,,,,,,2,From Keeper,Márton Dárdai,40920.0,Left Center Back,132,Hungary,916,['e5101355-e2a4-4682-a115-e48abe76e7f9'],24,,,,,,,,,,,,,,,,,Hungary,916,00:36:24.476,Pass,,,,,,,55.1,18.6,74.0,5.8,,,,,,74.0,5.8,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,2.326469,,,,,,,,,,,,,507b5360-e6f9-42fd-93f2-ce4d3c8977d1,2898,,"[70.7, 6.7]",3930159,81,,,,,0.30927348,,Right Foot,,,,"[104.5, 17.5]",,Ground Pass,,35.483517,,Incomplete,,Barnabás Varga,12921.0,,,,,,2,From Keeper,Roland Sallai,19316.0,Left Wing Back,132,Hungary,916,"['56844160-7f87-402d-91b2-fa3bf3b2a84e', 'd4494db8-ee23-42eb-83a1-62bad06ec78e']",27,,,,,,,,,,,,,,,,,Hungary,916,00:36:27.858,Pass,,,,,,,70.7,6.7,104.5,17.5,,,,,,104.5,17.5,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,3.37467,,,,,,,,,,,,,d4494db8-ee23-42eb-83a1-62bad06ec78e,2901,,"[15.6, 62.6]",3930159,81,,,,,0.21520783,,Right Foot,,,,"[55.4, 71.3]",,High Pass,,40.739784,,,,Breel-Donald Embolo,5545.0,,,,,Recovery,2,Regular Play,Fabian Lukas Schär,5537.0,Right Center Back,133,Switzerland,773,"['0e87c3c4-f601-45b9-a732-29be89977011', '507b5360-e6f9-42fd-93f2-ce4d3c8977d1']",30,,,,,,,,,,,,,,,,,Switzerland,773,00:36:30.184,Pass,,,,,,,15.6,62.6,55.4,71.3,,,,,,55.4,71.3,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,1.187956,,,,,,,,,,,,,5c33ff20-e535-4805-ac62-329921fa6edb,2910,,"[49.4, 61.5]",3930159,81,,,,,0.6235038,,Right Foot,,,,"[69.7, 76.1]",,Ground Pass,,25.005,,,,Dan Ndoye,45190.0,,,,,,2,Regular Play,Breel-Donald Embolo,5545.0,Center Forward,133,Switzerland,773,['afd87832-0137-4995-98a8-8ad91e524a8c'],38,,,,,,,,,,,,,,,,,Switzerland,773,00:36:38.209,Pass,,,,,,,49.4,61.5,69.7,76.1,,,,,,69.7,76.1,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,0.990861,,,,,,,,,,,,,ed041dc5-6f1e-4d47-98f6-135cf208783c,2918,,"[77.0, 74.4]",3930159,81,,,,,-1.5627965,,Right Foot,,,,"[77.2, 49.4]",,Ground Pass,,25.0008,,,,Breel-Donald Embolo,5545.0,,,,,,2,Regular Play,Dan Ndoye,45190.0,Right Attacking Midfield,133,Switzerland,773,"['25a7b14a-5eca-4366-81ca-75c67a8f7c6c', 'e36f1c5c-2640-49ef-8d8d-c4abb3f25994']",45,,,,,,,,,,,,,,,,,Switzerland,773,00:36:45.575,Pass,True,,,,,,77.0,74.4,77.2,49.4,,,,,,77.2,49.4,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,1.371334,,,,,,,,,,,,,9a072b25-451e-4391-82d5-ef84c4d64617,2922,,"[72.6, 39.7]",3930159,81,,,,,1.9956285,,Left Foot,,,,"[65.0, 56.5]",,Ground Pass,,18.439089,,,,Remo Freuler,6983.0,,,,,Recovery,2,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,133,Switzerland,773,['05655de9-f158-4ef0-a759-5057114a3860'],48,,,,,,,,,,,,,,,,,Switzerland,773,00:36:48.797,Pass,,,,,,,72.6,39.7,65.0,56.5,,,,,,65.0,56.5,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,1.352529,,,,,,,,,,,,,85f60f33-a2c8-4fb6-8537-efc2f47365a9,2925,,"[65.0, 56.5]",3930159,81,,,,,-1.9334952,,Right Foot,,,,"[57.6, 37.0]",,Ground Pass,,20.856894,,,,Ricardo Iván Rodríguez Araya,5544.0,,,,,,2,Regular Play,Remo Freuler,6983.0,Right Defensive Midfield,133,Switzerland,773,['7c4fee6b-34d3-47aa-8c75-5397e8f9ada4'],50,,,,,,,,,,,,,,,,,Switzerland,773,00:36:50.271,Pass,,,,,,,65.0,56.5,57.6,37.0,,,,,,57.6,37.0,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,1.059132,,,,,,,,,,,,,1e54b9b5-7a36-47ca-a0ce-cd354427e5d9,2928,,"[58.9, 18.7]",3930159,81,,,,,-1.2617034,,Left Foot,,,,"[62.7, 6.8]",,Ground Pass,,12.491998,,,,Michel Aebischer,16016.0,,,,,,2,Regular Play,Ricardo Iván Rodríguez Araya,5544.0,Left Center Back,133,Switzerland,773,['8a24a405-cc99-4455-ab11-b2248ee10396'],53,,,,,,,,,,,,,,,,,Switzerland,773,00:36:53.622,Pass,,,,,,,58.9,18.7,62.7,6.8,,,,,,62.7,6.8,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,1.258598,,,,,,,,,,,,,eddf086f-0a9d-494b-9fdc-64443bd43ff5,2931,,"[62.7, 6.8]",3930159,81,,,,,2.644624,,Left Foot,,,,"[50.9, 13.2]",,Ground Pass,,13.42386,,,,Ricardo Iván Rodríguez Araya,5544.0,,,,,,2,Regular Play,Michel Aebischer,16016.0,Left Wing Back,133,Switzerland,773,['9b259cea-f26e-4e6d-aae0-b682fb02c4cf'],55,,,,,,,,,,,,,,,,,Switzerland,773,00:36:55.845,Pass,,,,,,,62.7,6.8,50.9,13.2,,,,,,50.9,13.2,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,0.83514,,,,,,,,,,,,,50eccd2d-094e-482a-9e96-e63aa99a03c6,2934,,"[49.1, 13.8]",3930159,81,,,,,1.7638503,,Right Foot,,,,"[46.5, 27.1]",,Ground Pass,,13.551753,,,,Manuel Obafemi Akanji,5549.0,,,,,,2,Regular Play,Ricardo Iván Rodríguez Araya,5544.0,Left Center Back,133,Switzerland,773,['0d9fa09d-2e98-4a8b-9e91-280736c0ec1c'],58,,,,,,,,,,,,,,,,,Switzerland,773,00:36:58.093,Pass,,,,,,,49.1,13.8,46.5,27.1,,,,,,46.5,27.1,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,0.703475,,,,,,,,,,,,,a609c39a-6d73-4321-a80a-bec2575cfed3,2937,,"[46.5, 27.1]",3930159,82,,,,,0.81278855,,Right Foot,,,,"[53.6, 34.6]",,Ground Pass,,10.327633,,,,Granit Xhaka,3500.0,,,,,,2,Regular Play,Manuel Obafemi Akanji,5549.0,Center Back,133,Switzerland,773,['393147e9-bf27-488a-aada-a27bfa6e15d6'],0,,,,,,,,,,,,,,,,,Switzerland,773,00:37:00.680,Pass,,,,,,,46.5,27.1,53.6,34.6,,,,,,53.6,34.6,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,1.529027,,,,,,,,,,,,,6b1d3fc3-77a1-4367-88f3-cd00a9efde2b,2940,,"[53.6, 34.6]",3930159,82,,,,,-1.5707964,,Left Foot,,,,"[53.6, 13.4]",,Ground Pass,,21.2,,,,Ricardo Iván Rodríguez Araya,5544.0,,,,,,2,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,133,Switzerland,773,['8a6f47bd-e669-4a4f-a986-1571612af21a'],2,,,,,,,,,,,,,,,,,Switzerland,773,00:37:02.627,Pass,,,,,,,53.6,34.6,53.6,13.4,,,,,,53.6,13.4,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,1.418449,,,,,,,,,,,,,a9de6b85-adc0-46c0-bb52-df6674439763,2943,,"[62.0, 7.9]",3930159,82,,,,,-0.56533647,,Right Foot,,,,"[71.3, 2.0]",,Ground Pass,,11.013628,,,,Michel Aebischer,16016.0,,,,,,2,Regular Play,Ricardo Iván Rodríguez Araya,5544.0,Left Center Back,133,Switzerland,773,['daa4b221-1587-474e-a317-7bc2c25edca8'],7,,,,,,,,,,,,,,,,,Switzerland,773,00:37:07.189,Pass,,,,,,,62.0,7.9,71.3,2.0,,,,,,71.3,2.0,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,1.211875,,,,,,,,,,,,,19500be8-2015-4f10-a3b8-bddec7e16925,2946,,"[71.3, 2.0]",3930159,82,,,,,2.740899,,Right Foot,,,,"[56.9, 8.1]",,Ground Pass,,15.638734,,,,Ricardo Iván Rodríguez Araya,5544.0,,,,,,2,Regular Play,Michel Aebischer,16016.0,Left Wing Back,133,Switzerland,773,['7e31b779-cc9d-4530-aa69-e16b7cb259d1'],9,,,,,,,,,,,,,,,,,Switzerland,773,00:37:09.246,Pass,,,,,,,71.3,2.0,56.9,8.1,,,,,,56.9,8.1,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,1.512269,,,,,,,,,,,,,053bbe0d-2654-4a5a-b8b1-302627a4c37c,2949,,"[56.9, 8.1]",3930159,82,,,,,1.2803371,,Right Foot,,,,"[62.4, 26.5]",,Ground Pass,,19.204426,,,,Remo Freuler,6983.0,,,,,,2,Regular Play,Ricardo Iván Rodríguez Araya,5544.0,Left Center Back,133,Switzerland,773,['682f4157-f43b-44e4-a66c-10e2417e99c5'],11,,,,,,,,,,,,,,,,,Switzerland,773,00:37:11.196,Pass,,,,,,,56.9,8.1,62.4,26.5,,,,,,62.4,26.5,Hungary vs Switzerland,Hungary,Switzerland
