50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,team,team_id,timestamp,type,under_pressure,tactics.formation,tactics.lineup,tactics,50_50.outcome.id,50_50.outcome.name,x,y,pass_end_x,pass_end_y,carry_end_x,carry_end_y,shot_end_x,shot_end_y,shot_end_z,end_x,end_y,match_name,home_team,away_team
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,52cf17c5-868a-44c7-9801-8cbad514bd98,1,,,3930159,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hungary,916,,0,,,,,,,,,,,,,,,,,Hungary,916,00:00:00.000,Starting XI,,3421.0,"[{'player': {'id': 8524, 'name': 'Péter Gulácsi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3153, 'name': 'Ádám Lang'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 8509, 'name': 'Willi Orban'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 6}, {'player': {'id': 46376, 'name': 'Attila Szalai'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 11268, 'name': 'Attila Fiola'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 5}, {'player': {'id': 89635, 'name': 'Milos Kerkez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 11}, {'player': {'id': 7162, 'name': 'Ádám Nagy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 42822, 'name': 'András Schäfer'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 19316, 'name': 'Roland Sallai'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 21209, 'name': 'Dominik Szoboszlai'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 12921, 'name': 'Barnabás Varga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]",,,,,,,,,,,,,,,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0ea00776-3726-42e2-aa4a-ab015a12ad0c,2,,,3930159,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hungary,916,,0,,,,,,,,,,,,,,,,,Switzerland,773,00:00:00.000,Starting XI,,3421.0,"[{'player': {'id': 5550, 'name': 'Yann Sommer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 5549, 'name': 'Manuel Obafemi Akanji'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 5544, 'name': 'Ricardo Iván Rodríguez Araya'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 7796, 'name': 'Silvan Widmer'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 3}, {'player': {'id': 16016, 'name': 'Michel Aebischer'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 20}, {'player': {'id': 6983, 'name': 'Remo Freuler'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3500, 'name': 'Granit Xhaka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 45190, 'name': 'Dan Ndoye'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 30401, 'name': 'Ruben Vargas'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 49007, 'name': 'Kwadwo Duah'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]",,,,,,,,,,,,,,,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,197b44b9-aca6-4b16-ae23-fa4ad331e378,3,,,3930159,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hungary,916,['ece898fb-7698-461f-bda1-81726fc1ff76'],0,,,,,,,,,,,,,,,,,Switzerland,773,00:00:00.000,Half Start,,,,,,,,,,,,,,,,,,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ece898fb-7698-461f-bda1-81726fc1ff76,4,,,3930159,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hungary,916,['197b44b9-aca6-4b16-ae23-fa4ad331e378'],0,,,,,,,,,,,,,,,,,Hungary,916,00:00:00.000,Half Start,,,,,,,,,,,,,,,,,,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,82a4dece-2386-4aa4-b3b8-5400306ee9df,1657,,,3930159,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,75,Switzerland,773,['4084934c-0638-44d7-bceb-3f7a77a27877'],0,,,,,,,,,,,,,,,,,Hungary,916,00:00:00.000,Half Start,,,,,,,,,,,,,,,,,,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4084934c-0638-44d7-bceb-3f7a77a27877,1658,,,3930159,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,75,Switzerland,773,['82a4dece-2386-4aa4-b3b8-5400306ee9df'],0,,,,,,,,,,,,,,,,,Switzerland,773,00:00:00.000,Half Start,,,,,,,,,,,,,,,,,,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,1.685987,,,,,,,,,,,,,ea6e1f6e-a906-43b6-a12d-bdf03af0768a,5,,"[60.0, 40.0]",3930159,0,,,,,-2.608949,,Right Foot,,,,"[41.0, 28.8]",,Ground Pass,,22.055386,,,,Dominik Szoboszlai,21209.0,,,,,Kick Off,1,From Kick Off,Ádám Nagy,7162.0,Right Defensive Midfield,2,Hungary,916,['f4c1c70f-d620-4abe-adbe-bbfdbbb9edc6'],0,,,,,,,,,,,,,,,,,Hungary,916,00:00:00.310,Pass,,,,,,,60.0,40.0,41.0,28.8,,,,,,41.0,28.8,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,1.098274,,,,,,,,,,,,,3223ac17-f8ac-421e-ae6e-9f25d0f8c798,8,,"[42.0, 26.7]",3930159,0,,,,,-1.3199146,,Right Foot,,,,"[47.1, 6.8]",,Ground Pass,,20.543125,,,,Attila Szalai,46376.0,,,,,,1,From Kick Off,Dominik Szoboszlai,21209.0,Left Attacking Midfield,2,Hungary,916,['1ab4d040-691e-4288-9e47-ecda00969a8c'],2,,,,,,,,,,,,,,,,,Hungary,916,00:00:02.763,Pass,,,,,,,42.0,26.7,47.1,6.8,,,,,,47.1,6.8,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,2.498232,,,,,,,,,,,,,c56cdecc-e240-4512-b966-4adbb4033825,11,,"[49.2, 5.8]",3930159,0,,,,,1.0562807,,Left Foot,,,,"[78.2, 57.1]",,High Pass,,58.929535,,,,Roland Sallai,19316.0,,True,,,,1,From Kick Off,Attila Szalai,46376.0,Left Center Back,2,Hungary,916,['c3ae8ae8-eb01-46d3-9763-c0029a29bfdb'],5,,,,,,,,,,,,,,,,,Hungary,916,00:00:05.140,Pass,,,,,,,49.2,5.8,78.2,57.1,,,,,,78.2,57.1,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,3.3847,,,,,,,,,,,,,157a9c42-fb4d-4434-9e18-62c4beb002b9,13,,"[78.2, 57.1]",3930159,0,,,,,1.1000314,,Head,,,,"[89.6, 79.5]",,High Pass,,25.13404,,Out,,,,,,,,,1,From Kick Off,Roland Sallai,19316.0,Right Attacking Midfield,2,Hungary,916,,7,,,,,,,,,,,,,,,,,Hungary,916,00:00:07.638,Pass,,,,,,,78.2,57.1,89.6,79.5,,,,,,89.6,79.5,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,1.003602,,,,,,,,,,,,,700d60c2-5a05-4aab-bc86-823bb4b390b4,14,,"[29.1, 0.1]",3930159,0,,,,,1.7818897,,,,,,"[27.6, 7.1]",,Low Pass,,7.1589108,,,,Granit Xhaka,3500.0,,,,,Throw-in,1,From Throw In,Michel Aebischer,16016.0,Left Wing Back,3,Switzerland,773,['b6ddecac-eff5-444b-8c68-96a7550c78af'],15,,,,,,,,,,,,,,,,,Switzerland,773,00:00:15.866,Pass,,,,,,,29.1,0.1,27.6,7.1,,,,,,27.6,7.1,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,0.736186,,,,,,,,,,,,,19673256-fa64-4f5a-a239-510b7b13076e,17,,"[27.6, 7.2]",3930159,0,,,,,-1.4685897,,Left Foot,,,,"[28.0, 3.3]",,Low Pass,,3.9204593,,,,Michel Aebischer,16016.0,,,,,,1,From Throw In,Granit Xhaka,3500.0,Left Defensive Midfield,3,Switzerland,773,['b47950cc-6c20-4d41-9827-4ce8c7b69c13'],16,,,,,,,,,,,,,,,,,Switzerland,773,00:00:16.870,Pass,,,,,,,27.6,7.2,28.0,3.3,,,,,,28.0,3.3,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,3.286471,,,,,,,,,,,,,0733f42d-7299-4d87-a1df-fd084536d935,19,,"[28.0, 3.3]",3930159,0,,,,,0.93385786,,Right Foot,,,,"[42.5, 22.9]",,High Pass,,24.380526,,,,Remo Freuler,6983.0,,,,,,1,From Throw In,Michel Aebischer,16016.0,Left Wing Back,3,Switzerland,773,['c5d81443-1ec2-440b-b3b1-4e959ca5017a'],17,,,,,,,,,,,,,,,,,Switzerland,773,00:00:17.606,Pass,,,,,,,28.0,3.3,42.5,22.9,,,,,,42.5,22.9,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,1.229801,,,,,,,,,,,,,9fdfa457-7c04-497f-a2c3-32316a11f404,22,,"[42.5, 22.9]",3930159,0,,,,True,-0.28422552,,,,,,"[51.4, 20.3]",,High Pass,,9.272001,,,,Kwadwo Duah,49007.0,,,,,,1,From Throw In,Remo Freuler,6983.0,Right Defensive Midfield,3,Switzerland,773,"['2e478a29-c69f-49be-9d5d-4893082dc841', '5feb6be9-42ef-43c3-bd91-8e18b988bd85']",20,,,,,,,,,,,,,,,,,Switzerland,773,00:00:20.892,Pass,True,,,,,,42.5,22.9,51.4,20.3,,,,,,51.4,20.3,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,1.035079,,,,,,,,,,,,,6d344fb3-ad86-41da-847d-427fd2222cad,26,,"[51.4, 20.1]",3930159,0,,,,,1.1033465,,Right Foot,,,,"[56.7, 30.6]",,Ground Pass,,11.761803,,Incomplete,,Dan Ndoye,45190.0,,,,,,1,From Throw In,Kwadwo Duah,49007.0,Center Forward,3,Switzerland,773,"['c758c4c2-5f94-4a32-b120-3b63021db651', 'e54b6a7f-a200-468c-b067-1e07520963d1']",22,,,,,,,,,,,,,,,,,Switzerland,773,00:00:22.224,Pass,,,,,,,51.4,20.1,56.7,30.6,,,,,,56.7,30.6,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,1.984533,,,,,,,,,,,,,c758c4c2-5f94-4a32-b120-3b63021db651,28,,"[63.4, 49.5]",3930159,0,,,,,0.65895766,,Left Foot,,,,"[76.7, 59.8]",,High Pass,,16.82201,,Incomplete,,Roland Sallai,19316.0,,,,,Recovery,1,From Throw In,Attila Szalai,46376.0,Left Center Back,3,Switzerland,773,"['6d344fb3-ad86-41da-847d-427fd2222cad', '764759f7-239c-4150-a07e-8af54085d6ae', 'bc1cfd0c-f4d6-4838-b758-da01ab56c98f']",23,,,,,,,,,,,,,,,,,Hungary,916,00:00:23.259,Pass,,,,,,,63.4,49.5,76.7,59.8,,,,,,76.7,59.8,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,0.87412,,,,,,,,,,,,,bc1cfd0c-f4d6-4838-b758-da01ab56c98f,30,,"[43.4, 20.3]",3930159,0,,,,True,-0.10110337,,,,,,"[57.2, 18.9]",,High Pass,,13.870832,,Incomplete,,Kwadwo Duah,49007.0,,,,,Recovery,1,From Throw In,Granit Xhaka,3500.0,Left Defensive Midfield,3,Switzerland,773,"['314f3730-184d-493e-b2c5-5b9fc23f627e', '6740b51a-8b46-4428-8126-a52f30eea0d4', '9e3531fc-8ef1-4a5b-86a0-3db3ff87c6b4', 'c758c4c2-5f94-4a32-b120-3b63021db651']",25,,,,,,,,,,,,,,,,,Switzerland,773,00:00:25.243,Pass,True,,,,,,43.4,20.3,57.2,18.9,,,,,,57.2,18.9,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,2.094485,,,,,,,,,,,,,6740b51a-8b46-4428-8126-a52f30eea0d4,33,,"[62.9, 61.2]",3930159,0,,,,,0.25933173,,Head,,,,"[82.5, 66.4]",,High Pass,,20.278067,,,,Barnabás Varga,12921.0,,,,,Recovery,1,Regular Play,Ádám Lang,3153.0,Right Center Back,4,Hungary,916,"['02771bc9-4489-4a16-80a6-726c4cb9296a', 'bc1cfd0c-f4d6-4838-b758-da01ab56c98f']",26,,,,,,,,,,,,,,,,,Hungary,916,00:00:26.118,Pass,,,,,,,62.9,61.2,82.5,66.4,,,,,,82.5,66.4,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,1.633474,,,,,,,,,,,,,f2056504-6977-4f89-aab4-c5d682b398f1,36,,"[29.9, 3.7]",3930159,0,,,,,0.14474335,,Left Foot,,,,"[59.4, 8.0]",,High Pass,,29.811743,,Incomplete,,Kwadwo Duah,49007.0,,,,,Recovery,1,Regular Play,Ricardo Iván Rodríguez Araya,5544.0,Left Center Back,4,Hungary,916,"['57c90403-f7bb-49d1-a8df-e0385e434024', 'e5719c1d-e9c7-4feb-b2df-d08f21c39f04']",30,,,,,,,,,,,,,,,,,Switzerland,773,00:00:30.438,Pass,,,,,,,29.9,3.7,59.4,8.0,,,,,,59.4,8.0,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,1.972516,,,,,,,,,,,,,b8f857d3-c39d-40eb-975f-a5b0763e2b06,39,,"[59.4, 10.5]",3930159,0,,,,True,-1.1071488,,,,,,"[60.2, 8.9]",,High Pass,,1.7888544,,Incomplete,,,,,,,,Recovery,1,Regular Play,Ruben Vargas,30401.0,Left Attacking Midfield,4,Hungary,916,"['07d61cc2-3e9f-49df-9e56-c284d6118100', 'ad4d4f12-eee3-4226-9593-551e746ed54d']",34,,,,,,,,,,,,,,,,,Switzerland,773,00:00:34.673,Pass,True,,,,,,59.4,10.5,60.2,8.9,,,,,,60.2,8.9,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,0.546586,,,,,,,,,,,,,07d61cc2-3e9f-49df-9e56-c284d6118100,41,,"[59.9, 71.2]",3930159,0,,,,,-0.9472356,,Head,,,,"[64.0, 65.5]",,High Pass,,7.0213957,,Incomplete,,,,,,,,Recovery,1,Regular Play,Ádám Nagy,7162.0,Right Defensive Midfield,4,Hungary,916,"['b8f857d3-c39d-40eb-975f-a5b0763e2b06', 'da36d2ec-8f58-426e-bf83-db9af847a607']",36,,,,,,,,,,,,,,,,,Hungary,916,00:00:36.645,Pass,,,,,,,59.9,71.2,64.0,65.5,,,,,,64.0,65.5,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,1.388033,,,,,,,,,,,,,6eb88520-372f-4d22-84f0-e44388ec39a5,45,,"[64.2, 56.3]",3930159,1,,,,,-1.3986055,,Right Foot,,,,"[65.0, 51.7]",,Ground Pass,,4.669047,,,,Dominik Szoboszlai,21209.0,,,,,Free Kick,1,From Free Kick,Ádám Nagy,7162.0,Right Defensive Midfield,5,Hungary,916,['aea3db41-35d8-4911-9906-7d677bb70679'],14,,,,,,,,,,,,,,,,,Hungary,916,00:01:14.094,Pass,,,,,,,64.2,56.3,65.0,51.7,,,,,,65.0,51.7,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,2.910755,,,,,,,,,,,,,120f55fe-8d73-42d0-8084-ff9c1b48818c,48,,"[69.7, 50.6]",3930159,1,,,,,-0.6858728,,Right Foot,,,,"[107.7, 19.5]",,High Pass,,49.104073,,,,Willi Orban,8509.0,,,,,,1,From Free Kick,Dominik Szoboszlai,21209.0,Left Attacking Midfield,5,Hungary,916,['4fe7171a-ad71-45ed-8ecd-5bfd38bacb50'],15,,,,,,,,,,,,,,,,,Hungary,916,00:01:15.709,Pass,,,,,,,69.7,50.6,107.7,19.5,,,,,,107.7,19.5,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,0.693115,,,,,,,,,,,,,52ed9fe7-0a35-40ca-ad13-7f6e46e70798,51,,"[107.4, 19.4]",3930159,1,,,,True,1.2028154,03ca3dc8-da8b-4d91-a2da-c938a59f8220,,,,,"[110.6, 27.7]",,High Pass,,8.895505,,,,Attila Szalai,46376.0,True,,,,,1,From Free Kick,Willi Orban,8509.0,Center Back,5,Hungary,916,"['a15e534a-96dd-4c9a-90f4-177fbc75c338', 'b9cc7394-185e-4e9b-90bc-ee433cbe877e']",18,,,,,,,,,,,,,,,,,Hungary,916,00:01:18.619,Pass,True,,,,,,107.4,19.4,110.6,27.7,,,,,,110.6,27.7,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,1.249974,,,,,,,,,,,,,68b234b8-5172-4e4b-9ed6-33a68bb091c0,57,,"[12.2, 43.9]",3930159,1,,,,,0.92288995,,Keeper Arm,,,,"[25.9, 62.0]",,Ground Pass,,22.70022,,,,Remo Freuler,6983.0,,,,,,1,Regular Play,Yann Sommer,5550.0,Goalkeeper,6,Switzerland,773,['15b5faf7-ec1b-49f5-be56-657e10201b5e'],26,,,,,,,,,,,,,,,,,Switzerland,773,00:01:26.826,Pass,,,,,,,12.2,43.9,25.9,62.0,,,,,,25.9,62.0,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,1.748171,,,,,,,,,,,,,e14b9d9b-af58-473a-85cf-435578a1ef81,60,,"[45.5, 57.4]",3930159,1,,,,,-1.9978005,,Right Foot,,,,"[36.4, 37.4]",,Ground Pass,,21.972939,,,,Manuel Obafemi Akanji,5549.0,,,,,,1,Regular Play,Remo Freuler,6983.0,Right Defensive Midfield,6,Switzerland,773,['a050379f-dfca-4dfd-b9c4-f7c1c45adf96'],33,,,,,,,,,,,,,,,,,Switzerland,773,00:01:33.257,Pass,,,,,,,45.5,57.4,36.4,37.4,,,,,,36.4,37.4,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,1.188086,,,,,,,,,,,,,885c55ea-941c-4acf-80e8-a2ab3fe0fe44,63,,"[48.3, 34.4]",3930159,1,,,,,-1.2679114,,Right Foot,,,,"[56.3, 8.8]",,Ground Pass,,26.820887,,,,Ricardo Iván Rodríguez Araya,5544.0,,,,,,1,Regular Play,Manuel Obafemi Akanji,5549.0,Center Back,6,Switzerland,773,['6e35341d-7076-4f76-8f48-40c2e43e4bca'],39,,,,,,,,,,,,,,,,,Switzerland,773,00:01:39.220,Pass,,,,,,,48.3,34.4,56.3,8.8,,,,,,56.3,8.8,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,3.085477,,,,,,,,,,,,,0c78380d-9538-4d70-9626-0dd04426eaa7,67,,"[57.7, 8.2]",3930159,1,,,,,0.20057592,,Left Foot,,,,"[100.0, 16.8]",,High Pass,,43.16538,,Incomplete,,Kwadwo Duah,49007.0,,,,,,1,Regular Play,Ricardo Iván Rodríguez Araya,5544.0,Left Center Back,6,Switzerland,773,"['0a62dde7-f2e7-44fd-a60e-986b8406d939', 'bad3b638-83df-49fa-8c30-78c76e95e701', 'de2eb31a-9505-44db-923e-ba83fc7c18fa']",41,,,,,,,,,,,,,,,,,Switzerland,773,00:01:41.576,Pass,True,,,,,,57.7,8.2,100.0,16.8,,,,,,100.0,16.8,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,0.784145,,,,,,,,,,,,,00ec1fe5-522d-4f04-a211-99591dbd51e5,74,,"[111.3, 9.7]",3930159,1,,,,,2.1560135,,Right Foot,,,,"[100.3, 26.3]",,Ground Pass,,19.913815,,,,Ruben Vargas,30401.0,,,,,,1,Regular Play,Kwadwo Duah,49007.0,Center Forward,6,Switzerland,773,['90a71a95-d19a-470e-b3ee-200a06b7de5b'],49,,,,,,,,,,,,,,,,,Switzerland,773,00:01:49.465,Pass,,,,,,,111.3,9.7,100.3,26.3,,,,,,100.3,26.3,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,1.549216,,,,,,,,,,,,,ee5b0f06-395e-49f1-a553-3d6cf13d6314,79,,"[96.9, 29.3]",3930159,1,,,,,0.06706346,,Right Foot,,,,"[110.3, 30.2]",,Ground Pass,,13.43019,,Pass Offside,,Michel Aebischer,16016.0,,,Through Ball,True,Recovery,1,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,6,Switzerland,773,"['d323f4dd-fa39-4618-9da6-e8c4941eef2d', 'dffa0084-a6a4-4e0e-8f62-e7f1bbc2a6cc']",51,,,,,,,,,,,,,,,,,Switzerland,773,00:01:51.555,Pass,True,,,,,,96.9,29.3,110.3,30.2,,,,,,110.3,30.2,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,1.651981,,,,,,,,,,,,,fa2b1a57-d86e-4450-98bc-111da079113e,81,,"[11.5, 48.3]",3930159,2,,,,,1.6000563,,Right Foot,,,,"[10.9, 68.8]",,Ground Pass,,20.50878,,,,Willi Orban,8509.0,,,,,Free Kick,1,From Free Kick,Péter Gulácsi,8524.0,Goalkeeper,7,Hungary,916,['d1b56f6c-da7c-4dd9-a50e-b03ee6c7cc40'],18,,,,,,,,,,,,,,,,,Hungary,916,00:02:18.824,Pass,,,,,,,11.5,48.3,10.9,68.8,,,,,,10.9,68.8,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,1.479516,,,,,,,,,,,,,50fd1fe0-6697-4593-8528-79e7d7e057d7,84,,"[11.2, 69.2]",3930159,2,,,,,0.6485346,,Right Foot,,,,"[20.7, 76.4]",,Ground Pass,,11.920151,,,,Ádám Lang,3153.0,,,,,,1,From Free Kick,Willi Orban,8509.0,Center Back,7,Hungary,916,['da2b0c53-f8f2-47a9-aa3d-e99244e8d1d6'],20,,,,,,,,,,,,,,,,,Hungary,916,00:02:20.935,Pass,,,,,,,11.2,69.2,20.7,76.4,,,,,,20.7,76.4,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,0.130467,,,,,,,,,,,,,15c2b5aa-290f-473a-8aee-cf483d893a16,89,,"[19.8, 77.6]",3930159,2,,,,,-0.12832323,,Right Foot,,,,"[22.9, 77.2]",,Ground Pass,,3.1257,,Incomplete,,,,,,,,,1,From Free Kick,Ádám Lang,3153.0,Right Center Back,7,Hungary,916,"['26621340-739d-4a75-b1af-8fb3b6a3b48e', 'dd93d4d6-6af7-4998-830e-a32566fdda9b']",23,,,,,,,,,,,,,,,,,Hungary,916,00:02:23.118,Pass,True,,,,,,19.8,77.6,22.9,77.2,,,,,,22.9,77.2,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,0.864266,,,,,,,,,,,,,c17d2c44-5802-458e-9be4-e00a4902f69d,91,,"[31.5, 80.0]",3930159,2,,,,,-0.95360494,,,,,,"[38.1, 70.7]",,Low Pass,,11.403947,,,,Dominik Szoboszlai,21209.0,,,,,Throw-in,1,From Throw In,Ádám Lang,3153.0,Right Center Back,8,Hungary,916,['08d00ac3-6be3-4c80-abb5-d49c88bd11a5'],37,,,,,,,,,,,,,,,,,Hungary,916,00:02:37.956,Pass,,,,,,,31.5,80.0,38.1,70.7,,,,,,38.1,70.7,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,1.089153,,,,,,,,,,,,,a13e8438-30a5-4bc0-ba29-6b34465ea71a,93,,"[38.1, 70.7]",3930159,2,,,,,2.3939126,,Other,,,,"[32.6, 75.8]",,Low Pass,,7.5006666,,,,Ádám Lang,3153.0,,,,,,1,From Throw In,Dominik Szoboszlai,21209.0,Left Attacking Midfield,8,Hungary,916,['866ba750-9b66-446d-8c59-ce4555cc0a34'],38,,,,,,,,,,,,,,,,,Hungary,916,00:02:38.820,Pass,,,,,,,38.1,70.7,32.6,75.8,,,,,,32.6,75.8,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,2.072318,,,,,,,,,,,,,1d554a5c-13e9-4796-96df-1490af5fbecf,97,,"[32.6, 76.6]",3930159,2,,,,,-0.108443856,,Right Foot,,,,"[57.4, 73.9]",,High Pass,,24.946543,,,,Barnabás Varga,12921.0,,,,,,1,From Throw In,Ádám Lang,3153.0,Right Center Back,8,Hungary,916,"['a4c1b500-02db-41da-b0ae-8ef54455adf4', 'd6505956-f423-4a63-8e26-1001db177ecb']",40,,,,,,,,,,,,,,,,,Hungary,916,00:02:40.720,Pass,True,,,,,,32.6,76.6,57.4,73.9,,,,,,57.4,73.9,Hungary vs Switzerland,Hungary,Switzerland
,,,,,,,,,,,,,,,,,,2.443722,,,,,,,,,,,,,ba10c46d-160d-4346-81d5-b1d467fdebe1,101,,"[58.3, 0.1]",3930159,2,,True,,,2.909489,,,,,,"[30.8, 6.6]",,Low Pass,,28.257742,,,,Ricardo Iván Rodríguez Araya,5544.0,,,,,Throw-in,1,From Throw In,Michel Aebischer,16016.0,Left Wing Back,9,Switzerland,773,['019cbbfb-aaec-40a9-8a7e-3b2d2c242e08'],52,,,,,,,,,,,,,,,,,Switzerland,773,00:02:52.885,Pass,,,,,,,58.3,0.1,30.8,6.6,,,,,,30.8,6.6,Hungary vs Switzerland,Hungary,Switzerland
