50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,team,team_id,timestamp,type,under_pressure,tactics.formation,tactics.lineup,tactics,50_50.outcome.id,50_50.outcome.name,x,y,pass_end_x,pass_end_y,carry_end_x,carry_end_y,shot_end_x,shot_end_y,shot_end_z,end_x,end_y,match_name,home_team,away_team
,,,,,,,,,,,,,,,0.825658,,,,,,,,,,,,,,,9819bb09-9ecd-4c1b-b78a-db5248f270ff,401,,,"[33.9, 0.1]",3938643,7,,,,0.36083677,,,,,"[44.5, 4.1]",Low Pass,,11.329607,,,,Robert Lewandowski,5668.0,,,,,Throw-in,1,From Throw In,Jakub Piotr Kiwior,44166.0,Left Center Back,15,Poland,789,['b0289ad1-1867-4617-9944-6b73a6eafd3a'],57,,,,,,,,,,,,,,,,,Poland,789,00:07:57.502,Pass,,,,,,,33.9,0.1,44.5,4.1,,,,,,44.5,4.1,France vs Poland,France,Poland
,,,,,,,,,,,,,,,0.894222,,,,,,,,,,,,,,,b1a0a287-5fb6-4c9b-8ad9-094fe68e47a6,405,,,"[43.5, 2.5]",3938643,7,,,,3.024484,,Right Foot,,,"[33.3, 3.7]",Low Pass,,10.270346,,,,Jakub Piotr Kiwior,44166.0,,,,,,1,From Throw In,Robert Lewandowski,5668.0,Left Center Forward,15,Poland,789,"['92ebf37d-60f5-4542-84bd-70f6240079ff', 'b75cfb22-7bb4-4045-ac67-8a50d392cdc2']",58,,,,,,,,,,,,,,,,,Poland,789,00:07:58.357,Pass,True,,,,,,43.5,2.5,33.3,3.7,,,,,,33.3,3.7,France vs Poland,France,Poland
,,,,,,,,,,,,,,,4.397978,,,,,,,,,,,,,,,ef8d8ce1-0eab-4cad-b6ac-a6210e4be8e8,408,,,"[33.1, 3.5]",3938643,8,,,,1.0206544,,Left Foot,,,"[58.0, 44.1]",High Pass,,47.627407,,,,Sebastian Szymański,4664.0,,True,,,,1,From Throw In,Jakub Piotr Kiwior,44166.0,Left Center Back,15,Poland,789,['7345b540-e0a4-42d8-b2fa-bc37dee28356'],0,,,,,,,,,,,,,,,,,Poland,789,00:08:00.548,Pass,,,,,,,33.1,3.5,58.0,44.1,,,,,,58.0,44.1,France vs Poland,France,Poland
,,,,,,,,,,,,,,,1.649138,,,,,,,,,,,,,,,8305311d-a7a2-499b-ae68-8201b1fc46a9,411,,,"[68.9, 50.1]",3938643,8,,,,1.0574764,,Left Foot,,,"[80.4, 70.5]",Ground Pass,,23.418156,,,,Przemysław Frankowski,7979.0,,,,,,1,From Throw In,Sebastian Szymański,4664.0,Right Center Midfield,15,Poland,789,['4fe2b945-db4d-446e-b383-b0fa47de5121'],7,,,,,,,,,,,,,,,,,Poland,789,00:08:07.465,Pass,,,,,,,68.9,50.1,80.4,70.5,,,,,,80.4,70.5,France vs Poland,France,Poland
,,,,,,,,,,,,,,,1.439103,,,,,,,,,,,,,,,c8413802-c0e5-4e63-a00e-60e9333bc597,414,,,"[80.4, 67.2]",3938643,8,,,,-1.842019,,Right Foot,,,"[75.2, 48.5]",Ground Pass,,19.409534,,,,Jakub Moder,29480.0,,,,,,1,From Throw In,Przemysław Frankowski,7979.0,Right Wing Back,15,Poland,789,['6bb6f97a-da30-4331-b591-477cb270ef25'],12,,,,,,,,,,,,,,,,,Poland,789,00:08:12.472,Pass,,,,,,,80.4,67.2,75.2,48.5,,,,,,75.2,48.5,France vs Poland,France,Poland
,,,,,,,,,,,,,,,0.899733,,,,,,,,,,,,,,,a777c189-8dae-415d-b2cd-2f9d610a85c2,417,,,"[78.9, 44.6]",3938643,8,,,,-1.9561162,,Right Foot,,,"[73.1, 30.3]",Ground Pass,,15.431461,,,,Jakub Piotr Kiwior,44166.0,,,,,,1,From Throw In,Jakub Moder,29480.0,Center Defensive Midfield,15,Poland,789,['1ff2e32b-e743-4296-9874-1e0a282f4978'],16,,,,,,,,,,,,,,,,,Poland,789,00:08:16.500,Pass,,,,,,,78.9,44.6,73.1,30.3,,,,,,73.1,30.3,France vs Poland,France,Poland
,,,,,,,,,,,,,,,2.247145,,,,,,,,,,,,,,,54d298c8-0842-4deb-bcde-d963697d69c6,422,,,"[77.2, 47.0]",3938643,8,,,,-0.43069252,,Left Foot,,,"[95.7, 38.5]",Ground Pass,,20.359274,,Incomplete,,Piotr Zieliński,5660.0,,,,,,1,From Throw In,Jakub Piotr Kiwior,44166.0,Left Center Back,15,Poland,789,"['573fdf5a-1cab-4354-9599-958762994953', '6257447c-bb39-4ad6-b842-884e229aa419', '628a3a62-f714-4b04-b763-c339df60889f']",23,,,,,,,,,,,,,,,,,Poland,789,00:08:23.321,Pass,True,,,,,,77.2,47.0,95.7,38.5,,,,,,95.7,38.5,France vs Poland,France,Poland
,,,,,,,,,,,,,,,1.096761,,,,,,,,,,,,,,,573fdf5a-1cab-4354-9599-958762994953,424,,,"[24.4, 41.6]",3938643,8,,,,-2.9699645,,Right Foot,,,"[9.4, 39.0]",Ground Pass,,15.223666,,,,Mike Maignan,3761.0,,,,,Recovery,1,Regular Play,Dayotchanculle Upamecano,8519.0,Right Center Back,16,France,771,"['54d298c8-0842-4deb-bcde-d963697d69c6', 'f314a46f-c1fd-4881-8a1a-3b35279b6b5e']",25,,,,,,,,,,,,,,,,,France,771,00:08:25.568,Pass,,,,,,,24.4,41.6,9.4,39.0,,,,,,9.4,39.0,France vs Poland,France,Poland
,,,,,,,,,,,,,,,1.101974,,,,,,,,,,,,,,,2cde4464-f3e0-44e9-bbdc-b1838b5044ff,428,,,"[5.1, 33.1]",3938643,8,,,,-1.4576453,,Right Foot,,,"[8.1, 6.7]",Ground Pass,,26.569908,,,,William Saliba,17592.0,,,,,,1,Regular Play,Mike Maignan,3761.0,Goalkeeper,16,France,771,"['695ab4e7-a3bf-4e70-8497-686319376bf3', 'd0af4f64-bb2c-486b-8858-13aba287ba65']",29,,,,,,,,,,,,,,,,,France,771,00:08:29.680,Pass,True,,,,,,5.1,33.1,8.1,6.7,,,,,,8.1,6.7,France vs Poland,France,Poland
,,,,,,,,,,,,,,,0.867145,,,,,,,,,,,,,,,7ad014bb-fd1c-4c19-9fdb-96b54bfeca81,431,,,"[8.1, 6.7]",3938643,8,,,,-0.44142905,,Right Foot,,,"[17.2, 2.4]",Ground Pass,,10.06479,,,,Theo Bernard François Hernández,6704.0,,,,,,1,Regular Play,William Saliba,17592.0,Left Center Back,16,France,771,['e1ee29e0-45a7-404e-93ca-3053f0074679'],31,,,,,,,,,,,,,,,,,France,771,00:08:31.554,Pass,,,,,,,8.1,6.7,17.2,2.4,,,,,,17.2,2.4,France vs Poland,France,Poland
,,,,,,,,,,,,,,,0.998617,,,,,,,,,,,,,,,36eed706-9ef6-4d5e-bbd7-0312639697b6,442,,,"[14.2, 3.7]",3938643,8,True,,,1.7662871,,Left Foot,,,"[12.2, 13.8]",Ground Pass,,10.296116,,,,William Saliba,17592.0,,,,,Free Kick,1,From Free Kick,Theo Bernard François Hernández,6704.0,Left Back,17,France,771,['0c0c3d35-a547-48c7-82cb-e6078853f99c'],46,,,,,,,,,,,,,,,,,France,771,00:08:46.360,Pass,,,,,,,14.2,3.7,12.2,13.8,,,,,,12.2,13.8,France vs Poland,France,Poland
,,,,,,,,,,,,,,,1.38039,,,,,,,,,,,,,,,10b8043e-3998-45a6-8cb0-aabf505b1aa4,444,,,"[16.8, 21.8]",3938643,8,True,,,1.4024062,,Right Foot,,,"[21.9, 51.8]",Ground Pass,,30.430412,,,,Dayotchanculle Upamecano,8519.0,,,,,,1,From Free Kick,William Saliba,17592.0,Left Center Back,17,France,771,['86b30e51-022e-4676-ba5e-430b1fb17b41'],47,,,,,,,,,,,,,,,,,France,771,00:08:47.690,Pass,,,,,,,16.8,21.8,21.9,51.8,,,,,,21.9,51.8,France vs Poland,France,Poland
,,,,,,,,,,,,,,,1.251438,,,,,,,,,,,,,,,11312931-2f5c-4e8a-ab85-96f7a6ad7e20,446,,,"[35.1, 52.7]",3938643,8,,,,-1.9743313,,Right Foot,,,"[27.5, 34.9]",Ground Pass,,19.354586,,,,William Saliba,17592.0,,,,,,1,From Free Kick,Dayotchanculle Upamecano,8519.0,Right Center Back,17,France,771,['b9db4038-3856-4905-a7aa-19450c0da4e8'],52,,,,,,,,,,,,,,,,,France,771,00:08:52.423,Pass,,,,,,,35.1,52.7,27.5,34.9,,,,,,27.5,34.9,France vs Poland,France,Poland
,,,,,,,,,,,,,,,1.962031,,,,,,,,,,,,,,,c7be89d8-024c-4f32-b0f2-265c345701b0,449,,,"[27.5, 34.7]",3938643,8,,,,-1.0367525,,Right Foot,,,"[45.3, 4.6]",Ground Pass,,34.969273,,,,Theo Bernard François Hernández,6704.0,,,,,,1,From Free Kick,William Saliba,17592.0,Left Center Back,17,France,771,['7abe8e1c-356b-4df4-9cdc-dcbaa60d4143'],55,,,,,,,,,,,,,,,,,France,771,00:08:55.009,Pass,,,,,,,27.5,34.7,45.3,4.6,,,,,,45.3,4.6,France vs Poland,France,Poland
,,,,,,,,,,,,,,,0.94846,,,,,,,,,,,,,,,5d0ec399-61ee-485a-b2fe-461b2d8bc5fc,452,,,"[48.2, 5.5]",3938643,8,,,,-0.21378754,,Left Foot,,,"[63.4, 2.2]",Ground Pass,,15.554099,,,,Bradley Barcola,39420.0,,,,,,1,From Free Kick,Theo Bernard François Hernández,6704.0,Left Back,17,France,771,['4c6bb14b-4ed1-42de-aba9-906085d5e9a4'],58,,,,,,,,,,,,,,,,,France,771,00:08:58.515,Pass,,,,,,,48.2,5.5,63.4,2.2,,,,,,63.4,2.2,France vs Poland,France,Poland
,,,,,,,,,,,,,,,0.85228,,,,,,,,,,,,,,,674970a9-9aab-41fa-8c0f-1a69f163ec8a,456,,,"[59.9, 4.9]",3938643,9,,,,2.0926306,,Right Foot,,,"[55.3, 12.9]",Ground Pass,,9.228217,,,,Adrien Rabiot,3026.0,,,,,,1,From Free Kick,Bradley Barcola,39420.0,Left Wing,17,France,771,"['8fd3b51c-231f-4943-8b30-f604b2944c4d', '92c9dcd6-225b-4640-b9b8-675a02a6c19f']",0,,,,,,,,,,,,,,,,,France,771,00:09:00.831,Pass,True,,,,,,59.9,4.9,55.3,12.9,,,,,,55.3,12.9,France vs Poland,France,Poland
,,,,,,,,,,,,,,,0.756476,,,,,,,,,,,,,,,ef349bc2-e3e3-4bf6-91c0-0ea3d9797634,459,,,"[56.2, 12.0]",3938643,9,,,,-2.051202,,Left Foot,,,"[52.5, 4.9]",Ground Pass,,8.0062475,,,,Theo Bernard François Hernández,6704.0,,,,,,1,From Free Kick,Adrien Rabiot,3026.0,Left Center Midfield,17,France,771,['eec1cf98-f1fa-4d2f-9e99-facbb20fc512'],2,,,,,,,,,,,,,,,,,France,771,00:09:02.013,Pass,,,,,,,56.2,12.0,52.5,4.9,,,,,,52.5,4.9,France vs Poland,France,Poland
,,,,,,,,,,,,,,,1.397899,,,,,,,,,,,,,,,fe2cd00d-c27d-4782-84ae-70fe58c38bce,462,,,"[53.8, 5.7]",3938643,9,,,,1.8970178,,Left Foot,,,"[47.0, 25.8]",Ground Pass,,21.219095,,,,Aurélien Djani Tchouaméni,10481.0,,,,,,1,From Free Kick,Theo Bernard François Hernández,6704.0,Left Back,17,France,771,['ac1cc715-ddb0-43e4-a7b6-1b018859f357'],3,,,,,,,,,,,,,,,,,France,771,00:09:03.170,Pass,,,,,,,53.8,5.7,47.0,25.8,,,,,,47.0,25.8,France vs Poland,France,Poland
,,,,,,,,,,,,,,,2.250024,,,,,,,,,,,,,,,4286cda5-a883-4940-8fc4-a5e0b9eb10f4,465,,,"[43.5, 27.5]",3938643,9,,,,1.3729773,,Right Foot,,,"[52.6, 72.9]",High Pass,,46.303024,,,,Jules Koundé,4445.0,,True,,,,1,From Free Kick,Aurélien Djani Tchouaméni,10481.0,Center Defensive Midfield,17,France,771,['12691d67-7100-428e-af1a-585ed94bc5c5'],6,,,,,,,,,,,,,,,,,France,771,00:09:06.646,Pass,,,,,,,43.5,27.5,52.6,72.9,,,,,,52.6,72.9,France vs Poland,France,Poland
,,,,,,,,,,,,,,,1.142519,,,,,,,,,,,,,,,bbd2591c-36d6-49d3-8bc5-fc90bf8d5a00,469,,,"[76.0, 64.2]",3938643,9,,,,1.5538487,,Left Foot,,,"[76.2, 76.0]",Ground Pass,,11.801695,,,,Ousmane Dembélé,5477.0,,,,,,1,From Free Kick,Jules Koundé,4445.0,Right Back,17,France,771,"['bf20d9bd-cada-452c-a82e-4db29502a41e', 'dbbd9f7f-af76-4274-b3ca-081a31e32ba5']",13,,,,,,,,,,,,,,,,,France,771,00:09:13.297,Pass,True,,,,,,76.0,64.2,76.2,76.0,,,,,,76.2,76.0,France vs Poland,France,Poland
,,,,,,,,,,,,,,,2.444205,,,,,,,,,,,,,,,841ae350-bc93-4e41-b766-27a937cc3c3a,472,,,"[76.6, 72.2]",3938643,9,,,,-0.4958945,,Left Foot,,,"[107.1, 55.7]",Ground Pass,,34.677082,,,,Kylian Mbappé Lottin,3009.0,,,,,,1,From Free Kick,Ousmane Dembélé,5477.0,Right Wing,17,France,771,['0a2b31b6-8148-4a72-946c-797007837ae3'],19,,,,,,,,,,,,,,,,,France,771,00:09:19.133,Pass,,,,,,,76.6,72.2,107.1,55.7,,,,,,107.1,55.7,France vs Poland,France,Poland
,,,,,,,,,,,,,,,1.908625,,,,,,,,,,,,,,,baabb2c9-974b-43d3-aded-a124e4b07e29,476,,,"[97.5, 79.9]",3938643,9,,,,-2.7446775,,Left Foot,,,"[80.8, 72.9]",Ground Pass,,18.107733,,,,N'Golo Kanté,3961.0,,,,,,1,From Free Kick,Kylian Mbappé Lottin,3009.0,Center Forward,17,France,771,"['84e14d86-717d-406d-9bf5-d8b1a642f279', 'bf17cd84-9f37-4f89-aae0-7e929c0c8403']",25,,,,,,,,,,,,,,,,,France,771,00:09:25.315,Pass,True,,,,,,97.5,79.9,80.8,72.9,,,,,,80.8,72.9,France vs Poland,France,Poland
,,,,,,,,,,,,,,,0.845716,,,,,,,,,,,,,,,1e440bb1-295e-4324-a984-511c1f31c7f8,479,,,"[85.5, 72.2]",3938643,9,,,,-0.2489627,,Right Foot,,,"[97.3, 69.2]",Ground Pass,,12.175385,,,,Ousmane Dembélé,5477.0,,,,,,1,From Free Kick,N'Golo Kanté,3961.0,Right Center Midfield,17,France,771,['eb30226b-8d32-4e8e-bfbe-a5ded20dec2b'],29,,,,,,,,,,,,,,,,,France,771,00:09:29.388,Pass,,,,,,,85.5,72.2,97.3,69.2,,,,,,97.3,69.2,France vs Poland,France,Poland
,,,,,,,,,,,,,,,1.234955,,,,,,,,,,,,,,,eba21c53-8600-4be3-b3b3-51d249277138,482,,,"[117.1, 61.8]",3938643,9,,,,-1.7048196,,Right Foot,True,,"[114.7, 44.0]",Low Pass,,17.96107,,Incomplete,,Bradley Barcola,39420.0,,,,,,1,From Free Kick,Ousmane Dembélé,5477.0,Right Wing,17,France,771,"['5ea040bf-2104-47ef-a07f-506d6490fe1f', 'f39792c2-757d-40d5-8d78-792169391170']",33,,,,,,,,,,,,,,,,,France,771,00:09:33.320,Pass,,,,,,,117.1,61.8,114.7,44.0,,,,,,114.7,44.0,France vs Poland,France,Poland
,,,,,,,,,,,,,,,2.360433,,,,,,,,,,,,,,,4330fb66-e11e-4b11-b641-8c361f3cd0de,485,,,"[13.6, 37.1]",3938643,9,True,,,0.69448143,,Drop Kick,,,"[51.9, 69.0]",High Pass,,49.84476,,,,Kacper Urbanski,33680.0,,,,,,1,From Keeper,Łukasz Skorupski,11508.0,Goalkeeper,18,Poland,789,['dee3a8c2-17de-4f3f-a30f-9a96289ac5f1'],38,,,,,,,,,,,,,,,,,Poland,789,00:09:38.404,Pass,,,,,,,13.6,37.1,51.9,69.0,,,,,,51.9,69.0,France vs Poland,France,Poland
,,,,,,,,,,,,,,,0.956593,,,,,,,,,,,,,,,46c65fc5-f542-4a7d-98d9-9d97128718ab,491,,,"[49.9, 73.4]",3938643,9,,,,2.7441745,,Right Foot,,,"[41.8, 76.8]",Ground Pass,,8.784646,,,,Przemysław Frankowski,7979.0,,,,,,1,From Keeper,Kacper Urbanski,33680.0,Right Center Forward,18,Poland,789,['7bb6cedb-5f58-487e-8288-63c438ae2cf0'],45,,,,,,,,,,,,,,,,,Poland,789,00:09:45.839,Pass,,,,,,,49.9,73.4,41.8,76.8,,,,,,41.8,76.8,France vs Poland,France,Poland
,,,,,,,,,,,,,,,1.935452,,,,,,,,,,,,,,,08c00af9-f8a2-4433-9484-539d1b191521,495,,,"[40.6, 76.6]",3938643,9,,,,-2.4432752,,Right Foot,,,"[26.9, 65.1]",Ground Pass,,17.886868,,,,Jan Bednarek,4626.0,,,,,,1,From Keeper,Przemysław Frankowski,7979.0,Right Wing Back,18,Poland,789,['4eebbac1-aca9-4772-b863-b4fcc94360a5'],47,,,,,,,,,,,,,,,,,Poland,789,00:09:47.439,Pass,,,,,,,40.6,76.6,26.9,65.1,,,,,,26.9,65.1,France vs Poland,France,Poland
,,,,,,,,,,,,,,,0.814674,,,,,,,,,,,,,,,b13fc4f8-48fe-4639-aeb6-375bb0b6b8d3,498,,,"[28.1, 64.2]",3938643,9,,,,-0.45924234,,Right Foot,,,"[37.2, 59.7]",Ground Pass,,10.151847,,,,Jakub Moder,29480.0,,,,,,1,From Keeper,Jan Bednarek,4626.0,Right Center Back,18,Poland,789,['62d1a231-5c97-45b9-9818-29ee9f2d4b8e'],50,,,,,,,,,,,,,,,,,Poland,789,00:09:50.795,Pass,,,,,,,28.1,64.2,37.2,59.7,,,,,,37.2,59.7,France vs Poland,France,Poland
,,,,,,,,,,,,,,,0.89597,,,,,,,,,,,,,,,28b7af97-855b-4024-ad63-41990589dd47,501,,,"[38.0, 59.6]",3938643,9,,,,0.7853982,,Left Foot,,,"[46.1, 67.7]",Ground Pass,,11.45513,,,,Kacper Urbanski,33680.0,,,,,,1,From Keeper,Jakub Moder,29480.0,Center Defensive Midfield,18,Poland,789,['22e04308-4687-4aba-a79d-9031e26aa23b'],53,,,,,,,,,,,,,,,,,Poland,789,00:09:53.350,Pass,,,,,,,38.0,59.6,46.1,67.7,,,,,,46.1,67.7,France vs Poland,France,Poland
,,,,,,,,,,,,,,,1.049428,,,,,,,,,,,,,,,cf094bf3-6c17-40a5-bc14-f942fdbe09ba,504,,,"[46.1, 67.7]",3938643,9,,,,1.4333702,,Right Foot,,,"[47.4, 77.1]",Ground Pass,,9.489468,,,,Przemysław Frankowski,7979.0,,,,,,1,From Keeper,Kacper Urbanski,33680.0,Right Center Forward,18,Poland,789,['707ebfcd-f705-4522-90f4-5753812242a1'],54,,,,,,,,,,,,,,,,,Poland,789,00:09:54.802,Pass,,,,,,,46.1,67.7,47.4,77.1,,,,,,47.4,77.1,France vs Poland,France,Poland
,,,,,,,,,,,,,,,1.360101,,,,,,,,,,,,,,,fcd43c2e-dc7c-4ebf-b7b0-3c0545759bee,507,,,"[47.4, 76.4]",3938643,9,,,,-1.55166,,Right Foot,,,"[47.8, 55.5]",Ground Pass,,20.903828,,,,Jakub Moder,29480.0,,,,,,1,From Keeper,Przemysław Frankowski,7979.0,Right Wing Back,18,Poland,789,['1310905f-1de3-4848-b502-41ecb271db24'],56,,,,,,,,,,,,,,,,,Poland,789,00:09:56.917,Pass,,,,,,,47.4,76.4,47.8,55.5,,,,,,47.8,55.5,France vs Poland,France,Poland
,,,,,,,,,,,,,,,3.045109,,,,,,,,,,,,,,,653055e6-6442-4675-ba04-2c0b021d60aa,510,,,"[52.0, 51.4]",3938643,9,,,,-0.59684706,,Right Foot,,,"[93.5, 23.2]",High Pass,,50.174595,,Incomplete,,Nicola Zalewski,50502.0,,,,,,1,From Keeper,Jakub Moder,29480.0,Center Defensive Midfield,18,Poland,789,"['3dd26820-9b64-44ac-b4da-5db7aeba03d7', 'ef737a7b-5267-4089-aa8a-baaba1c8ff1a']",59,,,,,,,,,,,,,,,,,Poland,789,00:09:59.637,Pass,,,,,,,52.0,51.4,93.5,23.2,,,,,,93.5,23.2,France vs Poland,France,Poland
,,,,,,,,,,,,,,,2.002618,,,,,,,,,,,,,,,ef737a7b-5267-4089-aa8a-baaba1c8ff1a,512,,,"[26.6, 56.9]",3938643,10,,,,-2.421844,,Head,,,"[11.2, 43.4]",Low Pass,,20.479502,,,,Mike Maignan,3761.0,,,,,Recovery,1,Regular Play,Jules Koundé,4445.0,Right Back,19,France,771,"['1ca73c41-1470-4150-a19d-785a8941c9bb', '653055e6-6442-4675-ba04-2c0b021d60aa']",2,,,,,,,,,,,,,,,,,France,771,00:10:02.682,Pass,,,,,,,26.6,56.9,11.2,43.4,,,,,,11.2,43.4,France vs Poland,France,Poland
,,,,,,,,,,,,,,,1.39015,,,,,,,,,,,,,,,04b34485-8e4b-49dd-b14a-e8bd9639e57d,515,,,"[8.8, 32.7]",3938643,10,,,,-1.080839,,Right Foot,,,"[14.4, 22.2]",Ground Pass,,11.9,,,,William Saliba,17592.0,,,,,,1,Regular Play,Mike Maignan,3761.0,Goalkeeper,19,France,771,['3274ab1a-a288-469a-9772-09e7edc09d7e'],5,,,,,,,,,,,,,,,,,France,771,00:10:05.960,Pass,,,,,,,8.8,32.7,14.4,22.2,,,,,,14.4,22.2,France vs Poland,France,Poland
,,,,,,,,,,,,,,,1.377818,,,,,,,,,,,,,,,2a43ee1b-a44a-46b0-88de-e4bd9b8407e0,518,,,"[16.8, 21.4]",3938643,10,,,,-0.5312734,,Right Foot,,,"[36.2, 10.0]",Ground Pass,,22.501556,,,,Theo Bernard François Hernández,6704.0,,,,,,1,Regular Play,William Saliba,17592.0,Left Center Back,19,France,771,['1c940e04-26aa-4bb8-a131-2900343bc27b'],8,,,,,,,,,,,,,,,,,France,771,00:10:08.950,Pass,,,,,,,16.8,21.4,36.2,10.0,,,,,,36.2,10.0,France vs Poland,France,Poland
,,,,,,,,,,,,,,,1.408724,,,,,,,,,,,,,,,a82a10a4-d502-4720-a253-f50da2180eab,521,,,"[36.2, 10.0]",3938643,10,,,,1.7657409,,Left Foot,,,"[33.1, 25.7]",Ground Pass,,16.003124,,,,Aurélien Djani Tchouaméni,10481.0,,,,,,1,Regular Play,Theo Bernard François Hernández,6704.0,Left Back,19,France,771,['1ba3e2e4-cc2f-4899-ab32-e1e1013a9e34'],12,,,,,,,,,,,,,,,,,France,771,00:10:12.328,Pass,,,,,,,36.2,10.0,33.1,25.7,,,,,,33.1,25.7,France vs Poland,France,Poland
,,,,,,,,,,,,,,,0.992215,,,,,,,,,,,,,,,e5286efe-ee70-4dd2-9483-d436aee0d528,524,,,"[35.6, 30.3]",3938643,10,,,,-0.8334894,,Right Foot,,,"[44.5, 20.5]",Ground Pass,,13.238202,,,,Adrien Rabiot,3026.0,,,,,,1,Regular Play,Aurélien Djani Tchouaméni,10481.0,Center Defensive Midfield,19,France,771,['5867d7b2-6ce4-42e3-89d5-4b02fdb0407f'],16,,,,,,,,,,,,,,,,,France,771,00:10:16.937,Pass,,,,,,,35.6,30.3,44.5,20.5,,,,,,44.5,20.5,France vs Poland,France,Poland
,,,,,,,,,,,,,,,1.525706,,,,,,,,,,,,,,,fbdbc454-74ed-4045-8cb3-7d41b812cb02,527,,,"[49.2, 16.5]",3938643,10,,,,-0.82384074,,Left Foot,,,"[59.2, 5.7]",Ground Pass,,14.718696,,,,Theo Bernard François Hernández,6704.0,,,,,,1,Regular Play,Adrien Rabiot,3026.0,Left Center Midfield,19,France,771,['a401912e-308d-4d17-a346-27aab1c80457'],19,,,,,,,,,,,,,,,,,France,771,00:10:19.430,Pass,,,,,,,49.2,16.5,59.2,5.7,,,,,,59.2,5.7,France vs Poland,France,Poland
,,,,,,,,,,,,,,,0.721434,,,,,,,,,,,,,,,e88bcc46-e53e-430e-8493-37aaeda51a7d,530,,,"[66.4, 5.9]",3938643,10,,,,1.3312132,,Left Foot,,,"[69.6, 19.0]",Ground Pass,,13.485177,,,,Kylian Mbappé Lottin,3009.0,,,,,,1,Regular Play,Theo Bernard François Hernández,6704.0,Left Back,19,France,771,['53f3bf97-92ae-498b-a223-a1677e684dcc'],21,,,,,,,,,,,,,,,,,France,771,00:10:21.901,Pass,,,,,,,66.4,5.9,69.6,19.0,,,,,,69.6,19.0,France vs Poland,France,Poland
,,,,,,,,,,,,,,,0.688575,,,,,,,,,,,,,,,a10fadec-70a3-4912-a269-4ddfd8d34eab,533,,,"[70.0, 20.2]",3938643,10,,,,-1.7294515,,Left Foot,,,"[68.8, 12.7]",Ground Pass,,7.595393,,,,Adrien Rabiot,3026.0,,,,,,1,Regular Play,Kylian Mbappé Lottin,3009.0,Center Forward,19,France,771,['8f70517c-54ec-47f6-9c81-a899532f18e7'],22,,,,,,,,,,,,,,,,,France,771,00:10:22.683,Pass,,,,,,,70.0,20.2,68.8,12.7,,,,,,68.8,12.7,France vs Poland,France,Poland
,,,,,,,,,,,,,,,1.000826,,,,,,,,,,,,,,,96e7eeba-5b40-4e25-96d8-e9c762cf4b7b,536,,,"[71.4, 10.5]",3938643,10,,,,0.67474097,,Left Foot,,,"[81.4, 18.5]",Ground Pass,,12.806249,,,,Kylian Mbappé Lottin,3009.0,,,,,,1,Regular Play,Adrien Rabiot,3026.0,Left Center Midfield,19,France,771,['d2fd0267-535e-49e5-9f05-c1c714d4fe42'],24,,,,,,,,,,,,,,,,,France,771,00:10:24.909,Pass,,,,,,,71.4,10.5,81.4,18.5,,,,,,81.4,18.5,France vs Poland,France,Poland
,,,,,,,,,,,,,,,0.727451,,,,,,,,,,,,,,,0f9786c1-8d55-456b-89b9-e93eb529f215,539,,,"[81.4, 18.5]",3938643,10,,,,-2.3386524,,Right Foot,,,"[75.8, 12.7]",Ground Pass,,8.062258,,,,Adrien Rabiot,3026.0,,,,,,1,Regular Play,Kylian Mbappé Lottin,3009.0,Center Forward,19,France,771,['57905c9d-29fb-4972-8f3f-ed63de53e101'],25,,,,,,,,,,,,,,,,,France,771,00:10:25.962,Pass,,,,,,,81.4,18.5,75.8,12.7,,,,,,75.8,12.7,France vs Poland,France,Poland
