50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,team,team_id,timestamp,type,under_pressure,tactics.formation,tactics.lineup,tactics,50_50.outcome.id,50_50.outcome.name,x,y,pass_end_x,pass_end_y,carry_end_x,carry_end_y,shot_end_x,shot_end_y,shot_end_z,end_x,end_y,match_name,home_team,away_team
,,,,,,,,,,,,,,,,,,,,,,,,,,64886ab6-d288-4d7c-9ac4-50cd9886a354,3491,,"[72.4, 41.2]",3941022,88,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Florian Grillitsch,11396.0,Left Defensive Midfield,160,Austria,915,['73ec6f20-01ff-4d69-8422-7fe419c0c9d3'],35,,,,,,,,,,,,,,,,Austria,915,00:43:35.724,Ball Receipt*,,,,,,,72.4,41.2,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,,,,,,,,,,,0834fc06-b7a6-45f0-8077-8139d27220ab,3494,,"[93.5, 68.1]",3941022,88,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Marcel Sabitzer,8518.0,Right Attacking Midfield,160,Austria,915,['b603ec29-f78b-4140-afe4-1b7ed815dbf6'],40,,,,,,,,,,,,,,,,Austria,915,00:43:40.208,Ball Receipt*,,,,,,,93.5,68.1,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,,,,,,,,,,,99f21f4c-df61-4bbc-b95c-f2ca3f5e3e6a,3497,,"[81.9, 51.5]",3941022,88,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Florian Grillitsch,11396.0,Left Defensive Midfield,160,Austria,915,['f585b99f-81ce-4b0a-baee-12c0702d72ff'],43,,,,,,,,,,,,,,,,Austria,915,00:43:43.999,Ball Receipt*,,,,,,,81.9,51.5,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,,,,,,,,,,,06e12a27-103d-403a-81cc-8e1dbb7cb532,3499,,"[78.4, 55.0]",3941022,88,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Kevin Danso,11820.0,Right Center Back,160,Austria,915,['f7817fc3-57d7-4427-bf33-d99da072ad3c'],45,,,,,,,,,,,,,,,,Austria,915,00:43:45.165,Ball Receipt*,,,,,,,78.4,55.0,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,,,,,,,,,,,db99036b-6e12-427b-8de9-b64dcf03834f,3502,,"[91.3, 53.6]",3941022,88,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Marcel Sabitzer,8518.0,Right Attacking Midfield,160,Austria,915,['d0185692-8900-40d6-bd3a-1a1a83155b13'],48,,,,,,,,,,,,,,,,Austria,915,00:43:48.943,Ball Receipt*,,,,,,,91.3,53.6,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,,,,,,,,,,,001809b6-d81a-436e-a3fe-5809efb28823,3504,,"[83.4, 42.6]",3941022,88,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Florian Grillitsch,11396.0,Left Defensive Midfield,160,Austria,915,['eb12d249-c534-4e41-8e0f-590fa75850d9'],50,,,,,,,,,,,,,,,,Austria,915,00:43:50.372,Ball Receipt*,,,,,,,83.4,42.6,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,,,,,,,,,,,d600354a-b9be-401b-9023-ca2cc9e85c2c,3507,,"[97.7, 67.0]",3941022,88,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Stefan Posch,11821.0,Right Back,160,Austria,915,['969da6ae-fb20-44a6-a055-8064b7535cd0'],53,,,,,,,,,,,,,,,,Austria,915,00:43:53.689,Ball Receipt*,,,,,,,97.7,67.0,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,7012cf9a-d288-495c-a747-0c75d416a19f,3511,,"[104.6, 56.6]",3941022,88,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Marcel Sabitzer,8518.0,Right Attacking Midfield,160,Austria,915,['ffcc6ba4-cd3b-47e7-8fab-cebe140dfb17'],54,,,,,,,,,,,,,,,,Austria,915,00:43:54.839,Ball Receipt*,,,,,,,104.6,56.6,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,,,,,,,,,,,7785ca0f-9e7c-437c-8d36-0d71977b3795,3514,,"[66.2, 53.8]",3941022,89,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Kevin Danso,11820.0,Right Center Back,160,Austria,915,['b6c87676-4196-47b2-bafc-2431c6c6e510'],1,,,,,,,,,,,,,,,,Austria,915,00:44:01.219,Ball Receipt*,,,,,,,66.2,53.8,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,,,,,,,,,,,c11b90c0-8129-485e-96cf-06b333873f23,3517,,"[70.6, 34.9]",3941022,89,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Maximilian Wöber,8068.0,Left Center Back,160,Austria,915,['b8af0e69-8fb0-4ebb-8636-c241259c7259'],7,,,,,,,,,,,,,,,,Austria,915,00:44:07.394,Ball Receipt*,,,,,,,70.6,34.9,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,77ae1941-ce6d-40ee-8346-b475d5c7e512,3520,,"[95.3, 66.7]",3941022,89,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Stefan Posch,11821.0,Right Back,160,Austria,915,['dead9d65-4c74-4926-86eb-45453ed42b7b'],15,,,,,,,,,,,,,,,,Austria,915,00:44:15.295,Ball Receipt*,,,,,,,95.3,66.7,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,,,,,,,,,,,5a4396d3-c182-45b1-a2da-bf2f6ca173cd,3522,,"[2.9, 11.2]",3941022,89,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Merih Demiral,23558.0,Center Back,161,Turkey,909,['ffdd85ae-b803-4067-968f-27f4a1e9f659'],35,,,,,,,,,,,,,,,,Turkey,909,00:44:35.621,Ball Receipt*,,,,,,,2.9,11.2,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,c4377a3d-9f33-49a6-875f-3f76cba8e4e3,3524,,"[36.1, 13.4]",3941022,89,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,İrfan Can Kahveci,30311.0,Left Center Midfield,161,Turkey,909,['27fc1566-be5c-4b82-bc8d-b92937c49947'],40,,,,,,,,,,,,,,,,Turkey,909,00:44:40.868,Ball Receipt*,,,,,,,36.1,13.4,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,60aed620-90e1-434a-bdff-f62903ef7c70,3529,,"[58.4, 42.8]",3941022,89,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Barış Alper Yılmaz,134209.0,Right Center Forward,161,Turkey,909,['f1dcfc2e-7612-4bce-bc0c-f34627f1d753'],46,,,,,,,,,,,,,,,,Turkey,909,00:44:46.569,Ball Receipt*,,,,,,,58.4,42.8,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,,,,,,,,,,,3d37ca4b-7eed-44b9-8df0-7ef597bcfeb5,3532,,"[45.1, 38.7]",3941022,89,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kevin Danso,11820.0,Right Center Back,162,Austria,915,['82a4733f-2430-4a2d-bb74-2623d56aa5fe'],49,,,,,,,,,,,,,,,,Austria,915,00:44:49.233,Ball Receipt*,,,,,,,45.1,38.7,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,,,,,,,,,,,21d15f9b-c6a2-4a48-abe4-17c185d91bed,3535,,"[49.7, 50.9]",3941022,89,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Florian Grillitsch,11396.0,Left Defensive Midfield,162,Austria,915,['dc70df63-278f-4795-a266-b24e95f0cdee'],51,,,,,,,,,,,,,,,,Austria,915,00:44:51.256,Ball Receipt*,,,,,,,49.7,50.9,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,,,,,,,,,,,df4abcdb-de65-429a-a9e9-3419e0aaee98,3538,,"[83.7, 75.9]",3941022,89,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marcel Sabitzer,8518.0,Right Attacking Midfield,162,Austria,915,['ddbefc65-8679-424c-86e7-1e385a32153b'],55,,,,,,,,,,,,,,,,Austria,915,00:44:55.014,Ball Receipt*,,,,,,,83.7,75.9,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,,,,,,,,,,,09cff983-369c-4500-9a42-e753e3ffca41,3541,,"[72.4, 74.6]",3941022,89,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Stefan Posch,11821.0,Right Back,162,Austria,915,['105ffaaf-bbba-4562-8644-97e6cd7d4b95'],57,,,,,,,,,,,,,,,,Austria,915,00:44:57.119,Ball Receipt*,,,,,,,72.4,74.6,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,,,,,,,,,,,e5fb1ef1-c71e-4366-8717-e279da1233aa,3544,,"[75.0, 45.0]",3941022,90,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Nicolas Seiwald,39460.0,Right Defensive Midfield,162,Austria,915,['56210e1e-2943-4802-8455-87b6ce2ebc3a'],1,,,,,,,,,,,,,,,,Austria,915,00:45:01.123,Ball Receipt*,,,,,,,75.0,45.0,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,,,,,,,,,,,89a90dd1-9e8e-407c-8de5-0be1bf182dc2,3546,,"[70.5, 59.3]",3941022,90,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Florian Grillitsch,11396.0,Left Defensive Midfield,162,Austria,915,['0939403d-aabe-4a0e-9763-bf87672fbfca'],2,,,,,,,,,,,,,,,,Austria,915,00:45:02.315,Ball Receipt*,,,,,,,70.5,59.3,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,,,,,,,,,,,be3fb498-9fff-480a-b2fc-69c96b6a0005,3549,,"[93.2, 72.2]",3941022,90,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Christoph Baumgartner,24977.0,Left Attacking Midfield,162,Austria,915,['0db5dd92-343b-418b-a4bf-dd28d678d75f'],4,,,,,,,,,,,,,,,,Austria,915,00:45:04.793,Ball Receipt*,,,,,,,93.2,72.2,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,,,,,,,,,,,7abdcc38-a3d0-4958-887a-5ed4bf038ea4,3552,,"[99.9, 76.3]",3941022,90,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marcel Sabitzer,8518.0,Right Attacking Midfield,162,Austria,915,['a54818b5-fbfa-4288-aac6-5737e17c08e7'],7,,,,,,,,,,,,,,,,Austria,915,00:45:07.861,Ball Receipt*,,,,,,,99.9,76.3,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,,,,,,,,,,,cc5f1a73-3dc1-4809-9299-cd93ae968b27,3555,,"[86.7, 71.4]",3941022,90,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Florian Grillitsch,11396.0,Left Defensive Midfield,162,Austria,915,['e3d424f9-dc88-4d8b-845f-d209e6e4d446'],11,,,,,,,,,,,,,,,,Austria,915,00:45:11.414,Ball Receipt*,,,,,,,86.7,71.4,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,,,,,,,,,,,7216f7c7-022e-4c22-97cd-812a689ed62a,3559,,"[98.7, 68.4]",3941022,90,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marcel Sabitzer,8518.0,Right Attacking Midfield,162,Austria,915,['5f21a662-a61f-4210-adad-bd634e0f8f4b'],17,,,,,,,,,,,,,,,,Austria,915,00:45:17.050,Ball Receipt*,,,,,,,98.7,68.4,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,,,,,,,,,,,2930a472-8a4d-4c82-9e7c-171034e7ce2b,3566,,"[89.5, 58.7]",3941022,90,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Christoph Baumgartner,24977.0,Left Attacking Midfield,163,Austria,915,['1d99aaf8-7e0f-44f5-8084-9321730d0a21'],24,,,,,,,,,,,,,,,,Austria,915,00:45:24.914,Ball Receipt*,,,,,,,89.5,58.7,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,ada95640-735d-4905-a7fe-9393213477d0,3569,,"[109.6, 32.9]",3941022,90,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Michael Gregoritsch,8309.0,Left Center Forward,163,Austria,915,['ff515138-15bf-4450-b252-bbbcd4faff2b'],27,,,,,,,,,,,,,,,,Austria,915,00:45:27.815,Ball Receipt*,,,,,,,109.6,32.9,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,,,,,,,,,,,9d8487c5-b591-4457-acc6-ebee46ed91f2,3576,,"[95.3, 5.2]",3941022,90,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Marko Arnautović,3325.0,Right Center Forward,163,Austria,915,['a08582fd-345b-47d4-a00d-575c96d47796'],35,,,,,,,,,,,,,,,,Austria,915,00:45:35.196,Ball Receipt*,,,,,,,95.3,5.2,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,,,,,,,,,,,803f0443-d88a-4bf4-93c5-58e436c5fd6d,3579,,"[103.2, 2.8]",3941022,90,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Maximilian Wöber,8068.0,Left Center Back,163,Austria,915,['908dbc99-5650-4bde-bc95-6027295c20b8'],38,,,,,,,,,,,,,,,,Austria,915,00:45:38.633,Ball Receipt*,,,,,,,103.2,2.8,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,,,,,,,,,,,ee62e4fb-b640-4a88-9993-c40dfb1f4415,3583,,"[112.6, 42.5]",3941022,90,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Michael Gregoritsch,8309.0,Left Center Forward,163,Austria,915,['2378694e-0c03-4019-bd41-288c5d656e23'],41,,,,,,,,,,,,,,,,Austria,915,00:45:41.519,Ball Receipt*,,,,,,,112.6,42.5,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,,,,,,,,,,,9e4d3f75-1777-4595-881f-772789455b98,3592,,"[40.5, 77.6]",3941022,91,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Barış Alper Yılmaz,134209.0,Right Center Forward,164,Turkey,909,"['3a7a6d45-541c-4ea1-bba8-c6fe27f54d1c', 'df568e59-4129-4f69-9518-a3848d031683']",41,,,,,,,,,,,,,,,,Turkey,909,00:46:41.636,Ball Receipt*,True,,,,,,40.5,77.6,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,,,,,,,,,,,e70c6c53-c023-47a4-b451-4017dac5c31b,3596,,"[65.0, 11.4]",3941022,91,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Florian Grillitsch,11396.0,Left Defensive Midfield,165,Austria,915,['645e69f9-626d-4057-965a-50b54dbb9a39'],44,,,,,,,,,,,,,,,,Austria,915,00:46:44.175,Ball Receipt*,,,,,,,65.0,11.4,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,,,,,,,,,,,5a00cfa9-d974-4e33-89d9-36bdbe99e1ba,3599,,"[50.7, 19.9]",3941022,91,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kevin Danso,11820.0,Right Center Back,165,Austria,915,['a0869bd0-f613-4f5c-92a9-d87a2a4dee74'],45,,,,,,,,,,,,,,,,Austria,915,00:46:45.490,Ball Receipt*,,,,,,,50.7,19.9,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,,,,,,,,,,,b5fdfeda-e726-40ba-9507-bcad2eeb4682,3602,,"[65.5, 4.2]",3941022,91,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Maximilian Wöber,8068.0,Left Center Back,165,Austria,915,['9216f0e7-5348-4d72-abd9-e6ceff5ebf6d'],47,,,,,,,,,,,,,,,,Austria,915,00:46:47.999,Ball Receipt*,,,,,,,65.5,4.2,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,,,,,,,,,,,99bd013a-2a85-4a21-a4f2-d03d063c393e,3605,,"[64.1, 38.5]",3941022,91,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Florian Grillitsch,11396.0,Left Defensive Midfield,165,Austria,915,['dc427b75-9021-46b7-aa63-51f0e72b6016'],52,,,,,,,,,,,,,,,,Austria,915,00:46:52.417,Ball Receipt*,,,,,,,64.1,38.5,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,,,,,,,,,,,82d036ce-3417-4615-ac00-3fc3d7d93b34,3609,,"[68.5, 37.3]",3941022,91,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kevin Danso,11820.0,Right Center Back,165,Austria,915,['4063558e-a596-4856-a16d-a4e4fc716f66'],58,,,,,,,,,,,,,,,,Austria,915,00:46:58.471,Ball Receipt*,,,,,,,68.5,37.3,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,,,,,,,,,,,1c575e27-2259-4d8c-8a1b-c737c2996dc4,3612,,"[110.7, 6.8]",3941022,92,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Maximilian Wöber,8068.0,Left Center Back,165,Austria,915,['6b2222bd-ac3d-4382-9836-c57d967a1ef0'],2,,,,,,,,,,,,,,,,Austria,915,00:47:02.744,Ball Receipt*,,,,,,,110.7,6.8,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,9ad512cc-c7c0-44c0-92cf-74561e18382f,3618,,"[23.7, 69.8]",3941022,92,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Barış Alper Yılmaz,134209.0,Right Center Forward,165,Austria,915,['6032e0e1-2e82-467f-a5d3-6a0de597fa28'],8,,,,,,,,,,,,,,,,Turkey,909,00:47:08.364,Ball Receipt*,,,,,,,23.7,69.8,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,c86e2d7b-f8a6-4473-b6b0-db0dbe03177d,3620,,"[92.5, 6.1]",3941022,92,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Nicolas Seiwald,39460.0,Right Defensive Midfield,165,Austria,915,['92d665f3-0dbf-4c14-8790-ed336bb364c6'],9,,,,,,,,,,,,,,,,Austria,915,00:47:09.728,Ball Receipt*,,,,,,,92.5,6.1,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,4e2d9d7a-d593-4509-a81f-c8abdd5bb098,3622,,"[68.6, 76.3]",3941022,92,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Barış Alper Yılmaz,134209.0,Right Center Forward,166,Turkey,909,['fd2340ca-a21f-485a-963f-8ece5a7bd8fc'],33,,,,,,,,,,,,,,,,Turkey,909,00:47:33.072,Ball Receipt*,,,,,,,68.6,76.3,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,,,,,,,,,,,a464e1c6-fdf2-429b-9510-a846c49ad8f5,3625,,"[63.7, 4.9]",3941022,92,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Nicolas Seiwald,39460.0,Right Defensive Midfield,167,Austria,915,"['23e1538d-8b96-45d0-97b9-dbf053c9707a', 'c22cd498-f915-4fda-a3f2-dac9e37f1a17']",33,,,,,,,,,,,,,,,,Austria,915,00:47:33.773,Ball Receipt*,True,,,,,,63.7,4.9,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,,,,,,,,,,,762f3f76-b437-42c7-a69c-f1ff6a55e085,3633,,"[70.3, 14.1]",3941022,92,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Nicolas Seiwald,39460.0,Right Defensive Midfield,167,Austria,915,['aee3a0d7-eedb-4716-ae1b-95c391c2dbfe'],38,,,,,,,,,,,,,,,,Austria,915,00:47:38.554,Ball Receipt*,,,,,,,70.3,14.1,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,,,,,,,,,,,6255c762-63bd-42bc-a803-0bbe75d25f2a,3636,,"[78.9, 26.7]",3941022,92,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marko Arnautović,3325.0,Right Center Forward,167,Austria,915,['b2f2048f-bed7-4adc-a7e1-9d420e515969'],40,,,,,,,,,,,,,,,,Austria,915,00:47:40.328,Ball Receipt*,,,,,,,78.9,26.7,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,,,,,,,,,,,8727feab-d55a-4a65-94fe-76aa7977637a,3640,,"[85.5, 39.4]",3941022,92,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marcel Sabitzer,8518.0,Right Attacking Midfield,167,Austria,915,['a77508f8-d2cf-46b0-a011-27feacb02f3c'],42,,,,,,,,,,,,,,,,Austria,915,00:47:42.096,Ball Receipt*,,,,,,,85.5,39.4,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,,,,,,,,,,,846427eb-82a0-437b-8286-9b8ba8eaf6e9,3651,,"[86.1, 25.5]",3941022,92,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alexander Prass,39545.0,Left Back,167,Austria,915,['006ad98b-0f46-42aa-bd67-421c818669c1'],50,,,,,,,,,,,,,,,,Austria,915,00:47:50.878,Ball Receipt*,,,,,,,86.1,25.5,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,,,,,,,,,,,860f95db-4e78-4a29-b290-7f3601378dc6,3656,,"[71.0, 35.1]",3941022,92,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Florian Grillitsch,11396.0,Left Defensive Midfield,167,Austria,915,['37cf3071-29ae-4a65-b357-5c6b5571b57c'],53,,,,,,,,,,,,,,,,Austria,915,00:47:53.915,Ball Receipt*,,,,,,,71.0,35.1,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,,,,,,,,,,,c576bd72-d917-4ec0-b635-85c326488acc,3659,,"[87.4, 63.8]",3941022,92,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Stefan Posch,11821.0,Right Back,167,Austria,915,['616771a1-9963-4530-b393-0c3e22d82a89'],56,,,,,,,,,,,,,,,,Austria,915,00:47:56.634,Ball Receipt*,,,,,,,87.4,63.8,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,,,,,,,,,,,3a104b33-7796-4427-9334-0b88c29a55b4,3664,,"[12.9, 23.5]",3941022,93,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Ferdi Erenay Kadıoğlu,30438.0,Left Wing Back,168,Turkey,909,['988114b3-6da5-4b4c-8022-740699be962d'],0,,,,,,,,,,,,,,,,Turkey,909,00:48:00.541,Ball Receipt*,,,,,,,12.9,23.5,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,,,,,,,,,,,4c890647-48d7-4544-8f52-22610abfface,3670,,"[84.6, 33.8]",3941022,93,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Barış Alper Yılmaz,134209.0,Right Center Forward,168,Turkey,909,"['a3a109f0-ba45-4d5f-b552-531f98512fcd', 'ec841347-3e07-45ac-bad3-0425bb1031de']",9,,,,,,,,,,,,,,,,Turkey,909,00:48:09.098,Ball Receipt*,True,,,,,,84.6,33.8,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,,,,,,,,,,,49df373e-9c07-4252-9f13-081377c57f41,3681,,"[49.6, 19.5]",3941022,93,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alexander Prass,39545.0,Left Back,169,Austria,915,['8a852ce2-5904-456a-beb7-3c57d44b7b64'],20,,,,,,,,,,,,,,,,Austria,915,00:48:20.203,Ball Receipt*,,,,,,,49.6,19.5,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,c2c880e3-c75e-4b45-bdc9-e404949c32f7,3689,,"[85.1, 22.7]",3941022,93,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Michael Gregoritsch,8309.0,Left Center Forward,169,Austria,915,['9d5f1ff3-e23b-4248-ae68-d7246bb55db1'],25,,,,,,,,,,,,,,,,Austria,915,00:48:25.861,Ball Receipt*,,,,,,,85.1,22.7,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,7a847f49-ad94-44a0-97e0-ae3880a50959,3691,,"[75.0, 55.5]",3941022,93,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Barış Alper Yılmaz,134209.0,Right Center Forward,169,Austria,915,['cb001d06-8f2b-41fb-9058-c8454f71535e'],33,,,,,,,,,,,,,,,,Turkey,909,00:48:33.584,Ball Receipt*,,,,,,,75.0,55.5,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,,,,,,,,,,,24c8dc99-8c03-4956-9754-efa42dd9cdd1,3694,,"[41.0, 41.2]",3941022,93,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marcel Sabitzer,8518.0,Right Attacking Midfield,170,Austria,915,['f239adff-885c-4ebf-98f2-307e9f8d61aa'],38,,,,,,,,,,,,,,,,Austria,915,00:48:38.001,Ball Receipt*,,,,,,,41.0,41.2,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,a2fe9d58-9391-4fd2-9bce-980d988187b0,3696,,"[91.2, 24.1]",3941022,93,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Christoph Baumgartner,24977.0,Left Attacking Midfield,170,Austria,915,['3433b068-4dbd-4287-9391-485873888874'],43,,,,,,,,,,,,,,,,Austria,915,00:48:43.640,Ball Receipt*,,,,,,,91.2,24.1,,,,,,,,,,Austria vs Turkey,Austria,Turkey
