50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,team,team_id,timestamp,type,under_pressure,tactics.formation,tactics.lineup,tactics,50_50.outcome.id,50_50.outcome.name,x,y,pass_end_x,pass_end_y,carry_end_x,carry_end_y,shot_end_x,shot_end_y,shot_end_z,end_x,end_y,match_name,home_team,away_team
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,88c15daf-48bc-49af-bb9b-1a93a41fbd49,1,,,3941022,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Austria,915,,0,,,,,,,,,,,,,,,,Austria,915,00:00:00.000,Starting XI,,4231.0,"[{'player': {'id': 9731, 'name': 'Patrick Pentz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 11821, 'name': 'Stefan Posch'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 11820, 'name': 'Kevin Danso'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 8931, 'name': 'Philipp Lienhart'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 13315, 'name': 'Philipp Mwene'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 16}, {'player': {'id': 39460, 'name': 'Nicolas Seiwald'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 8506, 'name': 'Konrad Laimer'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 8784, 'name': 'Romano Schmid'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 18}, {'player': {'id': 24977, 'name': 'Christoph Baumgartner'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 8518, 'name': 'Marcel Sabitzer'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 3325, 'name': 'Marko Arnautović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]",,,,,,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,392953c0-2233-4567-b0ea-1e54627121bb,2,,,3941022,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Austria,915,,0,,,,,,,,,,,,,,,,Turkey,909,00:00:00.000,Starting XI,,343.0,"[{'player': {'id': 30310, 'name': 'Fehmi Mert Günok'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 12293, 'name': 'Kaan Ayhan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 23558, 'name': 'Merih Demiral'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 3}, {'player': {'id': 48383, 'name': 'Abdülkerim Bardakcı'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 10826, 'name': 'Mert Müldür'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 18}, {'player': {'id': 30438, 'name': 'Ferdi Erenay Kadıoğlu'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 20}, {'player': {'id': 78241, 'name': 'İsmail Yüksek'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 22212, 'name': 'Orkun Kökçü'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 134209, 'name': 'Barış Alper Yılmaz'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 21}, {'player': {'id': 151813, 'name': 'Kenan Yildiz'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 116587, 'name': 'Arda Güler'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 8}]",,,,,,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,87c7628d-b636-4d01-a6ad-b91d2c15a689,3,,,3941022,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Austria,915,['5a68dc00-d9be-42c9-9e24-b70b87e5c6a6'],0,,,,,,,,,,,,,,,,Turkey,909,00:00:00.000,Half Start,,,,,,,,,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,5a68dc00-d9be-42c9-9e24-b70b87e5c6a6,4,,,3941022,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Austria,915,['87c7628d-b636-4d01-a6ad-b91d2c15a689'],0,,,,,,,,,,,,,,,,Austria,915,00:00:00.000,Half Start,,,,,,,,,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,a307a0e4-c564-476a-9e45-51432838b811,1882,,,3941022,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,75,Austria,915,['1278dfac-1d84-4040-b74d-a1dc7e99d9c2'],0,,,,,,,,,,,,,,,,Austria,915,00:00:00.000,Half Start,,,,,,,,,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,1278dfac-1d84-4040-b74d-a1dc7e99d9c2,1883,,,3941022,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,75,Austria,915,['a307a0e4-c564-476a-9e45-51432838b811'],0,,,,,,,,,,,,,,,,Turkey,909,00:00:00.000,Half Start,,,,,,,,,,,,,,,,,,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,0.660922,,,,,,,,,,aa91c2e6-fc20-40b2-b63e-d6b9ebe872e5,5,,"[61.0, 40.1]",3941022,0,,,,1.2667954,,Right Foot,,,"[62.6, 45.2]",,Ground Pass,,5.3450913,,,Christoph Baumgartner,24977.0,,,,,Kick Off,1,From Kick Off,Konrad Laimer,8506.0,Left Defensive Midfield,2,Austria,915,['9b47e2f4-7889-4e7e-9b69-fa08356b644d'],0,,,,,,,,,,,,,,,,Austria,915,00:00:00.704,Pass,,,,,,,61.0,40.1,62.6,45.2,,,,,,62.6,45.2,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,1.7316,,,,,,,,,,1641e27d-e2b6-45bd-b9ca-9127d022f8b5,8,,"[64.8, 44.4]",3941022,0,,,,-2.3815055,,Right Foot,,,"[56.7, 36.7]",,Ground Pass,,11.175867,,,Nicolas Seiwald,39460.0,,,,,,1,From Kick Off,Christoph Baumgartner,24977.0,Center Attacking Midfield,2,Austria,915,['392779d6-9028-45a1-b89d-d73df7d7ddf0'],2,,,,,,,,,,,,,,,,Austria,915,00:00:02.439,Pass,,,,,,,64.8,44.4,56.7,36.7,,,,,,56.7,36.7,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,1.038983,,,,,,,,,,0a09b8d2-2002-470c-b08c-958bee71e831,10,,"[55.0, 36.5]",3941022,0,,,,-1.7628443,,Right Foot,,,"[52.2, 22.1]",,Ground Pass,,14.669697,,,Philipp Mwene,13315.0,,,,,,1,From Kick Off,Nicolas Seiwald,39460.0,Right Defensive Midfield,2,Austria,915,['498d6d4e-bb0f-4909-b5bb-0287bc7b8adf'],4,,,,,,,,,,,,,,,,Austria,915,00:00:04.170,Pass,,,,,,,55.0,36.5,52.2,22.1,,,,,,52.2,22.1,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,1.417532,,,,,,,,,,85ef3a06-95ec-415e-b25e-c001aef87571,12,,"[52.1, 22.0]",3941022,0,,,,0.61072594,,Right Foot,,,"[79.1, 40.9]",,High Pass,,32.9577,Incomplete,,Konrad Laimer,8506.0,,,,,,1,From Kick Off,Philipp Mwene,13315.0,Left Back,2,Austria,915,"['91f65ea5-9411-452a-b98e-5ffb3bc886c0', 'a033a40a-820b-4cf3-9463-0a4154c5042c']",5,,,,,,,,,,,,,,,,Austria,915,00:00:05.209,Pass,,,,,,,52.1,22.0,79.1,40.9,,,,,,79.1,40.9,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,0.761418,,,,,,,,,,91f65ea5-9411-452a-b98e-5ffb3bc886c0,15,,"[41.0, 39.2]",3941022,0,,,,0.5907126,,Right Foot,,,"[49.5, 44.9]",,Ground Pass,,10.234256,,,Orkun Kökçü,22212.0,,,,,Recovery,1,Regular Play,İsmail Yüksek,78241.0,Right Defensive Midfield,3,Turkey,909,"['1a0ab69f-16e6-4bb7-aff0-85c40a429851', '31dd499d-7a7b-48f5-8518-efcbb88137cf', '85ef3a06-95ec-415e-b25e-c001aef87571']",6,,,,,,,,,,,,,,,,Turkey,909,00:00:06.627,Pass,True,,,,,,41.0,39.2,49.5,44.9,,,,,,49.5,44.9,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,0.903825,,,,,,,,,,6e2e3f9d-97b3-43fc-9b50-a2d83e020715,20,,"[50.3, 44.6]",3941022,0,,,,-1.0664189,,Right Foot,,,"[57.2, 32.1]",,High Pass,,14.277955,,,Kenan Yildiz,151813.0,,,,,,1,Regular Play,Orkun Kökçü,22212.0,Left Defensive Midfield,3,Turkey,909,"['41c59437-eb05-41be-b9df-d39128978dfd', '7670f336-b62e-4c58-ab82-52b219dec92b', '92d80af8-4c86-4038-8f88-fdf738784bbf']",8,,,,,,,,,,,,,,,,Turkey,909,00:00:08.230,Pass,True,,,,,,50.3,44.6,57.2,32.1,,,,,,57.2,32.1,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,1.668251,,,,,,,,,,72eef8d8-45f3-47ca-91b7-89415ad297ca,22,,"[58.2, 32.8]",3941022,0,,,,2.7599525,,Head,,,"[43.0, 38.9]",,Low Pass,,16.37834,Incomplete,,İsmail Yüksek,78241.0,,,,,,1,Regular Play,Kenan Yildiz,151813.0,Left Wing,3,Turkey,909,"['97bb1c83-6eef-4d4d-96d7-5fd638fdc423', '9ecd8b32-c32f-4992-bef7-970ce1cdb01a']",9,,,,,,,,,,,,,,,,Turkey,909,00:00:09.214,Pass,,,,,,,58.2,32.8,43.0,38.9,,,,,,43.0,38.9,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,1.985927,,,,,,,,,,f0c94e78-f28a-4e08-8a1d-db6b5ce62b20,27,,"[85.0, 31.3]",3941022,0,,,,0.1014685,,Left Foot,,,"[112.5, 34.1]",,Ground Pass,,27.642178,Incomplete,,Marcel Sabitzer,8518.0,,,Through Ball,True,,1,Regular Play,Christoph Baumgartner,24977.0,Center Attacking Midfield,3,Turkey,909,"['51e8a970-998a-4993-ad8e-e7e5ee08a32b', '64d6abbf-4325-4190-bad5-0fdd4e56fa77']",12,,,,,,,,,,,,,,,,Austria,915,00:00:12.879,Pass,,,,,,,85.0,31.3,112.5,34.1,,,,,,112.5,34.1,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,2.348365,,,,,,,,,,f95448d7-19a2-4a79-83b8-9f5a8e988634,31,,"[11.5, 46.8]",3941022,0,,,,0.9792788,,Keeper Arm,,,"[29.1, 73.0]",,Ground Pass,,31.562635,,,Mert Müldür,10826.0,,,,,,1,From Keeper,Fehmi Mert Günok,30310.0,Goalkeeper,4,Turkey,909,['730457d9-1ce2-4bf3-914e-68bb57c60429'],18,,,,,,,,,,,,,,,,Turkey,909,00:00:18.341,Pass,,,,,,,11.5,46.8,29.1,73.0,,,,,,29.1,73.0,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,1.718354,,,,,,,,,,8506f3c6-200f-44f2-9b58-769dbb69dfde,34,,"[29.3, 75.6]",3941022,0,,,,-0.042282477,,Right Foot,,,"[55.3, 74.5]",,Ground Pass,,26.023258,,,Barış Alper Yılmaz,134209.0,,,,,,1,From Keeper,Mert Müldür,10826.0,Right Wing Back,4,Turkey,909,['39723d1e-0c72-463b-bb27-2be7bfd2f5d4'],21,,,,,,,,,,,,,,,,Turkey,909,00:00:21.057,Pass,,,,,,,29.3,75.6,55.3,74.5,,,,,,55.3,74.5,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,0.953678,,,,,,,,,,fe85704a-ec61-4d87-9457-32ba96bc95f6,37,,"[57.4, 74.9]",3941022,0,,,,-0.41658095,,Left Foot,,,"[68.7, 69.9]",,Ground Pass,,12.356779,,,Arda Güler,116587.0,,,,,,1,From Keeper,Barış Alper Yılmaz,134209.0,Right Wing,4,Turkey,909,['ed999961-a83e-4791-b4d3-90500167138c'],22,,,,,,,,,,,,,,,,Turkey,909,00:00:22.895,Pass,,,,,,,57.4,74.9,68.7,69.9,,,,,,68.7,69.9,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,2.629813,,,,,,,,,,65cab5a7-b5c5-4884-b834-36bbce4aeb3d,40,,"[89.4, 70.1]",3941022,0,,,,-0.57383174,,Left Foot,,,"[115.7, 53.1]",,Ground Pass,,31.31597,Incomplete,,Barış Alper Yılmaz,134209.0,,,,,,1,From Keeper,Arda Güler,116587.0,Center Forward,4,Turkey,909,"['60e57352-978d-477e-a764-6b4bc78d3e7d', '734e8705-32b1-4a04-baae-649a23b77294']",27,,,,,,,,,,,,,,,,Turkey,909,00:00:27.230,Pass,,,,,,,89.4,70.1,115.7,53.1,,,,,,115.7,53.1,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,1.64236,,,,,,,,,,ee9f7846-ccac-43fe-ad84-b305153e0373,43,,"[120.0, 80.0]",3941022,0,,,,-1.6493931,,Left Foot,,,"[116.7, 38.1]",,High Pass,True,42.02975,Incomplete,,,,,True,Inswinging,,Corner,1,From Corner,Arda Güler,116587.0,Center Forward,5,Turkey,909,['1466ee3f-0805-47d2-b991-8a9585d6157b'],55,,,,,,,,,,,,,,,,Turkey,909,00:00:55.059,Pass,,,,,,,120.0,80.0,116.7,38.1,,,,,,116.7,38.1,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,1.401753,,,,,,,,,,e98f1bc8-d135-4660-9a14-5b5db9b40fa8,50,,"[61.0, 40.1]",3941022,1,True,,,-1.9359977,,Right Foot,,,"[51.9, 16.3]",,Ground Pass,,25.480385,,,Philipp Mwene,13315.0,,,,,Kick Off,1,From Kick Off,Christoph Baumgartner,24977.0,Center Attacking Midfield,6,Austria,915,['87e87388-7d6f-4293-9cd8-1747369123b2'],56,,,,,,,,,,,,,,,,Austria,915,00:01:56.165,Pass,,,,,,,61.0,40.1,51.9,16.3,,,,,,51.9,16.3,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,1.223614,,,,,,,,,,434d0ed1-747d-497e-b0d7-2205af9c2d0d,52,,"[50.4, 11.5]",3941022,1,,,,2.2293622,,Right Foot,,,"[37.4, 28.3]",,Ground Pass,,21.24241,,,Philipp Lienhart,8931.0,,,,,,1,From Kick Off,Philipp Mwene,13315.0,Left Back,6,Austria,915,['b43c544c-c050-45ed-a6e0-21e4b2ef279c'],58,,,,,,,,,,,,,,,,Austria,915,00:01:58.951,Pass,,,,,,,50.4,11.5,37.4,28.3,,,,,,37.4,28.3,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,0.934922,,,,,,,,,,9a3ee635-c6ae-4847-9f8f-268a5ceb07e5,55,,"[42.0, 35.5]",3941022,2,,,,0.24877012,,Right Foot,,,"[66.8, 41.8]",,Ground Pass,,25.587692,,,Christoph Baumgartner,24977.0,,,,,,1,From Kick Off,Philipp Lienhart,8931.0,Left Center Back,6,Austria,915,['7102dbc6-c57c-4238-8be6-d8f1ce430ce4'],2,,,,,,,,,,,,,,,,Austria,915,00:02:02.734,Pass,,,,,,,42.0,35.5,66.8,41.8,,,,,,66.8,41.8,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,0.185636,,,,,,,,,,33705328-accf-43af-8ed8-31ded14fd106,58,,"[66.0, 43.0]",3941022,2,,,,-0.5880026,,Right Foot,,,"[68.4, 41.4]",,Ground Pass,,2.8844411,Incomplete,,Marko Arnautović,3325.0,,,,,,1,From Kick Off,Christoph Baumgartner,24977.0,Center Attacking Midfield,6,Austria,915,"['1cd9fa08-a181-4315-ae64-58c73119bad9', '4cf193cf-3d17-4304-bcdd-3effc87a46f0', '6b773b66-4116-4842-82ba-0e0689fff1ae']",3,,,,,,,,,,,,,,,,Austria,915,00:02:03.669,Pass,True,,,,,,66.0,43.0,68.4,41.4,,,,,,68.4,41.4,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,0.689897,,,,,,,,,,13eef2ff-610c-4258-b282-d3fff69af0ee,63,,"[75.2, 30.4]",3941022,2,,,,0.9407624,cadbc036-5fa8-4943-b395-3ffd2fb89331,Right Foot,,,"[85.7, 44.8]",,Ground Pass,,17.821615,,,Christoph Baumgartner,24977.0,True,,,,,1,From Kick Off,Marcel Sabitzer,8518.0,Left Wing,6,Austria,915,['2f3bf467-a438-4707-87b3-abb9d207de11'],6,,,,,,,,,,,,,,,,Austria,915,00:02:06.238,Pass,,,,,,,75.2,30.4,85.7,44.8,,,,,,85.7,44.8,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,2.218259,,,,,,,,,,a4d39cda-719e-482b-bb30-8920e6c8eaac,76,,"[6.0, 33.4]",3941022,2,True,,,-1.1431442,,Right Foot,,,"[19.4, 4.0]",,Ground Pass,,32.30975,,,Abdülkerim Bardakcı,48383.0,,,,,Goal Kick,1,From Goal Kick,Merih Demiral,23558.0,Center Back,7,Turkey,909,['e5d63c85-d517-4f2b-8985-dac2a0bf8e68'],38,,,,,,,,,,,,,,,,Turkey,909,00:02:38.809,Pass,,,,,,,6.0,33.4,19.4,4.0,,,,,,19.4,4.0,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,2.102697,,,,,,,,,,612b9bb1-a26e-4825-899a-24ac7459793a,78,,"[20.7, 1.1]",3941022,2,,,,0.13755924,,Left Foot,,,"[75.6, 8.7]",,High Pass,,55.42355,Incomplete,,Kenan Yildiz,151813.0,,,,,,1,From Goal Kick,Abdülkerim Bardakcı,48383.0,Left Center Back,7,Turkey,909,"['408231d5-b4d0-47ce-8768-d9e6ddc46ec3', '6065ddd0-69ba-44a7-8dca-72d905e7af0c']",42,,,,,,,,,,,,,,,,Turkey,909,00:02:42.370,Pass,,,,,,,20.7,1.1,75.6,8.7,,,,,,75.6,8.7,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,1.930037,,,,,,,,,,408231d5-b4d0-47ce-8768-d9e6ddc46ec3,80,,"[44.5, 71.4]",3941022,2,,,,0.20859957,,Head,,,"[58.2, 74.3]",,High Pass,,14.003571,Incomplete,,Konrad Laimer,8506.0,,,,,Recovery,1,From Goal Kick,Stefan Posch,11821.0,Right Back,7,Turkey,909,"['612b9bb1-a26e-4825-899a-24ac7459793a', '8fbdfb42-47d9-4fc6-9e8c-5850c49572b2', 'f25ae8f4-767a-474a-8777-0fb39841429d']",44,,,,,,,,,,,,,,,,Austria,915,00:02:44.473,Pass,,,,,,,44.5,71.4,58.2,74.3,,,,,,58.2,74.3,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,0.427171,,,,,,,,,,8fbdfb42-47d9-4fc6-9e8c-5850c49572b2,82,,"[61.9, 5.8]",3941022,2,,,True,-0.06885649,,,,,"[64.8, 5.6]",,Low Pass,,2.9068885,Incomplete,,Kenan Yildiz,151813.0,,,,,Recovery,1,From Goal Kick,Orkun Kökçü,22212.0,Left Defensive Midfield,7,Turkey,909,"['07a8021e-0555-42d8-a9b9-767d5136995b', '408231d5-b4d0-47ce-8768-d9e6ddc46ec3', '6e7c769c-c9d9-46d6-b806-8fca7bc7a47b', '7b5f3aea-e046-4b4a-8329-b4e0cae9f6f1']",46,,,,,,,,,,,,,,,,Turkey,909,00:02:46.403,Pass,True,,,,,,61.9,5.8,64.8,5.6,,,,,,64.8,5.6,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,0.738853,,,,,,,,,,7b5f3aea-e046-4b4a-8329-b4e0cae9f6f1,85,,"[55.3, 74.5]",3941022,2,,,,-2.7167604,,Head,,,"[51.1, 72.6]",,Low Pass,,4.609772,,,Nicolas Seiwald,39460.0,,,,,Recovery,1,Regular Play,Romano Schmid,8784.0,Right Wing,8,Austria,915,"['8fbdfb42-47d9-4fc6-9e8c-5850c49572b2', '99ea3698-54db-4b03-9b1b-d747903ca058']",46,,,,,,,,,,,,,,,,Austria,915,00:02:46.830,Pass,,,,,,,55.3,74.5,51.1,72.6,,,,,,51.1,72.6,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,1.569526,,,,,,,,,,b3cab67b-e000-44f3-be3a-03623a409f47,88,,"[49.8, 71.3]",3941022,2,,,,-0.37165102,,Right Foot,,,"[75.2, 61.4]",,High Pass,,27.261145,,,Marko Arnautović,3325.0,,,,,,1,Regular Play,Nicolas Seiwald,39460.0,Right Defensive Midfield,8,Austria,915,['67995bec-cbd6-456c-b608-eb239be80e4d'],48,,,,,,,,,,,,,,,,Austria,915,00:02:48.024,Pass,,,,,,,49.8,71.3,75.2,61.4,,,,,,75.2,61.4,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,0.764187,,,,,,,,,,60987f2e-ee3e-4af2-9348-47d8b02d2649,90,,"[72.4, 57.5]",3941022,2,,,,-2.1870933,,Other,,,"[67.3, 50.3]",,Low Pass,,8.823265,,,Marcel Sabitzer,8518.0,,,,,,1,Regular Play,Marko Arnautović,3325.0,Center Forward,8,Austria,915,['ce8b0b0c-2f72-4ba5-8d92-eeefebad2b24'],49,,,,,,,,,,,,,,,,Austria,915,00:02:49.593,Pass,,,,,,,72.4,57.5,67.3,50.3,,,,,,67.3,50.3,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,0.805814,,,,,,,,,,8504a152-3b60-4144-97c9-43c93c0a16e5,94,,"[65.8, 46.2]",3941022,2,,,,-1.735945,,Right Foot,,,"[64.8, 40.2]",,Ground Pass,,6.0827627,,,Konrad Laimer,8506.0,,,,,,1,Regular Play,Marcel Sabitzer,8518.0,Left Wing,8,Austria,915,"['19d3c1e7-c7d8-480b-bf8e-19f924e8845c', '30dfa4d9-8225-4564-9e01-6417b616213b']",51,,,,,,,,,,,,,,,,Austria,915,00:02:51.282,Pass,True,,,,,,65.8,46.2,64.8,40.2,,,,,,64.8,40.2,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,2.401561,,,,,,,,,,4ead7b73-3cdb-4a7b-8ac1-b2aba4a96160,97,,"[94.7, 28.3]",3941022,2,,,,-0.34506595,,Right Foot,,,"[116.4, 20.5]",,Ground Pass,,23.05927,,,Philipp Mwene,13315.0,,,,,,1,Regular Play,Konrad Laimer,8506.0,Left Defensive Midfield,8,Austria,915,['accba5db-ebce-4571-8e88-d7d955593037'],57,,,,,,,,,,,,,,,,Austria,915,00:02:57.080,Pass,,,,,,,94.7,28.3,116.4,20.5,,,,,,116.4,20.5,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,1.605629,,,,,,,,,,4b6a9e25-1996-42ce-9d0f-a01e671ba48c,99,,"[117.2, 19.7]",3941022,2,,,,1.6801621,,Left Foot,True,,"[114.4, 45.2]",,High Pass,,25.653265,,,Christoph Baumgartner,24977.0,,,,,,1,Regular Play,Philipp Mwene,13315.0,Left Back,8,Austria,915,['031c62b2-344f-4eb4-8d7d-b558fc475254'],59,,,,,,,,,,,,,,,,Austria,915,00:02:59.481,Pass,,,,,,,117.2,19.7,114.4,45.2,,,,,,114.4,45.2,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,1.41098,,,,,,,,,,b70e0b3d-7e82-4a1c-939e-cc74dcc709a6,101,,"[114.4, 45.2]",3941022,3,,,,-2.127698,,Head,,,"[111.1, 39.9]",,High Pass,,6.2433963,Incomplete,,Marcel Sabitzer,8518.0,,,,,,1,Regular Play,Christoph Baumgartner,24977.0,Center Attacking Midfield,8,Austria,915,"['6b852d5e-ec18-4b96-a8ea-1bf56383bf95', '8386c3b1-5732-4ace-854c-b48d6a3ae0c9']",1,,,,,,,,,,,,,,,,Austria,915,00:03:01.087,Pass,,,,,,,114.4,45.2,111.1,39.9,,,,,,111.1,39.9,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,1.341288,,,,,,,,,,406142f0-f3ca-4cb6-acf4-7895f7a80e37,109,,"[88.6, 26.3]",3941022,3,,,,3.0648208,,Right Foot,,,"[79.5, 27.0]",,Ground Pass,,9.1268835,,,Philipp Lienhart,8931.0,,,,,Recovery,1,Regular Play,Nicolas Seiwald,39460.0,Right Defensive Midfield,8,Austria,915,['a0fa163f-1187-487b-bf5f-652f96f7b052'],7,,,,,,,,,,,,,,,,Austria,915,00:03:07.069,Pass,,,,,,,88.6,26.3,79.5,27.0,,,,,,79.5,27.0,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,2.205889,,,,,,,,,,d1d417f0-05af-488f-82f6-cc009221a31a,112,,"[78.1, 27.8]",3941022,3,,,,-0.8347876,,Right Foot,,,"[103.1, 0.2]",,High Pass,,37.239227,Out,,,,,,,,,1,Regular Play,Philipp Lienhart,8931.0,Left Center Back,8,Austria,915,['44768c23-38f8-439d-bd92-0bfb22a17af6'],8,,,,,,,,,,,,,,,,Austria,915,00:03:08.410,Pass,True,,,,,,78.1,27.8,103.1,0.2,,,,,,103.1,0.2,Austria vs Turkey,Austria,Turkey
,,,,,,,,,,,,,,,,1.233155,,,,,,,,,,c1a95708-5acf-47ce-aea3-15c48eff81ea,113,,"[30.9, 80.0]",3941022,3,,,,-1.1667794,,,,,"[36.8, 66.2]",,High Pass,,15.008331,,,Orkun Kökçü,22212.0,,,,,Throw-in,1,From Throw In,Mert Müldür,10826.0,Right Wing Back,9,Turkey,909,['3b72acf9-5ac5-48a3-94d8-8b3a2ce7c7ba'],31,,,,,,,,,,,,,,,,Turkey,909,00:03:31.865,Pass,,,,,,,30.9,80.0,36.8,66.2,,,,,,36.8,66.2,Austria vs Turkey,Austria,Turkey
