50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,team,team_id,timestamp,type,under_pressure,tactics.formation,tactics.lineup,tactics,50_50.outcome.id,50_50.outcome.name,x,y,pass_end_x,pass_end_y,carry_end_x,carry_end_y,shot_end_x,shot_end_y,shot_end_z,end_x,end_y,match_name,home_team,away_team
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,603251bf-8144-4138-80d3-fd10c408df89,1,,,3940878,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Switzerland,773,,0,,,,,,,,,,,,,,,,,Switzerland,773,00:00:00.000,Starting XI,,3421.0,"[{'player': {'id': 5550, 'name': 'Yann Sommer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 5549, 'name': 'Manuel Obafemi Akanji'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 5544, 'name': 'Ricardo Iván Rodríguez Araya'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 45190, 'name': 'Dan Ndoye'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 19}, {'player': {'id': 16016, 'name': 'Michel Aebischer'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 20}, {'player': {'id': 6983, 'name': 'Remo Freuler'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3500, 'name': 'Granit Xhaka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 50436, 'name': 'Fabian Rieder'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 26}, {'player': {'id': 30401, 'name': 'Ruben Vargas'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 5545, 'name': 'Breel-Donald Embolo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]",,,,,,,,,,,,,,,Switzerland vs Italy,Switzerland,Italy
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,35120115-2388-4f6e-8153-4abf756513e4,2,,,3940878,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Switzerland,773,,0,,,,,,,,,,,,,,,,,Italy,914,00:00:00.000,Starting XI,,433.0,"[{'player': {'id': 7036, 'name': 'Gianluigi Donnarumma'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 11514, 'name': 'Giovanni Di Lorenzo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7004, 'name': 'Gianluca Mancini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 17}, {'player': {'id': 7480, 'name': 'Alessandro Bastoni'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 4587, 'name': 'Matteo Darmian'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 38909, 'name': 'Nicolò Fagioli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 6993, 'name': 'Bryan Cristante'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 8181, 'name': 'Nicolò Barella'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 7156, 'name': 'Federico Chiesa'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 6979, 'name': 'Stephan El Shaarawy'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 10992, 'name': 'Gianluca Scamacca'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]",,,,,,,,,,,,,,,Switzerland vs Italy,Switzerland,Italy
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4236ed37-e847-4db8-8d20-9d5f32101998,3,,,3940878,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Switzerland,773,['7b5349c1-8473-4b31-880d-67ff7d157082'],0,,,,,,,,,,,,,,,,,Italy,914,00:00:00.000,Half Start,,,,,,,,,,,,,,,,,,Switzerland vs Italy,Switzerland,Italy
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7b5349c1-8473-4b31-880d-67ff7d157082,4,,,3940878,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Switzerland,773,['4236ed37-e847-4db8-8d20-9d5f32101998'],0,,,,,,,,,,,,,,,,,Switzerland,773,00:00:00.000,Half Start,,,,,,,,,,,,,,,,,,Switzerland vs Italy,Switzerland,Italy
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,df57883d-c4d0-49d1-a368-82792abc6f59,1853,,,3940878,45,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,71,Italy,914,['7a8b385d-7c6d-4076-b216-7d4880a17c07'],0,,,,,,,,,,,,,,,,,Italy,914,00:00:00.000,Half Start,,,,,,,,,,,,,,,,,,Switzerland vs Italy,Switzerland,Italy
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7a8b385d-7c6d-4076-b216-7d4880a17c07,1854,,,3940878,45,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,71,Italy,914,['df57883d-c4d0-49d1-a368-82792abc6f59'],0,,,,,,,,,,,,,,,,,Switzerland,773,00:00:00.000,Half Start,,,,,,,,,,,,,,,,,,Switzerland vs Italy,Switzerland,Italy
,,,,,,,,,,,,,,,,,1.449353,,,,,,,,,,,,7bb29c76-d901-41f7-8513-48aa493d2dd8,5,,"[61.0, 40.1]",3940878,0,,,,3.0500128,,Right Foot,,"[41.4, 41.9]",,Ground Pass,,19.68248,,,,Manuel Obafemi Akanji,5549.0,,,,,Kick Off,1,From Kick Off,Breel-Donald Embolo,5545.0,Center Forward,2,Switzerland,773,['89577beb-9829-4ca9-9a88-754e891d9387'],0,,,,,,,,,,,,,,,,,Switzerland,773,00:00:00.595,Pass,,,,,,,61.0,40.1,41.4,41.9,,,,,,41.4,41.9,Switzerland vs Italy,Switzerland,Italy
,,,,,,,,,,,,,,,,,1.372142,,,,,,,,,,,,0952863a-5a1a-4524-b47d-662a4696fcf8,8,,"[42.1, 42.2]",3940878,0,,,,1.5347759,,Left Foot,,"[42.9, 64.4]",,Ground Pass,,22.214409,,,,Fabian Lukas Schär,5537.0,,,,,,1,From Kick Off,Manuel Obafemi Akanji,5549.0,Center Back,2,Switzerland,773,['dc69bd52-21d2-4465-83ad-8f8704ab3cce'],4,,,,,,,,,,,,,,,,,Switzerland,773,00:00:04.496,Pass,,,,,,,42.1,42.2,42.9,64.4,,,,,,42.9,64.4,Switzerland vs Italy,Switzerland,Italy
,,,,,,,,,,,,,,,,,3.309522,,,,,,,,,,,,4ea55f24-3897-4bb1-b00d-7ac7beb482d8,12,,"[42.6, 58.0]",3940878,0,,,,0.009345522,,Left Foot,,"[96.1, 58.5]",,High Pass,,53.502335,,,,Breel-Donald Embolo,5545.0,,,Through Ball,True,,1,From Kick Off,Fabian Lukas Schär,5537.0,Right Center Back,2,Switzerland,773,"['3513f44c-ac27-4008-8600-29e503ee7381', '54f20799-db85-4f93-8a10-97d80ed7d8d9']",7,,,,,,,,,,,,,,,,,Switzerland,773,00:00:07.791,Pass,True,,,,,,42.6,58.0,96.1,58.5,,,,,,96.1,58.5,Switzerland vs Italy,Switzerland,Italy
,,,,,,,,,,,,,,,,,0.064173,,,,,,,,,,,,8146e9db-c640-448d-acbe-70e7d004b986,15,,"[109.1, 58.3]",3940878,0,,,,-1.2998495,,Right Foot,,"[110.1, 54.7]",,Ground Pass,,3.7363083,,Incomplete,,Fabian Rieder,50436.0,,,,,,1,From Kick Off,Breel-Donald Embolo,5545.0,Center Forward,2,Switzerland,773,"['4b19e543-9fc2-4c31-a5e5-54f22d90cdfc', 'a4b17545-ef0a-45fb-873e-f92eadf48802']",15,,,,,,,,,,,,,,,,,Switzerland,773,00:00:15.090,Pass,,,,,,,109.1,58.3,110.1,54.7,,,,,,110.1,54.7,Switzerland vs Italy,Switzerland,Italy
,,,,,,,,,,,,,,,,,1.99888,,,,,,,,,,,,40a10a18-926d-4462-9f8e-46a01da1991a,18,,"[101.2, 80.0]",3940878,0,,,,-2.7513912,,,,"[76.4, 69.8]",,Low Pass,,26.815666,,,,Fabian Lukas Schär,5537.0,,,,,Throw-in,1,From Throw In,Dan Ndoye,45190.0,Right Wing Back,3,Switzerland,773,['af86b6b3-ff2d-44b8-af7a-91c065a9fd0f'],20,,,,,,,,,,,,,,,,,Switzerland,773,00:00:20.985,Pass,,,,,,,101.2,80.0,76.4,69.8,,,,,,76.4,69.8,Switzerland vs Italy,Switzerland,Italy
,,,,,,,,,,,,,,,,,1.119044,,,,,,,,,,,,0d985c48-608e-4885-9a5a-1127d0b52f18,21,,"[74.3, 65.2]",3940878,0,,,,-2.2313716,,Right Foot,,"[62.8, 50.4]",,Ground Pass,,18.742731,,,,Manuel Obafemi Akanji,5549.0,,,,,,1,From Throw In,Fabian Lukas Schär,5537.0,Right Center Back,3,Switzerland,773,['f8c4a43c-b31d-4923-9fd5-7fe7b81941ec'],24,,,,,,,,,,,,,,,,,Switzerland,773,00:00:24.469,Pass,,,,,,,74.3,65.2,62.8,50.4,,,,,,62.8,50.4,Switzerland vs Italy,Switzerland,Italy
,,,,,,,,,,,,,,,,,1.534113,,,,,,,,,,,,433b3acd-ab49-402d-9a24-1da2a4588845,24,,"[61.6, 50.1]",3940878,0,,,,1.3874484,,Left Foot,,"[64.4, 65.2]",,Ground Pass,,15.357409,,,,Fabian Lukas Schär,5537.0,,,,,,1,From Throw In,Manuel Obafemi Akanji,5549.0,Center Back,3,Switzerland,773,['a60850fd-86e8-419d-add8-09ff09375ebb'],26,,,,,,,,,,,,,,,,,Switzerland,773,00:00:26.880,Pass,,,,,,,61.6,50.1,64.4,65.2,,,,,,64.4,65.2,Switzerland vs Italy,Switzerland,Italy
,,,,,,,,,,,,,,,,,0.710797,,,,,,,,,,,,6a6a06c0-c262-4661-a325-51adacf4a1fe,27,,"[64.4, 65.2]",3940878,0,,,,-1.19029,,Right Foot,,"[68.0, 56.2]",,Ground Pass,,9.693296,,,,Granit Xhaka,3500.0,,,,,,1,From Throw In,Fabian Lukas Schär,5537.0,Right Center Back,3,Switzerland,773,['951a88cd-d152-4b67-86ae-47234867851d'],29,,,,,,,,,,,,,,,,,Switzerland,773,00:00:29.601,Pass,,,,,,,64.4,65.2,68.0,56.2,,,,,,68.0,56.2,Switzerland vs Italy,Switzerland,Italy
,,,,,,,,,,,,,,,,,1.079127,,,,,,,,,,,,93c77287-defc-4057-8c71-6fbcfd9048b0,30,,"[69.7, 58.0]",3940878,0,,,,0.31001705,,Left Foot,,"[92.8, 65.4]",,Ground Pass,,24.25634,,,,Fabian Rieder,50436.0,,,,,,1,From Throw In,Granit Xhaka,3500.0,Left Defensive Midfield,3,Switzerland,773,['102f398d-ffe2-495a-ba08-082c75289e3b'],31,,,,,,,,,,,,,,,,,Switzerland,773,00:00:31.645,Pass,,,,,,,69.7,58.0,92.8,65.4,,,,,,92.8,65.4,Switzerland vs Italy,Switzerland,Italy
,,,,,,,,,,,,,,,,,0.378511,,,,,,,,,,,,e910f811-17ef-4fb0-8eba-e442fde52454,34,,"[89.7, 59.8]",3940878,0,,,,-1.2490457,,Left Foot,,"[93.8, 47.5]",,Low Pass,,12.965339,,Incomplete,,Michel Aebischer,16016.0,,,,,,1,From Throw In,Fabian Rieder,50436.0,Right Attacking Midfield,3,Switzerland,773,"['64384940-2e6a-4cc4-803a-b7d382f08c7a', 'b9249041-aabf-41d9-a2ba-408f292548d3']",35,,,,,,,,,,,,,,,,,Switzerland,773,00:00:35.126,Pass,,,,,,,89.7,59.8,93.8,47.5,,,,,,93.8,47.5,Switzerland vs Italy,Switzerland,Italy
,,,,,,,,,,,,,,,,,1.342356,,,,,,,,,,,,7377a5a4-e805-40db-adf6-da094d0a9069,37,,"[120.0, 80.0]",3940878,1,,,,-1.7154107,,Left Foot,,"[114.0, 38.8]",,High Pass,True,41.6346,,Incomplete,,,,,True,Inswinging,,Corner,1,From Corner,Fabian Rieder,50436.0,Right Attacking Midfield,4,Switzerland,773,['0d4b595f-0ef5-4b39-a9a3-91c144809ba6'],10,,,,,,,,,,,,,,,,,Switzerland,773,00:01:10.595,Pass,,,,,,,120.0,80.0,114.0,38.8,,,,,,114.0,38.8,Switzerland vs Italy,Switzerland,Italy
,,,,,,,,,,,,,,,,,2.338705,,,,,,,,,,,,306317e9-be44-4c2a-a8b5-2809a9acfae0,39,,"[95.8, 27.3]",3940878,1,,,,-0.69652396,,Right Foot,,"[106.8, 18.1]",,High Pass,,14.340154,,Incomplete,,Fabian Lukas Schär,5537.0,,,,,Recovery,1,From Corner,Michel Aebischer,16016.0,Left Wing Back,4,Switzerland,773,"['015065c9-2b48-49cf-9095-3f0c2fdae689', 'c344389d-daad-4abf-9eb3-5f38a77c21fe']",14,,,,,,,,,,,,,,,,,Switzerland,773,00:01:14.314,Pass,,,,,,,95.8,27.3,106.8,18.1,,,,,,106.8,18.1,Switzerland vs Italy,Switzerland,Italy
,,,,,,,,,,,,,,,,,2.071891,,,,,,,,,,,,c344389d-daad-4abf-9eb3-5f38a77c21fe,41,,"[13.3, 62.0]",3940878,1,,,,0.6714659,,Head,,"[24.5, 70.9]",,High Pass,,14.3055935,,,,Nicolò Barella,8181.0,,,,,Recovery,1,Regular Play,Gianluca Mancini,7004.0,Right Center Back,5,Italy,914,"['01d36060-129b-412c-bf76-95720bace9f6', '306317e9-be44-4c2a-a8b5-2809a9acfae0']",16,,,,,,,,,,,,,,,,,Italy,914,00:01:16.652,Pass,,,,,,,13.3,62.0,24.5,70.9,,,,,,24.5,70.9,Switzerland vs Italy,Switzerland,Italy
,,,,,,,,,,,,,,,,,0.829289,,,,,,,,,,,,a5d541d3-f1e7-4ed1-afa1-afc763fb5c14,44,,"[24.5, 70.9]",3940878,1,,,True,0.10626486,,,,"[32.0, 71.7]",,Low Pass,,7.542546,,,,Federico Chiesa,7156.0,,,,,,1,Regular Play,Nicolò Barella,8181.0,Left Center Midfield,5,Italy,914,"['2441fa12-9ceb-4fab-ac78-0a42865f2f90', '788c6ae2-c3f8-474c-89d8-15c82ebcdab9']",18,,,,,,,,,,,,,,,,,Italy,914,00:01:18.724,Pass,True,,,,,,24.5,70.9,32.0,71.7,,,,,,32.0,71.7,Switzerland vs Italy,Switzerland,Italy
,,,,,,,,,,,,,,,,,2.345987,,,,,,,,,,,,26e562dd-7262-4280-8cf5-f218fe1ea468,46,,"[32.0, 71.7]",3940878,1,,,,-0.25168997,,Head,,"[46.0, 68.1]",,High Pass,,14.455449,,Incomplete,,,,,,,,,1,Regular Play,Federico Chiesa,7156.0,Right Wing,5,Italy,914,['4fadde1e-9063-45b6-ba8d-7c3abf525421'],19,,,,,,,,,,,,,,,,,Italy,914,00:01:19.589,Pass,,,,,,,32.0,71.7,46.0,68.1,,,,,,46.0,68.1,Switzerland vs Italy,Switzerland,Italy
,,,,,,,,,,,,,,,,,1.11081,,,,,,,,,,,,7741d91a-5f7a-4b82-94a3-2f2bb28be105,49,,"[67.7, 12.5]",3940878,1,,,,2.2422984,,Right Foot,,"[55.7, 27.6]",,Ground Pass,,19.287561,,,,Remo Freuler,6983.0,,,,,,1,Regular Play,Ricardo Iván Rodríguez Araya,5544.0,Left Center Back,6,Switzerland,773,['8d62304a-dd19-489c-be0e-d1ba18df58ec'],22,,,,,,,,,,,,,,,,,Switzerland,773,00:01:22.880,Pass,,,,,,,67.7,12.5,55.7,27.6,,,,,,55.7,27.6,Switzerland vs Italy,Switzerland,Italy
,,,,,,,,,,,,,,,,,1.5338,,,,,,,,,,,,897de0a5-5a88-4820-a98c-10d7f8c6364c,52,,"[52.6, 29.4]",3940878,1,,,,1.5707964,,Right Foot,,"[52.6, 44.0]",,Ground Pass,,14.6,,,,Granit Xhaka,3500.0,,,,,,1,Regular Play,Remo Freuler,6983.0,Right Defensive Midfield,6,Switzerland,773,['dd59caed-2f6c-421f-9cae-e35c1f0d30bb'],24,,,,,,,,,,,,,,,,,Switzerland,773,00:01:24.967,Pass,,,,,,,52.6,29.4,52.6,44.0,,,,,,52.6,44.0,Switzerland vs Italy,Switzerland,Italy
,,,,,,,,,,,,,,,,,1.754512,,,,,,,,,,,,f1ce06bc-af13-4dc3-a841-61a74cea3e8c,56,,"[52.4, 42.7]",3940878,1,,,,-3.0835934,,Right Foot,,"[21.4, 40.9]",,Ground Pass,,31.052214,,,,Yann Sommer,5550.0,,,,,,1,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,6,Switzerland,773,['f1a13edc-6e8b-4329-803c-f22e41ade20d'],26,,,,,,,,,,,,,,,,,Switzerland,773,00:01:26.701,Pass,,,,,,,52.4,42.7,21.4,40.9,,,,,,21.4,40.9,Switzerland vs Italy,Switzerland,Italy
,,,,,,,,,,,,,,,,,3.120319,,,,,,,,,,,,7034f2fa-e842-4715-9e91-921dbfe9c288,60,,"[19.4, 43.2]",3940878,1,,,,0.07337232,,Right Foot,,"[77.9, 47.5]",,High Pass,,58.65782,,Incomplete,,Breel-Donald Embolo,5545.0,,,,,,1,Regular Play,Yann Sommer,5550.0,Goalkeeper,6,Switzerland,773,"['4f3303d8-14d3-48dc-b17a-e0c2d2d9c622', 'cef3a4e6-597a-494b-a618-b4fdf9869c45']",30,,,,,,,,,,,,,,,,,Switzerland,773,00:01:30.235,Pass,,,,,,,19.4,43.2,77.9,47.5,,,,,,77.9,47.5,Switzerland vs Italy,Switzerland,Italy
,,,,,,,,,,,,,,,,,2.426925,,,,,,,,,,,,cef3a4e6-597a-494b-a618-b4fdf9869c45,63,,"[42.2, 32.6]",3940878,1,,,True,0.2932725,,,,"[62.4, 38.7]",,Low Pass,,21.100948,,,,Nicolò Barella,8181.0,,,,,Recovery,1,Regular Play,Gianluca Mancini,7004.0,Right Center Back,6,Switzerland,773,"['52aaa796-b3da-4798-b100-f3c9452c84a6', '7034f2fa-e842-4715-9e91-921dbfe9c288', 'c2bb5ee7-5914-4d93-9c1b-df85b6395387']",33,,,,,,,,,,,,,,,,,Italy,914,00:01:33.355,Pass,True,,,,,,42.2,32.6,62.4,38.7,,,,,,62.4,38.7,Switzerland vs Italy,Switzerland,Italy
,,,,,,,,,,,,,,,,,1.238916,,,,,,,,,,,,e11ffad5-c2d1-4865-8ebb-a3379f0f6cec,73,,"[49.0, 50.9]",3940878,2,,,,-1.9340878,,Right Foot,,"[44.4, 38.8]",,Ground Pass,,12.944883,,,,Manuel Obafemi Akanji,5549.0,,,,,Free Kick,1,From Free Kick,Fabian Lukas Schär,5537.0,Right Center Back,7,Switzerland,773,['f6805dc3-466e-4b78-952e-243d456bf37b'],5,,,,,,,,,,,,,,,,,Switzerland,773,00:02:05.153,Pass,,,,,,,49.0,50.9,44.4,38.8,,,,,,44.4,38.8,Switzerland vs Italy,Switzerland,Italy
,,,,,,,,,,,,,,,,,1.396989,,,,,,,,,,,,3a952c3a-bed1-484b-b967-c2cb0d6aeb8a,76,,"[47.0, 38.6]",3940878,2,,,,1.7844653,,Right Foot,,"[42.4, 59.8]",,Ground Pass,,21.693317,,,,Fabian Lukas Schär,5537.0,,,,,,1,From Free Kick,Manuel Obafemi Akanji,5549.0,Center Back,7,Switzerland,773,['1e8d3fe6-acbf-470b-9881-a7ffff3afdce'],11,,,,,,,,,,,,,,,,,Switzerland,773,00:02:11.926,Pass,,,,,,,47.0,38.6,42.4,59.8,,,,,,42.4,59.8,Switzerland vs Italy,Switzerland,Italy
,,,,,,,,,,,,,,,,,1.783803,,,,,,,,,,,,bf6bcb24-a014-4031-9085-f138c02de397,79,,"[42.4, 57.3]",3940878,2,,,,-1.4808755,,Right Foot,,"[45.7, 20.7]",,Ground Pass,,36.74847,,,,Ricardo Iván Rodríguez Araya,5544.0,,,,,,1,From Free Kick,Fabian Lukas Schär,5537.0,Right Center Back,7,Switzerland,773,['75a5055b-1a1b-4bbc-b7ad-c112ca49246f'],15,,,,,,,,,,,,,,,,,Switzerland,773,00:02:15.029,Pass,,,,,,,42.4,57.3,45.7,20.7,,,,,,45.7,20.7,Switzerland vs Italy,Switzerland,Italy
,,,,,,,,,,,,,,,,,1.380692,,,,,,,,,,,,84edb3a3-6a5a-4f5f-8641-678a2c0dfe60,82,,"[46.0, 21.5]",3940878,2,,,,2.1633103,,Left Foot,,"[35.7, 36.8]",,Ground Pass,,18.44397,,,,Manuel Obafemi Akanji,5549.0,,,,,,1,From Free Kick,Ricardo Iván Rodríguez Araya,5544.0,Left Center Back,7,Switzerland,773,['123131a6-0370-44aa-94fc-b708f779b907'],18,,,,,,,,,,,,,,,,,Switzerland,773,00:02:18.323,Pass,,,,,,,46.0,21.5,35.7,36.8,,,,,,35.7,36.8,Switzerland vs Italy,Switzerland,Italy
,,,,,,,,,,,,,,,,,1.101662,,,,,,,,,,,,a76bee4b-0ebe-4b14-932a-e77f5e9ee45a,85,,"[34.7, 38.8]",3940878,2,,,,1.964247,,Right Foot,,"[28.1, 54.7]",,Ground Pass,,17.2154,,,,Fabian Lukas Schär,5537.0,,,,,,1,From Free Kick,Manuel Obafemi Akanji,5549.0,Center Back,7,Switzerland,773,['99db46e9-3f17-4324-be35-c1fe7542cc24'],21,,,,,,,,,,,,,,,,,Switzerland,773,00:02:21.334,Pass,,,,,,,34.7,38.8,28.1,54.7,,,,,,28.1,54.7,Switzerland vs Italy,Switzerland,Italy
,,,,,,,,,,,,,,,,,1.522664,,,,,,,,,,,,5bb9098b-2b7a-48c9-a132-e28aa1d6a43e,88,,"[29.6, 50.9]",3940878,2,,,,-1.3912137,,Right Foot,,"[35.5, 18.4]",,Ground Pass,,33.031197,,,,Ricardo Iván Rodríguez Araya,5544.0,,,,,,1,From Free Kick,Fabian Lukas Schär,5537.0,Right Center Back,7,Switzerland,773,['6468720f-310f-4397-8f95-30c7cc67b431'],24,,,,,,,,,,,,,,,,,Switzerland,773,00:02:24.415,Pass,,,,,,,29.6,50.9,35.5,18.4,,,,,,35.5,18.4,Switzerland vs Italy,Switzerland,Italy
,,,,,,,,,,,,,,,,,5.250535,,,,,,,,,,,,b4698094-e1c8-4274-a0ce-95ae5fe0dc47,91,,"[42.6, 26.1]",3940878,2,,,,-0.19640152,,Right Foot,,"[120.0, 10.7]",,High Pass,,78.917175,,Out,,Breel-Donald Embolo,5545.0,,,,,,1,From Free Kick,Ricardo Iván Rodríguez Araya,5544.0,Left Center Back,7,Switzerland,773,['663b0751-a8a7-411c-801d-8fe84f505658'],28,,,,,,,,,,,,,,,,,Switzerland,773,00:02:28.271,Pass,,,,,,,42.6,26.1,120.0,10.7,,,,,,120.0,10.7,Switzerland vs Italy,Switzerland,Italy
,,,,,,,,,,,,,,,,,0.888324,,,,,,,,,,,,a8b2e40b-ef1f-4b09-924c-08c6af5afe39,93,,"[6.0, 44.3]",3940878,2,True,,,1.4002829,,Right Foot,,"[11.2, 74.5]",,Ground Pass,,30.644413,,,,Giovanni Di Lorenzo,11514.0,,,,,Goal Kick,1,From Goal Kick,Gianluigi Donnarumma,7036.0,Goalkeeper,8,Italy,914,['4086fc85-6705-43cb-a28c-809ec08cba71'],51,,,,,,,,,,,,,,,,,Italy,914,00:02:51.712,Pass,,,,,,,6.0,44.3,11.2,74.5,,,,,,11.2,74.5,Switzerland vs Italy,Switzerland,Italy
,,,,,,,,,,,,,,,,,1.12114,,,,,,,,,,,,638b18c1-c084-4c3b-a2b3-b17d2c771019,95,,"[16.6, 74.2]",3940878,2,True,,,0.07733622,,Right Foot,,"[43.7, 76.3]",,Ground Pass,,27.181244,,,,Bryan Cristante,6993.0,,,,,,1,From Goal Kick,Giovanni Di Lorenzo,11514.0,Right Back,8,Italy,914,['a0b52c3b-e9dc-4123-b44d-05518bc1dfa9'],53,,,,,,,,,,,,,,,,,Italy,914,00:02:53.288,Pass,,,,,,,16.6,74.2,43.7,76.3,,,,,,43.7,76.3,Switzerland vs Italy,Switzerland,Italy
,,,,,,,,,,,,,,,,,0.995413,,,,,,,,,,,,031d6a14-8df5-42c1-81f9-b20653fc1f53,97,,"[43.7, 76.3]",3940878,2,,,,-1.4679855,,Right Foot,,"[45.0, 63.7]",,Ground Pass,,12.666886,,,,Federico Chiesa,7156.0,,,,,,1,From Goal Kick,Bryan Cristante,6993.0,Right Center Midfield,8,Italy,914,['85187136-2f67-42e5-b9ae-36bb7ae37302'],54,,,,,,,,,,,,,,,,,Italy,914,00:02:54.480,Pass,,,,,,,43.7,76.3,45.0,63.7,,,,,,45.0,63.7,Switzerland vs Italy,Switzerland,Italy
,,,,,,,,,,,,,,,,,1.139301,,,,,,,,,,,,811aa2b4-4f57-4079-9c1b-8ea723467759,101,,"[43.7, 64.8]",3940878,2,,,,2.1082397,,Right Foot,,"[37.8, 74.7]",,Ground Pass,,11.524756,,,,Bryan Cristante,6993.0,,,,,,1,From Goal Kick,Federico Chiesa,7156.0,Right Wing,8,Italy,914,"['96dfb434-6831-499a-93be-7221e842015b', 'a3e6cad8-bc01-45f9-97a8-d140467ffb5b']",56,,,,,,,,,,,,,,,,,Italy,914,00:02:56.199,Pass,True,,,,,,43.7,64.8,37.8,74.7,,,,,,37.8,74.7,Switzerland vs Italy,Switzerland,Italy
,,,,,,,,,,,,,,,,,0.773012,,,,,,,,,,,,c660a7d3-f1ef-4bb5-ba4e-154be769b226,105,,"[32.0, 78.1]",3940878,3,,,,-0.20997351,,Right Foot,,"[38.1, 76.8]",,Ground Pass,,6.2369866,,Incomplete,,Giovanni Di Lorenzo,11514.0,,,,,,1,From Goal Kick,Bryan Cristante,6993.0,Right Center Midfield,8,Italy,914,"['0f267624-6224-4f96-a430-6204df028ea2', 'fdc22045-4f1a-4cee-832e-846828e0551a']",0,,,,,,,,,,,,,,,,,Italy,914,00:03:00.390,Pass,,,,,,,32.0,78.1,38.1,76.8,,,,,,38.1,76.8,Switzerland vs Italy,Switzerland,Italy
